date,gld_adj_close,spy_adj_close,vix_adj_close,vvix_adj_close,gld_close,spy_close,vix_close,vvix_close,gld_high,spy_high,vix_high,vvix_high,gld_low,spy_low,vix_low,vvix_low,gld_open,spy_open,vix_open,vvix_open,gld_volume,spy_volume,vix_volume,vvix_volume
2012-01-03,155.9199981689453,99.31221008300781,22.969999313354492,91.38999938964844,155.9199981689453,127.5,22.969999313354492,91.38999938964844,156.3000030517578,128.3800048828125,23.100000381469727,91.38999938964844,154.5500030517578,127.43000030517578,22.540000915527344,91.38999938964844,154.75999450683594,127.76000213623047,22.950000762939453,91.38999938964844,13385800,193697900,0,0.0
2012-01-04,156.7100067138672,99.46797943115234,22.219999313354492,88.88999938964844,156.7100067138672,127.69999694824219,22.219999313354492,88.88999938964844,157.3800048828125,127.80999755859375,23.729999542236328,88.88999938964844,155.33999633789062,126.70999908447266,22.219999313354492,88.88999938964844,155.42999267578125,127.19999694824219,23.440000534057617,88.88999938964844,11549700,127186500,0,0.0
2012-01-05,157.77999877929688,99.73280334472656,21.479999542236328,87.69000244140625,157.77999877929688,128.0399932861328,21.479999542236328,87.69000244140625,158.02999877929688,128.22999572753906,23.09000015258789,87.69000244140625,155.25,126.43000030517578,21.34000015258789,87.69000244140625,155.3699951171875,127.01000213623047,22.75,87.69000244140625,11621600,173895000,0,0.0
2012-01-06,157.1999969482422,99.47577667236328,20.6299991607666,86.94999694824219,157.1999969482422,127.70999908447266,20.6299991607666,86.94999694824219,158.6300048828125,128.22000122070312,21.719999313354492,86.94999694824219,156.3800048828125,127.29000091552734,20.579999923706055,86.94999694824219,158.58999633789062,128.1999969482422,21.239999771118164,86.94999694824219,9790500,148050000,0,0.0
2012-01-09,156.5,99.71725463867188,21.06999969482422,87.80000305175781,156.5,128.02000427246094,21.06999969482422,87.80000305175781,157.58999633789062,128.17999267578125,21.780000686645508,87.80000305175781,156.19000244140625,127.41000366210938,21.0,87.80000305175781,157.36000061035156,128.0,21.670000076293945,87.80000305175781,8771900,99530200,0,0.0
2012-01-10,158.63999938964844,100.58182525634766,20.690000534057617,88.81999969482422,158.63999938964844,129.1300048828125,20.690000534057617,88.81999969482422,159.47000122070312,129.64999389648438,20.690000534057617,88.81999969482422,158.47000122070312,128.9499969482422,20.049999237060547,88.81999969482422,158.97000122070312,129.38999938964844,20.139999389648438,88.81999969482422,8371400,115282000,0,0.0
2012-01-11,159.6699981689453,100.63636779785156,21.049999237060547,93.16999816894531,159.6699981689453,129.1999969482422,21.049999237060547,93.16999816894531,160.0500030517578,129.3699951171875,21.219999313354492,93.16999816894531,158.91000366210938,128.52000427246094,20.979999542236328,93.16999816894531,159.33999633789062,128.72999572753906,21.18000030517578,93.16999816894531,7968500,111540700,0,0.0
2012-01-12,160.3800048828125,100.87783813476562,20.469999313354492,90.51000213623047,160.3800048828125,129.50999450683594,20.469999313354492,90.51000213623047,161.6199951171875,129.6999969482422,22.030000686645508,90.51000213623047,159.8300018310547,128.5399932861328,20.459999084472656,90.51000213623047,161.02000427246094,129.57000732421875,21.010000228881836,90.51000213623047,8602500,118983700,0,0.0
2012-01-13,159.25999450683594,100.35594177246094,20.90999984741211,93.55000305175781,159.25999450683594,128.83999633789062,20.90999984741211,93.55000305175781,159.58999633789062,129.0500030517578,22.43000030517578,93.55000305175781,158.00999450683594,127.72000122070312,20.90999984741211,93.55000305175781,159.32000732421875,128.63999938964844,21.40999984741211,93.55000305175781,8910300,179836200,0,0.0
2012-01-17,160.5,100.74539947509766,22.200000762939453,93.66000366210938,160.5,129.33999633789062,22.200000762939453,93.66000366210938,161.64999389648438,130.32000732421875,22.25,93.66000366210938,160.4199981689453,128.89999389648438,20.690000534057617,93.66000366210938,161.1699981689453,130.0800018310547,20.899999618530273,93.66000366210938,8313300,132209200,0,0.0
