date,gld_adj_close,spy_adj_close,gld_close,spy_close,gld_high,spy_high,gld_low,spy_low,gld_open,spy_open,gld_volume,spy_volume
2006-01-03,53.119998931884766,87.22504425048828,53.119998931884766,126.69999694824219,53.18000030517578,127.0,52.22999954223633,124.38999938964844,52.290000915527344,125.19000244140625,4606500,73256700
2006-01-04,53.29999923706055,87.63812255859375,53.29999923706055,127.30000305175781,53.34000015258789,127.48999786376953,52.619998931884766,126.69999694824219,52.869998931884766,126.86000061035156,5287900,51899600
2006-01-05,52.34000015258789,87.69319915771484,52.34000015258789,127.37999725341797,52.720001220703125,127.58999633789062,52.099998474121094,126.87999725341797,52.560001373291016,127.1500015258789,7661800,47307500
2006-01-06,53.720001220703125,88.42292785644531,53.720001220703125,128.44000244140625,53.869998931884766,128.5800018310547,53.040000915527344,127.36000061035156,53.13999938964844,128.02000427246094,4629800,62885900
2006-01-09,54.599998474121094,88.65013885498047,54.599998474121094,128.77000427246094,54.9900016784668,129.05999755859375,53.310001373291016,128.3800048828125,53.459999084472656,128.4199981689453,5394200,43527400
2006-01-10,54.060001373291016,88.73959350585938,54.060001373291016,128.89999389648438,54.380001068115234,128.97999572753906,53.7599983215332,128.25999450683594,53.959999084472656,128.38999938964844,5700600,44960800
2006-01-11,54.529998779296875,89.02188110351562,54.529998779296875,129.30999755859375,54.77000045776367,129.44000244140625,54.06999969482422,128.72999572753906,54.2400016784668,129.02000427246094,4209500,49598900
2006-01-12,54.43000030517578,88.67076110839844,54.43000030517578,128.8000030517578,54.63999938964844,129.27999877929688,54.0099983215332,128.44000244140625,54.209999084472656,129.0800018310547,3603000,40509200
2006-01-13,55.439998626708984,88.58815002441406,55.439998626708984,128.67999267578125,55.560001373291016,128.89999389648438,54.5099983215332,128.1999969482422,54.54999923706055,128.57000732421875,4346200,44856700
2006-01-17,55.2599983215332,88.34718322753906,55.2599983215332,128.3300018310547,55.869998931884766,128.4199981689453,55.029998779296875,127.80999755859375,55.25,128.1999969482422,5130400,52066600
2006-01-18,54.06999969482422,87.99612426757812,54.06999969482422,127.81999969482422,54.72999954223633,128.89999389648438,54.0099983215332,127.16000366210938,54.63999938964844,127.58000183105469,4565200,75067600
2006-01-19,55.59000015258789,88.33342742919922,55.59000015258789,128.30999755859375,55.709999084472656,128.77000427246094,54.95000076293945,127.80999755859375,54.959999084472656,128.1300048828125,5290700,81530400
2006-01-20,55.20000076293945,86.72249603271484,55.20000076293945,125.97000122070312,56.599998474121094,128.30999755859375,55.02000045776367,125.97000122070312,56.119998931884766,128.27999877929688,7270600,114957800
2006-01-23,55.77000045776367,87.03226470947266,55.77000045776367,126.41999816894531,55.900001525878906,126.81999969482422,55.2599983215332,126.12999725341797,55.59000015258789,126.20999908447266,4968500,67017400
2006-01-24,55.72999954223633,87.12181091308594,55.72999954223633,126.55000305175781,55.72999954223633,127.1500015258789,55.27000045776367,126.41999816894531,55.5,126.62999725341797,3419100,53008800
2006-01-25,56.13999938964844,87.1975326538086,56.13999938964844,126.66000366210938,56.529998779296875,127.18000030517578,55.7400016784668,125.83999633789062,56.220001220703125,127.04000091552734,10005200,87747700
2006-01-26,55.880001068115234,87.6794204711914,55.880001068115234,127.36000061035156,55.90999984741211,127.66999816894531,55.27000045776367,126.76000213623047,55.529998779296875,127.25,4306500,71294000
2006-01-27,55.630001068115234,88.49175262451172,55.630001068115234,128.5399932861328,56.22999954223633,128.66000366210938,55.470001220703125,127.44999694824219,55.959999084472656,127.66000366210938,4285400,65771200
2006-01-30,56.68000030517578,88.42292785644531,56.68000030517578,128.44000244140625,56.70000076293945,128.80999755859375,55.95000076293945,128.35000610351562,55.970001220703125,128.44000244140625,3969200,33709600
2006-01-31,56.70000076293945,87.77581024169922,56.70000076293945,127.5,57.04999923706055,128.5399932861328,56.529998779296875,127.48999786376953,56.56999969482422,128.32000732421875,5011700,72937000
2006-02-01,56.70000076293945,88.38851928710938,56.70000076293945,128.38999938964844,56.900001525878906,128.42999267578125,56.08000183105469,127.72000122070312,56.790000915527344,127.81999969482422,4700900,63561000
2006-02-02,56.97999954223633,87.36275482177734,56.97999954223633,126.9000015258789,57.29999923706055,128.13999938964844,56.66999816894531,126.80000305175781,57.040000915527344,128.10000610351562,5114300,83626900
2006-02-03,56.5,86.92903900146484,56.5,126.2699966430664,57.20000076293945,128.38999938964844,56.25,126.13999938964844,57.06999969482422,126.58000183105469,5054000,86040400
2006-02-06,56.720001220703125,87.15618896484375,56.720001220703125,126.5999984741211,57.150001525878906,126.80000305175781,56.650001525878906,126.16999816894531,56.7599983215332,126.44000244140625,3455200,45511900
2006-02-07,54.599998474121094,86.3851547241211,54.599998474121094,125.4800033569336,55.91999816894531,126.66000366210938,54.33000183105469,125.4000015258789,55.880001068115234,126.37999725341797,10197200,71208100
2006-02-08,54.83000183105469,87.17000579833984,54.83000183105469,126.62000274658203,55.08000183105469,128.10000610351562,54.40999984741211,125.5999984741211,54.70000076293945,125.8499984741211,5375900,59422200
2006-02-09,56.18000030517578,87.02542877197266,56.18000030517578,126.41000366210938,56.45000076293945,127.5999984741211,55.54999923706055,126.37000274658203,55.720001220703125,126.91999816894531,5299300,62023300
2006-02-10,54.790000915527344,87.18375396728516,54.790000915527344,126.63999938964844,55.7400016784668,127.12999725341797,54.41999816894531,125.44999694824219,55.7400016784668,126.43000030517578,4328600,64508700
2006-02-13,53.720001220703125,87.02542877197266,53.720001220703125,126.41000366210938,54.900001525878906,126.79000091552734,53.54999923706055,125.94999694824219,54.63999938964844,126.5999984741211,5122900,52308700
2006-02-14,54.4900016784668,87.94792938232422,54.4900016784668,127.75,54.529998779296875,128.02999877929688,53.68000030517578,126.20999908447266,53.939998626708984,126.45999908447266,3611000,90964400
