Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2012-01-03,99.3122329711914,99.99768591187895,99.2577088456989,99.51475369845673,193697900
2012-01-04,99.46800994873047,99.55369156240545,98.69688136833933,99.07855022936553,127186500
2012-01-05,99.73279571533203,99.88079224507128,98.47874143938343,98.93051594082243,173895000
2012-01-06,99.47578430175781,99.87303481354851,99.14863961801615,99.85745309945641,148050000
2012-01-09,99.71725463867188,99.8418726969495,99.24211337822703,99.70167292437507,99530200
2012-01-10,100.58184051513672,100.98686994334926,100.4416288781679,100.78435522924299,115282000
2012-01-11,100.6363754272461,100.76879028758682,100.10671598588316,100.27028238997697,111540700
2012-01-12,100.8778305053711,101.0258270685149,100.12227786169518,100.92457564533612,118983700
2012-01-13,100.35591888427734,100.51949710021222,99.48353342691917,100.20013746480059,179836200
2012-01-17,100.74542236328125,101.50877185712501,100.40269595957436,101.32182694091244,132209200
2012-01-18,101.85929107666016,101.91380925309767,100.54291541729408,100.72206354754098,163395200
2012-01-19,102.39671325683594,102.48239483587892,101.88262378257801,102.20976838837053,126328900
2012-01-20,102.7784194946289,102.7784194946289,101.97613340849087,102.2253933385446,138230200
2012-01-23,102.5135498046875,103.01205758526216,102.022826936882,102.43565313554399,129295800
2012-01-24,102.39671325683594,102.4278647922322,101.72684233487148,101.88262378257801,103083300
2012-01-25,103.25353240966797,103.49499547207509,101.84369048887983,102.24093502199821,198613200
2012-01-26,102.72384643554688,103.90779481470331,102.3188052082769,103.71306505539138,184880500
2012-01-27,102.67713165283203,102.85627973570259,102.15524534494068,102.22535710377126,135259100
2012-01-30,102.32662963867188,102.38115969731226,101.30624720746138,101.65675853251878,147311800
2012-01-31,102.28768157958984,102.95754072440816,101.78916184981234,102.83292267732831,157212000
2012-02-01,103.18344116210938,103.70531566959812,102.91861145121037,103.04322950698526,166234500
2012-02-02,103.3470230102539,103.61186464611136,102.98094181714501,103.38597135835357,113090400
2012-02-03,104.79580688476562,104.85812186065391,104.19604752690289,104.37519565422771,160598500
2012-02-06,104.72570037841797,104.77243363604046,104.24277420249804,104.35960734655427,107694500
2012-02-07,104.99053955078125,105.16969956829037,104.09478700470244,104.50761333136833,135528100
2012-02-08,105.30210876464844,105.32547539430506,104.61665593374471,105.04506395305954,139361400
2012-02-09,105.43452453613281,105.61367266016562,104.81138667406717,105.47347288101807,148602900
2012-02-10,104.65560150146484,104.74128310305443,104.25056012255361,104.49982001276537,167907500
2012-02-13,105.43452453613281,105.55915448561917,104.95159833858085,105.4033729914443,115841900
2012-02-14,105.30210876464844,105.36442373885478,104.56992267443147,105.15411218657913,165329500
2012-02-15,104.8113784790039,105.80060931198526,104.60106694136043,105.64482782999073,195195100
2012-02-16,105.9719467163086,106.06541320568437,104.63220490356497,104.81914976767885,186567800
2012-02-17,106.25238037109375,106.42374356115828,105.90186907700351,106.338061966126,129869400
2012-02-21,106.29913330078125,106.75090798681113,105.97198857338729,106.50164806953933,134042300
2012-02-22,105.95640563964844,106.36144705787719,105.76946070384281,106.13555377477452,124455300
2012-02-23,106.4237289428711,106.50161372787916,105.54354648620131,105.90185453040063,137704300
2012-02-24,106.65739440917969,106.86770590936517,106.42372817048818,106.65739440917969,105539100
2012-02-27,106.8365707397461,107.12476706852532,105.77724004905977,105.94860324059468,145728900
2012-02-28,107.1480712890625,107.27270115311076,106.65734862772123,106.86766003763292,129355900
2012-02-29,106.7275161743164,107.63885024676125,106.35362638662296,107.30390879762307,185934700
2012-03-01,107.28057861328125,107.48310528841841,106.65744064081845,106.95343385194614,145023500
2012-03-02,106.95339965820312,107.35065607989377,106.71193659384618,107.21044443536636,120638300
2012-03-05,106.51720428466797,106.86771555972018,106.1511112971749,106.78983076824423,140765000
2012-03-06,104.95942687988281,105.4890865573041,104.655648680098,105.42678344203074,202129900
2012-03-07,105.6915512084961,105.86291438828465,105.0995649927305,105.20082829497758,143692200
2012-03-08,106.74305725097656,106.9611655110673,106.11993154338369,106.3380279181134,116968900
2012-03-09,107.15591430664062,107.43631379366519,106.81318797534864,106.94560280600906,122836800
2012-03-12,107.1636734008789,107.3038731106133,106.78199882655703,107.14030678258983,104003500
2012-03-13,109.09539794921875,109.14992798654656,107.56092650212948,107.74008643732554,184090500
2012-03-14,108.97860717773438,109.39921838971176,108.6436656827858,109.12660375326752,145163600
2012-03-15,109.60950469970703,109.65623794745862,108.86173707959209,109.1421484514648,165118500
2012-03-16,109.76131439208984,109.90212859198272,109.52661212148172,109.8082524587208,152893500
2012-03-19,110.1915512084961,110.52794849567694,109.61262078846737,109.69085882325031,125291100
2012-03-20,109.87081909179688,110.00381423378941,109.24495047142827,109.5657097807667,121729700
2012-03-21,109.69088745117188,110.03510385668785,109.46400425355658,109.93340870986661,122388400
2012-03-22,108.90072631835938,109.17454758074692,108.54085990559737,108.88507631944971,135216700
2012-03-23,109.25276947021484,109.37794558174251,108.39221056272689,108.99461015418417,120521000
2012-03-26,110.78614044189453,110.78614044189453,109.99598866731931,110.0350957545896,120164000
2012-03-27,110.4419174194336,110.95825992062123,110.37151033403099,110.88785283521862,119868500
2012-03-28,109.8943099975586,110.55929777735363,109.24497221918729,110.38718357405266,148562100
2012-03-29,109.70655822753906,109.90997245674357,108.81469904455213,109.24498460157538,164963700
2012-03-30,110.16029357910156,110.34805777231199,109.5657248734476,110.24635067547476,135486800
2012-04-02,110.9660873413086,111.25555861004719,109.80823807870966,110.02729031927022,151741100
2012-04-03,110.51232147216797,110.99737590123837,109.86298384833303,110.80961174119977,155806700
2012-04-04,109.41703796386719,109.79255426955459,109.01022166919445,109.69867817749477,146896000
2012-04-05,109.3622817993164,109.68304106813314,108.94764642741164,109.04153446794919,137439400
2012-04-09,108.13407135009766,109.40144702685697,107.83678098149304,107.98542616579535,127555900
2012-04-10,106.31903076171875,108.22792484764594,106.20950463895826,107.92281551013804,235360300
2012-04-11,107.17959594726562,107.60205041603899,106.98401274298229,107.40646721175565,154133000
2012-04-12,108.57996368408203,108.66602076928251,107.2030622583254,107.28130031303535,154321500
2012-04-13,107.28913879394531,108.60346433914907,107.18743169187415,108.3296430354744,169246700
2012-04-16,107.21868896484375,107.99319062594623,106.85099167499668,107.83672648796734,147825300
2012-04-17,108.80683135986328,109.02588355686376,107.72720843361135,107.83673453211159,147877600
2012-04-18,108.43912506103516,108.80682234785603,108.25919190071275,108.32177994287889,123884200
2012-04-19,107.7428970336914,108.86162744510584,107.23438538076735,108.45482289774806,198666700
2012-04-20,107.92280578613281,108.61126245999743,107.86021773055866,108.22009606574727,143199600
2012-04-23,107.01530456542969,107.10919262425341,106.35032880995927,106.81972135427041,171844900
2012-04-24,107.422119140625,107.69594040652194,107.023133694201,107.10919078312989,137484200
2012-04-25,108.89287567138672,108.93981371703613,108.37653329434717,108.470409385646,150252200
2012-04-26,109.65177917480469,109.77695530042091,108.595625013278,108.6582130760861,136291600
2012-04-27,109.83167266845703,110.14460093185933,109.37009930183181,109.98031777167994,130725000
2012-04-30,109.4249496459961,109.69095202781185,109.12767112360874,109.61271392654989,115092200
2012-05-01,110.10555267333984,110.8252976136305,109.23716255041604,109.36232676017418,138832200
2012-05-02,109.7769546508789,109.88648077578195,109.10414790148818,109.46401433869002,121081000
2012-05-03,108.93985748291016,109.878654585398,108.7364552242312,109.7925974879852,143759700
2012-05-04,107.17959594726562,108.97896381416255,107.11700788940078,108.36874517179467,193927300
2012-05-07,107.2578353881836,107.61770180373641,106.7571428562546,106.79624994765483,127765900
2012-05-08,106.82754516601562,106.99965933530154,105.55233889470213,106.61631196962819,213377700
2012-05-09,106.19384765625,106.87447330231971,105.21593175674757,105.69315519320276,220752500
2012-05-10,106.41289520263672,107.06223276396409,106.17037398017276,106.92922570250055,150600000
2012-05-11,106.09214782714844,107.07788282367517,105.70098144063694,105.74791949702619,153032400
2012-05-14,104.91867065429688,106.0921700597491,104.76220645439389,105.07513485419985,163910000
2012-05-15,104.31624603271484,105.46627613035092,104.15196284016706,104.84823851025384,207629300
2012-05-16,103.91726684570312,105.26288021137994,103.893797816792,104.78565672776838,207265500
2012-05-17,102.37606811523438,104.06590978579733,102.32129909063285,103.94073367595173,247992900
2012-05-18,101.49986267089844,102.95500216931951,101.35121752758614,102.77505702875659,319615900
2012-05-21,103.24447631835938,103.28359535181625,101.66416047883538,101.82845564437302,177861100
2012-05-22,103.42437744140625,104.230179143171,102.75157086214693,103.51043451331556,197531200
2012-05-23,103.47916412353516,103.62780926743073,101.69544627169077,102.68118131483067,204958400
2012-05-24,103.68255615234375,103.9250773895884,102.81416634119188,103.76079420062595,167357600
2012-05-25,103.34615325927734,103.9329027775455,103.09580106817383,103.64343156440087,135465600
2012-05-29,104.59788513183594,104.77781831986178,102.61858425120073,104.1754307039817,152883500
2012-05-30,103.08015441894531,104.59006276912346,102.86893318047395,103.70602297957693,162370400
2012-05-31,102.85330200195312,103.61998486183985,101.96926205066048,103.04106618573138,196186000
2012-06-01,100.26380157470703,102.8767909669781,100.26380157470703,101.2417178386517,253240900
2012-06-04,100.21682739257812,100.7175198618035,99.46578272001504,100.44369863158411,202545800
2012-06-05,100.97569274902344,101.1243259425586,99.96647682678025,100.02123987997618,164149400
2012-06-06,103.24447631835938,103.29141438352642,101.64851047796203,101.67981047970873,184202800
2012-06-07,103.30706024169922,104.46490957338312,103.09582701946518,104.41797151009834,184772700
2012-06-08,104.12850952148438,104.15197855253173,102.71247700273096,103.04106731229847,143915400
2012-06-11,102.80638122558594,105.02820405532411,102.70467411675747,104.96561598354153,169756100
2012-06-12,103.9876480102539,104.05805507943613,102.61074692841507,103.1036083501388,181931800
2012-06-13,103.32268524169922,104.33188917048983,102.97062597734354,103.68255159810998,172223900
2012-06-14,104.41793823242188,104.83257357589781,103.25225830338744,103.53389853079078,230615500
2012-06-15,105.48584747314453,105.58020998012796,104.66801108091799,104.88819826341366,169444500
2012-06-18,105.69036102294922,105.94987005752007,104.80961181420552,105.04553020920702,131360900
2012-06-19,106.712646484375,107.14516146261738,105.66675099128193,106.22509069034133,137382600
2012-06-20,106.5396499633789,107.02721780005827,105.58812892597088,106.72052751537124,206451800
2012-06-21,104.14903259277344,106.77556068883423,104.06252959563102,106.66546705604443,205272200
2012-06-22,104.95112609863281,105.14772268341278,104.29055245430163,104.69161716680686,130029200
2012-06-25,103.26826477050781,103.88164518452373,102.89866221343362,103.84232346581936,146375700
2012-06-26,103.78728485107422,104.10184664441681,102.96157664259498,103.56709759538715,141634000
2012-06-27,104.72306060791016,104.92751672318742,103.77939946149603,104.13327089148851,108088000
