anchor_date,year,group,horizon,n_tickers,control_log_rv_ratio,adj_log_rv_ratio
2021-03-23,2021,diabetes_medtech,5,5,-0.143717998342587,0.05502593838810088
2021-03-23,2021,food_beverage,5,12,-0.143717998342587,0.5372861481290315
2021-03-23,2021,restaurants,5,8,-0.143717998342587,-0.16311431249077998
2021-03-24,2021,glp_makers,5,2,-0.3113763044544455,-0.8751278423622977
2021-03-24,2021,healthcare_broad,5,4,-0.3113763044544455,0.05931515834462059
2021-03-24,2021,diabetes_medtech,5,5,-0.3113763044544455,-0.11680138914036614
2021-03-24,2021,food_beverage,5,12,-0.3113763044544455,0.5629495166672647
2021-03-24,2021,restaurants,5,8,-0.3113763044544455,-0.26264530826835614
2021-03-25,2021,glp_makers,5,2,-0.15302771534653145,-1.288443223836284
2021-03-25,2021,healthcare_broad,5,4,-0.15302771534653145,-0.13262251186759236
2021-03-25,2021,diabetes_medtech,5,5,-0.15302771534653145,-0.3839903600328095
2021-03-25,2021,food_beverage,5,12,-0.15302771534653145,0.22937406050940995
2021-03-25,2021,restaurants,5,8,-0.15302771534653145,-0.3614953878137622
2021-03-26,2021,glp_makers,5,2,-0.2199424525446463,-1.8186429888700495
2021-03-26,2021,healthcare_broad,5,4,-0.2199424525446463,-1.1656074065575843
2021-03-26,2021,diabetes_medtech,5,5,-0.2199424525446463,-0.5504042750474756
2021-03-26,2021,food_beverage,5,12,-0.2199424525446463,-0.15380546254118374
2021-03-26,2021,restaurants,5,8,-0.2199424525446463,-0.38357165662790693
2021-03-29,2021,glp_makers,5,2,-0.4807092619736397,-1.4762663221446393
2021-03-29,2021,healthcare_broad,5,4,-0.4807092619736397,-0.5649472245771889
2021-03-29,2021,diabetes_medtech,5,5,-0.4807092619736397,-0.2186462371576272
2021-03-29,2021,food_beverage,5,12,-0.4807092619736397,-0.19633542397760684
2021-03-29,2021,restaurants,5,8,-0.4807092619736397,-0.05276483760036388
2021-03-30,2021,glp_makers,5,2,-0.5036026754794651,-1.7561755118888214
2021-03-30,2021,healthcare_broad,5,4,-0.5036026754794651,-0.8179483890257413
2021-03-30,2021,diabetes_medtech,5,5,-0.5036026754794651,-0.5866776189676393
2021-03-30,2021,food_beverage,5,12,-0.5036026754794651,-0.6696375705731117
2021-03-30,2021,restaurants,5,8,-0.5036026754794651,-0.13518121990041454
2021-03-31,2021,glp_makers,5,2,-0.6127569547362443,-1.2330943585956673
2021-03-31,2021,healthcare_broad,5,4,-0.6127569547362443,-0.9135359741397743
2021-03-31,2021,diabetes_medtech,5,5,-0.6127569547362443,-0.6292852713590557
2021-03-31,2021,food_beverage,5,12,-0.6127569547362443,-0.8907296448463508
2021-03-31,2021,restaurants,5,8,-0.6127569547362443,-0.16130739242227
2021-04-01,2021,glp_makers,5,2,-0.9051951611973547,-0.7364560524511713
2021-04-01,2021,healthcare_broad,5,4,-0.9051951611973547,-0.14201900913687615
2021-04-01,2021,diabetes_medtech,5,5,-0.9051951611973547,-0.2785439205883605
2021-04-01,2021,food_beverage,5,12,-0.9051951611973547,-0.27935288788124557
2021-04-01,2021,restaurants,5,8,-0.9051951611973547,-0.0378700922095333
2021-04-05,2021,glp_makers,5,2,-1.8239632730545796,0.4775305842816504
2021-04-05,2021,healthcare_broad,5,4,-1.8239632730545796,0.6564968618004441
2021-04-05,2021,diabetes_medtech,5,5,-1.8239632730545796,0.3048966069353445
2021-04-05,2021,food_beverage,5,12,-1.8239632730545796,0.34372466310379024
2021-04-05,2021,restaurants,5,8,-1.8239632730545796,0.7748039159548121
2021-04-06,2021,glp_makers,5,2,-1.5356551502969242,0.27522226016253093
2021-04-06,2021,healthcare_broad,5,4,-1.5356551502969242,0.02826270647592244
2021-04-06,2021,diabetes_medtech,5,5,-1.5356551502969242,-0.0025763996955860957
2021-04-06,2021,food_beverage,5,12,-1.5356551502969242,-0.062021668728927004
2021-04-06,2021,restaurants,5,8,-1.5356551502969242,-0.0462905045128823
2021-04-07,2021,glp_makers,5,2,-1.5540303907375455,0.3037380370576339
2021-04-07,2021,healthcare_broad,5,4,-1.5540303907375455,0.22053692214330756
2021-04-07,2021,diabetes_medtech,5,5,-1.5540303907375455,0.11535825023395452
2021-04-07,2021,food_beverage,5,12,-1.5540303907375455,0.10934214520202779
2021-04-07,2021,restaurants,5,8,-1.5540303907375455,0.007944657755142526
2021-04-08,2021,glp_makers,5,2,-1.388010696430225,0.21381546061204082
2021-04-08,2021,healthcare_broad,5,4,-1.388010696430225,0.986507945861421
2021-04-08,2021,diabetes_medtech,5,5,-1.388010696430225,0.672543124541172
2021-04-08,2021,food_beverage,5,12,-1.388010696430225,0.3176623205544382
2021-04-08,2021,restaurants,5,8,-1.388010696430225,-0.13888785641128631
2021-04-09,2021,glp_makers,5,2,-1.500719443624775,0.628891604499009
2021-04-09,2021,healthcare_broad,5,4,-1.500719443624775,1.0990764866772509
2021-04-09,2021,diabetes_medtech,5,5,-1.500719443624775,0.6549895417926505
2021-04-09,2021,food_beverage,5,12,-1.500719443624775,0.6378379146119765
2021-04-09,2021,restaurants,5,8,-1.500719443624775,-0.029437384253288013
2021-04-12,2021,glp_makers,5,2,-1.157284611480751,0.14426144571212562
2021-04-12,2021,healthcare_broad,5,4,-1.157284611480751,0.763410133248314
2021-04-12,2021,diabetes_medtech,5,5,-1.157284611480751,0.5825835770457999
2021-04-12,2021,food_beverage,5,12,-1.157284611480751,-0.06315878879973358
2021-04-12,2021,restaurants,5,8,-1.157284611480751,-0.4771782925028085
2021-04-13,2021,glp_makers,5,2,-0.859129238896393,-0.3850988042160154
2021-04-13,2021,healthcare_broad,5,4,-0.859129238896393,0.4692690702572685
2021-04-13,2021,diabetes_medtech,5,5,-0.859129238896393,0.5316488239051963
2021-04-13,2021,food_beverage,5,12,-0.859129238896393,-0.24358393336498196
2021-04-13,2021,restaurants,5,8,-0.859129238896393,-0.7353098917349771
2021-04-14,2021,glp_makers,5,2,-0.643635285343331,-0.43928126126832334
2021-04-14,2021,healthcare_broad,5,4,-0.643635285343331,0.6089152840398349
2021-04-14,2021,diabetes_medtech,5,5,-0.643635285343331,0.57575069241647
2021-04-14,2021,food_beverage,5,12,-0.643635285343331,-0.3644402627102429
2021-04-14,2021,restaurants,5,8,-0.643635285343331,-0.851253204270988
2021-04-15,2021,glp_makers,5,2,-0.7438135350792416,-0.39539899294434333
2021-04-15,2021,healthcare_broad,5,4,-0.7438135350792416,0.24258355687970556
2021-04-15,2021,diabetes_medtech,5,5,-0.7438135350792416,0.18438798146394186
2021-04-15,2021,food_beverage,5,12,-0.7438135350792416,-0.4585786098161104
2021-04-15,2021,restaurants,5,8,-0.7438135350792416,-0.7566234049068012
2021-04-16,2021,glp_makers,5,2,-0.42532158696837796,-0.9803759603861748
2021-04-16,2021,healthcare_broad,5,4,-0.42532158696837796,-0.1646206840469071
2021-04-16,2021,diabetes_medtech,5,5,-0.42532158696837796,0.024146419106488515
2021-04-16,2021,food_beverage,5,12,-0.42532158696837796,-0.8990834439735202
2021-04-16,2021,restaurants,5,8,-0.42532158696837796,-1.1669790004709912
2021-04-19,2021,glp_makers,5,2,-0.478545221849143,-0.9676072223829246
2021-04-19,2021,healthcare_broad,5,4,-0.478545221849143,-0.10592587390501867
2021-04-19,2021,diabetes_medtech,5,5,-0.478545221849143,-0.12288114978992254
2021-04-19,2021,food_beverage,5,12,-0.478545221849143,-0.22245920666625202
2021-04-19,2021,restaurants,5,8,-0.478545221849143,-0.7078727225542067
2021-04-20,2021,glp_makers,5,2,-0.6931807654700792,-0.43383471018034947
2021-04-20,2021,healthcare_broad,5,4,-0.6931807654700792,0.15394721166794023
2021-04-20,2021,diabetes_medtech,5,5,-0.6931807654700792,-0.3546777237616978
2021-04-20,2021,food_beverage,5,12,-0.6931807654700792,-0.13439581298936665
2021-04-20,2021,restaurants,5,8,-0.6931807654700792,-0.5996221045605095
2021-04-21,2021,glp_makers,5,2,-1.1242743337968548,-0.4900708806874181
2021-04-21,2021,healthcare_broad,5,4,-1.1242743337968548,-0.16953471852404856
2021-04-21,2021,diabetes_medtech,5,5,-1.1242743337968548,-0.4481022370738761
2021-04-21,2021,food_beverage,5,12,-1.1242743337968548,0.35950746048369353
2021-04-21,2021,restaurants,5,8,-1.1242743337968548,0.043463723668368814
2021-04-22,2021,glp_makers,5,2,-1.3570494411883265,-0.3646060630529917
2021-04-22,2021,healthcare_broad,5,4,-1.3570494411883265,-0.236058327766709
2021-04-22,2021,diabetes_medtech,5,5,-1.3570494411883265,-0.28458447434666767
2021-04-22,2021,food_beverage,5,12,-1.3570494411883265,1.0079848605088513
2021-04-22,2021,restaurants,5,8,-1.3570494411883265,0.5813986631838237
2021-04-23,2021,glp_makers,5,2,-1.9113036137090045,0.22844709674790442
2021-04-23,2021,healthcare_broad,5,4,-1.9113036137090045,0.25624515392412506
2021-04-23,2021,diabetes_medtech,5,5,-1.9113036137090045,0.7569831272507281
2021-04-23,2021,food_beverage,5,12,-1.9113036137090045,1.5110797264193307
2021-04-23,2021,restaurants,5,8,-1.9113036137090045,1.0856278738223355
2021-04-26,2021,glp_makers,5,2,-1.9863219754663042,1.3089017005720223
2021-04-26,2021,healthcare_broad,5,4,-1.9863219754663042,1.5304219181392305
2021-04-26,2021,diabetes_medtech,5,5,-1.9863219754663042,1.0503984291587443
2021-04-26,2021,food_beverage,5,12,-1.9863219754663042,1.5007996084044537
2021-04-26,2021,restaurants,5,8,-1.9863219754663042,1.3775395004410735
2021-04-27,2021,glp_makers,5,2,-1.2639057363340493,0.4629781563244517
2021-04-27,2021,healthcare_broad,5,4,-1.2639057363340493,0.90547980325141
2021-04-27,2021,diabetes_medtech,5,5,-1.2639057363340493,1.0071864988969679
2021-04-27,2021,food_beverage,5,12,-1.2639057363340493,1.0113161297301299
2021-04-27,2021,restaurants,5,8,-1.2639057363340493,0.73603389404713
2021-04-28,2021,glp_makers,5,2,-1.2092787495759696,0.6753554776657223
2021-04-28,2021,healthcare_broad,5,4,-1.2092787495759696,0.8817417288634354
2021-04-28,2021,diabetes_medtech,5,5,-1.2092787495759696,1.148594355989731
2021-04-28,2021,food_beverage,5,12,-1.2092787495759696,0.9117988785803086
2021-04-28,2021,restaurants,5,8,-1.2092787495759696,0.5375581427570578
2021-04-29,2021,glp_makers,5,2,-1.0881147647805063,0.5521812755637062
2021-04-29,2021,healthcare_broad,5,4,-1.0881147647805063,0.6799482183054698
2021-04-29,2021,diabetes_medtech,5,5,-1.0881147647805063,1.1521099307237552
2021-04-29,2021,food_beverage,5,12,-1.0881147647805063,0.6632642495434424
2021-04-29,2021,restaurants,5,8,-1.0881147647805063,-0.26922684179212664
2021-04-30,2021,glp_makers,5,2,-1.0701625535273414,0.7974510906601544
2021-04-30,2021,healthcare_broad,5,4,-1.0701625535273414,0.8749942087919989
2021-04-30,2021,diabetes_medtech,5,5,-1.0701625535273414,0.8841598270432831
2021-04-30,2021,food_beverage,5,12,-1.0701625535273414,0.7440670678645986
2021-04-30,2021,restaurants,5,8,-1.0701625535273414,-0.11215157116150376
2021-05-03,2021,glp_makers,5,2,-0.28939249296277425,-0.28892086430622654
2021-05-03,2021,healthcare_broad,5,4,-0.28939249296277425,-0.6355429379272443
2021-05-03,2021,diabetes_medtech,5,5,-0.28939249296277425,0.3540179225697928
2021-05-03,2021,food_beverage,5,12,-0.28939249296277425,-0.2297195731838101
2021-05-03,2021,restaurants,5,8,-0.28939249296277425,-0.8894527824254987
2021-05-04,2021,glp_makers,5,2,-0.38726954636449284,-0.4771884246495921
2021-05-04,2021,healthcare_broad,5,4,-0.38726954636449284,-0.396841966923034
2021-05-04,2021,diabetes_medtech,5,5,-0.38726954636449284,0.081535709386309
2021-05-04,2021,food_beverage,5,12,-0.38726954636449284,-0.13072581640218706
2021-05-04,2021,restaurants,5,8,-0.38726954636449284,-0.3129066641001915
2021-05-05,2021,glp_makers,5,2,0.39556485433432576,-1.698596327109008
2021-05-05,2021,healthcare_broad,5,4,0.39556485433432576,-0.9933681005238785
2021-05-05,2021,diabetes_medtech,5,5,0.39556485433432576,-0.35000763897162096
2021-05-05,2021,food_beverage,5,12,0.39556485433432576,-0.7325362684905294
2021-05-05,2021,restaurants,5,8,0.39556485433432576,-0.33815312444106294
2021-05-06,2021,glp_makers,5,2,0.47989725172317715,-1.3946960818494483
2021-05-06,2021,healthcare_broad,5,4,0.47989725172317715,-0.5254406745783476
2021-05-06,2021,diabetes_medtech,5,5,0.47989725172317715,-0.4047001490155132
2021-05-06,2021,food_beverage,5,12,0.47989725172317715,-0.6486103225490665
2021-05-06,2021,restaurants,5,8,0.47989725172317715,-0.38737543830679044
2021-05-07,2021,glp_makers,5,2,0.6737847946972932,-1.8797245002708685
2021-05-07,2021,healthcare_broad,5,4,0.6737847946972932,-0.9068473851863155
2021-05-07,2021,diabetes_medtech,5,5,0.6737847946972932,-0.7645568553330853
2021-05-07,2021,food_beverage,5,12,0.6737847946972932,-0.8448542859523596
2021-05-07,2021,restaurants,5,8,0.6737847946972932,-0.4229121147127103
2021-05-10,2021,glp_makers,5,2,0.394012208861739,-1.3913270721928404
2021-05-10,2021,healthcare_broad,5,4,0.394012208861739,-0.6319130039475811
2021-05-10,2021,diabetes_medtech,5,5,0.394012208861739,-0.7056481745884977
2021-05-10,2021,food_beverage,5,12,0.394012208861739,-0.6520593806732781
2021-05-10,2021,restaurants,5,8,0.394012208861739,-0.2273625396633116
2021-05-11,2021,glp_makers,5,2,0.40839188603517623,-1.2386416757627106
2021-05-11,2021,healthcare_broad,5,4,0.40839188603517623,-0.8926760941259052
2021-05-11,2021,diabetes_medtech,5,5,0.40839188603517623,-0.5726775043535015
2021-05-11,2021,food_beverage,5,12,0.40839188603517623,-0.8053202309243317
2021-05-11,2021,restaurants,5,8,0.40839188603517623,-0.468166249372485
2021-05-12,2021,glp_makers,5,2,-0.2956578562699969,-0.6670084089313215
2021-05-12,2021,healthcare_broad,5,4,-0.2956578562699969,-0.45261105118683315
2021-05-12,2021,diabetes_medtech,5,5,-0.2956578562699969,-0.3116158734839732
2021-05-12,2021,food_beverage,5,12,-0.2956578562699969,-0.3142001594415455
2021-05-12,2021,restaurants,5,8,-0.2956578562699969,-0.6357115513835632
2021-05-13,2021,glp_makers,5,2,-0.2905552104889606,-0.6163083265354024
2021-05-13,2021,healthcare_broad,5,4,-0.2905552104889606,-0.163505805951205
2021-05-13,2021,diabetes_medtech,5,5,-0.2905552104889606,-0.11845410115150723
2021-05-13,2021,food_beverage,5,12,-0.2905552104889606,-0.7178148302030563
2021-05-13,2021,restaurants,5,8,-0.2905552104889606,-0.45003464704052876
2021-05-14,2021,glp_makers,5,2,-1.2565237448234452,0.3197433254793386
2021-05-14,2021,healthcare_broad,5,4,-1.2565237448234452,0.6328579286178267
2021-05-14,2021,diabetes_medtech,5,5,-1.2565237448234452,0.6418963325943086
2021-05-14,2021,food_beverage,5,12,-1.2565237448234452,-0.004701922198345754
2021-05-14,2021,restaurants,5,8,-1.2565237448234452,-0.14290096797235252
2021-05-17,2021,glp_makers,5,2,-0.9228855753982045,-0.31324853057110935
2021-05-17,2021,healthcare_broad,5,4,-0.9228855753982045,0.2772793274499644
2021-05-17,2021,diabetes_medtech,5,5,-0.9228855753982045,0.2801913687512595
2021-05-17,2021,food_beverage,5,12,-0.9228855753982045,-0.2556040659373783
2021-05-17,2021,restaurants,5,8,-0.9228855753982045,-0.30345902450368867
2021-05-18,2021,glp_makers,5,2,-0.9704951307102543,-0.041438113359929085
2021-05-18,2021,healthcare_broad,5,4,-0.9704951307102543,0.4352662756060469
2021-05-18,2021,diabetes_medtech,5,5,-0.9704951307102543,0.23565276006669278
2021-05-18,2021,food_beverage,5,12,-0.9704951307102543,-0.18075850820206973
2021-05-18,2021,restaurants,5,8,-0.9704951307102543,-0.23665794547792718
2021-05-19,2021,glp_makers,5,2,-0.705819209841831,-0.35395022629572526
2021-05-19,2021,healthcare_broad,5,4,-0.705819209841831,0.21545426812280866
2021-05-19,2021,diabetes_medtech,5,5,-0.705819209841831,0.3027793215319245
2021-05-19,2021,food_beverage,5,12,-0.705819209841831,-0.5591465797190578
2021-05-19,2021,restaurants,5,8,-0.705819209841831,-0.4806114321393937
2021-05-20,2021,glp_makers,5,2,-1.140103343125558,0.10553441615040349
2021-05-20,2021,healthcare_broad,5,4,-1.140103343125558,-0.7254910285194538
2021-05-20,2021,diabetes_medtech,5,5,-1.140103343125558,0.42346203132970495
2021-05-20,2021,food_beverage,5,12,-1.140103343125558,-0.5346789885521666
2021-05-20,2021,restaurants,5,8,-1.140103343125558,-0.4394100887339891
2021-05-21,2021,glp_makers,5,2,-1.1398684191433068,0.09343956929930197
2021-05-21,2021,healthcare_broad,5,4,-1.1398684191433068,-0.47459604683818113
2021-05-21,2021,diabetes_medtech,5,5,-1.1398684191433068,0.4784595300191785
2021-05-21,2021,food_beverage,5,12,-1.1398684191433068,-0.35500099931283424
2021-05-21,2021,restaurants,5,8,-1.1398684191433068,-0.39127413910122755
2021-05-24,2021,glp_makers,5,2,-2.3239813493821866,1.268071334209207
2021-05-24,2021,healthcare_broad,5,4,-2.3239813493821866,2.013349297259257
2021-05-24,2021,diabetes_medtech,5,5,-2.3239813493821866,2.2109411666056427
2021-05-24,2021,food_beverage,5,12,-2.3239813493821866,0.7262915533076255
2021-05-24,2021,restaurants,5,8,-2.3239813493821866,0.435126035213214
2021-05-25,2021,glp_makers,5,2,-2.474587634876832,1.0529840099798242
2021-05-25,2021,healthcare_broad,5,4,-2.474587634876832,1.970807978158076
2021-05-25,2021,diabetes_medtech,5,5,-2.474587634876832,2.4054911122991065
2021-05-25,2021,food_beverage,5,12,-2.474587634876832,1.3081093113222988
2021-05-25,2021,restaurants,5,8,-2.474587634876832,0.9948880859402829
2021-05-26,2021,glp_makers,5,2,-2.003050228065699,1.0933984847180453
2021-05-26,2021,healthcare_broad,5,4,-2.003050228065699,1.5528241588415634
2021-05-26,2021,diabetes_medtech,5,5,-2.003050228065699,1.884897156584287
2021-05-26,2021,food_beverage,5,12,-2.003050228065699,0.9157839512962822
2021-05-26,2021,restaurants,5,8,-2.003050228065699,1.0041849308067339
2021-05-27,2021,glp_makers,5,2,-1.3040025450225132,0.1687566488765353
2021-05-27,2021,healthcare_broad,5,4,-1.3040025450225132,0.7521054354094057
2021-05-27,2021,diabetes_medtech,5,5,-1.3040025450225132,0.99294893103243
2021-05-27,2021,food_beverage,5,12,-1.3040025450225132,0.03668385917205552
2021-05-27,2021,restaurants,5,8,-1.3040025450225132,0.13696498568432447
2021-05-28,2021,glp_makers,5,2,-1.0895504393294202,1.578944903093372
2021-05-28,2021,healthcare_broad,5,4,-1.0895504393294202,0.720195355911333
2021-05-28,2021,diabetes_medtech,5,5,-1.0895504393294202,0.8555076771796737
2021-05-28,2021,food_beverage,5,12,-1.0895504393294202,-0.4314724950603299
2021-05-28,2021,restaurants,5,8,-1.0895504393294202,0.20805886764445858
2021-06-01,2021,glp_makers,5,2,-1.1235350075450345,1.8424184428658146
2021-06-01,2021,healthcare_broad,5,4,-1.1235350075450345,-0.33872229500259765
2021-06-01,2021,diabetes_medtech,5,5,-1.1235350075450345,0.45331705691644264
2021-06-01,2021,food_beverage,5,12,-1.1235350075450345,0.08700149943399804
2021-06-01,2021,restaurants,5,8,-1.1235350075450345,0.5384660116223716
2021-06-02,2021,glp_makers,5,2,-1.0417540218519503,1.9483907163935357
2021-06-02,2021,healthcare_broad,5,4,-1.0417540218519503,0.9636526806981005
2021-06-02,2021,diabetes_medtech,5,5,-1.0417540218519503,0.3548448951787624
2021-06-02,2021,food_beverage,5,12,-1.0417540218519503,0.4896708839393673
2021-06-02,2021,restaurants,5,8,-1.0417540218519503,0.5960180254246861
2021-06-03,2021,glp_makers,5,2,-1.0086070118131534,2.022168059038437
2021-06-03,2021,healthcare_broad,5,4,-1.0086070118131534,1.8566684531757116
2021-06-03,2021,diabetes_medtech,5,5,-1.0086070118131534,0.6647705549782071
2021-06-03,2021,food_beverage,5,12,-1.0086070118131534,0.6419781306015426
2021-06-03,2021,restaurants,5,8,-1.0086070118131534,0.5651926754364855
2021-06-04,2021,glp_makers,5,2,-1.6957422825680595,2.6649132309861256
2021-06-04,2021,healthcare_broad,5,4,-1.6957422825680595,2.656562789414408
2021-06-04,2021,diabetes_medtech,5,5,-1.6957422825680595,1.2475142909485712
2021-06-04,2021,food_beverage,5,12,-1.6957422825680595,1.3357614041885402
2021-06-04,2021,restaurants,5,8,-1.6957422825680595,1.4488479974376338
2021-06-07,2021,glp_makers,5,2,-1.6344413103855384,1.9485213793660616
2021-06-07,2021,healthcare_broad,5,4,-1.6344413103855384,2.496472561149289
2021-06-07,2021,diabetes_medtech,5,5,-1.6344413103855384,1.149769792953108
2021-06-07,2021,food_beverage,5,12,-1.6344413103855384,1.2462708079340599
2021-06-07,2021,restaurants,5,8,-1.6344413103855384,1.3466905512979928
2021-06-08,2021,glp_makers,5,2,-1.61632625583714,1.7779824281266714
2021-06-08,2021,healthcare_broad,5,4,-1.61632625583714,2.4841569905669636
2021-06-08,2021,diabetes_medtech,5,5,-1.61632625583714,0.9712066856372539
2021-06-08,2021,food_beverage,5,12,-1.61632625583714,0.9654361048281185
2021-06-08,2021,restaurants,5,8,-1.61632625583714,1.0051072409405448
2021-06-09,2021,glp_makers,5,2,-1.4816321381150257,1.4883672688270764
2021-06-09,2021,healthcare_broad,5,4,-1.4816321381150257,2.066114439793457
2021-06-09,2021,diabetes_medtech,5,5,-1.4816321381150257,0.6637978856365214
2021-06-09,2021,food_beverage,5,12,-1.4816321381150257,0.8691394038385406
2021-06-09,2021,restaurants,5,8,-1.4816321381150257,0.7721893752301183
2021-06-10,2021,glp_makers,5,2,-1.442859724128671,1.4879663911249126
2021-06-10,2021,healthcare_broad,5,4,-1.442859724128671,0.7371864782089853
2021-06-10,2021,diabetes_medtech,5,5,-1.442859724128671,0.26618194944237383
2021-06-10,2021,food_beverage,5,12,-1.442859724128671,0.973055163871273
2021-06-10,2021,restaurants,5,8,-1.442859724128671,0.700137892550216
2021-06-11,2021,glp_makers,5,2,-0.5159710692422964,0.04368923075697656
2021-06-11,2021,healthcare_broad,5,4,-0.5159710692422964,0.40981581996988575
2021-06-11,2021,diabetes_medtech,5,5,-0.5159710692422964,-0.3585033582201115
2021-06-11,2021,food_beverage,5,12,-0.5159710692422964,0.6699737751536826
2021-06-11,2021,restaurants,5,8,-0.5159710692422964,0.17150703886148755
2021-06-14,2021,glp_makers,5,2,-0.1903007731041578,-0.062053692958513124
2021-06-14,2021,healthcare_broad,5,4,-0.1903007731041578,0.48553982929201833
2021-06-14,2021,diabetes_medtech,5,5,-0.1903007731041578,-0.592185587415815
2021-06-14,2021,food_beverage,5,12,-0.1903007731041578,0.3952172028798121
2021-06-14,2021,restaurants,5,8,-0.1903007731041578,0.07890678065431286
2021-06-15,2021,glp_makers,5,2,-0.025393536118399247,-0.2011232517817894
2021-06-15,2021,healthcare_broad,5,4,-0.025393536118399247,0.35656983545029086
2021-06-15,2021,diabetes_medtech,5,5,-0.025393536118399247,-0.8783314439116905
2021-06-15,2021,food_beverage,5,12,-0.025393536118399247,0.18742354940487083
2021-06-15,2021,restaurants,5,8,-0.025393536118399247,0.06528577168529835
2021-06-16,2021,glp_makers,5,2,-0.06096917546682918,-0.19826252475984002
2021-06-16,2021,healthcare_broad,5,4,-0.06096917546682918,0.3636599178023182
2021-06-16,2021,diabetes_medtech,5,5,-0.06096917546682918,-1.0986657314477142
2021-06-16,2021,food_beverage,5,12,-0.06096917546682918,0.2154896710689028
2021-06-16,2021,restaurants,5,8,-0.06096917546682918,0.10064867742653677
2021-06-17,2021,glp_makers,5,2,-0.13101260399301273,0.5854964170425692
2021-06-17,2021,healthcare_broad,5,4,-0.13101260399301273,0.4980164957213754
2021-06-17,2021,diabetes_medtech,5,5,-0.13101260399301273,-1.2288046610071568
2021-06-17,2021,food_beverage,5,12,-0.13101260399301273,0.21224398123998947
2021-06-17,2021,restaurants,5,8,-0.13101260399301273,0.005768073744671254
2021-06-18,2021,glp_makers,5,2,-0.5419030037520626,1.1607134468159535
2021-06-18,2021,healthcare_broad,5,4,-0.5419030037520626,0.5762733036666743
2021-06-18,2021,diabetes_medtech,5,5,-0.5419030037520626,-0.7345476234733158
2021-06-18,2021,food_beverage,5,12,-0.5419030037520626,0.20465353245231233
2021-06-18,2021,restaurants,5,8,-0.5419030037520626,0.06197571837104665
2021-06-21,2021,glp_makers,5,2,-1.0502671620617245,1.6980457180539372
2021-06-21,2021,healthcare_broad,5,4,-1.0502671620617245,0.431821285899858
2021-06-21,2021,diabetes_medtech,5,5,-1.0502671620617245,0.07870437526182827
2021-06-21,2021,food_beverage,5,12,-1.0502671620617245,0.5572353578231666
2021-06-21,2021,restaurants,5,8,-1.0502671620617245,0.24532320931543605
2021-06-22,2021,glp_makers,5,2,-1.2756563450161755,1.457558756146054
2021-06-22,2021,healthcare_broad,5,4,-1.2756563450161755,0.629094870621581
2021-06-22,2021,diabetes_medtech,5,5,-1.2756563450161755,0.2536474588599489
2021-06-22,2021,food_beverage,5,12,-1.2756563450161755,0.901832486250489
2021-06-22,2021,restaurants,5,8,-1.2756563450161755,0.42196451465415374
2021-06-23,2021,glp_makers,5,2,-1.2366639278364158,1.3001899548332356
2021-06-23,2021,healthcare_broad,5,4,-1.2366639278364158,0.46457161873107045
2021-06-23,2021,diabetes_medtech,5,5,-1.2366639278364158,0.41633886041808643
2021-06-23,2021,food_beverage,5,12,-1.2366639278364158,0.7229578519309783
2021-06-23,2021,restaurants,5,8,-1.2366639278364158,0.43293166270643424
2021-06-24,2021,glp_makers,5,2,-1.4828339802374908,0.11615100710019344
2021-06-24,2021,healthcare_broad,5,4,-1.4828339802374908,1.0831476711980306
2021-06-24,2021,diabetes_medtech,5,5,-1.4828339802374908,0.7232560886535242
2021-06-24,2021,food_beverage,5,12,-1.4828339802374908,0.9102838025870245
2021-06-24,2021,restaurants,5,8,-1.4828339802374908,0.6511371769686448
2021-06-25,2021,glp_makers,5,2,-0.9212425599797447,-0.5762529510254137
2021-06-25,2021,healthcare_broad,5,4,-0.9212425599797447,0.510411072360406
2021-06-25,2021,diabetes_medtech,5,5,-0.9212425599797447,0.0030272470363392756
2021-06-25,2021,food_beverage,5,12,-0.9212425599797447,-0.11563382484910534
2021-06-25,2021,restaurants,5,8,-0.9212425599797447,0.14686031985031422
2021-06-28,2021,glp_makers,5,2,-0.9419604528621051,-0.7475518380731392
2021-06-28,2021,healthcare_broad,5,4,-0.9419604528621051,0.6456904395269969
2021-06-28,2021,diabetes_medtech,5,5,-0.9419604528621051,0.1288282255070623
2021-06-28,2021,food_beverage,5,12,-0.9419604528621051,-0.03163467840727596
2021-06-28,2021,restaurants,5,8,-0.9419604528621051,0.0358564777801047
2021-06-29,2021,glp_makers,5,2,-0.8365109364179754,-0.5014211994796541
2021-06-29,2021,healthcare_broad,5,4,-0.8365109364179754,0.6159966274630977
2021-06-29,2021,diabetes_medtech,5,5,-0.8365109364179754,0.06483817251285773
2021-06-29,2021,food_beverage,5,12,-0.8365109364179754,-0.05869920610254131
2021-06-29,2021,restaurants,5,8,-0.8365109364179754,0.11722525961141994
2021-06-30,2021,glp_makers,5,2,-0.5009843739713263,-0.6326508648676868
2021-06-30,2021,healthcare_broad,5,4,-0.5009843739713263,0.38991251877136324
2021-06-30,2021,diabetes_medtech,5,5,-0.5009843739713263,-0.6205410518603421
2021-06-30,2021,food_beverage,5,12,-0.5009843739713263,-0.4888457536728108
2021-06-30,2021,restaurants,5,8,-0.5009843739713263,-0.12365886608801036
2021-07-01,2021,glp_makers,5,2,-0.14724493175934922,-0.9636851534759476
2021-07-01,2021,healthcare_broad,5,4,-0.14724493175934922,-0.3132967074367615
