Date,ABT,CAG,CAKE,CMG,CPB,DPZ,DRI,DXCM,GIS,HSY,IHE,IWM,IYH,KDP,KHC,KO,LLY,MCD,MDLZ,MDT,MNST,NVO,PBJ,PEP,PODD,PPH,QQQ,SBUX,SPY,TNDM,WING,XLP,XLV,YUM
2020-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,-0.01226576853416406,-0.008660675913998703,-0.005660825473863982,0.00805435580653057,-0.0012385285560674807,0.004319296305696761,0.0010682441476835662,-0.0031044945118755894,-0.0036513856304301586,0.008989475188787774,-0.010768272368263736,-0.003928542271745017,-0.008922097198191103,0.0024326753289746574,-0.011773976933622969,-0.005470712957151373,-0.00333341050399693,-0.0035423653607268625,-0.001658131871581952,-0.005953359016161765,-0.006615270386295194,-0.02165159815649954,0.0029376231801989455,-0.0013999120554423687,0.010022011825848545,-0.0115519363616778,-0.009202226522183552,-0.005836431281711234,-0.0076010828901919075,-0.014386340924948424,0.04251075817360285,-0.0016018303752811174,-0.00875264678647865,-0.00313685538933384
2020-01-06,0.005225200461286747,0.005384267713040441,0.024471916309760176,-0.008252402392135785,0.0016503359575429882,-0.002446483298204124,0.006563272973560446,0.03278986108418424,0.012436888647497124,-0.004760984286246791,0.0011951191613319978,0.0013315519936450255,0.0072089706964312385,0.006573155709090812,0.0022383671053681454,-0.0003659448658984359,0.0037118146876723604,0.011182840530246471,-0.0016606364876425035,0.008829787767215004,0.001579066946440337,-0.001752534967806346,-0.0026431584867010255,0.0038266504339387135,0.03624893392287312,0.0018826692141370623,0.0064228207836643245,-0.007911789683988245,0.003807711761363058,0.028896093813592816,0.012921887089225507,0.0020816622107156933,0.006203662266918161,-0.0005891886344147071
2020-01-07,-0.00557483956736699,-0.036455990088082,-0.008345000231890946,0.0023979250797621,0.000622849115667389,-0.007169576053817279,-0.008611635408693304,0.023873079479068613,-0.006868828956564988,0.0019350783217375765,-0.0027069020175857295,-0.0033319094951564307,-0.002830958782722943,-0.027973640220652962,-0.017722726256693164,-0.0077119139627460295,0.001888199399065181,0.0014815594090736332,-0.004256512962684609,-0.0034875233225912456,0.004879171705826292,-0.001052904385305132,-0.007380443136049808,-0.015842741685542918,-0.012051434106950424,-0.004397853643086539,-0.0001395005419583709,-0.0030681689011918243,-0.0028156761950679544,0.004572909837056903,0.00412267313431633,-0.007708361402305424,-0.0019651496460838433,0.0017666099997956952
2020-01-08,0.004068119673810657,-0.01402092387635163,0.006580599060897782,-0.0039025589777776934,-0.017584579770990674,-0.004429929572556687,0.015044346085222902,0.0076612185317001666,0.014257497886113203,0.008181494998867282,-0.001956218965863553,0.0030897137713409174,0.00657778955038045,-0.015725874179462283,-0.005541788109085966,0.0018417589724667597,0.009015447653570995,0.016057458754841793,0.00240801939826077,0.01740373677633014,0.002039073247116353,-0.001757540261833981,0.0005925952533283367,0.005135656885057371,0.007203072914546278,0.0012585530154590068,0.007488311777938098,0.011542634538649161,0.005315266417296483,0.011502806373556712,0.007973449053711536,0.0037010368996888807,0.006470607217686421,0.0017637476593110207
2020-01-09,0.0026644748127164514,0.010611727497120457,0.0025196055969380748,0.006909479347185019,0.00568620459761337,-0.005730088409487267,0.012491254654290901,0.02556756643822624,-0.0020978619866745584,0.0036228244810430003,0.004663120983449133,0.0012089945823011527,0.004790077359630109,0.003954774302484913,-0.0003270419522945273,0.01805144721942213,0.016392920185038545,0.011780010900645605,0.0025869685325844785,0.016092820470962766,0.006715107707052151,0.010324718819156625,-0.0008888696422711068,0.000667789424252002,0.020860280704407347,0.006112163656962789,0.008437656577919141,0.018393866924035485,0.0067578140120876625,0.05316813572818366,0.007034251065216709,0.007042369153371813,0.0042904841670492085,0.007898174628063493
2020-01-10,-0.012572723320478022,-0.011867682389247876,-0.007577613326687796,-0.005696318659320167,0.002306963381003398,0.0006579766189313947,0.0013979230356260003,-0.008267462959764764,-0.002485112304727458,0.010587066967936152,0.0026372435530410856,-0.0037529415763888196,0.0007810692256960593,0.00035853841003380155,0.003916520532894443,0.003427202696296071,0.015187442092934452,-0.005196980699612305,0.0011064420429168444,0.0021096830860250844,0.016822626350617913,0.02135803725888496,0.0,-0.0019308348675891134,0.010187066137569803,0.00202913656986345,-0.0025603373963701166,-0.004095059203715324,-0.0028816876781519543,0.026824977383720014,-0.004280298027526569,-0.0006380319410156666,0.00029200996604896015,-0.01241168087234883
2020-01-13,-0.002815838316399187,0.0062638993349766305,-0.0010148764539209092,0.006078745551641827,-0.00020903972166359515,-0.01776348117134303,-0.011413738989983636,-0.006171582829022534,0.01538354977530457,0.01047585671241086,0.004691662067654418,0.006468220395405994,-0.004279302752615182,-0.002873366013212336,0.014872493130473204,0.010746986685554641,0.0067884191848084615,-0.0036735073260566564,0.0062478906693270424,-0.005324405589568784,0.00290368429730117,0.004929920028860851,0.002959481141711174,0.014757120988910024,0.010463871110500135,0.004512011068624436,0.011470890515420317,0.010152278553313866,0.00685355730030045,0.009766334569672273,0.0275561772019034,0.006521649949492761,-0.0035081874670007483,-0.013364380317814496
2020-01-14,0.01149569363470494,0.0037393689289240513,0.004052684455705693,-0.00438967089439814,-0.0037793568419803086,0.003935636068181725,-0.009225725825043322,-0.0033128031546346003,-0.0011315725042495817,-0.005761525001055785,0.015543409061302908,0.0036688673423223815,0.005930720196993877,-0.007220314066398144,0.018127296737970134,-0.0023186383689594585,0.012232166646308596,0.003914869562326694,-0.007354332712243927,-0.008253684745845575,0.0007627649141849189,0.010291237386169393,-0.0017749718110958942,0.0023411778996777774,0.004381806677266065,0.017389175664539805,-0.003945429325505115,-0.0009886987565441558,-0.0015257521864968438,-0.008280472851207974,-0.018903649139611855,0.000317136688461822,0.006034140981382322,0.0037797872609291986
2020-01-15,0.01894683312272785,-0.0068666950747596454,-0.007102847548257694,0.006808501259960708,0.005035541448040914,0.012027621408588155,-0.008232589503302124,-0.003067753705721356,0.006956955439043058,-0.0021523897250428485,0.01221472120495156,0.004791200215019031,0.008444260966636112,0.009376233039455473,-0.004105298951976694,0.012422460579601087,0.003265519772637725,0.01174833483511265,0.01009804544503746,0.002474796729886435,0.004564064281324934,0.04608482842416498,0.004135909072685448,0.017026126957801535,0.0096691937801702,0.016491684519001723,0.000408930061701253,0.006026302465061122,0.0022573565517085806,0.005478695090261936,-0.003386759353002506,0.007107439329011322,0.00859873966430652,0.005149615235448925
