event_id,focal,event_date,t0,sector,event_type,n_peers,rv_pre,rv_post,log_rv_ratio,spy_log_rv_ratio,mktadj_log_rv_ratio,placebo_z_rv,log_sv_ratio,spy_log_sv_ratio,mktadj_log_sv_ratio,placebo_z_sv,worst_day_post,placebo_z_worstday,cs_spread_pre,cs_spread_post,log_cs_ratio,amihud_pre,amihud_post,log_amihud_ratio,placebo_n_rv
wfc_2016,WFC,2016-09-08,2016-09-08,banks,regulator_settlement,6,0.2719328838380817,0.13547119201917213,-0.6967962725612289,0.3599220790047557,-1.0567183515659846,-1.4219449934399124,-1.8062818379866161,0.8849228336805294,-2.6912046716671454,-0.7050171003272058,-0.014368924842656986,0.530499919052862,0.0028164845305665652,0.005424921848857574,0.6555140066762128,0.026069477498785475,0.021547203233239425,-0.19051915773644446,200
gs_1mdb_2018,GS,2018-11-01,2018-11-01,banks,doj_charge,4,0.18213368899443141,0.248757496601457,0.31173754033803897,0.3750512462762121,-0.06331370593817315,0.9149408363645071,1.0158961531550506,0.14778084612988795,0.8681153070251626,0.8404060377258544,-0.027022000632136334,0.10550893264217548,0.003826392506828262,0.006639446689274464,0.5511061749880241,0.01001369527943682,0.014228326500415708,0.3512811175711874,200
jpm_whale_2012,JPM,2012-05-10,2012-05-10,banks,disclosure_then_enforcement,5,0.32601080230011575,0.2491651395907539,-0.26881462886246105,0.17722241527461724,-0.4460370441370783,-0.4311237904176514,-0.12740893725117922,0.47179575381143984,-0.5992046910626191,0.21349221098641236,-0.032834040147222424,-0.12968771406151014,0.006331738471498931,0.006239499151197756,-0.014674923567773652,0.020234770836147574,0.017607308507638662,-0.139088381176287,200
vrx_2015,VRX,2015-10-21,2015-10-21,pharma,short_report_then_probe,4,0.26036824916515827,0.3317518553997945,0.24229029407084732,-0.6542696861834291,0.8965599802542764,0.7644636480380306,0.6889803276735713,-3.474667790125629,4.1636481177992,1.0526266350491262,-0.027231752810656262,-0.18549954058571272,0.006437196666953499,0.006207943902479205,-0.036263398670500775,0.04601360808166377,0.052328149600313845,0.12859727894798392,200
clov_2021,CLOV,2021-02-04,2021-02-04,health_insurers,short_report_doj_inquiry,4,0.2465539077399818,0.1931514209601826,-0.24410621637459343,-0.7288081626192532,0.4847019462446598,-0.41665243659965395,-0.5291469080445216,-2.0606272668970114,1.5314803588524897,-0.14912539421657828,-0.016836650945828202,0.4187822942455028,0.0056725408942961495,0.006018440315926641,0.05919099515450968,0.03882815842509205,0.027054230851909077,-0.36130231438283444,200
mat_2019,MAT,2019-08-08,2019-08-08,consumer_toys,whistleblower_accounting,3,0.5177408332234726,0.7393161486811746,0.35625084043483457,0.7395726315019935,-0.3833217910671589,1.0103331531287618,1.073740385450025,1.7603984807779207,-0.6866580953278958,1.0772441399076849,-0.09013153674838377,-1.6688533978385949,0.020717378280008605,0.02323284961413098,0.11459433033191826,1445.2166870597111,54144.44733763372,3.623396159183128,200
ge_2019,GE,2019-08-15,2019-08-15,industrials,fraud_allegation_report,5,0.183681883477108,0.25661847749297984,0.3343850913245114,0.656853243617896,-0.3224681522933846,0.9304446773632785,0.8705747472564455,1.6715207975894752,-0.8009460503330298,1.0138939127521418,-0.029323041383506433,-0.5949408458228825,0.003504118181257868,0.003931766261776354,0.11514985536167109,0.048719223378001365,0.07145515772530601,0.38299640551151437,200
ba_doj_2021,BA,2021-01-07,2021-01-07,aerospace,doj_settlement,5,0.24950182218204292,0.13060088509411294,-0.6473202245432207,-0.4558043431419845,-0.1915158814012362,-1.4146146303902862,-1.3028071766082632,-1.1564112881240873,-0.14639588848417584,-0.7512815939120274,-0.011241319830185503,0.538842013668027,0.00485554361880949,0.00411912314477163,-0.16448075462233064,0.03747771283003256,0.023290209202385174,-0.47571336540887066,200
tyc_2002,TYC,2002-06-03,2002-06-03,industrials,indictment,4,0.23199427311677484,0.24189176170806923,0.041777673914280354,0.1468549962382647,-0.10507732232398434,0.29541018016916465,-0.06471495186004905,0.3304524300075803,-0.39516738186762934,0.18121902202876508,-0.02269445826162564,-0.12381568339433512,0.007775577803683768,0.007740499588201135,-0.004521539092537427,0.08298305088342516,0.12487781247689288,0.4086993783326993,200
khc_2019,KHC,2019-02-21,2019-02-21,food_staples,writedown_sec_subpoena,5,0.21950096035922503,0.19056999357767457,-0.14133706027885207,-1.1533591304160131,1.012022070137161,-0.1280685673738778,-0.4124882810277967,-2.664317308812235,2.251829027784438,-0.05526010261577553,-0.027340633102194457,-0.8868360207138264,0.005644744402607282,0.006646450508079502,0.16335803595419696,0.07183244039106348,0.04544136087775405,-0.45791346718890197,200
dmnd_2011,DMND,2011-11-01,2011-11-01,food_staples,accounting_investigation,4,0.19128533927927927,0.16387554158041687,-0.15465898926512425,-0.3039921499494496,0.14933316068432537,-0.17891951265556172,-0.4336971239348314,-0.3623011055305654,-0.07139601840426602,-0.03895541535405161,-0.02144904363851552,-0.42967190113480946,0.0040578647657215985,0.0033358767356303567,-0.19592138143357538,0.11385825890718289,0.12052029418650156,0.05686382335278961,200
uaa_2019,UAA,2019-11-04,2019-11-04,apparel,doj_sec_probe,5,0.27223742156911485,0.21810227420999242,-0.22171045845344994,-1.3480176630030096,1.1263072045495597,-0.3591843411469187,-2.8256186218531147,-3.8460721456068216,1.020453523753707,-2.004622842477213,-0.00892800493700463,0.9901135181198892,0.004878255594520013,0.0044917071076795555,-0.08255486417016836,0.0958052655174213,0.06706609254656662,-0.35663905803180673,200
hlf_2012,HLF,2012-12-20,2012-12-20,mlm_consumer,short_report,2,0.28384299482857306,0.7522544332952789,0.9746533586921456,0.35809681304746344,0.6165565456446822,2.345272274501493,2.256343590896809,-0.8312761701518674,3.0876197610486766,1.4131765907678229,-0.09714124729076756,-2.1437733573381488,0.007588320581803779,0.011572627997084764,0.4220323546096601,0.9933122103581905,1.832898003450475,0.612608575827562,200
nkla_2020,NKLA,2020-09-10,2020-09-10,ev_hydrogen,short_report_then_doj,4,0.6772950384355712,0.7263700325914987,0.06995259105457992,0.19696374592122612,-0.12701115486664621,0.49530979156120053,0.5536045500147098,0.38181981307733986,0.1717847369373699,0.8572956369235761,-0.0866454779287048,-1.1296475001077602,0.013263647446935332,0.017632193365722606,0.2846993813141774,0.4921848433479021,0.6338663179645541,0.25298373346157066,200
ride_2021,RIDE,2021-03-12,2021-03-12,ev,short_report_sec,3,0.9296900494639334,0.6968347605419767,-0.2883029401895476,0.07734737284750728,-0.36565031303705486,-0.5507285420749579,0.04220992037163213,-0.2295005421080597,0.2717104624796918,0.43062222406549255,-0.08265483040189665,-0.5510169145276633,0.012897401125398134,0.016922922225965812,0.27164321973234545,0.05243223461825255,0.10904653949403124,0.7322531922780993,200
tsla_sec_2018,TSLA,2018-09-27,2018-09-27,auto,sec_charge,4,0.1617121541616221,0.1759104064053645,0.08415688226936299,0.9082223202682571,-0.8240654379988941,0.3200812761267328,0.5365771863483445,2.866452727371491,-2.329875541023146,0.488019987895276,-0.029965263485485227,-0.3568243554004604,0.0019868690209969156,0.0030270333501129097,0.421023004096616,0.2562857566871213,0.25403943021168895,-0.008803566984855639,200
smci_2024,SMCI,2024-08-27,2024-08-27,tech_hardware,short_report_late_filing,5,0.3884417763052469,0.36746860349662314,-0.05550540829515412,0.1535871181058119,-0.20909252640096604,0.007850622361089854,-0.22921466657347403,0.10764607311818168,-0.3368607396916557,0.13384068651420367,-0.03816841754185285,-0.0053682118903433645,0.007066839897982728,0.006905325572507536,-0.02312047057062961,0.043044810783394435,0.048948208833838734,0.12852109224272848,200
sq_2023,SQ,2023-03-23,2023-03-23,fintech,short_report,5,0.574180501472526,0.3806560614784167,-0.41104756773631773,-0.43652127213842806,0.02547370440211033,-0.6886305285038815,-1.718834964175376,-1.8315278101391095,0.11269284596373352,-1.042259811306251,-0.02014288819446177,0.33473059378673925,0.010528328104695128,0.010251176126898687,-0.026677095967493084,0.09270288448029808,0.08720620147380752,-0.06112414217495256,200
fe_2020,FE,2020-07-21,2020-07-21,utilities,doj_bribery,5,0.27300947431099953,0.20273351983050047,-0.29761409253025695,-0.6811968457600088,0.3835827532297519,-0.5783805129133919,-1.2596918923812959,-1.8820013327337046,0.6223094403524088,-0.862785999527111,-0.018647652366945433,-0.2770659587714956,0.00512011217129338,0.005661621557211326,0.10053399812324301,0.05718285396782824,0.040780787161479405,-0.3380430300471948,200
ene_2001,ENE,2001-10-16,2001-10-16,energy_utilities,disclosure_then_fraud,5,0.2428344721161818,0.2540173181405998,0.045022419828416024,-0.026426731736451874,0.07144915156486789,0.31170511801547274,-0.33384513090485846,-0.647043434471012,0.3131983035661535,-0.10978549917072647,-0.02443290491370558,-0.9759397443127806,0.007906289755250939,0.009632684904988562,0.19750337903666895,0.23130516795470016,0.29097273535437995,0.22949165777268868,200
wcom_2002,WCOM,2002-06-25,2002-06-25,telecom,accounting_fraud_disclosure,2,0.3895582146871067,0.3779163360229044,-0.0303404763376587,0.5866155659748632,-0.6169560423125219,0.24816215841640485,0.06462590233879088,1.2288804134031164,-1.1642545110643254,0.29291481588558066,-0.03330215143380433,-0.9481759310646388,0.007155823947023399,0.013783670930411865,0.6555580624440733,0.08124144322033788,0.09358705773838695,0.14146660044461812,200
lk_2020,LK,2020-04-02,2020-04-02,china_adr,fraud_admission,4,0.44450594154658896,0.33960239786171864,-0.26918790641999496,-0.25553898176740114,-0.013648924652593819,-0.4123846539369227,-1.3938238828934535,-1.8466439386556586,0.4528200557622051,-0.9245809327740525,-0.02442113128710599,0.6163028661517596,0.007014412175728017,0.00660011072574981,-0.06088048918841976,0.04260176456937578,0.04539364808493032,0.06347651100162283,200
vwagy_2015,VWAGY,2015-09-18,2015-09-18,auto,epa_doj,4,0.24267451597212167,0.2634823838738394,0.08226540633341571,-0.04264755866902369,0.1249129650024394,0.17915128919525378,-0.3597523975821773,-0.1830973657265006,-0.17665503185567671,-0.011161046713425521,-0.02599898821110408,-0.2551930988148719,0.002311127160437593,0.0021669427054671277,-0.06441807112529363,0.26490225009364576,0.25540591472533714,-0.03650678836242589,200
pbr_2014,PBR,2014-11-14,2014-11-14,energy,corruption_probe,4,0.17742208617480693,0.3493872772251166,0.6776494224085813,-0.8005970160047224,1.4782464384133038,1.7071001335987679,1.7104221856221478,-1.5535691989901996,3.263991384612347,1.8336192235283095,-0.059794684596296666,-3.0089617226352297,0.0025609696490375257,0.003963943310979063,0.43685335946974585,0.0499687884527866,0.055764135459472314,0.10973234947357438,200
wdi_2020,WDI,2020-06-18,2020-06-18,payments,accounting_fraud_insolvency,4,0.6048980155365843,0.3311931575733105,-0.6023581116635919,-0.5142702866737943,-0.08808782498979761,-0.9746060551515262,0.16466474100007722,0.08560277195011762,0.0790619690499596,0.39947894855438254,-0.04113356486689135,-0.7071541225648679,0.006484188196248894,0.0048946730591330045,-0.28121914519463664,0.03480579351013958,0.019480688882109402,-0.5803601919534759,200
cgi_2019,CGI,2019-12-05,2019-12-05,trucking,doj_sec_charge,5,0.19035669264391836,0.12206126082009909,-0.44437658531038615,-0.3869556096694478,-0.05742097564093834,-1.120918994816568,-1.2885936215108105,-2.0853813123825575,0.7967876908717471,-0.5889928999416902,-0.008831633922128112,1.0973044080526626,0.0066723685194385336,0.006752354144828917,0.011916309018000651,0.3943137482319437,0.3116683980696302,-0.23520711180784534,200
archegos_2021,ARCHEGOS,2021-03-26,2021-03-26,prime_brokers,forced_liquidation_then_doj,4,0.26430310802429763,0.29934064986852793,0.12448564110588875,-0.6338568110560214,0.7583424521619102,0.6215175712193215,1.526183946799003,-3.827017898490272,5.353201845289275,1.6118967285854493,-0.0540620519397933,-1.7441992798338553,0.003439776907178987,0.0035970597349624257,0.044710154741741816,2.7572137443606146,0.8564505622770285,-1.169179340432685,200
ftx_2022,FTX,2022-11-08,2022-11-08,crypto,collapse_then_doj,5,0.7668444782836263,1.0874060929952993,0.34926639341168403,0.2200940988773563,0.12917229453432774,0.8731156817239752,1.1027540187631417,-0.7751193874291846,1.8778734061923263,1.1493273203364054,-0.11721920977822187,-0.8407884038410588,0.017882856895586684,0.02222938786287592,0.21757265245016333,0.31350967484649606,0.3764897082758551,0.18306049125847496,200
