start_date,start_vix,chg_pct,contains_release_return,regime
2010-01-04,20.040000915527344,-4.391222694173602,False,20-25
2010-01-05,19.350000381469727,-1.4987127121974586,False,15-20
2010-01-06,19.15999984741211,-5.3757865075590106,True,15-20
2010-01-07,19.059999465942383,-7.9223518950249705,True,15-20
2010-01-08,18.1299991607666,0.6618910357871322,False,15-20
2010-01-11,17.549999237060547,1.7094083045636976,False,15-20
2010-01-12,18.25,-3.397264872511774,False,15-20
2010-01-13,17.850000381469727,0.33613145467867867,False,15-20
2010-01-14,17.6299991607666,-0.28360317323108397,False,15-20
2010-01-15,17.90999984741211,4.29927674106001,False,15-20
2010-01-19,17.579999923706055,26.678046384592434,False,15-20
2010-01-20,18.68000030517578,46.19913822150974,False,15-20
2010-01-21,22.270000457763672,14.099682645286094,False,20-25
2010-01-22,27.309999465942383,-10.106189245165542,False,>=25
2010-01-25,25.40999984741211,-8.933492606828397,False,>=25
2010-01-26,24.549999237060547,-3.340121060314949,False,20-25
2010-01-27,23.13999938964844,6.3958577727838195,False,20-25
2010-01-28,23.729999542236328,-4.804043032615257,False,20-25
2010-01-29,24.6200008392334,-12.753863484818794,False,20-25
2010-02-04,26.079999923706055,1.6487741811108014,True,>=25
2010-02-05,26.11000061035156,-0.4212968509389792,False,>=25
2010-02-08,26.510000228881836,-4.187101474040167,False,>=25
2010-02-09,26.0,-7.846157367412864,False,>=25
2010-02-10,25.399999618530273,-10.511811481863475,False,>=25
2010-02-11,23.959999084472656,-7.136891276347446,False,20-25
2010-02-12,22.729999542236328,-4.4434678804329835,False,20-25
2010-02-16,22.25,-7.280902648239995,False,20-25
2010-02-17,21.719999313354492,-7.826882639658184,False,20-25
2010-02-18,20.6299991607666,-3.3446372020276116,False,20-25
2010-02-19,20.020000457763672,6.743258494513182,False,20-25
2010-02-22,19.940000534057617,1.6549644677411823,False,15-20
2010-02-23,21.3700008392334,-5.942912531065813,False,20-25
2010-02-24,20.270000457763672,-3.798719488774116,False,20-25
2010-02-25,20.100000381469727,-4.179105157442143,False,20-25
2010-02-26,19.5,-2.2564129951672673,False,15-20
2010-03-04,18.719999313354492,-4.967940341556021,True,15-20
2010-03-05,17.420000076293945,2.8702640517230815,False,15-20
2010-03-08,17.790000915527344,4.384478578728368,False,15-20
2010-03-09,17.920000076293945,0.7812465906941624,False,15-20
2010-03-10,18.56999969482422,-5.331178176562357,False,15-20
2010-03-11,18.059999465942383,-0.3322229663158649,False,15-20
2010-03-12,17.579999923706055,0.6257145098347294,False,15-20
2010-03-15,18.0,-6.05555640326606,False,15-20
2010-03-16,17.690000534057617,-6.048613129005876,False,15-20
2010-03-17,16.90999984741211,0.3548164783192753,False,15-20
2010-03-18,16.6200008392334,1.5042117170646963,False,15-20
2010-03-19,16.969999313354492,-3.653500041080493,False,15-20
2010-03-22,16.8700008392334,4.030814250143511,False,15-20
2010-03-23,16.350000381469727,12.538221340862554,False,15-20
2010-03-24,17.549999237060547,1.2535682636301448,False,15-20
2010-03-25,18.399999618530273,-4.402171101822461,False,15-20
2010-03-26,17.770000457763672,-3.601582895387345,False,15-20
