start_date,release,vix_t7,vix_t3,vix_tm1,vix_t0,final2_chg_pct,early4_chg_pct,week_chg_pct,event_day_chg_pct,next_day_chg_pct,regime
2013-07-01,2013-07-05,18.469999313354492,16.3700008392334,16.200000762939453,14.890000343322754,-1.0384854464180138,-11.369781008073543,-12.290192933433119,-8.086421962482692,-0.7387549215261857,15-20
2013-07-30,2013-08-02,13.18000030517578,13.390000343322754,12.9399995803833,11.979999542236328,-3.3607225646103633,1.5933234695336695,-1.820946276444546,-7.418856795036588,-1.1686093071611503,<15
2013-09-03,2013-09-06,16.770000457763672,16.610000610351562,15.770000457763672,15.850000381469728,-5.057195193986885,-0.9540837390856316,-5.963029056072866,0.5072918286864958,-1.3880142696148678,15-20
2013-10-17,2013-10-22,15.720000267028809,13.479999542236328,13.15999984741211,13.329999923706056,-2.373885057054914,-14.249368236275838,-16.284989670045068,1.2917939077892626,0.6751699407576917,<15
2013-11-05,2013-11-08,13.649999618530272,13.270000457763672,13.90999984741211,12.899999618530272,4.822904051024368,-2.78387671345236,1.9047636347834018,-7.260965060828117,-2.8682162519415244,<15
2013-12-03,2013-12-06,12.8100004196167,14.550000190734863,15.079999923706056,13.789999961853027,3.642609800848562,13.583135941616376,17.72052638353685,-8.554376448139923,-2.1754908742911305,<15
2014-01-07,2014-01-10,13.720000267028809,12.920000076293944,12.890000343322754,12.140000343322754,-0.23219607425726263,-5.830905066797875,-6.04956200839637,-5.818463770549965,9.390439517371686,<15
2014-02-04,2014-02-07,17.350000381469727,19.11000061035156,17.229999542236328,15.289999961853027,-9.837786541445038,10.144093315188396,-0.6916474731698763,-11.259429088362605,-0.19620492508853893,15-20
2014-03-04,2014-03-07,14.350000381469728,14.100000381469728,14.210000038146973,14.109999656677246,0.7801393879521168,-1.742160232433354,-0.9756121226556891,-0.7037324503960218,0.6378465965823032,<15
2014-04-01,2014-04-04,14.93000030517578,13.100000381469728,13.369999885559082,13.960000038146973,2.061064856694772,-12.257199506363348,-10.448763481109191,4.412865801331445,11.532948798551402,<15
2014-04-29,2014-05-02,13.270000457763672,13.710000038146973,13.25,12.90999984741211,-3.3552154403140744,3.315746535079267,-0.15071934494147454,-2.5660388874557793,2.9434556075311757,<15
2014-06-03,2014-06-06,11.68000030517578,11.869999885559082,11.68000030517578,10.729999542236328,-1.6006704483161327,1.6267086936556652,0.0,-8.133567963337086,3.914259964697142,<15
2014-06-30,2014-07-03,12.130000114440918,11.56999969482422,10.81999969482422,10.31999969482422,-6.482281934160373,-4.616656342401926,-10.799673596516502,-4.62107221906094,9.786824212682689,<15
2014-07-29,2014-08-01,11.520000457763672,13.279999732971191,16.950000762939453,17.030000686645508,27.635550480144143,15.277770879092323,47.13541744276879,0.4719759298239756,-11.215506306962153,<15
2014-09-02,2014-09-05,11.630000114440918,12.25,12.640000343322754,12.09000015258789,3.183676272022473,5.331039376252722,8.684438683949146,-4.351267213575738,4.714637614807704,<15
2014-09-30,2014-10-03,13.270000457763672,16.309999465942383,16.15999984741211,14.550000190734863,-0.9196788684358581,22.90880861575364,21.77844227546828,-9.962869256679319,6.254294401944938,15-20
2014-11-04,2014-11-07,15.149999618530272,14.890000343322754,13.670000076293944,13.119999885559082,-8.193420006037178,-1.7161668762651794,-9.768974122125462,-4.023410297478003,-3.4298766249262203,<15
2014-12-02,2014-12-05,12.25,12.850000381469728,12.380000114440918,11.890000343322754,-3.657589518102833,4.897962297712066,1.0612254240074837,-3.957994883591265,19.512191991879078,<15
2015-01-06,2015-01-09,15.920000076293944,21.1200008392334,17.010000228881836,17.549999237060547,-19.4602293893694,32.663321218714316,6.84673459399654,3.1745973010736783,11.680918709558497,20-25
2015-02-03,2015-02-06,20.440000534057617,17.329999923706055,16.850000381469727,17.290000915527344,-2.76976078678296,-15.21526677638587,-17.563601070392075,2.6112790747559567,7.2874392991018055,15-20
2015-03-03,2015-03-06,13.84000015258789,13.859999656677246,14.039999961853027,15.199999809265137,1.2987035327166385,0.1445050857576513,1.4450853111279693,8.262107197748247,-0.921048627665777,<15
2015-05-05,2015-05-08,13.390000343322754,14.3100004196167,15.130000114440918,12.859999656677246,5.730256259812072,6.870799497422908,12.994770175535187,-15.003307604717442,7.698295110594722,<15
2015-06-02,2015-06-05,13.270000457763672,14.239999771118164,14.710000038146973,14.210000038146973,3.300563726005623,7.309715749007295,10.851541301498768,-3.399048257670745,7.600280934600834,<15
2015-06-29,2015-07-02,12.109999656677246,18.850000381469727,16.09000015258789,16.790000915527344,-14.641910732240737,55.65648980903282,32.86540552225483,4.350532978875488,1.3102995911753457,15-20
2015-08-04,2015-08-07,12.5,13.0,13.770000457763672,13.390000343322754,5.9230804443359375,4.0000000000000036,10.160003662109386,-2.7596231068145682,-8.663187239310922,<15
2015-09-01,2015-09-04,30.31999969482422,31.399999618530273,25.61000061035156,27.799999237060547,-18.439487511209485,3.5620050612679144,-15.534297928362717,8.551341563903714,-10.431653590350631,>=25
2015-09-29,2015-10-02,22.1299991607666,26.829999923706055,22.549999237060547,20.940000534057617,-15.952294814819767,21.238142526782823,1.8978766028990401,-7.139684068622598,-6.685766871176824,>=25
2015-11-03,2015-11-06,14.329999923706056,14.539999961853027,15.050000190734863,14.329999923706056,3.5075669203567195,1.4654573570483276,5.024426174892804,-4.784054869793664,15.28262767423123,<15
2015-12-01,2015-12-04,15.93000030517578,14.670000076293944,18.11000061035156,14.8100004196167,23.449219605775596,-7.909605805044784,13.684872965554696,-18.221977247469557,6.954758297014618,<15
2016-01-05,2016-01-08,16.079999923706055,19.34000015258789,24.989999771118164,27.010000228881836,29.214061912891175,20.273633360381794,55.41044707516745,8.08323519913856,-10.03332457925521,15-20
2016-02-02,2016-02-05,23.11000061035156,21.979999542236328,21.84000015258789,23.3799991607666,-0.6369399115746854,-4.889662649377325,-5.495458347996762,7.051277460711147,11.206163102135424,20-25
2016-03-01,2016-03-04,20.719999313354492,17.700000762939453,16.700000762939453,16.860000610351562,-5.649717270599308,-14.575283062237288,-19.401538048430645,0.9580828748653625,2.906285607233716,15-20
2016-03-29,2016-04-01,14.170000076293944,13.81999969482422,13.949999809265137,13.100000381469728,0.9406665507351919,-2.4700097359580453,-1.552577740608918,-6.093185945643286,7.78625552967287,<15
2016-05-03,2016-05-06,13.770000457763672,15.600000381469728,15.90999984741211,14.720000267028809,1.9871760151404239,13.28975935272596,15.541026278193648,-7.479570030145943,-1.0190256079041893,15-20
2016-05-31,2016-06-03,14.420000076293944,14.1899995803833,13.630000114440918,13.470000267028809,-3.9464375088251846,-1.5950103654212677,-5.478501786915812,-1.1738800151776196,1.33629805444071,<15
2016-07-05,2016-07-08,18.75,15.579999923706056,14.760000228881836,13.199999809265137,-5.263155961743838,-16.906667073567693,-21.27999877929687,-10.569108370094371,2.5757587689451578,15-20
2016-08-02,2016-08-05,12.829999923706056,13.369999885559082,12.420000076293944,11.390000343322754,-7.105458619272175,4.20888515248754,-3.195634059627339,-8.293073483446678,0.9657563947461423,<15
2016-08-30,2016-09-02,13.449999809265137,13.119999885559082,13.479999542236328,11.979999542236328,2.74389984616914,-2.453531066065384,0.22304634495626807,-11.127596817048191,0.333897471250455,<15
2016-10-04,2016-10-07,12.390000343322754,13.630000114440918,12.84000015258789,13.479999542236328,-5.796037822597122,10.008068900388922,3.6319596190136583,4.984418863261819,-0.7418355429618995,<15
2016-11-01,2016-11-04,14.239999771118164,18.559999465942383,22.079999923706055,22.510000228881836,18.96552025350473,30.337076996209824,55.05618173175204,1.947465156981787,-16.88139096299752,15-20
2016-11-29,2016-12-02,12.40999984741211,12.899999618530272,14.06999969482422,14.119999885559082,9.069768301491244,3.9484268907573172,13.37630836279402,0.3553673903294641,-14.022659761218048,<15
2017-01-03,2017-01-06,11.989999771118164,12.850000381469728,11.670000076293944,11.31999969482422,-9.182881479734405,7.172649097318229,-2.668888247980161,-2.9991463511701455,2.120147802673644,<15
2017-01-31,2017-02-03,10.8100004196167,11.989999771118164,11.93000030517578,10.970000267028809,-0.5004125695390993,10.915812263616044,10.360775597442506,-8.046940600080955,3.646304546887791,<15
2017-03-07,2017-03-10,12.539999961853027,11.449999809265137,12.300000190734863,11.65999984741211,7.423584241302095,-8.692186251225653,-1.913873778694175,-5.20325474307588,-2.6586575471627016,<15
2017-04-04,2017-04-07,11.420000076293944,11.789999961853027,12.390000343322754,12.869999885559082,5.089061776175141,3.2399289237059037,8.49387268431261,3.8740882077134886,9.168611621355272,<15
2017-05-02,2017-05-05,10.850000381469728,10.59000015258789,10.460000038146973,10.56999969482422,-1.227574245210461,-2.396315389314474,-3.5944730839716943,1.0516219529262516,-7.568583350596326,<15
2017-05-30,2017-06-02,10.720000267028809,10.380000114440918,9.890000343322754,9.75,-4.720614313254812,-3.1716431354355423,-7.742536408873624,-1.415574706398015,3.282048152043293,<15
2017-07-03,2017-07-07,11.0600004196167,11.220000267028809,12.539999961853027,11.1899995803833,11.76470288243381,1.446653176688173,13.381550507098616,-10.765553314006848,-0.7149233843252278,<15
2017-08-01,2017-08-04,9.600000381469728,10.09000015258789,10.4399995803833,10.029999732971191,3.468775247794631,5.10416407965959,8.749991307656302,-3.927201761410959,-0.9970032946928997,<15
2017-08-29,2017-09-01,12.25,11.699999809265137,10.59000015258789,10.130000114440918,-9.487176707458111,-4.489797475386636,-13.551019162547828,-4.343720788658933,20.73049757227283,<15
2017-10-03,2017-10-06,9.869999885559082,9.510000228881836,9.1899995803833,9.649999618530272,-3.3648858127962478,-3.6474129772176234,-6.889567508209382,5.005441340050476,7.04663556535301,<15
2017-10-31,2017-11-03,11.229999542236328,10.18000030517578,9.93000030517578,9.140000343322754,-2.4557956041798334,-9.349949063768648,-11.576129029847394,-7.95568920014289,2.8446309129239955,<15
2017-12-05,2017-12-08,10.699999809265137,11.329999923706056,10.15999984741211,9.579999923706056,-10.32656738016322,5.887851641786024,-5.046728705410263,-5.7086607521336425,-2.505216837468627,<15
2018-01-02,2018-01-05,10.25,9.770000457763672,9.220000267028809,9.220000267028809,-5.629479682345451,-4.68292236328125,-10.048777882645766,0.0,3.253798069916325,<15
2018-01-30,2018-02-02,11.470000267028809,14.789999961853027,13.470000267028809,17.309999465942383,-8.924947249687731,28.945070771861726,17.43679122440056,28.50778858789582,115.59792516603906,<15
2018-03-06,2018-03-09,19.850000381469727,18.36000061035156,16.540000915527344,14.640000343322754,-9.912852038785225,-7.506295931908924,-16.675059961370664,-11.4873063303214,7.786880894223391,15-20
2018-04-03,2018-04-06,22.5,21.100000381469727,18.940000534057617,21.489999771118164,-10.236965916403717,-6.222220526801214,-15.822219848632812,13.46356475795858,1.3029348051544432,20-25
2018-05-01,2018-05-04,17.84000015258789,15.489999771118164,15.899999618530272,14.770000457763672,2.6468680017450508,-13.172647765526124,-10.874442362469372,-7.106913131303916,-0.135412709165883,15-20
2018-05-29,2018-06-01,13.220000267028809,17.020000457763672,15.43000030517578,13.460000038146973,-9.34195129156189,28.744327639782362,16.71709526102505,-12.767337835813253,-5.349184732453615,15-20
2018-07-02,2018-07-06,15.920000076293944,15.600000381469728,14.970000267028809,13.369999885559082,-4.038462173303903,-2.010048324690139,-5.967335456736301,-10.688045109749943,-5.086015789052089,15-20
2018-07-31,2018-08-03,12.289999961853027,12.829999923706056,12.1899995803833,11.640000343322754,-4.988311357198249,4.393815813906721,-0.8136727565509982,-4.511888892478966,-3.1786930811503855,<15
2018-09-04,2018-09-07,12.5,13.15999984741211,14.649999618530272,14.880000114440918,11.322186841903093,5.279998779296879,17.19999694824217,1.5699692962430234,-4.838711434753651,<15
2018-10-02,2018-10-05,12.890000343322754,12.050000190734863,14.220000267028809,14.81999969482422,18.008299103284987,-6.516680606785441,10.318075161223849,4.219405179524505,5.870444692808752,<15
2018-10-30,2018-11-02,25.229999542236328,23.350000381469727,19.34000015258789,19.510000228881836,-17.17344823713204,-7.451443499312738,-23.345221944171158,0.8790076264358015,2.306503589501041,20-25
2018-12-03,2018-12-07,19.020000457763672,16.440000534057617,21.190000534057617,23.229999542236328,28.89294310033477,-13.564668042123728,11.409043239050941,9.627177710070956,-2.539819906217222,15-20
2018-12-31,2019-01-04,36.06999969482422,25.420000076293945,25.450000762939453,21.3799991607666,0.11802001005296603,-29.52592101091276,-29.4427474958051,-15.992147269793522,0.09354751425985075,>=25
2019-01-29,2019-02-01,19.520000457763672,19.1299991607666,16.56999969482422,16.139999389648438,-13.382120116307394,-1.9979574172702241,-15.112708472125835,-2.595053187056462,-2.540271765283131,15-20
2019-03-05,2019-03-08,14.699999809265137,14.739999771118164,16.59000015258789,16.049999237060547,12.550884736746415,0.27210858756485656,12.857145359495314,-3.254978363837502,-10.716507134672593,<15
2019-04-02,2019-04-05,15.149999618530272,13.359999656677246,13.579999923706056,12.81999969482422,1.6467086278618037,-11.815181563857202,-10.363034550204986,-5.596467107154646,2.8081171522718495,<15
2019-04-30,2019-05-03,13.140000343322754,13.119999885559082,14.420000076293944,12.869999885559082,9.90853812556618,-0.1522104812868963,9.741245810709875,-10.748961043925487,19.968917775266746,<15
2019-06-04,2019-06-07,17.899999618530273,16.969999313354492,15.93000030517578,16.299999237060547,-6.1284563951648945,-5.195532541872428,-11.005582990712071,2.3226548951449377,-2.208586954156,15-20
2019-07-01,2019-07-05,16.280000686645508,14.0600004196167,12.56999969482422,13.279999732971191,-10.597444383526543,-13.63636470144547,-22.788702919801484,5.648369573464018,5.12048432868184,<15
2019-07-30,2019-08-02,12.06999969482422,13.9399995803833,17.8700008392334,17.610000610351562,28.192262389881904,15.492957190056611,48.053034722911356,-1.4549536467340696,39.63656615737607,<15
2019-09-03,2019-09-06,20.309999465942383,19.65999984741211,16.270000457763672,15.0,-17.243130294808573,-3.200392100552496,-19.891674615518042,-7.805780098535009,1.8000030517578036,15-20
2019-10-01,2019-10-04,15.960000038146973,18.559999465942383,19.1200008392334,17.040000915527344,3.017248865327926,16.290723192863354,19.79950371888166,-10.878660211342595,4.812204523281527,15-20
2019-10-29,2019-11-01,14.010000228881836,13.199999809265137,13.220000267028809,12.300000190734863,0.15151862161113527,-5.781587483109895,-5.638829043160398,-6.959153235332838,4.308940851646681,<15
2019-12-03,2019-12-06,11.539999961853027,15.960000038146973,14.520000457763672,13.619999885559082,-9.022553740234773,38.30156057976457,25.823227952871953,-6.198350852829138,16.446400807192198,15-20
2020-01-07,2020-01-10,13.779999732971191,13.789999961853027,12.539999961853027,12.5600004196167,-9.064539546467355,0.0725706028709805,-8.998547134592727,0.15949328408704222,-1.910833732279471,<15
2020-02-04,2020-02-07,16.389999389648438,16.049999237060547,14.960000038146973,15.470000267028809,-6.791272590198583,-2.0744366397147496,-8.724828582999343,3.409092430356764,-2.779575292524339,15-20
2020-03-03,2020-03-06,27.559999465942383,36.81999969482422,39.619998931884766,41.939998626708984,7.60456072859268,33.599420930051174,43.75907002772508,5.855627858074386,29.852171835290562,>=25
2020-03-31,2020-04-03,63.95000076293945,53.540000915527344,50.90999984741211,46.79999923706055,-4.912217077218051,-16.27834202223333,-20.390931602747276,-8.07307134682792,-3.3333281709936435,>=25
2020-05-05,2020-05-08,31.229999542236328,33.61000061035156,31.440000534057617,27.979999542236328,-6.4564118919581475,7.620880893374515,0.6724335411445681,-11.00509202623332,-1.465331858898733,>=25
2020-06-02,2020-06-05,27.6200008392334,26.84000015258789,25.809999465942383,24.520000457763672,-3.837558423211096,-2.8240429505619002,-6.553227075648604,-4.998059027009782,5.26100727608374,>=25
2020-06-29,2020-07-02,31.3700008392334,31.780000686645508,28.6200008392334,27.68000030517578,-9.943359909177074,1.3069806708431386,-8.766337030379256,-3.284418261683031,0.9393071749107529,>=25
2020-08-04,2020-08-07,24.100000381469727,23.760000228881836,22.649999618530273,22.209999084472656,-4.67171969553386,-1.4107889925566663,-6.016600580862841,-1.9426072470996703,-0.36019778029610094,20-25
2020-09-01,2020-09-04,23.270000457763672,26.1200008392334,33.599998474121094,30.75,28.63704974944874,12.24753040569395,44.391911530500124,-8.48213870103649,2.308940112106206,>=25
2020-09-29,2020-10-02,28.579999923706055,26.270000457763672,26.700000762939453,27.6299991607666,1.636849248888006,-8.08257338036703,-6.578023673146383,3.4831399672393237,1.1943537232336876,>=25
2020-11-03,2020-11-06,40.279998779296875,35.54999923706055,27.579999923706055,24.86000061035156,-22.419126538393396,-11.742799616636168,-31.529293049825935,-9.862216536906343,3.5800457272629815,>=25
2020-12-01,2020-12-04,21.63999938964844,20.770000457763672,21.280000686645508,20.790000915527344,2.4554656602869818,-4.020327894745391,-1.6635800053448224,-2.3026304290754473,2.4530942716423976,20-25
2021-01-05,2021-01-08,23.079999923706055,25.34000015258789,22.3700008392334,21.559999465942383,-11.720597061840099,9.792028753693938,-3.076252542546143,-3.6209268793159888,11.688314101048247,>=25
2021-02-02,2021-02-05,37.209999084472656,25.559999465942383,21.770000457763672,20.8700008392334,-14.827852454491342,-31.308787705377007,-41.49421931362512,-4.13412769685686,1.7728745424351322,>=25
2021-03-02,2021-03-05,21.34000015258789,24.100000381469727,28.56999969482422,24.65999984741211,18.54771469958745,12.933459274353055,33.88003510093485,-13.68568389631607,3.2846693874873933,20-25
2021-05-04,2021-05-07,17.280000686645508,19.479999542236328,18.38999938964844,16.690000534057617,-5.595483460995776,12.731474352839832,6.423603350089979,-9.24414851556622,17.79508219483823,15-20
2021-06-01,2021-06-04,18.84000015258789,17.899999618530273,18.040000915527344,16.420000076293945,0.7821301674897141,-4.98938708303831,-4.246280417097859,-8.9800485422317,0.0,15-20
2021-06-29,2021-07-02,16.31999969482422,16.020000457763672,15.479999542236328,15.06999969482422,-3.3707921354374615,-1.8382306536175341,-5.147059854751657,-2.648577903981497,9.090914843906205,15-20
2021-08-03,2021-08-06,18.309999465942383,18.040000915527344,17.280000686645508,16.149999618530273,-4.212861365365505,-1.4745961676145947,-5.625334840739504,-6.539357773223542,3.5294099584386895,15-20
2021-08-31,2021-09-03,16.790000915527344,16.479999542236328,16.40999984741211,16.40999984741211,-0.42475544155701206,-1.846345183962006,-2.2632581738802116,0.0,10.542349532740293,15-20
2021-10-05,2021-10-08,22.559999465942383,21.299999237060547,19.540000915527344,18.770000457763672,-8.262903213963158,-5.585107529740818,-13.386518714125717,-3.9406367537669684,6.553007523916032,20-25
2021-11-02,2021-11-05,16.979999542236328,16.030000686645508,15.4399995803833,16.479999542236328,-3.6806056206456272,-5.594810843355901,-9.069493541636476,6.735751231330078,4.490289998016261,15-20
2021-11-30,2021-12-03,19.3799991607666,27.190000534057617,27.950000762939453,30.670000076293945,2.7951460608832024,40.299286437028314,44.22085641532016,9.731660962818655,-11.379197138690989,>=25
2022-01-04,2022-01-07,16.950000762939453,16.90999984741211,19.61000061035156,18.760000228881836,15.966888156729663,-0.23599359130888065,15.693213732639455,-4.33452501281939,3.4115105641796983,15-20
2022-02-01,2022-02-04,31.959999084472656,21.959999084472656,24.350000381469727,23.219999313354492,10.883430767931944,-31.289112285545617,-23.81101039111152,-4.640661397998014,-1.5503820570566873,20-25
2022-03-01,2022-03-04,31.020000457763672,33.31999969482422,30.479999542236328,31.979999542236328,-8.523409899757727,7.414568675433086,-1.740815304830834,4.921259916429599,13.97748994586303,>=25
2022-03-29,2022-04-01,23.56999969482422,18.899999618530273,20.559999465942383,19.6299991607666,8.78306815299923,-19.81332259974292,-12.770472074052709,-4.5233479053164665,-5.399895625369899,15-20
2022-05-03,2022-05-06,31.600000381469727,29.25,31.200000762939453,30.190000534057617,6.666669275006676,-7.4367099781674995,-1.2658215623466695,-3.2371801416157364,15.104337148978209,>=25
2022-05-31,2022-06-03,29.450000762939453,26.190000534057617,24.719999313354492,24.790000915527344,-5.612833870665746,-11.069609998055741,-16.061125049400005,0.28317801018318267,1.1294827307630095,>=25
2022-07-05,2022-07-08,28.36000061035156,27.540000915527344,26.079999923706055,24.63999938964844,-5.301383236331425,-2.891395194557611,-8.039494490748677,-5.521474456557374,6.209418524938259,>=25
2022-08-02,2022-08-05,23.239999771118164,23.93000030517578,21.440000534057617,21.149999618530273,-10.405347845230095,2.969021260125504,-7.745263574819483,-1.3526161767891565,0.6619446785919081,20-25
2022-08-30,2022-09-02,22.81999969482422,26.209999084472656,25.559999465942383,25.469999313354492,-2.47996810848935,14.855387532793518,12.007010551098386,-0.3521132803927185,5.6537124965786445,>=25
