start_date,release,vix_t7,vix_t3,vix_tm1,vix_t0,final2_chg_pct,early4_chg_pct,week_chg_pct,event_day_chg_pct,next_day_chg_pct,regime
2010-02-02,2010-02-05,23.13999938964844,21.479999542236328,26.079999923706055,26.11000061035156,21.415272250936045,-7.173724681059001,12.705274898895658,0.11503330802633549,1.5319785874370773,20-25
2010-03-02,2010-03-05,20.270000457763672,19.059999465942383,18.719999313354492,17.420000076293945,-1.7838413542215714,-5.969417683746736,-7.646774096719422,-6.94444062363374,2.124000215917987,15-20
2010-05-04,2010-05-07,21.079999923706055,23.84000015258789,32.79999923706055,40.95000076293945,37.58388853659478,13.092980260298791,55.597719904042634,24.847566205642657,-29.572650512161523,20-25
2010-06-01,2010-06-04,34.61000061035156,35.540000915527344,29.459999084472656,35.47999954223633,-17.107489235877726,2.6870854919824216,-14.880096605195037,20.434489629487484,3.0721537955216816,>=25
2010-06-29,2010-07-02,26.90999984741211,34.130001068115234,32.86000061035156,30.1200008392334,-3.721067735184236,26.830179344640403,22.110742462570677,-8.33840450463963,-1.5604289761204648,>=25
2010-08-03,2010-08-06,24.25,22.6299991607666,22.100000381469727,21.739999771118164,-2.342018554802816,-6.680415831890308,-8.86597780837226,-1.6289620096722413,1.8399246676243264,20-25
2010-08-31,2010-09-03,26.700000762939453,26.049999237060547,23.190000534057617,21.309999465942383,-10.978882098906539,-2.4344625741776427,-13.14606789732321,-8.106947066923098,11.684654310281317,>=25
2010-10-05,2010-10-08,23.25,21.760000228881836,21.559999465942383,20.709999084472656,-0.9191211435466529,-6.408601166099626,-7.268819501323087,-3.9424879523417666,-8.450024516476507,20-25
2010-11-02,2010-11-05,20.709999084472656,21.56999969482422,18.520000457763672,18.260000228881836,-14.140005935152622,4.152586423803117,-10.574595478137605,-1.403888890147642,0.16429729610876187,20-25
2010-11-30,2010-12-03,20.6299991607666,23.540000915527344,19.38999938964844,18.010000228881836,-17.62957249139909,14.10568043209075,-6.010663216488865,-7.117066550828943,0.05552597864935116,20-25
2011-01-04,2011-01-07,17.280000686645508,17.3799991607666,17.399999618530273,17.139999389648438,0.11507743802900983,0.5786948503906819,0.6944382356275369,-1.4942542217354249,2.3337312725955073,15-20
2011-02-01,2011-02-04,16.639999389648438,17.6299991607666,16.690000534057617,15.93000030517578,-5.331813224363824,5.949518073504456,0.30048765771160113,-4.553626150766032,2.1971147191755636,15-20
2011-03-01,2011-03-04,22.1299991607666,21.010000228881836,18.600000381469727,19.059999465942383,-11.470727373430256,-5.0609985285059,-15.95119255835793,2.473113306658492,8.394545783323393,20-25
2011-03-29,2011-04-01,19.170000076293945,18.15999984741211,17.739999771118164,17.399999618530273,-2.312775769950226,-5.268650103610717,-7.4595738105611815,-1.916573601886018,0.5747148486326958,15-20
2011-05-03,2011-05-06,15.350000381469728,16.700000762939453,18.200000762939453,18.399999618530273,8.982035517799435,8.79479054019714,18.566777268033153,1.0988947648731706,-6.739129330575555,15-20
2011-05-31,2011-06-03,17.81999969482422,15.449999809265137,18.09000015258789,17.950000762939453,17.08738107387926,-13.299662885221275,1.515154109918937,-0.7739048560948203,3.0083508926284974,15-20
2011-07-05,2011-07-08,19.170000076293945,16.059999465942383,15.949999809265137,15.949999809265137,-0.6849293918752442,-16.22326863836302,-16.79708009501123,0.0,15.297803194743253,15-20
2011-08-02,2011-08-05,22.979999542236328,24.790000915527344,31.65999984741211,32.0,27.712782082156796,7.876420406207174,37.77197771141068,1.0739107840383788,50.0,20-25
2011-08-30,2011-09-02,35.900001525878906,32.88999938964844,31.81999969482422,33.91999816894531,-3.2532676031638452,-8.38440670834144,-11.364907124345313,6.599618146642139,9.080194567564902,>=25
2011-10-04,2011-10-07,41.08000183105469,40.81999969482422,36.27000045776367,36.20000076293945,-11.146495029585868,-0.632916564365682,-11.7088635805631,-0.19299612335470506,-8.78453104462743,>=25
2011-11-01,2011-11-04,29.86000061035156,34.77000045776367,30.5,30.15999984741211,-12.280702909252451,16.4434016980896,2.143333478119791,-1.114754598648826,-1.0278496933380565,>=25
2011-11-29,2011-12-02,31.969999313354492,30.63999938964844,27.40999984741211,27.520000457763672,-10.541774172905406,-4.160149991465545,-14.263370547016507,0.4013156182558264,1.1627895694091173,>=25
2012-01-03,2012-01-06,21.90999984741211,22.969999313354492,21.479999542236328,20.6299991607666,-6.486721008528262,4.837971124256235,-1.9625755735756867,-3.957171320224484,2.13281896246702,20-25
2012-01-31,2012-02-03,18.309999465942383,19.440000534057617,17.979999542236328,17.100000381469727,-7.510292961481468,6.1714970020458,-1.8022934643983635,-4.894322487046898,3.8596481443784914,15-20
2012-03-06,2012-03-09,18.43000030517578,20.8700008392334,17.950000762939453,17.110000610351562,-13.991374982624116,13.239286454989262,-2.6044467405761718,-4.67966638933075,-8.591468232557853,20-25
2012-05-01,2012-05-04,16.81999969482422,16.600000381469727,17.559999465942383,19.15999984741211,5.783126881998668,-1.3079626477174644,4.399523094794544,9.111619761566203,-1.1482218951280765,15-20
2012-05-29,2012-06-01,22.479999542236328,21.030000686645508,24.059999465942383,26.65999984741211,14.407982312720446,-6.450172976500756,7.028469554625594,10.806319364844974,-2.0255026679271704,20-25
2012-07-02,2012-07-06,19.719999313354492,16.799999237060547,17.5,17.100000381469727,4.166671397194244,-14.807303133710082,-11.257603400883976,-2.285712105887272,5.14619380780954,15-20
2012-07-31,2012-08-03,19.34000015258789,18.93000030517578,17.56999969482422,15.640000343322754,-7.18436655270267,-2.1199578292518617,-9.152018840738362,-10.984629396834912,1.9820937285000229,15-20
2012-09-04,2012-09-07,16.489999771118164,17.979999542236328,15.600000381469728,14.380000114440918,-13.236925591548587,9.03577799757076,-5.397206804133791,-7.820514340999463,13.212799423391797,15-20
2012-10-02,2012-10-05,16.809999465942383,15.710000038146973,14.550000190734863,14.329999923706056,-7.38383096496118,-6.543720777767104,-13.44437446167891,-1.5120293068373813,5.443124473998351,15-20
2012-10-26,2012-11-02,16.6200008392334,17.809999465942383,16.690000534057617,17.59000015258789,-6.288596100334043,7.160039510346228,0.4211774445821659,5.392448111033521,4.718589633348835,15-20
2012-12-04,2012-12-07,15.510000228881836,17.1200008392334,16.579999923706055,15.899999618530272,-3.154210800561641,10.380403524130921,6.898772914469253,-4.101328759377854,0.9433938498681682,15-20
2012-12-31,2013-01-04,17.84000015258789,18.020000457763672,14.5600004196167,13.829999923706056,-19.200887626261288,1.0089703118622007,-18.385648570162093,-5.013739525220839,-0.2892260453629114,15-20
2013-01-29,2013-02-01,12.460000038146973,13.3100004196167,14.279999732971191,12.899999618530272,7.287748180119347,6.821832896207103,14.606739079070552,-9.66386652833493,13.720934186859557,<15
2013-03-05,2013-03-08,14.729999542236328,13.479999542236328,13.0600004196167,12.59000015258789,-3.1157206000168136,-8.486083087890062,-11.337401049002938,-3.598776814148086,-8.181093887909707,<15
2013-04-02,2013-04-05,12.770000457763672,12.779999732971191,13.890000343322754,13.920000076293944,8.685450966699682,0.07830285707970397,8.770554780036566,0.21598079359019806,-5.244256407396497,<15
2013-04-30,2013-05-03,13.609999656677246,13.520000457763672,13.59000015258789,12.850000381469728,0.517749204542528,-0.66127260237967,-0.1469471314758164,-5.445178534286088,-1.4786033339859506,<15
2013-06-04,2013-06-07,14.829999923706056,16.270000457763672,16.6299991607666,15.140000343322754,2.212653305926282,9.710050852770035,12.13755391989726,-8.959704706173676,1.9815008603540463,15-20
