Date,BOTZ,HYG,ICLN,KBE,KRE,LQD,ROBO,SPY,TAN,XLE,XLF,XLI,XLK,XLY,^VIX
2018-01-02,23.0582332611084,55.806793212890625,8.401068687438965,37.99148941040039,47.060791015625,89.35584259033203,40.85983657836914,235.95431518554688,25.2620849609375,25.562911987304688,23.800769805908203,66.09223937988281,29.837337493896484,46.18321228027344,9.770000457763672
2018-01-03,23.529003143310547,56.07517623901367,8.38330364227295,38.07151412963867,47.148529052734375,89.5186538696289,41.47654724121094,237.44674682617188,25.557086944580078,25.94574737548828,23.928632736206055,66.44821166992188,30.08622169494629,46.39524841308594,9.149999618530273
2018-01-04,23.865272521972656,56.17100524902344,8.321142196655273,38.32760238647461,47.403778076171875,89.48905181884766,42.09326934814453,238.4475555419922,25.360422134399414,26.10236167907715,24.15027618408203,66.9344482421875,30.238311767578125,46.54735565185547,9.220000267028809
2018-01-05,24.13428497314453,56.209320068359375,8.34778118133545,38.543697357177734,47.71485900878906,89.45944213867188,42.49462127685547,240.03656005859375,25.478418350219727,26.0919189453125,24.21847152709961,67.39463806152344,30.556318283081055,46.91612243652344,9.220000267028809
2018-01-08,24.307218551635742,56.164608001708984,8.472110748291016,38.52769088745117,47.62710952758789,89.45204162597656,42.690399169921875,240.4755401611328,25.498088836669922,26.248537063598633,24.18438148498535,67.6724853515625,30.671537399291992,46.971458435058594,9.520000457763672
2018-01-09,24.384077072143555,55.99209213256836,8.454350471496582,39.03191375732422,48.273197174072266,89.12645721435547,42.77850341796875,241.01986694335938,25.488252639770508,26.182405471801758,24.37191390991211,68.10662078857422,30.593191146850586,47.063636779785156,10.079999923706055
2018-01-10,24.53780174255371,55.87067794799805,8.436589241027832,39.56011962890625,48.863441467285156,89.18563079833984,42.60230255126953,240.6510467529297,25.498088836669922,26.151084899902344,24.576507568359375,68.0979232788086,30.487186431884766,47.0313720703125,9.819999694824219
2018-01-11,24.758777618408203,56.05598449707031,8.605319023132324,40.07231903076172,49.62919616699219,89.40026092529297,43.091758728027344,242.4069366455078,26.127424240112305,26.68705940246582,24.695852279663086,68.96617889404297,30.611616134643555,47.79655456542969,9.880000114440918
2018-01-12,25.15268898010254,55.960140228271484,8.578679084777832,40.3044319152832,49.940269470214844,89.41506958007812,43.67910385131836,243.98716735839844,26.15692710876465,26.944599151611328,24.91749382019043,69.60872650146484,30.791364669799805,48.414222717285156,10.15999984741211
2018-01-16,25.56581687927246,55.928245544433594,8.543157577514648,39.984291076660156,49.4616813659668,89.4964828491211,43.95320129394531,243.15309143066406,25.498088836669922,26.60352897644043,24.849292755126953,68.9835433959961,30.671537399291992,48.06852722167969,11.65999984741211
2018-01-17,25.930904388427734,55.93459701538086,8.596439361572266,40.200382232666016,49.76478958129883,89.25224304199219,44.36434555053711,245.4707489013672,25.54725456237793,26.836702346801758,25.036836624145508,69.36559295654297,31.132415771484375,48.29899215698242,11.90999984741211
2018-01-18,25.863651275634766,55.8770751953125,8.53427505493164,40.056312561035156,49.4856071472168,88.90447235107422,44.33497619628906,245.0582275390625,25.54725456237793,26.617448806762695,25.002731323242188,68.99223327636719,31.187721252441406,48.25751876831055,12.220000267028809
2018-01-19,26.190309524536133,55.93459701538086,8.552038192749023,40.64055633544922,50.27527618408203,88.63064575195312,44.86358642578125,246.17311096191406,25.53742218017578,26.582632064819336,25.181758880615234,69.19195556640625,31.247642517089844,48.676979064941406,11.270000457763672
2018-01-22,26.228736877441406,55.98570251464844,8.552038192749023,40.82463455200195,50.41087341308594,88.54925537109375,45.049591064453125,248.17469787597656,25.32108497619629,27.156898498535156,25.38634490966797,69.19195556640625,31.551822662353516,49.21630096435547,11.029999732971191
2018-01-23,26.305601119995117,56.15183639526367,8.525394439697266,40.94467544555664,50.53849411010742,88.9340591430664,45.1866340637207,248.70143127441406,25.14408302307129,27.115131378173828,25.41192054748535,69.22667694091797,31.690082550048828,49.63116455078125,11.100000381469727
2018-01-24,26.07501792907715,56.06877899169922,8.489872932434082,40.80862808227539,50.51456832885742,88.87486267089844,44.83422088623047,248.6048126220703,24.780248641967773,27.042049407958984,25.582414627075195,69.1658935546875,31.445819854736328,49.84320068359375,11.470000267028809
2018-01-25,25.930904388427734,56.030399322509766,8.51651668548584,40.584537506103516,50.17158126831055,89.32625579833984,44.618865966796875,248.710205078125,24.976917266845703,26.829734802246094,25.531267166137695,69.23536682128906,31.390504837036133,49.7556266784668,11.579999923706055
2018-01-26,26.20952606201172,56.07517623901367,8.51651668548584,40.680572509765625,50.29920196533203,89.20787048339844,45.14747619628906,251.5897979736328,25.0850830078125,26.97591781616211,25.718807220458984,70.03417205810547,31.888267517089844,50.24422836303711,11.079999923706055
2018-01-29,26.036584854125977,55.8770751953125,8.489872932434082,40.56052017211914,50.09181213378906,88.97105407714844,44.755916595458984,249.92173767089844,25.153919219970703,26.5687255859375,25.61651039123535,69.5652847290039,31.597900390625,50.1059455871582,13.84000015258789
2018-01-30,25.47934341430664,55.68537902832031,8.489872932434082,40.208377838134766,49.70097351074219,88.66767120361328,44.19792938232422,247.35829162597656,24.77041244506836,26.032747268676758,25.28404998779297,69.0182876586914,31.312158584594727,49.85703659057617,14.789999961853027
2018-01-31,25.43130874633789,55.78124237060547,8.498753547668457,40.168357849121094,49.692989349365234,88.85265350341797,44.24687576293945,247.4812469482422,24.642578125,26.050142288208008,25.352252960205078,69.22667694091797,31.54720115661621,49.69569778442383,13.539999961853027
2018-02-01,25.623462677001953,55.67601776123047,8.454350471496582,40.72858428955078,50.42681121826172,88.46015167236328,44.46223449707031,247.20022583007812,24.327909469604492,26.31814193725586,25.590938568115234,69.10508728027344,31.57485580444336,49.142547607421875,13.470000267028809
2018-02-02,24.931713104248047,55.3231086730957,8.267858505249023,40.24040222167969,49.964195251464844,88.00752258300781,43.38542556762695,241.81871032714844,23.649398803710938,25.218353271484375,25.028310775756836,67.71588897705078,30.6392765045166,48.67238235473633,17.309999465942383
2018-02-05,23.45214080810547,55.01509475708008,8.010319709777832,38.623741149902344,47.9222412109375,88.05945587158203,41.14371871948242,231.70521545410156,22.803726196289062,24.16033935546875,23.766666412353516,64.6422119140625,29.3580322265625,47.0313720703125,37.31999969482422
2018-02-06,24.009382247924805,55.3487548828125,8.081365585327148,38.991878509521484,48.40879440307617,87.88134765625,41.83875274658203,236.27035522460938,23.03972816467285,24.351762771606445,24.201425552368164,65.82305908203125,30.201440811157227,48.234466552734375,29.979999542236328
