Date,BH_SPY,S1_de_risk_high_dispersion,S2_de_risk_low_corr_proxy,S3_de_risk_either
2022-01-03,0.00578999273313574,0.00578999273313574,0.00578999273313574,0.00578999273313574
2022-01-04,-0.00033507784194153345,-0.00033507784194153345,-0.00033507784194153345,-0.00033507784194153345
2022-01-05,-0.019202168845605883,-0.019202168845605883,-0.019202168845605883,-0.019202168845605883
2022-01-06,-0.000939266953219442,-0.000939266953219442,-0.000939266953219442,-0.000939266953219442
2022-01-07,-0.003953690612458094,-0.003953690612458094,-0.003953690612458094,-0.003953690612458094
2022-01-10,-0.0012442804190365697,-0.0012442804190365697,-0.0012442804190365697,-0.0012442804190365697
2022-01-11,0.009108246742420834,0.009108246742420834,0.009108246742420834,0.009108246742420834
2022-01-12,0.002703595931342173,0.002703595931342173,0.002703595931342173,0.002703595931342173
2022-01-13,-0.013778579400063995,-0.013778579400063995,-0.013778579400063995,-0.013778579400063995
2022-01-14,0.0004090727517156445,0.0004090727517156445,0.0004090727517156445,0.0004090727517156445
2022-01-18,-0.01770970049936038,-0.01770970049936038,-0.01770970049936038,-0.01770970049936038
2022-01-19,-0.010383483543604077,-0.010383483543604077,-0.010383483543604077,-0.010383483543604077
2022-01-20,-0.011068115623202535,-0.011068115623202535,-0.011068115623202535,-0.011068115623202535
2022-01-21,-0.019630697210033077,-0.019630697210033077,-0.019630697210033077,-0.019630697210033077
2022-01-24,0.004246818948246078,0.004246818948246078,0.004246818948246078,0.004246818948246078
2022-01-25,-0.012208942270209855,-0.012208942270209855,-0.012208942270209855,-0.012208942270209855
2022-01-26,-0.0025087664981944258,-0.0025087664981944258,-0.0025087664981944258,-0.0025087664981944258
2022-01-27,-0.004938038264421962,-0.004938038264421962,-0.004938038264421962,-0.004938038264421962
2022-01-28,0.0248353726907522,0.0248353726907522,0.0248353726907522,0.0248353726907522
2022-01-31,0.018011066717330326,0.008905533358665164,0.018011066717330326,0.008905533358665164
2022-02-01,0.006757060892427003,0.0033785304462135013,0.006757060892427003,0.0033785304462135013
2022-02-02,0.00971391974960123,0.004856959874800615,0.00971391974960123,0.004856959874800615
2022-02-03,-0.023504955911496594,-0.011752477955748297,-0.023504955911496594,-0.011752477955748297
2022-02-04,0.004702188566932053,0.0023510942834660264,0.004702188566932053,0.0023510942834660264
2022-02-07,-0.003209162237134522,-0.001604581118567261,-0.003209162237134522,-0.001604581118567261
2022-02-08,0.008227716624917614,0.004113858312458807,0.008227716624917614,0.004113858312458807
2022-02-09,0.014636189008047529,0.007318094504023764,0.014636189008047529,0.007318094504023764
2022-02-10,-0.017965552854852906,-0.008982776427426453,-0.017965552854852906,-0.008982776427426453
2022-02-11,-0.019718784644868648,-0.009859392322434324,-0.019718784644868648,-0.009859392322434324
2022-02-14,-0.0032691982124475327,-0.0016345991062237664,-0.0032691982124475327,-0.0016345991062237664
2022-02-15,0.01612666473800939,0.008063332369004694,0.01612666473800939,0.008063332369004694
2022-02-16,0.0011208442881431857,0.0005604221440715929,0.0011208442881431857,0.0005604221440715929
2022-02-17,-0.0213613688487142,-0.0106806844243571,-0.0213613688487142,-0.0106806844243571
2022-02-18,-0.006475198010150285,-0.0032375990050751424,-0.006475198010150285,-0.0032375990050751424
2022-02-22,-0.010731608467307363,-0.0053658042336536815,-0.010731608467307363,-0.0053658042336536815
2022-02-23,-0.0177385662595817,-0.00886928312979085,-0.0177385662595817,-0.00886928312979085
2022-02-24,0.015049113346879306,0.007524556673439653,0.015049113346879306,0.007524556673439653
2022-02-25,0.02206402247960093,0.011032011239800465,0.02206402247960093,0.011032011239800465
2022-02-28,-0.0025584756155916377,-0.0012792378077958189,-0.0025584756155916377,-0.0012792378077958189
2022-03-01,-0.015230266265339187,-0.007615133132669594,-0.015230266265339187,-0.007615133132669594
2022-03-02,0.018396149545485185,0.009198074772742593,0.018396149545485185,0.009198074772742593
2022-03-03,-0.004978492995955985,-0.0024892464979779927,-0.004978492995955985,-0.0024892464979779927
2022-03-04,-0.00812462620935539,-0.004062313104677695,-0.00812462620935539,-0.004062313104677695
2022-03-07,-0.029479057915149265,-0.014739528957574632,-0.029479057915149265,-0.014739528957574632
2022-03-08,-0.007581835618707844,-0.007681835618707844,-0.007581835618707844,-0.007681835618707844
2022-03-09,0.026810813297812652,0.026810813297812652,0.026810813297812652,0.026810813297812652
2022-03-10,-0.004515409249409852,-0.004515409249409852,-0.004515409249409852,-0.004515409249409852
2022-03-11,-0.012715198575327213,-0.012715198575327213,-0.012715198575327213,-0.012715198575327213
2022-03-14,-0.007308213027667376,-0.007308213027667376,-0.007308213027667376,-0.007308213027667376
2022-03-15,0.021990393700335398,0.021990393700335398,0.021990393700335398,0.021990393700335398
2022-03-16,0.022174220279877588,0.010987110139938795,0.022174220279877588,0.010987110139938795
2022-03-17,0.01251108932399414,0.00625554466199707,0.01251108932399414,0.00625554466199707
2022-03-18,0.010952665532453665,0.005476332766226832,0.010952665532453665,0.005476332766226832
2022-03-21,-0.0002925246458543862,-0.0001462623229271931,-0.0002925246458543862,-0.0001462623229271931
2022-03-22,0.011701361639116614,0.005850680819558307,0.011701361639116614,0.005850680819558307
2022-03-23,-0.01287844334486321,-0.006439221672431605,-0.01287844334486321,-0.006439221672431605
2022-03-24,0.015074275171959028,0.014974275171959029,0.015074275171959028,0.014974275171959029
2022-03-25,0.004883823069871562,0.0023419115349357813,0.004883823069871562,0.0023419115349357813
2022-03-28,0.00711295357163344,0.00701295357163344,0.00711295357163344,0.00701295357163344
2022-03-29,0.012370913346520851,0.012370913346520851,0.012370913346520851,0.012370913346520851
