,actual_future_index_var_21d,M0_index_rv,M1_index_rv_dispersion,M2_index_rv_corr,M3_index_rv_disp_corr,M4_vix_index_rv,M5_vix_index_rv_disp_corr
2022-02-24,0.05774299235206806,0.027201670491735736,0.03771889804195454,0.030949926131135164,0.0389103012773689,0.04758074989100035,0.06755283803197092
2022-02-25,0.05263031718485601,0.02877991871311118,0.03918675315045644,0.03220769637471908,0.04014416396281838,0.039315379556614405,0.05416917475626868
2022-02-28,0.054365576046549555,0.02874588918523023,0.03892174869159647,0.03226013923642511,0.039953613260848515,0.04699106844191492,0.06504674869132611
2022-03-01,0.05199941099943509,0.02756160756321136,0.03595405828376911,0.0309267183215048,0.03706161206407983,0.05753195787276509,0.07731432314323265
2022-03-02,0.05089905936515365,0.027629707798940237,0.035202602357684125,0.030775166600720934,0.036240406161273206,0.04893601180913427,0.06320235501734406
2022-03-03,0.05069626801930271,0.02758198350100554,0.03465151307685426,0.030640927043692597,0.035678524345487427,0.048119340771269066,0.06102886373498954
2022-03-04,0.05077081497996432,0.027511809091929514,0.03446684752925182,0.030636580338937527,0.03554275880673974,0.052994824551134405,0.06731406656239396
2022-03-07,0.041965761539653236,0.028633944300615683,0.028295501831387116,0.026942104035146824,0.02742913080742244,0.06876137564917476,0.07820674968799789
2022-03-08,0.04248260159508769,0.028766325119345102,0.02729039033899905,0.025998548488189957,0.026019671230539734,0.0637437006277512,0.07125127921095756
2022-03-09,0.03438564078189044,0.030962849163740376,0.029615858455027597,0.02779042298218471,0.028108938998177516,0.054166807797555866,0.06039629551914277
2022-03-10,0.034225891486662094,0.030824754742746013,0.029880343263344232,0.028144796484031127,0.02857589610927329,0.0469726675742892,0.051662709000099824
2022-03-11,0.03582747032637215,0.03068373350607591,0.029536948737278433,0.027936771644020645,0.02822920589563872,0.04857719428072169,0.053254924516915735
2022-03-14,0.035347209507133236,0.0298306553036095,0.02930882181607866,0.027951513522532185,0.02837413278995058,0.051869689515213924,0.05705272082685594
2022-03-15,0.03122575232517267,0.030079775027936004,0.029993218449741475,0.02855062368255499,0.029185782643253996,0.04568845557676238,0.0499377852727636
2022-03-16,0.027337596037109935,0.03153024466193744,0.0315995956936377,0.029747127395398636,0.030632654866373246,0.03645363210276778,0.039449224358354476
2022-03-17,0.02548453017571459,0.031216390493363787,0.030964744665564196,0.029328268496537583,0.029986503682416954,0.03377666295408035,0.03601244053296132
2022-03-18,0.027137835660156425,0.03156157427855151,0.03174454886189402,0.02996864328551438,0.03086395682772154,0.029194382998636637,0.030925645274900607
2022-03-21,0.027143412067556237,0.030122447250727602,0.030312299997076367,0.029005102341884022,0.029688715106781356,0.028419845671884797,0.029717704218558478
2022-03-22,0.028243314718353348,0.03040889249267376,0.030525488758545872,0.029192387069244267,0.029857947042594972,0.02700505418200262,0.028095017579865527
2022-03-23,0.03551636654184391,0.030565660528600044,0.03013478993914158,0.028904863126665067,0.029303321398686966,0.028499561127902317,0.0295467638269616
2022-03-24,0.03323112745630274,0.030272410672589654,0.030339222021690506,0.029142951150193518,0.02972583001526732,0.024120968721848223,0.02473761248686286
2022-03-25,0.043310473818606775,0.029647320757590814,0.028983946605947893,0.028127655798206468,0.028261396406147932,0.02228030288985674,0.02235191652945006
2022-03-28,0.042802241163454165,0.028273422450932947,0.027715823343687326,0.027230824049964908,0.027233210373812787,0.0198916743350928,0.01959298224869261
2022-03-29,0.04845562755142681,0.02876751569122782,0.028000488008216282,0.02747040119690559,0.0274116562924505,0.018459179584043642,0.01804017084338208
2022-03-30,0.06501076397535774,0.02813116039234505,0.02731180169358619,0.026985526613736037,0.026810562497078347,0.0193533343404165,0.018868497859033277
2022-03-31,0.06255576621920728,0.027850201975646485,0.0273792606856926,0.027128639947492646,0.02705636367388466,0.02192582222348196,0.021619199959998392
2022-04-01,0.0627106806479335,0.027820252533848545,0.027303192667170764,0.027109333197728763,0.026992015389589345,0.020033351435592466,0.019552184929986942
2022-04-04,0.07263636815605255,0.027869230189952583,0.026973413002112874,0.026853895523095476,0.026551899694733743,0.017978730978600324,0.017278059965846512
2022-04-05,0.08641385699608564,0.025270409012331567,0.024100253116058037,0.024522254778846845,0.02385283628231411,0.02310003401185115,0.022251524080435323
2022-04-06,0.08563202492173,0.025463826922625048,0.024644942285805667,0.025071570461616968,0.02453715843510239,0.02551250119859396,0.02485573334233918
2022-04-07,0.09803600146499468,0.022834430977856833,0.021909639536282194,0.02276830569125992,0.021980710287931606,0.024353637417310222,0.023251330162438685
2022-04-08,0.09801389194821304,0.02280677033473842,0.021798104613515844,0.02267636242196733,0.021846313923818195,0.023518807573344708,0.02234400584211785
2022-04-11,0.09752447588196939,0.02338664688677184,0.02245609082007157,0.023287299980507204,0.022511391991097054,0.03112020272282098,0.030351774509848523
2022-04-12,0.09737219628984962,0.023250950955731563,0.022078694567627444,0.02293216986815835,0.022050635505249234,0.030885957108647815,0.029991881235801276
2022-04-13,0.10251443724061096,0.021816067643140948,0.02051036806854129,0.021514983479795916,0.020507154800450938,0.025095029345793402,0.02375432072474058
2022-04-14,0.10082882964127997,0.020370906027693526,0.01923694332977979,0.02040666176215063,0.019383648997055563,0.027204405533781974,0.025778579851047707
2022-04-18,0.10580186109547188,0.01965540282052177,0.01876977976321711,0.020051186206860677,0.019071674480450277,0.026006347779653306,0.024487502793251563
2022-04-19,0.12304098552863822,0.02033672115297262,0.019084510057266656,0.020248116626438467,0.019183709376402278,0.02419019488378289,0.022658132348759605
2022-04-20,0.12348727635141167,0.0203633665625832,0.019416460806125024,0.02066228584223421,0.019678987744857455,0.021910784538464238,0.020349949559756324
2022-04-21,0.12076561851411655,0.02081851171935999,0.020089225474871433,0.021341592579794802,0.02044527430898869,0.02728702025326416,0.02589145662584083
2022-04-22,0.11559987699766759,0.02351781082351004,0.022140739260167457,0.023041574996636737,0.022058375975846048,0.04211046212713077,0.041738411682790015
2022-04-25,0.11590354549277593,0.022738151705196285,0.021313315710485465,0.022305809030833946,0.021259759318706155,0.03873854042504215,0.03795706231001678
2022-04-26,0.10646785368638519,0.026186321543422833,0.023921566508770913,0.02438394787579272,0.023272767545056958,0.05955194012768968,0.06123473101649468
2022-04-27,0.11107028320435561,0.02606129892440212,0.02447999462300474,0.025130125856028983,0.024187719074905408,0.05301991601627306,0.05392748869194832
2022-04-28,0.11066127339084424,0.027872079060873297,0.02795196280984794,0.028236517358842063,0.028137872743165978,0.04776521601432301,0.049459755846232946
2022-04-29,0.09402571467169077,0.03262456146957202,0.033135927402823354,0.03232178168939553,0.03290857352495404,0.05919481515869706,0.06427430635551082
2022-05-02,0.09438498735902627,0.03201597196919972,0.03307435045960717,0.032321239983866,0.033113504105609363,0.05557115323660613,0.060199867679732434
2022-05-03,0.09840431121634763,0.032108962072599556,0.03308171577356962,0.03240594781369511,0.03312652921886695,0.04546431059481228,0.04824490104023114
2022-05-04,0.09089140261136716,0.034779161720305145,0.03517972546866718,0.034100620683573175,0.034762003884812036,0.0342668108653527,0.035551015974285415
2022-05-05,0.07528575927402538,0.03821514490214083,0.03899340331776519,0.03699994542152055,0.038231926337060955,0.051741285279917844,0.05661752833413925
2022-05-06,0.07594923195094257,0.03808027509055276,0.03790024055701056,0.03638299782884465,0.037008531536987306,0.04846941423198827,0.051799915659096384
2022-05-09,0.06467606652847852,0.040988951302742,0.04116232914061871,0.038908003977785086,0.04001397114004704,0.06431109156489258,0.07136290230416742
2022-05-10,0.07156471425606702,0.041024136325872436,0.04095427442959912,0.03893332664176797,0.03983724879057908,0.05792103436644022,0.06320580684493068
2022-05-11,0.0788769318805881,0.04096314117075566,0.041162509912878245,0.03921067249722978,0.04019410647340627,0.05644303517501439,0.06140967223276804
2022-05-12,0.0968434106723854,0.0409859530342224,0.04134824782364474,0.03946920076322126,0.04048781076136126,0.05376216291065233,0.05816307856027638
2022-05-13,0.09025407316999826,0.042210242228397414,0.04286917742763787,0.04069895013563061,0.041974343145224045,0.04436588179348799,0.04747592948500256
2022-05-16,0.09246035400938676,0.041906166678261116,0.04235313589287746,0.040478186271068306,0.041534049037392405,0.04020474840869805,0.042328605325513254
2022-05-17,0.10107811690324753,0.04307949016166476,0.04476729648192675,0.042207578389200015,0.04409126457712831,0.03631568165669968,0.0386256204845046
2022-05-18,0.08081741118694029,0.04681836974899535,0.05132642476200828,0.0465223584521673,0.05061625694437041,0.05129321467810933,0.05899753325110994
2022-05-19,0.08778197140326123,0.0469746119864246,0.0503671949241357,0.04628729769462622,0.049580207415426444,0.0461123754272294,0.05149285894817942
2022-05-20,0.08781921179947537,0.04648631772115066,0.0491832668111511,0.04575910493376493,0.0484647895855222,0.046448258971950374,0.051078207139547624
2022-05-23,0.08483764258159411,0.04547266263748385,0.04942534613810436,0.04577995090944644,0.04912998637454393,0.043556499813266474,0.04820317351544715
2022-05-24,0.09588836183343152,0.045605186058843755,0.050533653581714806,0.04648598448355681,0.050447844320413236,0.04667098493118968,0.05253878047621139
2022-05-25,0.09513562004798938,0.04363256251098016,0.048839957217333856,0.0452770469755673,0.04915748137549513,0.04337807561624183,0.048349341849406015
2022-05-26,0.09555300322881566,0.04472328219964721,0.048824189472471156,0.045734301653775816,0.04890656954920872,0.040804209590747834,0.04440616864689842
2022-05-27,0.08850258077269263,0.044711823778890124,0.04516810401195242,0.043941885900453365,0.044709764207534454,0.03572945375538862,0.036272086732449235
2022-05-31,0.0889211771751763,0.04098637607785218,0.040524276690717495,0.04052086803612909,0.04033590525623194,0.037149273076491095,0.036769678542398515
2022-06-01,0.08945801348321772,0.0411353341964813,0.04006818486909754,0.0403273102941192,0.039775022462225196,0.035798888767592504,0.03494866075637711
2022-06-02,0.08523037098373874,0.04214645245472697,0.04157024423820974,0.04155912353165814,0.04133239013418831,0.033193841908605345,0.03245660038205094
2022-06-03,0.08208087144993398,0.04041840502493556,0.04030331920732239,0.04051467766629208,0.04036616140034881,0.03345066986076634,0.03269503228182213
2022-06-06,0.0846219442081482,0.0365174213404075,0.036062084529165886,0.03710035613510621,0.03641165579320921,0.034263433890882496,0.03288273831517499
2022-06-07,0.08353651330379626,0.03674380430887516,0.03616938904152587,0.037253646028937645,0.036494729090961846,0.031488860233486266,0.029931293373325483
2022-06-08,0.08368657513437215,0.03369656673894625,0.032721729600384136,0.034380438994563604,0.03317642146937212,0.03136474075722305,0.02926092502858611
2022-06-09,0.07768207731790402,0.03566430765550111,0.03442917399301058,0.03591972565971575,0.03469680845085275,0.03728464787330854,0.03538698655956165
2022-06-10,0.06762532156896127,0.03766471586422222,0.035921619016737384,0.037321352315817194,0.035944067988418364,0.04227082888474368,0.04046925569486928
2022-06-13,0.049716692630230035,0.04219693614832096,0.03938303766717568,0.04048833290342513,0.03884597866398809,0.0637621829694044,0.06313549169252078
2022-06-14,0.05390520450638097,0.04060917571263582,0.03769896174423742,0.03915679613264621,0.037303544737701116,0.05879697800600542,0.05725514905106032
2022-06-15,0.05232550153211222,0.04117358590130134,0.03837317941882359,0.03983159565783515,0.038019026777065826,0.04823159118995461,0.046194477744804056
2022-06-16,0.04726208741947721,0.043259648001998274,0.03819457352880391,0.03996554439065281,0.03717101608391139,0.05977344425397066,0.05694792935601351
2022-06-17,0.04769080292191256,0.03826311766478948,0.032489120838274384,0.03471528717628377,0.03146205636579666,0.053238741785105397,0.049157704619666925
2022-06-21,0.041505178751643966,0.040056897857169885,0.03426059386148843,0.03658298964371274,0.033266270426575976,0.050071186691468664,0.045905221282867725
2022-06-22,0.04250833971975218,0.04006886309615718,0.034303985330777276,0.036763865394178384,0.033386844723146944,0.04601206357560529,0.04170047077258266
2022-06-23,0.04138410040901572,0.03931951371275057,0.03333218742510383,0.03593235844920343,0.03241150127795614,0.046316562895821,0.04169909415114125
2022-06-24,0.031328437643163905,0.0420612301789533,0.0343437252646191,0.03702684042455021,0.032894419170082255,0.04069334341636319,0.03576731241326708
2022-06-27,0.03903849138963637,0.04185511778729915,0.03411880454089798,0.036989667345834615,0.03275492758752646,0.03983587572756805,0.03471644521888322
2022-06-28,0.035788416347910884,0.0419501925580724,0.03459436410044162,0.03767528838005895,0.0334492973227331,0.0441277156649672,0.03866592553099089
2022-06-29,0.038294208829227946,0.040208002297263026,0.0337225247750436,0.036939058995532084,0.032930456801257245,0.043472251937601264,0.03803611635451259
2022-06-30,0.03760122109989224,0.04030874151475207,0.03383367297054725,0.0371812369291234,0.03310655134205327,0.04518313100642108,0.03950557331865718
2022-07-01,0.03679866318891492,0.0404370429795608,0.034036632808904045,0.037513305143228384,0.033394363547032326,0.03904700350366387,0.03360685569950241
2022-07-05,0.039653207236344724,0.03936930279479721,0.03326878189446547,0.03683790735311612,0.03277262259061797,0.041537699672082186,0.035851976039665834
2022-07-06,0.03952226495926212,0.038564084498329584,0.03249808955443346,0.03614394026135755,0.03205175893616801,0.03911301310849579,0.033451352790258494
2022-07-07,0.036904612672236714,0.03921688081603266,0.03312370052744737,0.03688726601073932,0.03272137448475038,0.03723346312905389,0.0316294787288947
2022-07-08,0.03691267481898137,0.03893569679302982,0.032812661758303885,0.0366652721929835,0.0324426339549654,0.0332205756181569,0.02784144895298408
2022-07-11,0.03551862030290889,0.038970488335710526,0.033229089409473604,0.03716920640710553,0.03302759823973361,0.03749626509385326,0.03178361947406018
2022-07-12,0.03975543868645573,0.037403582612675734,0.0318097317161508,0.03578303814442287,0.03167630188028439,0.0407683545990805,0.034678218024836255
2022-07-13,0.039422738894316856,0.034665338883319456,0.029450042810686042,0.033370306058695696,0.02942477142659626,0.03934637816991171,0.0332885840737758
2022-07-14,0.04273352627878165,0.029282216429322678,0.025727619256874834,0.02949772250586622,0.0262136970282395,0.03806887541449817,0.03233590213282741
2022-07-15,0.03863867063978267,0.030625161293604358,0.026972114292320055,0.030832575783412742,0.02746755291002245,0.03206561321111566,0.026840212685776486
2022-07-18,0.03785968080212758,0.030136837106215918,0.02646231509448485,0.030326717221948143,0.026952343617595093,0.034973250623783335,0.029426394952805947
2022-07-19,0.02993919946193251,0.02850471697078188,0.025548289851500577,0.029368261417156177,0.02627987903223924,0.03277751781192787,0.027566850611187726
2022-07-20,0.02955592239047326,0.028647979210895513,0.025694585819644664,0.029541300943241245,0.026440701606972317,0.031132444559303307,0.026055257578090227
2022-07-21,0.030520585792433046,0.026542816723995364,0.0235156276323124,0.02726155392127344,0.024183447874797478,0.02913121317671039,0.024106329504244434
2022-07-22,0.03479120152561041,0.026896949215763234,0.024228217672545172,0.028026523401418223,0.025056720611031938,0.028933527446986584,0.024041699173546264
2022-07-25,0.0348439080331145,0.02650975943977934,0.02370332064140675,0.027495500562208328,0.024478117942912807,0.029773056077207122,0.02471591466015299
2022-07-26,0.033266721977188524,0.022752483904105985,0.021361757067971276,0.024853910364639024,0.02253907182945305,0.03323527541633127,0.028396837797321547
2022-07-27,0.027739276101506623,0.02568632703987236,0.024312671989636738,0.027953782025462923,0.025583309273662445,0.029463458102952197,0.025051350089736104
2022-07-28,0.0401043278715736,0.024488636862864496,0.02299392863370769,0.026627854229736164,0.024209139757335785,0.027181653259416516,0.02281841418183532
2022-07-29,0.038118706139035306,0.02542751850224068,0.024334748015569525,0.027931637659079297,0.025707236332693062,0.024809177421194543,0.020908394033594555
2022-08-01,0.03947538509044663,0.025181669880076495,0.0240381496040346,0.02765992701596564,0.025406292513396267,0.02846739374243665,0.024227988146307614
2022-08-02,0.039649718813301475,0.02489342995135567,0.023645936196038844,0.0273030471060084,0.024992995416614733,0.03126538134775005,0.026727289404613105
2022-08-03,0.03687024244291528,0.025948744189969116,0.024291426770749656,0.028088190871774926,0.025546577510050694,0.026303900724801373,0.021983465036091797
2022-08-04,0.03821314544295643,0.025909293402416732,0.024483388423883132,0.028251820328936535,0.02582488314919196,0.02509815457305397,0.02100050831320711
2022-08-05,0.03835030220966502,0.0249573876334939,0.023653346410485356,0.027382402436575373,0.025028415514089658,0.024421397183745044,0.020404716730724547
2022-08-08,0.04213852285217286,0.024968955302193247,0.023947940640794984,0.02762904480287636,0.02542554168109131,0.024755956589261222,0.020862994854431768
2022-08-09,0.04245789299260447,0.024454694489460676,0.023440986340717302,0.027125787715212124,0.024929209220305552,0.025894533918224365,0.021887109904280874
2022-08-10,0.04012477863391629,0.02603413167733429,0.02486444746121512,0.028663545197523333,0.02635613237365538,0.02129658934990548,0.017693898439139964
2022-08-11,0.04149617143784271,0.025923267270937925,0.02486230143592447,0.028655313259568233,0.02640352629346155,0.022316800014846552,0.018665940878141135
2022-08-12,0.06183070893944693,0.027114055502438054,0.025473587084956444,0.02944874723210052,0.026868907699913458,0.02087937988945327,0.017170196020312594
2022-08-15,0.061801847025646,0.025666014733783153,0.0239365786792347,0.027913822068876434,0.02529991267645251,0.02179911131722376,0.01789358103259435
2022-08-16,0.0633204350002725,0.025397231556878466,0.023846054410755203,0.027812915358828065,0.025290270423507226,0.021250166376134236,0.017480864613054464
2022-08-17,0.06341527799969247,0.022322014442196763,0.02130716351968501,0.025048623392806335,0.022870381176523492,0.0216825235484169,0.01802657322447616
2022-08-18,0.06403028796474831,0.022178608907349177,0.020907910606379837,0.02472583478323179,0.022411396826584218,0.020959411325342202,0.01725095976518673
2022-08-19,0.06343321949515329,0.022592012617547293,0.021495118766473142,0.025351700207997777,0.023113688125744485,0.023274087506937085,0.01944121153799242
2022-08-22,0.06183610242649079,0.02430858266368519,0.022404987415753752,0.02649846610135239,0.02381232567082521,0.031137132928922843,0.026129866690875664
2022-08-23,0.06261953626199088,0.024346008901841066,0.02248886925723091,0.026615775057455084,0.02394591827533504,0.031975690254637895,0.02690970814567578
2022-08-24,0.06592303580611691,0.023745352733225086,0.021296722198697375,0.02538774371280783,0.022488033863624572,0.028644542782226782,0.023538107875340986
2022-08-25,0.06475079483929902,0.02148348150932499,0.019032711412292184,0.022891301606938558,0.02010205540288503,0.026058093467436233,0.02115109969301111
2022-08-26,0.05059978551345365,0.026380583143892154,0.022929308319969362,0.027069641834228806,0.023760478833126635,0.036076858057801565,0.029862475682741668
2022-08-29,0.054627771884276595,0.025661149773267236,0.021693099236034158,0.02552292107154343,0.022159684832311493,0.03793731782903324,0.03133265957540172
2022-08-30,0.058513354957095844,0.026180866509919836,0.02197686963851972,0.025761337806263114,0.022332455072934434,0.03796760765718966,0.03131604130591208
2022-08-31,0.06072770780267817,0.026262834440683232,0.02210296257211453,0.02593284206071196,0.022502635161085856,0.03700630159257653,0.030445364334609253
2022-09-01,0.068758569311093,0.02523977286541086,0.021513868854266933,0.025427964685240365,0.022130858285650187,0.03611676433305033,0.02968151767463119
2022-09-02,0.07858506051372974,0.025767859662868584,0.02175839512937498,0.02559302779009605,0.022227675436906673,0.035900356093733425,0.0294480230661192
2022-09-06,0.07847875878607098,0.025842755558907176,0.021752005656270987,0.02553975796521633,0.02217001168565503,0.0401387390229271,0.03318886040702086
2022-09-07,0.07596462897430223,0.02726123971387062,0.022503499550460448,0.026074671440871746,0.022554594979572885,0.033670535563446256,0.027452936571447508
2022-09-08,0.0850594391450017,0.02740134604169541,0.02254962559230074,0.02605851178742331,0.022535152165573745,0.030922214807935416,0.025053989109170574
2022-09-09,0.08291261283629833,0.026576759165496493,0.021855553080273947,0.025249427879989315,0.021833738024993915,0.02880753337150997,0.02325529692171503
2022-09-12,0.0820255499845767,0.027106935494959298,0.022155982048377067,0.0254413714828569,0.021992409296832122,0.03166575422663077,0.025778024450344845
2022-09-13,0.05844027340207062,0.03391596041768146,0.028009382554536506,0.03198848898286567,0.027844866583512224,0.041624149126588475,0.034321381813183525
2022-09-14,0.06640865187074727,0.033930616396090046,0.028005255329992748,0.03201039433565118,0.027849786800698734,0.03829452743749531,0.031327778929059295
2022-09-15,0.07122101680904853,0.03442458740115861,0.028312066255171353,0.0323265647767333,0.028092661616783792,0.03865765080449908,0.03158517323014101
2022-09-16,0.07824233588628779,0.034486043360418155,0.02836810287541123,0.03242190808128361,0.028170301692566856,0.03877909706822811,0.03164797433276144
2022-09-19,0.07916363178467646,0.03471024300960831,0.02854980213631412,0.03264315364695062,0.02835973250292585,0.037227246509563,0.030244654005455323
2022-09-20,0.07817111417828135,0.03456537851831599,0.028184417162421028,0.03216292081476434,0.027853889334615124,0.041462740205520446,0.033901988496542856
2022-09-21,0.07530587419162864,0.03410951715912947,0.027866576924017276,0.03187513980426472,0.027607877079763823,0.04408819106809807,0.03618277048171858
2022-09-22,0.08137036730215612,0.034386385032428926,0.028117033136038777,0.0321943614313183,0.027887939939639884,0.04211374359194053,0.034374840239403036
2022-09-23,0.07971933087574515,0.03543532422143216,0.029098559631747994,0.033353168209590736,0.02894088537821656,0.050573647399101675,0.04177535374029136
2022-09-26,0.08154503750539142,0.03511688373844779,0.028950032388672827,0.03326820308670884,0.028895312936920173,0.05892601653230623,0.04920309744416141
2022-09-27,0.08215300158309097,0.03059052406114092,0.02539026396403976,0.02945654725651229,0.025578359522200354,0.06005997346535471,0.05037855032748947
2022-09-28,0.07794088142357905,0.03197527878551433,0.026607584790713793,0.0308247659922995,0.02681744657748877,0.051458864526204594,0.042556531717618334
2022-09-29,0.07922686862923142,0.033274306179790804,0.027588305393590796,0.031855718210377484,0.027706016617909748,0.05744046058017684,0.04779872793365299
2022-09-30,0.07694309167523988,0.03401583840091533,0.02800185955806928,0.032217961659976896,0.027968766616110887,0.056699494468973974,0.04702245929173688
2022-10-03,0.06902523969921584,0.03652976458817834,0.029288549527100124,0.03327822328732901,0.02867060414593568,0.051410778050585824,0.042069759898176386
2022-10-04,0.06560232924905171,0.03943526785418578,0.03111019787277107,0.03516682687222877,0.03013012547743731,0.04800038823364267,0.03872243283381944
2022-10-05,0.06682263768561703,0.0394361252861952,0.03128947115485041,0.035518118048406086,0.030470994265273468,0.04629794498345122,0.037155528862955214
2022-10-06,0.06798292309792887,0.03874623752852384,0.030994800432722312,0.035336060353073906,0.030387436610885523,0.0530216813582259,0.0430106457757997
2022-10-07,0.059466398563558676,0.04134883299629464,0.03315640335615391,0.03791135693777781,0.03260869254757772,0.05612188085872232,0.04536442968566927
2022-10-10,0.05910889497112742,0.040777578087709494,0.03280128562086015,0.03759688193313656,0.0323610287898123,0.0601406595049257,0.04883771188998145
2022-10-11,0.0638249210284265,0.040553504768682594,0.032971587880290455,0.037948911603551815,0.03278152294578836,0.0646517166514626,0.0527994525830916
2022-10-12,0.09803789171848387,0.033471373920822646,0.027013288624383385,0.030949529586770597,0.026690723733165406,0.0641681800899601,0.05320351682692152
2022-10-13,0.09100868588113582,0.03604131301827911,0.029193280880559374,0.03352553057990517,0.028942699698225424,0.05813994027239287,0.047416066492722654
