mapDate,state,none,d0,d1,d2,d3,d4,valid_start,valid_end,statisticFormatID,release_date,dsci,dsci_delta4w,dsci_delta4w_z
2018-02-13T00:00:00,CA,18.29,81.71,45.71,19.98,0.0,0.0,2018-02-13,2018-02-19,1,2018-02-15,147.39999999999998,87.91999999999999,2.9756692875924466
2018-02-20T00:00:00,CA,8.43,91.57,47.87,19.98,0.0,0.0,2018-02-20,2018-02-26,1,2018-02-22,159.42,92.20999999999998,3.0706818807861387
2018-02-27T00:00:00,CA,8.48,91.52,47.87,19.98,0.0,0.0,2018-02-27,2018-03-05,1,2018-03-01,159.36999999999998,37.39999999999998,1.1227144331912553
2018-03-06T00:00:00,CA,8.48,91.52,47.87,22.4,0.43,0.0,2018-03-06,2018-03-12,1,2018-03-08,162.22,28.5,0.8291987701917337
2018-03-13T00:00:00,CA,11.08,88.92,47.68,22.31,0.43,0.0,2018-03-13,2018-03-19,1,2018-03-15,159.34,11.940000000000026,0.16567514624886706
2018-03-20T00:00:00,CA,11.08,88.92,47.68,22.31,0.43,0.0,2018-03-20,2018-03-26,1,2018-03-22,159.34,-0.07999999999998408,-0.40523371609287173
2018-03-27T00:00:00,CA,22.99,77.01,40.77,12.56,2.5,0.0,2018-03-27,2018-04-02,1,2018-03-29,132.84,-26.529999999999973,-1.6231630247639122
2018-04-03T00:00:00,CA,22.99,77.01,40.9,12.72,2.5,0.0,2018-04-03,2018-04-09,1,2018-04-05,133.13,-29.090000000000003,-1.684671190037461
2018-04-10T00:00:00,CA,33.85,66.15,37.1,13.77,2.5,0.0,2018-04-10,2018-04-16,1,2018-04-12,119.52,-39.82000000000001,-2.078136158308506
2018-04-17T00:00:00,CA,34.1,65.9,37.1,13.77,2.5,0.0,2018-04-17,2018-04-23,1,2018-04-19,119.27,-40.07000000000001,-1.977663589802385
2018-04-24T00:00:00,CA,34.1,65.9,37.1,13.77,2.55,0.0,2018-04-24,2018-04-30,1,2018-04-26,119.32,-13.52000000000001,-0.8229346811997774
2018-05-01T00:00:00,CA,34.1,65.9,37.1,13.99,2.8,0.0,2018-05-01,2018-05-07,1,2018-05-03,119.78999999999999,-13.340000000000003,-0.8008285788330411
2018-05-08T00:00:00,CA,34.19,65.81,37.1,13.99,2.8,0.0,2018-05-08,2018-05-14,1,2018-05-10,119.69999999999999,0.1799999999999926,-0.2550058428351087
2018-05-15T00:00:00,CA,30.49,69.51,37.15,20.83,2.8,0.0,2018-05-15,2018-05-21,1,2018-05-17,130.29,11.019999999999996,0.1709044203048722
2018-05-22T00:00:00,CA,30.49,69.51,37.08,20.75,2.78,0.0,2018-05-22,2018-05-28,1,2018-05-24,130.12,10.800000000000011,0.1540461806800024
2018-05-29T00:00:00,CA,30.49,69.51,37.08,20.75,2.78,0.0,2018-05-29,2018-06-04,1,2018-05-31,130.12,10.330000000000013,0.12752001956798564
2018-06-05T00:00:00,CA,30.39,69.61,37.08,20.75,2.78,0.0,2018-06-05,2018-06-11,1,2018-06-07,130.22,10.52000000000001,0.127260305888485
2018-06-12T00:00:00,CA,30.39,69.61,37.07,20.75,2.77,0.0,2018-06-12,2018-06-18,1,2018-06-14,130.20000000000002,-0.08999999999997499,-0.29851125944666856
2018-06-19T00:00:00,CA,30.37,69.63,37.07,20.75,2.77,0.0,2018-06-19,2018-06-25,1,2018-06-21,130.22,0.09999999999999432,-0.2909536689773974
2018-06-26T00:00:00,CA,14.92,85.08,44.17,20.75,2.77,0.0,2018-06-26,2018-07-02,1,2018-06-28,152.77,22.650000000000006,0.5971297551678593
2018-07-03T00:00:00,CA,14.85,85.15,44.17,20.75,2.77,0.0,2018-07-03,2018-07-09,1,2018-07-05,152.84,22.620000000000005,0.5773549582467196
2018-07-10T00:00:00,CA,14.85,85.15,44.12,20.75,2.77,0.0,2018-07-10,2018-07-16,1,2018-07-12,152.79000000000002,22.590000000000003,0.5578832862995298
2018-07-17T00:00:00,CA,14.85,85.15,44.14,20.75,2.77,0.0,2018-07-17,2018-07-23,1,2018-07-19,152.81000000000003,22.590000000000032,0.5398603595081408
2018-07-24T00:00:00,CA,13.82,86.18,44.73,20.75,2.77,0.0,2018-07-24,2018-07-30,1,2018-07-26,154.43,1.6599999999999966,-0.29505102820040613
2018-07-31T00:00:00,CA,13.84,86.16,44.8,20.75,2.77,0.0,2018-07-31,2018-08-06,1,2018-08-02,154.48,1.6399999999999864,-0.2965888900575835
2018-08-07T00:00:00,CA,13.83,86.17,45.05,20.75,2.77,0.0,2018-08-07,2018-08-13,1,2018-08-09,154.74,1.9499999999999886,-0.2869997518031939
2018-08-14T00:00:00,CA,13.84,86.16,47.19,20.75,2.77,0.0,2018-08-14,2018-08-20,1,2018-08-16,156.87,4.059999999999974,-0.20719816201320929
2018-08-21T00:00:00,CA,13.79,86.21,47.19,20.75,2.77,0.0,2018-08-21,2018-08-27,1,2018-08-23,156.92,2.4899999999999807,-0.2746421410247535
2018-08-28T00:00:00,CA,13.79,86.21,47.58,21.05,2.77,0.0,2018-08-28,2018-09-03,1,2018-08-30,157.61,3.130000000000024,-0.25424169031763066
2018-09-04T00:00:00,CA,13.79,86.21,47.58,22.89,2.77,0.0,2018-09-04,2018-09-10,1,2018-09-06,159.45000000000002,4.710000000000008,-0.19553752714054917
2018-09-11T00:00:00,CA,12.18,87.82,47.97,22.82,4.94,0.0,2018-09-11,2018-09-17,1,2018-09-13,163.54999999999998,6.679999999999978,-0.12258416647541795
2018-09-18T00:00:00,CA,12.18,87.82,47.97,22.82,4.94,0.0,2018-09-18,2018-09-24,1,2018-09-20,163.54999999999998,6.6299999999999955,-0.1297997780767537
2018-09-25T00:00:00,CA,12.18,87.82,47.97,22.82,4.94,0.0,2018-09-25,2018-10-01,1,2018-09-27,163.54999999999998,5.939999999999969,-0.16225442225708292
2018-10-02T00:00:00,CA,12.18,87.82,47.97,22.82,4.93,0.0,2018-10-02,2018-10-08,1,2018-10-04,163.54,4.089999999999975,-0.24015754983924112
2018-10-09T00:00:00,CA,15.16,84.84,47.94,22.77,4.87,0.0,2018-10-09,2018-10-15,1,2018-10-11,160.42000000000002,-3.129999999999967,-0.5293039652298474
2018-10-16T00:00:00,CA,15.16,84.84,47.94,22.77,2.87,0.0,2018-10-16,2018-10-22,1,2018-10-18,158.42000000000002,-5.129999999999967,-0.6054307515397666
2018-10-23T00:00:00,CA,15.16,84.84,47.94,19.3,2.73,0.0,2018-10-23,2018-10-29,1,2018-10-25,154.81,-8.73999999999998,-0.7428058433207965
2018-10-30T00:00:00,CA,15.16,84.84,47.94,19.3,2.73,0.0,2018-10-30,2018-11-05,1,2018-11-01,154.81,-8.72999999999999,-0.7329941493780474
2018-11-06T00:00:00,CA,0.0,100.0,51.92,18.35,2.39,0.0,2018-11-06,2018-11-12,1,2018-11-08,172.66,12.23999999999998,0.09746055168161552
2018-11-13T00:00:00,CA,0.0,100.0,53.2,18.35,2.39,0.0,2018-11-13,2018-11-19,1,2018-11-15,173.93999999999997,15.519999999999953,0.21697022744312142
2018-11-20T00:00:00,CA,0.0,100.0,77.62,18.36,3.78,0.0,2018-11-20,2018-11-26,1,2018-11-22,199.76000000000002,44.95000000000002,1.3624406284297956
2018-11-27T00:00:00,CA,0.0,100.0,83.66,18.33,3.78,0.0,2018-11-27,2018-12-03,1,2018-11-29,205.77,50.96000000000001,1.5410486402573973
2018-12-04T00:00:00,CA,7.77,92.23,79.69,18.34,3.78,0.0,2018-12-04,2018-12-10,1,2018-12-06,194.04000000000002,21.380000000000024,0.36095180357213125
2018-12-11T00:00:00,CA,7.77,92.23,75.17,16.87,2.1,0.0,2018-12-11,2018-12-17,1,2018-12-13,186.37,12.430000000000035,0.018140706510359893
2018-12-18T00:00:00,CA,7.77,92.23,75.17,16.87,2.1,0.0,2018-12-18,2018-12-24,1,2018-12-20,186.37,-13.390000000000015,-0.9499755426074061
2018-12-25T00:00:00,CA,7.77,92.23,75.17,16.25,2.1,0.0,2018-12-25,2018-12-31,1,2018-12-27,185.75,-20.02000000000001,-1.1658371511783308
2019-01-01T00:00:00,CA,7.77,92.23,75.17,14.12,2.1,0.0,2019-01-01,2019-01-07,1,2019-01-03,183.62,-10.420000000000016,-0.7696109090367742
2019-01-08T00:00:00,CA,7.77,92.23,75.17,14.12,1.55,0.0,2019-01-08,2019-01-14,1,2019-01-10,183.07000000000002,-3.299999999999983,-0.487171021192997
2019-01-15T00:00:00,CA,7.77,92.23,75.17,5.54,0.71,0.0,2019-01-15,2019-01-21,1,2019-01-17,173.65,-12.719999999999999,-0.8263152283661248
2019-01-22T00:00:00,CA,7.77,92.23,72.23,3.44,0.71,0.0,2019-01-22,2019-01-28,1,2019-01-24,168.61,-17.139999999999986,-0.9721263669364377
2019-01-29T00:00:00,CA,23.93,76.07,23.66,1.89,0.0,0.0,2019-01-29,2019-02-04,1,2019-01-31,101.61999999999999,-82.00000000000001,-3.2908474848679647
2019-02-05T00:00:00,CA,34.37,65.63,10.55,1.89,0.0,0.0,2019-02-05,2019-02-11,1,2019-02-07,78.07,-105.00000000000003,-3.797202330077882
2019-02-12T00:00:00,CA,36.77,63.23,10.55,1.63,0.0,0.0,2019-02-12,2019-02-18,1,2019-02-14,75.41,-98.24000000000001,-3.199932132773734
2019-02-19T00:00:00,CA,67.07,32.93,3.77,1.36,0.0,0.0,2019-02-19,2019-02-25,1,2019-02-21,38.06,-130.55,-4.022465894867559
2019-02-26T00:00:00,CA,87.17,12.83,2.33,0.0,0.0,0.0,2019-02-26,2019-03-04,1,2019-02-28,15.16,-86.46,-2.3663006053748266
2019-03-05T00:00:00,CA,89.84,10.16,0.6,0.0,0.0,0.0,2019-03-05,2019-03-11,1,2019-03-07,10.76,-67.30999999999999,-1.6778577635907428
2019-03-12T00:00:00,CA,93.42,6.58,0.0,0.0,0.0,0.0,2019-03-12,2019-03-18,1,2019-03-14,6.58,-68.83,-1.6424367458989784
2019-03-19T00:00:00,CA,93.42,6.58,0.0,0.0,0.0,0.0,2019-03-19,2019-03-25,1,2019-03-21,6.58,-31.480000000000004,-0.5550780728992204
2019-03-26T00:00:00,CA,93.42,6.58,0.0,0.0,0.0,0.0,2019-03-26,2019-04-01,1,2019-03-28,6.58,-8.58,0.08047365665610545
2019-04-02T00:00:00,CA,93.42,6.58,0.0,0.0,0.0,0.0,2019-04-02,2019-04-08,1,2019-04-04,6.58,-4.18,0.19022363288188104
2019-04-09T00:00:00,CA,94.03,5.97,0.0,0.0,0.0,0.0,2019-04-09,2019-04-15,1,2019-04-11,5.97,-0.6100000000000003,0.2743430468969582
2019-04-16T00:00:00,CA,94.03,5.97,0.0,0.0,0.0,0.0,2019-04-16,2019-04-22,1,2019-04-18,5.97,-0.6100000000000003,0.25533990952838087
2019-04-23T00:00:00,CA,94.03,5.97,0.0,0.0,0.0,0.0,2019-04-23,2019-04-29,1,2019-04-25,5.97,-0.6100000000000003,0.23612772665572504
2019-04-30T00:00:00,CA,94.03,5.97,0.0,0.0,0.0,0.0,2019-04-30,2019-05-06,1,2019-05-02,5.97,-0.6100000000000003,0.2292336161190205
2019-05-07T00:00:00,CA,94.03,5.97,0.0,0.0,0.0,0.0,2019-05-07,2019-05-13,1,2019-05-09,5.97,0.0,0.23915597836087257
2019-05-14T00:00:00,CA,94.03,5.97,0.0,0.0,0.0,0.0,2019-05-14,2019-05-20,1,2019-05-16,5.97,0.0,0.23925638359239187
2019-05-21T00:00:00,CA,94.03,5.97,0.0,0.0,0.0,0.0,2019-05-21,2019-05-27,1,2019-05-23,5.97,0.0,0.245633482429065
2019-05-28T00:00:00,CA,94.03,5.97,0.0,0.0,0.0,0.0,2019-05-28,2019-06-03,1,2019-05-30,5.97,0.0,0.251917599657161
2019-06-04T00:00:00,CA,95.68,4.32,0.0,0.0,0.0,0.0,2019-06-04,2019-06-10,1,2019-06-06,4.32,-1.6499999999999995,0.21244802756920805
2019-06-11T00:00:00,CA,95.68,4.32,0.0,0.0,0.0,0.0,2019-06-11,2019-06-17,1,2019-06-13,4.32,-1.6499999999999995,0.21945749190833996
2019-06-18T00:00:00,CA,95.68,4.32,0.0,0.0,0.0,0.0,2019-06-18,2019-06-24,1,2019-06-20,4.32,-1.6499999999999995,0.22033199475110185
2019-06-25T00:00:00,CA,95.68,4.32,0.0,0.0,0.0,0.0,2019-06-25,2019-07-01,1,2019-06-27,4.32,-1.6499999999999995,0.22131418081785573
2019-07-02T00:00:00,CA,95.68,4.32,0.0,0.0,0.0,0.0,2019-07-02,2019-07-08,1,2019-07-04,4.32,0.0,0.28198731300774277
2019-07-09T00:00:00,CA,95.68,4.32,0.0,0.0,0.0,0.0,2019-07-09,2019-07-15,1,2019-07-11,4.32,0.0,0.2963288856537534
2019-07-16T00:00:00,CA,95.68,4.32,0.0,0.0,0.0,0.0,2019-07-16,2019-07-22,1,2019-07-18,4.32,0.0,0.31093315865820614
2019-07-23T00:00:00,CA,95.68,4.32,0.0,0.0,0.0,0.0,2019-07-23,2019-07-29,1,2019-07-25,4.32,0.0,0.3258380854770494
2019-07-30T00:00:00,CA,95.68,4.32,0.0,0.0,0.0,0.0,2019-07-30,2019-08-05,1,2019-08-01,4.32,0.0,0.3268550187773339
2019-08-06T00:00:00,CA,95.55,4.45,0.0,0.0,0.0,0.0,2019-08-06,2019-08-12,1,2019-08-08,4.45,0.1299999999999999,0.33157159853075213
2019-08-13T00:00:00,CA,94.07,5.93,0.0,0.0,0.0,0.0,2019-08-13,2019-08-19,1,2019-08-15,5.93,1.6099999999999994,0.3749561415952282
2019-08-20T00:00:00,CA,93.27,6.73,0.0,0.0,0.0,0.0,2019-08-20,2019-08-26,1,2019-08-22,6.73,2.41,0.3993720651983562
2019-08-27T00:00:00,CA,90.94,9.06,1.09,0.0,0.0,0.0,2019-08-27,2019-09-02,1,2019-08-29,10.15,5.83,0.4971442297350733
2019-09-03T00:00:00,CA,90.94,9.06,1.09,0.0,0.0,0.0,2019-09-03,2019-09-09,1,2019-09-05,10.15,5.7,0.49160571921308344
2019-09-10T00:00:00,CA,90.94,9.06,1.09,0.01,0.0,0.0,2019-09-10,2019-09-16,1,2019-09-12,10.16,4.23,0.44896952302895965
2019-09-17T00:00:00,CA,89.61,10.39,2.06,0.0,0.0,0.0,2019-09-17,2019-09-23,1,2019-09-19,12.450000000000001,5.720000000000001,0.49317600380719695
2019-09-24T00:00:00,CA,89.73,10.27,2.06,0.0,0.0,0.0,2019-09-24,2019-09-30,1,2019-09-26,12.33,2.1799999999999997,0.3926568957027465
2019-10-01T00:00:00,CA,95.29,4.71,2.06,0.0,0.0,0.0,2019-10-01,2019-10-07,1,2019-10-03,6.77,-3.380000000000001,0.23608268655028875
2019-10-08T00:00:00,CA,95.29,4.71,2.06,0.0,0.0,0.0,2019-10-08,2019-10-14,1,2019-10-10,6.77,-3.3900000000000006,0.24025252719177553
2019-10-15T00:00:00,CA,85.4,14.6,2.06,0.0,0.0,0.0,2019-10-15,2019-10-21,1,2019-10-17,16.66,4.209999999999999,0.45808238673396795
2019-10-22T00:00:00,CA,82.26,17.74,2.06,0.0,0.0,0.0,2019-10-22,2019-10-28,1,2019-10-24,19.799999999999997,7.469999999999997,0.5453906221072451
2019-10-29T00:00:00,CA,82.26,17.74,2.06,0.0,0.0,0.0,2019-10-29,2019-11-04,1,2019-10-31,19.799999999999997,13.029999999999998,0.693511728212452
2019-11-05T00:00:00,CA,82.26,17.74,2.06,0.0,0.0,0.0,2019-11-05,2019-11-11,1,2019-11-07,19.799999999999997,13.029999999999998,0.6784725441097852
2019-11-12T00:00:00,CA,18.61,81.39,3.57,0.01,0.0,0.0,2019-11-12,2019-11-18,1,2019-11-14,84.97,68.31,2.2464298441927473
2019-11-19T00:00:00,CA,18.55,81.45,3.59,0.01,0.0,0.0,2019-11-19,2019-11-25,1,2019-11-21,85.05000000000001,65.25000000000001,2.043634386437864
2019-11-26T00:00:00,CA,9.22,90.78,3.31,0.01,0.0,0.0,2019-11-26,2019-12-02,1,2019-11-28,94.10000000000001,74.30000000000001,2.237002821822396
2019-12-03T00:00:00,CA,14.74,85.26,0.01,0.0,0.0,0.0,2019-12-03,2019-12-09,1,2019-12-05,85.27000000000001,65.47000000000001,1.9440820865164492
2019-12-10T00:00:00,CA,96.43,3.57,0.0,0.0,0.0,0.0,2019-12-10,2019-12-16,1,2019-12-12,3.57,-81.4,-1.8559547839461452
2019-12-17T00:00:00,CA,96.43,3.57,0.0,0.0,0.0,0.0,2019-12-17,2019-12-23,1,2019-12-19,3.57,-81.48000000000002,-1.7601604715210226
2019-12-24T00:00:00,CA,96.43,3.57,0.0,0.0,0.0,0.0,2019-12-24,2019-12-30,1,2019-12-26,3.57,-90.53000000000002,-1.8950542594812174
2019-12-31T00:00:00,CA,96.43,3.57,0.0,0.0,0.0,0.0,2019-12-31,2020-01-06,1,2020-01-02,3.57,-81.70000000000002,-1.5977098936393597
2020-01-07T00:00:00,CA,96.43,3.57,0.0,0.0,0.0,0.0,2020-01-07,2020-01-13,1,2020-01-09,3.57,0.0,0.31610169208518313
2020-01-14T00:00:00,CA,96.39,3.61,0.0,0.0,0.0,0.0,2020-01-14,2020-01-20,1,2020-01-16,3.61,0.040000000000000036,0.3154436598848358
2020-01-21T00:00:00,CA,96.39,3.61,0.0,0.0,0.0,0.0,2020-01-21,2020-01-27,1,2020-01-23,3.61,0.040000000000000036,0.30960937870324695
2020-01-28T00:00:00,CA,65.72,34.28,0.0,0.0,0.0,0.0,2020-01-28,2020-02-03,1,2020-01-30,34.28,30.71,0.9930226963595365
2020-02-04T00:00:00,CA,65.72,34.28,0.0,0.0,0.0,0.0,2020-02-04,2020-02-10,1,2020-02-06,34.28,30.71,0.958674791662219
2020-02-11T00:00:00,CA,53.85,46.15,9.54,0.0,0.0,0.0,2020-02-11,2020-02-17,1,2020-02-13,55.69,52.08,1.4438185732997124
2020-02-18T00:00:00,CA,40.02,59.98,9.54,0.0,0.0,0.0,2020-02-18,2020-02-24,1,2020-02-20,69.52,65.91,1.751462453934768
2020-02-25T00:00:00,CA,30.26,69.74,23.34,0.0,0.0,0.0,2020-02-25,2020-03-02,1,2020-02-27,93.08,58.8,1.5935705711652879
2020-03-03T00:00:00,CA,30.26,69.74,34.16,0.0,0.0,0.0,2020-03-03,2020-03-09,1,2020-03-05,103.89999999999999,69.61999999999999,1.8533302059310188
2020-03-10T00:00:00,CA,21.5,78.5,48.09,0.0,0.0,0.0,2020-03-10,2020-03-16,1,2020-03-12,126.59,70.9,1.8205556400637977
2020-03-17T00:00:00,CA,24.64,75.36,47.59,1.26,0.0,0.0,2020-03-17,2020-03-23,1,2020-03-19,124.21000000000001,54.69000000000001,1.3201397438220401
2020-03-24T00:00:00,CA,24.86,75.14,40.42,1.3,0.0,0.0,2020-03-24,2020-03-30,1,2020-03-26,116.86,23.78,0.43099265269922
2020-03-31T00:00:00,CA,24.86,75.14,43.31,1.3,0.0,0.0,2020-03-31,2020-04-06,1,2020-04-02,119.75,15.850000000000009,0.1995196906977552
2020-04-07T00:00:00,CA,32.29,67.71,43.31,1.3,0.0,0.0,2020-04-07,2020-04-13,1,2020-04-09,112.32,-14.27000000000001,-0.6270414604290453
2020-04-14T00:00:00,CA,41.8,58.2,35.7,12.83,0.0,0.0,2020-04-14,2020-04-20,1,2020-04-16,106.73,-17.480000000000004,-0.704677935428069
2020-04-21T00:00:00,CA,41.8,58.2,35.7,19.59,4.66,0.0,2020-04-21,2020-04-27,1,2020-04-23,118.15,1.2900000000000063,-0.18804459807748264
2020-04-28T00:00:00,CA,41.8,58.2,41.58,19.59,4.66,0.0,2020-04-28,2020-05-04,1,2020-04-30,124.03,4.280000000000001,-0.10861404498146258
2020-05-05T00:00:00,CA,41.8,58.2,42.87,19.56,3.94,0.0,2020-05-05,2020-05-11,1,2020-05-07,124.57,12.25,0.10335697362568717
2020-05-12T00:00:00,CA,41.8,58.2,46.67,20.84,2.99,0.0,2020-05-12,2020-05-18,1,2020-05-14,128.70000000000002,21.970000000000013,0.3588270571199042
2020-05-19T00:00:00,CA,41.8,58.2,46.67,20.84,2.97,0.0,2020-05-19,2020-05-25,1,2020-05-21,128.68,10.530000000000001,0.039329657828099156
2020-05-26T00:00:00,CA,41.8,58.2,46.67,20.84,2.97,0.0,2020-05-26,2020-06-01,1,2020-05-28,128.68,4.650000000000006,-0.12444322702489372
2020-06-02T00:00:00,CA,41.8,58.2,46.67,20.84,2.97,0.0,2020-06-02,2020-06-08,1,2020-06-04,128.68,4.110000000000014,-0.14145838592913024
2020-06-09T00:00:00,CA,41.79,58.21,46.74,20.84,2.45,0.0,2020-06-09,2020-06-15,1,2020-06-11,128.24,-0.46000000000000796,-0.2677450363815979
2020-06-16T00:00:00,CA,41.79,58.21,46.74,20.84,2.45,0.0,2020-06-16,2020-06-22,1,2020-06-18,128.24,-0.4399999999999977,-0.267870680325587
2020-06-23T00:00:00,CA,41.79,58.21,46.74,20.84,2.45,0.0,2020-06-23,2020-06-29,1,2020-06-25,128.24,-0.4399999999999977,-0.2685470029771157
2020-06-30T00:00:00,CA,41.79,58.21,46.74,20.84,2.45,0.0,2020-06-30,2020-07-06,1,2020-07-02,128.24,-0.4399999999999977,-0.26922368900198396
2020-07-07T00:00:00,CA,41.79,58.21,46.74,20.84,2.45,0.0,2020-07-07,2020-07-13,1,2020-07-09,128.24,0.0,-0.257111032231555
2020-07-14T00:00:00,CA,40.38,59.62,48.19,21.5,2.45,0.0,2020-07-14,2020-07-20,1,2020-07-16,131.76,3.519999999999982,-0.16216751355082637
2020-07-21T00:00:00,CA,40.34,59.66,48.21,21.5,3.04,0.0,2020-07-21,2020-07-27,1,2020-07-23,132.41,4.1699999999999875,-0.14651860903608574
2020-07-28T00:00:00,CA,40.34,59.66,50.38,21.5,3.04,0.0,2020-07-28,2020-08-03,1,2020-07-30,134.57999999999998,6.339999999999975,-0.09016953917133297
2020-08-04T00:00:00,CA,33.74,66.26,50.38,21.5,3.04,0.0,2020-08-04,2020-08-10,1,2020-08-06,141.18,12.939999999999998,0.0847586515908862
2020-08-11T00:00:00,CA,33.74,66.26,50.39,21.72,3.04,0.0,2020-08-11,2020-08-17,1,2020-08-13,141.41,9.650000000000006,-0.010769696798502563
2020-08-18T00:00:00,CA,20.55,79.45,54.22,21.72,3.04,0.0,2020-08-18,2020-08-24,1,2020-08-20,158.43,26.02000000000001,0.4277244201815841
2020-08-25T00:00:00,CA,20.55,79.45,54.38,31.88,3.04,0.0,2020-08-25,2020-08-31,1,2020-08-27,168.75,34.170000000000016,0.6350269969248269
2020-09-01T00:00:00,CA,20.39,79.61,54.38,31.78,3.04,0.0,2020-09-01,2020-09-07,1,2020-09-03,168.81,27.629999999999995,0.44205580927720206
2020-09-08T00:00:00,CA,20.45,79.55,54.18,32.98,3.04,0.0,2020-09-08,2020-09-14,1,2020-09-10,169.74999999999997,28.339999999999975,0.44907904885819167
2020-09-15T00:00:00,CA,15.62,84.38,67.09,35.26,3.17,0.0,2020-09-15,2020-09-21,1,2020-09-17,189.89999999999998,31.46999999999997,0.5199252240521742
2020-09-22T00:00:00,CA,15.62,84.38,67.09,35.27,3.39,0.0,2020-09-22,2020-09-28,1,2020-09-24,190.13,21.379999999999995,0.23544822741651192
2020-09-29T00:00:00,CA,15.35,84.65,67.65,35.62,12.74,0.0,2020-09-29,2020-10-05,1,2020-10-01,200.66000000000003,31.850000000000023,0.5059165810951658
2020-10-06T00:00:00,CA,15.4,84.6,67.54,35.61,12.74,0.0,2020-10-06,2020-10-12,1,2020-10-08,200.49,30.740000000000038,0.4578497838143165
2020-10-13T00:00:00,CA,15.4,84.6,67.54,35.61,12.74,0.0,2020-10-13,2020-10-19,1,2020-10-15,200.49,10.590000000000032,-0.09890585950703672
2020-10-20T00:00:00,CA,15.4,84.6,67.54,35.61,12.74,0.0,2020-10-20,2020-10-26,1,2020-10-22,200.49,10.360000000000014,-0.10841208059352966
2020-10-27T00:00:00,CA,15.4,84.6,67.54,35.61,12.74,0.0,2020-10-27,2020-11-02,1,2020-10-29,200.49,-0.17000000000001592,-0.39196682649634373
2020-11-03T00:00:00,CA,15.48,84.52,67.54,35.61,12.74,0.0,2020-11-03,2020-11-09,1,2020-11-05,200.41000000000003,-0.07999999999998408,-0.3821963076150384
2020-11-10T00:00:00,CA,15.48,84.52,70.91,41.25,15.83,0.0,2020-11-10,2020-11-16,1,2020-11-12,212.51000000000002,12.02000000000001,-0.051762188403084435
2020-11-17T00:00:00,CA,15.61,84.39,70.91,41.25,15.83,0.0,2020-11-17,2020-11-23,1,2020-11-19,212.38000000000002,11.890000000000015,-0.026895285196894516
2020-11-24T00:00:00,CA,3.5,96.5,75.03,48.19,19.36,0.0,2020-11-24,2020-11-30,1,2020-11-26,239.07999999999998,38.589999999999975,0.7450931816916195
2020-12-01T00:00:00,CA,3.46,96.54,75.03,48.19,19.36,0.0,2020-12-01,2020-12-07,1,2020-12-03,239.12,38.70999999999998,0.78703984456479
2020-12-08T00:00:00,CA,0.0,100.0,95.17,66.79,21.3,0.0,2020-12-08,2020-12-14,1,2020-12-10,283.26000000000005,70.75000000000003,1.7482561228346418
2020-12-15T00:00:00,CA,0.0,100.0,95.17,74.35,33.75,1.19,2020-12-15,2020-12-21,1,2020-12-17,304.46,92.07999999999996,2.3912678134580263
2020-12-22T00:00:00,CA,0.0,100.0,95.17,74.34,33.75,1.19,2020-12-22,2020-12-28,1,2020-12-24,304.45,65.37,1.524665024502532
2020-12-29T00:00:00,CA,0.0,100.0,95.17,74.34,33.75,1.19,2020-12-29,2021-01-04,1,2020-12-31,304.45,65.32999999999998,1.5854813789959135
2021-01-05T00:00:00,CA,0.0,100.0,95.2,74.34,33.84,1.19,2021-01-05,2021-01-11,1,2021-01-07,304.57,21.309999999999945,-0.055960350948831755
2021-01-12T00:00:00,CA,0.0,100.0,95.2,79.1,39.5,1.19,2021-01-12,2021-01-18,1,2021-01-14,314.98999999999995,10.529999999999973,-0.4986292246291707
2021-01-19T00:00:00,CA,0.0,100.0,95.2,78.12,39.46,1.19,2021-01-19,2021-01-25,1,2021-01-21,313.96999999999997,9.519999999999982,-0.5496981834918401
2021-01-26T00:00:00,CA,0.0,100.0,95.2,75.74,39.46,3.86,2021-01-26,2021-02-01,1,2021-01-28,314.26,9.810000000000002,-0.5484314063473352
2021-02-02T00:00:00,CA,0.0,100.0,85.99,58.44,31.65,3.75,2021-02-02,2021-02-08,1,2021-02-04,279.83,-24.74000000000001,-1.909487993172637
2021-02-09T00:00:00,CA,0.64,99.36,85.1,57.87,31.41,3.75,2021-02-09,2021-02-15,1,2021-02-11,277.49,-37.49999999999994,-2.2992172821771706
2021-02-16T00:00:00,CA,0.7,99.3,84.88,57.58,30.99,3.75,2021-02-16,2021-02-22,1,2021-02-18,276.5,-37.46999999999997,-2.154493272141738
2021-02-23T00:00:00,CA,0.7,99.3,84.88,56.98,29.54,3.75,2021-02-23,2021-03-01,1,2021-02-25,274.45,-39.81,-2.1369863827724016
2021-03-02T00:00:00,CA,0.75,99.25,90.89,56.98,29.54,3.75,2021-03-02,2021-03-08,1,2021-03-04,280.40999999999997,0.5799999999999841,-0.5716246352431862
2021-03-09T00:00:00,CA,0.75,99.25,90.89,58.59,29.54,3.75,2021-03-09,2021-03-15,1,2021-03-11,282.02,4.529999999999973,-0.395223004476143
2021-03-16T00:00:00,CA,0.78,99.22,90.62,58.59,29.54,3.75,2021-03-16,2021-03-22,1,2021-03-18,281.72,5.220000000000027,-0.33634184399640965
2021-03-23T00:00:00,CA,0.7,99.3,90.66,64.02,31.76,5.36,2021-03-23,2021-03-29,1,2021-03-25,291.09999999999997,16.649999999999977,0.14981028736807803
