Date,LAND,FPI,WY,RYN,PHO,CGW,FIW,SPY,TIP,DBC
2015-01-02,6.483864784240723,6.4903035163879395,23.103981018066406,16.202075958251953,24.32535743713379,23.236637115478516,30.85670280456543,169.68785095214844,82.31841278076172,15.412325859069824
2015-01-05,6.290778636932373,6.429930210113525,23.103981018066406,16.31144142150879,23.682729721069336,22.67982292175293,30.04591178894043,166.62338256835938,82.38416290283203,15.192510604858398
2015-01-06,6.353060722351074,6.309179306030273,23.078388214111328,16.196327209472656,23.437023162841797,22.530231475830078,29.622072219848633,165.05389404296875,82.39141845703125,15.048789978027344
2015-01-07,6.502543926239014,6.520493030548096,23.148773193359375,16.340221405029297,23.550430297851562,22.74631118774414,29.769493103027344,167.1106719970703,82.4571533203125,14.955790519714355
2015-01-08,6.595968723297119,6.484265327453613,23.398292541503906,16.386259078979492,23.956790924072266,22.92914581298828,30.303876876831055,170.0760955810547,82.32569122314453,15.014970779418945
2015-01-09,6.539913654327393,6.52652645111084,23.36631202697754,16.44382095336914,23.74888038635254,22.895902633666992,29.98140525817871,168.71315002441406,82.57398986816406,14.989609718322754
2015-01-12,6.434031963348389,6.550678730010986,23.398292541503906,16.570444107055664,23.493724822998047,22.82110595703125,29.539146423339844,167.39154052734375,82.55209350585938,14.65988826751709
2015-01-13,6.6333441734313965,6.520493030548096,23.47507667541504,16.66253089904785,23.408668518066406,22.846036911010742,29.474647521972656,166.9207305908203,82.42064666748047,14.600707054138184
2015-01-14,6.751684188842773,6.4027581214904785,23.315128326416016,16.622241973876953,23.2763671875,22.92914581298828,29.25351905822754,165.91299438476562,82.909912109375,14.761338233947754
2015-01-15,6.60219669342041,6.508416652679443,23.27033042907715,16.282657623291016,22.983400344848633,22.887590408325195,28.7559757232666,164.3931427001953,83.56709289550781,14.558436393737793
2015-01-16,6.608431339263916,6.508416652679443,23.436687469482422,16.518644332885742,23.144060134887695,23.037181854248047,29.124523162841797,166.54896545410156,83.09976196289062,14.837430000305176
2015-01-20,6.60219669342041,6.550678730010986,22.976016998291016,16.294172286987305,23.087364196777344,23.120288848876953,29.00474739074707,166.90419006347656,83.29692077636719,14.634523391723633
2015-01-21,6.499089241027832,6.411816596984863,22.822452545166016,16.397764205932617,23.295259475708008,23.20339584350586,29.078458786010742,167.74668884277344,82.95369720458984,14.727524757385254
2015-01-22,6.542835712432861,6.496341705322266,23.340717315673828,16.783397674560547,23.62602996826172,23.38623046875,29.520713806152344,170.24130249023438,82.97563934326172,14.710614204406738
2015-01-23,6.636572360992432,6.411816596984863,23.059188842773438,16.835201263427734,23.38032341003418,23.136911392211914,29.290372848510742,169.30789184570312,83.47944641113281,14.617618560791016
2015-01-26,6.767805576324463,6.574827671051025,23.110368728637695,17.030895233154297,23.569334030151367,23.29481315612793,29.336441040039062,169.704345703125,83.34070587158203,14.566888809204102
2015-01-27,6.805299758911133,6.460115432739258,22.976016998291016,16.904268264770508,23.484272003173828,23.286502838134766,29.25351905822754,167.4658966064453,83.6036376953125,14.642979621887207
2015-01-28,6.749053001403809,6.484265327453613,22.758474349975586,16.846708297729492,23.125154495239258,23.05380630493164,28.79283905029297,165.31825256347656,83.92491912841797,14.431620597839355
2015-01-29,6.674067497253418,6.550678730010986,22.656105041503906,16.898515701293945,23.45591926574707,23.344676971435547,29.19823455810547,166.8463897705078,83.8299789428711,14.363984107971191
2015-01-30,6.530334949493408,6.435966491699219,22.937623977661133,16.892759323120117,23.068458557128906,22.92914581298828,28.76519012451172,164.74830627441406,84.43609619140625,14.710614204406738
2015-02-02,6.59907865524292,6.484265327453613,22.547346115112305,16.950315475463867,23.45591926574707,23.136911392211914,29.142953872680664,166.78855895996094,84.377685546875,14.913517951965332
2015-02-03,6.617826461791992,6.405778408050537,22.758474349975586,17.08844566345215,23.871746063232422,23.49427032470703,29.870830535888672,169.20046997070312,83.99064636230469,15.327783584594727
2015-02-04,6.674067497253418,6.460115432739258,22.579320907592773,16.984853744506836,23.370866775512695,23.087047576904297,29.336441040039062,168.5561981201172,84.1658706665039,14.989609718322754
2015-02-05,6.624073028564453,6.484265327453613,22.7200870513916,17.192049026489258,23.65437889099121,23.40285301208496,29.695777893066406,170.25779724121094,83.80074310302734,15.192510604858398
2015-02-06,6.661566257476807,6.460115432739258,22.310598373413086,17.042402267456055,23.550430297851562,23.103666305541992,29.456220626831055,169.78697204589844,83.14354705810547,15.234785079956055
2015-02-09,6.624073028564453,6.454078674316406,22.29780387878418,16.944557189941406,23.522075653076172,22.945768356323242,29.557575225830078,169.0270538330078,82.9975357055664,15.386963844299316
2015-02-10,6.617826461791992,6.411816596984863,22.534543991088867,17.076942443847656,23.569334030151367,23.070425033569336,29.539146423339844,170.82777404785156,82.72006225585938,15.192510604858398
2015-02-11,6.592823505401611,6.411816596984863,22.4577579498291,17.00786781311035,23.446470260620117,23.120288848876953,29.345657348632812,170.92684936523438,82.56668853759766,15.074152946472168
2015-02-12,6.561581611633301,6.755953311920166,22.752079010009766,16.789154052734375,23.69217872619629,23.38623046875,29.686569213867188,172.57064819335938,82.43524932861328,15.302420616149902
2015-02-13,6.696388244628906,6.8525519371032715,22.72648048400879,16.12725830078125,23.90009117126465,23.369611740112305,29.8524112701416,173.28099060058594,82.26730346679688,15.471506118774414
2015-02-17,6.627416610717773,6.6291656494140625,22.400177001953125,15.712852478027344,23.852832794189453,23.369611740112305,29.741844177246094,173.55360412597656,81.85101318359375,15.479962348937988
2015-02-18,6.66503381729126,6.6291656494140625,22.688098907470703,15.747387886047363,23.947341918945312,23.49427032470703,29.953760147094727,173.57009887695312,82.19427490234375,15.293967247009277
2015-02-19,6.627416610717773,6.774068832397461,22.496156692504883,15.574719429016113,23.994598388671875,23.419477462768555,29.990610122680664,173.44619750976562,82.12855529785156,15.243242263793945
2015-02-20,6.64622688293457,6.798215389251709,22.707286834716797,15.620760917663574,23.985137939453125,23.66048240661621,29.99983024597168,174.48699951171875,82.13585662841797,15.184059143066406
2015-02-23,6.80924654006958,6.8102898597717285,22.86085319519043,15.661050796508789,23.994598388671875,23.61061668395996,29.99983024597168,174.46221923828125,82.2892074584961,15.082608222961426
2015-02-24,6.815519332885742,6.822364807128906,22.483356475830078,15.540190696716309,24.1363525390625,23.8017635345459,30.220951080322266,174.95779418945312,82.78577423095703,15.09106159210205
2015-02-25,7.185454845428467,6.731802940368652,22.541418075561523,15.643786430358887,24.060752868652344,23.776832580566406,30.165679931640625,174.8091278076172,82.9244613647461,15.319331169128418
2015-02-26,7.197990894317627,6.761991024017334,22.6381893157959,15.59774398803711,24.060752868652344,23.60230827331543,30.220951080322266,174.60263061523438,82.86609649658203,15.192510604858398
2015-02-27,7.467597484588623,6.768028259277344,22.651094436645508,15.776167869567871,23.985137939453125,23.593997955322266,30.15645980834961,174.00790405273438,83.34805297851562,15.361600875854492
2015-03-02,7.36100959777832,6.798215389251709,22.70915412902832,15.891273498535156,24.11745262145996,23.593997955322266,30.285449981689453,175.10650634765625,82.66890716552734,15.1417875289917
2015-03-03,7.216801166534424,6.8465166091918945,22.457550048828125,15.833723068237305,23.956790924072266,23.461029052734375,30.01826286315918,174.38792419433594,82.78577423095703,15.234785079956055
2015-03-04,7.022427558898926,6.84047794342041,22.109169006347656,15.684081077575684,23.758331298828125,23.24494743347168,29.71420669555664,173.65274047851562,82.86609649658203,15.099517822265625
2015-03-05,7.060052394866943,6.725766181945801,22.018848419189453,15.661050796508789,23.758331298828125,23.36130142211914,29.695777893066406,173.8426971435547,82.72006225585938,15.040335655212402
2015-03-06,7.034965991973877,6.689540863037109,21.309185028076172,15.557449340820312,23.34252166748047,23.003938674926758,29.152172088623047,171.39767456054688,81.76342010498047,14.854339599609375
2015-03-09,7.060052394866943,6.653316020965576,21.63821029663086,15.61500358581543,23.418119430541992,23.06211280822754,29.179805755615234,172.10809326171875,81.63926696777344,14.812067985534668
2015-03-10,6.853141784667969,6.556715965270996,21.444669723510742,15.563210487365723,23.087364196777344,22.68813705444336,28.811264038085938,169.31613159179688,81.73421478271484,14.617618560791016
2015-03-11,6.984806060791016,6.580865383148193,21.541440963745117,15.557449340820312,23.077909469604492,22.72138023376465,28.72833251953125,168.919677734375,81.87299346923828,14.693703651428223
2015-03-12,6.997348785400391,6.44804048538208,21.767240524291992,15.517165184020996,23.503173828125,22.9706974029541,29.244304656982422,171.06732177734375,81.69041442871094,14.626069068908691
2015-03-13,7.110209941864014,6.768028259277344,21.328542709350586,15.308019638061523,23.266916275024414,22.779550552368164,28.967897415161133,170.0182647705078,81.42755126953125,14.330166816711426
2015-03-16,7.09140157699585,6.5144548416137695,21.72852897644043,15.627537727355957,23.522075653076172,22.97900390625,29.060028076171875,172.2898406982422,81.54437255859375,14.313260078430176
2015-03-17,7.129015922546387,6.64124059677124,21.586593627929688,15.592682838439941,23.540969848632812,23.070425033569336,29.023174285888672,171.7776336669922,81.62469482421875,14.21180534362793
2015-03-18,7.201346397399902,6.611051559448242,22.01239013671875,15.807631492614746,23.947341918945312,23.61061668395996,29.483861923217773,173.8426971435547,82.87339782714844,14.600707054138184
2015-03-19,7.2642388343811035,6.6291656494140625,21.864017486572266,15.755358695983887,23.72998809814453,23.40285301208496,29.354873657226562,173.04969787597656,82.82230377197266,14.355530738830566
2015-03-20,7.390024185180664,6.623127460479736,22.23174285888672,15.941258430480957,24.004045486450195,23.685415267944336,29.686569213867188,174.5772247314453,83.07054138183594,14.549981117248535
2015-03-23,7.603865623474121,6.822364807128906,22.180137634277344,15.86573314666748,23.928443908691406,23.726966857910156,29.622072219848633,174.23703002929688,83.03401184082031,14.719067573547363
2015-03-24,7.6730475425720215,6.8525519371032715,22.128528594970703,15.888973236083984,23.796138763427734,23.693723678588867,29.474647521972656,173.25794982910156,83.4356689453125,14.600707054138184
2015-03-25,7.478081226348877,7.094052791595459,21.47047233581543,15.662397384643555,23.474821090698242,23.53582191467285,29.1027889251709,170.71913146972656,83.41372680664062,14.642979621887207
2015-03-26,7.559841632843018,6.731802940368652,21.328542709350586,15.610116004943848,23.35196304321289,23.43609619140625,28.955154418945312,170.3125457763672,82.96830749511719,14.820520401000977
2015-03-27,7.534686088562012,6.864627361297607,21.32208251953125,15.685641288757324,23.408668518066406,23.53582191467285,28.93669891357422,170.70254516601562,83.0048599243164,14.524617195129395
2015-03-30,7.55355167388916,7.002482891082764,21.399505615234375,15.644969940185547,23.62602996826172,23.60230827331543,29.23197364807129,172.7850341796875,82.75658416748047,14.600707054138184
2015-03-31,7.578705787658691,7.161076545715332,21.386606216430664,15.662397384643555,23.531524658203125,23.42778205871582,29.167381286621094,171.2749786376953,82.9464111328125,14.431620597839355
2015-04-01,7.66676139831543,7.154975891113281,21.19951057434082,15.342880249023438,23.540969848632812,23.56906509399414,29.268877029418945,170.66932678222656,83.58902740478516,14.693703651428223
2015-04-02,7.610156059265137,7.246470928192139,21.05756950378418,15.366118431091309,23.71108627319336,23.826698303222656,29.518020629882812,171.2832794189453,83.28231048583984,14.617618560791016
2015-04-06,7.629023551940918,7.19767427444458,20.97370719909668,15.557825088500977,24.05130386352539,24.08432960510254,29.97014808654785,172.43653869628906,83.61089324951172,14.803610801696777
2015-04-07,7.5849995613098145,7.173273086547852,20.741456985473633,15.418400764465332,23.83393669128418,24.026151657104492,29.79483413696289,171.98020935058594,83.79345703125,14.8797025680542
2015-04-08,7.616448402404785,7.100077152252197,20.876943588256836,15.412596702575684,23.65437889099121,24.134191513061523,29.554929733276367,172.56105041503906,83.58902740478516,14.592252731323242
2015-04-09,7.691915988922119,7.026880741119385,20.747909545898438,15.273164749145508,23.616579055786133,24.159120559692383,29.45342254638672,173.3243408203125,83.28961181640625,14.592252731323242
2015-04-10,7.647892475128174,7.057379722595215,20.805973052978516,15.308019638061523,23.663837432861328,24.225610733032227,29.518020629882812,174.27020263671875,83.20929718017578,14.744430541992188
2015-04-13,7.647892475128174,7.0512800216674805,20.77371597290039,15.319637298583984,23.540969848632812,24.159120559692383,29.490331649780273,173.48199462890625,83.23118591308594,14.676797866821289
2015-04-14,7.66676139831543,7.081775665283203,20.638235092163086,15.319637298583984,23.69217872619629,24.242229461669922,29.601062774658203,173.81385803222656,83.45026397705078,14.744430541992188
2015-04-15,7.730286121368408,7.081775665283203,20.657590866088867,15.261548042297363,24.03239631652832,24.408443450927734,29.905559539794922,174.59378051757812,83.70584869384766,15.040335655212402
2015-04-16,7.717075824737549,7.191572666168213,20.741456985473633,15.31382942199707,23.966243743896484,24.49155044555664,29.85019302368164,174.5439910888672,83.80074310302734,15.200968742370605
2015-04-17,7.671165466308594,7.319668769836426,20.354372024536133,15.308019638061523,23.65437889099121,24.283782958984375,29.481107711791992,172.5361328125,84.33380126953125,15.167150497436523
2015-04-20,7.735944747924805,7.258670806884766,20.47049903869629,15.360302925109863,23.843381881713867,24.38351058959961,29.79483413696289,174.11253356933594,84.10749053955078,15.099517822265625
2015-04-21,7.735944747924805,7.3806633949279785,20.39307975769043,15.31382942199707,23.616579055786133,24.38351058959961,29.434965133666992,173.9051513671875,83.80809783935547,14.989609718322754
