market,n_stocks,n_converged,canonical_theta_eav,canonical_theta_rel,canonical_loglik,k1216_refined_theta_eav,k1216_refined_theta_rel,k1216_refined_loglik,k1216_refined_source,k1216_lbfgs_theta_eav,k1216_lbfgs_theta_rel,k1216_lbfgs_loglik,k1216_lbfgs_basin,k1216_hessian_se,k1216_hessian_t,k1216_hac_se,k1216_hac_t,ll_gap_refined_vs_canonical,ll_gap_lbfgs_vs_canonical,lr_stat_refined,theta_shift_pct,max_sens_delta_pct,basin_A_frac,basin_B_frac,per_market_verdict
BR,10,79,0.0012197680158810035,1.8867051764666627,72213.521794478,0.0017400602491512006,2.6914795573371695,72286.35047606239,Nelder-Mead,0.0009884216403856115,1.5288646703039415,72009.42465828283,B,9.563034894242123e-05,10.335857301751952,0.000305057228640459,3.2401187304778376,72.82868158438941,-204.09713619516697,145.65736316877883,42.65501525668427,76.04432946979524,0.22784810126582278,0.7721518987341772,FRAGILE
IN,10,80,0.0003248424792393939,1.1696466686763913,81844.51274325821,0.0008545671405587751,3.077004003464291,82049.89162776791,Nelder-Mead,0.0007729634069329463,2.783176867892327,81947.32125580595,B,6.611716436714536e-05,11.690813033673352,0.00011739899421010307,6.584071798346182,205.37888450970058,102.80851254773734,410.75776901940117,163.0712407317267,10.557257031044397,0.6125,0.3875,FRAGILE
MX,10,64,0.0004150143389998145,1.201736655088948,75932.05896819591,0.0006371959914909641,1.8450971628977357,76105.69344592794,Nelder-Mead,0.0005378886620818873,1.5575378025211932,75951.64505654121,B,4.870310147631601e-05,11.04423837039329,0.00014364082750542348,3.7446781073548054,173.6344777320337,19.586088345298776,347.2689554640674,53.53589782623123,18.4624321741064,0.453125,0.546875,FRAGILE
