converged,theta0,theta_vix,theta_eav,loglik,nit,mean_sigma2,start_seed,start_theta_eav,start_theta0,market,reason,fun
True,1.3424811540590984e-06,1.598938650793141e-08,1.0273821559071131e-05,60485.585949609,0.0,0.0006465069535481589,65,1.0273821559071131e-05,1.3424811540590984e-06,BR,,
True,0.00038760789220865065,4.830685368928763e-07,0.001957112523742268,71981.69580251018,28.0,0.0006465069535481589,66,1.5734348796721628e-06,0.0003112648129978985,BR,,
True,1.286417467996821e-05,-2.1357807362533825e-07,-0.0002445602906226554,63729.24410082728,3.0,0.0006465069535481589,67,2.4391033030946004e-05,1.3130107750595525e-05,BR,,
True,0.00033103667752257656,4.1172419994354835e-07,0.0008593495611304499,71820.03401212876,28.0,0.0006465069535481589,68,6.57379882363098e-05,2.0290430497496525e-05,BR,,
True,0.00035669905212244523,3.8490528579330096e-07,0.0007820032975453592,71780.63119599898,28.0,0.0006465069535481589,69,0.00021602577505474256,3.6847466446205684e-05,BR,,
True,0.00034685282999902267,5.291231942647313e-07,0.001385436817292085,71908.43222059608,31.0,0.0006465069535481589,70,7.405925300661456e-06,1.0655943934962279e-05,BR,,
True,0.0004826328141015681,3.274479129288191e-07,0.0011357404680211794,71966.72758132077,52.0,0.0006465069535481589,71,0.00011320872409775919,4.830097684783433e-06,BR,,
False,,,,,,,72,4.213780405952901e-06,0.00018251401328837167,BR,penalty-trap,10000000000000.0
True,1.2694372301902356e-05,-1.2942987202013694e-06,-0.005242691217451849,64172.104607296045,4.0,0.0006465069535481589,73,5.307089180631442e-06,2.1360445092233017e-05,BR,,
True,0.0003534863035244451,3.8753696718276615e-07,0.0010493195971944306,71848.82329573635,37.0,0.0006465069535481589,74,6.692594053766445e-05,0.00025935828099507867,BR,,
True,3.629511858327026e-06,-4.190312205222286e-07,-0.00040268160376382713,66248.53634843821,3.0,0.0006465069535481589,75,6.205718146120514e-05,3.764158052231611e-06,BR,,
True,0.0002662603998918882,4.210829112945441e-07,0.00032748504073047804,71639.45405244634,18.0,0.0006465069535481589,76,6.946666239296982e-05,0.0001500598668526578,BR,,
True,0.000370827845105558,3.780581295725238e-07,0.0005013554984598523,71678.9958998188,18.0,0.0006465069535481589,77,4.552468274998163e-06,0.00013219277706195317,BR,,
True,0.00046573402265237773,3.060090434350538e-07,0.00020564947164267782,71652.72804081673,7.0,0.0006465069535481589,78,2.5025395338309193e-05,1.3505134382385342e-05,BR,,
False,,,,,,,79,0.00031000513383016225,0.00030337462984444616,BR,penalty-trap,10000000000000.0
False,,,,,,,80,1.2556635361993149e-06,9.722277475356474e-05,BR,penalty-trap,10000000000000.0
False,,,,,,,81,0.0002894418779652185,1.4847685203374897e-05,BR,penalty-trap,10000000000000.0
True,0.00037917738213826067,4.4119931083716125e-07,0.0009884216403856115,72009.42465828283,38.0,0.0006465069535481589,82,3.8683794022516e-06,0.0004927164566141472,BR,,
True,7.019998347553801e-06,-1.0729334298951486e-07,-0.00018538741181570365,65597.74233101161,2.0,0.0006465069535481589,83,4.987739433794366e-05,7.144844120814117e-06,BR,,
True,0.0003181682253388392,3.071975101236002e-07,0.00019423189513786764,71676.8847672767,7.0,0.0006465069535481589,84,0.00010527091859087323,9.460436763375337e-05,BR,,
True,1.3020355714603278e-06,-6.469383720941934e-08,-0.00013056186546850742,65283.61165567821,1.0,0.0006465069535481589,85,1.7756935987663593e-05,1.3171232734986884e-06,BR,,
False,,,,,,,86,4.5861119129164616e-05,4.5826251670455585e-05,BR,penalty-trap,10000000000000.0
True,0.00039078968658612216,5.198987210064047e-07,0.0010280835919410471,71876.03351285601,32.0,0.0006465069535481589,87,2.919314056800821e-06,3.470998975402235e-05,BR,,
True,0.0003897467072755044,4.340162545976417e-07,0.001013763633113308,71970.64377641166,28.0,0.0006465069535481589,88,7.215500931150747e-05,3.6028808893673238e-06,BR,,
True,0.0002876465634108144,4.776788777194892e-07,0.0007535182969453601,71873.14860311414,47.0,0.0006465069535481589,89,9.403051701636171e-05,3.581007535752146e-05,BR,,
True,0.00033638660299909975,4.89452536430782e-07,0.0009223984946593321,71962.33540814044,21.0,0.0006465069535481589,90,2.5089271924175136e-05,1.0113814978847465e-05,BR,,
True,5.808081226529151e-06,3.599822997362209e-07,0.00016266959663909186,69654.14098976618,0.0,0.0006465069535481589,91,0.00016266959663909186,5.808081226529151e-06,BR,,
True,4.185185500842688e-05,-3.721766257830849e-07,8.820745077614727e-06,43985.964317553706,0.0,0.0006465069535481589,92,8.820745077614727e-06,4.185185500842688e-05,BR,,
True,0.0003733730317380012,4.577264391455906e-07,0.0013360408731562048,71980.61408150302,26.0,0.0006465069535481589,93,1.7369619378402427e-05,0.0004568871728161092,BR,,
True,0.0003427973008217026,4.3851294007076076e-07,0.0008791258491075848,71765.51379622753,24.0,0.0006465069535481589,94,8.887438012222839e-05,4.4347040140980115e-06,BR,,
True,0.0003229267708565487,6.863933879565456e-07,0.00036660758204359607,71815.76664820188,24.0,0.0006465069535481589,95,4.077561620074374e-06,2.8931761219032152e-05,BR,,
True,0.0003948179986263202,5.023053342435352e-07,0.0010031757075993348,71690.75517550971,33.0,0.0006465069535481589,96,3.0188021034573273e-05,9.289777646360182e-05,BR,,
False,,,,,,,97,2.5238659584134518e-05,6.60455706229298e-05,BR,penalty-trap,10000000000000.0
True,0.0003275313065044176,4.137416940852618e-07,0.0010014725503822712,71832.3877426596,49.0,0.0006465069535481589,98,1.5662615690206837e-06,0.0003522881213297286,BR,,
True,0.0005267177884905172,3.90665927949041e-07,0.00022530212120556282,71809.7761686166,13.0,0.0006465069535481589,99,2.4079408804083464e-05,2.3214621752418283e-05,BR,,
True,0.00038650441006381393,4.661755957893839e-07,0.0010767217969475304,71849.93624618968,52.0,0.0006465069535481589,100,6.0205092041504755e-06,0.00017930416381399173,BR,,
False,,,,,,,101,0.0001312702360366506,0.0003520188588678058,BR,penalty-trap,10000000000000.0
True,0.0003059157921909034,5.851379560414392e-07,4.4477608396028646e-05,71743.71089115461,8.0,0.0006465069535481589,102,0.00016730570490443045,2.7027837635823884e-06,BR,,
True,6.981080821826704e-06,-2.4190207136603206e-07,3.0991228821275304e-06,63030.65356877961,2.0,0.0006465069535481589,103,3.0991228821275304e-06,6.981080821826704e-06,BR,,
True,0.00038568159925160724,3.049302427724418e-07,0.0008456907201937939,71934.52264127615,24.0,0.0006465069535481589,104,3.8301630798332074e-06,0.00018334170900626996,BR,,
True,0.0003853734240083561,3.1474392667012067e-07,0.0009276254061472293,71855.57372775886,40.0,0.0006465069535481589,105,1.8241892781329906e-06,5.278008220492633e-05,BR,,
False,,,,,,,106,2.144853296930741e-06,0.00044821804182458786,BR,penalty-trap,10000000000000.0
False,,,,,,,107,2.274432821435048e-05,5.628322744529351e-05,BR,penalty-trap,1012800658770.3259
True,0.00033480596930091853,4.2350999755898245e-07,0.0008770274136229037,71926.71908067202,22.0,0.0006465069535481589,108,2.080767527242927e-06,0.00020431565152115977,BR,,
True,0.0003797038978618245,7.35241021508044e-07,0.0006160865585218636,71848.97817841703,17.0,0.0006465069535481589,109,0.00010578712859517219,2.9345669354419315e-05,BR,,
True,0.00040163087043241515,4.443471526545306e-07,0.002075903873864134,71896.5439109769,22.0,0.0006465069535481589,110,8.376818321707503e-05,0.0003246176934073519,BR,,
True,2.55792593785073e-06,-3.4048373377315635e-07,-0.00017919103690362568,65718.42953435206,1.0,0.0006465069535481589,111,2.3205049976671943e-05,2.5985279383115295e-06,BR,,
True,0.00033118774721311976,2.924367848217695e-07,0.00027329052595641994,71654.60445811751,7.0,0.0006465069535481589,112,0.00014308549672577864,2.0621458705792544e-06,BR,,
True,1.5505586275353835e-06,-3.0635149339343304e-07,2.458727174918183e-06,62340.61618010069,0.0,0.0006465069535481589,113,2.458727174918183e-06,1.5505586275353835e-06,BR,,
False,,,,,,,114,1.4780564656567723e-05,9.216130578437284e-05,BR,penalty-trap,10000000000000.0
True,0.00035342088975181694,3.821612713844859e-07,0.0009862156068402702,71672.33782209412,52.0,0.0006465069535481589,115,2.9423611170741504e-05,7.86301782504814e-05,BR,,
True,0.0003258695505126534,6.116472041578155e-07,0.0009441562497544694,71875.72454792296,73.0,0.0006465069535481589,116,0.0003831732133957885,2.9189108289341317e-06,BR,,
False,,,,,,,117,4.269164587611489e-05,0.00022994845390963728,BR,penalty-trap,10000000000000.0
True,0.0003793280765656486,4.209338644129444e-07,0.0016870106476518823,71849.81315184062,24.0,0.0006465069535481589,118,5.611907947569363e-06,0.00032501502193669655,BR,,
True,0.00039822249849568093,2.5944327428031917e-07,0.00016927570112086163,71455.70569391968,4.0,0.0006465069535481589,119,0.0001623692163490094,0.00038094664653968226,BR,,
False,,,,,,,120,4.760577003013484e-06,0.0002014757865645817,BR,penalty-trap,10000000000000.0
False,,,,,,,121,0.00016774659778375335,5.104472709774598e-05,BR,penalty-trap,59808510888.28839
False,,,,,,,122,1.0449346076960052e-05,0.00016888918825203953,BR,penalty-trap,10000000000000.0
True,6.603953341281648e-05,-1.113033832771765e-06,-0.0006316540350675574,68804.34192750545,7.0,0.0006465069535481589,123,3.933187830603986e-06,6.944599605311164e-05,BR,,
True,0.0003015489760048332,3.54573358442332e-07,0.0005622303994310183,71867.00728748672,13.0,0.0006465069535481589,124,0.00041273285479123835,0.00013163597684588354,BR,,
True,0.0001989968983879652,-5.571946851732233e-09,1.1298867881324664e-05,70489.25676877068,0.0,0.0006465069535481589,125,1.1298867881324664e-05,0.0001989968983879652,BR,,
True,0.0003981706722546045,4.925553169780567e-07,0.0011146698041143066,71820.64324951904,34.0,0.0006465069535481589,126,1.5082628639405216e-06,1.0391279915019745e-06,BR,,
True,1.4743323418421124e-06,-2.547880755961691e-07,6.425240452572842e-06,67180.61959708865,3.0,0.0006465069535481589,127,6.425240452572842e-06,1.4743323418421124e-06,BR,,
False,,,,,,,128,1.4797356777949904e-05,6.0131932419393226e-05,BR,penalty-trap,3940055098860.705
False,,,,,,,129,0.0002654728193297839,1.0895780858071537e-05,BR,penalty-trap,10000000000000.0
True,1.672592684576469e-05,-3.702620085970466e-07,6.694635941304203e-06,60482.13220991675,1.0,0.0006465069535481589,130,6.694635941304203e-06,1.672592684576469e-05,BR,,
True,0.0003972790933902223,4.598141315659453e-07,0.0010442627531382699,71987.00484340984,38.0,0.0006465069535481589,131,2.7337181322157968e-05,5.556299879405689e-05,BR,,
True,0.00035669632652350256,7.199503738425569e-07,0.00038372375154912294,71930.03313998037,25.0,0.0006465069535481589,132,0.00010261937871782984,2.425921241714646e-06,BR,,
True,0.0004447034760248533,2.834821429330235e-07,1.6021060478546438e-05,71686.53552543257,6.0,0.0006465069535481589,133,9.417179486886577e-06,0.00042845382322926484,BR,,
True,0.00035001739196700615,4.6307162976037794e-07,0.0009272708735715265,71878.19309774933,32.0,0.0006465069535481589,134,2.942660508500495e-05,0.00041103441346938363,BR,,
False,,,,,,,135,0.0002698392657275998,3.0176079867895775e-05,BR,penalty-trap,10000000000000.0
True,2.207812519776474e-06,-3.771145067192807e-07,2.062426034771145e-06,66234.89817397433,2.0,0.0006465069535481589,136,2.062426034771145e-06,2.207812519776474e-06,BR,,
False,,,,,,,137,1.4201212357874146e-05,0.0002071131221023974,BR,penalty-trap,10000000000000.0
True,0.00034054284702862925,3.7438423953382173e-07,0.0008255958199505498,71631.34250845601,18.0,0.0006465069535481589,138,3.256201408264598e-05,3.5223636167644786e-05,BR,,
True,0.00038705122858252386,4.962094132393553e-07,0.0006365709096723361,71893.30341421103,20.0,0.0006465069535481589,139,2.41452079579852e-06,1.3329979819463694e-05,BR,,
True,0.0002860223101955657,3.938371507217157e-07,0.0007144118014567808,71777.72752280669,21.0,0.0006465069535481589,140,8.098365560894575e-05,6.337040592817813e-05,BR,,
True,0.00030059535025037944,3.7925214780330076e-07,0.0007870383706479209,71925.17320799765,24.0,0.0006465069535481589,141,1.0115441815846046e-06,9.710513307050848e-05,BR,,
True,1.1050023451732931e-06,-2.627370143998156e-07,-0.0004430352471516782,69539.377854281,2.0,0.0006465069535481589,142,5.6037224817874656e-05,1.1485772729783015e-06,BR,,
False,,,,,,,43,1.132554875961837e-06,5.76150766343344e-05,IN,penalty-trap,10000000000000.0
True,2.141907118426978e-06,-9.079795130823791e-08,1.2449818583770718e-05,71373.94688136475,0.0,0.00027772701614838587,44,1.2449818583770718e-05,2.141907118426978e-06,IN,,
True,0.00023977386976157175,2.4466226100979654e-07,0.00019542722407558122,81667.48622628063,9.0,0.00027772701614838587,45,0.00011509834820107835,3.522592869595156e-05,IN,,
False,,,,,,,46,5.4407352746566345e-06,0.00027809858465410546,IN,penalty-trap,10000000000000.0
True,0.00022749950763122168,1.9830432649700263e-07,0.0008462951208104853,81901.58802144624,26.0,0.00027772701614838587,47,1.8009776333784686e-05,0.00010048502217734858,IN,,
True,0.00020071847735974457,1.736048171283324e-07,0.0007267785803795202,81810.78210284174,43.0,0.00027772701614838587,48,2.436308381612445e-05,1.1127313550901642e-05,IN,,
True,0.00021350383378918646,2.236334610512327e-07,0.00013422874563970768,81550.08864259848,8.0,0.00027772701614838587,49,1.1425148807831397e-05,9.535260907994748e-06,IN,,
True,0.000216437454387303,1.426751916724498e-07,6.346311549402898e-05,81639.52731246418,6.0,0.00027772701614838587,50,3.011464190246085e-05,0.00013342285396419502,IN,,
False,,,,,,,51,4.87512056084135e-06,0.00034963952341182495,IN,penalty-trap,10000000000000.0
True,0.0002305309017372556,1.8973707253993432e-07,0.0008440242901391762,81863.79900187321,32.0,0.00027772701614838587,52,2.524832292533634e-05,4.591195063624828e-05,IN,,
True,0.0002465502036443838,1.591769384972185e-07,0.0006810144913635145,81746.26931808182,29.0,0.00027772701614838587,53,7.828929036770207e-06,1.071596840758407e-06,IN,,
True,0.00024677446299386434,1.9912038227820396e-07,0.0008892554068130208,81868.98488277098,50.0,0.00027772701614838587,54,1.6405281277794262e-06,3.9846487727265224e-06,IN,,
True,0.00023064817049212234,1.3031370865225426e-07,2.589349765799867e-05,81414.24857006232,6.0,0.00027772701614838587,55,3.8846528562406475e-06,0.00017628837689328424,IN,,
False,,,,,,,56,0.00044376460756318545,9.115750463865973e-05,IN,penalty-trap,10000000000000.0
True,0.0001762289002823338,1.6846529645365497e-07,0.0003212207830527276,81717.08981083288,24.0,0.00027772701614838587,57,0.0001864079546879464,7.023367761511215e-05,IN,,
True,0.00022376803975402928,1.7134001406946398e-07,9.131123661057466e-05,81560.2548359755,7.0,0.00027772701614838587,58,4.529982639888567e-06,6.8236003171799026e-06,IN,,
True,3.857553441493934e-05,1.223966117042901e-07,2.06836773785462e-06,78698.35846332423,0.0,0.00027772701614838587,59,2.06836773785462e-06,3.857553441493934e-05,IN,,
True,7.502953992022563e-06,-1.7749673259234636e-07,1.4050443529891941e-06,77074.93195683643,4.0,0.00027772701614838587,60,1.4050443529891941e-06,7.502953992022563e-06,IN,,
True,0.00024188230895524137,2.0987104654773284e-07,0.00015641795907122384,81573.13739374137,5.0,0.00027772701614838587,61,6.477316299193317e-05,1.0242947809569076e-05,IN,,
True,0.00019806114724015458,1.748878190868262e-07,0.0007240769949601944,81813.27180578695,54.0,0.00027772701614838587,62,0.00012796135280570512,4.4109979240506425e-05,IN,,
True,0.00018066106112328746,2.1580292281651715e-07,0.0005486675290639917,81637.50780540159,35.0,0.00027772701614838587,63,3.3951059286042443e-06,3.2481600817804704e-05,IN,,
True,0.00033503101388762083,1.1144888017458532e-07,0.0002681923695256463,81483.06333128856,4.0,0.00027772701614838587,64,1.5043602486919662e-06,0.0003519334348616875,IN,,
True,1.3424811540590984e-06,6.840123282460205e-09,1.0273821559071131e-05,69617.14826149985,0.0,0.00027772701614838587,65,1.0273821559071131e-05,1.3424811540590984e-06,IN,,
True,0.00022777802882633307,2.051531685085599e-07,0.0008549032026384018,81918.61970360344,41.0,0.00027772701614838587,66,1.5734348796721628e-06,0.0003112648129978985,IN,,
True,1.3064327712468633e-05,-1.7362208630053347e-07,-3.556430893491618e-06,72409.07734562001,5.0,0.00027772701614838587,67,2.4391033030946004e-05,1.3130107750595525e-05,IN,,
True,0.00020332773435381485,1.9137858791618344e-07,0.000138194206602822,81553.93977450221,4.0,0.00027772701614838587,68,6.57379882363098e-05,2.0290430497496525e-05,IN,,
True,0.0002144276478601913,3.4616078778502253e-07,0.00014204394373024533,81617.009520284,10.0,0.00027772701614838587,69,0.00021602577505474256,3.6847466446205684e-05,IN,,
True,0.00020035563741489142,1.6014592026956237e-07,8.324627095401775e-05,81623.88693827501,6.0,0.00027772701614838587,70,7.405925300661456e-06,1.0655943934962279e-05,IN,,
True,0.0001631379286144143,3.0343146881380357e-07,4.862976426798697e-05,81445.43978646697,12.0,0.00027772701614838587,71,0.00011320872409775919,4.830097684783433e-06,IN,,
False,,,,,,,72,4.213780405952901e-06,0.00018251401328837167,IN,penalty-trap,10000000000000.0
False,,,,,,,73,5.307089180631442e-06,2.1360445092233017e-05,IN,penalty-trap,7668805801.630147
True,0.00024388467570325925,1.3037222624175866e-07,0.0003943202102605889,81889.57730096664,4.0,0.00027772701614838587,74,6.692594053766445e-05,0.00025935828099507867,IN,,
True,2.738173022255876e-06,-2.1317391540217583e-07,-0.0002638533862495938,74644.59296535245,4.0,0.00027772701614838587,75,6.205718146120514e-05,3.764158052231611e-06,IN,,
True,0.0001904968826113851,1.4614248595204084e-07,8.561397266619952e-05,81512.20627852331,3.0,0.00027772701614838587,76,6.946666239296982e-05,0.0001500598668526578,IN,,
True,0.0002200360032289302,1.4529857777353988e-07,4.000262837676496e-05,81505.31473262527,7.0,0.00027772701614838587,77,4.552468274998163e-06,0.00013219277706195317,IN,,
True,0.00025255678078946105,1.4496947395754078e-07,0.0010189370913178761,81721.87299797866,30.0,0.00027772701614838587,78,2.5025395338309193e-05,1.3505134382385342e-05,IN,,
False,,,,,,,79,0.00031000513383016225,0.00030337462984444616,IN,penalty-trap,10000000000000.0
False,,,,,,,80,1.2556635361993149e-06,9.722277475356474e-05,IN,penalty-trap,10000000000000.0
True,1.4143024816737823e-05,-1.7436959808671258e-07,1.2090696406983227e-05,67621.27357816247,2.0,0.00027772701614838587,81,0.0002894418779652185,1.4847685203374897e-05,IN,,
True,0.00047929785704460575,3.1412669913806826e-08,0.00015501438801112638,81324.79776433672,5.0,0.00027772701614838587,82,3.8683794022516e-06,0.0004927164566141472,IN,,
True,6.169560909295931e-06,-4.0253860195140663e-07,-6.422514522015276e-05,74291.73766271023,6.0,0.00027772701614838587,83,4.987739433794366e-05,7.144844120814117e-06,IN,,
True,0.00021734869348511823,2.15324897562876e-07,0.00033074958086238345,81866.84346979758,10.0,0.00027772701614838587,84,0.00010527091859087323,9.460436763375337e-05,IN,,
True,1.3030705891544027e-06,-1.5007175291606957e-08,-4.073436007032885e-05,73657.69709439414,2.0,0.00027772701614838587,85,1.7756935987663593e-05,1.3171232734986884e-06,IN,,
False,,,,,,,86,4.5861119129164616e-05,4.5826251670455585e-05,IN,penalty-trap,3268280409.334562
True,0.000224142220336522,1.604869529017098e-07,7.994433251817863e-05,81602.57542583121,11.0,0.00027772701614838587,87,2.919314056800821e-06,3.470998975402235e-05,IN,,
True,0.00023102299516096606,1.9027318518300103e-07,0.0006688134442575061,81902.71641010437,53.0,0.00027772701614838587,88,7.215500931150747e-05,3.6028808893673238e-06,IN,,
True,0.0002246667197746418,1.8835881316189712e-07,0.00016848812296273364,81705.83177118069,7.0,0.00027772701614838587,89,9.403051701636171e-05,3.581007535752146e-05,IN,,
True,0.0002524326769933256,1.545950692187052e-07,0.0003002998564344879,81831.36291398935,27.0,0.00027772701614838587,90,2.5089271924175136e-05,1.0113814978847465e-05,IN,,
True,5.808081226529151e-06,1.5399735996611731e-07,0.00016266959663909186,78628.90195904466,0.0,0.00027772701614838587,91,0.00016266959663909186,5.808081226529151e-06,IN,,
True,3.9273518191566156e-05,-7.729789799379846e-07,-2.9830149509911203e-05,75249.53264226235,9.0,0.00027772701614838587,92,8.820745077614727e-06,4.185185500842688e-05,IN,,
True,0.00043837320122717813,4.534273652030195e-08,0.00024174285095494695,81375.72722677486,4.0,0.00027772701614838587,93,1.7369619378402427e-05,0.0004568871728161092,IN,,
True,0.00020109133297415116,2.0621586465776413e-07,0.0001663338482355498,81549.62499942632,9.0,0.00027772701614838587,94,8.887438012222839e-05,4.4347040140980115e-06,IN,,
True,2.8931761219032152e-05,1.551446866695176e-07,4.077561620074374e-06,79008.65108416346,0.0,0.00027772701614838587,95,4.077561620074374e-06,2.8931761219032152e-05,IN,,
True,0.00018462564108890158,1.9146858761992993e-07,0.000562500270185827,81823.68330708993,28.0,0.00027772701614838587,96,3.0188021034573273e-05,9.289777646360182e-05,IN,,
True,0.00018542530845940826,1.715283246972643e-07,0.00023443969522372312,81678.61629975693,51.0,0.00027772701614838587,97,2.5238659584134518e-05,6.60455706229298e-05,IN,,
True,0.00019258520690426903,1.8696284779505724e-07,0.00018302769928751127,81744.46048394911,19.0,0.00027772701614838587,98,1.5662615690206837e-06,0.0003522881213297286,IN,,
True,0.00021949925161921934,2.0004679320301049e-07,0.00010238737769924145,81604.90749815467,9.0,0.00027772701614838587,99,2.4079408804083464e-05,2.3214621752418283e-05,IN,,
True,0.00020694921957086233,1.8020826143749028e-07,0.000850192402516268,81847.1425573174,25.0,0.00027772701614838587,100,6.0205092041504755e-06,0.00017930416381399173,IN,,
True,0.00018122046108972977,1.8403513444548038e-07,0.00038383358093404423,81851.92093861598,29.0,0.00027772701614838587,101,0.0001312702360366506,0.0003520188588678058,IN,,
True,0.00020405499550735077,1.8344181576868674e-07,0.0006367144022166477,81818.65036718843,27.0,0.00027772701614838587,102,0.00016730570490443045,2.7027837635823884e-06,IN,,
True,6.8402191988094295e-06,-9.11950770059132e-08,-0.00010917941800310505,71866.25758257923,5.0,0.00027772701614838587,103,3.0991228821275304e-06,6.981080821826704e-06,IN,,
True,0.00020491174253412398,1.8957331395317864e-07,0.0007236861094054073,81865.87141235422,21.0,0.00027772701614838587,104,3.8301630798332074e-06,0.00018334170900626996,IN,,
True,0.0001900824695254099,1.9989573437982108e-07,0.0005441795879432313,81721.46423859193,31.0,0.00027772701614838587,105,1.8241892781329906e-06,5.278008220492633e-05,IN,,
False,,,,,,,106,2.144853296930741e-06,0.00044821804182458786,IN,penalty-trap,10000000000000.0
True,0.00021005225150520017,2.1427870330649688e-07,0.0003645832581799346,81670.81406408266,38.0,0.00027772701614838587,107,2.274432821435048e-05,5.628322744529351e-05,IN,,
True,0.00025549937866791285,1.2510444463943097e-07,2.2852700921737898e-05,81409.90069748946,3.0,0.00027772701614838587,108,2.080767527242927e-06,0.00020431565152115977,IN,,
True,0.00023925559708380505,1.39471367560062e-07,0.0001883299990869747,81573.72016299584,10.0,0.00027772701614838587,109,0.00010578712859517219,2.9345669354419315e-05,IN,,
True,0.00020987932177590662,2.071437265633487e-07,0.0002511615764163053,81791.68103739226,24.0,0.00027772701614838587,110,8.376818321707503e-05,0.0003246176934073519,IN,,
True,2.2278710768610683e-06,-4.6751188089868885e-07,-0.00040701918796338986,76931.66733064495,4.0,0.00027772701614838587,111,2.3205049976671943e-05,2.5985279383115295e-06,IN,,
True,0.00014712671619501562,2.743843214066413e-07,8.35658908812282e-05,81327.12735772147,8.0,0.00027772701614838587,112,0.00014308549672577864,2.0621458705792544e-06,IN,,
True,1.5505586275353835e-06,-1.310545580680927e-07,2.458727174918183e-06,72902.10164107518,2.0,0.00027772701614838587,113,2.458727174918183e-06,1.5505586275353835e-06,IN,,
False,,,,,,,114,1.4780564656567723e-05,9.216130578437284e-05,IN,penalty-trap,10000000000000.0
True,0.00018708385306949666,1.6901119164824308e-07,0.0006719201337275179,81710.82609113805,34.0,0.00027772701614838587,115,2.9423611170741504e-05,7.86301782504814e-05,IN,,
True,0.00019044307413450641,1.7436003610537922e-07,0.0006443224353727974,81780.17171986251,28.0,0.00027772701614838587,116,0.0003831732133957885,2.9189108289341317e-06,IN,,
False,,,,,,,117,4.269164587611489e-05,0.00022994845390963728,IN,penalty-trap,10000000000000.0
