event_date,event_trade_date,event_type,event_label,window,group,control,did_rv,did_downside,group_delta_log_rv,control_delta_log_rv,group_delta_log_downside,control_delta_log_downside,group_delta_return,control_delta_return
2021-01-01,2021-01-04,multi_state_jan,Annual state minimum-wage increases,22,retail,SPY,-0.761017874677794,-1.485995720251494,0.5380733649945912,1.2990912396723853,0.7524965962032928,2.2384923164547867,-0.0010274776523931245,-0.015285679327534218
2021-01-01,2021-01-04,multi_state_jan,Annual state minimum-wage increases,22,retail,XLY,-1.3158110649892407,-1.4009192443512166,0.5380733649945912,1.853884429983832,0.7524965962032928,2.1534158405545094,-0.0010274776523931245,0.024689855464854027
2021-01-01,2021-01-04,multi_state_jan,Annual state minimum-wage increases,22,retail,XLP,-0.08127446307373054,-0.42508039093662475,0.5380733649945912,0.6193478280683218,0.7524965962032928,1.1775769871399175,-0.0010274776523931245,-0.0583102375444291
2021-01-01,2021-01-04,multi_state_jan,Annual state minimum-wage increases,22,retail,low_labor_tech,-0.9079866509897592,-0.6561662975726095,0.5380733649945912,1.4460600159843504,0.7524965962032928,1.4086628937759023,-0.0010274776523931245,-0.0021527500525970744
2021-01-01,2021-01-04,multi_state_jan,Annual state minimum-wage increases,22,wage_sensitive,SPY,-0.6428100852618486,-1.0149713527600701,0.6562811544105367,1.2990912396723853,1.2235209636947166,2.2384923164547867,-0.004412796053168806,-0.015285679327534218
2021-01-01,2021-01-04,multi_state_jan,Annual state minimum-wage increases,22,wage_sensitive,XLY,-1.1976032755732953,-0.9298948768597928,0.6562811544105367,1.853884429983832,1.2235209636947166,2.1534158405545094,-0.004412796053168806,0.024689855464854027
2021-01-01,2021-01-04,multi_state_jan,Annual state minimum-wage increases,22,wage_sensitive,XLP,0.03693332634221491,0.04594397655479909,0.6562811544105367,0.6193478280683218,1.2235209636947166,1.1775769871399175,-0.004412796053168806,-0.0583102375444291
2021-01-01,2021-01-04,multi_state_jan,Annual state minimum-wage increases,22,wage_sensitive,low_labor_tech,-0.7897788615738137,-0.18514193008118562,0.6562811544105367,1.4460600159843504,1.2235209636947166,1.4086628937759023,-0.004412796053168806,-0.0021527500525970744
2021-07-01,2021-07-01,midyear_state,Mid-year state/local minimum-wage increases,10,restaurants,SPY,-0.05605107362067008,0.9331376102168818,-0.43107016661674047,-0.3750190929960704,0.2464590275257752,-0.6866785826911066,-0.039716603543598517,-0.0017562473924712663
2021-07-01,2021-07-01,midyear_state,Mid-year state/local minimum-wage increases,10,restaurants,XLY,-0.7653155393885203,-1.6453992175568795,-0.43107016661674047,0.3342453727717798,0.2464590275257752,1.8918582450826547,-0.039716603543598517,-0.027052789098638286
2021-07-01,2021-07-01,midyear_state,Mid-year state/local minimum-wage increases,10,restaurants,XLP,0.7526160673123088,2.4265739434873623,-0.43107016661674047,-1.1836862339290493,0.2464590275257752,-2.180114915961587,-0.039716603543598517,0.004576626680363738
2021-07-01,2021-07-01,midyear_state,Mid-year state/local minimum-wage increases,10,restaurants,low_labor_tech,-0.23900936916560234,-1.0712590425899942,-0.43107016661674047,-0.19206079745113813,0.2464590275257752,1.3177180701157694,-0.039716603543598517,-0.02098210026994938
2021-07-01,2021-07-01,midyear_state,Mid-year state/local minimum-wage increases,10,retail,SPY,0.18098782320727436,0.8062307126333383,-0.19403126978879603,-0.3750190929960704,0.11955212994223174,-0.6866785826911066,-0.03609683577415788,-0.0017562473924712663
2021-07-01,2021-07-01,midyear_state,Mid-year state/local minimum-wage increases,10,retail,XLY,-0.5282766425605758,-1.772306115140423,-0.19403126978879603,0.3342453727717798,0.11955212994223174,1.8918582450826547,-0.03609683577415788,-0.027052789098638286
2021-07-01,2021-07-01,midyear_state,Mid-year state/local minimum-wage increases,10,retail,XLP,0.9896549641402532,2.299667045903819,-0.19403126978879603,-1.1836862339290493,0.11955212994223174,-2.180114915961587,-0.03609683577415788,0.004576626680363738
2021-07-01,2021-07-01,midyear_state,Mid-year state/local minimum-wage increases,10,retail,low_labor_tech,-0.0019704723376579025,-1.1981659401735376,-0.19403126978879603,-0.19206079745113813,0.11955212994223174,1.3177180701157694,-0.03609683577415788,-0.02098210026994938
2021-07-01,2021-07-01,midyear_state,Mid-year state/local minimum-wage increases,10,wage_sensitive,SPY,-0.07628774097775404,0.5392611039182169,-0.45130683397382443,-0.3750190929960704,-0.1474174787728897,-0.6866785826911066,-0.037906719658878194,-0.0017562473924712663
2021-07-01,2021-07-01,midyear_state,Mid-year state/local minimum-wage increases,10,wage_sensitive,XLY,-0.7855522067456042,-2.0392757238555443,-0.45130683397382443,0.3342453727717798,-0.1474174787728897,1.8918582450826547,-0.037906719658878194,-0.027052789098638286
2021-07-01,2021-07-01,midyear_state,Mid-year state/local minimum-wage increases,10,wage_sensitive,XLP,0.7323793999552248,2.0326974371886974,-0.45130683397382443,-1.1836862339290493,-0.1474174787728897,-2.180114915961587,-0.037906719658878194,0.004576626680363738
2021-07-01,2021-07-01,midyear_state,Mid-year state/local minimum-wage increases,10,wage_sensitive,low_labor_tech,-0.2592460365226863,-1.465135548888659,-0.45130683397382443,-0.19206079745113813,-0.1474174787728897,1.3177180701157694,-0.037906719658878194,-0.02098210026994938
2021-07-01,2021-07-01,midyear_state,Mid-year state/local minimum-wage increases,22,restaurants,SPY,-0.4702016027883573,-0.3386031990782472,0.035371097867730406,0.5055727006560877,0.2416238967342954,0.5802270958125426,0.00807934252190744,-0.00016082466315214816
2021-07-01,2021-07-01,midyear_state,Mid-year state/local minimum-wage increases,22,restaurants,XLY,-0.9776415108254564,-1.1426897815019954,0.035371097867730406,1.0130126086931868,0.2416238967342954,1.3843136782362908,0.00807934252190744,-0.020632730296318513
2021-07-01,2021-07-01,midyear_state,Mid-year state/local minimum-wage increases,22,restaurants,XLP,0.7941941312829544,1.6985450132281512,0.035371097867730406,-0.758823033415224,0.2416238967342954,-1.4569211164938558,0.00807934252190744,0.023026080384378922
2021-07-01,2021-07-01,midyear_state,Mid-year state/local minimum-wage increases,22,restaurants,low_labor_tech,0.28010189788908413,-0.2069813635475528,0.035371097867730406,-0.24473080002135372,0.2416238967342954,0.4486052602818482,0.00807934252190744,-0.030312786363060555
2021-07-01,2021-07-01,midyear_state,Mid-year state/local minimum-wage increases,22,retail,SPY,-0.07073475741580904,0.0636745325166359,0.4348379432402787,0.5055727006560877,0.6439016283291785,0.5802270958125426,-0.02115062389514409,-0.00016082466315214816
2021-07-01,2021-07-01,midyear_state,Mid-year state/local minimum-wage increases,22,retail,XLY,-0.5781746654529081,-0.7404120499071123,0.4348379432402787,1.0130126086931868,0.6439016283291785,1.3843136782362908,-0.02115062389514409,-0.020632730296318513
2021-07-01,2021-07-01,midyear_state,Mid-year state/local minimum-wage increases,22,retail,XLP,1.1936609766555026,2.1008227448230343,0.4348379432402787,-0.758823033415224,0.6439016283291785,-1.4569211164938558,-0.02115062389514409,0.023026080384378922
2021-07-01,2021-07-01,midyear_state,Mid-year state/local minimum-wage increases,22,retail,low_labor_tech,0.6795687432616324,0.1952963680473303,0.4348379432402787,-0.24473080002135372,0.6439016283291785,0.4486052602818482,-0.02115062389514409,-0.030312786363060555
2021-07-01,2021-07-01,midyear_state,Mid-year state/local minimum-wage increases,22,wage_sensitive,SPY,-0.3261147638258195,-0.2729526890880223,0.17945793683026823,0.5055727006560877,0.30727440672452033,0.5802270958125426,-0.00653564068661832,-0.00016082466315214816
2021-07-01,2021-07-01,midyear_state,Mid-year state/local minimum-wage increases,22,wage_sensitive,XLY,-0.8335546718629185,-1.0770392715117705,0.17945793683026823,1.0130126086931868,0.30727440672452033,1.3843136782362908,-0.00653564068661832,-0.020632730296318513
2021-07-01,2021-07-01,midyear_state,Mid-year state/local minimum-wage increases,22,wage_sensitive,XLP,0.9382809702454922,1.7641955232183761,0.17945793683026823,-0.758823033415224,0.30727440672452033,-1.4569211164938558,-0.00653564068661832,0.023026080384378922
2021-07-01,2021-07-01,midyear_state,Mid-year state/local minimum-wage increases,22,wage_sensitive,low_labor_tech,0.42418873685162195,-0.14133085355732788,0.17945793683026823,-0.24473080002135372,0.30727440672452033,0.4486052602818482,-0.00653564068661832,-0.030312786363060555
2021-09-30,2021-09-30,florida_step,Florida constitutional step increase,10,restaurants,SPY,0.1816487369310522,0.48339741470546826,-0.1781862619468133,-0.3598349988778655,-0.2617598625586197,-0.745157277264088,-0.013476278078237282,0.028924855515422898
2021-09-30,2021-09-30,florida_step,Florida constitutional step increase,10,restaurants,XLY,0.3010967203515542,0.6188703615699858,-0.1781862619468133,-0.4792829822983675,-0.2617598625586197,-0.8806302241286055,-0.013476278078237282,0.015800205402934253
2021-09-30,2021-09-30,florida_step,Florida constitutional step increase,10,restaurants,XLP,-0.3602420445610366,-0.37369340983675503,-0.1781862619468133,0.18205578261422328,-0.2617598625586197,0.11193354727813531,-0.013476278078237282,0.021673899837635346
2021-09-30,2021-09-30,florida_step,Florida constitutional step increase,10,restaurants,low_labor_tech,0.09742407981437573,0.4182739769749366,-0.1781862619468133,-0.27561034176118904,-0.2617598625586197,-0.6800338395335563,-0.013476278078237282,0.061527964661739175
2021-09-30,2021-09-30,florida_step,Florida constitutional step increase,10,retail,SPY,1.3863206664831744,2.62939439925825,1.026485667605309,-0.3598349988778655,1.884237121994162,-0.745157277264088,-0.07574765858464087,0.028924855515422898
2021-09-30,2021-09-30,florida_step,Florida constitutional step increase,10,retail,XLY,1.5057686499036764,2.7648673461227675,1.026485667605309,-0.4792829822983675,1.884237121994162,-0.8806302241286055,-0.07574765858464087,0.015800205402934253
2021-09-30,2021-09-30,florida_step,Florida constitutional step increase,10,retail,XLP,0.8444298849910856,1.7723035747160267,1.026485667605309,0.18205578261422328,1.884237121994162,0.11193354727813531,-0.07574765858464087,0.021673899837635346
2021-09-30,2021-09-30,florida_step,Florida constitutional step increase,10,retail,low_labor_tech,1.302096009366498,2.5642709615277184,1.026485667605309,-0.27561034176118904,1.884237121994162,-0.6800338395335563,-0.07574765858464087,0.061527964661739175
2021-09-30,2021-09-30,florida_step,Florida constitutional step increase,10,wage_sensitive,SPY,0.7619141928563096,1.569594829400387,0.40207919397844405,-0.3598349988778655,0.824437552136299,-0.745157277264088,-0.04461196833143907,0.028924855515422898
2021-09-30,2021-09-30,florida_step,Florida constitutional step increase,10,wage_sensitive,XLY,0.8813621762768116,1.7050677762649045,0.40207919397844405,-0.4792829822983675,0.824437552136299,-0.8806302241286055,-0.04461196833143907,0.015800205402934253
2021-09-30,2021-09-30,florida_step,Florida constitutional step increase,10,wage_sensitive,XLP,0.22002341136422077,0.7125040048581637,0.40207919397844405,0.18205578261422328,0.824437552136299,0.11193354727813531,-0.04461196833143907,0.021673899837635346
2021-09-30,2021-09-30,florida_step,Florida constitutional step increase,10,wage_sensitive,low_labor_tech,0.6776895357396331,1.5044713916698553,0.40207919397844405,-0.27561034176118904,0.824437552136299,-0.6800338395335563,-0.04461196833143907,0.061527964661739175
2021-09-30,2021-09-30,florida_step,Florida constitutional step increase,22,restaurants,SPY,0.10761851381910326,0.9375094650320781,0.12563364596004334,0.018015132140940082,0.0988944016559028,-0.8386150633761753,-0.006215489962655599,0.0880373754047552
2021-09-30,2021-09-30,florida_step,Florida constitutional step increase,22,restaurants,XLY,-0.3372359719466731,0.9792398989480082,0.12563364596004334,0.46286961790671644,0.0988944016559028,-0.8803454972921054,-0.006215489962655599,0.09229261172987169
2021-09-30,2021-09-30,florida_step,Florida constitutional step increase,22,restaurants,XLP,0.0817193013626829,0.3017511522487082,0.12563364596004334,0.04391434459736043,0.0988944016559028,-0.2028567505928054,-0.006215489962655599,0.033741820069735695
2021-09-30,2021-09-30,florida_step,Florida constitutional step increase,22,restaurants,low_labor_tech,0.04857570242706011,0.8231818102234665,0.12563364596004334,0.07705794353298323,0.0988944016559028,-0.7242874085675637,-0.006215489962655599,0.1453715333086908
2021-09-30,2021-09-30,florida_step,Florida constitutional step increase,22,retail,SPY,1.1560025106511418,1.9956785855278976,1.1740176427920819,0.018015132140940082,1.1570635221517223,-0.8386150633761753,0.052037374417130924,0.0880373754047552
2021-09-30,2021-09-30,florida_step,Florida constitutional step increase,22,retail,XLY,0.7111480248853654,2.0374090194438277,1.1740176427920819,0.46286961790671644,1.1570635221517223,-0.8803454972921054,0.052037374417130924,0.09229261172987169
2021-09-30,2021-09-30,florida_step,Florida constitutional step increase,22,retail,XLP,1.1301032981947214,1.3599202727445276,1.1740176427920819,0.04391434459736043,1.1570635221517223,-0.2028567505928054,0.052037374417130924,0.033741820069735695
2021-09-30,2021-09-30,florida_step,Florida constitutional step increase,22,retail,low_labor_tech,1.0969596992590986,1.881350930719286,1.1740176427920819,0.07705794353298323,1.1570635221517223,-0.7242874085675637,0.052037374417130924,0.1453715333086908
2021-09-30,2021-09-30,florida_step,Florida constitutional step increase,22,wage_sensitive,SPY,0.5586406021892398,1.258869076134876,0.5766557343301799,0.018015132140940082,0.42025401275870067,-0.8386150633761753,0.022910942227237663,0.0880373754047552
2021-09-30,2021-09-30,florida_step,Florida constitutional step increase,22,wage_sensitive,XLY,0.11378611642346348,1.300599510050806,0.5766557343301799,0.46286961790671644,0.42025401275870067,-0.8803454972921054,0.022910942227237663,0.09229261172987169
2021-09-30,2021-09-30,florida_step,Florida constitutional step increase,22,wage_sensitive,XLP,0.5327413897328195,0.6231107633515061,0.5766557343301799,0.04391434459736043,0.42025401275870067,-0.2028567505928054,0.022910942227237663,0.033741820069735695
2021-09-30,2021-09-30,florida_step,Florida constitutional step increase,22,wage_sensitive,low_labor_tech,0.4995977907971967,1.1445414213262644,0.5766557343301799,0.07705794353298323,0.42025401275870067,-0.7242874085675637,0.022910942227237663,0.1453715333086908
2021-12-31,2021-12-31,ny_step,New York annual step increase,10,restaurants,SPY,0.16095749764093092,1.0713258750830428,-0.13457536314504415,-0.29553286078597507,1.7022260571181698,0.630900182035127,-0.08910668176581779,-0.039980479831799975
2021-12-31,2021-12-31,ny_step,New York annual step increase,10,restaurants,XLY,-0.29929315296916226,1.082300315051961,-0.13457536314504415,0.1647177898241181,1.7022260571181698,0.6199257420662088,-0.08910668176581779,-0.05774563738676264
2021-12-31,2021-12-31,ny_step,New York annual step increase,10,restaurants,XLP,1.0877422044932534,3.15989795281801,-0.13457536314504415,-1.2223175676382976,1.7022260571181698,-1.45767189569984,-0.08910668176581779,-0.011050792342389926
2021-12-31,2021-12-31,ny_step,New York annual step increase,10,restaurants,low_labor_tech,-0.4546556850744037,1.0304749106260425,-0.13457536314504415,0.32008032192935953,1.7022260571181698,0.6717511464921273,-0.08910668176581779,-0.0563652912530905
2021-12-31,2021-12-31,ny_step,New York annual step increase,10,retail,SPY,0.17522400131277482,-0.286396525048191,-0.12030885947320025,-0.29553286078597507,0.34450365698693597,0.630900182035127,-0.052645981282008106,-0.039980479831799975
2021-12-31,2021-12-31,ny_step,New York annual step increase,10,retail,XLY,-0.28502664929731836,-0.2754220850792728,-0.12030885947320025,0.1647177898241181,0.34450365698693597,0.6199257420662088,-0.052645981282008106,-0.05774563738676264
2021-12-31,2021-12-31,ny_step,New York annual step increase,10,retail,XLP,1.1020087081650973,1.802175552686776,-0.12030885947320025,-1.2223175676382976,0.34450365698693597,-1.45767189569984,-0.052645981282008106,-0.011050792342389926
2021-12-31,2021-12-31,ny_step,New York annual step increase,10,retail,low_labor_tech,-0.4403891814025598,-0.32724748950519134,-0.12030885947320025,0.32008032192935953,0.34450365698693597,0.6717511464921273,-0.052645981282008106,-0.0563652912530905
2021-12-31,2021-12-31,ny_step,New York annual step increase,10,wage_sensitive,SPY,0.20102189838695406,0.2654024355253295,-0.09451096239902101,-0.29553286078597507,0.8963026175604565,0.630900182035127,-0.07087633152391296,-0.039980479831799975
2021-12-31,2021-12-31,ny_step,New York annual step increase,10,wage_sensitive,XLY,-0.2592287522231391,0.2763768754942477,-0.09451096239902101,0.1647177898241181,0.8963026175604565,0.6199257420662088,-0.07087633152391296,-0.05774563738676264
2021-12-31,2021-12-31,ny_step,New York annual step increase,10,wage_sensitive,XLP,1.1278066052392766,2.3539745132602965,-0.09451096239902101,-1.2223175676382976,0.8963026175604565,-1.45767189569984,-0.07087633152391296,-0.011050792342389926
2021-12-31,2021-12-31,ny_step,New York annual step increase,10,wage_sensitive,low_labor_tech,-0.41459128432838055,0.22455147106832918,-0.09451096239902101,0.32008032192935953,0.8963026175604565,0.6717511464921273,-0.07087633152391296,-0.0563652912530905
2021-12-31,2021-12-31,ny_step,New York annual step increase,22,restaurants,SPY,0.187406674050135,0.47684590703369567,0.18060814496468502,-0.006798529085449978,0.9463132798335283,0.46946737279983264,-0.1511163647398713,-0.0780563561122749
2021-12-31,2021-12-31,ny_step,New York annual step increase,22,restaurants,XLY,-0.19305955863746815,0.47722956666613126,0.18060814496468502,0.3736677036021532,0.9463132798335283,0.46908371316739705,-0.1511163647398713,-0.08683288907389652
2021-12-31,2021-12-31,ny_step,New York annual step increase,22,restaurants,XLP,1.2147903914465101,1.6173165285809197,0.18060814496468502,-1.034182246481825,0.9463132798335283,-0.6710032487473914,-0.1511163647398713,-0.07574002476343722
2021-12-31,2021-12-31,ny_step,New York annual step increase,22,restaurants,low_labor_tech,0.18500292108886374,0.648167877789279,0.18060814496468502,-0.004394776124178712,0.9463132798335283,0.29814540204424933,-0.1511163647398713,-0.06419799174386036
2021-12-31,2021-12-31,ny_step,New York annual step increase,22,retail,SPY,0.7395197864310448,-0.26682921813350946,0.7327212573455948,-0.006798529085449978,0.20263815466632318,0.46946737279983264,-0.02566374130840617,-0.0780563561122749
2021-12-31,2021-12-31,ny_step,New York annual step increase,22,retail,XLY,0.3590535537434416,-0.2664455585010739,0.7327212573455948,0.3736677036021532,0.20263815466632318,0.46908371316739705,-0.02566374130840617,-0.08683288907389652
2021-12-31,2021-12-31,ny_step,New York annual step increase,22,retail,XLP,1.76690350382742,0.8736414034137145,0.7327212573455948,-1.034182246481825,0.20263815466632318,-0.6710032487473914,-0.02566374130840617,-0.07574002476343722
2021-12-31,2021-12-31,ny_step,New York annual step increase,22,retail,low_labor_tech,0.7371160334697735,-0.09550724737792615,0.7327212573455948,-0.004394776124178712,0.20263815466632318,0.29814540204424933,-0.02566374130840617,-0.06419799174386036
2021-12-31,2021-12-31,ny_step,New York annual step increase,22,wage_sensitive,SPY,0.5311332297403677,0.09617912713135279,0.5243347006549177,-0.006798529085449978,0.5656464999311854,0.46946737279983264,-0.08839005302413876,-0.0780563561122749
2021-12-31,2021-12-31,ny_step,New York annual step increase,22,wage_sensitive,XLY,0.15066699705276454,0.09656278676378838,0.5243347006549177,0.3736677036021532,0.5656464999311854,0.46908371316739705,-0.08839005302413876,-0.08683288907389652
2021-12-31,2021-12-31,ny_step,New York annual step increase,22,wage_sensitive,XLP,1.5585169471367428,1.2366497486785768,0.5243347006549177,-1.034182246481825,0.5656464999311854,-0.6710032487473914,-0.08839005302413876,-0.07574002476343722
2021-12-31,2021-12-31,ny_step,New York annual step increase,22,wage_sensitive,low_labor_tech,0.5287294767790964,0.2675010978869361,0.5243347006549177,-0.004394776124178712,0.5656464999311854,0.29814540204424933,-0.08839005302413876,-0.06419799174386036
2022-01-01,2022-01-03,multi_state_jan,Annual state minimum-wage increases,10,restaurants,SPY,0.5014358933775043,2.343528580272235,0.27509282319852346,-0.2263430701789808,3.2229731629707863,0.8794445826985511,-0.11851687049769552,-0.043382162183386086
2022-01-01,2022-01-03,multi_state_jan,Annual state minimum-wage increases,10,restaurants,XLY,-0.16476206825651296,1.6795916862153213,0.27509282319852346,0.4398548914550364,3.2229731629707863,1.543381476755465,-0.11851687049769552,-0.07995713351736633
2022-01-01,2022-01-03,multi_state_jan,Annual state minimum-wage increases,10,restaurants,XLP,1.7818429328291492,4.680645058670626,0.27509282319852346,-1.5067501096306257,3.2229731629707863,-1.45767189569984,-0.11851687049769552,-0.015680988955597996
2022-01-01,2022-01-03,multi_state_jan,Annual state minimum-wage increases,10,restaurants,low_labor_tech,-0.6769672295364972,1.3655076882277362,0.27509282319852346,0.9520600527350207,3.2229731629707863,1.8574654747430501,-0.11851687049769552,-0.07146308170431034
2022-01-01,2022-01-03,multi_state_jan,Annual state minimum-wage increases,10,retail,SPY,0.7318602735569746,0.6608233915736395,0.5055172033779938,-0.2263430701789808,1.5402679742721905,0.8794445826985511,-0.08920805507794727,-0.043382162183386086
2022-01-01,2022-01-03,multi_state_jan,Annual state minimum-wage increases,10,retail,XLY,0.06566231192295735,-0.003113502483274466,0.5055172033779938,0.4398548914550364,1.5402679742721905,1.543381476755465,-0.08920805507794727,-0.07995713351736633
2022-01-01,2022-01-03,multi_state_jan,Annual state minimum-wage increases,10,retail,XLP,2.0122673130086195,2.9979398699720305,0.5055172033779938,-1.5067501096306257,1.5402679742721905,-1.45767189569984,-0.08920805507794727,-0.015680988955597996
2022-01-01,2022-01-03,multi_state_jan,Annual state minimum-wage increases,10,retail,low_labor_tech,-0.4465428493570269,-0.3171975004708596,0.5055172033779938,0.9520600527350207,1.5402679742721905,1.8574654747430501,-0.08920805507794727,-0.07146308170431034
2022-01-01,2022-01-03,multi_state_jan,Annual state minimum-wage increases,10,wage_sensitive,SPY,0.703270598878011,1.397506377101105,0.4769275286990302,-0.2263430701789808,2.276950959799656,0.8794445826985511,-0.10386246278782138,-0.043382162183386086
2022-01-01,2022-01-03,multi_state_jan,Annual state minimum-wage increases,10,wage_sensitive,XLY,0.03707263724399379,0.733569483044191,0.4769275286990302,0.4398548914550364,2.276950959799656,1.543381476755465,-0.10386246278782138,-0.07995713351736633
2022-01-01,2022-01-03,multi_state_jan,Annual state minimum-wage increases,10,wage_sensitive,XLP,1.983677638329656,3.734622855499496,0.4769275286990302,-1.5067501096306257,2.276950959799656,-1.45767189569984,-0.10386246278782138,-0.015680988955597996
2022-01-01,2022-01-03,multi_state_jan,Annual state minimum-wage increases,10,wage_sensitive,low_labor_tech,-0.4751325240359905,0.4194854850566059,0.4769275286990302,0.9520600527350207,2.276950959799656,1.8574654747430501,-0.10386246278782138,-0.07146308170431034
2022-01-01,2022-01-03,multi_state_jan,Annual state minimum-wage increases,22,restaurants,SPY,0.08207152578788701,0.32121047586939877,0.2488272732192116,0.1667557474313246,1.2224820186403669,0.9012715427709681,-0.1662854201169699,-0.08299156745280722
2022-01-01,2022-01-03,multi_state_jan,Annual state minimum-wage increases,22,restaurants,XLY,-0.16476420312177442,0.6790523609875891,0.2488272732192116,0.41359147634098603,1.2224820186403669,0.5434296576527777,-0.1662854201169699,-0.1016309209393933
2022-01-01,2022-01-03,multi_state_jan,Annual state minimum-wage increases,22,restaurants,XLP,0.8736211021590847,0.8063165610225687,0.2488272732192116,-0.6247938289398731,1.2224820186403669,0.4161654576177982,-0.1662854201169699,-0.10333313614451445
2022-01-01,2022-01-03,multi_state_jan,Annual state minimum-wage increases,22,restaurants,low_labor_tech,0.17158274103105198,0.7957621308276903,0.2488272732192116,0.07724453218815963,1.2224820186403669,0.42671988781267656,-0.1662854201169699,-0.061403354216022665
2022-01-01,2022-01-03,multi_state_jan,Annual state minimum-wage increases,22,retail,SPY,0.8024215422437333,-0.30995347456416233,0.9691772896750579,0.1667557474313246,0.5913180682068058,0.9012715427709681,-0.05932695877964074,-0.08299156745280722
2022-01-01,2022-01-03,multi_state_jan,Annual state minimum-wage increases,22,retail,XLY,0.5555858133340719,0.04788841055402804,0.9691772896750579,0.41359147634098603,0.5913180682068058,0.5434296576527777,-0.05932695877964074,-0.1016309209393933
2022-01-01,2022-01-03,multi_state_jan,Annual state minimum-wage increases,22,retail,XLP,1.593971118614931,0.17515261058900755,0.9691772896750579,-0.6247938289398731,0.5913180682068058,0.4161654576177982,-0.05932695877964074,-0.10333313614451445
