date,actual_var,baseline_har_vix,plus_oil_volshock,plus_oil_ovx
2020-11-06,5.214103937342194e-08,3.555688683230737e-05,3.64352429807318e-05,3.592222548898201e-05
2020-11-09,0.0001559311809612768,4.8290406253218966e-05,4.7730076640430634e-05,4.9518111425641747e-05
2020-11-10,2.15431476027307e-06,3.3453624282155796e-05,3.14305843323267e-05,2.9863134393091384e-05
2020-11-11,5.4777127912345694e-05,3.6900012029247975e-05,3.553852376915576e-05,3.4262479234688444e-05
2020-11-12,9.502609551481696e-05,2.4646477674014534e-05,2.3889835653529052e-05,2.3698030213339574e-05
2020-11-13,0.00018904980757654624,2.147441652098794e-05,2.1071145648690718e-05,2.1509907241346444e-05
2020-11-16,0.00015388901562901644,2.1939241416824443e-05,2.1731006403806426e-05,2.0783159789711387e-05
2020-11-17,2.9083171724977116e-05,2.1708497999662175e-05,2.2496681867832376e-05,2.203694989201407e-05
2020-11-18,0.00014659724350640001,2.4283502172946856e-05,2.416956417907422e-05,2.3622765950763585e-05
2020-11-19,1.7651169105410062e-05,2.4378633486631966e-05,2.3855480101392596e-05,2.4416480544609755e-05
2020-11-20,4.721827540466561e-05,2.5245548388421075e-05,2.415180865149771e-05,2.448297472426158e-05
2020-11-23,3.572057927879527e-05,2.251819564508866e-05,2.1314602089202747e-05,2.06188814593934e-05
2020-11-24,0.000255527759353484,1.959546719867723e-05,1.5605611614373263e-05,1.5500752438702393e-05
2020-11-25,2.380653536835127e-06,2.0417923406530352e-05,2.0456111137484078e-05,2.0542852056420426e-05
2020-11-27,7.734496510991901e-06,2.2400424394189664e-05,2.2935715983546268e-05,2.3367238318434714e-05
2020-11-30,1.9686788880833255e-05,2.0400648000877208e-05,2.0933149859892075e-05,2.203058328146058e-05
2020-12-01,0.00011832880389361655,1.668448724374378e-05,1.721683481798496e-05,1.754450387368117e-05
2020-12-02,4.417426810847728e-06,1.6432463347947556e-05,1.72489190016909e-05,1.7333525530802447e-05
2020-12-03,7.432415947214074e-08,1.4727196725816448e-05,1.4769658631296948e-05,1.4317136193971254e-05
2020-12-04,7.362382309268468e-05,1.78839267143469e-05,1.743020185188116e-05,1.6245100123442155e-05
2020-12-07,4.23042073382459e-06,1.3172304262439718e-05,1.2573955749458726e-05,1.2058951487211413e-05
2020-12-08,8.536961413670542e-06,1.4192323385704775e-05,1.3095790101131316e-05,1.3095105594774931e-05
2020-12-09,8.11657993177185e-05,9.78163378704446e-06,9.211979716652786e-06,9.307934297945497e-06
2020-12-10,1.0697411257162271e-07,1.146334771535018e-05,1.0881104168876207e-05,1.1505768593848794e-05
2020-12-11,1.3771855021332964e-06,1.5747388382196412e-05,1.5537804490390107e-05,1.575933868237493e-05
2020-12-14,2.0134999928593343e-05,1.2113351105774274e-05,1.216111355721655e-05,1.2166326716447426e-05
2020-12-15,0.00018034047770708932,1.1636350928383995e-05,1.1808652546618902e-05,1.1944997770897013e-05
2020-12-16,2.458385995537061e-06,1.2754654586478248e-05,1.2795863873587672e-05,1.2632263675307923e-05
2020-12-17,3.109479838327408e-05,1.3523337159728817e-05,1.3700147634919066e-05,1.3525492589680353e-05
2020-12-18,1.6006140219713925e-05,1.1585640199655306e-05,1.2068384268908711e-05,1.1581434765727692e-05
2020-12-21,1.2829113309129983e-05,1.1885233040567343e-05,1.178993651797803e-05,1.1969469441846991e-05
2020-12-22,2.8457486361943622e-06,1.3562116775625451e-05,1.3532635497366199e-05,1.5149049731122386e-05
2020-12-23,8.068122977260281e-07,9.468816998783252e-06,9.854035911114308e-06,9.92275626016203e-06
2020-12-24,1.5076020633826544e-05,9.404832688114361e-06,9.693123812145823e-06,9.180902715414315e-06
2020-12-28,7.317353268736693e-05,6.700306737899469e-06,6.8798379858978895e-06,6.759074936502703e-06
2020-12-29,3.6462427362490547e-06,7.273369787882508e-06,7.463265216486027e-06,7.4663040205010155e-06
2020-12-30,2.032972956811985e-06,8.85902102524744e-06,9.218661688081967e-06,8.983941650608564e-06
