date,actual_var,baseline_har_vix,plus_oil_volshock,plus_oil_ovx
2020-11-06,0.00013988445681139742,8.474192005046554e-05,8.745719032405475e-05,8.041654971706597e-05
2020-11-09,0.014210032865973408,8.533740133163736e-05,8.569372791098075e-05,8.175399882248802e-05
2020-11-10,0.0004814830289208911,0.00016613133608019473,0.00016042672387384072,0.00013325780030991978
2020-11-11,0.00010739189899991495,0.00015278313694731745,0.00014896430413534315,0.00012519846538488547
2020-11-12,0.001215665789096746,0.00014325763267112793,0.00014003840857872466,0.00012286725463853853
2020-11-13,0.0005683947823243534,0.00016213699425084881,0.00015886927974485278,0.00014180480367594964
2020-11-16,0.0031415017479904236,0.00015188474331862705,0.00015079147329827316,0.00012767295161096904
2020-11-17,0.00017625669589889148,0.00013238344264146956,0.00013771851732780359,0.0001207668809209158
2020-11-18,0.001481208816776053,0.00012503947469035475,0.00012931606247561816,0.00011467713488587351
2020-11-19,2.593914300074268e-05,0.00014149509507132375,0.0001447850056830896,0.00013290619214039985
2020-11-20,0.0001531595030198038,0.00012383831645763324,0.00012502563744478854,0.00011598744049362294
2020-11-23,0.004026570371090313,0.000128061712213469,0.00012705333862861554,0.0001126119892481446
2020-11-24,0.004152893675210504,0.00013792326167285526,0.00012054887178124683,0.00011117041485765654
2020-11-25,0.0007989609897989379,0.0001517181823705095,0.00014904181132435005,0.00013185279128694069
2020-11-27,0.0002343648776983812,0.00014345114886734172,0.0001424169911858444,0.00012823083916159412
2020-11-30,0.002768513366066721,0.0001384543748196353,0.0001381674107443878,0.00013067274239345284
2020-12-01,9.324960500252261e-05,0.000151423755711508,0.00015188811618777122,0.0001403518717875759
2020-12-02,0.0013483719240702428,0.00013110878995377663,0.00013415664266864816,0.0001242487230437454
2020-12-03,4.539269913493487e-05,0.000131320114414036,0.00013067274719332024,0.00011916263870833883
2020-12-04,0.0012892078622942535,0.00011827872956116115,0.00011542367206862667,0.00010119504333451036
2020-12-07,0.0003568844779312789,0.00012952527488016877,0.00012452474954669887,0.00010895609447460524
2020-12-08,0.0010392886679227225,0.00011685023461701148,0.00011029706145178175,9.89582329163453e-05
2020-12-09,0.00017345317742063017,0.00012322370974022023,0.00011725214717626999,0.00010807900418177066
2020-12-10,0.0007772303422137095,0.00011844789635135264,0.00011420104598284856,0.00011150399287131487
2020-12-11,2.2877814191279763e-05,0.00010838137302408045,0.00010641234751458098,9.77219034916461e-05
2020-12-14,0.001349793493637086,9.581739502878936e-05,9.656052352608743e-05,8.898694716664219e-05
2020-12-15,0.0003700120947453116,0.00011645653237505188,0.00011975175450718558,0.00011021779020431465
2020-12-16,0.00023159106004968564,0.00010191176781174136,0.00010522490366901308,9.502046451720885e-05
2020-12-17,2.547164574860606e-05,9.934641371901291e-05,0.00010277543735749122,9.259691148852883e-05
2020-12-18,0.0003027550068163955,8.39264732167444e-05,8.867017950063497e-05,8.033376236199975e-05
2020-12-21,0.0003394102307873162,8.875745992496671e-05,9.08199265896791e-05,8.508977937755999e-05
2020-12-22,0.00029136708557780597,8.825464400087808e-05,9.041594908198554e-05,9.019450891398072e-05
2020-12-23,0.0001630665502968483,8.48080545115898e-05,8.936140161101655e-05,8.178266630764645e-05
2020-12-24,1.6633744985379753e-05,8.044159835346451e-05,8.442636786963026e-05,7.218849610198453e-05
2020-12-28,1.1290161291236864e-05,6.655729177304638e-05,7.025297329534156e-05,6.401627806844853e-05
2020-12-29,0.00012823490081820109,5.644861200143935e-05,6.054990034921104e-05,5.6995455535397387e-05
2020-12-30,6.342531931346418e-05,5.75554657757431e-05,6.305627305639802e-05,5.786525664733079e-05
2020-12-31,8.420608653969947e-05,5.148108514017396e-05,5.6504765158151825e-05,5.272847886840863e-05
2021-01-04,4.583266702528852e-05,4.480016360801237e-05,4.772008473432233e-05,4.68789552179357e-05
2021-01-05,0.0022153404650567432,5.1248967186318876e-05,5.567541587160428e-05,5.8976592166055556e-05
2021-01-06,0.0006348975412623641,7.674669013867028e-05,8.087649925918737e-05,6.962246564336647e-05
2021-01-07,6.107367803035677e-05,7.824869958664777e-05,8.072069946180618e-05,6.985709709384828e-05
2021-01-08,0.00012231797771339466,6.488620144126679e-05,6.685708075395056e-05,5.5405732563235607e-05
2021-01-11,0.0008942846167884624,6.307787280645248e-05,6.485725979761595e-05,5.886352175208183e-05
2021-01-12,0.00048225912397522117,7.399904189327853e-05,7.505342628900789e-05,6.29864242240795e-05
2021-01-13,0.00012577845606548022,6.516461669556984e-05,6.66613137975598e-05,5.737299294891818e-05
2021-01-14,0.0014661869243610087,5.6429313950817774e-05,5.865915992117008e-05,5.910313245900143e-05
2021-01-15,0.0024302026519208717,7.216007063228252e-05,7.383585540098991e-05,6.951104940044878e-05
2021-01-19,0.00038585065855079796,8.64136190689904e-05,8.985729694040442e-05,8.779566749157538e-05
2021-01-20,0.00019680554819970813,7.86214177340949e-05,8.248828465177386e-05,6.669698974546259e-05
2021-01-21,0.0008461504503071195,7.168878502898035e-05,7.604359209237105e-05,7.139384268860774e-05
2021-01-22,0.000202631127922789,7.653425038019064e-05,8.110140738200885e-05,7.379081546063719e-05
