date,actual_var,baseline_har_vix,plus_oil_volshock,plus_oil_ovx
2020-11-10,0.0009548160384594492,0.00029944657464043737,0.00025564464806556456,0.00020469829976137334
2020-11-11,5.5188323724647994e-05,0.0003420563453017065,0.00030038654145338157,0.00024148714819939557
2020-11-12,0.0016819799466964783,0.00037674770514209123,0.00034079842618794324,0.00028445723718557896
2020-11-13,0.0028040914405164253,0.0003445674080542703,0.0003152710778154649,0.00026239161631558266
2020-11-16,0.0030195134999105385,0.0003343565141772762,0.00031689626531623854,0.00025552652533894363
2020-11-17,0.00026055471812704814,0.00028137076505967736,0.000307539619441488,0.0002579002134089864
2020-11-18,0.00047416909167320286,0.00030815377553960934,0.00034333487397807485,0.00029232722355404636
2020-11-19,0.0005697841705403139,0.0003099573707988866,0.00033824491628589614,0.0002933320210776237
2020-11-20,9.503895701947466e-05,0.00029586840083273763,0.00031095446388451853,0.00027124150178048085
2020-11-23,0.007289310343895119,0.00029980493706233916,0.00031614439388948757,0.0002708990280767856
2020-11-24,0.0025217214186627453,0.0002802762526841266,0.0002522117385486598,0.00022134268095483752
2020-11-25,0.0002313626165499623,0.00030326128622579175,0.0002888787885228356,0.0002400668225756293
2020-11-27,0.00020760676806716092,0.0003235211765124192,0.00031305188760198096,0.000266398670493398
2020-11-30,0.004661786612440864,0.00031954610848945937,0.00031213183669700107,0.00027583141900266485
2020-12-01,2.32423710142534e-05,0.0002954739741429273,0.000295353900173049,0.0002582454381244475
2020-12-02,0.001013153741015218,0.000336798320266866,0.0003489823698451109,0.0003099845950892187
2020-12-03,0.00016135273681145768,0.00028113896050768327,0.0003127675769257543,0.0002784793394437421
2020-12-04,0.006571978722999552,0.00030119731652108534,0.00033888722861553873,0.00029279778674346743
2020-12-07,0.0011454888186112223,0.00029797356727957893,0.00032223812427365314,0.0002684378178024875
2020-12-08,0.0002294264324596775,0.00031259011130321823,0.00031868818049280323,0.00026656304127198213
2020-12-09,5.121443082995961e-05,0.00033149755711021976,0.000355177978518587,0.0003076883428132638
2020-12-10,0.0030087991774592577,0.00035966646889974897,0.00041065005312141854,0.00037312078123714464
2020-12-11,0.000373962592030804,0.00025903485391955914,0.0002700182235183462,0.00023510415601953698
2020-12-14,0.0017086308155705432,0.00025310017624409557,0.00026805186806285857,0.00023399284968796726
2020-12-15,0.0004463282423463513,0.00025357088533477825,0.00027567447888339274,0.00023962760082537528
2020-12-16,0.00018178064349530816,0.0002546498020562344,0.0002721122509887789,0.00023571652445647
2020-12-18,0.00017328257734069166,0.0004933702847065273,0.0006180313426190954,0.0005858684245895467
2020-12-21,0.0003062175956089902,0.0002086893118869305,0.00022403325687795427,0.00020080631111920921
2020-12-22,0.00029944601301005953,0.0001957150360331531,0.00018789536605810293,0.00016961083374536956
2020-12-23,0.0019403621257025826,0.00018642789037181634,0.00018901902504445434,0.00016396640432609326
2020-12-24,0.00021427708409375864,0.00020152613242867398,0.00019998496246737764,0.00016429184697546015
2020-12-28,0.0003413192827529545,0.0001905507828935107,0.00019331147688235535,0.00016952439599563453
2020-12-29,8.450392234236362e-05,0.00018099963501552255,0.00018923159483247515,0.00016945003565692815
2020-12-30,0.0010940727499500565,0.0001966201880449693,0.00022705161176870338,0.00020326194259374423
2020-12-31,0.0001937647916245562,0.0001836528845270317,0.00021757684440238876,0.0001949844716781483
2021-01-04,8.134296960884011e-05,0.0001627145541746379,0.00020335829060435056,0.00019451883026144252
2021-01-05,0.003872287647218306,0.00018551485513522116,0.00022206518079832753,0.0002155442571744521
2021-01-06,0.0014520547819185281,0.0001889561283789771,0.0001909069074461056,0.00015686842258831382
2021-01-07,0.00037146050767952445,0.0002079168815489754,0.0002043038907836066,0.00016666410840234045
2021-01-08,0.00024343776511577363,0.00017495740442843524,0.0001723479579994382,0.0001404808814908723
2021-01-11,0.0004347115672790693,0.0001696687475385021,0.0001635055443365636,0.000140415941531919
2021-01-12,0.0029608280096580395,0.00017950083358048814,0.00017335286339494754,0.00014001487661617686
2021-01-13,0.00033459007771285043,0.00016974196351518666,0.0001812717211454263,0.00014856406449196728
2021-01-14,0.0011295359872442066,0.00016284305966218838,0.000180307835321647,0.000167297206228246
2021-01-15,0.0011984377665290801,0.00016581208156610358,0.00017852032147561806,0.00015943211436689853
2021-01-19,0.00030978971921455633,0.0001720787752004581,0.00019689672639581801,0.00018227043131715251
2021-01-20,3.076981362986053e-05,0.00017536711041683868,0.00019806451306109385,0.00016345179865585787
