cit,year,month,monthly,CPU_US,CPU_UK,CPU_NZL,CPU_CAN,CPU_AUS,CPU_IRL,CPU_ESP,CPU_ITA,CPU_DEU,CPU_MEX,CPU_FRA,CPU_pos_US,CPU_neg_US,CPU_neg_UK,CPU_neg_AUS,CPU_neg_CAN,CPU_pos_UK,CPU_pos_AUS,CPU_pos_CAN
,2011,5,2011m5,84.93894251773293,113.9134414980963,72.13857049562235,97.35330535573422,320.7391862451182,107.2607185115721,65.59534735208126,181.8455782205194,194.4397143537244,46.92493730872685,97.38303503889153,118.7246430082456,96.36086558275692,119.6905604935185,289.3495482219112,74.09590662552021,78.66805987613637,131.5062462976139,92.10738336359319
,2011,6,2011m6,92.77462749470257,127.1370460439266,37.59411039147877,68.79578762916724,237.6242958816746,35.71342903236928,120.6326723775969,190.8991880399986,160.8546170191651,115.8609743294211,81.51846816214136,188.4095927142051,126.126590006654,150.2963646835719,224.0686083295587,85.67714732191236,33.79713307427874,425.9389345436035,31.65943078268259
,2011,7,2011m7,89.15460520074059,103.8444811485361,75.8603033363258,53.19994688828878,652.2980690496777,17.73096300550728,66.56709400206631,97.81687360248543,105.7856993346278,232.5475328814213,85.75341960450149,88.84708320750967,64.08828102241115,149.5360435486018,644.3085946738175,40.78545041165316,119.7986360738969,618.4240248553724,96.17727732263296
,2011,8,2011m8,100.3845963747089,66.15336276081409,133.0578449005513,53.6312286300653,383.5609165517861,113.8880125553004,32.32688644439506,140.6318708565661,100.0032977913291,61.39570362417289,23.37544617436635,36.0133518625188,131.1860987085226,73.14390768244061,378.0536539474705,75.95625863781399,205.2862388354997,394.5647817026332,54.5079223585114
,2011,9,2011m9,139.994945757037,104.4570279916396,20.14145638673338,81.77855040720259,185.5778484567613,37.02642274679462,137.5740645742818,222.4008801488598,129.9113885602613,53.53771668151702,129.5670358139462,219.8231589764427,149.3490924861292,88.74730990328213,125.88461865008,125.584568568352,0,293.4898809520949,82.3465759761627
,2011,10,2011m10,117.2811217565852,130.0484019071393,42.52199377474908,93.36985215829409,322.7158861590697,70.13984778976723,118.4460029503152,100.2654093173131,96.92112968476106,336.7033120080754,121.5429137336347,65.35615062073109,116.7832322704991,153.9613003422063,348.1597561080195,86.67946177026865,363.0405665183884,89.44790278863196,109.0620019993432
,2011,11,2011m11,79.92811558580183,138.484903045042,203.2935584750682,34.18793603837909,262.5548386175924,126.450408622481,191.8614528053429,98.31908287532296,74.9476424635621,124.5019153296228,112.9604804874904,78.60501901324463,71.5862893728456,136.3242863461968,231.1583987042539,41.77856440733223,75.40280453753431,122.9260582145986,31.54607220699012
,2011,12,2011m12,118.1055428956478,123.7452142013186,110.9581396196581,121.7835861385121,188.6585383504414,59.10321001835761,139.3798695807285,155.86350692413,150.3775449305158,180.4436574173817,120.4992423828644,45.23333049172327,55.86734594786181,86.24289676709117,123.003723732577,101.8220175199106,0,244.5040263931954,118.1715643800479
,2012,1,2012m1,84.62391186078048,129.3216605298925,48.1491823544272,72.33458686804312,127.5726462765337,98.0832390643566,149.1609125142895,153.490922083589,89.1930708275023,14.00195856185865,89.7976402349391,71.93208165686985,92.7502594581852,168.2000326306987,163.199820371546,51.31441124676057,194.2797472247053,0,0
,2012,2,2012m2,75.79358769246031,97.22636133619325,67.03498049334245,44.68064681355843,200.2153366061454,0,121.6356456496542,161.8794799226329,138.3871047695687,24.01288771759776,106.2315521976436,13.5985874496166,44.83179630766101,90.32565990951817,142.3670138166563,46.24726735320909,19.91970089188808,130.1323893807991,0
,2012,3,2012m3,86.7876177623032,160.4055306771852,45.20840132369532,71.38721261447873,148.7856167635415,68.47799378147965,140.3077942296157,215.5122629220518,118.2243020799676,35.4650078613362,117.7499661841867,77.40498561510007,76.67976304350424,218.8516771012842,153.0387224656241,83.46627279540398,0,295.5894387527669,0
,2012,4,2012m4,52.80679974676038,128.6496816318031,46.17887966175294,55.59456929287551,154.1162784406081,19.67028708423464,227.6185925177808,181.8065852452465,41.67297907656771,41.39803437634807,238.1341693975025,17.41684304285786,65.52065586685116,129.84458990893,151.1243368068814,71.52956561815584,41.40802337321576,89.00481102136328,96.4653239512422
,2012,5,2012m5,67.85076140923223,105.6840437600803,102.0452277085483,79.263943081669,344.7089238687008,50.83035155010836,107.193304713714,72.1528359860703,158.856369056791,105.1804523289508,92.50683073091223,21.97545294706893,68.62820470274258,42.24180008394388,351.3443168720872,45.29130382585723,37.898565109762,751.7046279336588,84.65517064225953
,2012,6,2012m6,85.32003641859376,105.5860701169812,82.70892009484564,106.1189767009032,319.6581013000874,70.84901151690563,102.5114935454602,123.7229260180651,116.5539201678501,101.9805845311607,60.60056581001784,50.51672145504985,80.62222631582236,75.94449826801595,346.6291785816098,178.5019154731768,107.5324463367049,181.2101232059029,193.6788005576915
,2012,7,2012m7,68.02037705447084,163.4051279106274,179.5089299986155,51.80540199987472,225.9665279902975,68.92424467563913,125.2215017387104,123.4106684883311,38.25491619546328,95.35754017251686,129.8230547494029,43.53365878324555,59.62643509620806,182.878380960099,286.6970918342416,40.30075937132366,67.34290459533212,172.8489136973901,0
,2012,8,2012m8,80.04997954277722,100.688264434243,66.22994580994043,94.91525405534293,243.6312936802602,118.3868736648189,84.06623674030827,71.25626071635826,61.68962671955768,25.59356800152927,99.52817643737161,25.69054749613145,72.93551090486368,92.60392710243363,210.3222472182793,47.11707394748673,0,125.8156505230482,43.5848559467602
,2012,9,2012m9,91.93545194557079,79.74085565594395,67.51044581833942,41.74651843545896,196.3391578163718,59.17266149899022,213.2325718384195,86.50139493036546,67.21949210531902,57.13285948932266,116.7089627108257,97.98058109200271,114.6513254610118,52.32290170468551,193.1413704356014,22.87062584747752,0,171.9737967591759,0
,2012,10,2012m10,110.4292499846375,154.1878913249394,87.31006778580345,102.3063225632416,92.3868101517287,68.12948235715761,131.6918378580979,104.8845991197434,82.64046045991468,47.0166575122433,69.42697864235436,30.93063383322497,114.2175408584325,185.1434003040293,109.562620290824,56.96314259944617,127.5384482692786,116.9432365275645,187.1001540479914
,2012,11,2012m11,117.6331857465367,205.5135243852169,101.7349072595207,86.42833627848425,94.50906226812911,45.09486473539949,62.65227618678333,151.8669671549474,168.3308317091437,45.08938221229713,183.7801649091006,153.5963851473424,85.40902574411444,113.0621373917172,94.8522359566999,58.35671576325541,100.758100344623,187.326835296579,142.3648039688852
,2012,12,2012m12,85.16592522220346,123.1653815866583,22.71525319098163,72.70226893021224,156.6492795416655,46.75574274432747,303.7606870047159,180.9076851692242,137.5421000786696,114.605684043,137.6566407588228,90.59852009609803,85.49403307798802,113.3703711180257,175.7751086354686,108.3930507954125,47.62489279654834,168.720324040006,39.94337510664876
,2013,1,2013m1,97.09325224538267,90.50182080909597,27.99000260765223,89.10955591092203,114.91576528954,21.41894297560216,64.89023696231018,141.0106534329148,109.2793775223121,101.2504395724296,119.8581669377659,145.3874476837521,81.29448336257981,124.1258093863487,61.51496797531497,139.2356760055576,41.69365949350275,126.8227926503331,101.6026584677586
,2013,2,2013m2,77.16978353100538,150.9188563150487,26.56497065478066,82.03706055887338,101.6377578643632,53.84317124751557,111.5777397147478,169.2380873852654,134.8192038724454,68.22613011697381,109.5578554279033,23.99136317335856,85.07962313632568,79.87166398696893,116.570384909378,108.681433894481,0,132.4502724559659,32.41718164247201
,2013,3,2013m3,84.82562484116268,122.9805458590143,100.3376450231911,72.3709098642082,103.4066750085676,51.73722930459605,115.4456622155367,124.4125079823197,124.7107053927734,71.30856271020271,82.05025052583318,88.32119452711973,99.12361701814453,194.812175388048,94.49572711919357,111.9930117914915,69.11451220099508,25.10822133065032,0
,2013,4,2013m4,70.56972588444452,88.82092959866607,143.0939831881803,79.54152431985786,111.2798662374786,33.24597398919254,90.2615231884736,152.0155299783054,149.5960029184365,19.21179590021446,61.55149806402132,57.30485122323695,69.56535972472317,61.22557922197192,129.9135379105956,70.25237990033528,112.4236859633065,28.8222012883555,0
,2013,5,2013m5,66.80246431646326,106.7594982869607,81.87161782300029,87.08735481381123,188.4355620601814,15.38055434808818,113.9049322095598,206.7477102495375,138.3232741911485,25.35223029888697,106.3281673250868,70.00741292127452,70.76243950682958,104.0401613152911,202.0350146102855,101.1913875736077,154.0133379785241,89.27732462690932,34.60862579386402
,2013,6,2013m6,88.67117392180148,98.3750005760045,64.48069465036301,71.53108367638204,162.7379475452707,66.78505959634042,120.3601992579464,228.5732270322524,106.0323273049186,60.11216975049682,107.0443993047512,101.6731711360595,74.12641100737159,106.2769766596093,173.9924996970163,77.98320603744581,140.1134103683512,168.661331674758,63.20970507668128
,2013,7,2013m7,61.66028505401918,67.17195407358311,38.0125123850741,57.4913673413879,258.6905839473795,33.61182323804753,205.707744381952,65.35781972978124,140.0648742766346,22.74514531099879,137.3262875765992,58.79979919166476,70.9832301593475,46.86399694917429,423.7489734974612,19.63395202846421,120.5690557574012,256.4078109227287,234.6855994743251
,2013,8,2013m8,51.42051645301862,82.38232296571083,18.38160168039756,34.04068954522738,266.9385167793842,38.85488806762398,87.70668751707014,40.80519836402473,175.7224894705944,132.2840671216485,38.36267505878674,27.4757045892438,48.15203356282258,111.6757612268026,410.7768039995669,14.1952719575239,61.77286387321532,256.6581184819271,0
,2013,9,2013m9,82.81884586957672,116.7834815787717,108.0005727344428,91.66496760994036,253.6582270432062,71.82043180725945,70.65202605578189,276.0708459332722,196.6093652978509,111.2243379019898,127.445896726118,14.94453136090888,74.83875875022879,157.2663368686189,278.129730302344,43.99824918503803,179.8598485762698,468.233119970832,25.09761185578703
,2013,10,2013m10,104.939533959816,178.2916537378093,81.54299386058162,112.8717994778723,119.2809382077259,32.60313540000884,113.7411903158819,172.1594682235126,155.2097819319212,73.15375321493953,91.03179185978354,59.05920520457808,97.4535396633144,171.2179929239462,152.223465454519,71.03608809965182,35.71082967871121,0,111.9861765945869
,2013,11,2013m11,97.67732073872098,130.9456280769314,102.7722515298433,94.66902799952527,123.4908274540245,49.16361466868481,144.5574429127262,123.2586296716185,216.9319098331567,329.7223365090839,110.4919542984424,73.92894289671884,98.02712294148427,148.4561539805686,134.0642840161013,65.3576150599809,156.371170935913,213.4493817923005,36.44951014460147
,2013,12,2013m12,71.14709126090605,156.3673487903317,97.01130870987184,91.09396687701624,126.2244725882412,59.78970622465082,355.8977001970131,121.3705200046771,243.7324699803346,259.3323634761928,57.2992317023399,57.65458922860068,53.08932778674841,192.3600611857956,124.0986860170305,64.51566766662287,244.5250990098963,187.2029682593312,78.0485673003994
,2014,1,2014m1,97.77913865876627,100.5598186116123,24.94567164674025,68.04261087591223,43.18341387826291,72.78932517896553,125.9580381807321,77.32334826282593,134.903160503562,287.7017272462981,134.2816996761942,110.2117548499465,74.44545470802353,136.9112944878852,65.15552329135146,121.0894810450995,80.99040664093422,68.07356801531307,0
,2014,2,2014m2,60.13963749753147,100.7012498580522,70.44868846788312,82.80938404564498,87.53645847029766,17.9570014559432,197.13532808052,132.2828905089403,150.4964264829577,56.30135140929924,79.35699068415794,0,55.87762899493464,67.29007395084881,44.30238060590741,71.50788527788312,98.99399526443536,82.16942490954854,0
,2014,3,2014m3,85.60346673186673,147.8714060774372,39.40042628229546,90.11049636469102,94.01599986512248,88.46791099023309,95.70164652080084,94.737468119974,90.20051495172208,156.5620167241385,115.6069880724124,47.03623708888719,67.75209158867517,120.4956648563377,84.93315455840234,31.17775218412763,32.72346615101561,27.44420310970055,59.09283514377763
,2014,4,2014m4,66.34326520900703,96.44511750452783,23.78937531661019,41.66012863383074,102.0028934628222,111.5525408847817,80.08069718734141,73.44955167534006,107.8002063244123,103.8894628451193,125.6238996183531,28.05382659928145,85.00425243186608,69.65250405061462,65.34229700096155,62.29967027080026,318.5245984527563,168.0682712326973,72.69310536302049
,2014,5,2014m5,121.0136491485899,67.55752685707013,32.08261363595097,101.7735972254095,95.63667246342929,65.56741235436525,98.5855758913149,106.3910057473214,85.63610088427536,235.5185518751443,116.9862555522572,124.5741199884125,97.29960036563894,91.34313195546017,45.30407998209363,141.6656000385668,0,0,171.4302807738817
,2014,6,2014m6,78.00800550366918,71.58788328561408,88.87805451432909,80.29850452202813,137.8642057029939,37.87173905382608,94.05361722908472,150.9688647176994,103.8331803702801,285.564214753776,95.54903455640809,68.4886620051432,87.24408561520643,81.63456434626485,157.5591952277292,27.35152560709775,0,224.5501557655571,98.68698355720115
,2014,7,2014m7,60.65773628701952,73.17692287600357,37.19553624703318,46.96263003886237,256.2778718463512,91.71066653458358,100.9206279824432,176.0618186369839,84.00638861202948,255.7447540818383,35.94158801363157,65.48513218782027,62.93864672757101,48.55314543921387,167.1635945838078,35.31868892069058,89.05229338599248,156.9697231361788,86.25534428624572
,2014,8,2014m8,75.99474472804637,108.7634286952532,56.41094242631232,66.62971782223867,87.51409591420372,19.69264133589689,25.64287141122723,83.85818215587746,82.64831665322916,82.30060594187938,61.77964783178476,88.66853159570366,95.17498854315572,96.24513401865792,119.2530891272572,97.35239161136694,162.1671176300118,26.25293139404607,283.8199960812162
,2014,9,2014m9,84.86486132623497,113.2269934708439,123.2256288804247,70.74624695150895,157.8197217098151,19.33791664195111,134.3383588127272,81.3396709359351,108.2933813144216,142.1130417522356,111.3634658914879,100.7019952218968,99.55577488326934,51.93890043569048,125.8341930862083,58.51093220217379,68.68449624772776,52.37064150341283,37.28692331600102
,2014,10,2014m10,72.50675468821889,84.25325491686016,36.2116827418807,100.3128755121638,112.4396281526116,37.75849925708926,85.51445658120252,87.09801881827667,231.4482741355706,23.57910652011858,133.6351498898964,25.44393039415494,91.88979148766221,91.7048011753493,170.463442534399,156.062442395513,0,60.32282309237981,33.68245284798781
,2014,11,2014m11,151.0846547085806,50.8138990011076,0,67.51589193716177,105.3367402972364,18.60899295478222,105.5929625970065,88.20724225616428,113.991025108502,91.26293278025835,76.70336462618718,65.49382356870385,172.5292967069938,19.07077781670611,133.1039981456944,75.33393979715838,0,181.9814314053225,0
,2014,12,2014m12,92.80172228883367,98.36011360700853,67.25273233941824,81.38117225982707,73.12949115073545,43.76873962246039,161.8512601589609,116.6433407933948,95.33911139735451,217.5049710551921,171.8242833953266,38.29051334177301,131.9561830470039,143.8479431551526,104.032144466153,84.97462374309133,182.1385528772259,32.33506647491282,67.85433131088355
,2015,1,2015m1,134.6093136214994,79.87426314886424,25.94846076805554,106.3946981055239,75.09270441627119,97.55790740262643,137.7128049360699,73.27487934107408,153.3475988360903,84.93184614459784,47.51880687051754,109.9712070758795,133.4149927560696,140.1859001931239,126.6416631504735,147.8954410116914,85.20478660183728,120.7334818711896,0
,2015,2,2015m2,70.67073526890441,97.44333714450238,98.9687013219506,96.7518554812879,178.1841426506783,65.30114086535794,54.13009065871002,64.217614267103,72.06962438084531,73.51460253191118,79.714920306926,45.76376930060404,98.94528507483412,89.65616530517261,208.3107322012215,66.94459448586719,77.38158810049754,140.7470257373485,0
,2015,3,2015m3,79.33877785853733,116.6416047081414,79.11721154328497,61.23827860021812,40.11299801284171,104.4728940573458,70.95994838180364,95.4680325419932,137.5155857748993,43.81744007338934,123.7319777467144,82.80001988771711,72.48157634254277,142.9797924910323,33.23467111001897,68.23689841009576,164.0684550668895,25.63019394893143,68.70422326364128
,2015,4,2015m4,76.34851303043058,149.9927209166598,0,70.06455649442543,67.05531812947974,44.50754800526551,54.24588303328692,38.105647080018,113.5250214100789,109.0563397494219,155.9420880082734,118.2981888497629,85.73418338256693,123.602107434307,70.74434552435675,100.7874453759476,204.1981525398695,30.86028071747191,58.68642572520489
,2015,5,2015m5,92.51104577120894,143.2629466067623,59.31899512950873,166.8560674330114,66.6050226458341,92.93326191284152,209.7414148948935,75.45026614365359,81.08892012569468,31.95241825745318,103.1511313582493,83.46731374452293,78.35570891792109,186.8855277795396,76.61803658633474,152.4320307252447,135.3135488986341,25.13700970205841,478.1470260557037
,2015,6,2015m6,55.16770277539095,89.59144094547376,45.0159069771974,146.4041811045176,85.09114155248022,64.531313458745,127.4762964470504,52.72846985818067,145.781613662268,80.02863513698668,112.5334565763383,49.90724512040349,55.37939457589079,87.47396961274349,145.3642325815263,155.5206172641239,59.78663234326783,29.3165315629533,383.7111634615069
,2015,7,2015m7,65.52941219473712,89.05635266894733,24.00829594835814,130.52188292943,126.585466964755,93.27469259242555,71.73814625956341,82.83524099659823,90.7056748806778,47.28701867535473,144.4348169252252,20.79146830015707,81.16695366434452,84.56964243742172,92.8722543587089,109.8599989070557,0,131.2273293479369,200.8997089163034
,2015,8,2015m8,74.12754252455792,44.0656214014928,57.53273734850585,89.2037149236056,86.37675923812236,23.29136676024083,108.4037480246767,47.92276428830231,111.6789679656254,83.61974963946463,138.849486626558,67.19101301956107,99.25243145583954,52.4325904481578,58.91006486222686,127.0266353108847,0,13.6461597412219,85.95480301695565
,2015,9,2015m9,109.880763137393,157.6555048511564,26.55370476391774,187.9410071122437,116.3075262691354,159.4359383880513,55.72509952197618,70.76875963116186,101.8506839578793,101.6110641821202,152.0259147479593,189.915841367416,123.2348851376868,79.48221013799598,73.19594790995123,302.4261670939376,220.2990691898446,104.2898416091047,117.0612674329586
,2015,10,2015m10,113.4881940720934,136.8908996743223,95.71330491470025,119.8618189116471,37.49178170741855,140.2999180017151,93.07436219061618,66.4468514757064,90.59987442178763,97.06561392099856,95.059247924301,156.1895978304059,127.3122293718077,113.3917079214219,35.54714691231732,144.9361164734943,38.36079906813131,0,191.5123845957533
,2015,11,2015m11,85.50665626198351,123.7796181615047,80.56891568151175,182.5937115886093,80.35171531705336,62.94491866955086,130.6940750707469,38.30724904869116,194.4511110986911,44.69151865401764,147.1034647327765,41.45330371238113,101.1977045173741,104.8264337811714,58.58397854671285,240.3077581478321,101.2674420396785,13.9794283611558,312.1807250677215
,2015,12,2015m12,122.116944748948,130.1121996247546,23.83684833294798,177.984728231794,71.30652037516305,175.0538298158579,66.59349757671863,74.55807055545716,113.9573924555085,56.3754038788768,103.7431395855285,111.5329719919106,127.6591659894678,176.2113864689951,106.1621010608249,129.2958056390277,81.05867525122581,17.22451866315435,36.83998981652751
,2016,1,2016m1,102.0916487313053,105.1350466341186,78.57583585252755,136.6037814946126,102.2066260099281,43.22815951410675,227.4887986287475,86.56963743204919,119.5292379392994,68.37720319211186,96.87151572702089,95.28691174758039,137.2030019572769,54.63151514013041,67.53955771126343,136.7368235429925,419.5547016053002,19.54960107672103,38.32975212222851
,2016,2,2016m2,73.35367995410363,135.5414986587529,48.19978580409029,156.062987230286,42.14223055521965,134.9479192806506,120.4868333365537,74.56875606740431,53.84362838452051,44.68409291113721,167.9903085539106,107.7933490703692,68.37251409433887,118.4355906932351,38.97019596187195,127.420920308409,150.6813356976873,0,201.3498392408578
,2016,3,2016m3,72.26189544347935,185.1225361372586,0,87.775619096024,42.1995268497928,107.0716491894401,99.82755541903198,84.66926233293458,83.7307213024542,0,133.1646187471346,69.65183630541473,77.50249067391425,200.7553940555158,1.93590145441163,52.9561962480612,0,65.19990230079767,74.12568649599241
,2016,4,2016m4,80.25946590613444,128.1078717338297,24.60412885868665,72.87557589278671,90.77718234422291,22.93682358304531,83.81451111621021,72.92752521261122,81.15955626016634,0,190.1235630973893,50.03875142486446,62.15554394546949,122.9458807151428,113.7536591944808,64.70904377081168,35.33974080795951,93.11731237085607,106.9676294054207
,2016,5,2016m5,98.28671355813674,154.3225206436393,86.93592820523531,102.4765267837267,104.8103034354989,115.7217022161303,68.00603829006523,70.5584653201107,84.51888565291131,13.51612984696146,146.5529284330173,67.37130003857737,115.9679125029795,156.102388546752,90.3575776448195,33.63660736189053,109.8028825431297,137.6111548609051,38.093863051774
,2016,6,2016m6,104.7658834456372,190.179682729515,0,123.8628021298825,98.17593725748013,71.4372073566136,125.8710199150504,109.3530531316425,157.1284439003062,15.20283490273868,96.45176854599529,123.9385896896149,109.8043916202898,283.1022000582525,85.86404629358886,146.0273711069462,221.2056482303552,123.1510655674913,178.7143111611111
,2016,7,2016m7,73.67465599488834,260.6383801663386,54.30680425410527,96.52877235566191,150.386429211139,71.28660570165457,92.17997940546348,92.54070643872043,146.2331676965476,33.31596636844466,154.7158011202657,100.1860305466093,70.33511708327478,236.3179783256541,220.1717097859666,116.0340357600595,182.3701697693392,32.5209630356411,110.0601726385704
,2016,8,2016m8,71.65077833111242,111.9677891622707,85.61685661342609,110.455575995091,91.06486016536044,24.56387070031253,55.52055095189623,44.00775688708855,54.64175661118593,30.31730408339004,200.9555197599252,16.40160409696483,46.0188015367059,124.4999325424497,8.210207706658553,112.6478875668,66.89443261827967,0,0
,2016,9,2016m9,92.69579199116809,176.3143308381924,81.68771798215006,128.8755873909202,76.47398596641152,183.4759565176482,108.8621159976585,86.0647357777456,65.13235963902338,34.9737943599845,99.9863998241804,104.9588361573701,85.48693862197429,198.8416367758871,67.88857150071031,164.6954855599373,163.819194062117,31.63305516328643,61.11195635131477
,2016,10,2016m10,63.52078158661627,157.3282933287856,69.61002110065915,185.8134931531364,78.54256435882962,87.92840832686637,44.01593361502147,74.36838438185541,117.1101859819824,53.61170772073449,139.7072201880351,28.98468873432145,49.28255879388428,192.0466162227659,50.90479727643407,196.8630594245467,198.5856023800726,174.3906293371852,213.786222729557
,2016,11,2016m11,286.2325381683111,148.0911370339972,42.88605194062878,294.9760279483559,108.5496013542654,138.5000499612818,128.5204497772318,33.37920933651549,135.79913096139,115.0669312427225,133.8714584288566,271.5334184600492,414.254611261803,175.716090919797,160.1437848082001,364.0591002147893,50.31452893764804,36.15475896042243,443.3065204442327
,2016,12,2016m12,186.7167843000441,124.3323807118174,0,246.5727236259158,193.3109005494271,180.2595958501664,95.07866981628639,43.95390196900708,125.3846635965937,215.9603314156481,93.61761683479472,18.34784286543747,222.4394586844151,116.3662932711867,301.804733445106,397.0480354188166,0,228.4311382433251,395.7348843967981
,2017,1,2017m1,276.8530309615796,296.621154778688,57.60224087701751,207.7956443628127,128.3544028061598,228.6897319696789,181.0556353928835,53.87866106606618,90.67442837206728,488.1161035960117,346.2715520680941,182.9269993368094,334.3522287751891,346.1615794812639,130.176843172712,235.5586516656409,200.0600650651506,0,168.2633003525062
,2017,2,2017m2,203.7255553921238,161.6493924051552,63.60900997585563,219.1393833690038,196.5419292359321,123.6001206268753,139.0175991538133,85.78160541913407,44.89691539303901,303.3935072334973,262.2749771367673,135.8255521772292,292.1000754443317,173.6904276755959,228.2922188772951,184.706785597464,198.8748834476431,206.1452607637626,293.3211251501733
,2017,3,2017m3,210.0580872351742,180.1365970240237,56.41094242631232,169.9636011572096,249.9106351075933,91.88434623817795,141.3448636807967,59.75548572429339,29.11371281576897,134.1303588260327,249.2648624647076,132.6397158771381,363.6813340026621,182.5881142901311,123.3080890890054,185.2374366901279,125.4283087829488,33.6442863590153,301.0230516191962
,2017,4,2017m4,223.7944750569787,219.2484443902342,82.40475639390516,85.73128412195207,85.46018118478165,101.1806655068705,64.9688133822935,61.28005696446449,85.085930280076,11.85679458552473,120.3210567484481,141.3108034825579,346.958388566935,199.6549487157547,83.89656276248643,179.0898554896567,282.7477443097603,0,0
,2017,5,2017m5,212.1928207244096,227.3671209233468,0,228.7066960022483,78.65720668731701,91.91235342521223,44.90259845885004,43.46985040678388,168.1624932682485,91.79841977306522,246.1137314071078,246.0604508721938,296.6611954555045,262.196625691523,108.956611632456,124.2630308943519,318.6034063089165,82.82419361096593,337.3296595259757
,2017,6,2017m6,211.4454527292793,271.2440904004152,123.819162415788,199.341608046055,197.8686540696069,23.00408174309761,35.40336576638608,51.1530982892172,269.8696599431593,179.893677424486,144.2224432490027,273.9665312166746,307.6401066171662,367.7790070631532,287.9933912923838,189.9582065877609,68.81061541087085,71.42820632691699,96.1714337706083
,2017,7,2017m7,208.4396450530459,142.6230195188521,223.189117001123,126.7791260761259,178.2799886958446,47.41490980171893,83.59288463371517,56.16666566230113,166.2902967426651,54.8659617791274,182.1377037938086,141.5867028170716,293.8648021234359,119.8364573235483,145.2647026491321,234.3911361315378,33.24618953077052,54.9093001692372,101.9997595212216
,2017,8,2017m8,150.7960151200454,152.7111917749795,99.8937379242507,144.6626573252212,174.0778798520978,50.84485969196658,54.74651385427155,69.54428037520859,88.13821123089846,65.17925395483952,143.1631374489977,125.3819674012418,188.1879284099492,174.0874423085376,206.5685388902471,173.7766231174699,77.04412243577357,47.40063612264223,57.42325061886935
,2017,9,2017m9,122.3950297856186,207.5518492378651,585.878792693423,116.2362618582423,267.143366657246,95.92770263451052,29.64165892269211,31.81583393632837,69.6750863405169,122.668692958137,73.17819721309095,155.6448948356046,172.8517425177791,306.2447945075054,274.8389458686257,98.29875741493831,0,216.3146902002568,58.54025779064647
,2017,10,2017m10,142.8524215988314,166.7581415383176,126.4204607359346,141.7690830332687,275.7222656809812,137.9768465827743,57.18992871705719,68.75996234289173,108.7495427002238,64.94128396747384,116.6329466360861,177.0785975947176,176.5371678712783,188.4693024216827,264.9876253849169,255.9037700876586,318.3136333085321,117.2651799702695,164.2957676821105
,2017,11,2017m11,160.5522803725742,193.0575681061402,148.2808231457786,92.3987063107823,145.9883237347882,122.9065635085314,104.1785978398172,43.82347392432773,91.15473029031104,100.8215695160488,153.3900291368239,164.8911094418845,266.4581275517744,196.131692807368,101.6007309955566,197.3982744191259,273.4632714235751,30.01726817104341,352.5369230698612
,2017,12,2017m12,126.4335757100348,112.471689152748,88.82265240656923,71.79963248373711,119.3669291765244,139.3672431824466,63.25400468979721,99.73748403102022,123.8604654492074,145.9997732464433,115.4130864787666,81.71717988573022,170.467413945719,161.960181743894,117.2984184355264,78.68313425461574,98.08468116633627,42.64500563032849,53.21188193672621
,2018,1,2018m1,176.3251532917304,153.6387033156743,235.3896083959324,111.2435463148252,113.3479678369173,126.0977668671159,103.2337777463632,72.21866943685369,40.56343101896059,167.7345106656203,86.60126451072422,174.8019205090631,217.6273336380673,150.9294253596679,122.9062011894693,216.4468539529683,205.0770495162227,224.6616776371058,330.2708862076209
,2018,2,2018m2,118.0414230331102,122.0004800229387,177.8749690727547,340.6788134408772,80.65997026742153,51.59012355180381,117.7242956473252,60.95207756579167,142.0132800338781,139.946739300469,143.6411023778207,150.2735691947066,177.7319604848255,90.96339277140801,95.58355421363309,443.344804801606,146.5071878533307,35.73484306076596,395.2669458584659
,2018,3,2018m3,142.8622751205403,115.456836316033,99.73759266459254,182.0181871312087,93.46659141388218,93.81702402179089,70.38418748015762,44.65788942428341,108.3847449226154,89.22556616656705,165.1264188074421,163.9135756424523,213.1519564522115,140.488007263689,98.71061171647993,313.3870772294841,39.70397038961035,0,66.00568723100989
,2018,4,2018m4,150.1351090336259,75.45031310201006,109.8853399932313,342.7861577162529,155.7539891040177,23.57487590619882,9.567457574228014,15.79575497280044,61.86814579281175,74.41985539158733,137.3456141163641,159.3178890140759,202.2577498685814,87.42200115422085,218.7343635880757,464.6726124850944,50.91611569668515,133.6527409867433,116.0136509300204
,2018,5,2018m5,146.3508283614958,106.7191679172334,153.8646617730811,222.4768916047371,56.52861645383281,71.60570767740298,99.69606754802221,65.25719480288568,93.34504803192816,181.772178370008,54.79882642365899,253.6698557011503,208.0521540073754,91.05542026812098,94.51037839252584,132.0395175182654,22.85329250828221,15.5129033225344,111.9773283930158
,2018,6,2018m6,136.1934024103367,105.7535499232749,360.3909588872776,275.3653021838404,58.9893680791362,142.2229634711889,152.4069848459069,47.37494033608818,115.9322966387916,121.8433109775448,244.7888914780182,70.28092393547198,201.870675063145,141.0264709267908,72.06752835732283,393.6944302662904,0,150.0186960619165,47.80819470129123
,2018,7,2018m7,166.4349654685901,103.1755209496107,27.67778889112367,237.781737852743,116.6027030775065,74.95742161715198,132.8258133915574,99.15183284182004,109.2750426504222,177.9084015434582,255.517880412484,157.0019599887396,287.1175147884757,93.36018633523237,151.5850501815377,283.5657990876326,33.508091857936,77.25725015773885,69.39406953239644
