Date,adjclose,high,low,close,volume
1998-01-02,4.749024391174316,6.335937976837158,6.179687976837158,6.210937976837158,4058400
1998-01-05,4.743051528930664,6.289062976837158,6.195312976837158,6.203125,6488800
1998-01-06,4.766947269439697,6.25,6.054687976837158,6.234375,7586400
1998-01-07,4.808760643005371,6.3125,6.1875,6.289062976837158,8560000
1998-01-08,4.82668399810791,6.375,6.273437976837158,6.3125,9160800
1998-01-09,4.731104850769043,6.328125,6.1875,6.1875,8975200
1998-01-12,4.647474765777588,6.21875,6.0,6.078125,10134400
1998-01-13,4.587738990783691,6.078125,5.976562976837158,6.0,8431200
1998-01-14,4.671367168426514,6.179687976837158,6.007812976837158,6.109375,5257600
1998-01-15,4.492159366607666,6.015625,5.875,5.875,12656800
1998-01-16,4.599684715270996,6.101562976837158,5.867187976837158,6.015625,8945600
1998-01-20,4.581765651702881,6.046875,5.914062976837158,5.992187976837158,9444800
1998-01-21,4.581765651702881,6.078125,5.9375,5.992187976837158,7494400
1998-01-22,4.587738990783691,6.078125,5.90625,6.0,5034400
1998-01-23,4.522026538848877,6.046875,5.859375,5.914062976837158,9566400
1998-01-26,4.474239826202393,5.921875,5.820312976837158,5.851562976837158,4848000
1998-01-27,4.587738990783691,6.039062976837158,5.835937976837158,6.0,8758400
1998-01-28,4.659421443939209,6.117187976837158,6.015625,6.09375,7218400
1998-01-29,4.731104850769043,6.21875,6.101562976837158,6.1875,5391200
1998-01-30,4.898365020751953,6.40625,6.21875,6.40625,7356000
1998-02-02,5.005888938903809,6.625,6.507812976837158,6.546875,9916000
1998-02-03,4.981996536254883,6.523437976837158,6.40625,6.515625,6534400
1998-02-04,5.011864185333252,6.5625,6.460937976837158,6.554687976837158,6724800
1998-02-05,4.987971782684326,6.648437976837158,6.5,6.523437976837158,5368000
1998-02-06,4.993943691253662,6.546875,6.460937976837158,6.53125,3493600
1998-02-09,5.179126739501953,6.8125,6.5,6.773437976837158,10347200
1998-02-10,5.197046279907227,6.960937976837158,6.734375,6.796875,8953600
1998-02-11,5.131338119506836,6.828125,6.703125,6.710937976837158,4455200
1998-02-12,5.352360725402832,7.03125,6.617187976837158,7.0,17620000
1998-02-13,5.56143856048584,7.375,7.015625,7.273437976837158,31290400
1998-02-17,5.430017948150635,7.328125,7.070312976837158,7.101562976837158,10353600
1998-02-18,5.585333347320557,7.34375,7.101562976837158,7.304687976837158,17975200
1998-02-19,5.603254318237305,7.367187976837158,7.242187976837158,7.328125,5607200
1998-02-20,5.603254318237305,7.40625,7.304687976837158,7.328125,6608000
1998-02-23,5.698832988739014,7.460937976837158,7.304687976837158,7.453125,6108000
1998-02-24,5.698832988739014,7.71875,7.414062976837158,7.453125,17188000
1998-02-25,5.7824578285217285,7.640625,7.5,7.5625,8200800
1998-02-26,5.818302631378174,7.640625,7.5625,7.609375,5354400
1998-02-27,5.800382614135742,7.664062976837158,7.539062976837158,7.585937976837158,2713600
1998-03-02,5.848169803619385,7.664062976837158,7.492187976837158,7.648437976837158,6292000
1998-03-03,5.9975104331970215,7.882812976837158,7.625,7.84375,13246400
1998-03-04,6.140878677368164,8.109375,7.703125,8.03125,11158400
1998-03-05,6.057248115539551,7.960937976837158,7.851562976837158,7.921875,7887200
1998-03-06,6.1169843673706055,8.070313453674316,7.984375,8.0,9938400
1998-03-09,6.17074728012085,8.109375,7.976562976837158,8.070313453674316,8960800
1998-03-10,6.320087432861328,8.265625,8.125,8.265625,12426400
1998-03-11,6.284245491027832,8.265625,8.117188453674316,8.21875,8944000
1998-03-12,6.385797023773193,8.390625,8.164063453674316,8.351563453674316,8256800
1998-03-13,6.266326904296875,8.351563453674316,8.1875,8.195313453674316,5133600
1998-03-16,6.2304840087890625,8.203125,8.125,8.148438453674316,3982400
1998-03-17,6.212560176849365,8.164063453674316,8.078125,8.125,5104000
1998-03-18,6.266326904296875,8.234375,8.078125,8.195313453674316,4529600
