target,status,oos_rows,first_oos_date,last_oos_date,qlike_base,qlike_aug,qlike_improvement_pct,qlike_dm_t,qlike_dm_mean,mse_improvement_pct,mse_dm_t
SP500_current_constituents_avg_individual_rv_22d,ok,1100,2022-01-03,2026-05-21,0.06776996330286529,0.07110153918548293,-4.916006620409041,-2.118300960997224,-0.003331575882617628,-4.226924353811062,-2.052043491551853
SP500_current_constituents_xs_return_var_22d,ok,1100,2022-01-03,2026-05-21,0.10323772329055075,0.1171284619672348,-13.455099777423557,-1.99866278469106,-0.013890738676684063,-7.26047903499411,-1.9461663720984086
IWM_yfinance_top_holdings_avg_individual_rv_22d,ok,1100,2022-01-03,2026-05-21,0.1185577683842577,0.13383452829106146,-12.885498871141229,-1.8752545048454337,-0.015276759906803786,-5.87194900024462,-2.0691241220759062
IWR_yfinance_top_holdings_avg_individual_rv_22d,ok,1100,2022-01-03,2026-05-21,0.22028326015943284,0.2378939038702371,-7.994544704876043,-2.5683579457433083,-0.017610643710804244,-4.216730747085921,-2.650036668221476
