month,symbol,group,rv,baseline_rv,mortgage_rate,embedded_rate_proxy,lock_in_wedge,lock_in_wedge_z,new_listings_yoy,active_listings_yoy,months_supply,housing_starts_yoy,permits_yoy,new_home_sales_yoy,new_listing_shortfall_z,active_inventory_z,months_supply_z,starts_shortfall_z,permits_shortfall_z,new_home_sales_shortfall_z,turnover_freeze_z,mortgage_rate_lag,embedded_rate_proxy_lag,lock_in_wedge_lag,lock_in_wedge_z_lag,turnover_freeze_z_lag,new_listing_shortfall_z_lag,active_inventory_z_lag,months_supply_z_lag,starts_shortfall_z_lag,permits_shortfall_z_lag,new_home_sales_shortfall_z_lag,scaled_rv,log_rv_rel
2019-08-31,XHB,homebuilder,0.0041562103001461835,0.003210566585178312,3.58,4.252398584753458,-0.6723985847534584,-0.3904941723469843,-0.026595593518973337,-0.03920409556951099,5.5,0.06754658385093171,0.16417910447761197,0.2006745362563238,1.1210659871239097,-0.11968163613226321,-0.3866162359162086,-0.20126057423724866,-0.588935780511048,-0.8629687261787751,-0.18374306594387413,3.75,4.246821361025085,-0.4968213610250851,-0.2614006880276694,0.16585876917863368,0.9437712826031279,0.26114388798422916,-0.036515071482304234,-0.019219419774939798,-0.028347753617916173,-0.030395191834799308,0.29454106927215506,0.2581562456792792
2019-09-30,XHB,homebuilder,0.0013119644118018536,0.00341868425784953,3.64,4.241998661253271,-0.6019986612532713,-0.3381832323510494,-0.029551627524397883,-0.05917942392078279,5.4,0.048799999999999955,0.11796042617960434,0.19663865546218484,1.1717368822924519,-0.4732172661542271,-0.4446403393038453,-0.11788452487398933,-0.38951326416104975,-0.8417723632805892,-0.12441472186540437,3.58,4.252398584753458,-0.6723985847534584,-0.3904941723469843,-0.18374306594387413,1.1210659871239097,-0.11968163613226321,-0.3866162359162086,-0.20126057423724866,-0.588935780511048,-0.8629687261787751,-0.6162370336513252,-0.9577301921208008
2019-10-31,XHB,homebuilder,0.0015770302007243277,0.0034619222061835903,3.78,4.2397284633476895,-0.4597284633476897,-0.23286785177160668,-0.0244667331059768,-0.07385480897834362,5.3,0.08517608517608521,0.19732704402515733,0.3032490974729243,0.9539438471401132,-0.7278053149559569,-0.5026305505394743,-0.2793543708342289,-0.7306593050430571,-1.3665574328802281,-0.38505156243137506,3.64,4.241998661253271,-0.6019986612532713,-0.3381832323510494,-0.12441472186540437,1.1717368822924519,-0.4732172661542271,-0.4446403393038453,-0.11788452487398933,-0.38951326416104975,-0.8417723632805892,-0.544463998091153,-0.7862805271862765
2019-11-30,XHB,homebuilder,0.0011301704006160783,0.002817857414236694,3.68,4.226229627491057,-0.5462296274910572,-0.2965259280637758,-0.05597568588123336,-0.10188207939924276,5.4,0.1456392887383573,0.1455223880597014,0.14080000000000004,1.963491068202851,-1.2192761000640397,-0.4436311857635676,-0.5478689270442918,-0.5066891782136111,-0.5622903899920462,-0.019397722562133124,3.78,4.2397284633476895,-0.4597284633476897,-0.23286785177160668,-0.38505156243137506,0.9539438471401132,-0.7278053149559569,-0.5026305505394743,-0.2793543708342289,-0.7306593050430571,-1.3665574328802281,-0.5989256252264201,-0.9136083956227825
2019-12-31,XHB,homebuilder,0.0008240103324558039,0.002660641444426404,3.74,4.199406404383432,-0.45940640438343205,-0.23206488133751524,-0.11042879407494244,-0.12814703005363104,5.5,0.41369863013698627,0.09567198177676528,0.28205128205128216,3.5337096557847287,-1.6440416561554279,-0.3846757832165033,-1.7395535251986813,-0.29140939652537595,-1.2584838681886557,-0.02808258346889749,3.68,4.226229627491057,-0.5462296274910572,-0.2965259280637758,-0.019397722562133124,1.963491068202851,-1.2192761000640397,-0.4436311857635676,-0.5478689270442918,-0.5066891782136111,-0.5622903899920462,-0.690296362863186,-1.172139448007317
2020-01-31,XHB,homebuilder,0.0020032689208591523,0.0021037782521025348,3.51,4.175114166308652,-0.6651141663086522,-0.38401130007606815,-0.04923291282621878,-0.14311837890107992,5.7,0.2895595432300162,0.18819776714513559,0.15798319327731103,1.2663548370668314,-1.8122340730966675,-0.26720022357886886,-1.1824112091245664,-0.6900182888484868,-0.6439700926053851,-0.30344899541809517,3.74,4.199406404383432,-0.45940640438343205,-0.23206488133751524,-0.02808258346889749,3.5337096557847287,-1.6440416561554279,-0.3846757832165033,-1.7395535251986813,-0.29140939652537595,-1.2584838681886557,-0.04777562993767648,-0.0489545891210339
2020-02-29,XHB,homebuilder,0.004719864521918302,0.0019355067921653795,3.45,4.142945832994671,-0.6929458329946705,-0.4042191117436282,0.008854997585000746,-0.1580833207881177,5.6,0.38180196253345233,0.13608087091757382,0.09104938271604945,-0.3406171536403088,-1.9503660356940113,-0.3255610099789499,-1.5894483252620508,-0.46437819693946425,-0.3129962244050224,-0.6066001820451593,3.51,4.175114166308652,-0.6651141663086522,-0.38401130007606815,-0.30344899541809517,1.2663548370668314,-1.8122340730966675,-0.26720022357886886,-1.1824112091245664,-0.6900182888484868,-0.6439700926053851,1.4385677906290772,0.8914108959165041
2020-03-31,XHB,homebuilder,0.1266191173024018,0.0021678606095932485,3.5,4.115759571751716,-0.6157595717517159,-0.3466146442843998,0.0036454496752160725,-0.16005484092100486,6.4,0.06297229219143574,0.043243243243243246,-0.128133704735376,-0.19318057695333582,-1.847097382307249,0.14387893864729362,-0.1713286494666802,-0.06323263431209807,0.7694056519551025,0.09710854597405641,3.45,4.142945832994671,-0.6929458329946705,-0.4042191117436282,-0.6066001820451593,-0.3406171536403088,-1.9503660356940113,-0.3255610099789499,-1.5894483252620508,-0.46437819693946425,-0.3129962244050224,57.40740716542615,4.0674427168157195
2020-04-30,XHB,homebuilder,0.04767351207175375,0.012584403655642012,3.23,4.097610405711083,-0.8676104057110829,-0.5329965183054578,-0.36842848606659784,-0.1718750274795332,6.8,-0.26415094339622647,-0.18381240544629351,-0.17948717948717952,10.064461931519153,-1.9187170406566627,0.3785182367012616,1.2801615657905485,0.9175708516193835,1.021990449546167,2.7325406070353027,3.5,4.115759571751716,-0.6157595717517159,-0.3466146442843998,0.09710854597405641,-0.19318057695333582,-1.847097382307249,0.14387893864729362,-0.1713286494666802,-0.06323263431209807,0.7694056519551025,2.7883012478211557,1.3319176990416621
2020-05-31,XHB,homebuilder,0.016648977550047527,0.016430288038171332,3.15,4.07503687026724,-0.9250368702672405,-0.5749902431542216,-0.22896052735157113,-0.21385361078603882,5.3,-0.1964423820572312,-0.07126948775055675,0.14401294498381878,3.0147033983337526,-2.436356555938885,-0.5028194699019303,0.9770732010484594,0.42995817390393476,-0.5773935165448214,0.6683043573678791,3.23,4.097610405711083,-0.8676104057110829,-0.5329965183054578,2.7325406070353027,10.064461931519153,-1.9187170406566627,0.3785182367012616,1.2801615657905485,0.9175708516193835,1.021990449546167,0.013310144738067242,0.013222343006019877
2020-06-30,XHB,homebuilder,0.014741855035594718,0.01754684016261156,3.13,4.056926769171714,-0.9269267691717138,-0.5757113011621637,-0.10837495059821078,-0.28548778878212455,4.0,0.018503620273531807,0.026173979984603468,0.23593964334705086,1.1186712996859962,-3.246222520501887,-1.2662864384366752,0.022291768836116523,0.008282396423245051,-1.030984369920098,-0.2296050686822831,3.15,4.07503687026724,-0.9250368702672405,-0.5749902431542216,0.6683043573678791,3.0147033983337526,-2.436356555938885,-0.5028194699019303,0.9770732010484594,0.42995817390393476,-0.5773935165448214,-0.15985699425208455,-0.17418315669680862
