date,fund_volume_shock_z,bond_price_pressure_z,credit_underperformance_z,etf_illiquidity_z,cash_migration_z,run_pressure_raw,run_pressure_index,spy_rv21_lag,vix_log_lag,hyg_lqd_gap_21_lag,signal_lag,HYG_rv21_lag,HYG_fwd_rv5_log,HYG_fwd_rv21_log,LQD_rv21_lag,LQD_fwd_rv5_log,LQD_fwd_rv21_log,BKLN_rv21_lag,BKLN_fwd_rv5_log,BKLN_fwd_rv21_log,TLT_rv21_lag,TLT_fwd_rv5_log,TLT_fwd_rv21_log,hyg_spy_downside_corr_fwd21
2010-01-04,,,,,,,,,,,,,,,,,,,,,,,,0.8978250522259402
2010-01-05,,,,,,,,,2.99773032190166,,,,0.002443222364425962,0.006513557753664223,,0.001954370756585434,0.002125375476462401,,,,,0.012841209082689493,0.01631703812299817,0.8907581269016934
2010-01-06,,,,,,,,,2.9626924391899885,,,,0.002648444523358349,0.008679291970274595,,0.0009931699622909328,0.0018536891849505136,,,,,0.025035738668545887,0.018735982342705057,0.9221121524973066
2010-01-07,,,,,,,,,2.9528247645788372,,,,0.002565823245243454,0.009009711520097202,,0.0014330892259621613,0.001861522374947988,,,,,0.02282362676334061,0.016650096455783452,0.8787801400681542
2010-01-08,,,,,,,,,2.9475918702062436,,,,0.0018124559785742764,0.009043210203839707,,0.00201100963922402,0.0018541328074864482,,,,,0.03216508994352851,0.01663680422551289,0.8752227705188798
2010-01-11,,,,,,,,,2.897567978476996,,,,0.0025075252036442937,0.009062087371738383,,0.0017774418684130455,0.001860150470397747,,,,,0.0340100516290807,0.017823062572239173,0.8752227705188795
2010-01-12,,,,,,,,,2.8650539064395404,,,,0.0024775878954225437,0.011231114433082685,,0.0017591909980214007,0.0025750045402807425,,,,,0.03293211101420506,0.018549509125529485,0.7306351806472509
2010-01-13,,,,,,,,,2.9041650800285006,,,,0.0012523989227413734,0.011112285716622757,,0.0016004815830687662,0.0025961944362499914,,,,,0.023798878073737522,0.015500657788417886,0.7371032046774973
2010-01-14,,,,,,,,,2.882003529596501,,,,0.013400944559225594,0.011056925740187911,,0.0010760209080564664,0.0024033859192921403,,,,,0.018081237153161216,0.014084034638510993,0.7352407629994998
2010-01-15,,,,,,,,,2.869601948807203,,,,0.017835966894770433,0.012191811316914093,,0.0005357359129878575,0.0024333762325645073,,,,,0.008616379927516769,0.011835851196302703,0.7352407629994998
2010-01-19,,,,,,,,,2.885359207552917,,,,0.01714159560061819,0.01269112369489962,,0.0005289389178145318,0.002567101123381602,,,,,0.007761150558201346,0.012942723598790097,0.7456470223121459
2010-01-20,,,,,,,,,2.866761887917216,,,,0.01721092124262986,0.013744682810276928,,0.000847075471690576,0.0025638055964654826,,,,,0.007357667406932972,0.013039111089296888,0.7456470223121459
2010-01-21,,,,,,,,,2.9274534491377295,,,,0.017111291772424056,0.014251820318311043,,0.0014829463300787668,0.0027100189521755804,,,,,0.002276532485030869,0.01217811896852101,0.7683451046579911
2010-01-22,,,,,,,,,3.1032405018244478,,,,0.005666345778544496,0.011334571203742736,,0.001232310022401182,0.0026298857149642746,,,,,0.0012418825317021978,0.012134305472630254,0.7349513930241033
2010-01-25,,,,,,,,,3.3072529159302264,,,,0.0024171604773544843,0.010887597134066746,,0.0031601638308689324,0.0026711157353046956,,,,,0.004897236063109359,0.014936749511486876,0.7116820081254391
2010-01-26,,,,,,,,,3.2351427913270396,,,,0.0034692269499927934,0.011034081712339789,,0.0041617082183069785,0.0028920018654775594,,,,,0.008012910319906507,0.01475897441663971,0.711682008125439
2010-01-27,,,,,,,,,3.200711823163566,,,,0.003846863907096735,0.011015249695967863,,0.004306783552708161,0.002820857015377161,,,,,0.008412867341837047,0.015129525538408387,0.7206937870427186
2010-01-28,,,,,,,,,3.1415626953890583,,,,0.005140236120109369,0.011542459390289087,,0.003705904372583468,0.003179232363967361,,,,,0.015173800209738136,0.015438322779996783,0.7206937870427186
2010-01-29,,,,,,,,,3.1667400511571677,,,,0.01442851344649336,0.011334011961786277,,0.0036035658289472676,0.0031744558302496113,,,,,0.02732585497273693,0.015437055761312444,0.726735556166455
2010-02-01,,,,,,,,,3.2035591548437723,,,,0.014852708529170484,0.011519583260984139,,0.0020322069858944056,0.0027405774018723823,,,,,0.023836167754843533,0.014561763499073899,0.7239894501818894
2010-02-02,,,,,,,,,3.1175073372345774,,,,0.014647615712545352,0.011257258356164656,,0.0010742591006954216,0.002553773223130402,,,,,0.019819809983898724,0.013653387451703074,0.7239894501818894
2010-02-03,,,,,,,,,3.0671222483295058,,,,0.014394688068847061,0.011156659634388874,,0.0008402940100429518,0.002437512260434464,,,,,0.024387997771997655,0.01388511163420277,0.7239894501818894
2010-02-04,,,,,,,,0.026081621329193578,3.0726933323507546,0.01817293746681714,,0.006513557753664223,0.02218854574951786,0.011267926831026964,0.0021253754764624013,0.00384177819567907,0.0024424394829602437,,,,0.016317038122998177,0.022216658002348386,0.014339001977880654,0.7401752570524746
2010-02-05,,,,,,,,0.03742752600691387,3.261168734133071,0.03233823271169842,,0.008679291970274594,0.012888736111392353,0.008841979103413103,0.0018536891849505134,0.0041106713029502966,0.0024733280976666195,,,,0.018735982342705067,0.011462833093695184,0.011741066491875793,0.5337148175606485
2010-02-08,,,,,,,,0.0374710893551691,3.262318406087198,0.04067986598816245,,0.009009711520097202,0.011191266261698569,0.008653862454857292,0.0018615223749479876,0.0037079189420377878,0.0023719821899273927,,,,0.016650096455783456,0.01206859959069881,0.011685468834040726,0.5878915550282213
2010-02-09,,,,,,,,0.03787269184801438,3.2775220289347264,0.04879217284263819,,0.009043210203839707,0.015065330852953238,0.00842860165333687,0.0018541328074864478,0.004441199719308265,0.002371721892073782,,,,0.016636804225512888,0.012160600106330308,0.011743250130765208,0.5665462500068782
2010-02-10,,,,,,,,0.03954394650682339,3.258096538021482,0.04385969295033508,,0.009062087371738383,0.01776065981638867,0.008390426356369659,0.0018601504703977469,0.004743526886956087,0.002310116459351105,,,,0.017823062572239173,0.013685735975512404,0.010707852421434811,0.5639185132727685
2010-02-11,,,,,,,,0.039565819373982805,3.2347491590059976,0.04766765776086446,,0.011231114433082686,0.013084336349662289,0.006206331901855184,0.002575004540280742,0.0017121162016781035,0.001633776571866837,,,,0.01854950912552949,0.009918878008161491,0.010073783653012845,0.985325478236269
2010-02-12,,,,,,,,0.039803542675059554,3.176385735036591,0.038883096235218934,,0.011112285716622757,0.014501863155785211,0.006025191826050227,0.002596194436249991,0.0020789335598393062,0.0015699175118071564,,,,0.015500657788417886,0.009886165690897454,0.009743046066452593,0.9734939323999153
2010-02-16,,,,,,,,0.03899542872883305,3.123685617725267,0.04705462262709207,,0.011056925740187911,0.014563810449149676,0.006158749121552156,0.00240338591929214,0.002028237992645246,0.001809077031726399,,,,0.014084034638510991,0.009899609463032664,0.010290548731079483,0.9735628397169417
2010-02-17,,,,,,,,0.041720395497545894,3.1023420086122493,0.03865949543165143,,0.012191811316914093,0.012377778783717232,0.005002059690677944,0.0024333762325645073,0.0015357571675895271,0.001783431572269473,,,,0.011835851196302701,0.02161754622851253,0.010465267791254266,0.9735628397169416
2010-02-18,,,,,,,,0.040510548159762336,3.078233463452221,0.02400085913791795,,0.012691123694899624,0.010194586546197171,0.0043303805069945895,0.002567101123381602,0.0018955939673717542,0.0016942755445248803,,,,0.012942723598790099,0.015406698711574407,0.009031695482932362,0.9723024936437488
2010-02-19,,,,,,,,0.03913070688295138,3.0267462864029175,0.013479350491707395,,0.013744682810276932,0.005736970562456655,0.0035613362039414328,0.002563805596465483,0.001928100922285926,0.0016956054457299742,,,,0.013039111089296888,0.01615783174987393,0.00884927142650532,0.9558093442791143
2010-02-22,,,,,,,,0.03797415632338377,2.9967317967523925,0.009534312336541477,,0.014251820318311046,0.005715135457282516,0.003293993333782052,0.00271001895217558,0.0034545803616148002,0.0015744537952652347,,,,0.012178118968521008,0.0160331526333719,0.008519233751104947,0.9558093442791143
2010-02-23,,,,,,,,0.033609548244823144,2.9927277913169226,-0.009549992295356007,,0.011334571203742736,0.005663983608774463,0.003274973037855328,0.0026298857149642746,0.003520706643839415,0.0015756495289456836,,,,0.012134305472630252,0.01519079791867793,0.008579672355025002,0.9558006910809538
2010-02-24,,,,,,,,0.029436156529100435,3.061988108602623,-0.007882962436956343,,0.010887597134066748,0.0050913483722926185,0.0026450523529486613,0.002671115735304695,0.0034517278096436524,0.0021697520461774204,,,,0.014936749511486875,0.0033054355203746897,0.009765622049406082,0.7156376108739755
2010-02-25,,,,,,,,0.03010800839493776,3.0091419830472175,-0.005812350336836387,,0.01103408171233979,0.0044133461754894375,0.0025377917299686473,0.0028920018654775594,0.002742183326599726,0.002103529188909976,,,,0.01475897441663971,0.0033296479809421806,0.01018318313829774,0.6923096670118615
2010-02-26,,,,,,,,0.02992405057600393,3.000719834043623,-0.0030579996640712447,,0.011015249695967863,0.004444921829742531,0.002538998588093024,0.002820857015377161,0.002698141150813479,0.0022003361401347985,,,,0.015129525538408387,0.003140503947684968,0.00990368064164963,0.7067330878411393
2010-03-01,,,,,,,,0.02966633449103282,2.970414465569701,0.0007876185591494582,,0.011542459390289087,0.003979279316798569,0.002024015106713143,0.0031792323639673616,0.0006093534103127408,0.0016937072074079658,,,,0.015438322779996787,0.010547283099611225,0.009763880825742154,0.7067330878411393
2010-03-02,,,,,,,,0.029358579661273386,2.9580304182537716,-0.0015217040738516722,,0.011334011961786279,0.003952623462890281,0.0020293604842625103,0.0031744558302496118,0.0006567868394757779,0.001677818042399757,,,,0.015437055761312447,0.01189604211873654,0.00987987386125188,0.6853592158689128
2010-03-03,,,,,,,,0.028055198518474777,2.9475918702062436,-0.017341800259282992,,0.011519583260984139,0.0028015800702728324,0.001651580824712585,0.002740577401872383,0.00048209475383998785,0.0016282252937686442,,,,0.014561763499073902,0.011812451620634153,0.010414940020392519,0.7352502822137252
2010-03-04,,,,,,,,0.025282073875161938,2.9354513386173378,-0.0070088704002918565,,0.011257258356164654,0.002753745617452672,0.0017089815846516357,0.0025537732231304022,0.0003082878307796877,0.0016327215786143593,,,,0.013653387451703074,0.01182226651544302,0.01041038627183645,0.6607344255736624
2010-03-05,,,,,,,,0.02369426702022218,2.9295924343696638,-0.007470126254492466,,0.011156659634388872,0.0027626797854371746,0.0017037862033399374,0.002437512260434464,0.0003042668497425596,0.0026511644623720397,,,,0.013885111634202776,0.011116205121347674,0.013420569559660214,0.6566464549853759
