Date,qqq,hyg,lqd,vix,hy_oas,ig_oas,qqq_rv,hyg_rv,lqd_rv
2023-10-31,345.347900390625,62.00005340576172,88.09355163574219,18.139999389648438,4.42,1.32,18.6571949452374,5.941052906332754,11.020513278793517
2023-11-01,351.342041015625,62.59101104736328,89.3542709350586,16.8700008392334,4.47,1.33,19.068401255068338,6.580158431292789,11.757953273076563
2023-11-02,357.72003173828125,63.295345306396484,90.41523742675781,15.65999984741211,4.15,1.29,20.115421570713398,7.596682220901204,12.453671411512692
2023-11-03,361.9228820800781,63.913780212402344,90.86104583740234,14.90999984741211,4.04,1.29,19.667315895280534,8.202249561058371,12.45529169746752
2023-11-06,363.3992614746094,63.65608596801758,90.37957763671875,14.890000343322754,4.0,1.28,19.638567080387823,8.103747232941465,11.916271644486336
2023-11-07,366.8343200683594,63.664676666259766,91.10177612304688,14.8100004196167,4.08,1.29,19.82160959613281,8.097442786050502,12.226263920662408
2023-11-08,367.07049560546875,63.69902801513672,91.56536865234375,14.449999809265137,4.08,1.28,19.67028412630094,8.089667132937734,12.17058646336277
2023-11-09,364.2456970214844,63.30392837524414,90.63815307617188,15.289999961853027,4.04,1.27,19.83353473134152,8.185457314140697,12.137143049143658
2023-11-10,372.434814453125,63.61313247680664,91.09284973144531,14.170000076293945,4.03,1.26,20.723534454627476,8.277816715159332,12.1097102093647
2023-11-13,371.2732849121094,63.55301284790039,91.10177612304688,14.760000228881836,4.03,1.25,20.4779056292424,8.29664085545982,11.784966380716629
2023-11-14,379.26544189453125,64.19719696044922,92.5282974243164,14.15999984741211,3.92,1.23,21.61622478791857,8.576129516618227,12.370752039819468
2023-11-15,379.55096435546875,63.99106216430664,92.04682922363281,14.180000305175781,3.89,1.22,20.844669483802374,8.42504228860091,12.10132786191638
2023-11-16,379.87579345703125,64.07699584960938,92.80467987060547,14.319999694824219,4.02,1.21,20.349303689386574,8.17087517074371,11.62705151172357
2023-11-17,379.96435546875,64.22298431396484,93.07218170166016,13.800000190734863,3.99,1.2,19.195965443984704,8.170821034638042,11.622225747119511
2023-11-20,384.5903625488281,64.2917251586914,93.44659423828125,13.40999984741211,3.92,1.18,19.388560473325,8.150844435913731,11.493394467491123
2023-11-21,382.3561096191406,64.3775863647461,93.47335815429688,13.350000381469727,3.95,1.17,19.64014132487665,8.07303510478231,11.476740347589736
2023-11-22,383.9210510253906,64.4892578125,93.84780883789062,12.850000381469727,3.9,1.15,16.45947780668974,7.606500135914283,10.617382942633858
2023-11-24,383.3797607421875,64.42054748535156,93.36637115478516,12.460000038146973,3.85,1.14,13.946309544239979,7.678345522172229,10.899232034011714
2023-11-27,383.0450439453125,64.51505279541016,94.12421417236328,12.6899995803833,3.89,1.14,14.168697918208265,7.5863513124730595,10.92400728529432
2023-11-28,384.0490417480469,64.79847717285156,94.4986572265625,12.6899995803833,3.9,1.14,14.07630574423235,7.5931109703831225,10.684963709683759
2023-11-29,383.67498779296875,65.15065002441406,95.26543426513672,12.979999542236328,3.8,1.11,14.26492439346189,7.6715299398299965,10.64473841219498
2023-11-30,382.7104187011719,65.03040313720703,94.76616668701172,12.920000076293945,3.84,1.11,13.78433619209999,7.346315712030132,10.386775584301889
2023-12-01,383.80291748046875,65.56881713867188,95.90713500976562,12.630000114440918,3.87,1.11,12.798866100765649,6.91470858576375,10.405501753235985
2023-12-04,380.2399597167969,65.4048843383789,95.46864318847656,13.079999923706055,3.8,1.1,13.188445080950665,6.3903338491819035,10.709021782207378
2023-12-05,381.19464111328125,65.46527862548828,96.22931671142578,12.850000381469727,3.8,1.11,13.174920158170314,6.091233616746639,10.461168470291039
2023-12-06,378.989990234375,65.4738998413086,96.5873031616211,12.970000267028809,3.79,1.12,13.206461206927052,6.091323695936424,10.308991598269166
2023-12-07,384.28521728515625,65.58607482910156,96.59623718261719,13.0600004196167,3.77,1.11,13.892738498124984,6.083538503064133,10.322751216128772
2023-12-08,385.9978942871094,65.45664978027344,96.07719421386719,12.350000381469727,3.75,1.1,13.391560930387808,5.534309433101739,9.649860873059236
2023-12-11,389.2951354980469,65.41350555419922,96.05036926269531,12.630000114440918,3.79,1.1,11.518583438100924,5.457834384250025,9.68026362018494
2023-12-12,392.3955993652344,65.56019592285156,96.59623718261719,12.069999694824219,3.76,1.09,11.507676949781533,5.393368661127331,9.687404720295053
2023-12-13,397.38580322265625,66.56111145019531,98.21601104736328,12.1899995803833,3.79,1.08,9.96514106930971,6.617225689236533,9.881770415708036
2023-12-14,397.0413513183594,66.85505676269531,99.26054382324219,12.479999542236328,3.47,1.04,10.015681783268123,6.39921183743892,9.73293907160682
2023-12-15,398.9605407714844,66.7076416015625,99.11683654785156,12.279999732971191,3.51,1.04,10.041231547063562,6.5829296549331024,9.753419680576656
2023-12-18,401.4735107421875,66.75101470947266,98.70370483398438,12.5600004196167,3.51,1.05,10.093325378920493,6.599554895766542,10.107993788583121
2023-12-19,403.52484130859375,66.94176483154297,98.82942962646484,12.529999732971191,3.46,1.05,9.5230128967934,6.59907650445465,10.116083913242713
2023-12-20,397.5286560058594,66.95045471191406,99.08988952636719,13.670000076293945,3.43,1.06,11.008483818886933,6.629451271977298,10.072945596595174
2023-12-21,402.1539611816406,67.25395965576172,99.05396270751953,13.649999618530273,3.41,1.07,11.510372075936761,6.6905099940256205,10.129678044154979
2023-12-22,402.7556457519531,67.1759033203125,98.8833236694336,13.029999732971191,3.39,1.07,11.431396625271601,6.69657015329322,9.847356187347362
2023-12-26,405.2211608886719,67.30596923828125,99.08988952636719,12.989999771118164,3.37,1.06,11.42938438061902,6.692805607256398,9.654437176552875
2023-12-27,406.0460510253906,67.58343505859375,100.01495361328125,12.430000305175781,3.34,1.05,11.432595265415534,6.681375517665147,9.937451134568134
2023-12-28,405.8487243652344,67.36666107177734,99.75450897216797,12.470000267028809,3.32,1.04,11.41259370886184,6.814482245779074,9.913526945203504
2023-12-29,404.09228515625,67.10651397705078,99.38629913330078,12.449999809265137,3.34,1.04,11.542797620721364,6.9885505963129315,9.770518501999975
2024-01-02,397.2541809082031,66.88106536865234,98.71269989013672,13.199999809265137,3.54,1.06,13.510075927612064,6.72831783119159,9.597584737911806
2024-01-03,393.0506286621094,66.69896697998047,98.48816680908203,14.039999961853027,3.71,1.09,13.659498673611632,6.744134503125199,9.439245772733301
2024-01-04,391.0278015136719,66.43885803222656,97.9403076171875,14.130000114440918,3.69,1.09,13.865743311788039,6.96389246688055,9.446852204835468
2024-01-05,391.4915771484375,66.4908676147461,97.59003448486328,13.350000381469727,3.68,1.09,13.612481164405029,6.960206538617769,9.511532322496894
2024-01-08,399.58294677734375,66.86376190185547,98.33544921875,13.079999923706055,3.63,1.08,14.565418107677125,7.163161339323669,9.835808230354333
2024-01-09,400.372314453125,66.9677963256836,98.50611877441406,12.760000228881836,3.59,1.06,14.535653387173536,7.080113205172342,9.553527656673303
2024-01-10,403.0858459472656,67.08917999267578,98.38037872314453,12.6899995803833,3.5,1.04,14.441940892937474,7.051031623130075,9.581222001982685
2024-01-11,403.924560546875,67.30596923828125,98.97312927246094,12.4399995803833,3.55,1.03,14.257350911962154,7.077761562928961,9.602986420487523
2024-01-12,404.1318664550781,67.37535095214844,99.1886978149414,12.699999809265137,3.56,1.02,13.631137085248577,4.835931713688469,7.7098631582896635
2024-01-16,404.09228515625,66.95045471191406,98.18280792236328,13.84000015258789,3.58,1.02,13.621078055277,5.204437198939706,7.6310133840962395
2024-01-17,401.8129577636719,66.664306640625,97.97621154785156,14.789999961853027,3.62,1.02,13.726319101420708,5.374363873316577,7.644891180133007
2024-01-18,407.5163879394531,66.80304718017578,97.78758239746094,14.130000114440918,3.58,1.01,14.435610301184711,5.422158512187929,7.545517760839602
2024-01-19,415.5977783203125,66.91575622558594,97.88641357421875,13.300000190734863,3.54,1.01,15.868263030005469,5.357214371361329,7.53805705284864
2024-01-22,416.1405334472656,66.9677963256836,98.15584564208984,13.1899995803833,3.49,1.01,14.634891493593932,5.364533752764055,7.544558642532097
2024-01-23,417.8673400878906,66.8897476196289,97.79661560058594,12.550000190734863,3.51,1.01,14.242446518842735,5.10393318187528,7.62879567858991
2024-01-24,420.1861572265625,66.85505676269531,97.60799407958984,13.140000343322754,3.44,0.99,14.298639721485982,5.0941630902084,7.633041298586541
2024-01-25,420.6993408203125,67.36666107177734,98.2546157836914,13.449999809265137,3.45,0.98,14.223015435484227,5.771370902244073,8.006898132290543
2024-01-26,418.19293212890625,67.31466674804688,97.97621154785156,13.260000228881836,3.39,0.97,14.492691402021649,5.571634543212592,7.168569907543697
2024-01-29,422.4754333496094,67.46206665039062,98.38037872314453,13.600000381469727,3.41,0.98,14.79343103599629,5.513689748746868,7.366902284771887
2024-01-30,419.6631774902344,67.37535095214844,98.69471740722656,13.3100004196167,3.42,1.0,14.949166644859465,5.342466839603672,7.399984555992336
2024-01-31,411.44366455078125,67.1845703125,98.9461898803711,14.350000381469727,3.59,1.02,15.428868614100544,5.2987220827823815,7.054851139244987
2024-02-01,416.28851318359375,67.57150268554688,99.71139526367188,13.880000114440918,3.56,1.04,15.083265448266966,5.520900165406669,7.482061116566277
2024-02-02,423.32403564453125,67.2664794921875,98.80109405517578,13.850000381469727,3.47,1.02,15.535183979338306,5.592323149810183,7.969491983435298
2024-02-05,422.77142333984375,66.95277404785156,97.8547134399414,13.670000076293945,3.5,1.0,15.619324025917086,5.898268849653552,8.63458271009075
2024-02-06,421.9228210449219,67.19676971435547,98.40451049804688,13.0600004196167,3.52,1.0,14.441243237669852,5.705308843296965,8.43122114836281
2024-02-07,426.2645263671875,67.31006622314453,98.1160888671875,12.829999923706055,3.43,1.0,14.680543355978964,5.709438913129928,8.469255676275402
2024-02-08,427.053955078125,67.27520751953125,97.61135864257812,12.789999961853027,3.38,0.99,14.623192874918733,5.685052802455188,8.644990120998324
2024-02-09,431.2574462890625,67.4146499633789,97.48516845703125,12.930000305175781,3.33,1.0,14.821710775420405,5.616190984195859,8.310149017735839
2024-02-12,429.57012939453125,67.2664794921875,97.49419403076172,13.930000305175781,3.35,1.0,15.013533968187225,5.660640262281459,8.245276946775553
2024-02-13,422.8701171875,66.72618865966797,96.4216537475586,15.850000381469727,3.36,0.99,16.407620294547662,5.941643104748923,8.38039212291445
2024-02-14,427.47821044921875,66.98762512207031,96.8722915649414,14.380000114440918,3.38,0.98,16.39526448213997,5.900629086436845,8.593440469511112
2024-02-15,428.75115966796875,67.2229232788086,97.22381591796875,14.010000228881836,3.35,0.97,15.87268482292809,5.980780126657312,8.701986639299234
2024-02-16,424.8633728027344,67.02246856689453,96.8722915649414,14.239999771118164,3.34,0.96,15.023004506669224,6.067883041602825,8.765377010613271
2024-02-20,421.6564025878906,67.16189575195312,97.19676971435547,15.420000076293945,3.37,0.96,15.33471089806236,6.105172647607674,8.797311894880808
2024-02-21,419.9690246582031,67.03992462158203,96.95340728759766,15.34000015258789,3.34,0.94,15.362111840300678,6.128066298449027,8.751305729653906
2024-02-22,432.2639465332031,67.3623275756836,97.10663604736328,14.539999961853027,3.22,0.93,18.363222873384384,6.342295011747974,8.760319146617638
2024-02-23,430.9910583496094,67.40591430664062,97.39503479003906,13.75,3.23,0.95,18.42866602713972,5.7401222299905434,8.472958785827887
2024-02-26,430.7641296386719,67.18806457519531,97.0886001586914,13.739999771118164,3.23,0.96,18.24754985895618,5.85137089970871,8.485459472416016
2024-02-27,431.8002014160156,67.27520751953125,96.95340728759766,13.430000305175781,3.26,0.96,17.961831699494425,5.813715727418046,8.315431777933513
2024-02-28,429.50103759765625,67.2664794921875,96.94440460205078,13.84000015258789,3.31,0.98,17.89110241740031,5.797911304401379,8.190860089431041
2024-02-29,433.1816101074219,67.38848114013672,97.0345230102539,13.399999618530273,3.29,1.0,16.24306874907746,5.739447825576482,8.120657448407082
2024-03-01,439.7039489746094,67.64088439941406,97.62523651123047,13.109999656677246,3.32,1.01,16.52279206768225,5.520402936748568,7.906859765516723
2024-03-04,438.1351013183594,67.62339782714844,97.44432830810547,13.489999771118164,3.26,1.0,15.794315825329624,5.252628485029414,7.315432610130694
2024-03-05,430.2707214355469,67.57079315185547,97.97802734375,14.460000038146973,3.31,1.01,17.27828412779048,4.939444372272775,6.814929816962266
2024-03-06,432.97442626953125,67.73731231689453,98.24036407470703,14.5,3.27,1.01,17.344296709513955,4.855999081618803,6.574203322581604
2024-03-07,439.546142578125,67.81617736816406,98.4845962524414,14.4399995803833,3.27,1.0,17.754191011630493,4.841226068329907,6.543729606836535
2024-03-08,433.2012939453125,67.83370208740234,98.62029266357422,14.739999771118164,3.26,0.99,18.646350061131844,4.830072280510778,6.239858230371702
2024-03-11,431.5929260253906,67.8249282836914,98.63838958740234,15.220000267028809,3.26,0.98,18.388785338878307,4.792944876354261,6.205031563147376
2024-03-12,437.7799072265625,67.88629150390625,98.32178497314453,13.84000015258789,3.2,0.97,18.989638767159775,4.70371166841118,6.34944618763983
2024-03-13,434.4150390625,67.9125747680664,98.22228240966797,13.75,3.15,0.95,18.25630415018865,3.4665589694741628,4.735517112878113
2024-03-14,433.3197937011719,67.58831024169922,97.49858093261719,14.399999618530273,3.15,0.94,17.94847003904911,3.8155504335367048,5.365633777481418
2024-03-15,428.1689453125,67.54447937011719,97.52571105957031,14.40999984741211,3.16,0.93,18.470256698893994,3.655274129667241,5.22224164250527
2024-03-18,432.25262451171875,67.70225524902344,97.36289978027344,14.329999923706055,3.13,0.92,18.442793617961932,3.5179254923808827,5.0790185008357875
2024-03-19,433.3295593261719,67.97392272949219,97.64332580566406,13.819999694824219,3.1,0.92,18.176082465124647,3.6942631836859614,5.043842088341016
2024-03-20,438.4674377441406,68.2017822265625,97.82424926757812,13.039999961853027,3.14,0.92,18.419776450454666,3.7006361646652657,4.966928605120456
2024-03-21,440.54229736328125,68.16674041748047,97.96898651123047,12.920000076293945,3.05,0.91,15.548162518461073,3.4205754307758975,4.964011669209319
2024-03-22,441.0462646484375,68.09661102294922,98.30369567871094,13.0600004196167,3.08,0.92,15.479810654807233,3.4685210155832196,4.996433467941346
2024-03-25,439.4455871582031,67.991455078125,97.96898651123047,13.1899995803833,3.11,0.92,15.563676371349919,3.2725858976843414,5.022111384022209
2024-03-26,438.02276611328125,67.9125747680664,97.94184875488281,13.239999771118164,3.15,0.93,15.624984797340325,3.3185884967973958,4.983204560806144
2024-03-27,439.5147399902344,68.27191162109375,98.62029266357422,12.779999732971191,3.15,0.94,15.483165003185148,3.7194578440764547,5.466783976684276
2024-03-28,438.7045593261719,68.1229248046875,98.52984619140625,13.010000228881836,3.12,0.93,15.263715441190978,3.835674222788863,5.502732154655346
2024-04-01,439.6333312988281,67.84542846679688,97.58639526367188,13.649999618530273,3.12,0.93,14.318393722309219,3.9733112296979476,6.262772604453525
2024-04-02,435.8392028808594,67.73094177246094,97.44110870361328,14.609999656677246,3.23,0.93,14.598062379855017,4.024967084164079,6.249919117966294
2024-04-03,436.8173828125,67.78378295898438,97.50466918945312,14.329999923706055,3.23,0.92,12.997244498716848,4.018925759932033,5.916541892487929
2024-04-04,430.1381530761719,67.73094177246094,97.61363220214844,16.350000381469727,3.24,0.92,14.0157270509566,3.9363114292784065,5.840079380990505
2024-04-05,435.20684814453125,67.66926574707031,97.18684387207031,16.030000686645508,3.18,0.92,13.5712685717215,3.9235081973104187,5.911019784389255
2024-04-08,435.3352966308594,67.82783508300781,97.17778015136719,15.1899995803833,3.15,0.91,12.515705373191086,4.017808529982759,5.866589874809785
2024-04-09,436.94580078125,67.96876525878906,97.67718505859375,14.979999542236328,3.14,0.91,12.480739440279818,4.084391063407953,6.221031935264122
2024-04-10,433.1319580078125,67.3697738647461,96.28791046142578,15.800000190734863,3.1,0.89,11.804423236939577,5.158389262718608,7.892177103777473
2024-04-11,440.0482482910156,67.30810546875,96.08812713623047,14.90999984741211,3.16,0.89,12.82142953506042,5.153358363785612,7.900634352137508
2024-04-12,433.03314208984375,67.27288055419922,96.30606842041016,17.309999465942383,3.25,0.92,14.102967078663687,4.892869231470072,7.618593916955238
2024-04-15,425.9092712402344,66.88528442382812,95.24365997314453,19.229999542236328,3.28,0.92,14.70509070439391,5.274455883408708,8.464029302146288
2024-04-16,425.9488220214844,66.66508483886719,94.92585754394531,18.399999618530273,3.36,0.95,14.249369708124405,5.253330326545558,8.497512761691134
2024-04-17,420.7516784667969,66.75316619873047,95.44345092773438,18.209999084472656,3.42,0.95,14.761083348808798,5.01041487111037,8.709204329334167
2024-04-18,418.3507080078125,66.80599212646484,95.25276947021484,18.0,3.39,0.94,13.961820574712133,4.800448342183099,8.640828299467174
2024-04-19,409.69537353515625,66.92931365966797,95.35263061523438,18.709999084472656,3.37,0.94,15.15344821189983,4.9061451392607855,8.623586365629835
2024-04-22,413.8155212402344,67.2992935180664,95.58870697021484,16.940000534057617,3.29,0.93,15.834967426750133,5.409818050608033,8.5610642282596
2024-04-23,419.9908752441406,67.5723648071289,95.75215148925781,15.6899995803833,3.2,0.92,17.071353101448715,5.638310386345669,8.594407069532126
2024-04-24,421.4136657714844,67.4226303100586,95.37985229492188,15.970000267028809,3.19,0.92,17.182573988400392,5.671894135923837,8.641829573859953
2024-04-25,419.37823486328125,67.28168487548828,95.098388671875,15.369999885559082,3.24,0.92,17.092110925152433,5.29052063873232,8.087579791159344
2024-04-26,425.85003662109375,67.49308013916016,95.46159362792969,15.029999732971191,3.16,0.9,18.207529538506545,5.431872444485712,8.328106774953623
2024-04-29,427.5791015625,67.69568634033203,95.86112976074219,14.670000076293945,3.12,0.9,18.271229541368402,5.387659097539516,7.994994082135431
2024-04-30,419.5166015625,67.202392578125,95.33445739746094,15.649999618530273,3.18,0.91,19.167677147982644,5.947119736040152,8.160459875911519
2024-05-01,416.4832458496094,67.55659484863281,95.73103332519531,15.390000343322754,3.21,0.91,19.19142453221448,6.267776899393359,8.351973281404977
2024-05-02,421.7990417480469,67.97280883789062,96.3235855102539,14.680000305175781,3.16,0.9,19.25309179886155,6.648185389746426,8.700654693932764
2024-05-03,430.2764892578125,68.25617218017578,96.99819946289062,13.489999771118164,3.08,0.89,20.16626185254103,6.780367721838624,8.986877086502618
2024-05-06,434.9894714355469,68.33585357666016,97.27169036865234,13.489999771118164,3.03,0.88,20.573364819327093,6.749270586545777,9.046164260346055
2024-05-07,435.05865478515625,68.34473419189453,97.31725311279297,13.229999542236328,3.06,0.88,20.52652295558529,6.719445773072589,8.848337221870114
2024-05-08,434.8017883300781,68.1853256225586,97.07112884521484,13.0,3.1,0.89,20.278485902959503,5.892664738402971,7.18199580182177
2024-05-09,435.7502746582031,68.2030258178711,97.22610473632812,12.6899995803833,3.14,0.89,19.442734449527524,5.867236013887756,7.131788817948591
2024-05-10,436.7778625488281,68.09676361083984,96.9161605834961,12.550000190734863,3.12,0.89,18.564780020394533,5.906344680414206,7.2241674778706
2024-05-13,437.7856750488281,68.07907104492188,96.9526138305664,13.600000381469727,3.14,0.9,17.445233555745233,5.419661477905387,5.835569794211386
2024-05-14,440.6016540527344,68.1853256225586,97.2352294921875,13.420000076293945,3.14,0.9,17.527628787257786,5.192004048566733,5.653471984388874
2024-05-15,447.4883117675781,68.58381652832031,98.10128784179688,12.449999809265137,3.13,0.9,17.36512414057486,5.45406966901246,6.107162658326585
