date,adj_close,close,open,high,low,volume,adj_close_clean,ret_log,margin_buy_kntwd,margin_sell_kntwd,margin_cash_repay_kntwd,prev_balance_kntwd,today_balance_kntwd,twse_report_date,today_all_time_high,today_one_year_high,today_all_time_high_cool20,today_one_year_high_cool20,strict_prev_all_time_high,strict_prev_one_year_high,strict_prev_all_time_high_cool20,strict_prev_one_year_high_cool20,fwd_ret_5d,fwd_vol_5d_ann,fwd_down_5d,fwd_ret_20d,fwd_vol_20d_ann,fwd_down_20d,fwd_ret_60d,fwd_vol_60d_ann,fwd_down_60d,margin_balance_twd_trn
2014-01-16,9.329200744628906,14.637499809265137,14.625,14.6875,14.625,51086792.0,9.329200744628906,0.002564934232934027,10337913.0,10329511.0,117210.0,199331781.0,199222973.0,20140116,False,False,False,False,False,False,False,False,-0.000854349610612571,0.04321847879445492,True,-0.0059956267585118805,0.15580183442593173,True,0.05321304397464125,0.121254902068388,False,0.199222973
2014-01-17,9.345134735107422,14.662500381469727,14.649999618530273,14.675000190734863,14.574999809265137,32678336.0,9.345134735107422,0.0017065125945391628,8835991.0,8827397.0,206011.0,199620039.0,199422622.0,20140117,False,False,False,False,False,False,False,False,-1.6479873021779667e-17,0.04529444492682097,True,-0.012869985891087777,0.15676103378490844,True,0.04988575954079102,0.12124996116831317,False,0.199422622
2014-01-20,9.369034767150879,14.699999809265137,14.600000381469727,14.699999809265137,14.600000381469727,22508624.0,9.369034767150879,0.0025542191476134743,9445657.0,9697589.0,130077.0,199422619.0,199040610.0,20140120,False,False,False,False,False,False,False,False,-0.020618897007702256,0.13479591128168544,True,-0.011115745140015787,0.15724411112342007,True,0.04895231223248855,0.12118244559383153,False,0.19904061
2014-01-21,9.329200744628906,14.637499809265137,14.6875,14.712499618530273,14.625,27854648.0,9.329200744628906,-0.004260731742152685,10563687.0,10308921.0,145371.0,199043505.0,199152900.0,20140121,False,False,False,False,False,False,False,False,-0.048107051289642974,0.2608788402868106,True,-0.0025649342329338697,0.15725416490734165,True,0.03606268709005134,0.1258741630618485,False,0.1991529
2014-01-22,9.345134735107422,14.662500381469727,14.612500190734863,14.662500381469727,14.587499618530273,27352876.0,9.345134735107422,0.0017065125945391628,8036165.0,8726002.0,201058.0,199149872.0,198258977.0,20140122,False,False,False,False,False,False,False,False,-0.04623600609583737,0.26183212317794385,True,-0.005985373216079441,0.1572551808269808,True,0.043376372460301044,0.12717626519163552,False,0.198258977
2014-01-23,9.321233749389648,14.625,14.649999618530273,14.6875,14.587499618530273,27619472.0,9.321233749389648,-0.002560862205151686,7840299.0,7908602.0,168061.0,198258957.0,198022593.0,20140123,False,False,False,False,False,False,False,False,-0.03301778294744739,0.2719373744278645,True,-0.009446028026771896,0.15844058858559362,True,0.04756868007861607,0.12711190952653928,False,0.198022593
2014-01-24,9.345134735107422,14.662500381469727,14.574999809265137,14.699999809265137,14.574999809265137,42824140.0,9.345134735107422,0.0025608622051517173,6222523.0,6933488.0,331915.0,198022699.0,196979819.0,20140124,False,False,False,False,False,False,False,False,-0.035578645152599106,0.27132897309896403,True,-0.016330459596725758,0.1589223838710652,True,0.039286517766973394,0.12754361463482636,False,0.196979819
2014-01-27,9.177833557128906,14.399999618530273,14.524999618530273,14.550000190734863,14.362500190734863,85301372.0,9.177833557128906,-0.018064677860088765,5706889.0,7341321.0,421423.0,196982757.0,194926902.0,20140127,False,False,False,False,False,False,False,False,-0.011349058078532299,0.24307973387779566,True,0.012079304644009362,0.14997665066034047,False,0.0622570569093499,0.12246575099509505,False,0.194926902
2014-02-05,8.891024589538574,13.949999809265137,14.100000381469727,14.100000381469727,13.899999618530273,230238436.0,8.891024589538574,-0.031748886024093405,7806695.0,5179357.0,116840.0,194870445.0,197380943.0,20140205,False,False,False,False,False,False,False,False,0.030880127765070077,0.11756164773050201,False,0.058302614318555934,0.1114993818993722,False,0.09237326334493726,0.10380505988648914,False,0.197380943
2014-02-06,8.922889709472656,14.0,13.987500190734863,14.050000190734863,13.949999809265137,51415188.0,8.922889709472656,0.003577557788344764,7883967.0,6208965.0,105830.0,197377394.0,198946566.0,20140206,False,False,False,False,False,False,False,False,0.024692800281247283,0.11627099687836562,False,0.058942760188410874,0.1117809799546732,False,0.09449836263086477,0.10420326408296605,False,0.198946566
2014-02-07,9.018492698669434,14.149999618530273,14.100000381469727,14.175000190734863,14.074999809265137,64110096.0,9.018492698669434,0.010657360943238298,8311564.0,7811765.0,126204.0,198946462.0,199320057.0,20140207,False,False,False,False,False,False,False,False,0.023571754920675404,0.11125640716391694,False,0.04237572191887536,0.10725639268519538,False,0.08140094501249757,0.10201124099636548,False,0.199320057
2014-02-10,9.018492698669434,14.149999618530273,14.225000381469727,14.225000381469727,14.149999618530273,24080716.0,9.018492698669434,0.0,7565060.0,7289416.0,85420.0,199385907.0,199576131.0,20140210,False,False,False,False,False,False,False,False,0.023571754920675404,0.11125640716391694,False,0.047443078741629965,0.10875420864027154,False,0.0887032289503477,0.10310311034394785,False,0.199576131
2014-02-11,9.074262619018555,14.237500190734863,14.149999618530273,14.237500190734863,14.149999618530273,22328312.0,9.074262619018555,0.006164909213978045,7401607.0,7230675.0,74254.0,199576140.0,199672818.0,20140211,False,False,False,False,False,False,False,False,0.020852209946218742,0.10517012581048331,False,0.03196795508623499,0.11153820034997777,False,0.07604995234427159,0.10318643877442878,False,0.199672818
2014-02-12,9.1698637008667,14.387499809265137,14.287500381469727,14.387499809265137,14.287500381469727,74418164.0,9.1698637008667,0.010480299819508973,9171487.0,9014758.0,86726.0,199672848.0,199742851.0,20140212,False,False,False,False,False,False,False,False,0.010371910126709767,0.07433025275034505,False,0.03751504815914332,0.11955535196693517,False,0.06067579508036688,0.10142345095559441,False,0.199742851
2014-02-13,9.145963668823242,14.350000381469727,14.362500190734863,14.387499809265137,14.337499618530273,32942784.0,9.145963668823242,-0.002609769695478034,7728819.0,7119035.0,69929.0,199742919.0,200282774.0,20140213,False,False,False,False,False,False,False,False,0.004345805384213643,0.09455403173825633,False,0.030032256248964093,0.12446324095042961,False,0.06817942222024072,0.10177769875369025,False,0.200282774
2014-02-14,9.233599662780762,14.487500190734863,14.425000190734863,14.550000190734863,14.425000190734863,89315428.0,9.233599662780762,0.009536315582666419,8037856.0,8432669.0,131778.0,200591018.0,200064427.0,20140214,False,False,False,False,False,False,False,False,0.004304750878872674,0.0943455658040758,False,0.0188039669982002,0.11992209447762928,False,0.06432292035563088,0.10055963222541794,False,0.200064427
2014-02-17,9.233599662780762,14.487500190734863,14.524999618530273,14.5625,14.487500190734863,61739836.0,9.233599662780762,0.0,7108347.0,6876136.0,84851.0,200079713.0,200227073.0,20140217,False,False,False,False,False,False,False,False,-0.0008630956591640518,0.10122796221431302,True,0.02471364432449742,0.1217429864459281,False,0.06351342161202572,0.10057331576426268,False,0.200227073
2014-02-18,9.265467643737793,14.537500381469727,14.487500190734863,14.537500381469727,14.449999809265137,52354744.0,9.265467643737793,0.0034453642395213834,7207233.0,6761750.0,92406.0,200226934.0,200580011.0,20140218,False,False,False,False,False,False,False,False,2.7755575615628914e-17,0.10288047360225859,False,0.01873979317179134,0.12145921501267748,False,0.06168610979015079,0.10037993619806627,False,0.200580011
2014-02-19,9.265467643737793,14.537500381469727,14.524999618530273,14.550000190734863,14.512499809265137,53466752.0,9.265467643737793,0.0,8752783.0,8439719.0,110854.0,200579996.0,200782206.0,20140219,False,False,False,False,False,False,False,False,0.004290079164929252,0.1072939547336641,False,0.006000663787251278,0.1296037698976927,False,0.06168610979015079,0.10037993619806627,False,0.200782206
2014-02-20,9.185796737670898,14.412500381469727,14.512499809265137,14.512499809265137,14.399999618530273,54949324.0,9.185796737670898,-0.008635874437974159,9242835.0,8914171.0,99312.0,200782206.0,201011558.0,20140220,False,False,False,False,False,False,False,False,0.011212027214297003,0.0888892413444265,False,0.014636538225225443,0.125926368357098,False,0.07435584261764584,0.09915263523053998,False,0.201011558
2014-02-21,9.273433685302734,14.550000190734863,14.600000381469727,14.612500190734863,14.550000190734863,69269712.0,9.273433685302734,0.00949526107732545,9403720.0,9150885.0,136530.0,201011558.0,201127863.0,20140221,False,False,False,False,False,False,False,False,-0.004304750878872589,0.0720046589656694,True,0.007702139353051704,0.12167195837446808,False,0.06001816947675821,0.09772951833586879,False,0.201127863
2014-02-24,9.22563362121582,14.475000381469727,14.600000381469727,14.612500190734863,14.449999809265137,29472252.0,9.22563362121582,-0.005167846538036726,8662603.0,8361256.0,105766.0,201127799.0,201323381.0,20140224,False,False,False,False,False,False,False,False,-0.0034604737056380015,0.06914330241624887,True,0.021359036325461857,0.12399825777638943,False,0.07884616624846112,0.10110692178944311,False,0.201323381
2014-02-25,9.265467643737793,14.537500381469727,14.5625,14.5625,14.487500190734863,34487972.0,9.265467643737793,0.004308459898685463,9154696.0,8569001.0,79651.0,201319859.0,201825903.0,20140225,False,False,False,False,False,False,False,False,0.002576152776322892,0.09612012660966135,False,0.026306054367639706,0.12736185104375555,False,0.07613262859702577,0.10077365541100797,False,0.201825903
2014-02-26,9.305302619934082,14.600000381469727,14.5,14.625,14.487500190734863,35814604.0,9.305302619934082,0.004290079164929224,10229741.0,9706149.0,200931.0,201825975.0,202148636.0,20140226,False,False,False,False,False,False,False,False,0.012760497261846837,0.13737076997068123,False,0.023689542497109247,0.12658764279822318,False,0.07661220500528676,0.10086415583391203,False,0.202148636
2014-02-27,9.28936767578125,14.574999809265137,14.574999809265137,14.612500190734863,14.574999809265137,14705832.0,9.28936767578125,-0.0017139263886064079,9454230.0,9813980.0,153095.0,202148626.0,201635781.0,20140227,False,False,False,False,False,False,False,False,0.018692127308652946,0.14006870834941126,False,0.027074439873022663,0.1265804063587007,False,0.07911856653166686,0.10081605850841503,False,0.201635781
2014-03-03,9.233599662780762,14.487500190734863,14.449999809265137,14.537500381469727,14.375,32083740.0,9.233599662780762,-0.0060215170158441425,8182932.0,7595343.0,143042.0,201635807.0,202080354.0,20140303,False,False,False,False,False,False,False,False,0.018803966998199875,0.13982843148904486,False,0.036429246922788254,0.12532252962032941,False,0.09460384054308014,0.10192033445897003,False,0.202080354
2014-03-04,9.193763732910156,14.425000190734863,14.475000381469727,14.5,14.425000190734863,24742744.0,9.193763732910156,-0.004323569364802138,9109177.0,8358262.0,134148.0,202080202.0,202696969.0,20140304,False,False,False,False,False,False,False,False,0.02819489318575662,0.14108163186530118,False,0.04903780257989923,0.12780875567684366,False,0.09420663230074561,0.101994328424262,False,0.202696969
2014-03-05,9.28936767578125,14.574999809265137,14.550000190734863,14.612500190734863,14.550000190734863,27606472.0,9.28936767578125,0.010345086380646356,11069759.0,10213871.0,178509.0,202697018.0,203374397.0,20140305,False,False,False,False,False,False,False,False,0.008539592363693333,0.13740034424328018,False,0.041987566611507154,0.12297724134190825,False,0.07911856653166677,0.10023890564043321,False,0.203374397
2014-03-06,9.424803733825684,14.787500381469727,14.587499618530273,14.800000190734863,14.587499618530273,104906556.0,9.424803733825684,0.014474423650453169,11739872.0,11175361.0,116371.0,203373341.0,203821481.0,20140306,False,False,False,False,False,False,False,False,0.010092561605657458,0.14582942466146348,False,0.025043344190943923,0.11207340478035653,False,0.06543623489783681,0.09576291441336608,False,0.203821481
2014-03-07,9.464638710021973,14.850000381469727,14.824999809265137,14.949999809265137,14.824999809265137,121579216.0,9.464638710021973,0.004217703658199701,12887529.0,13623879.0,246739.0,203821457.0,202838368.0,20140307,False,False,False,False,False,False,False,False,-0.004217703658199493,0.1596978027028534,True,0.018349232101889316,0.11141623355067551,False,0.06516941861144626,0.09571510759447675,False,0.202838368
2014-03-10,9.408870697021484,14.762499809265137,14.824999809265137,14.850000381469727,14.737500190734863,31723268.0,9.408870697021484,-0.005909677326297215,7880463.0,7410636.0,106974.0,202838255.0,203201108.0,20140310,False,False,False,False,False,False,False,False,2.409097227262791e-16,0.15455577641507195,False,0.029205116629151595,0.11082323610710053,False,0.07107909593774346,0.09494577305071704,False,0.203201108
2014-03-11,9.456669807434082,14.837499618530273,14.8125,14.862500190734863,14.787500381469727,19870876.0,9.456669807434082,0.005067356822754605,8931047.0,8094655.0,156063.0,203200820.0,203881149.0,20140311,False,False,False,False,False,False,False,False,0.0008423205035428538,0.15605606538109992,False,0.027422084177942768,0.10997344700879455,False,0.06837500781542388,0.09450031186234195,False,0.203881149
2014-03-12,9.369034767150879,14.699999809265137,14.712499618530273,14.75,14.6875,10686956.0,9.369034767150879,-0.009310214441416926,8120997.0,7668402.0,143487.0,203881149.0,204190257.0,20140312,False,False,False,False,False,False,False,False,0.00762404803177509,0.14250276649851054,False,0.0400054803131413,0.10553190383828678,False,0.08161129045433081,0.09290312911831236,False,0.204190257
2014-03-13,9.520405769348145,14.9375,14.8125,14.949999809265137,14.8125,102771300.0,9.520405769348145,0.016027392892417294,10683592.0,9664363.0,177606.0,204190257.0,205031879.0,20140313,False,False,False,False,False,False,False,False,-0.021142474245182265,0.12465795772815895,True,0.023160746921223597,0.08893112971306796,False,0.07183392579787744,0.0878417362423356,False,0.205031879
2014-03-14,9.424803733825684,14.787500381469727,14.787500381469727,14.824999809265137,14.774999618530273,53798460.0,9.424803733825684,-0.010092561605657252,8272040.0,7957081.0,114766.0,205031907.0,205232100.0,20140314,False,False,False,False,False,False,False,False,-0.011049912639525015,0.102009178591196,True,0.031616816734232195,0.0816030421179113,False,0.08114754172750344,0.08538681305563163,False,0.2052321
2014-03-17,9.408870697021484,14.762499809265137,14.787500381469727,14.800000190734863,14.725000381469727,35932728.0,9.408870697021484,-0.0016919736680974797,9137366.0,8287270.0,176446.0,205232066.0,205905716.0,20140317,False,False,False,False,False,False,False,False,-0.006797076766275818,0.10291798982684504,True,0.038210741107187945,0.0832211057377941,False,0.08049856360127557,0.08545115810519263,False,0.205905716
2014-03-18,9.464638710021973,14.850000381469727,14.850000381469727,14.875,14.800000190734863,59453116.0,9.464638710021973,0.005909677326297217,10253224.0,10079458.0,178349.0,205905633.0,205901050.0,20140318,False,False,False,False,False,False,False,False,-0.004217703658199613,0.11164207569410534,True,0.03148562495668764,0.0805858839087029,False,0.0722423478249114,0.0847251122113434,False,0.20590105
2014-03-19,9.4407377243042,14.8125,14.850000381469727,14.862500190734863,14.737500190734863,39421576.0,9.4407377243042,-0.00252848691318469,10315804.0,10578296.0,167454.0,205903316.0,205473370.0,20140319,False,False,False,False,False,False,False,False,0.0075662611958483925,0.1282933848949698,False,0.03156409178186581,0.08055533827811602,False,0.075553626185616,0.08458171556560803,False,0.20547337
2014-03-20,9.321233749389648,14.625,14.675000190734863,14.675000190734863,14.574999809265137,73931636.0,9.321233749389648,-0.012739129384540061,7984108.0,7955240.0,148817.0,205473368.0,205353419.0,20140320,False,False,False,False,False,False,False,False,0.02197895787478722,0.09176692907826575,False,0.050823218740178644,0.07056909313761009,False,0.09531025421306812,0.08172697266432757,False,0.205353419
2014-03-21,9.321233749389648,14.625,14.662500381469727,14.662500381469727,14.600000381469727,16571936.0,9.321233749389648,0.0,7518426.0,7676094.0,143125.0,205353589.0,205052796.0,20140321,False,False,False,False,False,False,False,False,0.023649928862094226,0.09253049946959495,False,0.050823218740178644,0.07056909313761009,False,0.09763848859871081,0.08186614011521857,False,0.205052796
2014-03-24,9.345134735107422,14.662500381469727,14.612500190734863,14.662500381469727,14.5625,45385080.0,9.345134735107422,0.0025608622051517173,6290421.0,7078623.0,194889.0,205052744.0,204069653.0,20140324,False,False,False,False,False,False,False,False,0.024422356690863952,0.09376222488722509,False,0.051506531380101424,0.07092232907681012,False,0.10203016542462004,0.08293093505497291,False,0.204069653
2014-03-25,9.424803733825684,14.787500381469727,14.625,14.787500381469727,14.625,19660108.0,9.424803733825684,0.008489050434373422,8030597.0,7243521.0,147449.0,204062300.0,204701927.0,20140325,False,False,False,False,False,False,False,False,0.024218292548799373,0.09283768983208074,False,0.041396709106416955,0.0644598293905532,False,0.09045729995056079,0.08133150022201173,False,0.204701927
2014-03-26,9.512439727783203,14.925000190734863,14.862500190734863,14.925000190734863,14.837499618530273,39920680.0,9.512439727783203,0.009255477940863314,8794612.0,8850872.0,120881.0,204709250.0,204532109.0,20140326,False,False,False,False,False,False,False,False,0.018257665020190345,0.06963132834115689,False,0.03376200300486464,0.055756647819067785,False,0.08042903312684328,0.07910456951078394,False,0.204532109
2014-03-27,9.528372764587402,14.949999809265137,14.875,14.962499618530273,14.862500190734863,45032628.0,9.528372764587402,0.0016735672943987677,9607481.0,8525853.0,93662.0,204532109.0,205520075.0,20140327,False,False,False,False,False,False,False,False,0.014114298955681505,0.07081522041017865,False,0.014938078825875962,0.08233839377621195,False,0.08030026212665835,0.07909356676439454,False,0.205520075
2014-03-28,9.544307708740234,14.975000381469727,14.962499618530273,15.024999618530273,14.949999809265137,80659560.0,9.544307708740234,0.001670970987307007,9160845.0,10014120.0,138828.0,205520431.0,204528328.0,20140328,False,False,False,False,False,False,False,False,0.009966919537519596,0.07199412724251855,False,0.02228730580335784,0.08814542593588957,False,0.07631138603576045,0.07916205259867147,False,0.204528328
2014-03-31,9.57617473602295,15.024999618530273,15.012499809265137,15.037500381469727,14.975000381469727,68747604.0,9.57617473602295,0.00333329003392144,6861836.0,7327362.0,101693.0,204528181.0,203960962.0,20140331,False,False,False,False,False,False,False,False,0.011579836704563213,0.07652583338934464,False,0.020585461182599723,0.08753945446860877,False,0.083747604396164,0.0818968303646524,False,0.203960962
2014-04-01,9.655842781066895,15.149999618530273,15.0625,15.149999618530273,15.050000190734863,115344888.0,9.655842781066895,0.008284986292308841,7567097.0,8016556.0,130472.0,203961052.0,203381121.0,20140401,False,False,False,False,False,False,False,False,0.0065791747838001525,0.05422500278569342,False,0.0065791747837999365,0.08491595126609579,False,0.07546261810385513,0.080117405304646,False,0.203381121
2014-04-02,9.68770980834961,15.199999809265137,15.199999809265137,15.287500381469727,15.199999809265137,76419420.0,9.68770980834961,0.003294850412254289,9766126.0,10480178.0,115103.0,203380144.0,202550989.0,20140402,False,False,False,False,False,False,False,False,0.006557506065327474,0.05415882159761001,False,0.008190185653833396,0.08589052840108807,False,0.08130708033957144,0.08200010254743256,False,0.202550989
2014-04-03,9.663812637329102,15.162500381469727,15.199999809265137,15.237500190734863,15.162500381469727,50481320.0,9.663812637329102,-0.0024697987701100734,9845367.0,9114877.0,168191.0,202545377.0,203107676.0,20140403,False,False,False,False,False,False,False,False,0.008209964335937134,0.05156948893499897,False,0.009027304835437384,0.08563825752027593,False,0.09283360049473095,0.08392198080462633,False,0.203107676
2014-04-07,9.639910697937012,15.125,15.100000381469727,15.125,15.074999809265137,45521276.0,9.639910697937012,-0.0024764084308549006,6919251.0,7487555.0,89561.0,203107633.0,202449768.0,20140407,False,False,False,False,False,False,False,False,0.009049880974143379,0.049852840693738194,False,0.017206370340564568,0.08755795885233598,False,0.10354081841561237,0.08544984547662926,False,0.202449768
2014-04-08,9.68770980834961,15.199999809265137,15.112500190734863,15.225000381469727,15.112500190734863,56047548.0,9.68770980834961,0.0049462072009650564,7732415.0,8254213.0,137474.0,202449855.0,201790583.0,20140408,False,False,False,False,False,False,False,False,0.009005624478036597,0.049632037426943595,False,0.009820106464470613,0.08621575514814382,False,0.10749626822118388,0.08678553523189113,False,0.201790583
2014-04-09,9.719579696655273,15.25,15.199999809265137,15.274999618530273,15.199999809265137,48268256.0,9.719579696655273,0.003284324371545781,8177260.0,8000853.0,137890.0,201790537.0,201829054.0,20140409,False,False,False,False,False,False,False,False,0.00490586128228773,0.04419500079910997,False,0.013838066030774955,0.08926991174982202,False,0.1042119438496381,0.08652412739727683,False,0.201829054
2014-04-10,9.751445770263672,15.300000190734863,15.3125,15.324999809265137,15.225000381469727,53947896.0,9.751445770263672,0.00327318169378161,11608329.0,10392728.0,86771.0,201828146.0,202956976.0,20140410,False,False,False,False,False,False,False,False,-0.0008173404995003995,0.04142170504943277,True,0.004076516944895287,0.09145802630606908,False,0.09946080684045817,0.0863168655745688,False,0.202956976
2014-04-11,9.743478775024414,15.287500381469727,15.199999809265137,15.287500381469727,15.199999809265137,60076540.0,9.743478775024414,-0.0008173404995004126,9213701.0,9826337.0,171174.0,202957217.0,202173407.0,20140411,False,False,False,False,False,False,False,False,0.0065199975737728014,0.061843437176826846,False,-2.168404344971009e-17,0.09304795105345047,True,0.10249448284545229,0.08642005839188893,False,0.202173407
2014-04-14,9.727546691894531,15.262499809265137,15.274999618530273,15.300000190734863,15.225000381469727,53588012.0,9.727546691894531,-0.001636491792648656,5868569.0,7467006.0,97407.0,202173407.0,200477563.0,20140414,False,False,False,False,False,False,False,False,0.008156489366421457,0.06074235927521128,False,0.006530349237044429,0.09447721979402472,False,0.10560601319946634,0.08640785006359057,False,0.200477563
2014-04-15,9.775347709655762,15.337499618530273,15.300000190734863,15.362500190734863,15.300000190734863,55573664.0,9.775347709655762,0.0049019507048582754,6237373.0,7143269.0,100484.0,200477563.0,199471183.0,20140415,False,False,False,False,False,False,False,False,0.006498713506637676,0.05485444299080564,False,0.007308212250242751,0.0950245111316622,False,0.10804618169353819,0.08713094998798868,False,0.199471183
2014-04-16,9.767379760742188,15.324999809265137,15.337499618530273,15.375,15.274999618530273,28198764.0,9.767379760742188,-0.0008154388242030867,6499178.0,7040250.0,176238.0,199471183.0,198753873.0,20140416,False,False,False,False,False,False,False,False,0.005693380491529706,0.05574847750510755,False,0.00731415233084068,0.0950238711973675,False,0.10812981212916872,0.08712783125146618,False,0.198753873
2014-04-17,9.743478775024414,15.287500381469727,15.324999809265137,15.350000381469727,15.274999618530273,14127132.0,9.743478775024414,-0.00245002008800652,9655376.0,7897974.0,85601.0,198753867.0,200425668.0,20140417,False,False,False,False,False,False,False,False,0.00976417241884722,0.05420108496589596,False,0.011382224836493666,0.09479921590807622,False,0.11641944587243393,0.08780246370843117,False,0.200425668
2014-04-18,9.80721378326416,15.387499809265137,15.4375,15.475000381469727,15.375,28291008.0,9.80721378326416,0.006519997573772788,7194191.0,6943672.0,106028.0,200429034.0,200573525.0,20140418,False,False,False,False,False,False,False,False,-0.013906182039515479,0.12497850217530561,True,0.004862227262720878,0.09193073857760968,False,0.11353156389415359,0.08709843048922203,False,0.200573525
2014-04-21,9.80721378326416,15.387499809265137,15.362500190734863,15.412500381469727,15.362500190734863,13622592.0,9.80721378326416,0.0,6022864.0,6101578.0,85427.0,200573429.0,200409288.0,20140421,False,False,False,False,False,False,False,False,-0.004885984074726596,0.1404292354202341,True,0.008896085652241753,0.09303917489750935,False,0.104791643031975,0.08892108132344011,False,0.200409288
2014-04-22,9.839081764221191,15.4375,15.387499809265137,15.487500190734863,15.387499809265137,36551020.0,9.839081764221191,0.0032441748450744946,7806257.0,7753058.0,106878.0,200409256.0,200355577.0,20140422,False,False,False,False,False,False,False,False,-0.006498713506637766,0.1390110503655436,True,0.0008094987436051007,0.09391024462818262,False,0.0890336546794521,0.0923063178099947,False,0.200355577
2014-04-23,9.823147773742676,15.412500381469727,15.462499618530273,15.512499809265137,15.375,21948456.0,9.823147773742676,-0.0016207718393110562,8911530.0,9453604.0,65266.0,200355813.0,199748473.0,20140423,False,False,False,False,False,False,False,False,-0.010599241773817655,0.1443656238542422,True,0.01609042081658233,0.10553289233490454,False,0.09065442651876313,0.0922465355552625,False,0.199748473
2014-04-24,9.839081764221191,15.4375,15.425000190734863,15.449999809265137,15.399999618530273,18072820.0,9.839081764221191,0.0016207718393109933,8735591.0,8306354.0,114817.0,199748473.0,200062893.0,20140424,False,False,False,False,False,False,False,False,-0.0073141523308409,0.14806092752157218,True,0.01606457122452147,0.10552792993979553,False,0.08903365467945215,0.09218671453228429,False,0.200062893
