Date,BXP,CMBS,CUZ,DEI,HIW,HYG,IYR,KBE,KRC,KRE,LQD,MBB,REM,SLG,SPY,VNO,VNQ,XLRE,^VIX
2012-01-03,57.2584228515625,,11.254583358764648,10.90707778930664,13.828131675720215,40.90806579589844,35.88226318359375,14.676901817321777,22.389488220214844,17.99383544921875,68.48212432861328,75.12606811523438,11.81167221069336,36.79498291015625,99.0569839477539,33.048343658447266,32.978214263916016,,22.969999313354492
2012-01-04,56.13385009765625,,10.998408317565918,11.019336700439453,13.717315673828125,40.839664459228516,35.48052215576172,14.763699531555176,22.202119827270508,18.101808547973633,68.53630065917969,75.119140625,11.802449226379395,36.81117248535156,99.21237182617188,32.293941497802734,32.41439437866211,,22.219999313354492
2012-01-05,56.22990417480469,,11.169187545776367,11.214317321777344,13.841978073120117,40.66184997558594,35.737892150878906,15.04581356048584,22.524150848388672,18.447277069091797,68.24112701416016,75.12606811523438,11.719465255737305,37.4859733581543,99.47654724121094,32.74146270751953,32.718841552734375,,21.479999542236328
2012-01-06,56.07168197631836,,11.100879669189453,11.26749324798584,13.860445022583008,40.53414535522461,35.67510986328125,15.038576126098633,22.512439727783203,18.37531089782715,68.50614929199219,75.21653747558594,11.820891380310059,37.66950607299805,99.22014617919922,32.79261016845703,32.611724853515625,,20.6299991607666
2012-01-09,55.74390411376953,,11.100879669189453,11.356122016906738,13.814273834228516,40.58887481689453,35.57466506958008,15.277286529541016,22.360214233398438,18.66320037841797,68.40379333496094,75.2930679321289,11.876220703125,37.5345458984375,99.46101379394531,32.92900466918945,32.49895477294922,,21.06999969482422
2012-01-10,56.27512741088867,,11.42536449432373,11.63382339477539,14.06821346282959,40.73025131225586,35.970157623291016,15.472594261169434,22.834463119506836,18.792757034301758,68.5965805053711,75.26519775390625,11.931537628173828,38.45765686035156,100.32340240478516,33.461761474609375,32.85981750488281,,20.690000534057617
2012-01-11,56.450321197509766,,11.613226890563965,11.722445487976074,14.234428405761719,40.689186096191406,36.29031753540039,15.595566749572754,22.88715362548828,18.871932983398438,68.58452606201172,75.31400299072266,11.96842098236084,38.94892883300781,100.3777847290039,33.828304290771484,33.090980529785156,,21.049999237060547
2012-01-12,55.500919342041016,,11.630309104919434,11.75790023803711,14.206727027893066,40.634498596191406,36.051761627197266,15.631730079650879,22.805185317993164,18.95111083984375,68.74113464355469,75.39049530029297,12.0053071975708,38.34430694580078,100.61861419677734,33.598148345947266,32.84852981567383,,20.469999313354492
2012-01-13,55.09400177001953,,11.561991691589355,11.66336441040039,14.192873001098633,40.58887481689453,36.21498107910156,15.595566749572754,22.658817291259766,18.871932983398438,68.9881591796875,75.43226623535156,12.042189598083496,38.0905876159668,100.09805297851562,33.81550979614258,32.92182540893555,,20.90999984741211
2012-01-17,55.7778205871582,,11.698616981506348,11.858339309692383,14.303689002990723,40.67095947265625,36.4033088684082,15.458126068115234,22.822751998901367,18.78557014465332,69.19902801513672,75.36963653564453,12.051408767700195,38.614219665527344,100.48656463623047,33.63650894165039,33.19246292114258,,22.200000762939453
2012-01-18,56.04907989501953,,11.954792976379395,12.011964797973633,14.691515922546387,40.784942626953125,36.63557052612305,15.581088066101074,23.033533096313477,18.915122985839844,69.06049346923828,75.32787322998047,12.079073905944824,38.52785110473633,101.59752655029297,34.11385726928711,33.42362976074219,,20.889999389648438
2012-01-19,56.3768196105957,,11.886478424072266,12.006054878234863,14.631494522094727,40.844234466552734,36.86785125732422,15.552164077758789,23.232603073120117,18.843141555786133,69.04239654541016,75.2930679321289,12.171280860900879,39.13785934448242,102.13362121582031,34.13090896606445,33.553314208984375,,19.8700008392334
