Date,ret,sigma,skew,exk,beta_s,beta_k,beta_sig,IS_s,IS_k,IS_sig
1997-07-11,0.021742752153245046,,,,,,,,,
1997-07-18,0.02965500235073059,,,,,,,,,
1997-07-25,0.013497823011954216,,,,,,,,,
1997-08-01,0.019449856215850773,,,,,,,,,
1997-08-08,-0.007801146382292971,,,,,,,,,
1997-08-15,-0.015541573889413273,,,,,,,,,
1997-08-22,0.025239558525713208,,,,,,,,,
1997-08-29,-0.01945427342409689,,,,,,,,,
1997-09-05,-0.05620303879919892,,,,,,,,,
1997-09-12,-0.014654142885304667,,,,,,,,,
1997-09-19,0.009616941326150095,,,,,,,,,
1997-09-26,-0.058438812925343614,,,,,,,,,
1997-10-03,-0.021073944356091966,,,,,,,,,
1997-10-10,-0.008860544401383922,,,,,,,,,
1997-10-17,-0.07733304015022302,,,,,,,,,
1997-10-24,-0.014546976827081391,,,,,,,,,
1997-10-31,-0.05398179279894687,,,,,,,,,
1997-11-07,0.07208971600932679,,,,,,,,,
1997-11-14,-0.04917486575155087,,,,,,,,,
1997-11-21,0.03807813197101399,,,,,,,,,
1997-11-28,0.003062189425588937,,,,,,,,,
1997-12-05,0.0463223037968336,,,,,,,,,
1997-12-12,0.027939771703180218,,,,,,,,,
1997-12-19,-0.037077952726246935,,,,,,,,,
1997-12-26,0.00492080005102666,,,,,,,,,
1998-01-02,0.006712162911268134,0.03614929343891049,-0.12946163451685366,-0.3095426927663012,-0.0100998942453382,-0.0007295197293203019,1.687586032561791,,,
1998-01-09,-0.05654063575417588,0.0371269513808009,0.009789880531237905,-0.4841669877282136,-0.010567258664821864,-0.000749249596470846,1.6518398336136069,0.45737628041637646,0.040667039216141544,0.501956680367482
1998-01-16,0.007968501219449763,0.03649792244799074,0.04227978970248086,-0.3303787861902013,-0.010432766925842071,-0.0007365553229970423,1.6394690054575662,0.22848543322237658,0.07635525039808555,0.6951593163795379
1998-01-23,0.036060215622002796,0.037296400291153185,0.028248787144669194,-0.4960098802929617,-0.010641350012710101,-0.0007526692019860331,1.6468185658103713,0.0939685991859999,0.07845910274832069,0.8275722980656794
1998-02-06,0.05517694033362055,0.03894799762601815,0.0758441952701259,-0.6515541481828274,-0.011182217920249659,-0.0007859996692249839,1.636335169684462,0.15853881744777568,0.03641824238471821,0.8050429401675061
1998-02-13,0.018819735034009813,0.03924907333848636,0.0003482988408305734,-0.7318480343816484,-0.011157346886708231,-0.0007920756018745639,1.6595238579093423,0.599280627763242,0.04524755027169121,0.3554718219650668
1998-02-20,0.03731521236201296,0.040043874506453164,-0.11277763141482547,-0.8666047197980035,-0.01121311384230411,-0.0008081152828132372,1.6941613221726644,0.4656879068869911,0.03997884154626235,0.49433325156674646
1998-02-27,0.018101208469378877,0.039866585420029306,-0.10088310323677262,-0.8337365599146255,-0.011181282539183914,-0.0008045374566917408,1.6901646466650284,0.2896965883789501,0.057600492746371024,0.6527029188746789
1998-03-06,-0.03932969062976711,0.04037652022800638,-0.06363578372032258,-0.9381431819741449,-0.011380797991399311,-0.0008148283218151518,1.681798928287882,0.310192240064493,0.062252579371998504,0.6275551805635086
1998-03-13,0.023221343346637818,0.03926123139604306,-0.2064791019783042,-0.7641414109523431,-0.010855760535545884,-0.0007923209605528134,1.7181669760482594,0.43017002978795255,0.038245009951311054,0.5315849602607364
1998-03-20,-0.016846858080756047,0.039294109425091664,-0.20001212700520446,-0.7743863914045414,-0.01087439723899369,-0.0007929844637245326,1.7165848183454064,0.5213602522865904,0.0602292363822179,0.41841051133119167
1998-03-27,0.02128956762454019,0.03948729265660651,-0.227035247103408,-0.8092377335491967,-0.010887774540400939,-0.0007968830455599451,1.7247529066356933,0.44906484586392004,0.042388548232023614,0.5085466059040562
1998-04-03,0.004194180556140186,0.03768844545704153,-0.31259865892843663,-0.49786145370659474,-0.010270641779326016,-0.0007605809661200549,1.7419238675091693,0.20681950486591,0.055736128234294365,0.7374443668997955
1998-04-10,-0.00880136313704391,0.03746685442558783,-0.3502575571773514,-0.41589007975605624,-0.010157251705584493,-0.0007561090936736654,1.7505055762177162,0.4595351887147094,0.07445975859137005,0.4660050526939205
1998-04-17,-0.04918297590059617,0.03875789718573131,-0.28659689868319044,-0.7021840050775294,-0.010599940159293041,-0.0007821633004180502,1.738948697809215,0.2146454647180984,0.07122898313334283,0.7141255521485588
1998-04-24,0.0019263542145280595,0.03534036577126096,-0.19243656000797185,-0.6874072495087764,-0.009790280732508132,-0.00071319496507171,1.7127319459591381,0.13585256924804245,0.0015530736704826968,0.8625943570814749
1998-05-01,-0.03918986554188126,0.03617161338794305,-0.16121168359168953,-0.8553106216745249,-0.01006298826409918,-0.000729970162555026,1.70745187454807,0.16928848527238777,0.06603349013227836,0.7646780245953338
1998-05-08,-0.011307451794097595,0.034417177292725955,-0.15054663916152144,-0.6554777483891551,-0.009588690734448025,-0.0006945643323565612,1.7004499328193539,0.03171569513526296,0.04304588730594227,0.9252384175587948
1998-05-15,-0.005292075916041398,0.03156155988721772,-0.3155758377989061,-0.800631225054783,-0.008597447798060173,-0.0006369358412152556,1.7488451449795017,0.21810315113835435,0.014211984729908015,0.7676848641317376
1998-05-22,0.026270644097506245,0.030155401649297253,-0.4461222915339348,-0.5322870310269707,-0.008066523663143078,-0.0006085585181883807,1.7786708369658077,0.283273623915241,0.04392878550408678,0.6727975905806722
1998-05-29,-0.05914816550563001,0.031793001891943555,-0.393868581072577,-0.6551585747107597,-0.00856698675554149,-0.0006416065136566483,1.7671214038185932,0.13088116766835078,0.02304899585301643,0.8460698364786329
1998-06-05,-0.051638539342949666,0.03339564895299586,-0.3010459164611688,-0.9586677657897025,-0.009115286349802814,-0.0006739491278255988,1.7480724880862923,0.21964217130504932,0.05309948923539935,0.7272583394595513
