date,open,high,low,close,volume,quote_volume,ret,rv1,range_var,funding_mean,funding_sum,funding_min,funding_max,funding_abs_mean,funding_count,asset,funding_lag1,funding_abs_lag1,funding_z_lag1,funding_abs_z_lag1,funding_q90_lag1,funding_q10_lag1,funding_abs_q90_lag1,pos_extreme_lag1,neg_extreme_lag1,abs_extreme_lag1,rv1_lag1,abs_ret_lag1,trailing_rv5_lag1,log_trailing_rv5_lag1,rv_fwd1,log_rv_fwd1,high_rv1_threshold,high_rv1,rv_fwd5,log_rv_fwd5,high_rv5_threshold,high_rv5
2019-12-07,148.41,149.42,146.77,147.1,239185.31,35392175.44071,-0.00886608630033505,7.860748628498887e-05,0.00032020944129325867,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,9.355666666666666e-05,9.355666666666666e-05,,,,,,,,,6.231046340337145e-06,0.002496206389771716,0.0001553763778553668,-8.769660133801953,7.860748628498887e-05,-9.451043604987138,,,0.00030394328771551595,-8.098669424238627,,
2019-12-08,147.08,156.25,146.01,150.41,260610.87,38821520.15034,0.022252271059730034,0.0004951635673156988,0.004594423397263302,7.778333333333333e-05,0.00023335,3.335e-05,0.0001,7.778333333333333e-05,3,ETH,0.0001,0.0001,,,,,,,,,7.860748628498887e-05,0.00886608630033505,0.00013318394048281501,-8.923779366564185,0.0004951635673156988,-7.610622408937385,,,0.0003284849584881739,-8.021019506511921,,
2019-12-09,150.41,151.15,146.55,147.37,296475.449,44161248.94511,-0.02041846744195034,0.0004169138126779861,0.0009551841780890934,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,7.778333333333333e-05,7.778333333333333e-05,,,,,,,,,0.0004951635673156988,0.022252271059730034,0.000211902600014854,-8.459383818037399,0.0004169138126779861,-7.782631039354476,,,0.00022954769875099682,-8.379399708007568,,
2019-12-10,147.36,148.39,143.78,145.55,253852.598,37152298.15565,-0.012426761033539329,0.00015442438978469146,0.0009960076870295204,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,0.0001,0.0001,,,,,,,,,0.0004169138126779861,0.02041846744195034,0.0002666387548661303,-8.229615789944283,0.00015442438978469146,-8.775805961446325,,,0.00022985949436183663,-8.378042325441383,,
2019-12-11,142.83,142.87,142.74,142.76,158.649,22655.78275,-0.019354771569672802,0.00037460718251421457,8.287049585905861e-07,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,0.0001,0.0001,,,,,,,,,0.00015442438978469146,0.012426761033539329,0.00023026806048074048,-8.376266442992247,0.00037460718251421457,-7.889632591645321,,,0.0002027830716478022,-8.503373757937014,,
2019-12-12,143.36,145.8,139.05,144.8,372077.814,53279718.29956,0.014188581329656563,0.0002013158401482788,0.0022469722522192024,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,0.0001,0.0001,,,,,,,,,0.00037460718251421457,0.019354771569672802,0.00030394328771551595,-8.098669424238627,0.0002013158401482788,-8.51063553418585,,,0.0011448309930269685,-6.7724982563402945,,
2019-12-13,144.8,145.2,143.0,144.7,183068.201,26428341.34049,-0.0006908463141779648,4.772686298132793e-07,0.0002330957052643999,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,0.0001,0.0001,,,,,,,,,0.0002013158401482788,0.014188581329656563,0.00032848495848817396,-8.021019506511921,4.772686298132793e-07,-14.555184244095205,,,0.002526093689989326,-5.981081165088739,,
2019-12-14,144.71,144.97,141.05,141.77,187036.667,26688162.93104,-0.020456607507897906,0.000418472790732185,0.0007514389618492172,6.717000000000001e-05,0.00020151000000000001,2.56e-06,0.0001,6.717000000000001e-05,3,ETH,0.0001,0.0001,,,,,,,,,4.772686298132793e-07,0.0006908463141779648,0.00022954769875099687,-8.379399708007567,0.000418472790732185,-7.778898683930346,,,0.003985908950369419,-5.524989899557432,,
2019-12-15,141.77,144.0,139.89,142.39,230729.834,32774496.51484,0.004363745663362999,1.9042276214519378e-05,0.0008385020626868114,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,6.717000000000001e-05,6.717000000000001e-05,,,,,,,,,0.000418472790732185,0.020456607507897906,0.00022985949436183663,-8.378042325441383,1.9042276214519378e-05,-10.868848934149847,,,0.004163256768651135,-5.481457633677582,,
2019-12-16,142.46,142.63,128.59,132.59,553596.159,74937085.70597,-0.07130811166627571,0.005084846789410046,0.01073810254346456,8.816333333333335e-05,0.00026449000000000004,6.449e-05,0.0001,8.816333333333335e-05,3,ETH,0.0001,0.0001,,,,,,,,,1.9042276214519378e-05,0.004363745663362999,0.0002027830716478022,-8.503373757937014,0.005084846789410046,-5.281490379648394,,,0.004159570231288158,-5.48234351959188,,
2019-12-17,132.6,132.84,119.1,121.87,613475.54,77808074.34792,-0.08430675729121638,0.0071076293249600665,0.011920691687049534,7.677e-05,0.00023031,3.382e-05,0.0001,7.677e-05,3,ETH,8.816333333333335e-05,8.816333333333335e-05,,,,,,,,,0.005084846789410046,0.07130811166627571,0.0011448309930269685,-6.7724982563402945,0.0071076293249600665,-4.946586518901519,,,0.0031585749755962097,-5.757634309868253,,
2019-12-18,121.9,134.75,115.95,132.74,1013697.094,126878213.28292,0.08543742488236802,0.007299553570530279,0.02257871254684099,8.302333333333333e-05,0.00024907,5.835e-05,0.0001,8.302333333333333e-05,3,ETH,7.677e-05,7.677e-05,,,,,,,,,0.0071076293249600665,0.08430675729121638,0.002526093689989326,-5.981081165088739,0.007299553570530279,-4.919942087282703,,,0.002053119225302683,-6.188395068446153,,
2019-12-19,132.78,133.79,125.66,128.03,637508.534,81427182.50507,-0.03612771625969128,0.0013052118821407616,0.003930231633887028,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,8.302333333333333e-05,8.302333333333333e-05,,,,,,,,,0.007299553570530279,0.08543742488236802,0.003985908950369419,-5.524989899557432,0.0013052118821407616,-6.641389888826883,,,0.0008236381094887611,-7.1017793108254,,
2019-12-20,128.03,129.33,125.73,128.13,346553.796,44173865.86824,0.0007807620633970512,6.09589399640021e-07,0.0007969626446512229,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,0.0001,0.0001,,,,,,,,,0.0013052118821407616,0.03612771625969128,0.004163256768651135,-5.481457633677582,6.09589399640021e-07,-14.310478581319998,,,0.0005626067632936426,-7.482929638707347,,
2019-12-21,128.13,128.52,126.5,126.99,208331.595,26494884.59958,-0.00893703032054278,7.987051095030098e-05,0.00025097612717245505,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,0.0001,0.0001,,,,,,,,,6.09589399640021e-07,0.0007807620633970512,0.004159570231288158,-5.48234351959188,7.987051095030098e-05,-9.43510383526084,,,0.0006537337552389283,-7.332810389947099,,
2019-12-22,126.99,133.33,126.78,132.14,443907.086,57782448.27002,0.0397536234007975,0.0015803505734924346,0.0025375355711754854,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,0.0001,0.0001,,,,,,,,,7.987051095030098e-05,0.00893703032054278,0.0031585749755962097,-5.757634309868253,0.0015803505734924346,-6.450108573965414,,,0.0006405738808505943,-7.353146093005664,,
2019-12-23,132.18,135.09,126.01,127.73,698722.014,91842141.56236,-0.03394330554705402,0.0011521479914606682,0.0048413700125564604,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,0.0001,0.0001,,,,,,,,,0.0015803505734924346,0.0397536234007975,0.002053119225302683,-6.188395068446153,0.0011521479914606682,-6.766127259281783,,,0.00033034097818739267,-8.015385166695204,,
2019-12-24,127.75,129.67,126.45,127.76,497534.945,63643418.5604,0.000234842852071607,5.515116516912669e-08,0.0006323106765115749,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,0.0001,0.0001,,,,,,,,,0.0011521479914606682,0.03394330554705402,0.0008236381094887611,-7.1017793108254,5.515116516912669e-08,-16.71316983237789,,,0.00014135762996079774,-8.864217489001035,,
2019-12-25,127.72,127.83,123.0,125.06,455279.225,56922516.85419,-0.02135988176760511,0.0004562445491260691,0.0014835516478157876,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,0.0001,0.0001,,,,,,,,,5.515116516912669e-08,0.000234842852071607,0.0005626067632936426,-7.482929638707347,0.0004562445491260691,-7.692481598068078,,,0.0005942027095183422,-7.42829003331988,,
2019-12-26,125.06,132.44,124.33,125.53,583380.778,74015092.19705,0.0037511516909651457,1.4071139008630671e-05,0.003993025604993959,9.899333333333334e-05,0.00029698,9.698e-05,0.0001,9.899333333333334e-05,3,ETH,0.0001,0.0001,,,,,,,,,0.0004562445491260691,0.02135988176760511,0.0006537337552389285,-7.332810389947099,1.4071139008630671e-05,-11.171384666052681,,,0.0005892177649114186,-7.436714721231231,,
2019-12-27,125.53,127.06,122.0,126.21,567887.536,71062171.64403,0.005402412440422004,2.9186060176426435e-05,0.0016514772060783243,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,9.899333333333334e-05,9.899333333333334e-05,,,,,,,,,1.4071139008630671e-05,0.0037511516909651457,0.0006405738808505944,-7.353146093005664,2.9186060176426435e-05,-10.441819319632845,,,0.0006542387022134292,-7.332038283476604,,
2019-12-28,126.24,129.62,125.77,128.04,468730.855,59832626.86938,0.014395528831122995,0.00020723125032769336,0.0009091582367792398,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,0.0001,0.0001,,,,,,,,,2.9186060176426435e-05,0.005402412440422004,0.00033034097818739267,-8.015385166695204,0.00020723125032769336,-8.481675232081068,,,0.0006750826367643314,-7.3006754482677065,,
2019-12-29,128.02,138.25,127.5,134.28,771614.663,102246841.95888,0.04758445701017184,0.002264280548952892,0.006552461460082898,6.82e-05,0.0002046,2.169e-05,0.0001,6.82e-05,3,ETH,0.0001,0.0001,,,,,,,,,0.00020723125032769336,0.014395528831122995,0.00014135762996079774,-8.864217489001035,0.002264280548952892,-6.090498208494664,,,0.0007820343625163786,-7.15361187526886,,
2019-12-30,134.22,136.21,130.19,131.52,692165.824,91950597.9965,-0.020768240803964364,0.0004313198260914504,0.0020433013140702706,7.902333333333334e-05,0.00023707,3.707e-05,0.0001,7.902333333333334e-05,3,ETH,6.82e-05,6.82e-05,,,,,,,,,0.002264280548952892,0.04758445701017184,0.0005942027095183422,-7.42829003331988,0.0004313198260914504,-7.748660684832774,,,0.0009330520975773452,-6.9770495188288155,,
2019-12-31,131.53,133.64,128.15,129.12,647743.359,84614091.61629,-0.01841672678623115,0.000339175825518684,0.0017596485198924968,9.886666666666667e-05,0.0002966,9.66e-05,0.0001,9.886666666666667e-05,3,ETH,7.902333333333334e-05,7.902333333333334e-05,,,,,,,,,0.0004313198260914504,0.020768240803964364,0.0005892177649114186,-7.436714721231231,0.000339175825518684,-7.98899192274562,,,0.0008470379427463788,-7.073765066504066,,
2020-01-01,129.12,132.96,128.62,130.62,466063.929,61037558.40428,0.011550139952872318,0.00013340573293093736,0.001101311286296853,4.096666666666678e-06,1.2290000000000033e-05,-0.00016125,0.0001,0.00011159666666666668,3,ETH,9.886666666666667e-05,9.886666666666667e-05,,,,,,,,,0.000339175825518684,0.01841672678623115,0.0006542387022134292,-7.332038283476604,0.00013340573293093736,-8.922115442415958,,,0.0007948043622791669,-7.137414557519136,,
2020-01-02,130.63,130.75,126.25,127.11,523582.924,67377970.84502,-0.027239491167933547,0.0007419898790879297,0.0012266129658709474,8.349000000000002e-05,0.00025047000000000003,5.047e-05,0.0001,8.349000000000002e-05,3,ETH,4.096666666666678e-06,4.096666666666678e-06,,,,,,,,,0.00013340573293093736,0.011550139952872318,0.0006750826367643314,-7.3006754482677065,0.0007419898790879297,-7.206174953585414,,,0.001546246318072976,-6.471925014811436,,
2020-01-03,127.11,135.07,125.78,134.29,951123.597,125018928.04077,0.05494878728650637,0.0030193692242577244,0.005077818495344466,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,8.349000000000002e-05,8.349000000000002e-05,,,,,,,,,0.0007419898790879297,0.027239491167933547,0.0007820343625163786,-7.15361187526886,0.0030193692242577244,-5.80270733521956,,,0.0014113814582078252,-6.563186295938536,,
2020-01-04,134.31,135.8,132.41,134.14,509778.108,68153930.41227,-0.0011176099214927331,1.249051936618993e-06,0.0006390807142814542,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,0.0001,0.0001,,,,,,,,,0.0030193692242577244,0.05494878728650637,0.0009330520975773452,-6.9770495188288155,1.249051936618993e-06,-13.59312494451722,,,0.0008517896761922735,-7.0681709193648965,,
2020-01-05,134.14,138.17,134.12,135.33,669677.687,91098597.42478,0.008832209416823385,7.800792318262369e-05,0.0008850559235099554,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,0.0001,0.0001,,,,,,,,,1.249051936618993e-06,0.0011176099214927331,0.0008470379427463788,-7.073765066504066,7.800792318262369e-05,-9.458700144349889,,,0.000945631260110724,-6.963657852308637,,
2020-01-06,135.32,144.38,134.82,144.04,1095147.166,153993462.03959,0.06237479869226018,0.0038906155118999825,0.004693367614685243,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,0.0001,0.0001,,,,,,,,,7.800792318262369e-05,0.008832209416823385,0.0007948043622791669,-7.137414557519136,0.0038906155118999825,-5.549187904331484,,,0.0014311950141386925,-6.549245508770036,,
2020-01-07,144.11,145.25,138.7,142.86,963331.505,137384193.55172,-0.008225909053847881,6.766557976217654e-05,0.002129182762403888,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,0.0001,0.0001,,,,,,,,,0.0038906155118999825,0.06237479869226018,0.0015462463180729758,-6.471925014811436,6.766557976217654e-05,-9.600932915568972,,,0.0007089400010106141,-7.2517396584111955,,
2020-01-08,142.86,147.94,137.15,140.75,1208133.766,171733898.79286,-0.014879862707026755,0.0002214103141799656,0.005735270509290588,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,0.0001,0.0001,,,,,,,,,6.766557976217654e-05,0.008225909053847881,0.0014113814582078252,-6.563186295938536,0.0002214103141799656,-8.415492948079631,,,0.0008620229519909252,-7.0562286600554085,,
2020-01-09,140.76,141.52,135.33,137.73,956864.213,132349219.83971,-0.02169002009055942,0.0004704569715288712,0.0020003086083468756,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,0.0001,0.0001,,,,,,,,,0.0002214103141799656,0.014879862707026755,0.0008517896761922735,-7.0681709193648965,0.0004704569715288712,-7.661806053643816,,,0.0009027015655664651,-7.010118550238534,,
2020-01-10,137.73,145.15,135.22,144.8,908378.249,127143267.90469,0.05005823302237571,0.0025058266933224663,0.005021792781526061,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,0.0001,0.0001,,,,,,,,,0.0004704569715288712,0.02169002009055942,0.000945631260110724,-6.963657852308637,0.0025058266933224663,-5.989136581195571,,,0.004939060580452999,-5.310580131563868,,
2020-01-11,144.8,148.03,142.0,142.4,832163.204,119977193.63432,-0.016713480973740667,0.0002793404462595913,0.0017295532870190058,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,0.0001,0.0001,,,,,,,,,0.0025058266933224663,0.05005823302237571,0.0014311950141386923,-6.549245508770037,0.0002793404462595913,-8.183079278958155,,,0.004442884136553611,-5.4164515328940235,,
2020-01-12,142.4,146.6,141.71,146.57,630256.911,90941158.24868,0.02886313106133378,0.0008330803346637308,0.0011509106198355392,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,0.0001,0.0001,,,,,,,,,0.0002793404462595913,0.016713480973740667,0.0007089400010106141,-7.2517396584111955,0.0008330803346637308,-7.090380479074575,,,0.004423335190734972,-5.420861299170204,,
2020-01-13,146.57,147.0,142.32,143.58,558655.672,80266745.59378,-0.020610758890872147,0.00042480338205766525,0.001046816479991506,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,0.0001,0.0001,,,,,,,,,0.0008330803346637308,0.02886313106133378,0.0008620229519909252,-7.0562286600554085,0.00042480338205766525,-7.763884124184864,,,0.00448834543179109,-5.406271145632927,,
2020-01-14,143.57,171.0,143.49,165.77,2169559.414,342187335.94531,0.14370891428843774,0.020652252045961543,0.03076453212113806,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,0.0001,0.0001,,,,,,,,,0.00042480338205766525,0.020610758890872147,0.0009027015655664649,-7.010118550238535,0.020652252045961543,-3.8799309075572435,,,0.004532134452533427,-5.396562268663021,,
2020-01-15,165.75,172.18,159.35,166.6,1391999.279,230286716.67757,0.004994444295967591,2.494447382552321e-05,0.005996550975515925,0.00021210333333333332,0.00063631,0.00011544,0.00031864,0.00021210333333333332,3,ETH,0.0001,0.0001,,,,,,,,,0.020652252045961543,0.14370891428843774,0.0049390605804529985,-5.310580131563868,2.494447382552321e-05,-10.59885821016922,,,0.0007764925055241538,-7.160723565745144,,
2020-01-16,166.61,167.63,158.43,164.37,784199.474,127461014.43638,-0.01347574551430825,0.0001815957171663989,0.0031861863931136273,0.0003260366666666666,0.00097811,0.00017165,0.0004224,0.0003260366666666666,3,ETH,0.00021210333333333332,0.00021210333333333332,,,,,,,,,2.494447382552321e-05,0.004994444295967591,0.004442884136553611,-5.4164515328940235,0.0001815957171663989,-8.613727670453915,,,0.0007715043275871682,-7.1671682755647845,,
2020-01-17,164.39,174.79,162.27,170.06,946707.348,160259747.79844,0.03403133173921234,0.0011581315399443214,0.005524003283811344,0.00016366333333333333,0.00049099,0.0001,0.00020327,0.00016366333333333333,3,ETH,0.0003260366666666666,0.0003260366666666666,,,,,,,,,0.0001815957171663989,0.01347574551430825,0.004423335190734972,-5.420861299170204,0.0011581315399443214,-6.760947313066388,,,0.0007789782490195062,-7.15752743286905,,
2020-01-18,170.06,179.57,165.08,174.43,819444.357,142262348.68168,0.0253721990723971,0.0006437484857693482,0.007078681258249375,0.00010337999999999999,0.00031014,0.0001,0.00011014,0.00010337999999999999,3,ETH,0.00016366333333333333,0.00016366333333333333,,,,,,,,,0.0011581315399443214,0.03403133173921234,0.00448834543179109,-5.406271145632927,0.0006437484857693482,-7.3482024566386475,,,0.0005597601734015251,-7.4880021259618585,,
2020-01-19,174.37,178.42,161.81,167.04,742371.819,125956521.7234,-0.04329021033576965,0.0018740423109151775,0.009548712556786862,0.00029455000000000003,0.00088365,0.00019851,0.00044662,0.00029455000000000003,3,ETH,0.00010337999999999999,0.00010337999999999999,,,,,,,,,0.0006437484857693482,0.0253721990723971,0.004532134452533426,-5.396562268663021,0.0018740423109151775,-6.279657517024222,,,0.0006298154250098959,-7.370083756091601,,
2020-01-20,167.04,169.48,161.5,167.03,390055.869,64624702.00634,-5.986769241762957e-05,3.584140595411901e-09,0.0023261119774531723,0.0004671533333333333,0.00140146,0.00038562,0.00054081,0.0004671533333333333,3,ETH,0.00029455000000000003,0.00029455000000000003,,,,,,,,,0.0018740423109151775,0.04329021033576965,0.0007764925055241532,-7.160723565745145,3.584140595411901e-09,-19.446468145975704,,,0.00025587928988614073,-8.270804744661225,,
2020-01-21,167.01,170.34,165.02,169.52,351565.999,58986902.98569,0.014797476958187443,0.00021896532432808829,0.00100677773544848,0.00019029,0.00057087,0.00016823,0.00021637,0.00019029,3,ETH,0.0004671533333333333,0.0004671533333333333,,,,,,,,,3.584140595411901e-09,5.986769241762957e-05,0.0007715043275871676,-7.167168275564785,0.00021896532432808829,-8.426597172518795,,,0.00028998678250066317,-8.14567521015793,,
2020-01-22,169.62,171.61,166.12,168.19,334378.174,56350595.56504,-0.00787662122070218,6.204116185441591e-05,0.0010571629045258136,0.00011783333333333333,0.0003535,0.0001,0.0001535,0.00011783333333333333,3,ETH,0.00019029,0.00019029,,,,,,,,,0.00021896532432808829,0.014797476958187443,0.0007789782490195055,-7.157527432869051,6.204116185441591e-05,-9.68771247620787,,,0.0006502945535874452,-7.338085136817223,,
2020-01-23,168.24,168.38,159.41,162.97,481102.22,78583548.01533,-0.031528157951444015,0.0009940247438112026,0.002996886951969558,0.00013998000000000003,0.00041994000000000005,0.0001,0.00021994,0.00013998000000000003,3,ETH,0.00011783333333333333,0.00011783333333333333,,,,,,,,,6.204116185441591e-05,0.00787662122070218,0.0005597601734015243,-7.48800212596186,0.0009940247438112026,-6.913748457441295,,,0.0006752295125765192,-7.300457904772121,,
2020-01-24,162.97,164.65,155.72,162.63,472568.424,75924771.97144,-0.0020884528475408936,4.3616352964016664e-06,0.003109454853835382,0.00020261666666666664,0.00060785,0.00017114,0.00025923,0.0002026166666666667,3,ETH,0.00013998000000000003,0.00013998000000000003,,,,,,,,,0.0009940247438112026,0.031528157951444015,0.0006298154250098953,-7.370083756091602,4.3616352964016664e-06,-12.342663273669931,,,0.0006911857147828743,-7.277102006511357,,
2020-01-25,162.66,163.0,157.8,160.52,282785.555,45339862.12769,-0.013059136541640396,0.00017054104721320748,0.0010511726221037263,0.00015931,0.00047793,0.0001,0.00027793,0.00015931,3,ETH,0.00020261666666666664,0.00020261666666666664,,,,,,,,,4.3616352964016664e-06,0.0020884528475408936,0.0002558792898861401,-8.270804744661227,0.00017054104721320748,-8.67653453823319,,,0.0007186198317113088,-7.238178084568419,,
2020-01-26,160.5,168.16,159.5,167.9,326188.863,53409274.40732,0.04495001868477919,0.0020205041797619985,0.00279544678766149,0.00022782,0.00068346,0.0001,0.00031959,0.00022782000000000002,3,ETH,0.00015931,0.00015931,,,,,,,,,0.00017054104721320748,0.013059136541640396,0.0002899867825006625,-8.145675210157933,0.0020205041797619985,-6.2044082042759,,,0.0014835386856824114,-6.513325040594041,,
2020-01-27,167.98,172.26,165.28,170.21,418039.792,70720869.02324,0.013664404736386642,0.0001867159567997857,0.001710977020573587,0.0001,0.00030000000000000003,0.0001,0.0001,0.0001,3,ETH,0.00022782,0.00022782,,,,,,,,,0.0020205041797619985,0.04495001868477919,0.0006502945535874445,-7.338085136817224,0.0001867159567997857,-8.58592203811909,,,0.0012293484901473195,-6.701270931922924,,
2020-01-28,170.25,176.7,170.22,175.88,525282.459,90758791.20274,0.03276897549272754,0.001073805754842978,0.0013958937333650103,0.00050389,0.0015116700000000001,0.00010167,0.00091788,0.00050389,3,ETH,0.0001,0.0001,,,,,,,,,0.0001867159567997857,0.013664404736386642,0.0006752295125765186,-7.300457904772122,0.001073805754842978,-6.836546159734092,,,0.001273796749689754,-6.665753270909714,,
2020-01-29,175.89,178.85,173.3,173.8,401619.605,70901067.68041,-0.011896731481317634,0.00014153221993857407,0.0009937164874039655,0.0009465233333333334,0.00283957,0.00055576,0.00122251,0.0009465233333333332,3,ETH,0.00050389,0.00050389,,,,,,,,,0.001073805754842978,0.03276897549272754,0.0006911857147828736,-7.277102006511358,0.00014153221993857407,-8.862983156989682,,,0.00119029535071437,-6.733553807935955,,
2020-01-30,173.86,187.4,171.07,185.14,653770.608,116665433.71156,0.06320708280777337,0.003995135317068721,0.008312432112071043,0.0005296366666666666,0.00158891,0.00049058,0.00054951,0.0005296366666666666,3,ETH,0.0009465233333333334,0.0009465233333333334,,,,,,,,,0.00014153221993857407,0.011896731481317634,0.0007186198317113082,-7.23817808456842,0.003995135317068721,-5.522677828480536,,,0.0011718662950496212,-6.749157676204072,,
