date,crude_inventory
2005-02-04,279566.0
2005-02-11,278156.0
2005-02-18,280298.0
2005-02-25,280906.0
2005-03-04,283301.0
2005-03-11,286276.0
2005-03-18,288869.0
2005-03-25,292966.0
2005-04-01,298349.0
2005-04-08,301151.0
2005-04-15,304805.0
2005-04-22,303032.0
2005-04-29,308447.0
2005-05-06,311127.0
2005-05-13,313562.0
2005-05-20,317905.0
2005-05-27,316218.0
2005-06-03,317706.0
2005-06-10,314711.0
2005-06-17,312928.0
2005-06-24,311349.0
2005-07-01,312453.0
2005-07-08,308884.0
2005-07-15,304985.0
2005-07-22,304085.0
2005-07-29,301840.0
2005-08-05,302036.0
2005-08-12,304790.0
2005-08-19,305031.0
2005-08-26,306883.0
2005-09-02,305363.0
2005-09-09,298938.0
2005-09-16,292378.0
2005-09-23,292056.0
2005-09-30,289644.0
2005-10-07,289398.0
2005-10-14,290324.0
2005-10-21,295879.0
2005-10-28,300293.0
2005-11-04,303027.0
2005-11-11,307436.0
2005-11-18,305277.0
2005-11-25,305631.0
2005-12-02,301443.0
2005-12-09,304230.0
2005-12-16,305122.0
2005-12-23,306422.0
2005-12-30,306540.0
2006-01-06,305527.0
2006-01-13,302584.0
2006-01-20,305325.0
2006-01-27,303016.0
2006-02-03,304935.0
2006-02-10,304523.0
2006-02-17,309376.0
2006-02-24,310497.0
2006-03-03,312135.0
2006-03-10,318776.0
2006-03-17,323612.0
2006-03-24,322302.0
2006-03-31,324332.0
2006-04-07,326442.0
2006-04-14,329594.0
2006-04-21,328788.0
2006-04-28,328562.0
2006-05-05,330289.0
2006-05-12,330615.0
2006-05-19,330550.0
2006-05-26,327552.0
2006-06-02,329151.0
2006-06-09,330434.0
2006-06-16,329454.0
2006-06-23,330839.0
2006-06-30,327510.0
2006-07-07,325089.0
2006-07-14,319159.0
2006-07-21,319310.0
2006-07-28,319340.0
2006-08-04,317566.0
2006-08-11,316380.0
2006-08-18,314773.0
2006-08-25,314130.0
2006-09-01,316611.0
2006-09-08,314507.0
2006-09-15,311603.0
2006-09-22,308755.0
2006-09-29,308646.0
2006-10-06,312001.0
2006-10-13,314132.0
2006-10-20,319152.0
2006-10-27,315947.0
2006-11-03,317857.0
2006-11-10,318374.0
2006-11-17,319657.0
2006-11-24,324818.0
2006-12-01,324458.0
2006-12-08,323268.0
2006-12-15,318973.0
2006-12-22,312650.0
2006-12-29,304518.0
2007-01-05,303219.0
2007-01-12,297470.0
2007-01-19,304238.0
2007-01-26,305027.0
2007-02-02,307711.0
2007-02-09,307193.0
2007-02-16,306604.0
2007-02-23,310298.0
2007-03-02,311719.0
2007-03-09,306822.0
2007-03-16,308002.0
2007-03-23,311926.0
2007-03-30,311080.0
2007-04-06,315387.0
2007-04-13,316219.0
2007-04-20,315225.0
2007-04-27,317299.0
2007-05-04,318468.0
2007-05-11,323940.0
2007-05-18,325001.0
2007-05-25,326970.0
2007-06-01,325014.0
2007-06-08,325227.0
2007-06-15,325309.0
2007-06-22,332211.0
2007-06-29,333773.0
2007-07-06,336924.0
2007-07-13,335336.0
2007-07-20,334887.0
2007-07-27,333784.0
2007-08-03,327287.0
2007-08-10,323326.0
2007-08-17,318159.0
2007-08-24,320049.0
2007-08-31,316563.0
2007-09-07,312591.0
2007-09-14,305578.0
2007-09-21,301704.0
2007-09-28,303546.0
2007-10-05,304684.0
2007-10-12,302875.0
2007-10-19,304659.0
2007-10-26,299371.0
2007-11-02,295477.0
2007-11-09,294517.0
2007-11-16,297331.0
2007-11-23,296260.0
2007-11-30,295808.0
2007-12-07,287895.0
2007-12-14,286806.0
2007-12-21,279220.0
2007-12-28,275921.0
2008-01-04,271865.0
2008-01-11,265361.0
2008-01-18,269620.0
2008-01-25,271917.0
2008-02-01,275472.0
2008-02-08,282340.0
2008-02-15,283406.0
2008-02-22,287610.0
2008-02-29,290841.0
2008-03-07,287785.0
2008-03-14,294185.0
2008-03-21,294318.0
2008-03-28,294406.0
2008-04-04,301723.0
2008-04-11,298516.0
2008-04-18,296160.0
2008-04-25,298581.0
2008-05-02,302429.0
2008-05-09,308082.0
2008-05-16,308258.0
2008-05-23,302941.0
2008-05-30,294058.0
2008-06-06,289256.0
2008-06-13,284679.0
2008-06-20,283437.0
2008-06-27,284240.0
2008-07-04,282258.0
2008-07-11,276552.0
2008-07-18,279504.0
2008-07-25,277946.0
2008-08-01,277865.0
2008-08-08,279363.0
2008-08-15,279047.0
2008-08-22,288437.0
2008-08-29,288260.0
2008-09-05,286362.0
2008-09-12,280482.0
2008-09-19,274154.0
2008-09-26,272634.0
2008-10-03,276912.0
2008-10-10,285104.0
2008-10-17,290715.0
2008-10-24,293897.0
2008-10-31,294390.0
2008-11-07,294444.0
2008-11-14,294394.0
2008-11-21,295993.0
2008-11-28,303273.0
2008-12-05,302817.0
2008-12-12,303169.0
2008-12-19,303694.0
2008-12-26,300593.0
2009-01-02,301142.0
2009-01-09,307236.0
2009-01-16,308380.0
2009-01-23,314480.0
2009-01-30,320698.0
2009-02-06,327868.0
2009-02-13,332487.0
2009-02-20,332349.0
2009-02-27,333066.0
2009-03-06,332309.0
2009-03-13,332824.0
2009-03-20,334766.0
2009-03-27,338068.0
2009-04-03,340912.0
2009-04-10,342328.0
2009-04-17,347999.0
2009-04-24,351856.0
2009-05-01,355909.0
2009-05-08,356863.0
2009-05-15,352234.0
2009-05-22,350129.0
2009-05-29,344716.0
2009-06-05,347582.0
2009-06-12,343186.0
2009-06-19,339312.0
2009-06-26,335444.0
2009-07-03,331784.0
2009-07-10,329083.0
2009-07-17,326270.0
2009-07-24,324474.0
2009-07-31,329626.0
2009-08-07,331296.0
2009-08-14,333992.0
2009-08-21,325595.0
2009-08-28,325723.0
2009-09-04,325351.0
2009-09-11,319545.0
2009-09-18,314816.0
2009-09-25,317671.0
2009-10-02,320467.0
2009-10-09,319333.0
2009-10-16,319667.0
2009-10-23,320979.0
2009-10-30,321757.0
2009-11-06,317821.0
2009-11-13,319609.0
2009-11-20,318722.0
2009-11-27,319741.0
2009-12-04,321832.0
2009-12-11,318037.0
2009-12-18,314348.0
2009-12-25,309507.0
2010-01-01,307969.0
2010-01-08,306626.0
2010-01-15,310325.0
2010-01-22,309854.0
2010-01-29,305966.0
2010-02-05,308283.0
2010-02-12,310577.0
2010-02-19,313662.0
2010-02-26,316696.0
2010-03-05,320730.0
2010-03-12,322200.0
2010-03-19,323212.0
2010-03-26,330457.0
2010-04-02,333386.0
2010-04-09,335532.0
2010-04-16,333330.0
2010-04-23,335224.0
2010-04-30,337187.0
2010-05-07,339942.0
2010-05-14,341861.0
2010-05-21,342023.0
2010-05-28,344483.0
2010-06-04,342581.0
2010-06-11,340906.0
2010-06-18,342596.0
2010-06-25,344613.0
2010-07-02,342606.0
2010-07-09,337562.0
2010-07-16,332504.0
2010-07-23,332864.0
2010-07-30,340172.0
2010-08-06,337388.0
2010-08-13,334390.0
2010-08-20,333572.0
2010-08-27,337680.0
2010-09-03,341105.0
2010-09-10,339337.0
2010-09-17,336848.0
2010-09-24,337818.0
2010-10-01,337343.0
2010-10-08,340186.0
2010-10-15,339770.0
2010-10-22,340437.0
2010-10-29,345444.0
2010-11-05,347394.0
2010-11-12,343849.0
2010-11-19,336563.0
2010-11-26,337592.0
2010-12-03,338658.0
2010-12-10,334524.0
2010-12-17,324670.0
2010-12-24,319337.0
2010-12-31,318079.0
2011-01-07,313918.0
2011-01-14,311526.0
2011-01-21,314143.0
2011-01-28,318979.0
2011-02-04,321573.0
2011-02-11,323404.0
2011-02-18,324264.0
2011-02-25,325086.0
2011-03-04,324722.0
2011-03-11,327099.0
2011-03-18,328844.0
2011-03-25,330975.0
2011-04-01,333920.0
2011-04-08,335536.0
2011-04-15,337163.0
2011-04-22,334841.0
2011-04-29,340997.0
2011-05-06,344418.0
2011-05-13,348050.0
2011-05-20,348035.0
2011-05-27,348651.0
2011-06-03,351529.0
2011-06-10,346897.0
2011-06-17,343491.0
2011-06-24,341780.0
2011-07-01,337405.0
2011-07-08,336532.0
2011-07-15,333408.0
2011-07-22,329681.0
2011-07-29,331977.0
2011-08-05,332927.0
2011-08-12,327806.0
2011-08-19,332039.0
2011-08-26,329826.0
2011-09-02,335107.0
2011-09-09,331146.0
2011-09-16,324442.0
2011-09-23,317106.0
2011-09-30,319021.0
2011-10-07,314342.0
2011-10-14,315575.0
2011-10-21,310846.0
2011-10-28,315581.0
2011-11-04,317407.0
2011-11-11,315819.0
2011-11-18,314763.0
2011-11-25,308544.0
2011-12-02,312476.0
2011-12-09,313625.0
2011-12-16,311693.0
2011-12-23,301123.0
2011-12-30,305022.0
2012-01-06,307231.0
2012-01-13,309056.0
2012-01-20,305618.0
2012-01-27,309176.0
2012-02-03,313351.0
2012-02-10,313642.0
2012-02-17,313471.0
2012-02-24,315104.0
2012-03-02,319264.0
2012-03-09,320112.0
2012-03-16,321862.0
2012-03-23,320700.0
2012-03-30,327802.0
2012-04-06,336811.0
2012-04-13,339377.0
2012-04-20,343233.0
2012-04-27,347211.0
2012-05-04,350051.0
2012-05-11,355340.0
2012-05-18,357468.0
2012-05-25,358351.0
2012-06-01,360564.0
2012-06-08,358801.0
2012-06-15,358610.0
2012-06-22,361471.0
2012-06-29,361338.0
2012-07-06,357068.0
2012-07-13,352213.0
2012-07-20,351404.0
2012-07-27,354121.0
2012-08-03,347599.0
2012-08-10,343824.0
2012-08-17,340125.0
2012-08-24,334713.0
2012-08-31,338491.0
2012-09-07,331065.0
2012-09-14,332474.0
2012-09-21,341008.0
2012-09-28,338562.0
2012-10-05,338080.0
2012-10-12,339592.0
2012-10-19,342452.0
2012-10-26,348348.0
2012-11-02,346303.0
2012-11-09,347850.0
2012-11-16,348939.0
2012-11-23,347473.0
2012-11-30,347126.0
2012-12-07,344769.0
2012-12-14,344909.0
2012-12-21,343945.0
2012-12-28,343359.0
2013-01-04,332239.0
2013-01-11,333131.0
2013-01-18,332180.0
2013-01-25,334993.0
2013-02-01,340940.0
2013-02-08,343274.0
2013-02-15,343834.0
2013-02-22,347977.0
2013-03-01,349107.0
2013-03-08,352843.0
2013-03-15,355467.0
2013-03-22,354153.0
2013-03-29,357409.0
2013-04-05,360116.0
2013-04-12,359998.0
2013-04-19,358765.0
2013-04-26,359712.0
2013-05-03,366408.0
2013-05-10,366779.0
2013-05-17,366155.0
2013-05-24,365817.0
2013-05-31,368817.0
2013-06-07,362550.0
2013-06-14,365179.0
2013-06-21,365492.0
2013-06-28,365510.0
2013-07-05,355163.0
2013-07-12,345426.0
2013-07-19,338524.0
2013-07-26,335699.0
2013-08-02,336130.0
2013-08-09,334699.0
2013-08-16,331887.0
2013-08-23,330459.0
2013-08-30,333445.0
2013-09-06,331609.0
2013-09-13,330991.0
2013-09-20,326623.0
2013-09-27,329258.0
2013-10-04,334730.0
2013-10-11,341474.0
2013-10-18,345473.0
2013-10-25,350719.0
2013-11-01,354806.0
2013-11-08,355995.0
2013-11-15,358635.0
2013-11-22,359010.0
2013-11-29,361963.0
2013-12-06,356378.0
2013-12-13,345374.0
2013-12-20,342433.0
2013-12-27,337702.0
2014-01-03,330695.0
2014-01-10,326737.0
2014-01-17,319079.0
2014-01-24,320069.0
2014-01-31,326490.0
2014-02-07,326930.0
2014-02-14,329983.0
2014-02-21,330956.0
2014-02-28,331024.0
2014-03-07,332453.0
2014-03-14,338333.0
2014-03-21,344183.0
2014-03-28,350802.0
2014-04-04,348423.0
2014-04-11,352341.0
2014-04-18,362354.0
2014-04-25,365878.0
2014-05-02,367576.0
2014-05-09,366004.0
2014-05-16,366951.0
2014-05-23,359725.0
2014-05-30,361382.0
2014-06-06,357951.0
2014-06-13,355221.0
2014-06-20,354642.0
2014-06-27,356384.0
2014-07-04,353229.0
2014-07-11,350822.0
2014-07-18,343297.0
2014-07-25,339328.0
2014-08-01,335631.0
2014-08-08,334167.0
2014-08-15,335568.0
2014-08-22,331094.0
2014-08-29,329024.0
2014-09-05,328119.0
2014-09-12,327428.0
2014-09-19,331101.0
2014-09-26,326828.0
2014-10-03,325465.0
2014-10-10,330380.0
2014-10-17,339303.0
2014-10-24,346414.0
2014-10-31,348475.0
2014-11-07,348935.0
2014-11-14,346150.0
2014-11-21,348758.0
2014-11-28,350704.0
2014-12-05,347015.0
2014-12-12,348313.0
2014-12-19,347466.0
2014-12-26,354733.0
2015-01-02,352979.0
2015-01-09,348806.0
2015-01-16,354195.0
2015-01-23,364266.0
2015-01-30,373140.0
2015-02-06,379473.0
2015-02-13,383800.0
2015-02-20,391516.0
2015-02-27,399943.0
2015-03-06,410246.0
2015-03-13,415425.0
2015-03-20,425047.0
2015-03-27,433217.0
2015-04-03,437983.0
2015-04-10,449662.0
2015-04-17,450956.0
2015-04-24,456271.0
2015-05-01,458181.0
2015-05-08,454079.0
2015-05-15,451888.0
2015-05-22,449214.0
2015-05-29,446412.0
2015-06-05,444464.0
2015-06-12,438447.0
2015-06-19,435771.0
2015-06-26,430837.0
2015-07-03,433223.0
2015-07-10,433714.0
2015-07-17,429368.0
2015-07-24,431836.0
2015-07-31,427633.0
2015-08-07,423226.0
2015-08-14,421822.0
2015-08-21,424442.0
2015-08-28,418990.0
2015-09-04,423657.0
2015-09-11,426062.0
2015-09-18,423958.0
2015-09-25,422033.0
2015-10-02,425988.0
2015-10-09,429028.0
2015-10-16,436590.0
2015-10-23,444618.0
2015-10-30,447994.0
2015-11-06,450841.0
2015-11-13,454822.0
2015-11-20,455074.0
2015-11-27,456035.0
2015-12-04,457212.0
2015-12-11,453553.0
2015-12-18,458354.0
2015-12-25,452477.0
2016-01-01,455106.0
2016-01-08,450956.0
2016-01-15,451190.0
2016-01-22,455169.0
2016-01-29,463552.0
2016-02-05,471344.0
2016-02-12,470676.0
2016-02-19,472823.0
2016-02-26,476325.0
2016-03-04,486699.0
2016-03-11,490843.0
2016-03-18,492160.0
2016-03-25,501517.0
2016-04-01,503816.0
2016-04-08,498598.0
2016-04-15,505232.0
2016-04-22,507312.0
2016-04-29,509311.0
2016-05-06,512095.0
2016-05-13,508487.0
2016-05-20,509797.0
2016-05-27,505571.0
2016-06-03,504205.0
2016-06-10,501844.0
2016-06-17,500911.0
2016-06-24,499994.0
2016-07-01,495941.0
2016-07-08,493718.0
2016-07-15,491172.0
2016-07-22,488830.0
2016-07-29,490501.0
2016-08-05,491914.0
2016-08-12,492969.0
2016-08-19,490461.0
2016-08-26,492962.0
2016-09-02,495238.0
2016-09-09,480725.0
2016-09-16,480166.0
2016-09-23,473966.0
2016-09-30,472084.0
2016-10-07,469108.0
2016-10-14,473958.0
2016-10-21,468711.0
2016-10-28,468158.0
2016-11-04,482578.0
2016-11-11,485010.0
2016-11-18,490284.0
2016-11-25,489029.0
2016-12-02,488145.0
2016-12-09,485756.0
2016-12-16,483193.0
2016-12-23,485449.0
2016-12-30,486063.0
2017-01-06,479012.0
2017-01-13,483109.0
2017-01-20,485456.0
2017-01-27,488296.0
2017-02-03,494762.0
2017-02-10,508592.0
2017-02-17,518119.0
2017-02-24,518683.0
2017-03-03,520184.0
2017-03-10,528393.0
2017-03-17,528156.0
2017-03-24,533110.0
2017-03-31,533977.0
2017-04-07,535543.0
2017-04-14,533377.0
2017-04-21,532343.0
2017-04-28,528702.0
2017-05-05,527772.0
2017-05-12,522525.0
2017-05-19,520772.0
2017-05-26,516340.0
2017-06-02,509912.0
2017-06-09,513207.0
2017-06-16,511546.0
2017-06-23,509095.0
2017-06-30,509213.0
2017-07-07,502914.0
2017-07-14,495350.0
2017-07-21,490623.0
2017-07-28,483415.0
2017-08-04,481888.0
2017-08-11,475437.0
2017-08-18,466492.0
2017-08-25,463165.0
2017-09-01,457773.0
2017-09-08,462353.0
2017-09-15,468241.0
2017-09-22,472832.0
2017-09-29,470986.0
2017-10-06,464963.0
2017-10-13,462216.0
2017-10-20,456485.0
2017-10-27,457341.0
2017-11-03,454906.0
2017-11-10,457143.0
2017-11-17,458997.0
2017-11-24,457142.0
2017-12-01,453713.0
2017-12-08,448103.0
2017-12-15,442986.0
2017-12-22,436491.0
2017-12-29,431882.0
2018-01-05,424463.0
2018-01-12,419515.0
2018-01-19,412654.0
2018-01-26,411583.0
2018-02-02,418359.0
2018-02-09,420254.0
2018-02-16,422095.0
2018-02-23,420479.0
2018-03-02,423498.0
2018-03-09,425906.0
2018-03-16,430928.0
2018-03-23,428306.0
2018-03-30,429949.0
2018-04-06,425332.0
2018-04-13,428638.0
2018-04-20,427567.0
2018-04-27,429737.0
2018-05-04,435955.0
2018-05-11,433758.0
2018-05-18,432354.0
2018-05-25,438132.0
2018-06-01,434512.0
2018-06-08,436584.0
2018-06-15,432441.0
2018-06-22,426527.0
2018-06-29,416636.0
2018-07-06,417881.0
2018-07-13,405248.0
2018-07-20,411084.0
2018-07-27,404937.0
2018-08-03,408740.0
2018-08-10,407389.0
2018-08-17,414194.0
2018-08-24,408358.0
2018-08-31,405792.0
2018-09-07,401490.0
2018-09-14,396194.0
2018-09-21,394137.0
2018-09-28,395989.0
2018-10-05,403964.0
2018-10-12,409951.0
2018-10-19,416441.0
2018-10-26,422787.0
2018-11-02,426004.0
2018-11-09,431787.0
2018-11-16,442057.0
2018-11-23,446908.0
2018-11-30,450485.0
2018-12-07,443162.0
2018-12-14,441954.0
2018-12-21,441457.0
2018-12-28,441411.0
2019-01-04,441418.0
2019-01-11,439738.0
2019-01-18,437055.0
2019-01-25,445025.0
2019-02-01,445944.0
2019-02-08,447207.0
2019-02-15,450840.0
2019-02-22,454512.0
2019-03-01,445865.0
2019-03-08,452934.0
2019-03-15,449072.0
2019-03-22,439483.0
2019-03-29,442283.0
2019-04-05,449521.0
2019-04-12,456550.0
2019-04-19,455154.0
2019-04-26,460633.0
2019-05-03,470567.0
2019-05-10,466604.0
2019-05-17,472035.0
2019-05-24,476775.0
2019-05-31,476493.0
2019-06-07,483264.0
2019-06-14,485470.0
2019-06-21,482364.0
2019-06-28,469576.0
2019-07-05,468491.0
2019-07-12,458992.0
2019-07-19,455876.0
2019-07-26,445041.0
2019-08-02,436545.0
2019-08-09,438930.0
2019-08-16,440510.0
2019-08-23,437778.0
2019-08-30,427751.0
2019-09-06,422980.0
2019-09-13,416068.0
2019-09-20,417126.0
2019-09-27,419538.0
2019-10-04,422642.0
2019-10-11,425569.0
2019-10-18,434850.0
2019-10-25,433151.0
2019-11-01,438853.0
2019-11-08,446782.0
2019-11-15,449001.0
2019-11-22,450380.0
2019-11-29,451952.0
2019-12-06,447096.0
2019-12-13,447918.0
2019-12-20,446833.0
2019-12-27,441359.0
2020-01-03,429896.0
2020-01-10,431060.0
2020-01-17,428511.0
2020-01-24,428106.0
2020-01-31,431654.0
2020-02-07,435009.0
2020-02-14,442468.0
2020-02-21,442883.0
2020-02-28,443335.0
2020-03-06,444119.0
2020-03-13,451783.0
2020-03-20,453737.0
2020-03-27,455360.0
2020-04-03,469193.0
2020-04-10,484370.0
2020-04-17,503618.0
2020-04-24,518640.0
2020-05-01,527631.0
2020-05-08,532221.0
2020-05-15,531476.0
2020-05-22,526494.0
2020-05-29,534422.0
2020-06-05,532345.0
2020-06-12,538065.0
2020-06-19,539280.0
2020-06-26,540722.0
2020-07-03,533527.0
2020-07-10,539181.0
2020-07-17,531688.0
2020-07-24,536580.0
2020-07-31,525969.0
2020-08-07,518596.0
2020-08-14,514084.0
2020-08-21,512452.0
2020-08-28,507763.0
2020-09-04,498401.0
2020-09-11,500434.0
2020-09-18,496045.0
2020-09-25,494406.0
2020-10-02,492426.0
2020-10-09,492927.0
2020-10-16,489109.0
2020-10-23,488107.0
2020-10-30,492427.0
2020-11-06,484429.0
2020-11-13,488706.0
2020-11-20,489475.0
2020-11-27,488721.0
2020-12-04,488042.0
2020-12-11,503231.0
2020-12-18,500096.0
2020-12-25,499534.0
2021-01-01,493469.0
2021-01-08,485459.0
2021-01-15,482211.0
2021-01-22,486563.0
2021-01-29,476653.0
2021-02-05,475659.0
2021-02-12,469014.0
2021-02-19,461757.0
2021-02-26,463042.0
2021-03-05,484605.0
2021-03-12,498403.0
2021-03-19,500799.0
2021-03-26,502711.0
2021-04-02,501835.0
2021-04-09,498313.0
2021-04-16,492423.0
2021-04-23,493017.0
2021-04-30,493107.0
2021-05-07,485117.0
2021-05-14,484691.0
2021-05-21,486011.0
2021-05-28,484349.0
2021-06-04,479270.0
2021-06-11,474029.0
2021-06-18,466674.0
2021-06-25,459060.0
2021-07-02,452342.0
2021-07-09,445476.0
2021-07-16,437580.0
2021-07-23,439687.0
2021-07-30,435598.0
2021-08-06,439225.0
2021-08-13,438777.0
2021-08-20,435544.0
2021-08-27,432564.0
2021-09-03,425395.0
2021-09-10,423867.0
2021-09-17,417445.0
2021-09-24,413964.0
2021-10-01,418542.0
2021-10-08,420887.0
2021-10-15,426975.0
2021-10-22,426544.0
2021-10-29,430812.0
2021-11-05,434102.0
2021-11-12,435104.0
2021-11-19,433003.0
2021-11-26,434020.0
2021-12-03,433111.0
2021-12-10,432870.0
2021-12-17,428286.0
2021-12-24,423571.0
2021-12-31,419995.0
2022-01-07,417851.0
2022-01-14,413298.0
2022-01-21,413813.0
2022-01-28,416190.0
2022-02-04,415143.0
2022-02-11,410387.0
2022-02-18,411508.0
2022-02-25,416022.0
2022-03-04,413425.0
2022-03-11,411562.0
2022-03-18,415907.0
2022-03-25,413399.0
2022-04-01,409950.0
2022-04-08,412371.0
2022-04-15,421753.0
2022-04-22,413733.0
2022-04-29,414424.0
2022-05-06,415727.0
2022-05-13,424214.0
2022-05-20,420820.0
2022-05-27,419801.0
2022-06-03,414733.0
2022-06-10,416758.0
2022-06-17,418714.0
2022-06-24,418328.0
2022-07-01,415566.0
2022-07-08,423800.0
2022-07-15,427054.0
2022-07-22,426609.0
2022-07-29,422086.0
2022-08-05,426553.0
2022-08-12,432010.0
2022-08-19,424954.0
2022-08-26,421672.0
2022-09-02,418346.0
2022-09-09,427191.0
2022-09-16,429633.0
2022-09-23,430774.0
2022-09-30,430559.0
2022-10-07,429203.0
2022-10-14,439082.0
2022-10-21,437357.0
2022-10-28,439945.0
2022-11-04,436830.0
2022-11-11,440755.0
2022-11-18,435355.0
2022-11-25,431665.0
2022-12-02,419084.0
2022-12-09,413898.0
2022-12-16,424129.0
2022-12-23,418234.0
2022-12-30,418952.0
2023-01-06,420646.0
2023-01-13,439607.0
2023-01-20,448015.0
2023-01-27,448548.0
2023-02-03,452688.0
2023-02-10,455111.0
2023-02-17,471394.0
2023-02-24,479041.0
2023-03-03,480207.0
2023-03-10,478513.0
2023-03-17,480063.0
2023-03-24,481180.0
2023-03-31,473691.0
2023-04-07,469952.0
2023-04-14,470549.0
2023-04-21,465968.0
2023-04-28,460914.0
2023-05-05,459633.0
2023-05-12,462584.0
2023-05-19,467624.0
2023-05-26,455168.0
2023-06-02,459657.0
2023-06-09,459205.0
2023-06-16,467124.0
2023-06-23,463293.0
2023-06-30,453690.0
2023-07-07,452182.0
2023-07-14,458128.0
2023-07-21,457420.0
2023-07-28,456820.0
2023-08-04,439771.0
2023-08-11,445622.0
2023-08-18,439662.0
2023-08-25,433528.0
2023-09-01,422944.0
2023-09-08,416637.0
2023-09-15,420592.0
2023-09-22,418456.0
2023-09-29,416287.0
2023-10-06,414063.0
2023-10-13,424239.0
2023-10-20,419748.0
2023-10-27,421120.0
2023-11-03,421893.0
2023-11-10,435762.0
2023-11-17,439354.0
2023-11-24,448054.0
2023-12-01,449664.0
2023-12-08,445031.0
2023-12-15,440773.0
2023-12-22,443682.0
2023-12-29,436568.0
2024-01-05,431065.0
2024-01-12,432403.0
2024-01-19,429911.0
2024-01-26,420678.0
2024-02-02,421912.0
2024-02-09,427432.0
2024-02-16,439450.0
2024-02-23,442964.0
2024-03-01,447163.0
2024-03-08,448530.0
2024-03-15,446994.0
2024-03-22,445042.0
2024-03-29,448207.0
2024-04-05,451417.0
2024-04-12,457258.0
2024-04-19,459993.0
2024-04-26,453625.0
2024-05-03,460890.0
2024-05-10,459528.0
2024-05-17,457020.0
2024-05-24,458845.0
2024-05-31,454689.0
2024-06-07,455922.0
2024-06-14,459652.0
2024-06-21,457105.0
2024-06-28,460696.0
2024-07-05,448539.0
2024-07-12,445096.0
2024-07-19,440226.0
2024-07-26,436485.0
2024-08-02,433049.0
2024-08-09,429321.0
2024-08-16,430678.0
2024-08-23,426029.0
2024-08-30,425183.0
2024-09-06,418310.0
2024-09-13,419143.0
2024-09-20,417513.0
2024-09-27,413042.0
2024-10-04,416931.0
2024-10-11,422741.0
2024-10-18,420550.0
2024-10-25,426024.0
2024-11-01,425509.0
2024-11-08,427658.0
2024-11-15,429747.0
2024-11-22,430292.0
2024-11-29,428448.0
2024-12-06,423375.0
2024-12-13,421950.0
2024-12-20,421016.0
2024-12-27,416779.0
2025-01-03,415601.0
2025-01-10,414642.0
2025-01-17,412680.0
2025-01-24,411663.0
2025-01-31,415126.0
2025-02-07,423790.0
2025-02-14,427860.0
2025-02-21,432493.0
2025-02-28,430161.0
2025-03-07,433775.0
2025-03-14,435223.0
2025-03-21,436968.0
2025-03-28,433627.0
2025-04-04,439792.0
2025-04-11,442345.0
2025-04-18,442860.0
2025-04-25,443104.0
2025-05-02,440408.0
2025-05-09,438376.0
2025-05-16,441830.0
2025-05-23,443158.0
2025-05-30,440363.0
2025-06-06,436059.0
2025-06-13,432415.0
2025-06-20,420942.0
2025-06-27,415106.0
2025-07-04,418951.0
2025-07-11,426021.0
2025-07-18,422162.0
2025-07-25,418993.0
2025-08-01,426691.0
2025-08-08,423662.0
2025-08-15,426698.0
2025-08-22,420684.0
2025-08-29,418292.0
2025-09-05,420707.0
2025-09-12,424646.0
2025-09-19,415361.0
2025-09-26,414754.0
2025-10-03,416546.0
2025-10-10,420261.0
2025-10-17,423785.0
2025-10-24,422824.0
2025-10-31,415966.0
2025-11-07,421168.0
2025-11-14,427581.0
2025-11-21,424155.0
2025-11-28,426929.0
2025-12-05,427503.0
2025-12-12,425691.0
2025-12-19,424417.0
2025-12-26,424822.0
2026-01-02,422888.0
2026-01-09,419056.0
2026-01-16,422447.0
2026-01-23,426049.0
2026-01-30,423754.0
2026-02-06,420299.0
2026-02-13,428829.0
2026-02-20,419815.0
2026-02-27,435804.0
2026-03-06,439279.0
2026-03-13,443103.0
2026-03-20,449259.0
2026-03-27,456185.0
2026-04-03,461636.0
2026-04-10,464717.0
2026-04-17,463804.0
2026-04-24,465729.0
2026-05-01,459495.0
2026-05-08,457182.0
2026-05-15,452876.0
2026-05-22,445013.0
2026-05-29,441686.0
2026-06-05,433712.0
2026-06-12,426485.0
