date,crude_inventory
1988-09-09,313544.0
1988-09-16,311683.0
1988-09-23,305143.0
1988-09-30,300430.0
1988-10-07,306036.0
1988-10-14,305450.0
1988-10-21,310447.0
1988-10-28,315085.0
1988-11-04,316401.0
1988-11-11,322097.0
1988-11-18,318675.0
1988-11-25,326823.0
1988-12-02,322409.0
1988-12-09,319749.0
1988-12-16,324248.0
1988-12-23,318990.0
1988-12-30,314765.0
1989-01-06,313654.0
1989-01-13,305576.0
1989-01-20,302665.0
1989-01-27,306513.0
1989-02-03,307008.0
1989-02-10,313945.0
1989-02-17,305217.0
1989-02-24,306065.0
1989-03-03,305255.0
1989-03-10,315037.0
1989-03-17,313828.0
1989-03-24,318360.0
1989-03-31,317835.0
1989-04-07,307789.0
1989-04-14,306513.0
1989-04-21,302086.0
1989-04-28,312478.0
1989-05-05,316567.0
1989-05-12,327039.0
1989-05-19,328885.0
1989-05-26,322400.0
1989-06-02,320489.0
1989-06-09,324887.0
1989-06-16,321641.0
1989-06-23,319223.0
1989-06-30,322738.0
1989-07-07,315455.0
1989-07-14,315749.0
1989-07-21,313424.0
1989-07-28,312422.0
1989-08-04,313680.0
1989-08-11,313202.0
1989-08-18,310165.0
1989-08-25,319131.0
1989-09-01,318038.0
1989-09-08,317963.0
1989-09-15,320241.0
1989-09-22,309387.0
1989-09-29,310542.0
1989-10-06,313121.0
1989-10-13,318394.0
1989-10-20,323920.0
1989-10-27,317150.0
1989-11-03,322286.0
1989-11-10,320398.0
1989-11-17,327954.0
1989-11-24,327780.0
1989-12-01,324125.0
1989-12-08,332385.0
1989-12-15,323052.0
1989-12-22,328006.0
1989-12-29,325360.0
1990-01-05,324280.0
1990-01-12,324222.0
1990-01-19,327819.0
1990-01-26,326173.0
1990-02-02,324123.0
1990-02-09,334128.0
1990-02-16,329316.0
1990-02-23,326869.0
1990-03-02,322293.0
1990-03-09,325816.0
1990-03-16,332142.0
1990-03-23,330696.0
1990-03-30,339931.0
1990-04-06,342865.0
1990-04-13,349942.0
1990-04-20,350859.0
1990-04-27,349299.0
1990-05-04,353507.0
1990-05-11,353485.0
1990-05-18,358198.0
1990-05-25,361994.0
1990-06-01,362719.0
1990-06-08,365618.0
1990-06-15,367486.0
1990-06-22,367001.0
1990-06-29,367704.0
1990-07-06,368708.0
1990-07-13,365658.0
1990-07-20,370201.0
1990-07-27,368024.0
1990-08-03,372593.0
1990-08-10,364848.0
1990-08-17,360003.0
1990-08-24,360333.0
1990-08-31,361957.0
1990-09-07,356710.0
1990-09-14,359583.0
1990-09-21,353936.0
1990-09-28,348211.0
1990-10-05,338384.0
1990-10-12,336271.0
1990-10-19,328752.0
1990-10-26,325992.0
1990-11-02,327234.0
1990-11-09,331392.0
1990-11-16,333036.0
1990-11-23,327293.0
1990-11-30,324268.0
1990-12-07,326855.0
1990-12-14,321412.0
1990-12-21,320154.0
1990-12-28,321992.0
1991-01-04,315920.0
1991-01-11,307542.0
1991-01-18,308440.0
1991-01-25,307051.0
1991-02-01,307043.0
1991-02-08,310149.0
1991-02-15,311359.0
1991-02-22,317278.0
1991-03-01,316183.0
1991-03-08,315962.0
1991-03-15,314290.0
1991-03-22,320665.0
1991-03-29,321538.0
1991-04-05,326275.0
1991-04-12,321264.0
1991-04-19,325762.0
1991-04-26,322676.0
1991-05-03,328220.0
1991-05-10,324141.0
1991-05-17,323906.0
1991-05-24,329898.0
1991-05-31,329325.0
1991-06-07,336202.0
1991-06-14,337008.0
1991-06-21,337807.0
1991-06-28,336429.0
1991-07-05,333376.0
1991-07-12,334579.0
1991-07-19,333524.0
1991-07-26,331739.0
1991-08-02,327970.0
1991-08-09,328659.0
1991-08-16,330373.0
1991-08-23,328440.0
1991-08-30,333744.0
1991-09-06,335646.0
1991-09-13,325886.0
1991-09-20,319319.0
1991-09-27,319450.0
1991-10-04,324157.0
1991-10-11,323069.0
1991-10-18,326402.0
1991-10-25,323942.0
1991-11-01,332763.0
1991-11-08,326645.0
1991-11-15,330460.0
1991-11-22,335596.0
1991-11-29,329588.0
1991-12-06,324131.0
1991-12-13,329127.0
1991-12-20,323089.0
1991-12-27,318937.0
1992-01-03,308857.0
1992-01-10,314823.0
1992-01-17,318314.0
1992-01-24,317138.0
1992-01-31,322809.0
1992-02-07,318393.0
1992-02-14,318207.0
1992-02-21,316400.0
1992-02-28,319575.0
1992-03-06,326596.0
1992-03-13,332894.0
1992-03-20,327449.0
1992-03-27,330980.0
1992-04-03,325460.0
1992-04-10,321859.0
1992-04-17,330314.0
1992-04-24,333120.0
1992-05-01,333922.0
1992-05-08,335376.0
1992-05-15,334716.0
1992-05-22,336011.0
1992-05-29,331422.0
1992-06-05,328776.0
1992-06-12,329598.0
1992-06-19,330394.0
1992-06-26,324093.0
1992-07-03,313189.0
1992-07-10,312195.0
1992-07-17,314858.0
1992-07-24,308493.0
1992-07-31,308467.0
1992-08-07,314258.0
1992-08-14,312486.0
1992-08-21,311493.0
1992-08-28,316097.0
1992-09-04,308645.0
1992-09-11,310794.0
1992-09-18,310111.0
1992-09-25,310947.0
1992-10-02,306213.0
1992-10-09,309071.0
1992-10-16,308292.0
1992-10-23,310536.0
1992-10-30,311561.0
1992-11-06,314967.0
1992-11-13,308578.0
1992-11-20,301537.0
1992-11-27,307093.0
1992-12-04,308640.0
1992-12-11,307589.0
1992-12-18,313161.0
1992-12-25,312842.0
1993-01-01,301053.0
1993-01-08,301973.0
1993-01-15,299341.0
1993-01-22,307272.0
1993-01-29,306106.0
1993-02-05,308108.0
1993-02-12,311717.0
1993-02-19,318408.0
1993-02-26,308086.0
1993-03-05,315969.0
1993-03-12,321897.0
1993-03-19,327504.0
1993-03-26,314322.0
1993-04-02,322220.0
1993-04-09,322889.0
1993-04-16,334413.0
1993-04-23,325153.0
1993-04-30,326248.0
1993-05-07,328945.0
1993-05-14,329635.0
1993-05-21,335087.0
1993-05-28,338201.0
1993-06-04,334383.0
1993-06-11,332686.0
1993-06-18,324772.0
1993-06-25,334025.0
1993-07-02,340315.0
1993-07-09,331995.0
1993-07-16,335417.0
1993-07-23,343583.0
1993-07-30,338056.0
1993-08-06,333639.0
1993-08-13,334659.0
1993-08-20,330153.0
1993-08-27,325426.0
1993-09-03,326782.0
1993-09-10,320499.0
1993-09-17,321821.0
1993-09-24,321610.0
1993-10-01,312084.0
1993-10-08,309991.0
1993-10-15,314249.0
1993-10-22,309375.0
1993-10-29,316800.0
1993-11-05,318584.0
1993-11-12,315239.0
1993-11-19,320250.0
1993-11-26,314738.0
1993-12-03,316131.0
1993-12-10,321509.0
1993-12-17,327837.0
1993-12-24,330247.0
1993-12-31,330079.0
1994-01-07,323542.0
1994-01-14,316593.0
1994-01-21,316399.0
1994-01-28,310921.0
1994-02-04,314011.0
1994-02-11,317837.0
1994-02-18,313482.0
1994-02-25,316510.0
1994-03-04,309328.0
1994-03-11,316945.0
1994-03-18,311869.0
1994-03-25,323772.0
1994-04-01,318641.0
1994-04-08,318717.0
1994-04-15,319232.0
1994-04-22,321163.0
1994-04-29,321241.0
1994-05-06,322151.0
1994-05-13,316458.0
1994-05-20,315520.0
1994-05-27,317174.0
1994-06-03,316080.0
1994-06-10,311596.0
1994-06-17,308787.0
1994-06-24,307220.0
1994-07-01,310699.0
1994-07-08,311642.0
1994-07-15,311816.0
1994-07-22,314998.0
1994-07-29,318255.0
1994-08-05,312403.0
1994-08-12,309883.0
1994-08-19,312998.0
1994-08-26,310161.0
1994-09-02,307717.0
1994-09-09,307532.0
1994-09-16,307270.0
1994-09-23,308725.0
1994-09-30,314620.0
1994-10-07,317891.0
1994-10-14,316959.0
1994-10-21,321399.0
1994-10-28,319570.0
1994-11-04,328905.0
1994-11-11,327917.0
1994-11-18,327189.0
1994-11-25,324211.0
1994-12-02,321739.0
1994-12-09,321693.0
1994-12-16,320205.0
1994-12-23,319550.0
1994-12-30,320236.0
1995-01-06,312846.0
1995-01-13,314560.0
1995-01-20,313278.0
1995-01-27,306864.0
1995-02-03,306583.0
1995-02-10,309810.0
1995-02-17,303476.0
1995-02-24,310839.0
1995-03-03,305268.0
1995-03-10,308234.0
1995-03-17,308719.0
1995-03-24,309258.0
1995-03-31,313308.0
1995-04-07,321069.0
1995-04-14,318266.0
1995-04-21,319450.0
1995-04-28,322472.0
1995-05-05,318365.0
1995-05-12,316444.0
1995-05-19,317267.0
1995-05-26,313118.0
1995-06-02,310099.0
1995-06-09,307943.0
1995-06-16,307390.0
1995-06-23,306901.0
1995-06-30,299434.0
1995-07-07,303160.0
1995-07-14,301985.0
1995-07-21,301968.0
1995-07-28,295085.0
1995-08-04,298034.0
1995-08-11,291165.0
1995-08-18,293670.0
1995-08-25,286280.0
1995-09-01,289233.0
1995-09-08,296654.0
1995-09-15,292052.0
1995-09-22,291145.0
1995-09-29,290595.0
1995-10-06,285540.0
1995-10-13,281156.0
1995-10-20,281131.0
1995-10-27,283307.0
1995-11-03,284831.0
1995-11-10,288122.0
1995-11-17,286496.0
1995-11-24,296105.0
1995-12-01,302184.0
1995-12-08,299072.0
1995-12-15,294812.0
1995-12-22,300674.0
1995-12-29,294817.0
1996-01-05,284591.0
1996-01-12,285623.0
1996-01-19,288551.0
1996-01-26,292829.0
1996-02-02,291084.0
1996-02-09,288674.0
1996-02-16,286440.0
1996-02-23,283380.0
1996-03-01,283723.0
1996-03-08,280448.0
1996-03-15,288673.0
1996-03-22,283404.0
1996-03-29,282187.0
1996-04-05,280124.0
1996-04-12,282424.0
1996-04-19,283823.0
1996-04-26,279794.0
1996-05-03,279424.0
1996-05-10,286604.0
1996-05-17,284902.0
1996-05-24,280450.0
1996-05-31,281578.0
1996-06-07,293515.0
1996-06-14,291863.0
1996-06-21,288853.0
1996-06-28,289709.0
1996-07-05,296562.0
1996-07-12,298222.0
1996-07-19,295695.0
1996-07-26,291857.0
1996-08-02,292972.0
1996-08-09,290295.0
1996-08-16,289134.0
1996-08-23,291014.0
1996-08-30,300715.0
1996-09-06,295650.0
1996-09-13,292562.0
1996-09-20,290575.0
1996-09-27,291751.0
1996-10-04,286638.0
1996-10-11,286261.0
1996-10-18,282960.0
1996-10-25,288701.0
1996-11-01,285642.0
1996-11-08,295892.0
1996-11-15,290762.0
1996-11-22,288297.0
1996-11-29,283501.0
1996-12-06,283728.0
1996-12-13,282735.0
1996-12-20,279788.0
1996-12-27,273685.0
1997-01-03,276127.0
1997-01-10,267904.0
1997-01-17,272956.0
1997-01-24,271491.0
1997-01-31,274863.0
1997-02-07,280898.0
1997-02-14,284247.0
1997-02-21,288732.0
1997-02-28,288568.0
1997-03-07,283145.0
1997-03-14,288475.0
1997-03-21,288585.0
1997-03-28,287497.0
1997-04-04,293843.0
1997-04-11,294041.0
1997-04-18,296665.0
1997-04-25,298115.0
1997-05-02,300941.0
1997-05-09,300885.0
1997-05-16,307280.0
1997-05-23,301845.0
1997-05-30,305059.0
1997-06-06,309261.0
1997-06-13,308845.0
1997-06-20,307589.0
1997-06-27,307126.0
1997-07-04,301399.0
1997-07-11,306218.0
1997-07-18,303759.0
1997-07-25,301774.0
1997-08-01,291884.0
1997-08-08,291120.0
1997-08-15,296258.0
1997-08-22,296882.0
1997-08-29,291628.0
1997-09-05,290026.0
1997-09-12,283928.0
1997-09-19,287722.0
1997-09-26,283839.0
1997-10-03,285157.0
1997-10-10,289944.0
1997-10-17,287772.0
1997-10-24,284474.0
1997-10-31,289079.0
1997-11-07,295098.0
1997-11-14,293789.0
1997-11-21,299075.0
1997-11-28,302849.0
1997-12-05,305669.0
1997-12-12,300911.0
1997-12-19,303451.0
1997-12-26,299482.0
1998-01-02,296230.0
1998-01-09,289764.0
1998-01-16,288685.0
1998-01-23,299897.0
1998-01-30,305583.0
1998-02-06,304961.0
1998-02-13,304983.0
1998-02-20,306685.0
1998-02-27,309568.0
1998-03-06,307969.0
1998-03-13,307194.0
1998-03-20,305137.0
1998-03-27,311606.0
1998-04-03,313200.0
1998-04-10,314569.0
1998-04-17,319899.0
1998-04-24,324906.0
1998-05-01,325209.0
1998-05-08,327368.0
1998-05-15,326705.0
1998-05-22,337928.0
1998-05-29,334682.0
1998-06-05,330394.0
1998-06-12,329534.0
1998-06-19,326836.0
1998-06-26,325182.0
1998-07-03,326843.0
1998-07-10,324057.0
1998-07-17,317425.0
1998-07-24,322966.0
1998-07-31,326795.0
1998-08-07,327478.0
1998-08-14,328423.0
1998-08-21,327887.0
1998-08-28,321012.0
1998-09-04,320694.0
1998-09-11,312057.0
1998-09-18,309675.0
1998-09-25,300336.0
1998-10-02,303433.0
1998-10-09,305893.0
1998-10-16,312682.0
1998-10-23,316227.0
1998-10-30,319964.0
1998-11-06,323739.0
1998-11-13,322932.0
1998-11-20,320397.0
1998-11-27,325554.0
1998-12-04,319986.0
1998-12-11,318465.0
1998-12-18,321884.0
1998-12-25,323364.0
1999-01-01,320706.0
1999-01-08,305728.0
1999-01-15,308268.0
1999-01-22,310975.0
1999-01-29,314148.0
1999-02-05,316730.0
1999-02-12,317131.0
1999-02-19,315393.0
1999-02-26,318431.0
1999-03-05,315274.0
1999-03-12,318266.0
1999-03-19,321929.0
1999-03-26,324736.0
1999-04-02,328539.0
1999-04-09,326768.0
1999-04-16,328885.0
1999-04-23,325729.0
1999-04-30,322286.0
1999-05-07,320145.0
1999-05-14,317539.0
1999-05-21,318092.0
1999-05-28,315769.0
1999-06-04,314722.0
1999-06-11,316858.0
1999-06-18,318672.0
1999-06-25,315949.0
1999-07-02,314225.0
1999-07-09,314030.0
1999-07-16,317718.0
1999-07-23,318092.0
1999-07-30,312916.0
1999-08-06,309516.0
1999-08-13,307249.0
1999-08-20,305616.0
1999-08-27,301091.0
1999-09-03,301653.0
1999-09-10,297212.0
1999-09-17,292930.0
1999-09-24,293119.0
1999-10-01,288862.0
1999-10-08,288395.0
1999-10-15,281186.0
1999-10-22,284609.0
1999-10-29,284878.0
1999-11-05,288599.0
1999-11-12,288955.0
1999-11-19,290755.0
1999-11-26,287692.0
1999-12-03,283338.0
1999-12-10,283063.0
1999-12-17,277477.0
1999-12-24,276646.0
1999-12-31,276345.0
2000-01-07,274626.0
2000-01-14,277549.0
2000-01-21,277464.0
2000-01-28,275032.0
2000-02-04,266614.0
2000-02-11,269982.0
2000-02-18,269796.0
2000-02-25,269487.0
2000-03-03,269816.0
2000-03-10,274502.0
2000-03-17,274933.0
2000-03-24,276572.0
2000-03-31,276422.0
2000-04-07,277924.0
2000-04-14,280771.0
2000-04-21,286265.0
2000-04-28,291335.0
2000-05-05,288071.0
2000-05-12,292607.0
2000-05-19,292857.0
2000-05-26,293806.0
2000-06-02,289205.0
2000-06-09,285075.0
2000-06-16,283639.0
2000-06-23,279078.0
2000-06-30,279405.0
2000-07-07,277611.0
2000-07-14,278885.0
2000-07-21,278400.0
2000-07-28,278674.0
2000-08-04,268121.0
2000-08-11,269659.0
2000-08-18,273059.0
2000-08-25,268901.0
2000-09-01,270948.0
2000-09-08,273691.0
2000-09-15,272764.0
2000-09-22,270282.0
2000-09-29,269781.0
2000-10-06,270873.0
2000-10-13,271752.0
2000-10-20,267235.0
2000-10-27,269640.0
2000-11-03,268151.0
2000-11-10,266594.0
2000-11-17,268091.0
2000-11-24,274255.0
2000-12-01,274177.0
2000-12-08,276195.0
2000-12-15,272826.0
2000-12-22,275859.0
2000-12-29,274608.0
2001-01-05,272771.0
2001-01-12,272072.0
2001-01-19,271062.0
2001-01-26,269952.0
2001-02-02,266382.0
2001-02-09,269298.0
2001-02-16,272662.0
2001-02-23,260782.0
2001-03-02,263661.0
2001-03-09,260949.0
2001-03-16,268920.0
2001-03-23,273922.0
2001-03-30,285110.0
2001-04-06,286795.0
2001-04-13,290606.0
2001-04-20,296817.0
2001-04-27,295392.0
2001-05-04,301717.0
2001-05-11,302335.0
2001-05-18,304811.0
2001-05-25,308153.0
2001-06-01,306411.0
2001-06-08,307913.0
2001-06-15,299709.0
2001-06-22,298981.0
2001-06-29,298973.0
2001-07-06,294220.0
2001-07-13,291112.0
2001-07-20,298133.0
2001-07-27,299513.0
2001-08-03,298463.0
2001-08-10,291804.0
2001-08-17,288954.0
2001-08-24,284951.0
2001-08-31,287648.0
2001-09-07,285694.0
2001-09-14,286655.0
2001-09-21,286029.0
2001-09-28,289215.0
2001-10-05,290827.0
2001-10-12,290699.0
2001-10-19,286259.0
2001-10-26,289082.0
2001-11-02,291538.0
2001-11-09,295552.0
2001-11-16,295285.0
2001-11-23,294065.0
2001-11-30,290885.0
2001-12-07,295140.0
2001-12-14,292803.0
2001-12-21,293164.0
2001-12-28,295777.0
2002-01-04,293607.0
2002-01-11,294406.0
2002-01-18,295434.0
2002-01-25,298183.0
2002-02-01,300289.0
2002-02-08,302497.0
2002-02-15,304998.0
2002-02-22,301890.0
2002-03-01,299422.0
2002-03-08,303756.0
2002-03-15,304089.0
2002-03-22,306697.0
2002-03-29,302253.0
2002-04-05,308278.0
2002-04-12,308541.0
2002-04-19,302876.0
2002-04-26,304462.0
2002-05-03,309034.0
2002-05-10,303358.0
2002-05-17,299171.0
2002-05-24,303801.0
2002-05-31,302265.0
2002-06-07,308297.0
2002-06-14,307115.0
2002-06-21,306632.0
2002-06-28,303193.0
2002-07-05,304766.0
2002-07-12,300361.0
2002-07-19,298381.0
2002-07-26,294699.0
2002-08-02,292722.0
2002-08-09,290642.0
2002-08-16,283437.0
2002-08-23,286290.0
2002-08-30,286554.0
2002-09-06,281926.0
2002-09-13,276874.0
2002-09-20,271470.0
2002-09-27,268878.0
2002-10-04,258896.0
2002-10-11,254248.0
2002-10-18,263223.0
2002-10-25,270000.0
2002-11-01,270914.0
2002-11-08,274396.0
2002-11-15,267506.0
2002-11-22,271961.0
2002-11-29,268062.0
2002-12-06,271138.0
2002-12-13,272561.0
2002-12-20,270500.0
2002-12-27,271215.0
2003-01-03,262089.0
2003-01-10,262508.0
2003-01-17,256079.0
2003-01-24,257664.0
2003-01-31,257156.0
2003-02-07,258100.0
2003-02-14,253779.0
2003-02-21,256837.0
2003-02-28,255803.0
2003-03-07,257500.0
2003-03-14,253212.0
2003-03-21,253684.0
2003-03-28,257389.0
2003-04-04,264122.0
2003-04-11,260624.0
2003-04-18,260756.0
2003-04-25,269727.0
2003-05-02,271549.0
2003-05-09,271099.0
2003-05-16,268376.0
2003-05-23,269040.0
2003-05-30,270067.0
2003-06-06,272931.0
2003-06-13,268240.0
2003-06-20,272224.0
2003-06-27,268079.0
2003-07-04,265963.0
2003-07-11,265819.0
2003-07-18,262189.0
2003-07-25,259850.0
2003-08-01,260944.0
2003-08-08,264082.0
2003-08-15,264262.0
2003-08-22,262676.0
2003-08-29,262492.0
2003-09-05,264253.0
2003-09-12,259784.0
2003-09-19,262933.0
2003-09-26,264423.0
2003-10-03,264376.0
2003-10-10,269223.0
2003-10-17,273020.0
2003-10-24,271225.0
2003-10-31,274865.0
2003-11-07,274914.0
2003-11-14,273975.0
2003-11-21,276885.0
2003-11-28,271996.0
2003-12-05,267167.0
2003-12-12,261722.0
2003-12-19,256598.0
2003-12-26,258243.0
2004-01-02,254466.0
2004-01-09,252611.0
2004-01-16,247627.0
2004-01-23,248839.0
2004-01-30,247323.0
2004-02-06,255245.0
2004-02-13,252192.0
2004-02-20,257092.0
2004-02-27,257092.0
2004-03-05,259092.0
2004-03-12,262729.0
2004-03-19,264309.0
2004-03-26,271841.0
2004-04-02,277539.0
2004-04-09,276118.0
2004-04-16,279266.0
2004-04-23,279474.0
2004-04-30,282653.0
2004-05-07,282748.0
2004-05-14,283676.0
2004-05-21,282580.0
2004-05-28,282605.0
2004-06-04,285384.0
2004-06-11,286099.0
2004-06-18,286951.0
2004-06-25,289366.0
2004-07-02,288862.0
2004-07-09,288952.0
2004-07-16,286780.0
2004-07-23,283207.0
2004-07-30,284379.0
2004-08-06,282564.0
2004-08-13,278427.0
2004-08-20,277216.0
2004-08-27,275516.0
2004-09-03,271284.0
2004-09-10,269754.0
2004-09-17,262742.0
2004-09-24,253630.0
2004-10-01,257031.0
2004-10-08,257912.0
2004-10-15,262115.0
2004-10-22,263313.0
2004-10-29,267257.0
2004-11-05,273529.0
2004-11-12,275232.0
2004-11-19,276047.0
2004-11-26,276132.0
2004-12-03,276981.0
2004-12-10,277522.0
2004-12-17,277396.0
2004-12-24,279520.0
2004-12-31,278661.0
2005-01-07,275442.0
2005-01-14,273060.0
2005-01-21,276461.0
2005-01-28,279890.0
