Date,CL=F,USO,NG=F,UNG,DBA
2006-01-03,63.13999938964844,,10.62600040435791,,
2006-01-04,63.41999816894531,,10.196999549865723,,
2006-01-05,62.790000915527344,,9.49899959564209,,
2006-01-06,64.20999908447266,,9.631999969482422,,
2006-01-09,63.5,,9.390000343322754,,
2006-01-10,63.369998931884766,,9.336000442504883,,
2006-01-11,63.939998626708984,,9.23799991607666,,
2006-01-12,63.939998626708984,,8.942999839782715,,
2006-01-13,63.91999816894531,,8.791000366210938,,
2006-01-17,66.30999755859375,,9.168000221252441,,
2006-01-18,65.7300033569336,,8.694000244140625,,
2006-01-19,66.83000183105469,,8.904999732971191,,
2006-01-20,68.3499984741211,,9.279999732971191,,
2006-01-23,68.0999984741211,,8.574000358581543,,
2006-01-24,67.05999755859375,,8.682000160217285,,
2006-01-25,65.8499984741211,,8.460000038146973,,
2006-01-26,66.26000213623047,,8.229000091552734,,
2006-01-27,67.76000213623047,,8.399999618530273,,
2006-01-30,68.3499984741211,,9.388999938964844,,
2006-01-31,67.91999816894531,,9.315999984741211,,
2006-02-01,66.55999755859375,,8.722999572753906,,
2006-02-02,64.68000030517578,,8.347000122070312,,
2006-02-03,65.37000274658203,,8.61299991607666,,
2006-02-06,65.11000061035156,,7.994999885559082,,
2006-02-07,63.09000015258789,,7.857999801635742,,
2006-02-08,62.54999923706055,,7.735000133514404,,
2006-02-09,62.619998931884766,,7.479000091552734,,
2006-02-10,61.84000015258789,,7.315999984741211,,
2006-02-13,61.2400016784668,,7.243000030517578,,
2006-02-14,59.56999969482422,,7.113999843597412,,
2006-02-15,57.70000076293945,,7.065999984741211,,
2006-02-16,58.459999084472656,,7.133999824523926,,
2006-02-17,59.880001068115234,,7.182000160217285,,
2006-02-21,61.099998474121094,,7.730999946594238,,
2006-02-22,61.0099983215332,,7.2829999923706055,,
2006-02-23,60.540000915527344,,7.458000183105469,,
2006-02-24,62.90999984741211,,7.111999988555908,,
2006-02-27,61.0,,6.789000034332275,,
2006-02-28,61.40999984741211,,6.714000225067139,,
2006-03-01,61.970001220703125,,6.732999801635742,,
2006-03-02,63.36000061035156,,6.760000228881836,,
2006-03-03,63.66999816894531,,6.789999961853027,,
2006-03-06,62.40999984741211,,6.546999931335449,,
2006-03-07,61.58000183105469,,6.677999973297119,,
2006-03-08,60.02000045776367,,6.6479997634887695,,
2006-03-09,60.470001220703125,,6.60099983215332,,
2006-03-10,59.959999084472656,,6.645999908447266,,
2006-03-13,61.77000045776367,,7.006999969482422,,
2006-03-14,63.099998474121094,,7.166999816894531,,
2006-03-15,62.16999816894531,,7.14300012588501,,
2006-03-16,63.58000183105469,,7.267000198364258,,
2006-03-17,62.77000045776367,,7.052999973297119,,
2006-03-20,60.41999816894531,,6.835000038146973,,
2006-03-21,60.56999969482422,,6.868000030517578,,
2006-03-22,61.77000045776367,,6.953000068664551,,
2006-03-23,63.90999984741211,,7.328000068664551,,
2006-03-24,64.26000213623047,,7.289999961853027,,
2006-03-27,64.16000366210938,,7.066999912261963,,
2006-03-28,66.06999969482422,,7.214000225067139,,
2006-03-29,66.44999694824219,,7.232999801635742,,
2006-03-30,67.1500015258789,,7.486999988555908,,
2006-03-31,66.62999725341797,,7.210000038146973,,
2006-04-03,66.73999786376953,,7.24399995803833,,
2006-04-04,66.2300033569336,,7.065000057220459,,
2006-04-05,67.06999969482422,,7.068999767303467,,
2006-04-06,67.94000244140625,,6.9720001220703125,,
2006-04-07,67.38999938964844,,6.743000030517578,,
2006-04-10,68.73999786376953,544.1599731445312,6.881999969482422,,
2006-04-11,68.9800033569336,545.5999755859375,6.9079999923706055,,
2006-04-12,68.62000274658203,542.719970703125,6.808000087738037,,
2006-04-13,69.31999969482422,550.5599975585938,7.139999866485596,,
2006-04-17,70.4000015258789,558.3200073242188,7.577000141143799,,
2006-04-18,71.3499984741211,566.0,8.008000373840332,,
2006-04-19,72.16999816894531,574.7999877929688,8.192000389099121,,
2006-04-20,71.94999694824219,568.719970703125,8.064000129699707,,
2006-04-21,75.16999816894531,582.47998046875,7.980999946594238,,
2006-04-24,73.33000183105469,568.0800170898438,7.558000087738037,,
2006-04-25,72.87999725341797,565.1199951171875,7.254000186920166,,
2006-04-26,71.93000030517578,556.3200073242188,7.197999954223633,,
2006-04-27,70.97000122070312,549.5999755859375,6.804999828338623,,
2006-04-28,71.87999725341797,556.9600219726562,6.554999828338623,,
2006-05-01,73.69999694824219,572.0,6.695000171661377,,
2006-05-02,74.61000061035156,578.719970703125,6.745999813079834,,
2006-05-03,72.27999877929688,561.760009765625,6.605999946594238,,
2006-05-04,69.94000244140625,546.5599975585938,6.906000137329102,,
2006-05-05,70.19000244140625,544.0,6.775000095367432,,
2006-05-08,69.7699966430664,543.0399780273438,6.696000099182129,,
2006-05-09,70.69000244140625,547.2000122070312,6.580999851226807,,
2006-05-10,72.12999725341797,558.1599731445312,6.900000095367432,,
2006-05-11,73.31999969482422,562.4000244140625,6.64900016784668,,
2006-05-12,72.04000091552734,552.8800048828125,6.28000020980835,,
2006-05-15,69.41000366210938,533.0399780273438,6.123000144958496,,
2006-05-16,69.52999877929688,533.5999755859375,6.251999855041504,,
2006-05-17,68.69999694824219,525.5999755859375,6.129000186920166,,
2006-05-18,69.44999694824219,533.9199829101562,5.997000217437744,,
2006-05-19,68.52999877929688,524.5599975585938,5.961999893188477,,
2006-05-22,69.2300033569336,530.239990234375,6.276000022888184,,
2006-05-23,71.76000213623047,542.1599731445312,6.257999897003174,,
2006-05-24,69.86000061035156,528.7999877929688,5.964000225067139,,
2006-05-25,71.31999969482422,542.4000244140625,5.974999904632568,,
2006-05-26,71.37000274658203,542.0,5.925000190734863,,
2006-05-30,72.02999877929688,546.5599975585938,6.123000144958496,,
2006-05-31,71.29000091552734,541.8400268554688,6.383999824523926,,
2006-06-01,70.33999633789062,534.5599975585938,6.447999954223633,,
2006-06-02,72.33000183105469,551.2000122070312,6.623000144958496,,
2006-06-05,72.5999984741211,549.9199829101562,6.4629998207092285,,
2006-06-06,72.5,550.0800170898438,6.385000228881836,,
2006-06-07,70.81999969482422,538.239990234375,5.973999977111816,,
2006-06-08,70.3499984741211,536.9600219726562,6.190999984741211,,
2006-06-09,71.62999725341797,544.5599975585938,6.171999931335449,,
2006-06-12,70.36000061035156,536.6400146484375,6.223999977111816,,
2006-06-13,68.55999755859375,521.4400024414062,6.163000106811523,,
2006-06-14,69.13999938964844,526.3200073242188,6.590000152587891,,
2006-06-15,69.5,529.280029296875,7.206999778747559,,
2006-06-16,69.87999725341797,530.0,7.184999942779541,,
2006-06-19,68.9800033569336,524.3200073242188,6.89300012588501,,
2006-06-20,68.94000244140625,522.3200073242188,6.501999855041504,,
2006-06-21,70.33000183105469,530.7999877929688,6.5879998207092285,,
2006-06-22,70.83999633789062,536.0,6.439000129699707,,
2006-06-23,70.87000274658203,535.1199951171875,6.22599983215332,,
2006-06-26,71.80000305175781,541.5999755859375,5.968999862670898,,
2006-06-27,71.91999816894531,544.6400146484375,6.10699987411499,,
2006-06-28,72.19000244140625,546.47998046875,5.88700008392334,,
2006-06-29,73.5199966430664,556.0800170898438,6.135000228881836,,
