date,oil_inventory_z,oil_surprise_z,oil_low_inventory
1982-08-27,,,0.0
1982-09-03,,,0.0
1982-10-01,,,0.0
1982-10-08,,,0.0
1982-10-15,,,0.0
1982-10-22,,,0.0
1982-10-29,,,0.0
1982-11-05,,,0.0
1982-11-12,,,0.0
1982-11-19,,,0.0
1982-11-26,,,0.0
1982-12-03,,,0.0
1982-12-10,,,0.0
1982-12-17,,,0.0
1982-12-24,,,0.0
1982-12-31,,,0.0
1983-01-07,,,0.0
1983-01-14,,,0.0
1983-01-21,,,0.0
1983-01-28,,,0.0
1983-02-04,,,0.0
1983-02-11,,,0.0
1983-02-18,,,0.0
1983-02-25,,,0.0
1983-03-04,,,0.0
1983-03-11,,,0.0
1983-03-18,,,0.0
1983-03-25,,-1.0020518029715997,0.0
1983-04-01,,0.22854100671196426,0.0
1983-04-08,,-1.0063590210427154,0.0
1983-04-15,,0.737339174727504,0.0
1983-04-22,,0.9305690408551897,0.0
1983-05-06,,0.36521875469621756,0.0
1983-05-20,,-0.022328316769754518,0.0
1983-05-27,,0.48549555415826307,0.0
1983-06-10,,-2.0096300741020463,0.0
1983-06-17,,-0.18721380146507569,0.0
1983-06-24,,-0.09573016642281762,0.0
1983-07-01,,-0.16709937419119392,0.0
1983-07-08,,0.354436829003725,0.0
1983-07-15,,-1.1817699664917798,0.0
1983-07-22,,-0.4018481514777464,0.0
1983-07-29,,-0.0492905701999835,0.0
1983-08-05,,0.554865762355885,0.0
1983-08-12,,-0.6252382810971296,0.0
1983-08-19,,-1.4004319176607007,0.0
1983-08-26,,1.2242765216580882,0.0
1983-09-02,,0.8415000453390576,0.0
1983-09-09,,0.7785882039310967,0.0
1983-09-16,,-0.43467929931072596,0.0
1983-09-23,,0.3733068396020132,0.0
1983-09-30,,0.06187385406510652,0.0
1983-10-07,-0.5827912741059421,0.19881804902564085,0.0
1983-10-14,-0.17897815865925437,0.5605361647524296,0.0
1983-10-21,0.20419065799164945,0.515784101935386,0.0
1983-10-28,-0.18892572792628834,-0.501378586287986,0.0
1983-11-04,-1.3165379452710604,-1.433671506666312,0.0
1983-11-11,0.4612422671197458,2.2466695466178463,0.0
1983-11-18,0.9865392831234469,0.6180498059555354,0.0
1983-11-25,0.2919076050048737,-0.8607413356805127,0.0
1983-12-02,-0.34442891910053497,-0.782674019630557,0.0
1983-12-09,-1.0235397342056112,-0.8244724311769123,0.0
1983-12-16,-0.09613015452871224,1.1068788556525069,0.0
1983-12-23,-0.29374571297046886,-0.24698666563538113,0.0
1983-12-30,-0.9842200420567985,-0.8734648865487914,0.0
1984-01-06,-0.8821941511594876,0.1308444294121336,0.0
1984-01-13,-0.7074914828230545,0.24592665462331262,0.0
1984-01-20,-0.11361433623104618,0.7744211283738265,0.0
1984-01-27,-0.7441029742256199,-0.7716963323583541,0.0
1984-02-03,-1.2926035583608007,-0.682415141927199,0.0
1984-02-10,-1.8143836208723834,-0.6720329098664316,0.0
1984-02-17,-1.885926959759522,-0.09509030144126546,0.0
1984-02-24,-1.513069178026544,0.49136113447847146,0.0
1984-03-02,-2.100057652690211,-0.8021156003899221,0.0
1984-03-09,-2.0631739334930637,0.005708066783409717,0.0
1984-03-16,-2.661941468305459,-0.9293202983368684,0.0
1984-03-23,-2.6237069979658862,-0.028892928882446513,0.0
1984-03-30,-2.9498082447949794,-0.6056001135096503,0.0
1984-04-06,-2.5942976633573323,0.4792561554038756,0.0
1984-04-13,-1.211879913019729,2.5746923835068816,0.0
1984-04-20,-0.7735314639640832,0.8425640235689019,0.0
1984-04-27,-0.8380296723442232,-0.0750721736403053,0.0
1984-05-04,-1.2985872804736887,-0.8387031094372883,0.0
1984-05-11,-0.4238427412620382,1.6689830405211992,0.0
1984-05-18,0.2825268815001902,1.3584103500897948,0.0
1984-05-25,1.3066671938951016,1.8992153372561131,0.0
1984-06-01,0.285508352328907,-1.7467717168127603,0.0
1984-06-08,1.1834815599384376,1.5860217168374715,0.0
1984-06-15,1.4831774708559766,0.5339263350826411,0.0
1984-06-22,0.9665296401084058,-0.9033600030565369,0.0
1984-06-29,0.14759049864302914,-1.440658221718798,0.0
1984-07-06,0.6811061578249048,0.9136463020183975,0.0
1984-07-13,-0.027314630757506262,-1.2017216689081012,0.0
1984-07-20,0.32130319322010514,0.5755976793830754,0.0
1984-07-27,1.1636972418548361,1.3869088524757425,0.0
1984-08-03,0.11211889887784499,-1.7860474729221436,0.0
1984-08-10,0.21183196261198198,0.14017607271846683,0.0
1984-08-17,0.35801662508574034,0.19833041613153396,0.0
1984-08-24,-0.9510588623691107,-2.224104658357131,0.0
1984-08-31,-0.5899833917231453,0.5507163077538765,0.0
1984-09-07,-1.1636743901023903,-0.924434288795556,0.0
1984-09-14,-1.5254449671533012,-0.569091439458205,0.0
1984-09-21,-1.585598630651718,-0.10556069053887605,0.0
1984-09-28,-2.9572336998201054,-2.2197792180077385,0.0
1984-10-05,-2.646248541192789,0.3669546690704755,1.0
