Date,NG=F,UNG
2006-07-14,6.3470001220703125,
2006-07-17,5.7829999923706055,
2006-07-18,5.554999828338623,
2006-07-19,5.861999988555908,
2006-07-20,6.091000080108643,
2006-07-21,6.138999938964844,
2006-07-24,6.605000019073486,
2006-07-25,6.408999919891357,
2006-07-26,6.88700008392334,
2006-07-27,7.041999816894531,
2006-07-28,7.184000015258789,
2006-07-31,8.211000442504883,
2006-08-01,7.573999881744385,
2006-08-02,7.798999786376953,
2006-08-03,7.291999816894531,
2006-08-04,7.245999813079834,
2006-08-07,6.9070000648498535,
2006-08-08,7.1579999923706055,
2006-08-09,7.651000022888184,
2006-08-10,7.52899980545044,
2006-08-11,7.269000053405762,
2006-08-14,6.913000106811523,
2006-08-15,6.861000061035156,
2006-08-16,6.765999794006348,
2006-08-17,6.689000129699707,
2006-08-18,6.730999946594238,
2006-08-21,6.624000072479248,
2006-08-22,7.007999897003174,
2006-08-23,6.875,
2006-08-24,7.078999996185303,
2006-08-25,7.1570000648498535,
2006-08-28,6.4720001220703125,
2006-08-29,6.815999984741211,
2006-08-30,6.289999961853027,
2006-08-31,6.047999858856201,
2006-09-01,5.876999855041504,
2006-09-04,5.824999809265137,
2006-09-05,6.039000034332275,
2006-09-06,5.965000152587891,
2006-09-07,5.7179999351501465,
2006-09-08,5.675000190734863,
2006-09-11,5.670000076293945,
2006-09-12,5.573999881744385,
2006-09-13,5.448999881744385,
2006-09-14,4.892000198364258,
2006-09-15,4.98199987411499,
2006-09-18,4.941999912261963,
2006-09-19,5.00600004196167,
2006-09-20,4.931000232696533,
2006-09-21,4.781000137329102,
2006-09-22,4.626999855041504,
2006-09-25,4.474999904632568,
2006-09-26,4.526000022888184,
2006-09-27,4.201000213623047,
2006-09-28,5.392000198364258,
2006-09-29,5.619999885559082,
2006-10-02,5.64300012588501,
2006-10-03,5.758999824523926,
2006-10-04,5.994999885559082,
2006-10-05,6.297999858856201,
2006-10-06,6.427000045776367,
2006-10-09,6.428999900817871,
2006-10-10,6.466000080108643,
2006-10-11,6.150000095367432,
2006-10-12,5.7820000648498535,
2006-10-13,5.658999919891357,
2006-10-16,6.443999767303467,
2006-10-17,6.441999912261963,
2006-10-18,6.807000160217285,
2006-10-19,7.131999969482422,
2006-10-20,7.241000175476074,
2006-10-23,6.88100004196167,
2006-10-24,7.091000080108643,
2006-10-25,7.692999839782715,
2006-10-26,7.497000217437744,
2006-10-27,7.1529998779296875,
2006-10-30,7.415999889373779,
2006-10-31,7.533999919891357,
2006-11-01,7.711999893188477,
2006-11-02,7.814000129699707,
2006-11-03,7.883999824523926,
2006-11-06,7.489999771118164,
2006-11-07,7.755000114440918,
2006-11-08,7.822999954223633,
2006-11-09,7.954999923706055,
2006-11-10,7.794000148773193,
2006-11-13,7.894000053405762,
2006-11-14,7.9770002365112305,
2006-11-15,8.119999885559082,
2006-11-16,7.755000114440918,
2006-11-17,8.178999900817871,
2006-11-20,8.019000053405762,
2006-11-21,7.98799991607666,
2006-11-22,7.717999935150147,
2006-11-24,,
2006-11-27,7.998000144958496,
2006-11-28,8.317999839782715,
2006-11-29,8.871000289916992,
2006-11-30,8.843999862670898,
2006-12-01,8.42199993133545,
2006-12-04,7.806000232696533,
2006-12-05,7.684999942779541,
2006-12-06,7.7270002365112305,
2006-12-07,7.671000003814697,
2006-12-08,7.560999870300293,
2006-12-11,7.427000045776367,
2006-12-12,7.429999828338623,
2006-12-13,7.672999858856201,
2006-12-14,7.554999828338623,
2006-12-15,7.408999919891357,
2006-12-18,7.074999809265137,
2006-12-19,7.083000183105469,
2006-12-20,6.769000053405762,
2006-12-21,6.800000190734863,
2006-12-22,6.635000228881836,
2006-12-26,6.11299991607666,
2006-12-27,5.8379998207092285,
2006-12-28,6.248000144958496,
2006-12-29,6.298999786376953,
2007-01-02,6.298999786376953,
2007-01-03,6.163000106811523,
2007-01-04,6.1620001792907715,
2007-01-05,6.184000015258789,
2007-01-08,6.377999782562256,
2007-01-09,6.63100004196167,
2007-01-10,6.755000114440918,
2007-01-11,6.291999816894531,
2007-01-12,6.60099983215332,
2007-01-16,6.638000011444092,
2007-01-17,6.234000205993652,
2007-01-18,6.323999881744385,
2007-01-19,6.886000156402588,
2007-01-22,7.318999767303467,
2007-01-23,7.597000122070312,
2007-01-24,7.421000003814697,
2007-01-25,6.90500020980835,
2007-01-26,7.175000190734863,
2007-01-29,6.916999816894531,
2007-01-30,7.739999771118164,
2007-01-31,7.666999816894531,
2007-02-01,7.53000020980835,
2007-02-02,7.47599983215332,
2007-02-05,7.633999824523926,
2007-02-06,7.616000175476074,
2007-02-07,7.709000110626221,
2007-02-08,7.870999813079834,
2007-02-09,7.827000141143799,
2007-02-12,7.22599983215332,
2007-02-13,7.367000102996826,
2007-02-14,7.241000175476074,
2007-02-15,7.291999816894531,
2007-02-16,7.502999782562256,
2007-02-20,7.585000038146973,
2007-02-21,7.645999908447266,
2007-02-22,7.7270002365112305,
2007-02-23,7.755000114440918,
2007-02-26,7.546999931335449,
2007-02-27,7.532999992370605,
2007-02-28,7.300000190734863,
2007-03-01,7.288000106811523,
2007-03-02,7.243000030517578,
2007-03-05,7.254000186920166,
2007-03-06,7.472000122070312,
2007-03-07,7.366000175476074,
2007-03-08,7.238999843597412,
2007-03-09,7.083000183105469,
2007-03-12,6.9120001792907715,
2007-03-13,6.892000198364258,
2007-03-14,7.083000183105469,
2007-03-15,6.959000110626221,
2007-03-16,6.923999786376953,
2007-03-19,6.8470001220703125,
2007-03-20,6.909999847412109,
2007-03-21,7.159999847412109,
2007-03-22,7.320000171661377,
2007-03-23,7.269000053405762,
2007-03-26,7.254000186920166,
2007-03-27,7.502999782562256,
2007-03-28,7.558000087738037,
2007-03-29,7.609000205993652,
2007-03-30,7.730000019073486,
2007-04-02,7.671000003814697,
2007-04-03,7.426000118255615,
2007-04-04,7.514999866485596,
2007-04-05,7.60699987411499,
2007-04-09,7.546000003814697,
2007-04-10,7.86899995803833,
2007-04-11,7.855000019073486,
2007-04-12,7.923999786376953,
2007-04-13,7.801000118255615,
2007-04-16,7.53000020980835,
2007-04-17,7.418000221252441,
2007-04-18,7.497000217437744,6498.56005859375
2007-04-19,7.492000102996826,6471.68017578125
2007-04-20,7.38100004196167,6341.1201171875
2007-04-23,7.561999797821045,6528.0
2007-04-24,7.598000049591064,6539.52001953125
2007-04-25,7.689000129699707,6599.68017578125
2007-04-26,7.507999897003174,6452.47998046875
2007-04-27,7.830999851226807,6661.1201171875
2007-04-30,7.86299991607666,6657.27978515625
2007-05-01,7.717999935150147,6553.60009765625
2007-05-02,7.730000019073486,6560.0
2007-05-03,7.947000026702881,6736.64013671875
2007-05-04,7.938000202178955,6696.9599609375
2007-05-07,7.77899980545044,6611.2001953125
2007-05-08,7.63700008392334,6503.68017578125
2007-05-09,7.71999979019165,6588.16015625
2007-05-10,7.72599983215332,6566.39990234375
2007-05-11,7.89900016784668,6720.0
2007-05-14,7.952000141143799,6757.1201171875
2007-05-15,7.863999843597412,6677.759765625
2007-05-16,7.889999866485596,6732.7998046875
2007-05-17,8.074999809265137,6867.2001953125
2007-05-18,7.943999767303467,6743.0400390625
2007-05-21,7.913000106811523,6754.56005859375
2007-05-22,7.801000118255615,6673.919921875
2007-05-23,7.756999969482422,6613.759765625
2007-05-24,7.681000232696533,6561.27978515625
2007-05-25,7.639999866485596,6487.0400390625
2007-05-29,7.591000080108643,6465.27978515625
2007-05-30,7.940999984741211,6635.52001953125
2007-05-31,7.934999942779541,6622.72021484375
2007-06-01,7.877999782562256,6574.080078125
2007-06-04,8.190999984741211,6819.83984375
2007-06-05,8.064000129699707,6713.60009765625
2007-06-06,8.079999923706055,6771.2001953125
2007-06-07,7.824999809265137,6515.2001953125
2007-06-08,7.663000106811523,6410.240234375
2007-06-11,7.607999801635742,6368.0
2007-06-12,7.682000160217285,6433.27978515625
2007-06-13,7.607999801635742,6361.60009765625
2007-06-14,7.808000087738037,6503.68017578125
2007-06-15,7.918000221252441,6607.35986328125
2007-06-18,7.690000057220459,6401.27978515625
2007-06-19,7.519000053405762,6304.0
2007-06-20,7.390999794006348,6173.43994140625
2007-06-21,7.348000049591064,6146.56005859375
2007-06-22,7.130000114440918,5932.7998046875
2007-06-25,6.940000057220459,5815.0400390625
2007-06-26,6.876999855041504,5748.47998046875
2007-06-27,6.928999900817871,5817.60009765625
2007-06-28,6.65500020980835,5493.759765625
2007-06-29,6.7729997634887695,5664.0
2007-07-02,6.763999938964844,5561.60009765625
2007-07-03,6.754000186920166,5518.080078125
2007-07-05,6.618000030517578,5434.8798828125
2007-07-06,6.443999767303467,5320.9599609375
2007-07-09,6.409999847412109,5278.72021484375
2007-07-10,6.698999881744385,5493.759765625
2007-07-11,6.599999904632568,5420.7998046875
2007-07-12,6.497000217437744,5374.72021484375
2007-07-13,6.6620001792907715,5489.919921875
2007-07-16,6.375999927520752,5282.56005859375
2007-07-17,6.307000160217285,5230.080078125
2007-07-18,6.5279998779296875,5355.52001953125
2007-07-19,6.705999851226807,5524.47998046875
2007-07-20,6.446000099182129,5260.7998046875
2007-07-23,6.039000034332275,4972.7998046875
2007-07-24,5.86299991607666,4824.31982421875
2007-07-25,5.925000190734863,4965.1201171875
2007-07-26,5.942999839782715,4960.0
2007-07-27,6.110000133514404,5076.47998046875
2007-07-30,6.499000072479248,5303.0400390625
2007-07-31,6.190999984741211,5038.080078125
2007-08-01,6.3520002365112305,5191.68017578125
2007-08-02,6.105999946594238,5002.240234375
2007-08-03,6.090000152587891,4992.0
2007-08-06,6.208000183105469,5080.31982421875
2007-08-07,6.201000213623047,5059.83984375
2007-08-08,6.21999979019165,5080.31982421875
2007-08-09,6.585999965667725,5342.72021484375
2007-08-10,6.820000171661377,5568.0
2007-08-13,6.794000148773193,5546.240234375
2007-08-14,6.940000057220459,5671.68017578125
2007-08-15,6.863999843597412,5580.7998046875
2007-08-16,6.875,5594.8798828125
2007-08-17,7.010000228881836,5652.47998046875
2007-08-20,6.039999961853027,4953.60009765625
2007-08-21,5.816999912261963,4843.52001953125
2007-08-22,5.578000068664551,4646.39990234375
2007-08-23,5.622000217437744,4725.759765625
2007-08-24,5.5229997634887695,4542.72021484375
2007-08-27,5.380000114440918,4477.43994140625
2007-08-28,5.5929999351501465,4654.080078125
2007-08-29,5.429999828338623,4453.1201171875
2007-08-30,5.635000228881836,4524.7998046875
2007-08-31,5.4679999351501465,4345.60009765625
2007-09-04,5.629000186920166,4514.56005859375
2007-09-05,5.804999828338623,4643.83984375
2007-09-06,5.650000095367432,4464.64013671875
2007-09-07,5.500999927520752,4395.52001953125
2007-09-10,5.890999794006348,4736.0
2007-09-11,5.934000015258789,4733.43994140625
2007-09-12,6.438000202178955,5113.60009765625
2007-09-13,6.0289998054504395,4851.2001953125
2007-09-14,6.2789998054504395,5024.0
2007-09-17,6.6529998779296875,5178.8798828125
2007-09-18,6.567999839782715,5112.31982421875
2007-09-19,6.179999828338623,4934.39990234375
2007-09-20,6.007999897003174,5004.7998046875
2007-09-21,6.079999923706055,4934.39990234375
2007-09-24,6.369999885559082,5113.60009765625
2007-09-25,6.360000133514404,5049.60009765625
2007-09-26,6.422999858856201,5027.83984375
2007-09-27,6.919000148773193,4921.60009765625
2007-09-28,6.869999885559082,4896.0
2007-10-01,7.050000190734863,5031.68017578125
2007-10-02,7.427000045776367,5278.72021484375
2007-10-03,7.276999950408936,5146.8798828125
2007-10-04,7.4120001792907715,5253.1201171875
2007-10-05,7.072999954223633,5007.35986328125
2007-10-08,6.8460001945495605,4906.240234375
2007-10-09,6.86299991607666,4878.080078125
2007-10-10,7.010000228881836,5002.240234375
2007-10-11,6.875999927520752,4899.83984375
2007-10-12,6.973999977111816,4980.47998046875
2007-10-15,7.445000171661377,5313.27978515625
2007-10-16,7.367000102996826,5250.56005859375
2007-10-17,7.458000183105469,5336.31982421875
2007-10-18,7.374000072479248,5292.7998046875
2007-10-19,7.040999889373779,5070.080078125
2007-10-22,6.890999794006348,4956.16015625
2007-10-23,6.761000156402588,4919.0400390625
2007-10-24,6.9720001220703125,5056.0
2007-10-25,7.188000202178955,5143.0400390625
2007-10-26,7.217999935150147,5126.39990234375
2007-10-29,7.269000053405762,5248.0
2007-10-30,8.020999908447266,5251.83984375
2007-10-31,8.329999923706055,5500.16015625
2007-11-01,8.63700008392334,5648.64013671875
2007-11-02,8.418000221252441,5506.56005859375
2007-11-05,7.999000072479248,5253.1201171875
2007-11-06,7.86299991607666,5201.919921875
2007-11-07,7.624000072479248,5043.2001953125
2007-11-08,7.7129998207092285,5099.52001953125
2007-11-09,7.896999835968018,5208.31982421875
2007-11-12,7.960999965667725,5204.47998046875
2007-11-13,7.948999881744385,5223.68017578125
2007-11-14,7.835000038146973,5150.72021484375
2007-11-15,7.699999809265137,5064.9599609375
2007-11-16,8.00100040435791,5246.72021484375
2007-11-19,7.7870001792907715,5125.1201171875
2007-11-20,7.4770002365112305,4931.83984375
2007-11-21,7.550000190734863,4948.47998046875
2007-11-23,7.699999809265137,5049.60009765625
2007-11-26,7.723000049591064,5049.60009765625
2007-11-27,7.557000160217285,4926.72021484375
2007-11-28,7.203000068664551,4720.64013671875
2007-11-29,7.452000141143799,4711.68017578125
2007-11-30,7.302000045776367,4620.7998046875
2007-12-03,7.214000225067139,4576.0
2007-12-04,7.15500020980835,4490.240234375
2007-12-05,7.184999942779541,4535.0400390625
2007-12-06,7.329999923706055,4609.27978515625
2007-12-07,7.15500020980835,4500.47998046875
2007-12-10,7.0320000648498535,4460.7998046875
2007-12-11,7.085000038146973,4485.1201171875
2007-12-12,7.407999992370605,4665.60009765625
2007-12-13,7.192999839782715,4541.43994140625
2007-12-14,7.025000095367432,4424.9599609375
2007-12-17,7.034999847412109,4432.64013671875
2007-12-18,7.140999794006348,4515.83984375
2007-12-19,7.178999900817871,4503.0400390625
2007-12-20,7.13700008392334,4467.2001953125
2007-12-21,7.190000057220459,4503.0400390625
2007-12-24,7.025000095367432,4419.83984375
2007-12-26,7.046000003814697,4437.759765625
2007-12-27,7.171999931335449,4441.60009765625
2007-12-28,7.386000156402588,4547.83984375
2007-12-31,7.482999801635742,4640.0
2008-01-02,7.849999904632568,4896.0
2008-01-03,7.673999786376953,4776.9599609375
2008-01-04,7.841000080108643,4832.0
2008-01-07,7.879000186920166,4870.39990234375
2008-01-08,7.967000007629395,4915.2001953125
2008-01-09,8.098999977111816,5024.0
2008-01-10,8.258999824523926,5121.27978515625
2008-01-11,8.210000038146973,5041.919921875
2008-01-14,8.352999687194824,5168.64013671875
2008-01-15,8.196000099182129,5044.47998046875
2008-01-16,8.133000373840332,5027.83984375
2008-01-17,8.081000328063965,4985.60009765625
2008-01-18,7.993000030517578,4915.2001953125
2008-01-22,7.670000076293945,4753.919921875
2008-01-23,7.620999813079834,4759.0400390625
2008-01-24,7.802000045776367,4881.919921875
2008-01-25,7.982999801635742,4951.0400390625
2008-01-28,8.095000267028809,5040.64013671875
2008-01-29,7.995999813079834,4966.39990234375
2008-01-30,8.045000076293945,5025.27978515625
2008-01-31,8.074000358581543,5027.83984375
2008-02-01,7.739999771118164,4823.0400390625
2008-02-04,7.86899995803833,4912.64013671875
2008-02-05,7.941999912261963,4975.35986328125
2008-02-06,7.99399995803833,4986.8798828125
2008-02-07,8.10200023651123,5107.2001953125
2008-02-08,8.300999641418457,5184.0
2008-02-11,8.531000137329102,5328.64013671875
2008-02-12,8.435999870300293,5231.35986328125
2008-02-13,8.387999534606934,5250.56005859375
2008-02-14,8.772000312805176,5461.759765625
2008-02-15,8.65999984741211,5423.35986328125
2008-02-19,8.97700023651123,5601.27978515625
2008-02-20,8.96500015258789,5576.9599609375
2008-02-21,8.890999794006348,5539.83984375
2008-02-22,9.145999908447266,5783.0400390625
2008-02-25,9.185999870300291,5747.2001953125
2008-02-26,9.206000328063965,5742.080078125
2008-02-27,8.930000305175781,5640.9599609375
2008-02-28,9.442999839782717,5889.27978515625
2008-02-29,9.366000175476074,5834.240234375
2008-03-03,9.345999717712402,5815.0400390625
2008-03-04,9.352999687194824,5838.080078125
2008-03-05,9.741000175476074,6092.7998046875
2008-03-06,9.741999626159668,6092.7998046875
2008-03-07,9.769000053405762,6108.16015625
2008-03-10,10.02400016784668,6259.2001953125
2008-03-11,10.0,6246.39990234375
2008-03-12,10.01099967956543,6257.919921875
2008-03-13,10.229999542236328,6415.35986328125
2008-03-14,9.868000030517578,6195.2001953125
2008-03-17,9.100000381469728,5758.72021484375
2008-03-18,9.413999557495115,5913.60009765625
2008-03-19,9.02400016784668,5612.7998046875
2008-03-20,9.0649995803833,5675.52001953125
2008-03-24,9.32900047302246,5831.68017578125
2008-03-25,9.418999671936035,5886.72021484375
2008-03-26,9.571999549865724,5982.72021484375
2008-03-27,9.57800006866455,5981.43994140625
2008-03-28,9.800000190734863,6078.72021484375
2008-03-31,10.10099983215332,6208.0
2008-04-01,9.723999977111816,5949.43994140625
2008-04-02,9.83199977874756,6077.43994140625
2008-04-03,9.416999816894531,5813.759765625
2008-04-04,9.321999549865724,5765.1201171875
2008-04-07,9.791000366210938,5984.0
2008-04-08,9.696999549865724,6007.0400390625
2008-04-09,10.055999755859377,6243.83984375
2008-04-10,10.097999572753906,6201.60009765625
2008-04-11,9.901000022888184,6131.2001953125
2008-04-14,10.053000450134276,6225.919921875
2008-04-15,10.204999923706056,6329.60009765625
2008-04-16,10.43299961090088,6457.60009765625
2008-04-17,10.383000373840332,6414.080078125
2008-04-18,10.586999893188477,6603.52001953125
2008-04-21,10.732999801635742,6643.2001953125
2008-04-22,10.607000350952148,6566.39990234375
2008-04-23,10.781000137329102,6735.35986328125
2008-04-24,10.789999961853027,6694.39990234375
2008-04-25,10.963000297546388,6805.759765625
2008-04-28,11.279999732971191,6910.72021484375
2008-04-29,10.842000007629396,6593.27978515625
2008-04-30,10.843000411987305,6689.27978515625
2008-05-01,10.560999870300291,6475.52001953125
2008-05-02,10.777000427246094,6585.60009765625
2008-05-05,11.178000450134276,6868.47998046875
2008-05-06,11.149999618530272,6784.0
2008-05-07,11.32699966430664,6944.0
2008-05-08,11.262999534606934,6923.52001953125
2008-05-09,11.536999702453612,7123.2001953125
2008-05-12,11.300999641418455,6909.43994140625
2008-05-13,11.42199993133545,6999.0400390625
2008-05-14,11.597999572753906,7074.56005859375
2008-05-15,11.39900016784668,6988.7998046875
2008-05-16,11.093999862670898,6816.0
2008-05-19,10.95400047302246,6708.47998046875
2008-05-20,11.364999771118164,7006.72021484375
2008-05-21,11.640000343322754,7179.52001953125
2008-05-22,11.696999549865724,7136.0
2008-05-23,11.857000350952148,7219.2001953125
2008-05-27,11.800999641418455,7136.0
2008-05-28,11.916000366210938,7279.35986328125
2008-05-29,11.473999977111816,6932.47998046875
2008-05-30,11.70300006866455,7120.64013671875
2008-06-02,11.968999862670898,7257.60009765625
2008-06-03,12.220999717712402,7411.2001953125
2008-06-04,12.378999710083008,7520.0
2008-06-05,12.519000053405762,7575.0400390625
2008-06-06,12.692999839782717,7692.7998046875
2008-06-09,12.604000091552734,7599.35986328125
2008-06-10,12.4350004196167,7545.60009765625
2008-06-11,12.65999984741211,7691.52001953125
2008-06-12,12.79800033569336,7755.52001953125
2008-06-13,12.625,7654.39990234375
2008-06-16,12.93299961090088,7851.52001953125
2008-06-17,12.95199966430664,7810.56005859375
2008-06-18,13.210000038146973,8049.919921875
2008-06-19,12.861000061035156,7800.31982421875
2008-06-20,12.994000434875488,7889.919921875
2008-06-23,13.20300006866455,8044.7998046875
2008-06-24,13.01099967956543,7921.919921875
2008-06-25,12.753000259399414,7704.31982421875
2008-06-26,13.104999542236328,7960.31982421875
2008-06-27,13.197999954223633,7987.2001953125
2008-06-30,13.352999687194824,8060.16015625
2008-07-01,13.505000114440918,8125.43994140625
2008-07-02,13.388999938964844,8067.83984375
2008-07-03,13.57699966430664,8106.240234375
2008-07-07,12.97700023651123,7758.080078125
2008-07-08,12.368000030517578,7393.27978515625
2008-07-09,12.005999565124512,7169.27978515625
2008-07-10,12.300000190734863,7458.56005859375
2008-07-11,11.904000282287598,7123.2001953125
2008-07-14,11.958999633789062,7156.47998046875
2008-07-15,11.47700023651123,6886.39990234375
2008-07-16,11.39799976348877,6880.0
2008-07-17,10.536999702453612,6397.43994140625
2008-07-18,10.56999969482422,6425.60009765625
2008-07-21,10.510000228881836,6373.1201171875
2008-07-22,10.06700038909912,6073.60009765625
2008-07-23,9.788000106811523,5848.31982421875
2008-07-24,9.322999954223633,5533.43994140625
2008-07-25,9.083999633789062,5427.2001953125
2008-07-28,9.163000106811523,5466.8798828125
2008-07-29,9.217000007629396,5443.83984375
2008-07-30,9.248000144958496,5553.919921875
2008-07-31,9.119000434875488,5452.7998046875
2008-08-01,9.388999938964844,5607.68017578125
2008-08-04,8.72599983215332,5187.83984375
2008-08-05,8.72599983215332,5182.72021484375
2008-08-06,8.77299976348877,5256.9599609375
2008-08-07,8.571000099182129,5122.56005859375
2008-08-08,8.248000144958496,4965.1201171875
2008-08-11,8.348999977111816,5026.56005859375
2008-08-12,8.329999923706055,4997.1201171875
2008-08-13,8.456000328063965,5079.0400390625
2008-08-14,8.13599967956543,4857.60009765625
2008-08-15,8.092000007629395,4835.83984375
2008-08-18,7.888000011444092,4688.64013671875
2008-08-19,7.97599983215332,4780.7998046875
2008-08-20,8.07699966430664,4860.16015625
2008-08-21,8.251999855041504,4972.7998046875
2008-08-22,7.842999935150147,4684.7998046875
2008-08-25,7.824999809265137,4682.240234375
2008-08-26,8.277999877929688,4929.27978515625
2008-08-27,8.394000053405762,5059.83984375
2008-08-28,8.050000190734863,4743.68017578125
2008-08-29,7.942999839782715,4705.27978515625
2008-09-02,7.261000156402588,4281.60009765625
2008-09-03,7.263999938964844,4308.47998046875
2008-09-04,7.322000026702881,4349.43994140625
2008-09-05,7.448999881744385,4386.56005859375
2008-09-08,7.526999950408936,4472.31982421875
2008-09-09,7.534999847412109,4384.0
2008-09-10,7.39300012588501,4354.56005859375
2008-09-11,7.248000144958496,4258.56005859375
2008-09-12,7.366000175476074,4369.919921875
2008-09-15,7.374000072479248,4352.0
2008-09-16,7.27899980545044,4290.56005859375
2008-09-17,7.909999847412109,4640.0
2008-09-18,7.620999813079834,4483.83984375
2008-09-19,7.531000137329102,4473.60009765625
2008-09-22,7.657999992370605,4545.27978515625
2008-09-23,7.931000232696533,4665.60009765625
2008-09-24,7.678999900817871,4499.2001953125
2008-09-25,7.723999977111816,4528.64013671875
2008-09-26,7.472000122070312,4354.56005859375
2008-09-29,7.22100019454956,4070.39990234375
2008-09-30,7.438000202178955,4264.9599609375
2008-10-01,7.728000164031982,4426.240234375
2008-10-02,7.480999946594238,4234.240234375
2008-10-03,7.357999801635742,4197.1201171875
2008-10-06,6.835000038146973,3966.719970703125
2008-10-07,6.76800012588501,3846.39990234375
2008-10-08,6.742000102996826,3828.47998046875
2008-10-09,6.824999809265137,3848.9599609375
2008-10-10,6.534999847412109,3773.43994140625
2008-10-13,6.688000202178955,3805.43994140625
2008-10-14,6.7270002365112305,3870.719970703125
2008-10-15,6.5920000076293945,3737.60009765625
2008-10-16,6.703000068664551,3852.800048828125
2008-10-17,6.785999774932861,3927.0400390625
2008-10-20,6.741000175476074,3840.0
2008-10-21,6.843999862670898,3893.760009765625
2008-10-22,6.7769999504089355,3799.0400390625
2008-10-23,6.419000148773193,3609.60009765625
2008-10-24,6.238999843597412,3520.0
2008-10-27,6.120999813079834,3461.1201171875
2008-10-28,6.185999870300293,3552.0
