date,delivery_month,expiry,bdays_to_expiry,calendar_days_to_expiry,ret,abs_ret,r2,month,year,near_expiry_5bd,far_expiry_15bd,log_abs_ret,lag_log_abs_ret,bucket
2010-10-22,2010-11,2010-10-27,3,5,-0.010746375984620526,0.010746375984620526,0.00011548459680282879,10,2010,1,0,-4.53309364865827,-3.005255362096874,near_0_5bd
2010-10-25,2010-11,2010-10-27,2,2,-0.004511995942604471,0.004511995942604471,2.0358107386079206e-05,10,2010,1,0,-5.400794057183884,-4.53309364865827,near_0_5bd
2010-10-26,2010-11,2010-10-27,1,1,0.011092957183704306,0.011092957183704306,0.00012305369907949696,10,2010,1,0,-4.501354716766646,-5.400794057183884,near_0_5bd
2010-10-27,2010-11,2010-10-27,0,0,-0.018658391080493594,0.018658391080493594,0.0003481355577126429,10,2010,1,0,-3.981405716437637,-4.501354716766646,near_0_5bd
2010-10-28,2010-12,2010-11-26,21,29,0.1669138849809041,0.1669138849809041,0.02786024499941848,10,2010,0,1,-1.790271267264708,-3.981405716437637,far_15plus_bd
2010-10-29,2010-12,2010-11-26,20,28,0.03734036174422743,0.03734036174422743,0.0013943026151897635,10,2010,0,1,-3.287653672754006,-1.790271267264708,far_15plus_bd
2010-11-01,2010-12,2010-11-26,19,25,-0.052362681753941015,0.052362681753941015,0.0027418504404645074,11,2010,0,1,-2.9495420242562576,-3.287653672754006,far_15plus_bd
2010-11-02,2010-12,2010-11-26,18,24,0.009867612882098227,0.009867612882098227,9.736978399095089e-05,11,2010,0,1,-4.618395974207755,-2.9495420242562576,far_15plus_bd
2010-11-03,2010-12,2010-11-26,17,23,-0.008824329399221323,0.008824329399221323,7.786878934596176e-05,11,2010,0,1,-4.730129351168562,-4.618395974207755,far_15plus_bd
2010-11-04,2010-12,2010-11-26,16,22,0.0052002148270850965,0.0052002148270850965,2.704223424783568e-05,11,2010,0,1,-5.258863060086509,-4.730129351168562,far_15plus_bd
2010-11-05,2010-12,2010-11-26,15,21,0.020788658268226148,0.020788658268226148,0.00043216831259308735,11,2010,0,1,-3.873299614562069,-5.258863060086509,far_15plus_bd
2010-11-08,2010-12,2010-11-26,14,18,0.037636787877098135,0.037636787877098135,0.0014165278017056811,11,2010,0,0,-3.2797467365260697,-3.873299614562069,mid_6_14bd
2010-11-09,2010-12,2010-11-26,13,17,0.029406847711747165,0.029406847711747165,0.0008647626923418895,11,2010,0,0,-3.5264937112857084,-3.2797467365260697,mid_6_14bd
2010-11-10,2010-12,2010-11-26,12,16,-0.03973391706694316,0.03973391706694316,0.001578784165482717,11,2010,0,0,-3.2255249547459877,-3.5264937112857084,mid_6_14bd
2010-11-11,2010-12,2010-11-26,11,15,-0.02985295243568401,0.02985295243568401,0.0008911987691272117,11,2010,0,0,-3.511438038003282,-3.2255249547459877,mid_6_14bd
2010-11-12,2010-12,2010-11-26,10,14,-0.033137906520355434,0.033137906520355434,0.0010981208485518151,11,2010,0,0,-3.4070472632928652,-3.511438038003282,mid_6_14bd
2010-11-15,2010-12,2010-11-26,9,11,0.012035729666153199,0.012035729666153199,0.0001448587885967202,11,2010,0,0,-4.419792498410036,-3.4070472632928652,mid_6_14bd
2010-11-16,2010-12,2010-11-26,8,10,-0.007046864612676966,0.007046864612676966,4.965830086939889e-05,11,2010,0,0,-4.955030599857822,-4.419792498410036,mid_6_14bd
2010-11-17,2010-12,2010-11-26,7,9,0.054039682234393205,0.054039682234393205,0.0029202872559941926,11,2010,0,0,-2.9180181413511534,-4.955030599857822,mid_6_14bd
2010-11-18,2010-12,2010-11-26,6,8,-0.00572360398227437,0.00572360398227437,3.275964254590703e-05,11,2010,0,0,-5.162981905336281,-2.9180181413511534,mid_6_14bd
2010-11-19,2010-12,2010-11-26,5,7,0.03843333495980436,0.03843333495980436,0.00147712123613252,11,2010,1,0,-3.258804079314886,-5.162981905336281,near_0_5bd
2010-11-22,2010-12,2010-11-26,4,4,0.02537181142568254,0.02537181142568254,0.000643728815020395,11,2010,1,0,-3.6740770945740504,-3.258804079314886,near_0_5bd
2010-11-23,2010-12,2010-11-26,3,3,-0.001640297873945637,0.001640297873945637,2.690577115270577e-06,11,2010,1,0,-6.412267963575035,-3.6740770945740504,near_0_5bd
2010-11-24,2010-12,2010-11-26,2,2,0.0007033781443706355,0.0007033781443706355,4.947408139782786e-07,11,2010,1,0,-7.258195209122507,-6.412267963575035,near_0_5bd
2010-11-26,2010-12,2010-11-26,0,0,0.03046622982837344,0.03046622982837344,0.0009281911599552716,11,2010,1,0,-3.491103604841063,-7.258195209122507,near_0_5bd
2010-11-29,2011-01,2010-12-29,22,30,-0.04391462376689775,0.04391462376689775,0.0019284941805881805,11,2010,0,1,-3.1254851277540605,-3.491103604841063,far_15plus_bd
2010-11-30,2011-01,2010-12-29,21,29,-0.007151451285979648,0.007151451285979648,5.1143255495739957e-05,11,2010,0,1,-4.940300143831514,-3.1254851277540605,far_15plus_bd
2010-12-01,2011-01,2010-12-29,20,28,0.0210684148166099,0.0210684148166099,0.0004438781028847475,12,2010,0,1,-3.8599328248497833,-4.940300143831514,far_15plus_bd
2010-12-02,2011-01,2010-12-29,19,27,0.01718571833468507,0.01718571833468507,0.0002953489146791306,12,2010,0,1,-4.063618383298767,-3.8599328248497833,far_15plus_bd
2010-12-03,2011-01,2010-12-29,18,26,0.0013805897319962538,0.0013805897319962538,1.9060280080934877e-06,12,2010,0,1,-6.5845204631250756,-4.063618383298767,far_15plus_bd
2010-12-06,2011-01,2010-12-29,17,23,0.03146122116825855,0.03146122116825855,0.00098980843739808,12,2010,0,1,-3.458967780911708,-6.5845204631250756,far_15plus_bd
2010-12-07,2011-01,2010-12-29,16,22,-0.0213947558714382,0.0213947558714382,0.0004577355787984394,12,2010,0,1,-3.8445627003876597,-3.458967780911708,far_15plus_bd
2010-12-08,2011-01,2010-12-29,15,21,0.04734739615420851,0.04734739615420851,0.0022417759225835587,12,2010,0,1,-3.0502223320629316,-3.8445627003876597,far_15plus_bd
2010-12-09,2011-01,2010-12-29,14,20,-0.03783218694414624,0.03783218694414624,0.001431274368976829,12,2010,0,0,-3.2745686000539957,-3.0502223320629316,mid_6_14bd
2010-12-10,2011-01,2010-12-29,13,19,-0.004066911699847386,0.004066911699847386,1.6539770774355557e-05,12,2010,0,0,-5.504625507066952,-3.2745686000539957,mid_6_14bd
2010-12-13,2011-01,2010-12-29,12,16,0.0006790221910049659,0.0006790221910049659,4.610711358771844e-07,12,2010,0,0,-7.293385126495761,-5.504625507066952,mid_6_14bd
2010-12-14,2011-01,2010-12-29,11,15,-0.03804492442971022,0.03804492442971022,0.0014474162748623616,12,2010,0,0,-3.268961311325543,-7.293385126495761,mid_6_14bd
2010-12-15,2011-01,2010-12-29,10,14,-0.007785810581929974,0.007785810581929974,6.061884641769275e-05,12,2010,0,0,-4.855323927592611,-3.268961311325543,mid_6_14bd
2010-12-16,2011-01,2010-12-29,9,13,-0.04208608122141542,0.04208608122141542,0.0017712382325755754,12,2010,0,0,-3.1680144447335676,-4.855323927592611,mid_6_14bd
2010-12-17,2011-01,2010-12-29,8,12,0.004436814335753944,0.004436814335753944,1.9685321449951708e-05,12,2010,0,0,-5.417593290463129,-3.1680144447335676,mid_6_14bd
2010-12-20,2011-01,2010-12-29,7,9,0.04119575749005435,0.04119575749005435,0.0016970904351793692,12,2010,0,0,-3.1893957274215072,-5.417593290463129,mid_6_14bd
2010-12-21,2011-01,2010-12-29,6,8,-0.04291882732742385,0.04291882732742385,0.0018420257391612244,12,2010,0,0,-3.1484213843539237,-3.1893957274215072,mid_6_14bd
2010-12-22,2011-01,2010-12-29,5,7,0.02265349230368033,0.02265349230368033,0.0005131807135529041,12,2010,1,0,-3.7873971110156934,-3.1484213843539237,near_0_5bd
2010-12-23,2011-01,2010-12-29,4,6,-0.01675807673643524,0.01675807673643524,0.00028083313590425196,12,2010,1,0,-4.088815272770429,-3.7873971110156934,near_0_5bd
2010-12-27,2011-01,2010-12-29,2,2,0.007077468186513626,0.007077468186513626,5.009055593111247e-05,12,2010,1,0,-4.9506977525223,-4.088815272770429,near_0_5bd
2010-12-28,2011-01,2010-12-29,1,1,0.024977304870394422,0.024977304870394422,0.0006238657585886289,12,2010,1,0,-3.689747636059064,-4.9506977525223,near_0_5bd
2010-12-29,2011-01,2010-12-29,0,0,0.016700399197643802,0.016700399197643802,0.0002789033333606617,12,2010,1,0,-4.092262778779087,-3.689747636059064,near_0_5bd
2010-12-30,2011-02,2011-01-27,20,28,0.011826141636591908,0.011826141636591908,0.00013985762600873274,12,2010,0,1,-4.43735825008588,-4.092262778779087,far_15plus_bd
2010-12-31,2011-02,2011-01-27,19,27,0.015326935943334993,0.015326935943334993,0.00023491496541109413,12,2010,0,1,-4.178078236824539,-4.43735825008588,far_15plus_bd
2011-01-03,2011-02,2011-01-27,18,24,0.054126933090656755,0.054126933090656755,0.0029297248858004333,1,2011,0,1,-2.91640490307637,-4.178078236824539,far_15plus_bd
2011-01-04,2011-02,2011-01-27,17,23,0.004077707744447612,0.004077707744447612,1.662770044912803e-05,1,2011,0,1,-5.5019750700374415,-2.91640490307637,far_15plus_bd
2011-01-05,2011-02,2011-01-27,16,22,-0.04288561231536937,0.04288561231536937,0.0018391757436641613,1,2011,0,1,-3.149195568992087,-5.5019750700374415,far_15plus_bd
2011-01-06,2011-02,2011-01-27,15,21,-0.008757220902033746,0.008757220902033746,7.668891792701674e-05,1,2011,0,1,-4.737762488035233,-3.149195568992087,far_15plus_bd
2011-01-07,2011-02,2011-01-27,14,20,-0.002710047728119951,0.002710047728119951,7.344358688688109e-06,1,2011,0,0,-5.9104201032646415,-4.737762488035233,mid_6_14bd
2011-01-10,2011-02,2011-01-27,13,17,-0.005214786385088093,0.005214786385088093,2.7193997042100142e-05,1,2011,0,0,-5.256065408975537,-5.9104201032646415,mid_6_14bd
2011-01-11,2011-02,2011-01-27,12,16,0.01846894336351089,0.01846894336351089,0.00034110186896457294,1,2011,0,0,-3.9916105511800812,-5.256065408975537,mid_6_14bd
2011-01-12,2011-02,2011-01-27,11,15,0.011096472108047708,0.011096472108047708,0.00012313169324468075,1,2011,0,0,-4.501037934613808,-3.9916105511800812,mid_6_14bd
2011-01-13,2011-02,2011-01-27,10,14,-0.027748495418742577,0.027748495418742577,0.0007699789980039778,1,2011,0,0,-3.584537622063384,-4.501037934613808,mid_6_14bd
2011-01-14,2011-02,2011-01-27,9,13,0.016428850109325936,0.016428850109325936,0.0002699071159146988,1,2011,0,0,-4.108655469961432,-3.584537622063384,mid_6_14bd
2011-01-18,2011-02,2011-01-27,7,9,-0.012352729120552616,0.012352729120552616,0.0001525899167257486,1,2011,0,0,-4.393797308405624,-4.108655469961432,mid_6_14bd
2011-01-19,2011-02,2011-01-27,6,8,0.030271547729065065,0.030271547729065065,0.0009163666019130643,1,2011,0,0,-3.497513992689376,-4.393797308405624,mid_6_14bd
2011-01-20,2011-02,2011-01-27,5,7,0.02895627992993835,0.02895627992993835,0.0008384661473809505,1,2011,1,0,-3.5419336409470468,-3.497513992689376,near_0_5bd
2011-01-21,2011-02,2011-01-27,4,6,0.008694761246376108,0.008694761246376108,7.55988731314838e-05,1,2011,1,0,-4.744919585108665,-3.5419336409470468,near_0_5bd
2011-01-24,2011-02,2011-01-27,3,3,-0.033493929001168425,0.033493929001168425,0.0011218432799353112,1,2011,1,0,-3.39636122470863,-4.744919585108665,near_0_5bd
2011-01-25,2011-02,2011-01-27,2,2,-0.023639645930558655,0.023639645930558655,0.0005588328597221784,1,2011,1,0,-3.7447877631898305,-3.39636122470863,near_0_5bd
2011-01-26,2011-02,2011-01-27,1,1,0.004016097640960942,0.004016097640960942,1.6129040261732043e-05,1,2011,1,0,-5.517195616964642,-3.7447877631898305,near_0_5bd
2011-01-27,2011-02,2011-01-27,0,0,-0.0397463893179414,0.0397463893179414,0.0015797754638133665,1,2011,1,0,-3.2252111175747253,-5.517195616964642,near_0_5bd
2011-01-28,2011-03,2011-02-24,19,27,0.0016205512359792602,0.0016205512359792602,2.626186308433908e-06,1,2011,0,1,-6.424372034825718,-3.2252111175747253,far_15plus_bd
2011-01-31,2011-03,2011-02-24,18,24,0.022190118254213353,0.022190118254213353,0.0004924013481359727,1,2011,0,1,-3.8080631487957524,-6.424372034825718,far_15plus_bd
2011-02-01,2011-03,2011-02-24,17,23,-0.016653733262518275,0.016653733262518275,0.0002773468315791076,2,2011,0,1,-4.095060822924468,-3.8080631487957524,far_15plus_bd
2011-02-02,2011-03,2011-02-24,16,22,0.01868782245910151,0.01868782245910151,0.0003492347082628988,2,2011,0,1,-3.9798296632928793,-4.095060822924468,far_15plus_bd
2011-02-03,2011-03,2011-02-24,15,21,-0.02099096232200865,0.02099096232200865,0.0004406204992039868,2,2011,0,1,-3.863615661095895,-3.9798296632928793,far_15plus_bd
2011-02-04,2011-03,2011-02-24,14,20,-0.006244949385807072,0.006244949385807072,3.8999392831292123e-05,2,2011,0,0,-5.0758221236111645,-3.863615661095895,mid_6_14bd
2011-02-07,2011-03,2011-02-24,13,17,-0.048975760662808426,0.048975760662808426,0.0023986251325006933,2,2011,0,0,-3.0164093655617203,-5.0758221236111645,mid_6_14bd
2011-02-08,2011-03,2011-02-24,12,16,-0.015717447645900648,0.015717447645900648,0.0002470381605016278,2,2011,0,0,-4.152920247117978,-3.0164093655617203,mid_6_14bd
2011-02-09,2011-03,2011-02-24,11,15,0.0009896554161091264,0.0009896554161091264,9.79417842634128e-07,2,2011,0,0,-6.917143797411246,-4.152920247117978,mid_6_14bd
2011-02-10,2011-03,2011-02-24,10,14,-0.014446100843862665,0.014446100843862665,0.0002086898295910496,2,2011,0,0,-4.23726151819604,-6.917143797411246,mid_6_14bd
2011-02-11,2011-03,2011-02-24,9,13,-0.019250841154128194,0.019250841154128194,0.00037059488514147576,2,2011,0,0,-3.950148578451679,-4.23726151819604,mid_6_14bd
2011-02-14,2011-03,2011-02-24,8,10,0.003828943136797183,0.003828943136797183,1.4660805544826251e-05,2,2011,0,0,-5.564905322689044,-3.950148578451679,mid_6_14bd
2011-02-15,2011-03,2011-02-24,7,9,0.012909967458144891,0.012909967458144891,0.00016666725977036007,2,2011,0,0,-4.349678138267916,-5.564905322689044,mid_6_14bd
2011-02-16,2011-03,2011-02-24,6,8,-0.01392958226071559,0.01392958226071559,0.00019403326195804247,2,2011,0,0,-4.273668693017633,-4.349678138267916,mid_6_14bd
2011-02-17,2011-03,2011-02-24,5,7,-0.013609138802279187,0.013609138802279187,0.000185208658939701,2,2011,1,0,-4.296940263819762,-4.273668693017633,near_0_5bd
2011-02-18,2011-03,2011-02-24,4,6,0.002066089848218918,0.002066089848218918,4.2687272609132714e-06,2,2011,1,0,-6.181613531293529,-4.296940263819762,near_0_5bd
2011-02-22,2011-03,2011-02-24,2,2,-0.0023246360690494443,0.0023246360690494443,5.403932853525652e-06,2,2011,1,0,-6.063761699272695,-6.181613531293529,near_0_5bd
2011-02-23,2011-03,2011-02-24,1,1,0.0084975383288144,0.0084975383288144,7.220815764966983e-05,2,2011,1,0,-4.767861091588862,-6.063761699272695,near_0_5bd
2011-02-24,2011-03,2011-02-24,0,0,-0.0278193194077678,0.0278193194077678,0.0007739145323114062,2,2011,1,0,-3.581988611324575,-4.767861091588862,near_0_5bd
2011-02-25,2011-04,2011-03-29,22,32,0.05438635091381326,0.05438635091381326,0.0029578751657204365,2,2011,0,1,-2.911623672123867,-3.581988611324575,far_15plus_bd
2011-02-28,2011-04,2011-03-29,21,29,0.007958277187852334,0.007958277187852334,6.333417579869086e-05,2,2011,0,1,-4.833417088795108,-2.911623672123867,far_15plus_bd
2011-03-01,2011-04,2011-03-29,20,28,-0.04147250988125677,0.04147250988125677,0.0017199690758509401,3,2011,0,1,-3.182700371670245,-4.833417088795108,far_15plus_bd
2011-03-02,2011-04,2011-03-29,19,27,-0.014302630615606653,0.014302630615606653,0.00020456524252648872,3,2011,0,1,-4.247241884737423,-3.182700371670245,far_15plus_bd
2011-03-03,2011-04,2011-03-29,18,26,-0.010531945910245874,0.010531945910245874,0.00011092188465634479,3,2011,0,1,-4.553247228406666,-4.247241884737423,far_15plus_bd
2011-03-04,2011-04,2011-03-29,17,25,0.008171891626873616,0.008171891626873616,6.677981276136711e-05,3,2011,0,1,-4.806932500431614,-4.553247228406666,far_15plus_bd
2011-03-07,2011-04,2011-03-29,16,22,0.030509095750251545,0.030509095750251545,0.0009308049234980169,3,2011,0,1,-3.489697641934932,-4.806932500431614,far_15plus_bd
2011-03-08,2011-04,2011-03-29,15,21,-0.01617284967675944,0.01617284967675944,0.00026156106666705794,3,2011,0,1,-4.124359558480581,-3.489697641934932,far_15plus_bd
2011-03-09,2011-04,2011-03-29,14,20,0.01693650529179328,0.01693650529179328,0.0002868452114989418,3,2011,0,0,-4.078224867911667,-4.124359558480581,mid_6_14bd
2011-03-10,2011-04,2011-03-29,13,19,-0.025774659595271063,0.025774659595271063,0.0006643330772520987,3,2011,0,0,-3.6583246589013627,-4.078224867911667,mid_6_14bd
2011-03-11,2011-04,2011-03-29,12,18,0.015287256206839937,0.015287256206839937,0.00023370020233356618,3,2011,0,0,-4.180670313495427,-3.6583246589013627,mid_6_14bd
2011-03-14,2011-04,2011-03-29,11,15,0.006407838266239798,0.006407838266239798,4.106039124628707e-05,3,2011,0,0,-5.050077262191198,-4.180670313495427,mid_6_14bd
2011-03-15,2011-04,2011-03-29,10,14,0.006874616595516245,0.006874616595516245,4.726035333534737e-05,3,2011,0,0,-4.979773952830562,-5.050077262191198,mid_6_14bd
2011-03-16,2011-04,2011-03-29,9,13,-0.0007615233266719681,0.0007615233266719681,5.79917777065541e-07,3,2011,0,0,-7.1788774575939645,-4.979773952830562,mid_6_14bd
2011-03-17,2011-04,2011-03-29,8,12,0.05436121658656161,0.05436121658656161,0.002955141868771061,3,2011,0,0,-2.9120859144716187,-7.1788774575939645,mid_6_14bd
2011-03-18,2011-04,2011-03-29,7,11,0.0024021699337135093,0.0024021699337135093,5.770420390437166e-06,3,2011,0,0,-6.030966607410841,-2.9120859144716187,mid_6_14bd
2011-03-21,2011-04,2011-03-29,6,8,-0.0016809816235360054,0.0016809816235360054,2.8256992186657444e-06,3,2011,0,0,-6.387782642856101,-6.030966607410841,mid_6_14bd
2011-03-22,2011-04,2011-03-29,5,7,0.022104384806777226,0.022104384806777226,0.0004886038276860838,3,2011,1,0,-3.8119340437225744,-6.387782642856101,near_0_5bd
2011-03-23,2011-04,2011-03-29,4,6,0.01886185831436339,0.01886185831436339,0.0003557696990711194,3,2011,1,0,-3.9705604589459487,-3.8119340437225744,near_0_5bd
2011-03-24,2011-04,2011-03-29,3,5,-0.021215408167824135,0.021215408167824135,0.00045009354372737903,3,2011,1,0,-3.8529804264842524,-3.9705604589459487,near_0_5bd
2011-03-25,2011-04,2011-03-29,2,4,0.036779888184822515,0.036779888184822515,0.001352760174888047,3,2011,1,0,-3.3027769115161716,-3.8529804264842524,near_0_5bd
2011-03-28,2011-04,2011-03-29,1,1,-0.00660816022421773,0.00660816022421773,4.3667781548933325e-05,3,2011,1,0,-5.019298679450157,-3.3027769115161716,near_0_5bd
2011-03-29,2011-04,2011-03-29,0,0,-0.03111472356274888,0.03111472356274888,0.0009681260223862803,3,2011,1,0,-3.470042006764074,-5.019298679450157,near_0_5bd
2011-03-30,2011-05,2011-04-27,20,28,0.02676139942184161,0.02676139942184161,0.0007161724990153444,3,2011,0,1,-3.620757383248396,-3.470042006764074,far_15plus_bd
2011-03-31,2011-05,2011-04-27,19,27,0.00777678211556292,0.00777678211556292,6.0478340072939284e-05,3,2011,0,1,-4.856484056553921,-3.620757383248396,far_15plus_bd
2011-04-01,2011-05,2011-04-27,18,26,-0.006170731643855335,0.006170731643855335,3.8077929020477566e-05,4,2011,0,1,-5.087775825035151,-4.856484056553921,far_15plus_bd
2011-04-04,2011-05,2011-04-27,17,23,-0.016877051616378477,0.016877051616378477,0.00028483487126190337,4,2011,0,1,-4.081741222046365,-5.087775825035151,far_15plus_bd
2011-04-05,2011-05,2011-04-27,16,22,-0.01361525442403189,0.01361525442403189,0.00018537515303111994,4,2011,0,1,-4.296491021659427,-4.081741222046365,far_15plus_bd
2011-04-06,2011-05,2011-04-27,15,21,-0.020294367184035104,0.020294367184035104,0.00041186133940044093,4,2011,0,1,-3.8973626365151963,-4.296491021659427,far_15plus_bd
2011-04-07,2011-05,2011-04-27,14,20,-0.021700168215527862,0.021700168215527862,0.0004708973005822057,4,2011,0,0,-3.830389185067813,-3.8973626365151963,mid_6_14bd
2011-04-08,2011-05,2011-04-27,13,19,-0.003951664995491317,0.003951664995491317,1.561565623659139e-05,4,2011,0,0,-5.533365245162095,-3.830389185067813,mid_6_14bd
2011-04-11,2011-05,2011-04-27,12,16,0.0164440850586189,0.0164440850586189,0.0002704079334150933,4,2011,0,0,-4.107728627045652,-5.533365245162095,mid_6_14bd
2011-04-12,2011-05,2011-04-27,11,15,-0.002437181861010887,0.002437181861010887,5.939855423640489e-06,4,2011,0,0,-6.016502656360989,-4.107728627045652,mid_6_14bd
2011-04-13,2011-05,2011-04-27,10,14,0.010438192900531272,0.010438192900531272,0.00010895587102870144,4,2011,0,0,-4.5621880078943216,-6.016502656360989,mid_6_14bd
2011-04-14,2011-05,2011-04-27,9,13,0.017000314094343744,0.017000314094343744,0.00028901067930634254,4,2011,0,0,-4.074464638246107,-4.5621880078943216,mid_6_14bd
2011-04-15,2011-05,2011-04-27,8,12,-0.0019011168055598534,0.0019011168055598534,3.6142451083821014e-06,4,2011,0,0,-6.264787904778302,-4.074464638246107,mid_6_14bd
2011-04-18,2011-05,2011-04-27,7,9,-0.01582387001834688,0.01582387001834688,0.0002503948623575373,4,2011,0,0,-4.1461725246761905,-6.264787904778302,mid_6_14bd
2011-04-19,2011-05,2011-04-27,6,8,0.02952597127853441,0.02952597127853441,0.0008717829799408389,4,2011,0,0,-3.522451152708034,-4.1461725246761905,mid_6_14bd
2011-04-20,2011-05,2011-04-27,5,7,0.011199337471952571,0.011199337471952571,0.000125425159810681,4,2011,1,0,-4.491811369710693,-3.522451152708034,near_0_5bd
2011-04-21,2011-05,2011-04-27,4,6,0.023390251188881613,0.023390251188881613,0.0005471038506789777,4,2011,1,0,-3.755393207346365,-4.491811369710693,near_0_5bd
2011-04-25,2011-05,2011-04-27,2,2,-0.005226745228625026,0.005226745228625026,2.731886568495447e-05,4,2011,1,0,-5.253775216499226,-3.755393207346365,near_0_5bd
2011-04-26,2011-05,2011-04-27,1,1,-0.00045575548562090207,0.00045575548562090207,2.0771306267354428e-07,4,2011,1,0,-7.691362352661361,-5.253775216499226,near_0_5bd
2011-04-27,2011-05,2011-04-27,0,0,-0.0022821162235565793,0.0022821162235565793,5.2080544578201435e-06,4,2011,1,0,-6.082214004470698,-7.691362352661361,near_0_5bd
2011-04-28,2011-06,2011-05-27,21,29,0.04336849595720492,0.04336849595720492,0.0018808264415900995,4,2011,0,1,-3.137998943125272,-6.082214004470698,far_15plus_bd
2011-04-29,2011-06,2011-05-27,20,28,0.02740485544519015,0.02740485544519015,0.0007510261019717683,4,2011,0,1,-3.596998586040011,-3.137998943125272,far_15plus_bd
2011-05-02,2011-06,2011-05-27,19,25,-0.0010648738202724314,0.0010648738202724314,1.1339562531016025e-06,5,2011,0,1,-6.843960327718734,-3.596998586040011,far_15plus_bd
2011-05-03,2011-06,2011-05-27,18,24,-0.0049129146548105955,0.0049129146548105955,2.4136730405452714e-05,5,2011,0,1,-5.315684372797382,-6.843960327718734,far_15plus_bd
2011-05-04,2011-06,2011-05-27,17,23,-0.020115295508711904,0.020115295508711904,0.0004046251134028053,5,2011,0,1,-3.906225070548071,-5.315684372797382,far_15plus_bd
2011-05-05,2011-06,2011-05-27,16,22,-0.07153988128574669,0.07153988128574669,0.005117954614378729,5,2011,0,1,-2.637486226443989,-3.906225070548071,far_15plus_bd
2011-05-06,2011-06,2011-05-27,15,21,-0.006120551592939529,0.006120551592939529,3.746115180183461e-05,5,2011,0,1,-5.095939686332668,-2.637486226443989,far_15plus_bd
2011-05-09,2011-06,2011-05-27,14,18,-0.019311681010792184,0.019311681010792184,0.0003729410234625914,5,2011,0,0,-3.946993351640993,-5.095939686332668,mid_6_14bd
2011-05-10,2011-06,2011-05-27,13,17,0.021905640638766023,0.021905640638766023,0.0004798570917947575,5,2011,0,0,-3.8209654626088168,-3.946993351640993,mid_6_14bd
2011-05-11,2011-06,2011-05-27,12,16,-0.015426811228276048,0.015426811228276048,0.00023798650467286395,5,2011,0,0,-4.171583474368515,-3.8209654626088168,mid_6_14bd
2011-05-12,2011-06,2011-05-27,11,15,0.003104368966389765,0.003104368966389765,9.637106679483856e-06,5,2011,0,0,-5.774622740901234,-4.171583474368515,mid_6_14bd
2011-05-13,2011-06,2011-05-27,10,14,0.012322442261886347,0.012322442261886347,0.0001518425832975227,5,2011,0,0,-4.396251955529005,-5.774622740901234,mid_6_14bd
2011-05-16,2011-06,2011-05-27,9,11,0.016814975729687535,0.016814975729687535,0.0002827434087899809,5,2011,0,0,-4.0854259081354805,-4.396251955529005,mid_6_14bd
2011-05-17,2011-06,2011-05-27,8,10,-0.03200265567049797,0.03200265567049797,0.0010241699699644557,5,2011,0,0,-3.441905143004207,-4.0854259081354805,mid_6_14bd
2011-05-18,2011-06,2011-05-27,7,9,0.0038185711765090983,0.0038185711765090983,1.458148583006608e-05,5,2011,0,0,-5.567617120123344,-3.441905143004207,mid_6_14bd
2011-05-19,2011-06,2011-05-27,6,8,-0.025085756799007927,0.025085756799007927,0.0006292951941789724,5,2011,0,0,-3.685415189652933,-5.567617120123344,mid_6_14bd
2011-05-20,2011-06,2011-05-27,5,7,0.03267954387217937,0.03267954387217937,0.001067952587693696,5,2011,1,0,-3.4209753667732676,-3.685415189652933,near_0_5bd
2011-05-23,2011-06,2011-05-27,4,4,0.027053929032152292,0.027053929032152292,0.0007319150760767327,5,2011,1,0,-3.6098860709863403,-3.4209753667732676,near_0_5bd
2011-05-24,2011-06,2011-05-27,3,3,-0.00023021616939019842,0.00023021616939019842,5.2999484648696536e-08,5,2011,1,0,-8.372157486802699,-3.6098860709863403,near_0_5bd
2011-05-25,2011-06,2011-05-27,2,2,0.00779472007479589,0.00779472007479589,6.075766104442604e-05,5,2011,1,0,-4.854180404241616,-8.372157486802699,near_0_5bd
2011-05-26,2011-06,2011-05-27,1,1,-0.01217705359278281,0.01217705359278281,0.00014828063420150472,5,2011,1,0,-4.408119833018543,-4.854180404241616,near_0_5bd
2011-05-27,2011-06,2011-05-27,0,0,0.04342606899674559,0.04342606899674559,0.0018858234685101083,5,2011,1,0,-3.1366723226993396,-4.408119833018543,near_0_5bd
2011-05-31,2011-07,2011-06-28,20,28,0.03223270398142638,0.03223270398142638,0.0010389472059542599,5,2011,0,1,-3.434742666350397,-3.1366723226993396,far_15plus_bd
2011-06-01,2011-07,2011-06-28,19,27,-0.007961247460852028,0.007961247460852028,6.338146113292286e-05,6,2011,0,1,-4.83304397464936,-3.434742666350397,far_15plus_bd
2011-06-02,2011-07,2011-06-28,18,26,0.03502426461601864,0.03502426461601864,0.0012266991118928953,6,2011,0,1,-3.3516856317264025,-4.83304397464936,far_15plus_bd
2011-06-03,2011-07,2011-06-28,17,25,-0.018314451631374913,0.018314451631374913,0.0003354191385579712,6,2011,0,1,-4.000010223957661,-3.3516856317264025,far_15plus_bd
2011-06-06,2011-07,2011-06-28,16,22,0.025174470504811756,0.025174470504811756,0.000633753965197637,6,2011,0,1,-3.681885151185253,-4.000010223957661,far_15plus_bd
2011-06-07,2011-07,2011-06-28,15,21,0.0008282688579057951,0.0008282688579057951,6.860293009765702e-07,6,2011,0,1,-7.094966139478234,-3.681885151185253,far_15plus_bd
