date,news_count,gdelt_total,news_share,log_news_share,news_z
2018-09-01,2594,375197,0.00691370133556505,-4.9742501354702435,-0.013305006911124784
2018-09-02,2979,336594,0.008850425141268116,-4.727289782554744,1.2238360915012068
2018-09-03,4443,508148,0.00874351566866346,-4.739442919776543,1.1548776052119745
2018-09-04,5250,600959,0.00873603690101987,-4.7402986359706665,1.1414776152571702
2018-09-05,4646,641744,0.007239646962028472,-4.928182835924188,0.18292843014759208
2018-09-06,4226,631607,0.006690869480547239,-5.007011446090107,-0.214369042259473
2018-09-07,4612,597926,0.007713329074166368,-4.864805398067276,0.5054213333726225
2018-09-08,3773,386007,0.009774434142386018,-4.627985063033251,1.7492607484043798
2018-09-09,4140,361335,0.011457511727344431,-4.469109718029746,2.5497392375803076
2018-09-10,6114,585287,0.010446157184424052,-4.5615211017498165,2.0605372949580065
2018-09-11,7794,621198,0.012546724232853293,-4.3782956647778155,2.9753157353038047
2018-09-12,6245,646933,0.009653240752906406,-4.64046159069256,1.6088772207471747
2018-09-13,6426,630161,0.010197393999311287,-4.585623081598708,1.866555255253146
2018-09-14,6643,613585,0.010826535850778621,-4.525755135178047,2.143324320058488
2018-09-15,4171,383927,0.010864044466786654,-4.522296615134165,2.1375739307336543
2018-09-16,3400,341211,0.009964508764371606,-4.608725622631658,1.689456611554877
2018-09-17,4006,572039,0.0070030190249266225,-4.961413933630078,-0.036473393747286635
2018-09-18,4835,630504,0.007668468399883268,-4.870638370650885,0.40934746607855643
2018-09-19,5149,631833,0.00814930527528635,-4.80982259765885,0.7056917427252498
2018-09-20,5055,635345,0.00795630720317308,-4.833790305969012,0.5967516682890559
2018-09-21,4391,597447,0.007349605906465343,-4.9131085853628775,0.21609142224388153
2018-09-22,2508,374637,0.006694480256888668,-5.0064719343851705,-0.24510815602522412
2018-09-23,2990,348410,0.008581843230676503,-4.7581065598044825,0.9786679509995413
2018-09-24,5362,556916,0.009628022897528532,-4.6430773808414,1.53854667886049
2018-09-25,7341,615046,0.011935692614861328,-4.428221988628704,2.5803400995249848
2018-09-26,6268,623457,0.010053620377989179,-4.599822472730845,1.703300278682763
2018-09-27,5786,597028,0.009691337759703062,-4.636522806911363,1.5112481728437415
2018-09-28,5268,594081,0.008867477667186797,-4.725364889821298,1.077313910701525
2018-09-29,3189,380488,0.008381341855722126,-4.781747251325782,0.8033262591490172
2018-09-30,2754,346948,0.00793778894819973,-4.836120512503097,0.5381469917890036
2018-10-01,4004,560915,0.0071383364680923135,-4.942275517438627,0.025650511081452342
2018-10-02,4951,595370,0.008315837210474158,-4.78959348463803,0.7599630549139387
2018-10-03,4448,600437,0.00740793788524025,-4.905203166495192,0.2054970190583103
2018-10-04,4525,609053,0.007429566884983737,-4.9022877146859125,0.2218654095030449
2018-10-05,4976,587095,0.008475630008772005,-4.770560291160274,0.866801732380268
2018-10-06,3420,370711,0.00922551529358449,-4.685782232232425,1.2800853524425282
2018-10-07,2745,360623,0.007611827309960818,-4.878052016358281,0.3451919333631012
2018-10-08,13295,561194,0.023690559770774455,-3.742678632100546,5.857539463716418
2018-10-09,10217,606784,0.016837952220229935,-4.084119879686207,3.9220158164299392
2018-10-10,8555,618236,0.013837757749467841,-4.280354354239715,2.92553903391567
2018-10-11,7834,615773,0.01272222068846799,-4.364405153881171,2.500239044854689
2018-10-12,5087,570441,0.008917661949263815,-4.719721480059149,0.9333337912288798
2018-10-13,3574,354434,0.010083682716669394,-4.596836734186632,1.4541025287644502
2018-10-14,3187,330885,0.009631745168260876,-4.642690847549206,1.244959731228081
2018-10-15,8375,556079,0.015060809705095858,-4.195659292777081,3.1412362004624668
2018-10-16,8084,611801,0.013213446856085557,-4.326520266695178,2.525009752980279
2018-10-17,7361,615778,0.011953983416101257,-4.426690715890619,2.067886175812213
2018-10-18,6449,612712,0.01052533653657836,-4.553969924953065,1.5178467890150273
2018-10-19,6044,585372,0.010325058253555005,-4.573181498160157,1.4247341217601708
2018-10-20,3853,364543,0.010569397848813446,-4.549792448668474,1.5083454669174106
2018-10-21,3441,347745,0.00989518181426045,-4.615707325739623,1.225050696256475
2018-10-22,5619,565276,0.009940276962050397,-4.611160395316479,1.234603437844827
2018-10-23,5957,620841,0.00959504929603554,-4.646508011856095,1.0808683719707775
2018-10-24,6806,630996,0.010786122257510349,-4.529494947298192,1.5493640515111744
2018-10-25,5775,641129,0.009007547623021264,-4.709692428315062,0.8054587692176266
2018-10-26,5252,596941,0.008798189435806889,-4.73320932459761,0.7034928528077087
2018-10-27,3723,371209,0.010029390451201345,-4.602235451417199,1.2288589463827777
2018-10-28,3301,351218,0.009398721022271067,-4.667181660423903,0.9564261135902027
2018-10-29,5693,581207,0.009795133231361632,-4.625869625701454,1.119886215251757
2018-10-30,6700,613542,0.010920197802269445,-4.517141195068492,1.5557808664711466
2018-10-31,5745,623679,0.009211469361642768,-4.68730590163084,0.8480664772090076
2018-11-01,5582,596429,0.009359035191112438,-4.671413071678128,0.9062270158347079
2018-11-02,4859,573265,0.00847601022214857,-4.77051543256589,0.49507160382920984
2018-11-03,3324,373881,0.008890529339549215,-4.722768687972573,0.6845932069772152
2018-11-04,2974,337037,0.00882395701362165,-4.730284868572533,0.6475440321399825
2018-11-05,5501,559787,0.009826952037114117,-4.622626460338891,1.0861286431081525
2018-11-06,5231,604838,0.008648596814353595,-4.750358189190915,0.5512758107763606
2018-11-07,6467,627872,0.010299870037205035,-4.575624001573235,1.2676610819502228
2018-11-08,5423,618066,0.008774143861658788,-4.7359460800129725,0.5980480528102161
2018-11-09,4578,591230,0.007743179473301423,-4.860942891065156,0.07827188708281646
2018-11-10,4227,378528,0.011166941415166116,-4.494797524778674,1.583498155272853
2018-11-11,5384,345053,0.01560340005738249,-4.160266436078505,2.9403717394526523
2018-11-12,8521,545671,0.015615636528237711,-4.159482525181813,2.8855932817963823
2018-11-13,8085,620976,0.013019826853211718,-4.341281940814586,2.103814069289745
2018-11-14,7275,628939,0.011567099512035349,-4.459590459607812,1.610769997618155
2018-11-15,6070,636329,0.00953909062764702,-4.652357120114956,0.8380670794454126
2018-11-16,6379,590677,0.010799472469725417,-4.528257991440733,1.318961381279659
2018-11-17,6703,378415,0.01771335702865901,-4.033436289608201,3.2441479127967443
2018-11-18,5077,335717,0.015122856453501015,-4.191548007191333,2.5612409623035286
2018-11-19,5193,549638,0.009448036707796767,-4.661948314849411,0.7329379829298001
2018-11-20,4767,601238,0.007928640571620555,-4.837273686578152,0.061740338952538595
2018-11-21,5193,608585,0.008532908303688063,-4.763825025566753,0.33894393202000217
2018-11-22,6088,554027,0.010988634127939613,-4.5108938014624105,1.2981617762508408
2018-11-23,6072,532334,0.011406372690829442,-4.473583071800943,1.42894824595409
2018-11-24,5477,363532,0.015066073963227447,-4.195309820309691,2.4691557070936847
2018-11-25,3660,341608,0.010714034800121777,-4.536200733430662,1.1542784216121238
2018-11-26,6204,563793,0.011004038716337379,-4.5094929175383776,1.245576601356377
2018-11-27,8472,606893,0.013959627150090708,-4.271585890450812,2.1256029066960482
2018-11-28,9269,619751,0.01495600652520125,-4.2026422855741545,2.3532518438610834
2018-11-29,9523,619323,0.01537646752986729,-4.174917020747471,2.420050176550311
2018-11-30,9268,584655,0.01585208370748561,-4.144454323104831,2.496307570441118
2018-12-01,8279,384865,0.02151143907603965,-3.839170435288607,3.5512377836336473
2018-12-02,7830,330718,0.02367576001306249,-3.743303538500753,3.7941181333343015
2018-12-03,11869,561859,0.021124517005156097,-3.8573209696615267,3.290880129409536
2018-12-04,9157,606402,0.01510054386364161,-4.193024518350162,2.089146974445328
2018-12-05,8993,613720,0.014653262073909927,-4.223092301144627,1.962791032802113
2018-12-06,9902,600825,0.016480672408771272,-4.105566953830059,2.3291223741698635
2018-12-07,7836,562547,0.013929502779323328,-4.273746186061265,1.7464225810840954
2018-12-08,5357,354648,0.015105118314497755,-4.1927216313706195,1.991493111015113
2018-12-09,4489,319575,0.014046780880857389,-4.26536202825429,1.7348758783203433
2018-12-10,7363,531354,0.013857051984176274,-4.27896100739852,1.6784764863415766
2018-12-11,8001,579106,0.013816123473077467,-4.281919001214936,1.6536065987779345
2018-12-12,6681,587921,0.011363771663199648,-4.4773249081875175,1.0077713178126388
2018-12-13,6090,546141,0.011150966508648866,-4.496229102442678,0.9388687549849227
2018-12-14,6555,552965,0.011854276491278834,-4.435066591164462,1.1286318015420274
2018-12-15,4655,352179,0.013217710312085615,-4.326197658342474,1.4703619363349012
2018-12-16,5485,312822,0.017533933035400323,-4.043617244951568,2.3705635293602128
2018-12-17,5407,515618,0.0104864453917435,-4.557671770839351,0.6930731258707769
2018-12-18,5724,551086,0.010386763590437791,-4.567223015134326,0.6564394139390304
2018-12-19,6061,575539,0.010530997899360425,-4.553432190055691,0.6949998878617581
2018-12-20,5009,577643,0.008671445858428129,-4.747719736415552,0.06521391793292201
2018-12-21,4145,484049,0.008563182652995875,-4.7602833526744055,0.0223143537554666
2018-12-22,2302,341788,0.006735169169192599,-5.000412351515052,-0.7526379267960024
2018-12-23,2156,298194,0.007230192425065562,-4.929489628357117,-0.5269547808641832
2018-12-24,2566,386264,0.006643124909388397,-5.014172807316334,-0.807525557458766
2018-12-25,1647,316719,0.005200193231223892,-5.259059494234417,-1.6018213639565033
2018-12-26,2814,388842,0.007236872560062956,-4.928566132751198,-0.5227191945864893
2018-12-27,3684,462463,0.00796604268882051,-4.832567435359249,-0.21374289225964926
2018-12-28,3983,463174,0.008599360067706736,-4.756067489223065,0.031464821884306
2018-12-29,2694,332688,0.008097677102871159,-4.816178035855566,-0.16590388137915793
2018-12-30,2277,292052,0.007796556777560161,-4.854073081523708,-0.2905034898526424
2018-12-31,4463,365143,0.012222608676600674,-4.404467872031209,1.1631748255905368
2019-01-01,3285,297788,0.011031337730197321,-4.507015172001114,0.8259858849163833
2019-01-02,4203,446886,0.009405083175574978,-4.666504972506955,0.30659739400219677
2019-01-03,4272,500956,0.008527695047070002,-4.76443617121889,-0.011180570617752366
2019-01-04,3613,488089,0.007402338507936052,-4.905959314108152,-0.4669895997425331
2019-01-05,1957,323797,0.006043910227704395,-5.108704087808293,-1.1257594436134186
2019-01-06,1678,302169,0.005553183814355543,-5.193383855459689,-1.401582135939918
2019-01-07,4240,492100,0.008616134931924405,-4.754118678628066,0.019825486554585835
2019-01-08,4963,535742,0.009263787420064135,-4.68164230529905,0.25131744572426956
2019-01-09,4866,565657,0.008602386251739128,-4.755715643078213,0.00881184209628977
2019-01-10,4154,567058,0.007325529310934684,-4.916389865811243,-0.5128495978857166
2019-01-11,4252,544305,0.007811796694867767,-4.852120291028862,-0.3054929198848772
2019-01-12,2805,346849,0.008087092654152094,-4.817485987761821,-0.19553202003261877
2019-01-13,2025,314670,0.006435313185241682,-5.04595477008312,-0.9463460698085777
2019-01-14,4329,524137,0.008259290986898463,-4.796416532070683,-0.1347642619277582
2019-01-15,5166,564620,0.00914951648896603,-4.694054243826886,0.19728084609503255
2019-01-16,6263,580093,0.010796544691971804,-4.5285291319709176,0.7337417786404724
2019-01-17,6083,574929,0.010580436888728869,-4.548748559573845,0.6614190593914353
2019-01-18,5040,538498,0.00935936623720051,-4.6713777004858414,0.25464578918586844
2019-01-19,2692,356035,0.007561054390720014,-4.884744628843727,-0.4490601157705716
2019-01-20,3584,313260,0.011440975547468556,-4.470554021537832,0.9071039887320911
2019-01-21,4670,495595,0.009423016777812529,-4.6645999892420145,0.2607942139523312
2019-01-22,6808,557644,0.01220850578505283,-4.4056223746746666,1.1117722015169074
2019-01-23,5788,578855,0.009999049848407632,-4.605265205661555,0.4428737183419773
2019-01-24,6350,576494,0.011014858784306514,-4.50851011911809,0.7592929691347591
2019-01-25,5637,544704,0.010348739866055693,-4.570890518755058,0.5478709370495021
2019-01-26,3059,342267,0.008937466948318125,-4.717503069059129,0.05623135160136067
2019-01-27,2997,316053,0.009482586781330979,-4.658298132707692,0.24651738748292928
2019-01-28,4987,532393,0.009367140439487371,-4.670547411861519,0.20026302349625769
2019-01-29,5735,586242,0.009782649486048423,-4.62714492303061,0.3409628464781022
2019-01-30,5742,593067,0.009681874054702083,-4.637499795739483,0.30099912326077094
2019-01-31,7247,591396,0.012254056503594884,-4.40189825365659,1.0907817140293539
2019-02-01,5884,560733,0.010493407735945629,-4.557008053661224,0.558990159146452
2019-02-02,3057,358236,0.008533480722205474,-4.763757944180438,-0.14863179648992733
2019-02-03,2479,322356,0.0076902554939259704,-4.867801271838866,-0.5094321093492667
2019-02-04,4532,510826,0.008871905502069198,-4.724865680245395,-0.026688529034342642
2019-02-05,5215,560013,0.009312283821982703,-4.676420909292726,0.13307619152550929
2019-02-06,6592,578420,0.011396563051070157,-4.474443455786186,0.8263209605683495
2019-02-07,6570,571544,0.011495177974049243,-4.465827638150942,0.8494075848190259
2019-02-08,5279,543911,0.009705631987586205,-4.635048944688866,0.25496402256990697
2019-02-09,3775,348465,0.010833225718508315,-4.52513741204005,0.6332715840473789
2019-02-10,3853,314312,0.012258520196492657,-4.401534057513384,1.0580208141452443
2019-02-11,6156,533288,0.011543481195901652,-4.461634399970426,0.842194722867622
2019-02-12,7940,575296,0.013801590833240628,-4.28297141569189,1.4628773279284188
2019-02-13,6667,588406,0.01133061185643926,-4.480247202184168,0.7596171609759425
2019-02-14,5877,594775,0.009881047454919929,-4.617136755137394,0.2772267397108137
2019-02-15,6932,556029,0.01246697564335673,-4.384672079310409,1.0895767236876532
2019-02-16,4177,357088,0.011697396720136213,-4.448388964488252,0.8640069581209371
2019-02-17,3456,311312,0.011101403094002158,-4.500683773787211,0.6860824218129563
2019-02-18,5214,496431,0.010502970201296856,-4.556097185506634,0.4910652777489292
2019-02-19,6831,567800,0.012030644593166608,-4.4202981682891584,0.9617987830731345
2019-02-20,5977,590282,0.01012566874815766,-4.59268161896993,0.34930937702224535
2019-02-21,6501,591398,0.01099259720188435,-4.510533214384442,0.6337320052047064
2019-02-22,4906,559136,0.00877425170262691,-4.73593378932033,-0.16622973545066422
2019-02-23,3798,357936,0.010610835456617942,-4.545879587079455,0.5001627679043326
2019-02-24,2796,327993,0.008524572170747546,-4.764802442321433,-0.2871031836697466
2019-02-25,5226,553023,0.009449878214830124,-4.661753424879091,0.07661134956564358
2019-02-26,5288,577907,0.009150261201196733,-4.693972853523275,-0.04060163293547743
2019-02-27,4971,594100,0.008367278235987208,-4.78342662824916,-0.3637237429880175
2019-02-28,5199,595251,0.008734130644047638,-4.740516865930383,-0.2107742588775743
2019-03-01,6548,559164,0.01171033900608766,-4.447283151655976,0.8391078539340886
2019-03-02,5019,345335,0.014533713640378183,-4.231284249721702,1.6099763748946214
2019-03-03,3581,322812,0.011093143997125262,-4.501428019409725,0.6246917338759803
2019-03-04,5418,529873,0.0102250916729103,-4.582910611527662,0.3248003869260503
2019-03-05,6780,567060,0.011956406729446619,-4.426488016282716,0.8859989588109758
2019-03-06,6011,562602,0.010684284805244205,-4.538981326915982,0.47226563778081015
2019-03-07,4741,582300,0.008141851279409239,-4.810737694923093,-0.5215434116615129
2019-03-08,4649,540030,0.0086087809936485,-4.754972550862275,-0.3193736513063675
2019-03-09,2808,345346,0.008130975890845703,-4.812074326851755,-0.5334020675257168
2019-03-10,2612,324986,0.008037269297754364,-4.823665893064638,-0.5819394238806606
2019-03-11,6422,534250,0.012020589611605053,-4.421134298531935,0.8944098752819779
2019-03-12,5704,589422,0.009677277061256621,-4.637974712589331,0.08260983354936309
2019-03-13,5809,580276,0.010010753503505228,-4.604095413412587,0.20461194391570092
2019-03-14,8107,588363,0.013778908598943169,-4.2846162183516014,1.3926561304300165
2019-03-15,12468,571667,0.021809899819300396,-3.825391292117049,3.089684399957505
2019-03-16,5482,349991,0.015663259912397746,-4.156437441986533,1.8136474422885946
2019-03-17,3572,317112,0.011264159035293524,-4.486129360765773,0.5948064402730331
2019-03-18,5043,533461,0.009453362101446965,-4.661384822819551,-0.05216435318406957
2019-03-19,6186,590222,0.010480802138856228,-4.558210063051077,0.3202847268034977
2019-03-20,6823,597835,0.01141284802662942,-4.473015538312051,0.6293402087986283
2019-03-21,7146,583386,0.01224917978833911,-4.4022963002870075,0.8853196341865809
2019-03-22,7130,559782,0.012737101228692599,-4.363236187797351,1.0233081243937143
2019-03-23,4050,361090,0.011216040322357308,-4.490410353621712,0.5450078603069884
2019-03-24,3451,324381,0.010638724216276539,-4.543254706743044,0.3427561570127459
2019-03-25,5779,540917,0.010683709330636677,-4.539035190147505,0.3518672904092985
2019-03-26,7515,583705,0.012874654148927968,-4.35249469501232,1.0466456933226287
2019-03-27,7530,597502,0.012602468276256816,-4.3738625892685965,0.9582369218243809
2019-03-28,6732,596163,0.011292213706654052,-4.4836418432781215,0.5382354616379655
2019-03-29,7711,571705,0.013487725312879895,-4.30597524322658,1.2043977195441475
2019-03-30,5919,359128,0.01648158873716335,-4.105511355193287,1.9610010664499904
2019-03-31,5086,336067,0.015133886992772275,-4.190818877846694,1.6160302452815354
2019-04-01,6837,547471,0.012488332715340174,-4.382960453319614,0.8769994730549767
2019-04-02,7071,590482,0.011974962826978637,-4.424937239908879,0.7101866381948501
2019-04-03,6151,584430,0.010524784833085228,-4.554022343034991,0.21108261889259966
2019-04-04,6694,596143,0.011228849453906193,-4.489268968382829,0.45380205669754176
2019-04-05,6004,541945,0.011078614988605856,-4.502738606504631,0.39568161927947487
2019-04-06,4082,350724,0.011638781491999407,-4.453412524976394,0.5807052886243942
2019-04-07,3185,321289,0.009913193417764069,-4.613888740595035,-0.046707739526186565
2019-04-08,5876,543963,0.010802205297051453,-4.528004971525324,0.2821236798260499
2019-04-09,6846,591837,0.01156737412497022,-4.459566719025752,0.5438924482125512
2019-04-10,6298,606251,0.010388436472682106,-4.567061969056036,0.11841309016219428
2019-04-11,6281,597315,0.010515389702250907,-4.5549154089592285,0.16434915505895353
2019-04-12,6699,565707,0.01184181917494392,-4.436118014796271,0.6283089774625322
2019-04-13,3753,356382,0.010530834890651044,-4.553447669117842,0.165491625792553
2019-04-14,4986,323587,0.015408530008931137,-4.172834026222859,1.6524350162251464
2019-04-15,7002,539012,0.012990434350255653,-4.343542011579531,0.9695071051573532
2019-04-16,6587,581678,0.01132413465869433,-4.480819020360734,0.42637575578934805
2019-04-17,7803,596862,0.0130733737446847,-4.3371776557584685,0.9888952937130673
2019-04-18,7060,573699,0.012306104769225674,-4.397659817029864,0.7458547021261215
2019-04-19,5725,484049,0.011827315003233144,-4.43734359182136,0.5845705119629305
2019-04-20,3867,336078,0.011506257475943084,-4.464864263254204,0.4707221976964895
2019-04-21,3092,313462,0.009864034556022739,-4.618860009879805,-0.1387931250706998
2019-04-22,6044,479179,0.012613240563547234,-4.373008178392092,0.8242652285911783
2019-04-23,7562,563830,0.013411843995530567,-4.3116170821539335,1.0597500023619126
2019-04-24,6380,591325,0.010789329049169238,-4.5291976842989685,0.19159313294970645
2019-04-25,7971,584120,0.013646168595494076,-4.294296485726485,1.1184837398241951
2019-04-26,7512,562597,0.013352364125652999,-4.316061821750224,1.025187996012761
2019-04-27,4987,352776,0.01413644919155498,-4.258998768043811,1.2482750010096064
2019-04-28,4046,332695,0.01216128886818257,-4.409497415611694,0.6344659086938452
2019-04-29,6957,522861,0.013305639548560707,-4.319567307420565,0.995199986250342
2019-04-30,6712,570267,0.01176992531568546,-4.442207703041429,0.4961242609236061
2019-05-01,5848,485506,0.012045165250274971,-4.419091923600947,0.5865335131724729
2019-05-02,6982,549026,0.012717066222728978,-4.364810390539536,0.799719183958796
2019-05-03,6488,530092,0.01223938486149574,-4.4030962595746,0.6406455202523434
2019-05-04,3875,355768,0.010891929572080681,-4.519733170214235,0.16637210994661197
2019-05-05,3896,341957,0.011393245349561494,-4.474734612383361,0.34315909691763063
2019-05-06,7590,515301,0.014729255328439106,-4.217919604541874,1.3789219480676125
2019-05-07,7446,574256,0.012966342537126299,-4.345398314475069,0.8553797021852008
2019-05-08,6884,582183,0.011824460693630696,-4.437584952948143,0.47670390771868415
2019-05-09,7593,577844,0.013140224697323153,-4.332077165818976,0.8982085043582713
2019-05-10,6373,554114,0.011501243426442934,-4.465300125419399,0.3514974080050022
2019-05-11,3908,350696,0.011143554531560098,-4.496894017140641,0.21916699022183317
2019-05-12,3970,317985,0.012484865638316273,-4.3832381171572266,0.6762019869605055
2019-05-13,6983,536102,0.013025506340211377,-4.340845817609902,0.8436384247059096
2019-05-14,7365,585896,0.012570490325928151,-4.376403249509243,0.6920413614362256
2019-05-15,8357,591221,0.014135154197838033,-4.259090378958128,1.16489655836539
2019-05-16,7074,591207,0.01196535223703373,-4.42574011910537,0.47534920598758906
2019-05-17,6116,556159,0.010996855215864527,-4.510145936524812,0.1216794728759103
2019-05-18,4965,353256,0.014054962973028058,-4.264779709061259,1.1299046788845544
2019-05-19,3835,325667,0.0117758323686465,-4.441705952096383,0.3921888542727112
2019-05-20,6282,527535,0.011908214620830845,-4.430526812743556,0.43775176528149645
2019-05-21,6494,572682,0.011339626529208183,-4.4794519151571235,0.23390084943111475
2019-05-22,7285,586055,0.012430573922242793,-4.387596202180874,0.6144167704579631
2019-05-23,7225,586614,0.012316446590091611,-4.396819788608506,0.5720379406236836
2019-05-24,8003,554998,0.014419871783321742,-4.239148038751429,1.2180446821274487
2019-05-25,3671,345474,0.010625980536885554,-4.544453282605208,-0.043993413369832715
2019-05-26,4572,339260,0.013476389789541944,-4.306816029135012,0.932275537025541
2019-05-27,7827,485161,0.016132788909248682,-4.126901499791549,1.6636680391108654
2019-05-28,7326,552153,0.013268061569890955,-4.322395517427924,0.8491035406911541
2019-05-29,8373,571014,0.014663388288203091,-4.222401484521936,1.2536507598041486
2019-05-30,6728,554953,0.012123549201463907,-4.412605502805152,0.4614177511010873
2019-05-31,6748,538059,0.012541375574054147,-4.378722054892759,0.5955595490014515
2019-06-01,4250,349368,0.012164823338142016,-4.409206824994144,0.46318198145671874
2019-06-02,3144,295119,0.010653329673792606,-4.541882790263564,-0.09698644210054987
2019-06-03,7297,520036,0.014031720880862094,-4.266434735164881,1.0514037979107398
2019-06-04,10033,551818,0.018181719334998132,-4.007338621822352,2.1254520624188413
2019-06-05,10594,545910,0.019406129215438443,-3.942166323870926,2.3700986696078545
2019-06-06,8308,547521,0.015173847213166253,-4.188181911105595,1.3263843390880927
2019-06-07,7230,518061,0.01395588550383063,-4.271853959773333,0.9735116168257046
2019-06-08,4217,335951,0.0125524258001911,-4.3778413412307335,0.533160369732652
2019-06-09,3730,305141,0.012223857167670028,-4.404365731208205,0.4191440429822765
2019-06-10,5391,506985,0.010633450693807509,-4.543750520885166,-0.15852402157167547
2019-06-11,6945,566933,0.01225012479428786,-4.402219154754486,0.4184968558490614
2019-06-12,7300,570073,0.012805377556909378,-4.357890074649404,0.5967073750605827
2019-06-13,6242,565204,0.01104380011464887,-4.505886084077577,-0.02518871483261766
2019-06-14,6615,531773,0.012439518365919293,-4.386876908986583,0.46607002555998905
2019-06-15,3522,330545,0.010655130163820357,-4.541713797286525,-0.18861263977769246
2019-06-16,3176,300557,0.010567047182398015,-4.550014876462897,-0.2260888137848001
2019-06-17,5568,469557,0.011857985292520397,-4.434753773997916,0.2536510296313543
2019-06-18,7277,548269,0.013272681840483412,-4.322047353055307,0.7561228384573142
2019-06-19,8653,546694,0.015827867143228206,-4.145983149275574,1.5264114593817912
2019-06-20,7977,532580,0.0149780314694506,-4.2011707201122634,1.2815140663751643
2019-06-21,8697,514540,0.016902475997978776,-4.080295159028329,1.7958710230716826
2019-06-22,4486,317482,0.014129934925444593,-4.25945968771424,1.008922202707889
2019-06-23,3621,278915,0.012982449850312818,-4.344156845121521,0.6390938591036611
2019-06-24,7107,501889,0.014160501624861275,-4.257298765859478,1.0057411921855401
2019-06-25,7672,533291,0.014386141900013314,-4.241489903828263,1.0757296107861587
2019-06-26,10151,559876,0.018130800391515264,-4.010143107836547,2.0628491145053456
2019-06-27,11225,559529,0.020061516025085383,-3.9089519247732816,2.4683913344508563
2019-06-28,11526,523192,0.022030153366259422,-3.8153431564917355,2.821336218919363
2019-06-29,7759,332558,0.02333126853060218,-3.7579608210621163,3.0031406184041005
2019-06-30,4947,306767,0.016126245652237692,-4.127307169532735,1.439214276210329
2019-07-01,7386,501715,0.014721505237036964,-4.218445912958514,1.0576873665881392
2019-07-02,6869,533759,0.012869103846492518,-4.352925890995628,0.5065636852070133
2019-07-03,6592,545890,0.012075692905164043,-4.416560697639429,0.24497460869618626
2019-07-04,5679,490272,0.011583365968278834,-4.458185178238048,0.07499253757349379
2019-07-05,5973,477685,0.012504056020180662,-4.381702205692203,0.38062538383939076
2019-07-06,3186,312638,0.010190699786974072,-4.586279760212015,-0.4538389111966137
2019-07-07,3197,299153,0.010686839175940072,-4.538742278121891,-0.26137139659219655
2019-07-08,5602,494895,0.011319572838682953,-4.481221942017766,-0.030205954984251614
2019-07-09,6808,532760,0.012778737142428111,-4.359972650061756,0.46005650294242745
2019-07-10,7111,545918,0.013025765774347064,-4.340825900414722,0.5351230163070507
2019-07-11,7219,543604,0.013279887565212912,-4.321504601444621,0.6085952153314578
2019-07-12,7024,516277,0.013605099588011862,-4.297310586816947,0.7017262300609305
2019-07-13,4608,324067,0.014219281815180194,-4.2531563611440655,0.8754737873103953
2019-07-14,3070,300689,0.010209884631629357,-4.584398946415989,-0.48258853437003524
2019-07-15,5306,496030,0.01069693365320646,-4.537798153051272,-0.2954277149650161
2019-07-16,7416,541094,0.013705566870081723,-4.289953187800279,0.7164189513581538
2019-07-17,6605,550809,0.01199145257248883,-4.423561168615998,0.16291758145813492
2019-07-18,6745,551040,0.012240490708478513,-4.403005912139592,0.2447299314772572
2019-07-19,5396,511797,0.010543242731004676,-4.552270123698286,-0.3731810004365002
2019-07-20,3255,320084,0.010169205583534322,-4.588391185686143,-0.5292777696326466
2019-07-21,3380,298078,0.011339313870866015,-4.479479487727683,-0.07807311425844944
2019-07-22,5232,496101,0.010546239576215328,-4.551985920872711,-0.3731711214201821
2019-07-23,5958,542655,0.01097935152168505,-4.511738904600684,-0.20071933792322483
2019-07-24,5836,550539,0.010600520580739965,-4.546852167679478,-0.3438114525685208
2019-07-25,7487,542767,0.01379413265729125,-4.283511946990772,0.7510145414823516
2019-07-26,6536,510044,0.012814580702841324,-4.357171638949042,0.43917272278068636
2019-07-27,3259,320494,0.01016867710471959,-4.588443155581235,-0.5237960446814421
2019-07-28,3040,293745,0.010349112325316176,-4.570854528618779,-0.44422762477177224
2019-07-29,7311,488126,0.014977690186550194,-4.201193505936243,1.1080300590682588
2019-07-30,6727,536137,0.012547166116123304,-4.378260446382907,0.3590084299379124
2019-07-31,7534,551657,0.013657036890676634,-4.29350036706107,0.708996531660778
2019-08-01,7591,544051,0.013952736048642498,-4.272079657427055,0.7928840237138629
2019-08-02,6614,499653,0.013237186607505608,-4.3247252429331144,0.5666517483168619
2019-08-03,4163,312326,0.01332902159922645,-4.3178115458929325,0.592861940305813
2019-08-04,3094,299125,0.010343501880484747,-4.571396794077663,-0.47137947442687267
2019-08-05,5563,483118,0.011514785207754627,-4.464123399139683,-0.019279847977820952
2019-08-06,5974,526808,0.011339994836828599,-4.4794194359887545,-0.08440984773296986
2019-08-07,5077,540520,0.009392806926663213,-4.667811103204628,-0.8748337310739749
2019-08-08,8628,534809,0.016132862386384672,-4.126896945280294,1.413307590659061
2019-08-09,5877,510275,0.011517319092646121,-4.463903368449593,-0.008685184392645354
2019-08-10,3093,319632,0.009676753266256194,-4.638028840333444,-0.7395268733150481
2019-08-11,2675,286034,0.00935203507275359,-4.6721613045249635,-0.8818465206599542
2019-08-12,6261,460999,0.013581374363068032,-4.299055957033725,0.7453454037218489
2019-08-13,7453,494778,0.015063321327949101,-4.19549254122124,1.2207869172521146
