date,primary_views,all_topic_views,pump_views,anchor_views,saliency_raw_z,saliency21_raw_z,pump_raw_z
2020-10-18,1872.0,1872.0,648.0,6247.0,0.28616809836139173,0.4861167506278003,0.10400569871526054
2020-10-19,2069.0,2069.0,931.0,8859.0,0.27226129279525096,0.4651758161631094,0.1498646516370412
2020-10-20,2027.0,2027.0,771.0,9151.0,0.23763681585969795,0.4473275726374551,0.1130516968053558
2020-10-21,2346.0,2346.0,1111.0,8560.0,0.34217488856515876,0.4781837312860981,0.309458742150664
2020-10-22,2028.0,2028.0,856.0,8988.0,0.35677996397714445,0.46104647048441905,0.34265799086618154
2020-10-23,1743.0,1743.0,678.0,7794.0,0.3354764413052025,0.4825075322072011,0.3211670448262785
2020-10-24,1566.0,1566.0,740.0,6285.0,0.3266321689297968,0.4610396559679691,0.40040126134374165
2020-10-25,1591.0,1591.0,753.0,6368.0,0.27813283926253246,0.4505737507116052,0.45749369131278017
2020-10-26,1727.0,1727.0,621.0,10904.0,0.12956557747490563,0.4022567437521437,0.24195689842345133
2020-10-27,2029.0,2029.0,946.0,10712.0,0.0720077513764896,0.39672810614591597,0.270917757706584
2020-10-28,1772.0,1772.0,737.0,12140.0,-0.18589662837004914,0.35380397473919706,-0.04422417321791782
2020-10-29,1707.0,1707.0,785.0,11517.0,-0.34680276205732125,0.26720563036383227,-0.17153418598127493
2020-10-30,1560.0,1560.0,656.0,10152.0,-0.4689624256557273,0.1655891654838612,-0.26541077984415157
2020-10-31,1202.0,1202.0,558.0,6872.0,-0.5642042096510962,0.11031342762418496,-0.3777626440495194
2020-11-01,1170.0,1170.0,571.0,6733.0,-0.6662561282551911,0.0653241933357412,-0.48508092650165463
2020-11-02,1502.0,1502.0,633.0,10120.0,-0.67962166574233,0.006272375069573476,-0.44031468604590956
2020-11-03,1414.0,1414.0,557.0,10475.0,-0.811657937096075,-0.06604709280913128,-0.647534203099572
2020-11-04,1254.0,1254.0,454.0,10847.0,-0.8841324108715976,-0.1359549237494191,-0.7618568413475038
2020-11-05,1878.0,1878.0,802.0,9818.0,-0.758263395546309,-0.14756871912332017,-0.6697283555623185
2020-11-06,1734.0,1734.0,689.0,9005.0,-0.655332601186376,-0.16967051500366723,-0.5901066077582211
2020-11-07,1464.0,1464.0,655.0,7283.0,-0.595584230455148,-0.19257929975932575,-0.5365942210308468
2020-11-08,1425.0,1425.0,676.0,6964.0,-0.5323948311577273,-0.23011101518296664,-0.47186785430203465
2020-11-09,2150.0,2150.0,765.0,18341.0,-0.6831046536039039,-0.35396880298698896,-0.7093391770871854
2020-11-10,2055.0,2055.0,717.0,17280.0,-0.7628498281411775,-0.4567916878092287,-0.848695220959138
2020-11-11,1974.0,1974.0,741.0,12639.0,-0.6570609389677041,-0.5331270880282905,-0.7371524146962511
2020-11-12,2756.0,2756.0,1388.0,10809.0,-0.5032599194402303,-0.48755839389957273,-0.4592432398871512
2020-11-13,2003.0,2003.0,711.0,9440.0,-0.45615325795868145,-0.47834143305287047,-0.45252319816457653
2020-11-14,1463.0,1463.0,664.0,7105.0,-0.4406716557786534,-0.4878917212113986,-0.43197929049358536
2020-11-15,1497.0,1497.0,635.0,7137.0,-0.42217277777496115,-0.49588962414763327,-0.4477377230462597
2020-11-16,1831.0,1831.0,691.0,12063.0,-0.26435699248516603,-0.49279553159110034,-0.25660861522752076
2020-11-17,2130.0,2130.0,694.0,13019.0,-0.08689084835856552,-0.5051548985535483,-0.10091738407141884
2020-11-18,2082.0,2082.0,735.0,11709.0,-0.021984453046204527,-0.46376813330750644,-0.06148997249890424
2020-11-19,2221.0,2221.0,763.0,10922.0,-0.12455563537804451,-0.40412998597728755,-0.39492181977283647
2020-11-20,1936.0,1936.0,667.0,9428.0,-0.12962538394674397,-0.35451570471774047,-0.4136598294302397
2020-11-21,2160.0,2160.0,1225.0,7825.0,-0.010116356943855782,-0.2823215094057425,-0.13149793288001768
2020-11-22,1870.0,1870.0,972.0,8283.0,0.025064187346203456,-0.23985172495986806,-0.0029086311869263026
2020-11-23,2174.0,2174.0,756.0,10215.0,0.16402505042541718,-0.18072206511406524,0.10286754145697491
2020-11-24,2758.0,2758.0,817.0,20610.0,0.00710737218778677,-0.20669271943673,-0.11742043311591384
2020-11-25,2262.0,2262.0,678.0,25389.0,-0.3906740699119743,-0.30886466205344804,-0.5840925821261063
2020-11-26,2022.0,2022.0,664.0,12814.0,-0.47337033471499984,-0.3259402828191858,-0.6783853939037789
2020-11-27,2180.0,2180.0,714.0,10048.0,-0.43937852492940566,-0.29717963644172607,-0.6639988656340889
2020-11-28,3456.0,3456.0,807.0,8530.0,-0.23182252928148037,-0.16312570753667927,-0.8819426558651162
2020-11-29,2380.0,2380.0,629.0,8315.0,-0.14439813415963312,-0.10561415813573678,-1.052090131530122
2020-11-30,3250.0,3250.0,1108.0,13082.0,-0.05300260493958829,0.04181273738094151,-0.9321115084740714
2020-12-01,2767.0,2767.0,781.0,11517.0,0.2204273187757337,0.1706297571597136,-0.6690946409392861
2020-12-02,2563.0,2563.0,971.0,11370.0,0.7403330875379903,0.2341981077475549,-0.03839096235774472
2020-12-03,2644.0,2644.0,1017.0,11283.0,0.8923600211620454,0.229271636820471,0.1983286717758011
2020-12-04,2481.0,2481.0,722.0,10470.0,0.9231709709477219,0.2556184946106098,0.19723939598481458
2020-12-05,1963.0,1963.0,693.0,8047.0,0.7229811219957639,0.2832872547221592,0.17208848595757595
2020-12-06,1647.0,1647.0,639.0,8113.0,0.6187580698174941,0.2870680345733104,0.19443333622304532
2020-12-07,2275.0,2275.0,726.0,11395.0,0.5253593075233904,0.33108881442992644,0.0786908565403654
2020-12-08,2757.0,2757.0,695.0,11534.0,0.5256368963343301,0.3969166408813123,0.04008613159493802
2020-12-09,2584.0,2584.0,658.0,10780.0,0.553197485056881,0.4470557436726458,-0.10167820400925977
2020-12-10,3003.0,3003.0,1176.0,10453.0,0.6454117518781195,0.5083456188252944,0.023516557624379274
2020-12-11,2322.0,2322.0,699.0,10006.0,0.6352871439536982,0.5299907545637156,0.03273377740292758
2020-12-12,1855.0,1855.0,629.0,7859.0,0.6236664951170671,0.5152885730453873,0.008400606858889126
2020-12-13,1749.0,1749.0,744.0,7353.0,0.6707467316545762,0.5251148796810792,0.10096261625030765
2020-12-14,2198.0,2198.0,678.0,10412.0,0.6970458487542714,0.5291559711326672,0.11913233167692601
2020-12-15,2270.0,2270.0,626.0,10301.0,0.6628665273585566,0.6462939467502189,0.13594772931326843
2020-12-16,2462.0,2462.0,699.0,9811.0,0.6796776968268404,0.8921198564093492,0.2020300139668871
2020-12-17,2435.0,2435.0,706.0,9520.0,0.6150878980443214,0.9693965491381259,-0.028017788722708582
2020-12-18,2184.0,2184.0,669.0,8734.0,0.6421136861118787,0.9890599712084398,0.013300871205743282
2020-12-19,1801.0,1801.0,687.0,6706.0,0.6800246468183632,0.9095512079546388,0.10414667962931114
2020-12-20,1659.0,1659.0,642.0,6409.0,0.7024202421247854,0.8917571823412025,0.08866378530995239
2020-12-21,2150.0,2150.0,757.0,10018.0,0.7076858169283611,0.8663967332209582,0.15866636707941295
2020-12-22,2782.0,2782.0,988.0,9951.0,0.8132892244083084,0.892128773784034,0.39146753311797944
2020-12-23,3032.0,3032.0,941.0,8913.0,0.9508911254017619,0.96234061358096,0.5726545793420822
2020-12-24,2214.0,2214.0,700.0,7528.0,1.0004327421407802,0.9917527800740419,0.6708807185092159
2020-12-25,1705.0,1705.0,637.0,5982.0,1.0438198625664281,1.0102974712318593,0.7980297924083808
2020-12-26,1916.0,1916.0,793.0,6345.0,1.0765597157426527,1.032340303994835,0.8768753603602422
2020-12-27,2211.0,2211.0,939.0,6886.0,1.1425370362255343,1.08790106520013,1.0085214877116524
2020-12-28,2698.0,2698.0,1080.0,9333.0,1.2601958935944364,1.1471515774322623,1.2051823106291681
2020-12-29,2617.0,2617.0,946.0,9491.0,1.2425317665173534,1.1660088780206073,1.201261360673901
2020-12-30,2595.0,2595.0,976.0,8587.0,1.1667543342857296,1.1932875516102677,1.218375836805697
2020-12-31,2300.0,2300.0,947.0,8085.0,1.1351056209819361,1.1736524570673075,1.2846193447579926
2021-01-01,2220.0,2220.0,1047.0,7288.0,1.1383498767042692,1.2004130712563204,1.3761966986118253
2021-01-02,2891.0,2891.0,1534.0,7940.0,1.1980105954101532,1.2513579848608716,1.5713161298398763
2021-01-03,2649.0,2649.0,1221.0,8034.0,1.192089762833408,1.2795679417875705,1.591410178697881
2021-01-04,2969.0,2969.0,1213.0,12434.0,1.0759143054223685,1.2741910068656181,1.4636196384109263
2021-01-05,3323.0,3323.0,1300.0,11327.0,1.0823207313588725,1.3022847549771526,1.4786161494767727
2021-01-06,3001.0,3001.0,1043.0,13041.0,0.9423204507250058,1.2605484289961375,1.2863676694125492
2021-01-07,3156.0,3156.0,1124.0,14662.0,0.7997565209004348,1.199834165916273,1.0695996672710903
2021-01-08,3613.0,3613.0,1226.0,14892.0,0.7168991982820316,1.168511983948294,0.8580871557151756
2021-01-09,3031.0,3031.0,1266.0,12242.0,0.5924953161542935,1.1400037572231665,0.6193823263716508
2021-01-10,3385.0,3385.0,1585.0,11119.0,0.5906335303783717,1.1534990716918212,0.6498545008103824
2021-01-11,3385.0,3385.0,1351.0,14979.0,0.5669671095494694,1.1358018377276746,0.6231560917728071
2021-01-12,3536.0,3536.0,1189.0,13963.0,0.5081637247076172,1.1068725285089824,0.4775370558084086
2021-01-13,6840.0,6840.0,1208.0,12946.0,1.1959049828997055,1.244951335391365,0.5755178700265247
2021-01-14,8523.0,8523.0,1137.0,13932.0,2.3173773212588595,1.4637043690853755,0.649756086273089
2021-01-15,7034.0,7034.0,1159.0,13366.0,2.888696774106781,1.6011776418608206,0.6831627721012232
2021-01-16,4252.0,4252.0,1086.0,10361.0,3.0437334014377058,1.6440172431451943,0.6871317053766111
2021-01-17,4562.0,4562.0,2052.0,9866.0,3.130917929192839,1.7039902750159805,1.0338550209841761
2021-01-18,5082.0,5082.0,1155.0,11725.0,3.3641736103635718,1.7760380576467865,1.1115009050015137
2021-01-19,6465.0,6465.0,1230.0,12906.0,3.5668945464284985,1.897800029901804,1.1861870615524785
2021-01-20,5603.0,5603.0,969.0,14284.0,3.1814847745433124,1.940666993748673,0.9548455941418595
2021-01-21,5156.0,5156.0,1030.0,15375.0,2.6233128717454464,1.9509384279324697,0.7952620370796717
2021-01-22,15570.0,15570.0,1585.0,14060.0,3.3057763408776326,2.387246837561064,0.9876959777739402
2021-01-23,14367.0,14367.0,2665.0,11020.0,3.866634928894164,2.7485844745159227,1.7469665609864682
2021-01-24,9342.0,9342.0,1877.0,10642.0,3.8879591882202047,2.91516098414677,1.5842186896426762
2021-01-25,27675.0,27675.0,2327.0,16107.0,4.5515837481111285,3.583955361012563,1.8431096032306435
2021-01-26,41557.0,41557.0,3207.0,15510.0,5.206578360953281,4.378188725564003,2.435926184720907
2021-01-27,101938.0,140166.0,8983.0,21515.0,6.191095169727534,6.251745834389023,4.231505172056892
2021-01-28,135841.0,314326.0,13706.0,31599.0,6.217372536189742,7.795526146598417,5.34973995794151
2021-01-29,93617.0,313073.0,11454.0,32480.0,5.5360349210128765,7.372955645448692,5.240482618895201
2021-01-30,45452.0,154624.0,7920.0,21243.0,4.92908231121545,6.413495943230616,4.8638441080921835
2021-01-31,31768.0,124215.0,6092.0,17191.0,4.488420321824923,5.709753021414974,4.558617133037794
2021-02-01,33167.0,105442.0,6343.0,22023.0,4.091684411192386,5.16328426010218,4.299274101611885
2021-02-02,29724.0,81379.0,6377.0,21101.0,3.7194650465288634,4.717572788383278,4.039540623920156
2021-02-03,19232.0,56599.0,3755.0,20632.0,3.217000004432921,4.335740230907639,3.5367727548119774
2021-02-04,15301.0,49206.0,3743.0,18714.0,2.6427043321691577,4.033750044737742,3.0386676703354194
2021-02-05,11375.0,34156.0,2983.0,17229.0,2.179071998175521,3.776008698405572,2.6539282132738475
2021-02-06,7656.0,24047.0,2189.0,13193.0,1.887412889246865,3.556993355468881,2.2957843363764687
2021-02-07,6798.0,21792.0,2159.0,12074.0,1.646171202207633,3.3697613563959794,2.0046084674470785
2021-02-08,7770.0,24005.0,2164.0,16221.0,1.3645830275548994,3.201061922665978,1.678826218057085
2021-02-09,7995.0,22768.0,2087.0,16903.0,1.050672640137525,3.0526162063306352,1.253587121877581
2021-02-10,7666.0,19971.0,1780.0,16750.0,0.8596190659485023,2.9240685702975204,1.0597536825762248
2021-02-11,6841.0,13751.0,1669.0,16604.0,0.6845816376420202,2.808399067226478,0.7890157868966401
2021-02-12,5490.0,10907.0,1438.0,15131.0,0.5525396449968663,2.695521876830717,0.5735174448806606
2021-02-13,4111.0,8895.0,1237.0,11772.0,0.4652681083565532,2.593326430824041,0.43009628710469466
2021-02-14,3742.0,7996.0,1222.0,10665.0,0.38641353519566723,2.5044043773631266,0.27738739981588645
2021-02-15,4095.0,9078.0,1418.0,13576.0,0.29759650354086903,2.4184127072304116,0.18047162520392207
2021-02-16,4250.0,8922.0,1207.0,15847.0,0.17514185085663472,2.322917572370501,0.006883314906230221
2021-02-17,4134.0,9581.0,1098.0,17063.0,0.03007356737355471,2.1828585240206904,-0.16430832036220702
2021-02-18,4820.0,14300.0,1158.0,16658.0,-0.05827176465275365,1.9405812695574427,-0.2946180761772264
2021-02-19,5021.0,13542.0,1200.0,14811.0,-0.07639022480334655,1.654885597133632,-0.3482890232313278
2021-02-20,4423.0,13082.0,1071.0,11583.0,-0.062173876940689383,1.47531150417527,-0.3864356687342331
2021-02-21,3598.0,7927.0,992.0,11024.0,-0.0758346444192807,1.295488924777783,-0.4568282135517751
2021-02-22,4085.0,8732.0,976.0,18120.0,-0.13804060746959518,1.114980876298648,-0.6859345736354767
2021-02-23,4359.0,8368.0,969.0,21623.0,-0.2071447570959856,0.9434010991752478,-0.8765909310424849
2021-02-24,5851.0,12993.0,986.0,19198.0,-0.16063104234500292,0.8279951889139514,-0.9470864759754666
2021-02-25,8618.0,20316.0,1083.0,19605.0,-0.04659339901575554,0.7363087634108326,-1.0186799598203784
2021-02-26,5568.0,13176.0,941.0,20554.0,-0.0937304628364888,0.6560202463945382,-1.199559246082097
2021-02-27,3994.0,9037.0,885.0,13143.0,-0.12897299455643724,0.6004744274423923,-1.2729979411633898
2021-02-28,3999.0,7850.0,896.0,11756.0,-0.12404876317987508,0.5472283448362341,-1.2993436124092816
2021-03-01,4322.0,8804.0,886.0,16828.0,-0.10349758627971689,0.4851379249903911,-1.2859561143144762
2021-03-02,4569.0,9055.0,977.0,17046.0,-0.04766173756458585,0.42706059669525526,-1.1799857068161999
2021-03-03,4677.0,8655.0,1120.0,17611.0,-0.07693922605668542,0.3739826392199061,-1.089838208100389
2021-03-04,4142.0,7453.0,944.0,19856.0,-0.26584168987072065,0.33309911259935093,-1.1290350623520877
2021-03-05,3903.0,7318.0,984.0,19463.0,-0.33189234889793723,0.2999974860184645,-1.0831594559333972
2021-03-06,3459.0,6049.0,1205.0,12225.0,-0.3507262010150744,0.2799361067247177,-0.9541284824152939
2021-03-07,3127.0,5809.0,1042.0,11469.0,-0.3942135217975839,0.2615260869603378,-0.8979921774865064
2021-03-08,4054.0,8315.0,903.0,23263.0,-0.48788094379608266,0.2261169686220419,-1.0086882531863253
2021-03-09,4945.0,11425.0,927.0,20869.0,-0.5176587703092603,0.21685015366059335,-1.085836452714013
2021-03-10,6435.0,14874.0,911.0,19970.0,-0.4667048175599755,0.2242694401211992,-1.1861727383096128
2021-03-11,5062.0,10454.0,850.0,19330.0,-0.4264719303527889,0.19405249849944076,-1.201140820217954
2021-03-12,4010.0,11424.0,807.0,18831.0,-0.4215433808463845,0.16764023884624749,-1.239995136805384
2021-03-13,3043.0,6118.0,847.0,14114.0,-0.46741742321104024,0.12378050951767043,-1.3822509678640733
2021-03-14,3077.0,6178.0,876.0,13014.0,-0.49236604174370574,0.10374698664232991,-1.4519008071920556
2021-03-15,3622.0,7885.0,811.0,17879.0,-0.458164119106641,0.09307760743972725,-1.3775642325106194
2021-03-16,3695.0,7518.0,751.0,17046.0,-0.4803847381539857,0.09280304696911996,-1.3628806604973538
2021-03-17,3306.0,6801.0,781.0,16812.0,-0.6118158022056999,0.06213037111488658,-1.3452612522652772
2021-03-18,3402.0,6820.0,830.0,18401.0,-0.7007451798469871,-0.00886735606786618,-1.3260710715627115
2021-03-19,3168.0,6062.0,666.0,15610.0,-0.7154366383636066,-0.04102031853669518,-1.3069742052988642
2021-03-20,2548.0,4691.0,747.0,10339.0,-0.7014496251163973,-0.06507662969755455,-1.2618286484734622
2021-03-21,2403.0,4523.0,789.0,9879.0,-0.7066855635086116,-0.08658496425661061,-1.2235070936041759
2021-03-22,2764.0,5407.0,801.0,13516.0,-0.7070761133489092,-0.10513809937501413,-1.1307113476042583
2021-03-23,2948.0,5766.0,786.0,13733.0,-0.7137502812098007,-0.12349443145032948,-1.0396411781216521
2021-03-24,3861.0,7243.0,604.0,14899.0,-0.6491062654109451,-0.1327767264571527,-1.0582504255379643
2021-03-25,3271.0,6785.0,694.0,13992.0,-0.5929426555707186,-0.12876130414863546,-1.0067145858492355
2021-03-26,3084.0,6108.0,677.0,12748.0,-0.5566661965951711,-0.1252255228792596,-0.932074933271727
2021-03-27,2297.0,4508.0,617.0,9235.0,-0.5599961229043503,-0.13432653738362238,-0.954377225153499
2021-03-28,2197.0,4225.0,720.0,9426.0,-0.5702134261080717,-0.14643112576109502,-0.9647074500151296
2021-03-29,2497.0,5075.0,743.0,13405.0,-0.5903508980356265,-0.14544697621832603,-0.9774440321341352
2021-03-30,2682.0,5367.0,762.0,13264.0,-0.6037537784335284,-0.16979460708265995,-0.9669650221145598
2021-03-31,2824.0,5385.0,903.0,13343.0,-0.6580527374508695,-0.2231677243569393,-0.8028542579211205
2021-04-01,2575.0,5035.0,753.0,14866.0,-0.7326941736559638,-0.25737144517360394,-0.798841692982788
2021-04-02,2190.0,4028.0,684.0,11994.0,-0.7987779911279538,-0.30112119041488955,-0.7781646092126099
2021-04-03,1927.0,3398.0,685.0,8783.0,-0.8272058817889562,-0.3137521429399972,-0.741357903278515
2021-04-04,1917.0,3469.0,648.0,8658.0,-0.8410596880578446,-0.32962367557282063,-0.7531274129330187
2021-04-05,2351.0,4533.0,686.0,13358.0,-0.8550728655264502,-0.35080702204703207,-0.7781968981426833
2021-04-06,2395.0,4514.0,629.0,13786.0,-0.8909799312216916,-0.37371979864050664,-0.8460377355409693
2021-04-07,2540.0,4644.0,757.0,13123.0,-0.9117247771173669,-0.38731887767132206,-0.8997871459256697
2021-04-08,2364.0,4596.0,689.0,13131.0,-0.895795440116705,-0.39555034013715734,-0.8782511299871874
2021-04-09,2378.0,4634.0,675.0,13014.0,-0.8904395263750872,-0.406704818675654,-0.8984027904135644
2021-04-10,2040.0,4032.0,653.0,10133.0,-0.8974011163212636,-0.4198238715089271,-0.9351820803266385
2021-04-11,2251.0,4059.0,773.0,9965.0,-0.8845596785177825,-0.4322040612855817,-0.9050077556660202
2021-04-12,2443.0,4543.0,712.0,12793.0,-0.8628208178376171,-0.4455040331316271,-0.8731865307947979
2021-04-13,2770.0,4938.0,665.0,14899.0,-0.8455525073811312,-0.4660067303323943,-0.8769934178214575
2021-04-14,3161.0,5777.0,1105.0,15272.0,-0.8253449921927852,-0.4898432025488936,-0.7839907154999961
2021-04-15,3090.0,5635.0,1057.0,13727.0,-0.7731560525009221,-0.5078700386254271,-0.6604319368378893
2021-04-16,3672.0,6753.0,1166.0,14529.0,-0.6952539166135174,-0.5150015859735614,-0.526266498687933
2021-04-17,2948.0,5575.0,1081.0,10414.0,-0.6322620702534137,-0.5152941675149334,-0.3982628335615408
2021-04-18,2921.0,5418.0,1019.0,10014.0,-0.5855252903493151,-0.5121730372340075,-0.326677046401092
2021-04-19,3257.0,6237.0,1009.0,12594.0,-0.5270968424681288,-0.5039467638731672,-0.2384076137202519
2021-04-20,3481.0,6208.0,1167.0,13099.0,-0.4522342319922974,-0.5018809088449441,-0.06624126391508661
2021-04-21,3173.0,5642.0,1070.0,12581.0,-0.4083737139151045,-0.5030777144719728,-0.017095572740118657
2021-04-22,3180.0,5374.0,962.0,12267.0,-0.3793331512418468,-0.49493701758531633,-0.010126529364361855
2021-04-23,3269.0,5346.0,1174.0,11424.0,-0.35356810689113605,-0.4849576952572545,0.06155963741156297
2021-04-24,2526.0,4108.0,915.0,8733.0,-0.3532124156193388,-0.4835075889027498,0.05489911573252532
2021-04-25,2382.0,4158.0,905.0,8899.0,-0.3707982253642871,-0.48393292713385583,0.04878080813523059
2021-04-26,2983.0,5520.0,988.0,12105.0,-0.38191160386003437,-0.4752372934014948,0.05244668695310855
2021-04-27,3160.0,5873.0,992.0,12418.0,-0.3928421442936541,-0.4625935811519524,0.018693584168233208
2021-04-28,2800.0,5033.0,915.0,12961.0,-0.42666195917115224,-0.46493807372272616,-0.03549454861881314
2021-04-29,2683.0,4862.0,865.0,13138.0,-0.47787613529924544,-0.469046238840144,-0.08449146234109174
2021-04-30,2635.0,4450.0,839.0,11920.0,-0.5325759303984922,-0.4728505674561261,-0.19490333161642848
2021-05-01,2163.0,3565.0,794.0,8713.0,-0.5577474630183857,-0.4780603315695072,-0.22877662217857203
2021-05-02,2090.0,3657.0,735.0,8942.0,-0.5785442170136906,-0.48431197788385233,-0.27981136128797524
2021-05-03,2466.0,4461.0,827.0,13266.0,-0.6368655950569126,-0.493732363008839,-0.3554020032606763
2021-05-04,2908.0,5286.0,924.0,14183.0,-0.6835193969888377,-0.49321781394990466,-0.4136171435124074
2021-05-05,3067.0,5617.0,974.0,13636.0,-0.6686166706937658,-0.4937744306020428,-0.40311604929714806
2021-05-06,3086.0,5801.0,981.0,14981.0,-0.6634344976691726,-0.5038823647717037,-0.4010180835512072
2021-05-07,2899.0,5315.0,964.0,15731.0,-0.7007949162637179,-0.5305601421579204,-0.43911746718735434
2021-05-08,2513.0,4635.0,896.0,10371.0,-0.6953229195570675,-0.5463064978875207,-0.4349650828263756
2021-05-09,3171.0,5811.0,1127.0,10087.0,-0.6288546340904568,-0.5480940476871407,-0.33185042478589455
2021-05-10,3386.0,6224.0,1123.0,16253.0,-0.6057856228091054,-0.5702166463407143,-0.300829852445914
2021-05-11,3019.0,5710.0,905.0,15715.0,-0.6169269916626704,-0.5926077519443792,-0.32972788779745565
2021-05-12,3021.0,5584.0,900.0,15286.0,-0.6396802630932056,-0.6102711761296002,-0.3759155298831086
2021-05-13,4578.0,7737.0,1722.0,14710.0,-0.5348620211300598,-0.6008066427377979,-0.1599173116883354
2021-05-14,3773.0,6416.0,1311.0,11871.0,-0.4220549187088862,-0.5969320689050331,0.013736176188003131
2021-05-15,2939.0,4753.0,986.0,9647.0,-0.38496974056979355,-0.5998333140266061,0.05476677734954844
2021-05-16,2832.0,4832.0,1016.0,9332.0,-0.3939577824507039,-0.6004962789506104,0.0451988954094037
2021-05-17,3443.0,5884.0,1241.0,12382.0,-0.33037185579710887,-0.6037117105240365,0.16123169124332407
2021-05-18,3791.0,6649.0,930.0,12457.0,-0.23278100472099664,-0.6016866088051738,0.24258107501494963
2021-05-19,3663.0,6050.0,1133.0,13231.0,-0.16342401508046586,-0.5984199237725932,0.3468676065590928
2021-05-20,3121.0,5245.0,961.0,12209.0,-0.20602853348981434,-0.5958878768214022,0.21601619287781396
2021-05-21,2575.0,4369.0,857.0,11902.0,-0.27860247154588247,-0.6013038015692402,0.09273358725971179
2021-05-22,2087.0,3605.0,716.0,10143.0,-0.3384406967318903,-0.611308349182165,0.005220369939793929
2021-05-23,2191.0,3717.0,784.0,9842.0,-0.3851691081075379,-0.6184956481438245,-0.07353968603497148
2021-05-24,2745.0,4735.0,848.0,12288.0,-0.4258761563134451,-0.6148107871927662,-0.189286119489323
2021-05-25,3217.0,5857.0,792.0,13711.0,-0.4812380917459891,-0.6100717094522738,-0.2592305715298243
2021-05-26,4362.0,8228.0,836.0,13385.0,-0.42588712171811444,-0.5850043762074152,-0.35685339494667123
2021-05-27,4979.0,8681.0,827.0,12815.0,-0.3044547697649637,-0.5492547588751151,-0.4119487070567787
2021-05-28,4733.0,8294.0,764.0,11892.0,-0.16688772950298209,-0.5057085565303368,-0.43860404601720865
2021-05-29,2859.0,4939.0,605.0,11268.0,-0.13488072271785603,-0.5091676692584811,-0.4983064453104885
2021-05-30,2848.0,4812.0,645.0,9468.0,-0.08349110926833064,-0.5171515587143591,-0.5317714192431379
2021-05-31,2689.0,4828.0,615.0,9573.0,-0.03113236918093211,-0.5001285849240783,-0.5469293252636123
2021-06-01,3283.0,6038.0,620.0,11154.0,0.03006659893627764,-0.4737126429037238,-0.5423960882346954
2021-06-02,6276.0,11896.0,758.0,11072.0,0.19473584618472525,-0.38909319023058153,-0.5042020884218645
2021-06-03,6598.0,12240.0,867.0,11435.0,0.3356755342175293,-0.3242624318304062,-0.43833737877526174
2021-06-04,4447.0,7684.0,734.0,10493.0,0.3914302886567268,-0.29504584754249125,-0.39963449428105996
2021-06-05,3101.0,6110.0,625.0,8616.0,0.5167671674346479,-0.2647680176676085,-0.2990139225601705
2021-06-06,2745.0,4872.0,641.0,8200.0,0.6054686072101644,-0.24496240899368596,-0.2447102574429699
2021-06-07,3598.0,6183.0,605.0,10671.0,0.7130163496771962,-0.21874888038891205,-0.26809742342090714
2021-06-08,4339.0,7846.0,640.0,11047.0,0.8868908680899599,-0.18459674921668143,-0.23669658321465648
2021-06-09,4457.0,7859.0,732.0,10963.0,0.8779609457808915,-0.1385016599456603,-0.2278587149792763
2021-06-10,4118.0,7078.0,636.0,10660.0,0.8102846097270356,-0.09464384808293363,-0.31773783022779684
2021-06-11,3210.0,5337.0,561.0,10551.0,0.7909275168747617,-0.05859341982365501,-0.4249228505863297
2021-06-12,2472.0,3910.0,566.0,8084.0,0.8421814679554004,-0.022984347369061908,-0.4374590116230485
2021-06-13,2391.0,3841.0,596.0,7954.0,0.9113905681391288,0.011745561474538964,-0.4556653173337103
2021-06-14,3078.0,5037.0,756.0,10952.0,0.9252763127045625,0.04693814587518176,-0.3345346574345324
2021-06-15,3126.0,5212.0,636.0,11088.0,0.8132908767372863,0.08319258390600873,-0.32745157433940897
2021-06-16,2647.0,4604.0,577.0,10892.0,0.5409732160190645,0.08675682590753923,-0.461490749559713
2021-06-17,2507.0,4296.0,654.0,11741.0,0.17444474039831342,0.06944138628977312,-0.5036909274673034
2021-06-18,2321.0,4119.0,596.0,11532.0,-0.06996297055284731,0.0463291783222318,-0.5218784194870141
2021-06-19,1946.0,3504.0,632.0,8848.0,-0.23275139230521816,0.07763526926191675,-0.49029543210616605
2021-06-20,1700.0,3116.0,543.0,8601.0,-0.44560819691055314,0.0943437150364172,-0.585670803369672
2021-06-21,2193.0,3930.0,635.0,11401.0,-0.7184154993098586,0.10061335369157821,-0.7542505599228657
2021-06-22,2132.0,4155.0,622.0,10666.0,-0.9881889824309155,0.11494510864986417,-0.7327090835731384
2021-06-23,5013.0,6865.0,3397.0,10213.0,-0.21594471160695314,0.07026532082105663,2.109921223729957
2021-06-24,4645.0,6316.0,3204.0,10840.0,0.42648013583188804,-0.015526855346493132,3.843480420861156
2021-06-25,2381.0,3810.0,1032.0,10503.0,0.5189533565476846,-0.08337435012404729,3.9529361379468373
2021-06-26,1671.0,2783.0,665.0,7958.0,0.5162665356916234,-0.14685764507815108,3.8086622779253183
2021-06-27,1722.0,2871.0,646.0,7951.0,0.5733375522215608,-0.18823416707261104,3.6935719279444923
2021-06-28,2018.0,3482.0,692.0,10417.0,0.6039200099843722,-0.27067473627707506,3.5858795241818235
2021-06-29,2196.0,3706.0,755.0,10363.0,0.6434947417317037,-0.4298223066252399,3.4670871466919495
