date,views
2020-01-01,626.0
2020-01-02,757.0
2020-01-03,682.0
2020-01-04,667.0
2020-01-05,716.0
2020-01-06,679.0
2020-01-07,685.0
2020-01-08,689.0
2020-01-09,759.0
2020-01-10,637.0
2020-01-11,700.0
2020-01-12,699.0
2020-01-13,646.0
2020-01-14,691.0
2020-01-15,657.0
2020-01-16,657.0
2020-01-17,636.0
2020-01-18,586.0
2020-01-19,667.0
2020-01-20,635.0
2020-01-21,576.0
2020-01-22,664.0
2020-01-23,756.0
2020-01-24,1298.0
2020-01-25,967.0
2020-01-26,766.0
2020-01-27,693.0
2020-01-28,653.0
2020-01-29,604.0
2020-01-30,599.0
2020-01-31,632.0
2020-02-01,584.0
2020-02-02,604.0
2020-02-03,828.0
2020-02-04,673.0
2020-02-05,735.0
2020-02-06,738.0
2020-02-07,652.0
2020-02-08,708.0
2020-02-09,1002.0
2020-02-10,780.0
2020-02-11,767.0
2020-02-12,746.0
2020-02-13,696.0
2020-02-14,568.0
2020-02-15,641.0
2020-02-16,647.0
2020-02-17,615.0
2020-02-18,670.0
2020-02-19,761.0
2020-02-20,760.0
2020-02-21,696.0
2020-02-22,551.0
2020-02-23,654.0
2020-02-24,655.0
2020-02-25,634.0
2020-02-26,716.0
2020-02-27,652.0
2020-02-28,757.0
2020-02-29,602.0
2020-03-01,583.0
2020-03-02,770.0
2020-03-03,678.0
2020-03-04,1931.0
2020-03-05,1029.0
2020-03-06,799.0
2020-03-07,681.0
2020-03-08,785.0
2020-03-09,686.0
2020-03-10,716.0
2020-03-11,641.0
2020-03-12,698.0
2020-03-13,737.0
2020-03-14,832.0
2020-03-15,905.0
2020-03-16,690.0
2020-03-17,750.0
2020-03-18,839.0
2020-03-19,737.0
2020-03-20,966.0
2020-03-21,885.0
2020-03-22,984.0
2020-03-23,728.0
2020-03-24,800.0
2020-03-25,888.0
2020-03-26,900.0
2020-03-27,860.0
2020-03-28,849.0
2020-03-29,906.0
2020-03-30,834.0
2020-03-31,814.0
2020-04-01,773.0
2020-04-02,1025.0
2020-04-03,921.0
2020-04-04,765.0
2020-04-05,916.0
2020-04-06,920.0
2020-04-07,920.0
2020-04-08,1007.0
2020-04-09,812.0
2020-04-10,933.0
2020-04-11,971.0
2020-04-12,976.0
2020-04-13,1265.0
2020-04-14,1059.0
2020-04-15,1057.0
2020-04-16,972.0
2020-04-17,978.0
2020-04-18,1399.0
2020-04-19,1115.0
2020-04-20,880.0
2020-04-21,857.0
2020-04-22,895.0
2020-04-23,908.0
2020-04-24,905.0
2020-04-25,839.0
2020-04-26,954.0
2020-04-27,989.0
2020-04-28,816.0
2020-04-29,905.0
2020-04-30,939.0
2020-05-01,806.0
2020-05-02,762.0
2020-05-03,842.0
2020-05-04,1140.0
2020-05-05,2156.0
2020-05-06,827.0
2020-05-07,907.0
2020-05-08,828.0
2020-05-09,973.0
2020-05-10,894.0
2020-05-11,856.0
2020-05-12,797.0
2020-05-13,790.0
2020-05-14,864.0
2020-05-15,800.0
2020-05-16,820.0
2020-05-17,797.0
2020-05-18,785.0
2020-05-19,873.0
2020-05-20,809.0
2020-05-21,749.0
2020-05-22,743.0
2020-05-23,805.0
2020-05-24,812.0
2020-05-25,699.0
2020-05-26,691.0
2020-05-27,734.0
2020-05-28,692.0
2020-05-29,652.0
2020-05-30,670.0
2020-05-31,601.0
2020-06-01,599.0
2020-06-02,788.0
2020-06-03,612.0
2020-06-04,794.0
2020-06-05,734.0
2020-06-06,867.0
2020-06-07,1535.0
2020-06-08,824.0
2020-06-09,1031.0
2020-06-10,2424.0
2020-06-11,922.0
2020-06-12,842.0
2020-06-13,1548.0
2020-06-14,1221.0
2020-06-15,922.0
2020-06-16,995.0
2020-06-17,2030.0
2020-06-18,1065.0
2020-06-19,3540.0
2020-06-20,1049.0
2020-06-21,834.0
2020-06-22,845.0
2020-06-23,873.0
2020-06-24,748.0
2020-06-25,699.0
2020-06-26,701.0
2020-06-27,625.0
2020-06-28,765.0
2020-06-29,1346.0
2020-06-30,667.0
2020-07-01,761.0
2020-07-02,753.0
2020-07-03,722.0
2020-07-04,724.0
2020-07-05,669.0
2020-07-06,837.0
2020-07-07,872.0
2020-07-08,1118.0
2020-07-09,1182.0
2020-07-10,788.0
2020-07-11,679.0
2020-07-12,717.0
2020-07-13,670.0
2020-07-14,705.0
2020-07-15,805.0
2020-07-16,824.0
2020-07-17,904.0
2020-07-18,884.0
2020-07-19,772.0
2020-07-20,718.0
2020-07-21,858.0
2020-07-22,894.0
2020-07-23,738.0
2020-07-24,665.0
2020-07-25,787.0
2020-07-26,795.0
2020-07-27,1359.0
2020-07-28,1275.0
2020-07-29,1094.0
2020-07-30,772.0
2020-07-31,682.0
2020-08-01,632.0
2020-08-02,660.0
2020-08-03,774.0
2020-08-04,698.0
2020-08-05,689.0
2020-08-06,683.0
2020-08-07,615.0
2020-08-08,616.0
2020-08-09,682.0
2020-08-10,772.0
2020-08-11,787.0
2020-08-12,733.0
2020-08-13,787.0
2020-08-14,727.0
2020-08-15,697.0
2020-08-16,709.0
2020-08-17,935.0
2020-08-18,890.0
2020-08-19,790.0
2020-08-20,810.0
2020-08-21,866.0
2020-08-22,762.0
2020-08-23,792.0
2020-08-24,783.0
2020-08-25,696.0
2020-08-26,725.0
2020-08-27,710.0
2020-08-28,785.0
2020-08-29,672.0
2020-08-30,1226.0
2020-08-31,704.0
2020-09-01,734.0
2020-09-02,575.0
2020-09-03,683.0
2020-09-04,793.0
2020-09-05,648.0
2020-09-06,925.0
2020-09-07,1283.0
2020-09-08,878.0
2020-09-09,1123.0
2020-09-10,864.0
2020-09-11,655.0
2020-09-12,651.0
2020-09-13,646.0
2020-09-14,620.0
2020-09-15,643.0
2020-09-16,566.0
2020-09-17,619.0
2020-09-18,656.0
2020-09-19,551.0
2020-09-20,590.0
2020-09-21,792.0
2020-09-22,602.0
2020-09-23,606.0
2020-09-24,686.0
2020-09-25,695.0
2020-09-26,639.0
2020-09-27,590.0
2020-09-28,608.0
2020-09-29,691.0
2020-09-30,496.0
2020-10-01,596.0
2020-10-02,610.0
2020-10-03,946.0
2020-10-04,758.0
2020-10-05,686.0
2020-10-06,629.0
2020-10-07,718.0
2020-10-08,962.0
2020-10-09,835.0
2020-10-10,808.0
2020-10-11,754.0
2020-10-12,814.0
2020-10-13,836.0
2020-10-14,764.0
2020-10-15,810.0
2020-10-16,760.0
2020-10-17,620.0
2020-10-18,648.0
2020-10-19,931.0
2020-10-20,771.0
2020-10-21,1111.0
2020-10-22,856.0
2020-10-23,678.0
2020-10-24,740.0
2020-10-25,753.0
2020-10-26,621.0
2020-10-27,946.0
2020-10-28,737.0
2020-10-29,785.0
2020-10-30,656.0
2020-10-31,558.0
2020-11-01,571.0
2020-11-02,633.0
2020-11-03,557.0
2020-11-04,454.0
2020-11-05,802.0
2020-11-06,689.0
2020-11-07,655.0
2020-11-08,676.0
2020-11-09,765.0
2020-11-10,717.0
2020-11-11,741.0
2020-11-12,1388.0
2020-11-13,711.0
2020-11-14,664.0
2020-11-15,635.0
2020-11-16,691.0
2020-11-17,694.0
2020-11-18,735.0
2020-11-19,763.0
2020-11-20,667.0
2020-11-21,1225.0
2020-11-22,972.0
2020-11-23,756.0
2020-11-24,817.0
2020-11-25,678.0
2020-11-26,664.0
2020-11-27,714.0
2020-11-28,807.0
2020-11-29,629.0
2020-11-30,1108.0
2020-12-01,781.0
2020-12-02,971.0
2020-12-03,1017.0
2020-12-04,722.0
2020-12-05,693.0
2020-12-06,639.0
2020-12-07,726.0
2020-12-08,695.0
2020-12-09,658.0
2020-12-10,1176.0
2020-12-11,699.0
2020-12-12,629.0
2020-12-13,744.0
2020-12-14,678.0
2020-12-15,626.0
2020-12-16,699.0
2020-12-17,706.0
2020-12-18,669.0
2020-12-19,687.0
2020-12-20,642.0
2020-12-21,757.0
2020-12-22,988.0
2020-12-23,941.0
2020-12-24,700.0
2020-12-25,637.0
2020-12-26,793.0
2020-12-27,939.0
2020-12-28,1080.0
2020-12-29,946.0
2020-12-30,976.0
2020-12-31,947.0
2021-01-01,1047.0
2021-01-02,1534.0
2021-01-03,1221.0
2021-01-04,1213.0
2021-01-05,1300.0
2021-01-06,1043.0
2021-01-07,1124.0
2021-01-08,1226.0
2021-01-09,1266.0
2021-01-10,1585.0
2021-01-11,1351.0
2021-01-12,1189.0
2021-01-13,1208.0
2021-01-14,1137.0
2021-01-15,1159.0
2021-01-16,1086.0
2021-01-17,2052.0
2021-01-18,1155.0
2021-01-19,1230.0
2021-01-20,969.0
2021-01-21,1030.0
2021-01-22,1585.0
2021-01-23,2665.0
2021-01-24,1877.0
2021-01-25,2327.0
2021-01-26,3207.0
2021-01-27,8983.0
2021-01-28,13706.0
2021-01-29,11454.0
2021-01-30,7920.0
2021-01-31,6092.0
2021-02-01,6343.0
2021-02-02,6377.0
2021-02-03,3755.0
2021-02-04,3743.0
2021-02-05,2983.0
2021-02-06,2189.0
2021-02-07,2159.0
2021-02-08,2164.0
2021-02-09,2087.0
2021-02-10,1780.0
2021-02-11,1669.0
2021-02-12,1438.0
2021-02-13,1237.0
2021-02-14,1222.0
2021-02-15,1418.0
2021-02-16,1207.0
2021-02-17,1098.0
2021-02-18,1158.0
2021-02-19,1200.0
2021-02-20,1071.0
2021-02-21,992.0
2021-02-22,976.0
2021-02-23,969.0
2021-02-24,986.0
2021-02-25,1083.0
2021-02-26,941.0
2021-02-27,885.0
2021-02-28,896.0
2021-03-01,886.0
2021-03-02,977.0
2021-03-03,1120.0
2021-03-04,944.0
2021-03-05,984.0
2021-03-06,1205.0
2021-03-07,1042.0
2021-03-08,903.0
2021-03-09,927.0
2021-03-10,911.0
2021-03-11,850.0
2021-03-12,807.0
2021-03-13,847.0
2021-03-14,876.0
2021-03-15,811.0
2021-03-16,751.0
2021-03-17,781.0
2021-03-18,830.0
2021-03-19,666.0
2021-03-20,747.0
2021-03-21,789.0
2021-03-22,801.0
2021-03-23,786.0
2021-03-24,604.0
2021-03-25,694.0
2021-03-26,677.0
2021-03-27,617.0
2021-03-28,720.0
2021-03-29,743.0
2021-03-30,762.0
2021-03-31,903.0
2021-04-01,753.0
2021-04-02,684.0
2021-04-03,685.0
2021-04-04,648.0
2021-04-05,686.0
2021-04-06,629.0
2021-04-07,757.0
2021-04-08,689.0
2021-04-09,675.0
2021-04-10,653.0
2021-04-11,773.0
2021-04-12,712.0
2021-04-13,665.0
2021-04-14,1105.0
2021-04-15,1057.0
2021-04-16,1166.0
2021-04-17,1081.0
2021-04-18,1019.0
2021-04-19,1009.0
2021-04-20,1167.0
2021-04-21,1070.0
2021-04-22,962.0
2021-04-23,1174.0
2021-04-24,915.0
2021-04-25,905.0
2021-04-26,988.0
2021-04-27,992.0
2021-04-28,915.0
2021-04-29,865.0
2021-04-30,839.0
2021-05-01,794.0
2021-05-02,735.0
2021-05-03,827.0
2021-05-04,924.0
2021-05-05,974.0
2021-05-06,981.0
2021-05-07,964.0
2021-05-08,896.0
2021-05-09,1127.0
2021-05-10,1123.0
2021-05-11,905.0
2021-05-12,900.0
2021-05-13,1722.0
2021-05-14,1311.0
2021-05-15,986.0
2021-05-16,1016.0
2021-05-17,1241.0
2021-05-18,930.0
2021-05-19,1133.0
2021-05-20,961.0
2021-05-21,857.0
2021-05-22,716.0
2021-05-23,784.0
2021-05-24,848.0
2021-05-25,792.0
2021-05-26,836.0
2021-05-27,827.0
2021-05-28,764.0
2021-05-29,605.0
2021-05-30,645.0
