date,views
2020-01-01,2227.0
2020-01-02,3922.0
2020-01-03,4818.0
2020-01-04,2597.0
2020-01-05,2235.0
2020-01-06,3753.0
2020-01-07,3697.0
2020-01-08,4181.0
2020-01-09,4086.0
2020-01-10,5289.0
2020-01-11,3136.0
2020-01-12,2631.0
2020-01-13,3788.0
2020-01-14,4157.0
2020-01-15,4523.0
2020-01-16,4783.0
2020-01-17,4244.0
2020-01-18,2500.0
2020-01-19,2256.0
2020-01-20,3008.0
2020-01-21,3889.0
2020-01-22,4147.0
2020-01-23,3881.0
2020-01-24,3547.0
2020-01-25,2162.0
2020-01-26,2036.0
2020-01-27,5007.0
2020-01-28,4952.0
2020-01-29,4084.0
2020-01-30,3912.0
2020-01-31,5098.0
2020-02-01,2980.0
2020-02-02,2247.0
2020-02-03,3982.0
2020-02-04,4302.0
2020-02-05,4880.0
2020-02-06,4370.0
2020-02-07,3602.0
2020-02-08,2384.0
2020-02-09,2107.0
2020-02-10,3482.0
2020-02-11,4123.0
2020-02-12,3982.0
2020-02-13,3827.0
2020-02-14,3143.0
2020-02-15,2245.0
2020-02-16,2067.0
2020-02-17,2975.0
2020-02-18,3546.0
2020-02-19,3656.0
2020-02-20,4983.0
2020-02-21,3445.0
2020-02-22,2285.0
2020-02-23,2600.0
2020-02-24,10870.0
2020-02-25,15178.0
2020-02-26,12872.0
2020-02-27,20567.0
2020-02-28,41516.0
2020-02-29,13602.0
2020-03-01,7834.0
2020-03-02,14460.0
2020-03-03,14575.0
2020-03-04,11027.0
2020-03-05,11064.0
2020-03-06,11977.0
2020-03-07,5323.0
2020-03-08,4528.0
2020-03-09,37148.0
2020-03-10,33177.0
2020-03-11,25068.0
2020-03-12,54667.0
2020-03-13,43428.0
2020-03-14,14667.0
2020-03-15,10525.0
2020-03-16,42571.0
2020-03-17,44871.0
2020-03-18,38248.0
2020-03-19,30569.0
2020-03-20,21012.0
2020-03-21,14765.0
2020-03-22,11316.0
2020-03-23,23732.0
2020-03-24,23121.0
2020-03-25,25298.0
2020-03-26,20194.0
2020-03-27,17755.0
2020-03-28,9501.0
2020-03-29,8338.0
2020-03-30,12935.0
2020-03-31,12955.0
2020-04-01,13915.0
2020-04-02,12874.0
2020-04-03,10751.0
2020-04-04,6634.0
2020-04-05,6286.0
2020-04-06,10779.0
2020-04-07,12270.0
2020-04-08,10304.0
2020-04-09,11004.0
2020-04-10,8142.0
2020-04-11,5660.0
2020-04-12,5148.0
2020-04-13,9413.0
2020-04-14,8979.0
2020-04-15,9245.0
2020-04-16,9613.0
2020-04-17,8844.0
2020-04-18,5797.0
2020-04-19,5072.0
2020-04-20,9478.0
2020-04-21,9780.0
2020-04-22,7823.0
2020-04-23,7103.0
2020-04-24,6912.0
2020-04-25,4496.0
2020-04-26,4447.0
2020-04-27,6484.0
2020-04-28,7262.0
2020-04-29,7983.0
2020-04-30,7891.0
2020-05-01,7039.0
2020-05-02,4585.0
2020-05-03,4393.0
2020-05-04,7077.0
2020-05-05,7150.0
2020-05-06,7010.0
2020-05-07,6416.0
2020-05-08,6298.0
2020-05-09,4299.0
2020-05-10,3532.0
2020-05-11,6322.0
2020-05-12,5894.0
2020-05-13,6380.0
2020-05-14,6417.0
2020-05-15,5261.0
2020-05-16,3260.0
2020-05-17,3249.0
2020-05-18,6129.0
2020-05-19,6650.0
2020-05-20,5824.0
2020-05-21,5327.0
2020-05-22,4782.0
2020-05-23,3043.0
2020-05-24,2870.0
2020-05-25,3509.0
2020-05-26,6464.0
2020-05-27,6814.0
2020-05-28,6205.0
2020-05-29,4825.0
2020-05-30,2881.0
2020-05-31,2556.0
2020-06-01,6113.0
2020-06-02,5450.0
2020-06-03,5230.0
2020-06-04,5211.0
2020-06-05,6796.0
2020-06-06,3972.0
2020-06-07,3318.0
2020-06-08,6225.0
2020-06-09,6934.0
2020-06-10,6763.0
2020-06-11,10937.0
2020-06-12,9772.0
2020-06-13,3834.0
2020-06-14,3103.0
2020-06-15,6535.0
2020-06-16,5628.0
2020-06-17,4965.0
2020-06-18,4719.0
2020-06-19,3967.0
2020-06-20,2435.0
2020-06-21,2291.0
2020-06-22,3711.0
2020-06-23,4011.0
2020-06-24,4823.0
2020-06-25,4430.0
2020-06-26,4301.0
2020-06-27,2825.0
2020-06-28,2527.0
2020-06-29,4211.0
2020-06-30,4162.0
2020-07-01,4198.0
2020-07-02,4252.0
2020-07-03,2980.0
2020-07-04,2029.0
2020-07-05,2154.0
2020-07-06,4064.0
2020-07-07,4181.0
2020-07-08,4114.0
2020-07-09,4566.0
2020-07-10,4259.0
2020-07-11,2655.0
2020-07-12,2499.0
2020-07-13,4549.0
2020-07-14,6430.0
2020-07-15,5809.0
2020-07-16,4592.0
2020-07-17,4143.0
2020-07-18,2462.0
2020-07-19,2413.0
2020-07-20,4454.0
2020-07-21,4709.0
2020-07-22,4627.0
2020-07-23,4398.0
2020-07-24,3840.0
2020-07-25,2312.0
2020-07-26,2148.0
2020-07-27,3603.0
2020-07-28,3687.0
2020-07-29,3726.0
2020-07-30,4687.0
2020-07-31,5788.0
2020-08-01,3062.0
2020-08-02,2788.0
2020-08-03,4014.0
2020-08-04,4151.0
2020-08-05,4558.0
2020-08-06,4296.0
2020-08-07,4082.0
2020-08-08,2689.0
2020-08-09,2553.0
2020-08-10,5586.0
2020-08-11,7134.0
2020-08-12,5320.0
2020-08-13,5031.0
2020-08-14,3895.0
2020-08-15,2578.0
2020-08-16,2662.0
2020-08-17,4217.0
2020-08-18,5055.0
2020-08-19,4844.0
2020-08-20,4349.0
2020-08-21,4231.0
2020-08-22,3056.0
2020-08-23,2766.0
2020-08-24,8380.0
2020-08-25,22065.0
2020-08-26,14868.0
2020-08-27,9037.0
2020-08-28,6806.0
2020-08-29,4206.0
2020-08-30,4244.0
2020-08-31,8206.0
2020-09-01,6363.0
2020-09-02,7873.0
2020-09-03,158163.0
2020-09-04,41490.0
2020-09-05,3874.0
2020-09-06,3215.0
2020-09-07,3677.0
2020-09-08,6436.0
2020-09-09,5660.0
2020-09-10,5101.0
2020-09-11,4910.0
2020-09-12,3046.0
2020-09-13,2905.0
2020-09-14,4525.0
2020-09-15,4778.0
2020-09-16,4569.0
2020-09-17,4554.0
2020-09-18,3927.0
2020-09-19,2517.0
2020-09-20,2297.0
2020-09-21,5998.0
2020-09-22,5464.0
2020-09-23,5309.0
2020-09-24,4790.0
2020-09-25,4060.0
2020-09-26,2560.0
2020-09-27,2833.0
2020-09-28,3680.0
2020-09-29,3714.0
2020-09-30,3847.0
2020-10-01,3445.0
2020-10-02,5039.0
2020-10-03,2289.0
2020-10-04,2110.0
2020-10-05,3571.0
2020-10-06,4822.0
2020-10-07,5487.0
2020-10-08,4311.0
2020-10-09,3830.0
2020-10-10,2250.0
2020-10-11,2324.0
2020-10-12,4220.0
2020-10-13,4144.0
2020-10-14,3501.0
2020-10-15,4007.0
2020-10-16,3557.0
2020-10-17,2332.0
2020-10-18,2505.0
2020-10-19,4205.0
2020-10-20,4099.0
2020-10-21,3512.0
2020-10-22,3919.0
2020-10-23,3509.0
2020-10-24,2243.0
2020-10-25,1993.0
2020-10-26,5121.0
2020-10-27,4953.0
2020-10-28,6145.0
2020-10-29,5515.0
2020-10-30,4619.0
2020-10-31,2412.0
2020-11-01,2319.0
2020-11-02,4538.0
2020-11-03,4814.0
2020-11-04,5124.0
2020-11-05,4073.0
2020-11-06,3594.0
2020-11-07,2394.0
2020-11-08,2412.0
2020-11-09,11579.0
2020-11-10,10955.0
2020-11-11,6856.0
2020-11-12,5394.0
2020-11-13,4305.0
2020-11-14,2974.0
2020-11-15,2665.0
2020-11-16,6465.0
2020-11-17,6730.0
2020-11-18,5753.0
2020-11-19,4859.0
2020-11-20,4140.0
2020-11-21,2724.0
2020-11-22,3169.0
2020-11-23,4207.0
2020-11-24,14372.0
2020-11-25,19391.0
2020-11-26,7356.0
2020-11-27,4831.0
2020-11-28,3474.0
2020-11-29,3274.0
2020-11-30,6781.0
2020-12-01,5718.0
2020-12-02,5599.0
2020-12-03,5312.0
2020-12-04,5102.0
2020-12-05,3243.0
2020-12-06,3293.0
2020-12-07,4941.0
2020-12-08,4583.0
2020-12-09,4543.0
2020-12-10,4343.0
2020-12-11,4382.0
2020-12-12,2995.0
2020-12-13,2592.0
2020-12-14,4542.0
2020-12-15,4223.0
2020-12-16,4315.0
2020-12-17,4165.0
2020-12-18,3753.0
2020-12-19,2367.0
2020-12-20,2335.0
2020-12-21,4835.0
2020-12-22,5010.0
2020-12-23,4141.0
2020-12-24,3276.0
2020-12-25,2281.0
2020-12-26,2378.0
2020-12-27,2573.0
2020-12-28,4155.0
2020-12-29,4414.0
2020-12-30,3947.0
2020-12-31,3791.0
2021-01-01,3122.0
2021-01-02,3092.0
2021-01-03,3018.0
2021-01-04,6522.0
2021-01-05,5045.0
2021-01-06,6807.0
2021-01-07,6118.0
2021-01-08,5783.0
2021-01-09,3657.0
2021-01-10,3271.0
2021-01-11,5099.0
2021-01-12,4832.0
2021-01-13,4448.0
2021-01-14,4652.0
2021-01-15,4072.0
2021-01-16,2752.0
2021-01-17,2505.0
2021-01-18,3220.0
2021-01-19,4010.0
2021-01-20,4627.0
2021-01-21,5048.0
2021-01-22,4630.0
2021-01-23,3133.0
2021-01-24,2802.0
2021-01-25,5403.0
2021-01-26,4835.0
2021-01-27,6751.0
2021-01-28,8881.0
2021-01-29,9545.0
2021-01-30,6252.0
2021-01-31,4739.0
2021-02-01,6856.0
2021-02-02,6539.0
2021-02-03,6136.0
2021-02-04,5617.0
2021-02-05,5122.0
2021-02-06,3453.0
2021-02-07,3235.0
2021-02-08,4634.0
2021-02-09,4848.0
2021-02-10,5092.0
2021-02-11,4998.0
2021-02-12,4082.0
2021-02-13,2769.0
2021-02-14,2560.0
2021-02-15,3435.0
2021-02-16,4517.0
2021-02-17,5325.0
2021-02-18,5082.0
2021-02-19,4068.0
2021-02-20,2787.0
2021-02-21,2691.0
2021-02-22,5836.0
2021-02-23,6721.0
2021-02-24,5943.0
2021-02-25,6158.0
2021-02-26,6643.0
2021-02-27,3616.0
2021-02-28,3117.0
2021-03-01,5032.0
2021-03-02,4927.0
2021-03-03,5425.0
2021-03-04,6108.0
2021-03-05,6088.0
2021-03-06,3708.0
2021-03-07,3127.0
2021-03-08,10176.0
2021-03-09,7633.0
2021-03-10,7613.0
2021-03-11,7333.0
2021-03-12,7456.0
2021-03-13,4351.0
2021-03-14,3545.0
2021-03-15,5324.0
2021-03-16,5317.0
2021-03-17,5582.0
2021-03-18,6774.0
2021-03-19,5280.0
2021-03-20,3012.0
2021-03-21,2625.0
2021-03-22,3790.0
2021-03-23,3964.0
2021-03-24,4775.0
2021-03-25,3977.0
2021-03-26,4118.0
2021-03-27,2475.0
2021-03-28,2394.0
2021-03-29,4234.0
2021-03-30,4272.0
2021-03-31,4064.0
2021-04-01,4013.0
2021-04-02,2849.0
2021-04-03,1961.0
2021-04-04,2075.0
2021-04-05,3766.0
2021-04-06,3676.0
2021-04-07,3552.0
2021-04-08,3391.0
2021-04-09,3492.0
2021-04-10,2403.0
2021-04-11,2303.0
2021-04-12,3312.0
2021-04-13,3977.0
2021-04-14,4039.0
2021-04-15,3877.0
2021-04-16,4223.0
2021-04-17,2373.0
2021-04-18,2313.0
2021-04-19,3241.0
2021-04-20,3433.0
2021-04-21,3446.0
2021-04-22,3667.0
2021-04-23,3275.0
2021-04-24,2249.0
2021-04-25,2259.0
2021-04-26,3498.0
2021-04-27,3316.0
2021-04-28,3585.0
2021-04-29,3644.0
2021-04-30,3334.0
2021-05-01,1899.0
2021-05-02,1824.0
2021-05-03,3421.0
2021-05-04,3878.0
2021-05-05,3943.0
2021-05-06,4891.0
2021-05-07,3966.0
2021-05-08,2352.0
2021-05-09,2183.0
2021-05-10,5490.0
2021-05-11,5093.0
2021-05-12,4537.0
2021-05-13,4484.0
2021-05-14,3268.0
2021-05-15,2173.0
2021-05-16,2020.0
2021-05-17,3064.0
2021-05-18,3264.0
2021-05-19,3522.0
2021-05-20,3204.0
2021-05-21,3207.0
2021-05-22,2192.0
2021-05-23,2033.0
2021-05-24,2995.0
2021-05-25,3344.0
2021-05-26,4091.0
2021-05-27,3914.0
2021-05-28,3412.0
2021-05-29,3243.0
2021-05-30,2052.0
2021-05-31,2220.0
2021-06-01,2924.0
2021-06-02,2967.0
2021-06-03,2900.0
2021-06-04,2671.0
2021-06-05,1829.0
2021-06-06,1835.0
2021-06-07,2577.0
2021-06-08,2894.0
2021-06-09,2702.0
2021-06-10,2704.0
2021-06-11,2563.0
2021-06-12,1590.0
2021-06-13,1448.0
2021-06-14,2637.0
2021-06-15,2714.0
2021-06-16,2929.0
2021-06-17,3263.0
2021-06-18,3670.0
2021-06-19,2339.0
2021-06-20,2120.0
2021-06-21,3427.0
2021-06-22,2747.0
2021-06-23,2628.0
2021-06-24,2785.0
2021-06-25,2870.0
2021-06-26,1708.0
2021-06-27,2013.0
2021-06-28,2898.0
2021-06-29,2709.0
2021-06-30,2944.0
2021-07-01,3194.0
2021-07-02,2711.0
2021-07-03,1890.0
2021-07-04,1741.0
2021-07-05,2276.0
2021-07-06,3394.0
2021-07-07,3031.0
2021-07-08,3920.0
2021-07-09,3086.0
2021-07-10,1823.0
2021-07-11,1598.0
2021-07-12,3018.0
2021-07-13,3262.0
2021-07-14,3056.0
2021-07-15,3153.0
2021-07-16,2545.0
2021-07-17,1676.0
2021-07-18,1799.0
2021-07-19,5832.0
2021-07-20,5059.0
2021-07-21,3979.0
2021-07-22,3301.0
2021-07-23,3262.0
2021-07-24,2021.0
2021-07-25,1614.0
2021-07-26,2791.0
2021-07-27,3291.0
2021-07-28,3234.0
2021-07-29,2793.0
2021-07-30,2396.0
2021-07-31,1596.0
2021-08-01,1440.0
2021-08-02,2407.0
2021-08-03,2920.0
2021-08-04,3092.0
2021-08-05,2577.0
2021-08-06,2623.0
2021-08-07,1742.0
2021-08-08,1679.0
2021-08-09,2614.0
2021-08-10,2797.0
2021-08-11,3005.0
2021-08-12,2672.0
2021-08-13,2482.0
2021-08-14,1516.0
2021-08-15,1481.0
2021-08-16,2682.0
2021-08-17,2976.0
2021-08-18,2531.0
2021-08-19,2985.0
2021-08-20,2493.0
2021-08-21,1646.0
2021-08-22,1482.0
2021-08-23,2693.0
2021-08-24,2565.0
2021-08-25,3196.0
2021-08-26,3014.0
