date,pm25_mean,pm25_median,pm25_max,aqi_mean,aqi_max,n_monitors,n_counties,high_aqi100_raw,high_aqi150_raw,pm25_top_decile_raw
2018-03-16,4.116667,4.116667,4.116667,,,1,1,0.0,0.0,0.0
2018-03-17,3.308333,3.308333,3.308333,,,1,1,0.0,0.0,0.0
2018-03-18,4.347222222222222,4.4,6.0,25.375,33.0,9,5,0.0,0.0,0.0
2018-03-19,3.2375,3.2375,3.2375,,,1,1,0.0,0.0,0.0
2018-03-20,2.895833,2.895833,2.895833,,,1,1,0.0,0.0,0.0
2018-03-21,5.803240777777777,5.1,13.1,32.25,58.0,9,5,0.0,0.0,0.0
2018-03-22,4.195833,4.195833,4.195833,,,1,1,0.0,0.0,0.0
2018-03-23,4.741667,4.741667,4.741667,,,1,1,0.0,0.0,0.0
2018-03-24,4.288888888888889,4.2,5.3,23.666666666666668,29.0,9,5,0.0,0.0,0.0
2018-03-25,3.4,3.4,3.4,19.0,19.0,1,1,0.0,0.0,0.0
2018-03-26,4.8908655,4.8908655,6.269231,,,2,2,0.0,0.0,0.0
2018-03-27,7.224074111111111,7.7,9.5,44.714285714285715,52.0,9,5,0.0,0.0,0.0
2018-03-28,12.591666499999999,12.591666499999999,13.245833,,,2,2,0.0,0.0,0.0
2018-03-29,16.337061,16.337061,16.458333,,,2,2,0.0,0.0,1.0
2018-03-30,13.418839111111112,13.1,17.415385,59.142857142857146,63.0,9,5,0.0,0.0,1.0
2018-03-31,3.1625,3.1625,3.1625,,,1,1,0.0,0.0,0.0
2018-04-01,3.6875,3.6875,3.6875,,,1,1,0.0,0.0,0.0
2018-04-02,6.901388888888889,6.5,13.2,38.875,59.0,9,5,0.0,0.0,0.0
2018-04-03,5.395833,5.395833,5.395833,,,1,1,0.0,0.0,0.0
2018-04-04,5.258333,5.258333,5.258333,,,1,1,0.0,0.0,0.0
2018-04-05,3.986111111111111,3.8,6.0,23.875,33.0,9,5,0.0,0.0,0.0
2018-04-06,6.516667,6.516667,6.516667,,,1,1,0.0,0.0,0.0
2018-04-07,2.195833,2.195833,2.195833,,,1,1,0.0,0.0,0.0
2018-04-08,3.676388888888889,3.5,5.0,21.25,28.0,9,5,0.0,0.0,0.0
2018-04-09,3.05,3.05,3.05,,,1,1,0.0,0.0,0.0
2018-04-10,12.204167,12.204167,12.204167,,,1,1,0.0,0.0,0.0
2018-04-11,10.023611111111112,10.0,12.0,53.625,56.0,9,5,0.0,0.0,0.0
2018-04-12,14.441667,14.441667,14.441667,,,1,1,0.0,0.0,1.0
2018-04-13,12.195833,12.195833,12.195833,,,1,1,0.0,0.0,0.0
2018-04-14,17.286458375,17.15,21.8,67.0,75.0,8,4,0.0,0.0,1.0
2018-04-15,3.325,3.325,3.325,,,1,1,0.0,0.0,0.0
2018-04-16,3.61875,3.61875,3.61875,,,1,1,0.0,0.0,0.0
2018-04-17,3.30297625,3.15,5.1,19.857142857142858,28.0,8,4,0.0,0.0,0.0
2018-04-18,2.7375,2.7375,2.7375,,,1,1,0.0,0.0,0.0
2018-04-19,1.833333,1.833333,1.833333,,,1,1,0.0,0.0,0.0
2018-04-20,3.0555555555555554,3.1,4.5,18.75,25.0,9,5,0.0,0.0,0.0
2018-04-21,1.658333,1.658333,1.658333,,,1,1,0.0,0.0,0.0
2018-04-22,2.908333,2.908333,2.908333,,,1,1,0.0,0.0,0.0
2018-04-23,11.5703125,11.88125,15.2,55.42857142857143,62.0,8,4,0.0,0.0,0.0
2018-04-24,4.45,4.45,4.45,,,1,1,0.0,0.0,0.0
2018-04-25,5.591667,5.591667,5.591667,,,1,1,0.0,0.0,0.0
2018-04-26,6.178240777777777,4.8,19.0,32.0,69.0,9,5,0.0,0.0,0.0
2018-04-27,5.233333,5.233333,5.233333,,,1,1,0.0,0.0,0.0
2018-04-28,13.9625,13.9625,13.9625,,,1,1,0.0,0.0,1.0
2018-04-29,4.461458375,4.45,5.9,25.571428571428573,33.0,8,4,0.0,0.0,0.0
2018-04-30,2.179167,2.179167,2.179167,,,1,1,0.0,0.0,0.0
2018-05-01,7.595833,7.595833,7.595833,,,1,1,0.0,0.0,0.0
2018-05-02,11.066666666666666,11.0,13.3,55.375,59.0,9,5,0.0,0.0,0.0
2018-05-03,11.85,11.85,11.85,,,1,1,0.0,0.0,0.0
2018-05-04,13.183333,13.183333,13.183333,,,1,1,0.0,0.0,1.0
2018-05-05,8.6609375,5.95,29.5,41.57142857142857,89.0,8,4,0.0,0.0,0.0
2018-05-06,5.920833,5.920833,5.920833,,,1,1,0.0,0.0,0.0
2018-05-07,6.45,6.45,6.45,,,1,1,0.0,0.0,0.0
2018-05-08,7.438888888888889,7.3,11.3,42.625,55.0,9,5,0.0,0.0,0.0
2018-05-09,7.425,7.425,7.425,,,1,1,0.0,0.0,0.0
2018-05-10,3.645833,3.645833,3.645833,,,1,1,0.0,0.0,0.0
2018-05-11,5.58125,5.35,7.8,31.857142857142858,43.0,8,5,0.0,0.0,0.0
2018-05-12,6.9041665000000005,6.9041665000000005,8.8,49.0,49.0,2,2,0.0,0.0,0.0
2018-05-13,2.408333,2.408333,2.408333,,,1,1,0.0,0.0,0.0
2018-05-14,10.019270875,9.6,16.1,51.142857142857146,64.0,8,4,0.0,0.0,0.0
2018-05-15,10.545833,10.545833,10.545833,,,1,1,0.0,0.0,0.0
2018-05-16,3.716667,3.716667,3.716667,,,1,1,0.0,0.0,0.0
2018-05-17,11.721296333333335,11.2,14.3,56.25,61.0,9,5,0.0,0.0,0.0
2018-05-18,6.895833,6.895833,6.895833,,,1,1,0.0,0.0,0.0
2018-05-19,1.804167,1.804167,1.804167,,,1,1,0.0,0.0,0.0
2018-05-20,6.107407444444444,6.3,7.4,35.25,41.0,9,5,0.0,0.0,0.0
2018-05-21,4.466667,4.466667,4.466667,,,1,1,0.0,0.0,0.0
2018-05-22,6.0,6.0,6.0,,,1,1,0.0,0.0,0.0
2018-05-23,7.987963,7.7,9.2,43.75,51.0,9,5,0.0,0.0,0.0
2018-05-24,8.333333,8.333333,8.333333,,,1,1,0.0,0.0,0.0
2018-05-25,10.870833,10.870833,10.870833,,,1,1,0.0,0.0,0.0
2018-05-26,16.1578125,16.35,17.2,64.57142857142857,66.0,8,4,0.0,0.0,1.0
2018-05-27,7.025,7.025,7.025,,,1,1,0.0,0.0,0.0
2018-05-28,3.625,3.625,3.625,,,1,1,0.0,0.0,0.0
2018-05-29,12.928125,12.3,15.0,58.57142857142857,62.0,8,4,0.0,0.0,0.0
2018-05-30,5.5,5.5,5.5,,,1,1,0.0,0.0,0.0
2018-05-31,4.229167,4.229167,4.229167,,,1,1,0.0,0.0,0.0
2018-06-01,10.607070666666665,10.2,14.5,54.375,61.0,9,5,0.0,0.0,0.0
2018-06-02,7.458333,7.458333,7.458333,,,1,1,0.0,0.0,0.0
2018-06-03,4.1,4.1,4.1,,,1,1,0.0,0.0,0.0
2018-06-04,4.564814777777778,4.7,6.2,27.625,34.0,9,5,0.0,0.0,0.0
2018-06-05,5.5,5.5,5.5,,,1,1,0.0,0.0,0.0
2018-06-06,3.708333,3.708333,3.708333,,,1,1,0.0,0.0,0.0
2018-06-07,4.235185222222222,4.2,5.3,24.25,29.0,9,5,0.0,0.0,0.0
2018-06-08,6.9,6.9,6.9,,,1,1,0.0,0.0,0.0
2018-06-09,9.895833,9.895833,9.895833,,,1,1,0.0,0.0,0.0
2018-06-10,8.040104125,7.85,9.8,45.0,52.0,8,4,0.0,0.0,0.0
2018-06-11,3.091667,3.091667,3.091667,,,1,1,0.0,0.0,0.0
2018-06-12,3.575,3.575,3.575,,,1,1,0.0,0.0,0.0
2018-06-13,8.364583375,8.899999999999999,9.8,48.142857142857146,52.0,8,4,0.0,0.0,0.0
2018-06-14,3.958333,3.958333,3.958333,,,1,1,0.0,0.0,0.0
2018-06-15,2.833333,2.833333,2.833333,,,1,1,0.0,0.0,0.0
2018-06-16,7.921875,7.85,9.4,44.857142857142854,52.0,8,4,0.0,0.0,0.0
2018-06-17,9.141667,9.141667,9.141667,,,1,1,0.0,0.0,0.0
2018-06-18,11.025,11.025,11.025,,,1,1,0.0,0.0,0.0
2018-06-19,7.7984374999999995,7.8,8.7,44.142857142857146,48.0,8,4,0.0,0.0,0.0
2018-06-20,4.209524,4.209524,4.209524,,,1,1,0.0,0.0,0.0
2018-06-21,7.479167,7.479167,7.479167,,,1,1,0.0,0.0,0.0
2018-06-22,6.779629666666667,7.0,8.0,39.0,44.0,9,5,0.0,0.0,0.0
2018-06-23,4.75,4.75,4.75,,,1,1,0.0,0.0,0.0
2018-06-24,9.970833,9.970833,9.970833,,,1,1,0.0,0.0,0.0
2018-06-25,4.735185222222222,4.5,6.0,27.125,33.0,9,5,0.0,0.0,0.0
2018-06-26,3.6,3.6,3.6,,,1,1,0.0,0.0,0.0
2018-06-27,3.016667,3.016667,3.016667,,,1,1,0.0,0.0,0.0
2018-06-28,8.669907444444444,9.1,10.3,48.75,53.0,9,5,0.0,0.0,0.0
2018-06-29,7.8375,7.8375,7.8375,,,1,1,0.0,0.0,0.0
2018-06-30,11.733333,11.733333,11.733333,,,1,1,0.0,0.0,0.0
2018-07-01,19.484722222222224,19.0,21.6,70.375,74.0,9,5,0.0,0.0,1.0
2018-07-02,19.595833,19.595833,19.595833,,,1,1,0.0,0.0,1.0
2018-07-03,15.620833,15.620833,15.620833,,,1,1,0.0,0.0,1.0
2018-07-04,17.079629666666666,16.4,25.0,66.875,81.0,9,5,0.0,0.0,1.0
2018-07-05,4.833333,4.833333,4.833333,,,1,1,0.0,0.0,0.0
2018-07-06,4.566667,4.566667,4.566667,,,1,1,0.0,0.0,0.0
2018-07-07,3.6328703333333334,3.5,6.1,21.875,34.0,9,5,0.0,0.0,0.0
2018-07-08,4.645833,4.645833,4.645833,,,1,1,0.0,0.0,0.0
2018-07-09,6.833333,6.833333,6.833333,,,1,1,0.0,0.0,0.0
2018-07-10,12.793981444444444,12.5,15.4,58.25,63.0,9,5,0.0,0.0,0.0
2018-07-11,9.666667,9.666667,9.666667,,,1,1,0.0,0.0,0.0
2018-07-12,8.3,8.3,8.3,,,1,1,0.0,0.0,0.0
2018-07-13,11.552777777777777,10.7,17.0,56.375,66.0,9,5,0.0,0.0,0.0
2018-07-14,8.9375,8.9375,8.9375,,,1,1,0.0,0.0,0.0
2018-07-15,9.166667,9.166667,9.166667,,,1,1,0.0,0.0,0.0
2018-07-16,15.15625,14.825,17.1,62.42857142857143,66.0,8,5,0.0,0.0,1.0
2018-07-17,9.433333,9.433333,9.433333,,,1,1,0.0,0.0,0.0
2018-07-18,5.1875,5.1875,5.1875,,,1,1,0.0,0.0,0.0
2018-07-19,5.676388888888889,5.6,6.8,32.625,38.0,9,5,0.0,0.0,0.0
2018-07-20,5.7375,5.7375,5.7375,,,1,1,0.0,0.0,0.0
2018-07-21,2.75,2.75,2.75,,,1,1,0.0,0.0,0.0
2018-07-22,6.487037,6.5,8.2,37.625,46.0,9,5,0.0,0.0,0.0
2018-07-23,5.320833,5.320833,5.320833,,,1,1,0.0,0.0,0.0
2018-07-24,3.691667,3.691667,3.691667,,,1,1,0.0,0.0,0.0
2018-07-25,5.708333333333333,5.5,7.3,33.625,41.0,9,5,0.0,0.0,0.0
2018-07-26,5.645833,5.645833,5.645833,,,1,1,0.0,0.0,0.0
2018-07-27,11.291304,11.291304,11.291304,,,1,1,0.0,0.0,0.0
2018-07-28,10.99375,11.3,12.2,55.142857142857146,57.0,8,5,0.0,0.0,0.0
2018-07-29,6.1875,6.1875,6.1875,,,1,1,0.0,0.0,0.0
2018-07-30,7.229167,7.229167,7.229167,,,1,1,0.0,0.0,0.0
2018-07-31,8.099074111111111,8.1,9.1,46.0,51.0,9,5,0.0,0.0,0.0
2018-08-01,6.525,6.525,6.525,,,1,1,0.0,0.0,0.0
2018-08-02,5.679167,5.679167,5.679167,,,1,1,0.0,0.0,0.0
2018-08-03,7.2444444444444445,7.5,8.8,41.875,49.0,9,5,0.0,0.0,0.0
2018-08-04,2.558333,2.558333,2.558333,,,1,1,0.0,0.0,0.0
2018-08-05,10.145833,10.145833,10.145833,,,1,1,0.0,0.0,0.0
2018-08-06,18.843981444444445,18.5,22.0,69.5,75.0,9,5,0.0,0.0,1.0
2018-08-07,13.1625,13.1625,13.1625,,,1,1,0.0,0.0,1.0
2018-08-08,11.125,11.125,11.125,,,1,1,0.0,0.0,0.0
2018-08-09,10.597685222222221,10.5,11.7,54.25,56.0,9,5,0.0,0.0,0.0
2018-08-10,12.8875,12.8875,12.8875,,,1,1,0.0,0.0,0.0
2018-08-11,7.754167,7.754167,7.754167,,,1,1,0.0,0.0,0.0
2018-08-12,8.033796333333335,8.0,9.8,45.125,52.0,9,5,0.0,0.0,0.0
2018-08-13,3.95,3.95,3.95,,,1,1,0.0,0.0,0.0
2018-08-14,6.5,6.5,6.5,,,1,1,0.0,0.0,0.0
2018-08-15,13.524479125,13.7,15.0,59.857142857142854,62.0,8,4,0.0,0.0,1.0
2018-08-16,20.366667,20.366667,20.366667,,,1,1,0.0,0.0,1.0
2018-08-17,18.866667,18.866667,18.866667,,,1,1,0.0,0.0,1.0
2018-08-18,10.560185222222223,10.2,14.8,54.25,62.0,9,5,0.0,0.0,0.0
2018-08-19,3.1625,3.1625,3.1625,,,1,1,0.0,0.0,0.0
2018-08-20,3.229167,3.229167,3.229167,,,1,1,0.0,0.0,0.0
2018-08-21,4.989351888888889,5.0,6.0,28.625,33.0,9,5,0.0,0.0,0.0
2018-08-22,4.779167,4.779167,4.779167,,,1,1,0.0,0.0,0.0
2018-08-23,5.766667,5.766667,5.766667,,,1,1,0.0,0.0,0.0
2018-08-24,10.1734375,10.2,11.7,53.285714285714285,56.0,8,4,0.0,0.0,0.0
2018-08-25,5.779167,5.779167,5.779167,,,1,1,0.0,0.0,0.0
2018-08-26,6.866667,6.866667,6.866667,,,1,1,0.0,0.0,0.0
2018-08-27,17.779629666666665,18.0,19.3,67.375,70.0,9,5,0.0,0.0,1.0
2018-08-28,22.845833,22.845833,22.845833,,,1,1,0.0,0.0,1.0
2018-08-29,16.529167,16.529167,16.529167,,,1,1,0.0,0.0,1.0
2018-08-30,9.077314777777778,8.5,11.0,49.375,55.0,9,5,0.0,0.0,0.0
2018-08-31,3.719048,3.719048,3.719048,,,1,1,0.0,0.0,0.0
2018-09-01,3.704167,3.704167,3.704167,,,1,1,0.0,0.0,0.0
2018-09-02,7.617708375,7.7,8.5,43.0,47.0,8,4,0.0,0.0,0.0
2018-09-03,8.658333,8.658333,8.658333,,,1,1,0.0,0.0,0.0
2018-09-04,6.616667,6.616667,6.616667,,,1,1,0.0,0.0,0.0
2018-09-05,10.568055555555555,10.5,11.8,54.0,56.0,9,5,0.0,0.0,0.0
2018-09-06,11.3125,11.3125,11.3125,,,1,1,0.0,0.0,0.0
2018-09-07,5.629167,5.629167,5.629167,,,1,1,0.0,0.0,0.0
2018-09-08,6.094907444444445,5.9,8.1,34.875,45.0,9,5,0.0,0.0,0.0
2018-09-09,1.741667,1.741667,1.741667,,,1,1,0.0,0.0,0.0
2018-09-10,0.3625,0.3625,0.3625,,,1,1,0.0,0.0,0.0
2018-09-11,9.170370333333333,8.6,14.1,48.375,60.0,9,5,0.0,0.0,0.0
2018-09-12,5.016667,5.016667,5.016667,,,1,1,0.0,0.0,0.0
2018-09-13,1.029167,1.029167,1.029167,,,1,1,0.0,0.0,0.0
2018-09-14,4.999479125,4.95,6.6,29.428571428571427,37.0,8,5,0.0,0.0,0.0
2018-09-15,4.3625,4.3625,4.3625,,,1,1,0.0,0.0,0.0
2018-09-16,4.45,4.45,4.45,,,1,1,0.0,0.0,0.0
2018-09-17,6.2143518888888885,6.0,8.3,35.75,46.0,9,5,0.0,0.0,0.0
2018-09-18,2.6625,2.6625,2.6625,,,1,1,0.0,0.0,0.0
2018-09-19,5.033333,5.033333,5.033333,,,1,1,0.0,0.0,0.0
2018-09-20,4.308333333333334,4.0,6.2,26.0,34.0,9,5,0.0,0.0,0.0
2018-09-21,1.570833,1.570833,1.570833,,,1,1,0.0,0.0,0.0
2018-09-22,2.304545,2.304545,2.304545,,,1,1,0.0,0.0,0.0
2018-09-23,4.0285714285714285,4.2,6.3,24.833333333333332,35.0,7,4,0.0,0.0,0.0
2018-09-24,3.225,3.225,3.225,,,1,1,0.0,0.0,0.0
2018-09-25,1.808333,1.808333,1.808333,,,1,1,0.0,0.0,0.0
2018-09-26,7.125925888888888,7.9,8.6,42.0,48.0,9,5,0.0,0.0,0.0
2018-09-27,2.495833,2.495833,2.495833,,,1,1,0.0,0.0,0.0
2018-09-28,2.520833,2.520833,2.520833,,,1,1,0.0,0.0,0.0
2018-09-29,5.9015625,5.95,7.3,33.42857142857143,41.0,8,5,0.0,0.0,0.0
2018-09-30,3.25,3.25,3.25,,,1,1,0.0,0.0,0.0
2018-10-01,6.8875,6.8875,6.8875,,,1,1,0.0,0.0,0.0
2018-10-02,9.146759222222222,9.0,10.7,50.375,54.0,9,5,0.0,0.0,0.0
2018-10-03,3.095833,3.095833,3.095833,,,1,1,0.0,0.0,0.0
2018-10-04,8.672727,8.672727,8.672727,,,1,1,0.0,0.0,0.0
2018-10-05,5.281944444444445,5.2,7.5,31.375,42.0,9,5,0.0,0.0,0.0
2018-10-06,1.954167,1.954167,1.954167,,,1,1,0.0,0.0,0.0
2018-10-07,7.583333,7.583333,7.583333,,,1,1,0.0,0.0,0.0
2018-10-08,7.115277777777777,6.8,9.4,41.5,52.0,9,5,0.0,0.0,0.0
2018-10-09,2.7125,2.7125,2.7125,,,1,1,0.0,0.0,0.0
2018-10-10,4.854167,4.854167,4.854167,,,1,1,0.0,0.0,0.0
2018-10-11,5.471875,6.1,7.2,33.57142857142857,40.0,8,5,0.0,0.0,0.0
2018-10-12,1.520833,1.520833,1.520833,,,1,1,0.0,0.0,0.0
2018-10-13,0.941667,0.941667,0.941667,,,1,1,0.0,0.0,0.0
2018-10-14,5.411574111111111,5.8,7.3,31.75,41.0,9,5,0.0,0.0,0.0
2018-10-15,4.579167,4.579167,4.579167,,,1,1,0.0,0.0,0.0
2018-10-16,1.083333,1.083333,1.083333,,,1,1,0.0,0.0,0.0
2018-10-17,5.637963,5.4,7.7,32.75,43.0,9,5,0.0,0.0,0.0
2018-10-18,-0.433333,-0.433333,-0.433333,,,1,1,0.0,0.0,0.0
2018-10-19,3.720833,3.720833,3.720833,,,1,1,0.0,0.0,0.0
2018-10-20,6.772222222222222,6.9,8.3,39.5,46.0,9,5,0.0,0.0,0.0
2018-10-21,0.0,0.0,0.0,,,1,1,0.0,0.0,0.0
2018-10-22,2.679167,2.679167,2.679167,,,1,1,0.0,0.0,0.0
2018-10-23,6.081481444444445,6.3,7.6,35.5,42.0,9,5,0.0,0.0,0.0
2018-10-24,1.458333,1.458333,1.458333,,,1,1,0.0,0.0,0.0
2018-10-25,0.616667,0.616667,0.616667,,,1,1,0.0,0.0,0.0
2018-10-26,5.141176428571429,5.2,7.2,31.166666666666668,40.0,7,4,0.0,0.0,0.0
2018-10-27,-2.958333,-2.958333,-2.958333,,,1,1,0.0,0.0,0.0
2018-10-28,1.954167,1.954167,1.954167,,,1,1,0.0,0.0,0.0
2018-10-29,4.365625,4.35,6.3,25.714285714285715,35.0,8,4,0.0,0.0,0.0
2018-10-30,3.5166665,3.5166665,4.6,26.0,26.0,2,2,0.0,0.0,0.0
2018-10-31,7.783333,7.783333,7.783333,,,1,1,0.0,0.0,0.0
2018-11-01,13.392592555555556,13.5,14.6,59.0,61.0,9,5,0.0,0.0,1.0
2018-11-02,5.166667,5.166667,5.166667,,,1,1,0.0,0.0,0.0
2018-11-03,1.366667,1.366667,1.366667,,,1,1,0.0,0.0,0.0
2018-11-04,4.470370333333333,4.2,6.0,25.625,33.0,9,5,0.0,0.0,0.0
2018-11-05,2.875,2.875,2.875,,,1,1,0.0,0.0,0.0
2018-11-06,1.420833,1.420833,1.420833,,,1,1,0.0,0.0,0.0
2018-11-07,5.1481481111111105,4.6,9.2,29.5,51.0,9,5,0.0,0.0,0.0
2018-11-08,3.65,3.65,3.65,,,1,1,0.0,0.0,0.0
2018-11-09,1.270833,1.270833,1.270833,,,1,1,0.0,0.0,0.0
2018-11-10,3.424479125,3.1500000000000004,5.6,20.571428571428573,31.0,8,5,0.0,0.0,0.0
2018-11-11,3.7666665000000004,3.7666665000000004,4.7,26.0,26.0,2,1,0.0,0.0,0.0
2018-11-12,10.495833,10.495833,10.495833,,,1,1,0.0,0.0,0.0
2018-11-13,7.359259222222223,6.8,9.7,41.875,52.0,9,5,0.0,0.0,0.0
2018-11-14,1.5579165000000001,1.5579165000000001,2.62,,,2,2,0.0,0.0,0.0
2018-11-15,1.770833,1.770833,3.083333,,,2,2,0.0,0.0,0.0
2018-11-16,3.9666666250000002,3.9791665,6.3,24.5,35.0,8,4,0.0,0.0,0.0
2018-11-17,7.5874999999999995,7.5874999999999995,9.245833,,,2,2,0.0,0.0,0.0
2018-11-18,3.4375,3.4375,4.658333,,,2,2,0.0,0.0,0.0
