date,pm25_mean,pm25_median,pm25_max,aqi_mean,aqi_max,n_monitors,n_counties,high_aqi100_raw,high_aqi150_raw,pm25_top_decile_raw
2018-01-01,2.075189,2.075189,2.804545,,,2,2,0.0,0.0,0.0
2018-01-02,8.835648222222224,9.5,11.1,52.285714285714285,55.0,9,5,0.0,0.0,0.0
2018-01-03,12.372159,12.372159,13.0625,,,2,2,0.0,0.0,0.0
2018-01-04,6.5833335,6.5833335,7.404167,,,2,2,0.0,0.0,0.0
2018-01-05,4.868187777777778,5.042857,6.0,28.571428571428573,33.0,9,5,0.0,0.0,0.0
2018-01-06,3.6541665,3.6541665,4.0,22.0,22.0,2,2,0.0,0.0,0.0
2018-01-07,7.2833334999999995,7.2833334999999995,8.6,48.0,48.0,2,2,0.0,0.0,0.0
2018-01-08,15.680092555555555,15.2,20.7,64.125,73.0,9,5,0.0,0.0,1.0
2018-01-09,14.939583500000001,14.939583500000001,16.0,64.0,64.0,2,2,0.0,0.0,1.0
2018-01-10,7.4541664999999995,7.4541664999999995,8.2,46.0,46.0,2,2,0.0,0.0,0.0
2018-01-11,17.302693555555557,17.5,24.0,68.71428571428571,79.0,9,5,0.0,0.0,1.0
2018-01-12,4.547917,4.547917,7.691667,,,2,2,0.0,0.0,0.0
2018-01-13,1.247917,1.247917,1.341667,,,2,2,0.0,0.0,0.0
2018-01-14,4.415277777777778,4.1,6.0,25.428571428571427,33.0,9,5,0.0,0.0,0.0
2018-01-15,4.3520835,4.3520835,4.6125,,,2,2,0.0,0.0,0.0
2018-01-16,12.164583499999999,12.164583499999999,12.2375,,,2,2,0.0,0.0,0.0
2018-01-17,13.602777777777778,14.3,16.0,60.142857142857146,64.0,9,5,0.0,0.0,1.0
2018-01-18,13.1104165,13.1104165,15.433333,,,2,2,0.0,0.0,1.0
2018-01-19,16.1041665,16.1041665,18.058333,,,2,2,0.0,0.0,1.0
2018-01-20,9.932291625,9.6,11.8,53.666666666666664,56.0,8,4,0.0,0.0,0.0
2018-01-21,14.929166500000001,14.929166500000001,15.970833,,,2,2,0.0,0.0,1.0
2018-01-22,22.89375,22.89375,23.133333,,,2,2,0.0,0.0,1.0
2018-01-23,8.3109375,8.5,11.6,49.333333333333336,56.0,8,5,0.0,0.0,0.0
2018-01-24,2.166667,2.166667,2.579167,,,2,2,0.0,0.0,0.0
2018-01-25,1.54375,1.54375,1.575,,,2,2,0.0,0.0,0.0
2018-01-26,7.099537111111111,7.4,8.5,42.42857142857143,47.0,9,5,0.0,0.0,0.0
2018-01-27,6.427083,6.427083,6.545833,,,2,2,0.0,0.0,0.0
2018-01-28,5.825,5.825,7.591667,,,2,2,0.0,0.0,0.0
2018-01-29,7.775926,7.7,14.4,45.57142857142857,61.0,9,5,0.0,0.0,0.0
2018-01-30,3.0770834999999996,3.0770834999999996,3.979167,,,2,2,0.0,0.0,0.0
2018-01-31,3.135417,3.135417,4.641667,,,2,2,0.0,0.0,0.0
2018-02-01,10.142592555555556,10.0,12.7,54.42857142857143,58.0,9,5,0.0,0.0,0.0
2018-02-02,2.7062500000000003,2.7062500000000003,4.775,,,2,2,0.0,0.0,0.0
2018-02-03,5.841667,5.841667,7.041667,,,2,2,0.0,0.0,0.0
2018-02-04,7.730092666666666,8.2,11.5,47.0,55.0,9,5,0.0,0.0,0.0
2018-02-05,3.5166665000000004,3.5166665000000004,3.85,,,2,2,0.0,0.0,0.0
2018-02-06,6.5625,6.5625,7.929167,,,2,2,0.0,0.0,0.0
2018-02-07,12.051388888888889,12.2,22.9,59.42857142857143,77.0,9,5,0.0,0.0,0.0
2018-02-08,4.8666665,4.8666665,6.295833,,,2,2,0.0,0.0,0.0
2018-02-09,11.916667,11.916667,12.029167,,,2,2,0.0,0.0,0.0
2018-02-10,18.126388888888886,19.7,22.4,71.14285714285714,76.0,9,5,0.0,0.0,1.0
2018-02-11,5.2895835,5.2895835,5.65,,,2,2,0.0,0.0,0.0
2018-02-12,4.2628205,4.2628205,4.892308,,,2,2,0.0,0.0,0.0
2018-02-13,7.6120371111111105,7.1,13.7,44.42857142857143,60.0,9,5,0.0,0.0,0.0
2018-02-14,10.195833499999999,10.195833499999999,11.2625,,,2,2,0.0,0.0,0.0
2018-02-15,17.422916999999998,17.422916999999998,19.366667,,,2,2,0.0,0.0,1.0
2018-02-16,6.273611111111111,5.8,8.7,36.42857142857143,48.0,9,5,0.0,0.0,0.0
2018-02-17,2.9666665,2.9666665,3.933333,,,2,2,0.0,0.0,0.0
2018-02-18,6.18125,6.18125,6.233333,,,2,2,0.0,0.0,0.0
2018-02-19,10.450462888888888,10.8,13.0,54.714285714285715,58.0,9,5,0.0,0.0,0.0
2018-02-20,10.943750000000001,10.943750000000001,11.570833,,,2,2,0.0,0.0,0.0
2018-02-21,8.833333,8.833333,8.833333,,,1,1,0.0,0.0,0.0
2018-02-22,4.089814777777778,4.1,6.1,25.0,34.0,9,5,0.0,0.0,0.0
2018-02-23,4.845833,4.845833,4.845833,,,1,1,0.0,0.0,0.0
2018-02-24,7.054167,7.054167,7.054167,,,1,1,0.0,0.0,0.0
2018-02-25,7.081481444444445,6.4,14.9,39.375,62.0,9,5,0.0,0.0,0.0
2018-02-26,6.829167,6.829167,6.829167,,,1,1,0.0,0.0,0.0
2018-02-27,4.119048,4.119048,4.119048,,,1,1,0.0,0.0,0.0
2018-02-28,8.731018555555556,8.9,10.9,48.375,54.0,9,5,0.0,0.0,0.0
2018-03-01,10.8375,10.8375,10.8375,,,1,1,0.0,0.0,0.0
2018-03-02,2.908333,2.908333,2.908333,,,1,1,0.0,0.0,0.0
2018-03-03,3.660648111111111,3.7,4.9,21.875,27.0,9,5,0.0,0.0,0.0
2018-03-04,1.458333,1.458333,1.458333,,,1,1,0.0,0.0,0.0
2018-03-05,2.170833,2.170833,2.170833,,,1,1,0.0,0.0,0.0
2018-03-06,8.419444444444444,4.3,40.4,36.625,113.0,9,5,1.0,0.0,0.0
2018-03-07,0.8125,0.8125,0.8125,,,1,1,0.0,0.0,0.0
2018-03-08,4.216667,4.216667,4.216667,,,1,1,0.0,0.0,0.0
2018-03-09,6.428240777777778,6.1,9.6,36.625,52.0,9,5,0.0,0.0,0.0
2018-03-10,3.575,3.575,3.575,,,1,1,0.0,0.0,0.0
2018-03-11,2.879167,2.879167,2.879167,,,1,1,0.0,0.0,0.0
2018-03-12,6.995833333333334,5.0,27.0,34.25,84.0,9,5,0.0,0.0,0.0
2018-03-13,2.933333,2.933333,2.933333,,,1,1,0.0,0.0,0.0
2018-03-14,4.0375,4.0375,4.0375,,,1,1,0.0,0.0,0.0
2018-03-15,8.141203666666666,7.9,9.9,45.625,52.0,9,5,0.0,0.0,0.0
