ticker,event_date,company_name,industry,year,proposal_count,public_goods_count,democracy_count,close_vote_count,max_vote_for,mean_vote_for,proposal_type_general,proposal_type_specific,titles,public_goods_event,democracy_event,close_vote_event,treatment_public_or_democracy
DG,2022-05-25,Dollar General Corporation,Retail Variety Stores,2022,2,1,1,1,0.8841,0.727,Executive Compensation|Social Policy,Political Spending|Say on Pay,Advisory Vote Exec. Comp. | Report on Political Spending,True,True,True,True
META,2022-05-25,"Meta Platforms, Inc.","Services - Computer Programming, Data Processing",2022,13,11,4,0,0.8564,0.19696923076923076,Corporate Governance|Executive Compensation|Social Policy|Voting Rules,Chairman Independence|Charitable Giving|Civil Rights Audit|Community Impact|Employment Rights,Advisory Vote Exec. Comp. | Give Each Share An Equal Vote | Independent Board Chair,True,True,False,True
MRO,2022-05-25,Marathon Oil Corporation,Petroleum Refining,2022,1,0,1,0,0.9079,0.9079,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
OKE,2022-05-25,"ONEOK, Inc.",Natural Gas Transmission & Distribution,2022,1,0,1,0,0.936,0.936,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
RGA,2022-05-25,"Reinsurance Group of America, Incorporated",Accident & Health Insurance,2022,1,0,1,1,0.5992,0.5992,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,True,True
SO,2022-05-25,The Southern Company,Electric Services,2022,2,0,2,0,0.9841,0.9647,Executive Compensation|Voting Rules,Say on Pay|Simple Majority Voting,Advisory Vote Exec. Comp. | Simple Majority Vote,False,True,False,True
TRV,2022-05-25,"The Travelers Companies, Inc.","Fire, Marine & Casualty Insurance",2022,6,5,1,3,0.7146,0.4138833333333333,Executive Compensation|Social Policy,Climate Risk|Lobbying|Racial/Social Justice|Say on Pay,Advisory Vote Exec. Comp. | Report on Lobbying | Report on Measuring Underwriting of GhG Emissions,True,True,True,True
UAL,2022-05-25,"United Airlines Holdings, Inc.","Air Transportation, Scheduled",2022,2,1,1,1,0.9432,0.6545000000000001,Executive Compensation|Social Policy,Lobbying|Say on Pay,Advisory Vote Exec. Comp. | Report on Lobbying,True,True,True,True
XOM,2022-05-25,Exxon Mobil Corporation,Petroleum Refining,2022,8,5,2,2,0.91,0.332625,Corporate Governance|Executive Compensation|Social Policy,Climate Risk|Environmental|Limit Types of Shareholder Proposals|NEO Benefits|Political Spending,Advisory Vote Exec. Comp. | Remove Executive Pay Perquisites | Limit Shareholder Rights for Proposal Submission,True,True,True,True
DD,2022-05-26,"DuPont de Nemours, Inc.","Plastic Material, Synthetic Resin/Rubber",2022,2,1,2,0,0.9145,0.58275,Corporate Governance|Executive Compensation,Chairman Independence|Say on Pay,Advisory Vote Exec. Comp. | Independent Board Chair,True,True,False,True
HES,2022-05-26,Hess Corporation,Petroleum Refining,2022,1,0,1,0,0.967,0.967,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
MCD,2022-05-26,McDonald's Corporation,Retail - Eating Places,2022,8,6,2,4,0.8977,0.3624875,Corporate Governance|Executive Compensation|Social Policy,Animal Rights|Civil Rights Audit|Environmental|Global Spending Transparency|Lobbying,Advisory Vote Exec. Comp. | Special Meetings - Reduce Ownership Req. to 10% | Report on Plastics Use Reduction,True,True,True,True
MS,2022-05-26,Morgan Stanley,Financial Services,2022,2,1,1,0,0.9503,0.51705,Executive Compensation|Social Policy,Climate Risk|Say on Pay,Advisory Vote Exec. Comp. | Adopt Policy to Cease Financing New Fossil Fuel Development,True,True,False,True
PBF,2022-05-26,PBF Energy Inc.,Petroleum Refining,2022,1,0,1,0,0.987,0.987,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
UNM,2022-05-26,Unum Group,Accident & Health Insurance,2022,1,0,1,0,0.9536,0.9536,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
LNC,2022-05-27,Lincoln National Corporation,Life Insurance,2022,3,1,2,1,0.8558,0.5400333333333334,Corporate Governance|Executive Compensation,Chairman Independence|Golden Parachutes|Say on Pay,Advisory Vote Exec. Comp. | Independent Board Chair | Shareholder Ratification of Termination Pay,True,True,True,True
LOW,2022-05-27,"Lowe's Companies, Inc.",Retail - Lumber & Other Building Matls Dealers,2022,6,4,2,4,0.9277,0.42155000000000004,Corporate Governance|Executive Compensation|Social Policy,Civil Rights Audit|Employment Rights|Gender/Racial Equality|Health Care|Proxy Access,Advisory Vote Exec. Comp. | Report on Racial & Gender Pay Gaps | Proxy Access Amendments,True,True,True,True
CMCSA,2022-06-01,Comcast Corporation,Cable & Other Pay Television Services,2022,6,5,1,0,0.9616,0.24175,Executive Compensation|Social Policy,Charitable Giving|Civil Rights Audit|Climate Risk|Employment Rights|Say on Pay,Advisory Vote Exec. Comp. | Report on Charitable Contributions | Independent Racial Equity Audit,True,True,False,True
GOOG,2022-06-01,Alphabet Inc.,"Services - Computer Programming, Data Processing",2022,17,15,4,1,0.3316,0.14281764705882355,Corporate Governance|Social Policy|Voting Rules,Board and CEO Diversity|Civil Rights Audit|Climate Risk|Employee Representative Director|Employment Rights,Report on Lobbying | Report on Climate Lobbying | Report on Physical Risks of Climate Change,True,True,True,True
WMT,2022-06-01,Walmart Inc.,Retail Variety Stores,2022,8,6,2,0,0.91,0.2022875,Corporate Governance|Executive Compensation|Social Policy,Animal Rights|Charitable Giving|Civil Rights Audit|Establish New Board Committee & or Council|Health Care,Advisory Vote Exec. Comp. | Report on Animal Welfare Practices | Create a Pandemic Workforce Advisory Council Composed of Hourly Associates,True,True,False,True
GME,2022-06-02,GameStop Corp.,Retail - Computer & Computer Software Stores,2022,1,0,1,0,0.9501,0.9501,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
UNH,2022-06-06,UnitedHealth Group Incorporated,Hospital and Medical Service Plans,2022,3,1,1,2,0.9395,0.5773666666666667,Executive Compensation|Social Policy,Golden Parachutes|Lobbying and Political Spending|Say on Pay,Advisory Vote Exec. Comp. | Shareholder Ratification of Termination Pay | Report on Congruency of Political & Lobbying Spending,True,True,True,True
CTSH,2022-06-07,Cognizant Technology Solutions Corporation,"Services - Computer Programming, Data Processing",2022,2,0,2,0,0.9033,0.49335,Corporate Governance|Executive Compensation,Say on Pay|Special Meetings,Advisory Vote Exec. Comp. | Special Meetings- Reduce 1-year Holding Req. From 10% Ownership,False,True,False,True
TJX,2022-06-07,"The TJX Companies, Inc.",Retail Family Clothing Stores,2022,5,4,1,4,0.497,0.34012000000000003,Executive Compensation|Social Policy,Employment Rights|Health Care|Human Rights|Say on Pay,Advisory Vote Exec. Comp. | Report on Human Rights Due Diligence in Supply Chain | Report on Risk to TJX From Supplier Misclassification of Supplier's Employees,True,True,True,True
CAT,2022-06-08,Caterpillar Inc.,Construction Machinery,2022,5,3,2,2,0.955,0.5738,Corporate Governance|Executive Compensation|Social Policy,Climate Risk|Human Rights|Lobbying|Say on Pay|Special Meetings,Advisory Vote Exec. Comp. | Report on Climate Policy | Report on Lobbying,True,True,True,True
DVN,2022-06-08,Devon Energy Corporation,Crude Petroleum & Natural Gas,2022,1,0,1,0,0.9523,0.9523,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
EBAY,2022-06-08,eBay Inc.,Services-Business Services,2022,2,0,2,1,0.8869,0.6878500000000001,Corporate Governance|Executive Compensation,Say on Pay|Special Meetings,Advisory Vote Exec. Comp. | Special Meetings - Reduce Ownership Req. to 10%,False,True,True,True
PARA,2022-06-08,Paramount Global,Cable & Other Pay Television Services,2022,1,0,1,0,0.0504,0.0504,Corporate Governance,Special Meetings,Special Meetings -  Reduce Ownership Req. to 25%,False,True,False,True
TGT,2022-06-08,Target Corporation,Retail Variety Stores,2022,2,0,2,1,0.927,0.6435,Corporate Governance|Executive Compensation,Proxy Access|Say on Pay,Advisory Vote Exec. Comp. | Proxy Access Amendments,False,True,True,True
BBY,2022-06-09,"Best Buy Co., Inc.",Retail - Radio TV & Consumer Electronics Stores,2022,1,0,1,0,0.936,0.936,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
DVA,2022-06-09,DaVita Inc.,Misc. Health & Allied Services,2022,2,1,1,0,0.9374,0.5885,Executive Compensation|Social Policy,Political Spending|Say on Pay,Advisory Vote Exec. Comp. | Report on Political Spending,True,True,False,True
FCX,2022-06-09,Freeport-McMoRan Inc.,Metal Mining,2022,1,0,1,0,0.9407,0.9407,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
GM,2022-06-13,General Motors Company,Motor Vehicles & Passenger Car Bodies,2022,4,2,3,1,0.9232,0.433875,Corporate Governance|Executive Compensation|Social Policy,Chairman Independence|Human Rights|Say on Pay|Special Meetings,Advisory Vote Exec. Comp. | Special Meetings - Reduce Ownership Req. to 10% | Independent Board Chair,True,True,True,True
DAL,2022-06-16,"Delta Air Lines, Inc.","Air Transportation, Scheduled",2022,2,1,1,0,0.9214,0.5983499999999999,Executive Compensation|Social Policy,Lobbying|Say on Pay,Advisory Vote Exec. Comp. | Report on Lobbying,True,True,False,True
AON,2022-06-17,Aon plc,Insurance Agents Brokers & Services,2022,1,0,1,0,0.9239,0.9239,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
MET,2022-06-21,"MetLife, Inc.",Life Insurance,2022,1,0,1,0,0.9539,0.9539,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
KR,2022-06-23,The Kroger Co.,Retail - Grocery Stores,2022,5,4,1,2,0.919,0.4321,Executive Compensation|Social Policy,Climate Risk|Employment Rights|Environmental|Human Rights|Say on Pay,Advisory Vote Exec. Comp. | Recyclability of Packaging | Report on Protection of Farmworkers,True,True,True,True
KMX,2022-06-28,"CarMax, Inc.",Retail - Auto Dealers & Gas Stations,2022,1,0,1,0,0.9652,0.9652,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
BBBY,2022-07-14,Bed Bath & Beyond Inc.,"Retail - Home Furniture, Furnishings & Equipment",2022,1,0,1,0,0.9282,0.9282,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
MCK,2022-07-22,McKesson Corporation,Wholesale - Drugs & Druggist Sundries,2022,3,0,2,2,0.8935,0.5853333333333334,Corporate Governance|Executive Compensation,Say on Pay|Special Meetings|Transparency on 10b5-1 Trading,Advisory Vote Exec. Comp. | Special Meetings - Reduce Ownership Req. to 10% | Adopt Transparency in Rule 10b5-1 Trading Policy,False,True,True,True
VFC,2022-07-26,V.F. Corporation,"Mens & Boys Furnishings, Work Clothing",2022,1,0,1,1,0.6146,0.6146,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,True,True
RAD,2022-07-27,Rite Aid Corporation,Retail Drug Stores & Proprietary Stores,2022,2,0,2,1,0.7718,0.6984,Executive Compensation|Voting Rules,Say on Pay|Simple Majority Voting,Advisory Vote Exec. Comp. | Simple Majority Vote,False,True,True,True
NKE,2022-09-09,"NIKE, Inc.",Rubber & Plastics Footwear,2022,2,1,1,1,0.6485,0.356,Executive Compensation|Social Policy,Human Rights|Say on Pay,Advisory Vote Exec. Comp. | Adopt Policy on China Sourcing,True,True,True,True
FDX,2022-09-19,FedEx Corporation,Air Courier Services,2022,6,5,2,3,0.923,0.3541666666666667,Corporate Governance|Executive Compensation|Social Policy,Chairman Independence|Climate Risk|Lobbying|Political Spending|Racial/Social Justice,Advisory Vote Exec. Comp. | Independent Board Chair | Report on Alignment of Co. Values & Political Spending,True,True,True,True
CAG,2022-09-21,"Conagra Brands, Inc.","Can, Froz & Presv Fruit, Veg & Food Specialties",2022,2,1,2,1,0.9386,0.656,Corporate Governance|Executive Compensation,Chairman Independence|Say on Pay,Advisory Vote Exec. Comp. | Independent Board Chair,True,True,True,True
GIS,2022-09-27,"General Mills, Inc.",Grain Mill Products,2022,3,2,2,2,0.9441,0.6421666666666667,Corporate Governance|Executive Compensation|Social Policy,Chairman Independence|Environmental|Say on Pay,Advisory Vote Exec. Comp. | Independent Board Chair | Plastic Packaging,True,True,True,True
PG,2022-10-11,Procter & Gamble Company,"Soap, Detergent, Cleaning Preparations",2022,1,0,1,0,0.9218,0.9218,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
PH,2022-10-26,Parker-Hannifin Corporation,Misc. Fabricated Metal Products,2022,1,0,1,0,0.9021,0.9021,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
FOX,2022-11-03,Fox Corporation,Newspapers: Publishing or Printing,2022,2,1,1,0,0.9494,0.5246500000000001,Executive Compensation|Social Policy,Lobbying|Say on Pay,Advisory Vote Exec. Comp. | Report on Lobbying,True,True,False,True
ADP,2022-11-09,"Automatic Data Processing, Inc.","Services - Computer Programming, Data Processing",2022,1,0,1,0,0.929,0.929,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
CAH,2022-11-09,"Cardinal Health, Inc.",Wholesale - Drugs & Druggist Sundries,2022,1,0,1,0,0.9101,0.9101,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
ORCL,2022-11-16,Oracle Corporation,Services - Prepackaged Software,2022,1,0,1,1,0.6685,0.6685,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,True,True
WDC,2022-11-16,Western Digital Corporation,Computer Storage Devices,2022,1,0,1,0,0.123,0.123,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
AVT,2022-11-17,"Avnet, Inc",Wholesale Electronic Parts & Equip.,2022,1,0,1,0,0.9636,0.9636,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
SYY,2022-11-18,Sysco Corporation,Agribusiness,2022,4,3,1,1,0.921,0.437,Executive Compensation|Social Policy,Civil Rights Audit|Environmental|Say on Pay|Supply Chain Risks,Advisory Vote Exec. Comp. | Indep. Audit of Sysco Civil Rights Practices & Policies | Indep. Audit of Supply Chain Risks,True,True,True,True
CSCO,2022-12-08,"Cisco Systems, Inc.",Computer Communications Equipment,2022,2,0,1,0,0.8981,0.58375,Corporate Governance|Executive Compensation,Say on Pay|Tax Transparency Standard,Advisory Vote Exec. Comp. | Issue Tax Transparency Report per GRI Tax Standard,False,True,False,True
MDT,2022-12-08,Medtronic plc,Electromedical & Electrotherapeutic Apparatus,2022,1,0,1,0,0.9329,0.9329,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
MSFT,2022-12-13,Microsoft Corporation,Services - Prepackaged Software,2022,7,5,1,0,0.8884,0.23737142857142857,Corporate Governance|Executive Compensation|Social Policy,Climate Risk|Diversity|Employment Rights|Human Rights|Reputational Risk,Advisory Vote Exec. Comp. | Report on Diversity & Inclusion | Report on Eliminating Discrimination through Inclusive Hiring,True,True,False,True
MU,2023-01-12,"Micron Technology, Inc.",Semiconductors & Related Devices,2023,1,0,1,0,0.7114,0.7114,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
COST,2023-01-19,Costco Wholesale Corporation,Retail Variety Stores,2023,2,1,1,0,0.9543,0.54365,Executive Compensation|Social Policy,Human Rights|Say on Pay,Advisory Vote Exec. Comp. | Impact of State Policies Affecting Reproductive Rights Restrictions,True,True,False,True
ASH,2023-01-24,Ashland Inc.,Chemicals & Allied Products,2023,1,0,1,0,0.9789,0.9789,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
J,2023-01-24,Jacobs Solutions Inc.,Heavy Construction,2023,1,0,1,0,0.9571,0.9571,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
V,2023-01-24,"Visa, Inc.",Services-Business Services,2023,2,1,2,0,0.897,0.5355,Corporate Governance|Executive Compensation,Chairman Independence|Say on Pay,Advisory Vote Exec. Comp. | Independent Board Chair,True,True,False,True
APD,2023-01-26,"Air Products and Chemicals, Inc.",Industrial Inorganic Chemicals,2023,1,0,1,0,0.9316,0.9316,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
JBL,2023-01-26,Jabil Inc.,Technology,2023,1,0,1,0,0.9745,0.9745,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
WBA,2023-01-26,"Walgreens Boots Alliance, Inc.",Retail Drug Stores & Proprietary Stores,2023,3,2,2,1,0.8775,0.4394333333333333,Corporate Governance|Executive Compensation|Social Policy,Chairman Independence|Public Health|Say on Pay,Advisory Vote Exec. Comp. | Report on Public Health Costs on Sale of Tobacco Products | Independent Board Chair,True,True,True,True
ARMK,2023-02-03,Aramark,Retail - Eating Places,2023,1,0,1,0,0.9584,0.9584,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
EMR,2023-02-07,Emerson Electric Co.,Electronics & Other Electrical Equip.,2023,1,0,1,0,0.9115,0.9115,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
TSN,2023-02-09,"Tyson Foods, Inc.",Poultry Slaughtering & Processing,2023,2,1,1,0,0.9852,0.51555,Executive Compensation|Social Policy,Public Health|Say on Pay,Advisory Vote Exec. Comp. | Adopt WHO Policy on Use of Antimicrobials in Food-Producing Animals,True,True,False,True
DE,2023-02-22,Deere & Company,Farm Machinery & Equipment,2023,2,0,1,1,0.9251,0.66685,Executive Compensation,Golden Parachutes|Say on Pay,Advisory Vote Exec. Comp. | Shareholder Ratification of Termination Pay Exceeding 2.99x Base & Bonus,False,True,True,True
SNEX,2023-03-01,StoneX Group Inc.,"Securities Brokers, Dealers & Flotation Companies",2023,1,0,1,0,0.952,0.952,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
JCI,2023-03-08,Johnson Controls International plc,Public Building & Related Furniture,2023,1,0,1,0,0.9224,0.9224,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
QCOM,2023-03-08,Qualcomm Incorporated,Radio & TV Broadcasting & Communications Equipment,2023,1,0,1,0,0.95,0.95,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
AMAT,2023-03-09,"Applied Materials, Inc.",Semiconductors & Related Devices,2023,3,0,2,1,0.9243,0.5077333333333334,Corporate Governance|Executive Compensation,Exec Pay Comparison|Say on Pay|Special Meetings,Advisory Vote Exec. Comp. | Special Meetings - Reduce Ownership Req. to 10% | Amend Exec Comp Principles to include CEO Pay Ratio & other Factors,False,True,True,True
COR,2023-03-09,"Cencora, Inc.",Wholesale - Drugs & Druggist Sundries,2023,2,0,1,0,0.9549,0.5203,Executive Compensation,Golden Parachutes|Say on Pay,Advisory Vote Exec. Comp. | Shareholder Ratification of Termination Pay Exceeding 2.99x Total Pay,False,True,False,True
AAPL,2023-03-10,Apple Inc.,Electronic Computers,2023,6,3,3,2,0.8907,0.2769166666666667,Corporate Governance|Executive Compensation|Social Policy,Civil Rights Audit|Gender/Racial Equality|Human Rights|Proxy Access|Say on Pay,Advisory Vote Exec. Comp. | Civil Rights and Non-Discrimination Audit | Communist China Audit,True,True,True,True
SNX,2023-03-21,TD SYNNEX Corporation,Wholesale - Computer & Peripheral Equipment,2023,1,0,1,0,0.9706,0.9706,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
SBUX,2023-03-23,Starbucks Corporation,Retail - Eating Places,2023,6,4,2,1,0.8535,0.28476666666666667,Corporate Governance|Executive Compensation|Social Policy,CEO Succession Planning|Employment Rights|Environmental|Establish New Board Committee & or Council|Human Rights,Advisory Vote Exec. Comp. | Report on Plant-Based Milk Pricing | CEO Succession Planning Policy Amendment,True,True,True,True
JEF,2023-03-29,Jefferies Financial Group Inc.,"Securities Brokers, Dealers & Flotation Companies",2023,1,0,1,1,0.5853,0.5853,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,True,True
ACM,2023-03-31,AECOM,Services - Engineering Services,2023,1,0,1,0,0.9601,0.9601,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
DIS,2023-04-03,The Walt Disney Company,Services - Misc Amusement & Recreation,2023,4,3,1,1,0.8633,0.34275,Executive Compensation|Social Policy,Charitable Giving|Human Rights|Political Spending|Say on Pay,Advisory Vote Exec. Comp. | Report on Business Operations in China | Report on Charitable Contributions Disclosure,True,True,True,True
GT,2023-04-10,The Goodyear Tire & Rubber Company,Tires & Inner Tubes,2023,2,0,1,0,0.878,0.46950000000000003,Executive Compensation,Golden Parachutes|Say on Pay,Advisory Vote Exec. Comp. | Shareholder Ratification of Termination Pay,False,True,False,True
BK,2023-04-12,The Bank of New York Mellon Corp.,Financial Services,2023,2,0,1,0,0.9508,0.5641,Executive Compensation,Golden Parachutes|Say on Pay,Advisory Vote Exec. Comp. | Shareholder Ratification of Excessive Exec. Termination Pay,False,True,False,True
DOW,2023-04-13,Dow Inc.,"Plastic Material, Synthetic Resin/Rubber",2023,3,2,2,1,0.9088,0.49140000000000006,Corporate Governance|Executive Compensation|Social Policy,Chairman Independence|Environmental|Say on Pay,Advisory Vote Exec. Comp. | Independent Board Chair | Single-Use Plastics Report,True,True,True,True
BA,2023-04-18,The Boeing Company,Aircraft,2023,5,4,1,3,0.7404,0.39932,Executive Compensation|Social Policy,Climate Risk|Gender/Racial Equality|Human Rights|Lobbying|Say on Pay,Advisory Vote Exec. Comp. | Report on Business with China | Report on Lobbying,True,True,True,True
PEG,2023-04-18,Public Service Enterprise Group Incorporated,Electric & Other Services Combined,2023,1,0,1,0,0.9325,0.9325,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
USB,2023-04-18,U.S. Bancorp,National Commercial Banks,2023,1,0,1,0,0.9242,0.9242,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
WHR,2023-04-18,Whirlpool Corporation,Household Appliances,2023,1,0,1,0,0.928,0.928,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
AN,2023-04-19,"AutoNation, Inc.",Retail - Auto Dealers & Gas Stations,2023,2,0,1,0,0.9838,0.5143,Executive Compensation,Golden Parachutes|Say on Pay,Advisory Vote Exec. Comp. | Shareholder Ratification of Termination Pay,False,True,False,True
HCA,2023-04-19,"HCA Healthcare, Inc.",General Medical & Surgical Hospitals,2023,3,2,1,0,0.9536,0.45883333333333337,Executive Compensation|Social Policy,Health Care|Political Spending|Say on Pay,Advisory Vote Exec. Comp. | Political Spending Disclosure | Amend Patient Safety & Quality of Care Committee Charter,True,True,False,True
AES,2023-04-20,The AES Corporation,Cogeneration Services & Small Power Prod.,2023,2,0,1,0,0.9634,0.5407500000000001,Executive Compensation,Golden Parachutes|Say on Pay,Advisory Vote Exec. Comp. | Shareholder Ratification of Executive Termination Pay,False,True,False,True
HUM,2023-04-20,Humana Inc.,Hospital and Medical Service Plans,2023,1,0,1,0,0.9105,0.9105,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
KMB,2023-04-20,Kimberly-Clark Corporation,Converted Paper & Paperboard Products,2023,1,0,1,0,0.9384,0.9384,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
PPG,2023-04-20,"PPG Industries, Inc.",Manufacturing & Industrial,2023,2,1,2,1,0.9298,0.66395,Corporate Governance|Executive Compensation,Chairman Independence|Say on Pay,Advisory Vote Exec. Comp. | Independent Board Chair,True,True,True,True
HUN,2023-04-21,Huntsman Corporation,Chemicals & Allied Products,2023,2,0,1,0,0.9628,0.5064,Executive Compensation,Golden Parachutes|Say on Pay,Advisory Vote Exec. Comp. | Shareholder Ratification of Excessive Termination Pay,False,True,False,True
LHX,2023-04-21,"L3Harris Technologies, Inc.","Search, Detection, Aeronautical Systems",2023,2,1,1,1,0.9202,0.6465000000000001,Executive Compensation|Social Policy,Lobbying|Say on Pay,Advisory Vote Exec. Comp. | Report on Lobbying,True,True,True,True
SWK,2023-04-21,"Stanley Black & Decker, Inc.","Cutlery, Handtools, Gen. Hardware",2023,2,0,1,0,0.9091,0.51875,Executive Compensation,Golden Parachutes|Say on Pay,Advisory Vote Exec. Comp. | Shareholder Ratification of Termination Pay,False,True,False,True
HPQ,2023-04-24,HP Inc.,Computer & Office Equip.,2023,2,0,2,1,0.95,0.6285,Corporate Governance|Executive Compensation,Say on Pay|Written Consent,Advisory Vote Exec. Comp. | Right to Act by Written Consent,False,True,True,True
AEP,2023-04-25,"American Electric Power Company, Inc.",Electric Services,2023,1,0,1,0,0.9532,0.9532,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
BAC,2023-04-25,Bank of America Corporation,National Commercial Banks,2023,7,5,2,1,0.6908,0.2360857142857143,Corporate Governance|Executive Compensation|Social Policy,Chairman Independence|Climate Risk|Gender/Racial Equality|Golden Parachutes|Say on Pay,Advisory Vote Exec. Comp. | Independent Board Chair | Shareholder Ratification of Termination Pay,True,True,True,True
C,2023-04-25,Citigroup Inc.,Financial Services,2023,5,3,2,1,0.923,0.35836,Corporate Governance|Executive Compensation|Social Policy,Chairman Independence|Climate Risk|Golden Parachutes|Human Rights|Say on Pay,Advisory Vote Exec. Comp. | Shareholder Ratification of Termination Pay | Independent Board Chair,True,True,True,True
EXC,2023-04-25,Exelon Corporation,Electric & Other Services Combined,2023,1,0,1,0,0.9349,0.9349,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
IBM,2023-04-25,International Business Machines Corporation,Computer & Office Equip.,2023,5,4,2,2,0.911,0.41059999999999997,Corporate Governance|Executive Compensation|Social Policy,Chairman Independence|Employment Rights|Human Rights|Lobbying|Say on Pay,Advisory Vote Exec. Comp. | Independent Board Chair | Report on Lobbying,True,True,True,True
KO,2023-04-25,The Coca-Cola Company,Beverages,2023,6,5,2,0,0.9008,0.30373333333333336,Corporate Governance|Executive Compensation|Social Policy,Chairman Independence|Global Spending Transparency|Human Rights|Political Spending|Racial/Social Justice,Advisory Vote Exec. Comp. | Racial Equity Audit | Global Transparency Report,True,True,False,True
ODP,2023-04-25,The ODP Corporation,Retail - Misc Shopping Goods Stores,2023,1,0,1,0,0.9283,0.9283,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
PCAR,2023-04-25,PACCAR Inc.,Motor Vehicles & Passenger Car Bodies,2023,3,1,1,2,0.9304,0.6224333333333333,Executive Compensation|Social Policy,Climate Risk|Golden Parachutes|Say on Pay,Advisory Vote Exec. Comp. | Shareholder Ratification of Excessive Termination Pay | Report on Corporate Climate Lobbying,True,True,True,True
TFC,2023-04-25,Truist Financial Corporation,National Commercial Banks,2023,2,1,2,0,0.9346,0.59695,Corporate Governance|Executive Compensation,Chairman Independence|Say on Pay,Advisory Vote Exec. Comp. | Independent Board Chair,True,True,False,True
WFC,2023-04-25,Wells Fargo & Company,National Commercial Banks,2023,11,8,2,5,0.9206,0.29815454545454545,|Executive Compensation|Social Policy|Voting Rules,|Climate Risk|Employment Rights|Human Rights|Lobbying,Advisory Vote Exec. Comp. | Simple Majority Vote | Report on Congruency of Political Spending,True,True,True,True
WMB,2023-04-25,"The Williams Companies, Inc.",Natural Gas Transmission & Distribution,2023,1,0,1,0,0.9615,0.9615,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
X,2023-04-25,United States Steel Corporation,"Steel Works, Blast Furnances Rolling Mills",2023,1,0,1,0,0.9556,0.9556,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
AMP,2023-04-26,"Ameriprise Financial, Inc.",Investment Advice,2023,1,0,1,0,0.8193,0.8193,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,False,True,False,True
