event_kind,symbol,event_trade_date,target_date,target_year,target_r2,baseline_var,abnormal_var,abnormal_var_scaled,abnormal_log_rv,event_count,public_goods_count,democracy_count,close_vote_count,public_goods_event,democracy_event,close_vote_event,company_name,industry,titles
sector_etf,XLB,2021-11-10,2021-11-11,2021,6.353446803868599e-05,8.413505740196975e-05,-2.060058936328376e-05,-0.2448514329153053,-0.28084077149566156,1,1,1,1,True,True,True,Fox Corporation,basic_materials,Advisory Vote Exec. Comp. | Report on Lobbying | Transition to a Public Benefit Corporation
sector_etf,XLB,2022-05-09,2022-05-10,2022,3.906002039181518e-05,0.0002461722141355737,-0.00020711219374375852,-0.8413305070640353,-1.8409319009558427,2,2,2,1,True,True,True,International Paper Company,basic_materials,Advisory Vote Exec. Comp. | Independent Board Chair | Report on Environmental Expenditures
sector_etf,XLB,2022-11-03,2022-11-04,2022,0.0011642471056568765,0.0003101626433037295,0.0008540844623531469,2.75366644176029,1.3227330801303276,1,1,1,0,True,True,False,Fox Corporation,basic_materials,Advisory Vote Exec. Comp. | Report on Lobbying
sector_etf,XLB,2023-05-08,2023-05-09,2023,8.298641827858251e-05,0.00013896676206975173,-5.5980343791169214e-05,-0.4028326123269026,-0.5155578235270699,2,2,2,1,True,True,True,International Paper Company,basic_materials,Advisory Vote Exec. Comp. | Independent Board Chair | Report on Operations in China
sector_etf,XLB,2024-05-02,2024-05-03,2024,0.00010207735336995425,5.8696452208198996e-05,4.338090116175525e-05,0.7390719460842576,0.5533516066177011,1,1,1,1,True,True,True,Huntsman Corporation,basic_materials,Advisory Vote Exec. Comp. | Transparency in Political Spending
sector_etf,XLB,2024-05-10,2024-05-13,2024,4.2713590338585417e-07,5.950409816757103e-05,-5.907696226418517e-05,-0.9928217397365979,-4.936698228429492,1,1,1,1,True,True,True,Alcoa Corporation,basic_materials,Advisory Vote Exec. Comp. | Transparency in Lobbying
sector_etf,XLB,2024-05-13,2024-05-14,2024,9.609966574720706e-07,5.3679657180015544e-05,-5.271866052254347e-05,-0.9820975634354491,-4.022818454474406,1,1,2,1,True,True,True,International Paper Company,basic_materials,Advisory Vote Exec. Comp. | Shareowner Opportunity to Vote on Excessive Golden Parachutes | Report on the Company’s LGBTQ+ Equity and Inclusion Efforts
sector_etf,XLC,2020-05-11,2020-05-12,2020,0.0003863590860658052,0.0013090400214388236,-0.0009226809353730183,-0.7048531139321921,-1.2202821276888614,1,1,1,1,True,True,True,"Motorola Solutions, Inc.",communication_services,Advisory Vote Exec. Comp. | Report on Political Spending
sector_etf,XLE,2020-05-05,2020-05-06,2020,0.0007011158017765323,0.0038799276135367245,-0.003178811811760192,-0.8192966798322728,-1.7108987076306326,1,1,2,1,True,True,True,Sempra Energy,energy,Advisory Vote Exec. Comp. | Independent Board Chairman
sector_etf,XLE,2020-05-06,2020-05-07,2020,0.0006589449375717451,0.0038911937531084712,-0.003232248815536726,-0.830657381929299,-1.7758312904487497,1,1,1,1,True,True,True,Phillips 66,energy,Advisory Vote Exec. Comp. | Report on Health Risks of Gulf Coast Petrochemical Operations
