event_kind,symbol,event_trade_date,target_date,target_year,target_r2,baseline_var,abnormal_var,abnormal_var_scaled,abnormal_log_rv,event_count,public_goods_count,democracy_count,close_vote_count,public_goods_event,democracy_event,close_vote_event,company_name,industry,titles
firm,AA,2020-05-06,2020-05-07,2020,0.0008380672744269127,0.005538171389256953,-0.00470010411483004,-0.8486743700181235,-1.8883212741079705,2,0,2,1,False,True,True,Alcoa Corporation,Rolling Drawing Extruding Non-Ferrous Metals,Advisory Vote Exec. Comp. | Right to Act by Written Consent
firm,AA,2021-05-06,2021-05-07,2021,0.0010440930867174568,0.002175229083680362,-0.0011311359969629052,-0.520007757090618,-0.7339853358162385,2,0,2,1,False,True,True,Alcoa Corporation,Rolling Drawing Extruding Non-Ferrous Metals,Advisory Vote Exec. Comp. | Right to Act by Written Consent
firm,AA,2022-05-05,2022-05-06,2022,0.0015116716466495102,0.0019857526058759865,-0.00047408095922647623,-0.23874119959537565,-0.2727818995590079,2,0,2,1,False,True,True,Alcoa Corporation,Rolling Drawing Extruding Non-Ferrous Metals,Advisory Vote Exec. Comp. | Special Meetings - Reduce Ownership Req. to 10%
firm,AA,2023-05-05,2023-05-08,2023,0.0003372498820295467,0.001120651761227956,-0.0007834018791984093,-0.6990591603050669,-1.2008415794149405,2,0,1,1,False,True,True,Alcoa Corporation,Rolling Drawing Extruding Non-Ferrous Metals,Advisory Vote Exec. Comp. | Shareholder Ratification of Termination Pay
firm,AA,2024-05-10,2024-05-13,2024,0.006196139438950422,0.0008049784181581757,0.005391161020792247,6.697273987950445,2.0408662386381913,2,1,1,1,True,True,True,Alcoa Corporation,Rolling Drawing Extruding Non-Ferrous Metals,Advisory Vote Exec. Comp. | Transparency in Lobbying
firm,AAPL,2020-02-26,2020-02-27,2020,0.004570099447077946,0.00027186822894270115,0.004298231218135245,15.809979837846882,2.8219727480055807,4,2,2,2,True,True,True,Apple Inc.,Electronic Computers,Advisory Vote Exec. Comp. | Proxy Access Amendments | Report on Feasibility of Sustainability Metrics in Exec. Comp. Measures
firm,AAPL,2021-02-23,2021-02-24,2021,1.6486227715635242e-05,0.00034693058888515533,-0.00033044436116952007,-0.9524797517318582,-3.0465993794434603,3,0,2,1,False,True,True,Apple Inc.,Electronic Computers,Advisory Vote Exec. Comp. | Proxy Access Amendments | Improve Executive Comp to Include NEO Pay Ratios and Other Factors
firm,AAPL,2022-03-04,2022-03-07,2022,0.0005761697476668535,0.0003266685933514041,0.0002495011543154494,0.7637745390694963,0.5674561370970306,7,6,1,6,True,True,True,Apple Inc.,Electronic Computers,Advisory Vote Exec. Comp. | Reincorporate to Become a Social Purpose Corporation | Revise Transparency Reports to Include App Removals by Government Requests
firm,AAPL,2023-03-10,2023-03-13,2023,0.00017367422093265102,0.0003183531642812929,-0.00014467894334864188,-0.4544605161229224,-0.6059800952521748,6,3,3,2,True,True,True,Apple Inc.,Electronic Computers,Advisory Vote Exec. Comp. | Civil Rights and Non-Discrimination Audit | Communist China Audit
firm,AAPL,2024-02-28,2024-02-29,2024,1.3690030606294045e-05,0.0001235882058739897,-0.00010989817526769566,-0.8892286645842858,-2.200287243773378,6,5,1,2,True,True,True,Apple Inc.,Electronic Computers,Advisory Vote Exec. Comp. | EEO Policy Risk Report | Report on Ensuring Respect for Civil Liberties
firm,ABBV,2020-05-08,2020-05-11,2020,0.002103094635840356,0.0012342122613764493,0.0008688823744639066,0.703997522674819,0.5329769745767354,4,2,2,0,True,True,False,AbbVie Inc.,Pharmaceutical Preparations,Advisory Vote Exec. Comp. | Report on Lobbying | Independent Board Chairman
