Date,calendar_days_in_bucket,event_count,innovation_event_count,total_filings,events_per_1000_filings,log_events_per_1000_filings,attention_z,attention_z_5d
2018-01-02,2,5.0,0.0,4432.0,1.128158844765343,0.7552572137900871,,
2018-01-03,1,3.0,0.0,8543.0,0.35116469624253777,0.3009669584632936,,
2018-01-04,1,7.0,0.0,5571.0,1.2565069107880094,0.8138180028940156,,
2018-01-05,1,13.0,0.0,3298.0,3.9417828987265007,1.5977261767606208,,
2018-01-08,3,9.0,0.0,3510.0,2.5641025641025643,1.2709122870010454,,
2018-01-09,1,11.0,1.0,2941.0,3.7402244134648077,1.5560844791990929,,
2018-01-10,1,7.0,0.0,2610.0,2.681992337164751,1.303454001647599,,
2018-01-11,1,11.0,0.0,2326.0,4.729148753224419,1.7455669600438726,,
2018-01-12,1,21.0,1.0,2838.0,7.399577167019027,2.1281813673226657,,
2018-01-16,4,18.0,3.0,3215.0,5.598755832037325,1.8868811209647054,,
2018-01-17,1,13.0,0.0,3845.0,3.3810143042912872,1.4772802739009088,,
2018-01-18,1,13.0,2.0,3376.0,3.8507109004739335,1.5791252716252777,,
2018-01-19,1,16.0,0.0,4327.0,3.6977120406748325,1.5470755903340772,,
2018-01-22,3,11.0,0.0,2858.0,3.848845346396081,1.5787406036975138,,
2018-01-23,1,11.0,2.0,3926.0,2.8018339276617423,1.3354835628549264,,
2018-01-24,1,7.0,0.0,3249.0,2.154509079716836,1.1488328831624626,,
2018-01-25,1,13.0,0.0,4069.0,3.1948881789137378,1.4338666837626428,,
2018-01-26,1,14.0,0.0,4228.0,3.3112582781456954,1.461229805393645,,
2018-01-29,3,22.0,3.0,5091.0,4.3213514044392065,1.6717272944859025,,
2018-01-30,1,11.0,1.0,4108.0,2.677702044790652,1.3022881127838986,,
2018-01-31,1,11.0,0.0,4271.0,2.5755092484195736,1.274107613111715,,
2018-02-01,1,13.0,0.0,5295.0,2.4551463644948064,1.2398648194178004,,
2018-02-02,1,11.0,0.0,5992.0,1.8357810413885178,1.04231739884461,,
2018-02-05,3,11.0,1.0,4931.0,2.2307848306631515,1.1727250893487686,,
2018-02-06,1,16.0,3.0,4101.0,3.901487442087296,1.589538718661337,,
2018-02-07,1,15.0,1.0,4465.0,3.3594624860022395,1.4723487667339568,,
2018-02-08,1,10.0,0.0,6816.0,1.4671361502347418,0.9030580246075807,,
2018-02-09,1,13.0,1.0,9828.0,1.3227513227513228,0.842752398015529,,
2018-02-12,3,12.0,1.0,6970.0,1.721664275466284,1.0012435591744904,,
2018-02-13,1,13.0,1.0,11056.0,1.1758321273516643,0.7774111786609139,,
2018-02-14,1,14.0,0.0,15489.0,0.9038672606365808,0.6438872178866807,,
2018-02-15,1,6.0,0.0,5015.0,1.1964107676969093,0.7868245588404076,,
2018-02-16,1,10.0,0.0,4785.0,2.0898641588296765,1.1281271283995231,,
2018-02-20,4,5.0,0.0,6129.0,0.8157937673356176,0.5965227094876934,,
2018-02-21,1,1.0,0.0,4784.0,0.20903010033444816,0.18981846820813295,,
2018-02-22,1,4.0,0.0,5599.0,0.7144132880871584,0.5390709160146436,,
2018-02-23,1,13.0,0.0,5343.0,2.4330900243309004,1.2334607373565794,,
2018-02-26,3,5.0,1.0,5872.0,0.8514986376021798,0.6159953855366281,,
2018-02-27,1,7.0,1.0,6522.0,1.0732904017172646,0.7291369113013587,,
2018-02-28,1,6.0,0.0,8254.0,0.7269202810758421,0.546339637749289,,
2018-03-01,1,5.0,0.0,8302.0,0.6022645145748012,0.4714179502313824,,
2018-03-02,1,6.0,1.0,6477.0,0.9263547938860583,0.6556295092281043,,
2018-03-05,3,10.0,2.0,6916.0,1.4459224985540775,0.894422351789198,,
2018-03-06,1,3.0,0.0,4607.0,0.6511829824180595,0.5014919900613842,,
2018-03-07,1,7.0,0.0,4066.0,1.7215937038858828,1.001217629269763,,
2018-03-08,1,4.0,0.0,4616.0,0.8665511265164644,0.6240924106482889,,
2018-03-09,1,14.0,0.0,4467.0,3.1340944705618985,1.419268313093754,,
2018-03-12,3,12.0,0.0,4321.0,2.77713492247165,1.3289657652187625,,
2018-03-13,1,3.0,0.0,4452.0,0.6738544474393532,0.5151290193260437,,
2018-03-14,1,12.0,0.0,3248.0,3.694581280788177,1.5464089246124146,,
2018-03-15,1,4.0,0.0,3908.0,1.0235414534288638,0.7048491711278342,,
2018-03-16,1,15.0,0.0,4367.0,3.4348523013510417,1.4894943122421709,,
2018-03-19,3,8.0,1.0,4527.0,1.7671747294013695,1.0178268464082334,,
2018-03-20,1,13.0,1.0,3213.0,4.046062869592282,1.6186083094342107,,
2018-03-21,1,4.0,0.0,2974.0,1.3449899125756557,0.8522811002154961,,
2018-03-22,1,9.0,0.0,3155.0,2.8526148969889067,1.3487521117749102,,
2018-03-23,1,18.0,1.0,3847.0,4.678970626462179,1.7367699885737977,,
2018-03-26,3,15.0,1.0,2827.0,5.305978068623983,1.841498083258271,,
2018-03-27,1,11.0,0.0,3495.0,3.1473533619456364,1.4224703866878452,,
2018-03-28,1,13.0,2.0,3837.0,3.388063591347407,1.4788880344108473,,
2018-03-29,1,7.0,1.0,4656.0,1.5034364261168385,0.917664358463767,,
2018-04-02,4,26.0,0.0,7969.0,3.2626427406199023,1.449889329584401,,
2018-04-03,1,6.0,0.0,6973.0,0.860461781155887,0.6208247263500017,,
2018-04-04,1,8.0,0.0,4367.0,1.8319212273872223,1.040955360256496,,
2018-04-05,1,7.0,0.0,3336.0,2.0983213429256593,1.1308604625437457,,
2018-04-06,1,13.0,1.0,2826.0,4.6001415428167025,1.722791872924666,,
2018-04-09,3,12.0,1.0,2599.0,4.61716044632551,1.7258262775584896,,
2018-04-10,1,6.0,0.0,2528.0,2.3734177215189876,1.2159263911388778,,
2018-04-11,1,7.0,1.0,2265.0,3.0905077262693155,1.4086691008023258,,
2018-04-12,1,7.0,1.0,2017.0,3.4705007436787305,1.497500425545695,,
2018-04-13,1,14.0,2.0,2559.0,5.470887065259867,1.8673132034826954,,
2018-04-16,3,17.0,0.0,2700.0,6.296296296296297,1.9873668627336596,,
2018-04-17,1,7.0,1.0,2709.0,2.5839793281653747,1.2764737272850497,,
2018-04-18,1,9.0,1.0,2678.0,3.3607169529499625,1.472636482592365,,
2018-04-19,1,14.0,0.0,2696.0,5.192878338278931,1.823399976724839,,
2018-04-20,1,16.0,1.0,3113.0,5.13973658849984,1.8147818403429898,,
2018-04-23,3,14.0,0.0,2473.0,5.661140315406389,1.8962906884255661,,
2018-04-24,1,13.0,1.0,2706.0,4.804138950480414,1.7585712752040867,,
2018-04-25,1,14.0,3.0,3437.0,4.0733197556008145,1.6239953874676598,,
2018-04-26,1,16.0,1.0,4903.0,3.2633081786661227,1.4500454266705494,,
2018-04-27,1,22.0,1.0,6077.0,3.6202073391476057,1.530439582690011,,
2018-04-30,3,14.0,0.0,6435.0,2.1756021756021755,1.1554972759681506,,
2018-05-01,1,11.0,1.0,5838.0,1.884206920178143,1.0592499644835491,,
2018-05-02,1,17.0,0.0,5386.0,3.1563312291125136,1.4246327690776686,,
2018-05-03,1,5.0,0.0,5414.0,0.9235315847801995,0.6541628635485979,,
2018-05-04,1,7.0,1.0,4571.0,1.5313935681470139,0.9287699685445931,,
2018-05-07,3,19.0,3.0,3940.0,4.822335025380711,1.7617013883913821,,
2018-05-08,1,10.0,1.0,5506.0,1.8162005085361426,1.0353886390763518,,
2018-05-09,1,36.0,0.0,4639.0,7.760293166630739,2.1702293708986673,,
2018-05-10,1,11.0,2.0,5667.0,1.9410622904535026,1.0787708393725568,,
2018-05-11,1,12.0,0.0,4706.0,2.5499362515937105,1.266929646028544,,
2018-05-14,3,16.0,1.0,5051.0,3.1676895664224904,1.4273618214523458,,
2018-05-15,1,12.0,1.0,6782.0,1.7693895606015924,1.0186269206789749,,
2018-05-16,1,10.0,2.0,3999.0,2.5006251562890722,1.2529415686280068,,
2018-05-17,1,7.0,0.0,4707.0,1.4871468026343744,0.9111361910785302,,
2018-05-18,1,12.0,0.0,4393.0,2.7316184839517414,1.3168420494506767,,
2018-05-21,3,16.0,0.0,3953.0,4.047558816089046,1.6189047236558451,,
2018-05-22,1,15.0,0.0,3594.0,4.173622704507513,1.643573159672299,,
2018-05-23,1,14.0,1.0,3407.0,4.1091869680070445,1.6310402854917427,,
2018-05-24,1,14.0,1.0,3922.0,3.569607343192249,1.5194272806878732,,
2018-05-25,1,16.0,1.0,4201.0,3.8086169959533445,1.5704095159450795,,
2018-05-29,4,11.0,0.0,4477.0,2.457002457002457,1.240401871671794,,
2018-05-30,1,5.0,1.0,3900.0,1.2820512820512822,0.8250747236024935,,
2018-05-31,1,11.0,2.0,4170.0,2.6378896882494005,1.2914037575497308,,
2018-06-01,1,18.0,0.0,4499.0,4.000889086463658,1.609615713919211,,
2018-06-04,3,17.0,0.0,4649.0,3.6567003656700363,1.5383071212968455,,
2018-06-05,1,13.0,0.0,4219.0,3.0812988859919415,1.4064152921618474,,
2018-06-06,1,10.0,2.0,2870.0,3.484320557491289,1.5005869918365056,,
2018-06-07,1,11.0,0.0,3746.0,2.936465563267485,1.370283255545562,,
2018-06-08,1,13.0,3.0,3772.0,3.4464475079533403,1.492105464537305,,
2018-06-11,3,14.0,0.0,3472.0,4.032258064516129,1.6158688027643908,,
2018-06-12,1,12.0,0.0,3109.0,3.8597619813444837,1.5809894616810871,,
2018-06-13,1,11.0,1.0,2928.0,3.756830601092896,1.5595816063668226,,
2018-06-14,1,10.0,3.0,3354.0,2.9815146094215863,1.38166230203466,,
2018-06-15,1,16.0,2.0,3569.0,4.483048472961614,1.7016612369740454,,
2018-06-18,3,19.0,1.0,3195.0,5.94679186228482,1.9382799504565005,,
2018-06-19,1,10.0,3.0,3569.0,2.801905295601009,1.3355023346557926,,
2018-06-20,1,12.0,0.0,2716.0,4.418262150220913,1.6897751275460784,,
2018-06-21,1,7.0,0.0,2688.0,2.6041666666666665,1.282090583589888,,
2018-06-22,1,16.0,3.0,3370.0,4.747774480712166,1.7488127330546341,,
2018-06-25,3,10.0,0.0,2835.0,3.527336860670194,1.5101338771433883,,
2018-06-26,1,12.0,1.0,2625.0,4.571428571428572,1.7176514970743333,,
2018-06-27,1,7.0,1.0,3193.0,2.192295646727216,1.1607402964536309,,
2018-06-28,1,8.0,0.0,4090.0,1.9559902200488997,1.0838336945719909,,
2018-06-29,1,17.0,1.0,3931.0,4.32459933859069,1.672337467185486,,
2018-07-02,3,17.0,2.0,5222.0,3.2554576790501724,1.4482023188848798,0.3779093556493197,
2018-07-03,1,11.0,1.0,7338.0,1.4990460615971655,0.9159090836946188,-0.9214109591641977,
2018-07-05,2,10.0,1.0,3053.0,3.275466754012447,1.452893278653912,0.39515854048243415,-0.049447687677481277
2018-07-06,1,13.0,1.0,1829.0,7.107709130672498,2.092815353584203,1.9348665192563395,0.4466308640559739
2018-07-09,3,24.0,2.0,2606.0,9.20951650038373,2.3233202755590607,2.4293055782701436,0.8431658068988078
2018-07-10,1,10.0,0.0,2575.0,3.883495145631068,1.5858611818701034,0.6636469982436253,0.900313335417669
2018-07-11,1,13.0,1.0,1947.0,6.67693888032871,2.0382208844136147,1.720361794846329,1.4286678862197744
2018-07-12,1,6.0,1.0,2174.0,2.7598896044158234,1.3243895964430679,0.024080010180162505,1.3544521801593201
2018-07-13,1,17.0,0.0,2087.0,8.145663632007667,2.2132798469526915,2.1004761714899933,1.3875741106060508
2018-07-16,3,22.0,1.0,2252.0,9.769094138543517,2.3766803779320402,2.4211487781645684,1.3859427505849358
2018-07-17,1,12.0,0.0,2713.0,4.423147806855879,1.6906764230390152,0.8308765832915839,1.4193886675945275
2018-07-18,1,10.0,0.0,2386.0,4.191114836546522,1.646948478840145,0.7256492267152431,1.2204461539683105
2018-07-19,1,9.0,0.0,2146.0,4.193849021435228,1.6474750449388378,0.7228485869242438,1.3601998693171267
2018-07-20,1,16.0,1.0,2418.0,6.6170388751033915,2.0303876951065742,1.5910481106608245,1.258314257151293
2018-07-23,3,19.0,1.0,2418.0,7.857733664185277,2.1812909377860823,1.9069633463600444,1.155477170790388
2018-07-24,1,17.0,0.0,2197.0,7.737824305871643,2.16766122342296,1.8462491760373287,1.358551689339537
2018-07-25,1,12.0,1.0,2641.0,4.543733434305188,1.71266817889635,0.8104951603334009,1.3755208760631685
2018-07-26,1,7.0,0.0,3342.0,2.094554159186116,1.1296438438008276,-0.5099218513218551,1.1289667884139487
2018-07-27,1,12.0,0.0,3256.0,3.6855036855036856,1.544473420157824,0.43183427648565365,0.8971240215789147
2018-07-30,3,9.0,0.0,3649.0,2.466429158673609,1.243125003211094,-0.254598374541793,0.4648116773985471
2018-07-31,1,11.0,0.0,3846.0,2.860114404576183,1.3506968215287671,-0.008404139847027762,0.09388101422167582
2018-08-01,1,9.0,1.0,4442.0,2.0261143628995946,1.1072794080755384,-0.564802171789088,-0.18117845220282197
2018-08-02,1,7.0,0.0,4787.0,1.4622937121370378,0.9010933188340604,-1.0320808907213461,-0.28561026008272017
2018-08-03,1,11.0,0.0,4064.0,2.706692913385827,1.3101400810786705,-0.09054713807858054,-0.390086542995567
2018-08-06,3,13.0,0.0,3199.0,4.063769928102532,1.62211125097062,0.626776283150844,-0.21381161145703959
2018-08-07,1,5.0,0.0,3991.0,1.2528188423953897,0.812182250936039,-1.2364269055825168,-0.45941616460413737
2018-08-08,1,12.0,0.0,3938.0,3.047232097511427,1.3980332147586225,0.11605371005065031,-0.32324498823618975
2018-08-09,1,5.0,0.0,4436.0,1.127141568981064,0.754779092057308,-1.3613433600248872,-0.38909748209689793
2018-08-10,1,14.0,0.0,3923.0,3.5686974254397144,1.5192281370220446,0.4031289461890068,-0.2903622652433805
2018-08-13,3,14.0,0.0,4370.0,3.203661327231121,1.4359558901195355,0.20952216260752266,-0.3738130893520447
2018-08-14,1,8.0,0.0,6048.0,1.3227513227513228,0.842752398015529,-1.16005234236013,-0.3585381767075674
2018-08-15,1,7.0,0.0,3332.0,2.100840336134454,1.131673150928998,-0.4875371641977372,-0.4792563515572449
2018-08-16,1,9.0,0.0,3166.0,2.8427037271004423,1.3461762144396932,0.011498125435214062,-0.20468805446522462
2018-08-17,1,11.0,1.0,3032.0,3.627968337730871,1.5321179678497021,0.4438134039141419,-0.19655116292019761
2018-08-20,3,7.0,0.0,2946.0,2.3761031907671417,1.2167221422521082,-0.2931981103695127,-0.29709521751560464
2018-08-21,1,3.0,0.0,2273.0,1.3198416190057192,0.8414989156779266,-1.1650968111588804,-0.29810411127535474
2018-08-22,1,2.0,0.0,2783.0,0.7186489399928135,0.5415384821544061,-1.8426795541412473,-0.5691325892640566
2018-08-23,1,8.0,0.0,2448.0,3.2679738562091503,1.4511392078839955,0.272443398311472,-0.5169435346888052
2018-08-24,1,20.0,2.0,2722.0,7.347538574577516,2.1219667139184386,1.8132751096596815,-0.2430511935396972
2018-08-27,3,10.0,0.0,2400.0,4.166666666666667,1.6422277352570913,0.6988435285164357,-0.044642865762507554
2018-08-28,1,9.0,0.0,3250.0,2.769230769230769,1.32687094064909,-0.03267581786400467,0.1818413328964676
2018-08-29,1,8.0,0.0,2821.0,2.835873803615739,1.3443972585696524,0.008083298240589884,0.551993903372835
2018-08-30,1,8.0,0.0,3227.0,2.479082739386427,1.2467686784068177,-0.21909328937142264,0.45368656583625616
2018-08-31,1,17.0,1.0,3086.0,5.508749189889825,1.873147301030178,1.2376458046540304,0.3385607048351259
2018-09-04,4,7.0,1.0,3337.0,2.0976925382079714,1.1306574918171108,-0.49561591732648097,0.09966881566654254
2018-09-05,1,13.0,0.0,3698.0,3.515413737155219,1.5074968188068756,0.38565866619179934,0.18333571247770336
2018-09-06,1,7.0,0.0,2929.0,2.389894161829976,1.2207987002058607,-0.28657422260211823,0.1244042083091617
2018-09-07,1,19.0,1.0,2903.0,6.544953496383052,2.0208789286995654,1.580735874382951,0.48437004106003645
2018-09-10,3,11.0,0.0,3324.0,3.309265944645006,1.4607675751429845,0.26711445812060824,0.29026377175335194
2018-09-11,1,10.0,0.0,2340.0,4.273504273504274,1.6626950891076318,0.7383808210394059,0.5370631194265293
2018-09-12,1,13.0,0.0,2504.0,5.191693290734824,1.8232086019105582,1.1089985581448905,0.6817310978171476
2018-09-13,1,6.0,0.0,2488.0,2.411575562700965,1.2271742264347492,-0.2917051289484214,0.680704916547887
2018-09-14,1,16.0,1.0,2835.0,5.643738977072311,1.893674903964289,1.2702386440254114,0.618605470476379
2018-09-17,3,18.0,1.0,2649.0,6.795016987542469,2.053484681794404,1.6294546665367429,0.8910735121596058
2018-09-18,1,18.0,1.0,2921.0,6.162273194111606,1.9688274157959074,1.4191188952498186,1.0272211270016887
2018-09-19,1,10.0,0.0,2099.0,4.76417341591234,1.751661763720845,0.9072782457504135,0.9868770645227931
2018-09-20,1,8.0,0.0,2175.0,3.67816091954023,1.5429050667880113,0.41809343415836153,1.1288367771441497
2018-09-21,1,15.0,1.0,2307.0,6.501950585175552,2.0151630647512455,1.5104623930996595,1.1768815269589994
2018-09-24,3,16.0,0.0,2402.0,6.661115736885929,2.0361576307023777,1.545039323271726,1.159998458305996
2018-09-25,1,19.0,2.0,2470.0,7.6923076923076925,2.1624384612508036,1.8171211529248044,1.2395989098409932
2018-09-26,1,9.0,0.0,2895.0,3.1088082901554404,1.4131330327299625,0.08587579244593863,1.0753184191800982
2018-09-27,1,9.0,1.0,3266.0,2.7556644213104713,1.3232652126555187,-0.12195673107479753,0.9673083861334663
2018-09-28,1,19.0,0.0,3325.0,5.714285714285714,1.9042374526547452,1.2191906036750508,0.9090540282485445
2018-10-01,3,10.0,0.0,4603.0,2.1724961981316535,1.15451872222323,-0.5179587228957443,0.4964544190150505
2018-10-02,1,11.0,1.0,6141.0,1.7912392118547469,1.0264856591776579,-0.8119259814492434,-0.029355007859759086
2018-10-03,1,5.0,1.0,4921.0,1.016053647632595,0.7011419607839242,-1.5545721823444434,-0.35744460281783547
2018-10-04,1,5.0,0.0,2575.0,1.941747572815534,1.0790038172797334,-0.6764066516310436,-0.46833458692908464
2018-10-05,1,16.0,1.0,3245.0,4.930662557781202,1.7801359365796563,0.9458783168420062,-0.5229970442956936
2018-10-08,3,0.0,0.0,0.0,0.0,0.0,-3.0977438027836017,-1.0389540602732652
2018-10-09,1,18.0,2.0,3343.0,5.384385282680228,1.8538552096234695,1.1014283967278862,-0.6562831846378391
2018-10-10,1,15.0,1.0,2722.0,5.510653930933138,1.8734399013958365,1.1390956086349602,-0.11754962644195847
2018-10-11,1,10.0,1.0,2283.0,4.380201489268506,1.682725825009299,0.7043523121918065,0.15860216632261154
2018-10-12,1,10.0,0.0,2071.0,4.8285852245292125,1.7627742993055429,0.8819436741019527,0.14581523777460087
2018-10-15,3,15.0,1.0,2680.0,5.597014925373134,1.8866172626867321,1.156169527353923,0.9965979038021058
2018-10-16,1,11.0,0.0,2216.0,4.963898916967509,1.785724447893585,0.9230777126942105,0.9609277669953705
2018-10-17,1,10.0,1.0,2790.0,3.5842293906810037,1.5226220197574771,0.32534396749763234,0.7981774387679051
2018-10-18,1,7.0,0.0,1936.0,3.615702479338843,1.5294640729125144,0.3399568344506076,0.7252983432196654
2018-10-19,1,16.0,1.0,2472.0,6.472491909385114,2.01122853245675,1.426869457919284,0.8342834999831314
2018-10-22,3,15.0,1.0,1953.0,7.680491551459293,2.161078157421274,1.7497348419553578,0.9529965629034185
2018-10-23,1,14.0,0.0,2313.0,6.052745352356247,1.9534169527048635,1.2720230704110627,1.022785634446789
2018-10-24,1,5.0,0.0,2582.0,1.9364833462432223,1.0772127246696923,-0.7034191060963624,0.8170330197279899
2018-10-25,1,10.0,1.0,3032.0,3.2981530343007917,1.458185403519619,0.1572800839747997,0.7804976696328284
2018-10-26,1,13.0,0.0,2750.0,4.7272727272727275,1.7452394535931621,0.8044211158136509,0.6560080012117018
2018-10-29,3,11.0,0.0,2918.0,3.7697052775873887,1.5622845163220644,0.38849714608047814,0.38376046203672587
2018-10-30,1,9.0,0.0,3422.0,2.6300409117475163,1.2892439186671096,-0.23130059168257155,0.08309572961799905
2018-10-31,1,7.0,0.0,3655.0,1.915184678522572,1.0699331723488386,-0.7280726600144288,0.07816501883438576
2018-11-01,1,8.0,0.0,4224.0,1.893939393939394,1.0626186860202043,-0.7420195458543054,-0.10169490713143525
2018-11-02,1,10.0,0.0,4154.0,2.407318247472316,1.2259255441996724,-0.36833480540860675,-0.3362460913758868
2018-11-05,3,14.0,2.0,3404.0,4.112808460634548,1.631748854147306,0.5580021222295195,-0.3023450961460785
2018-11-06,1,9.0,1.0,3625.0,2.4827586206896552,1.2478246868547855,-0.3205622957560731,-0.32019743696077885
