Date,calendar_days_in_bucket,event_count,innovation_event_count,total_filings,events_per_1000_filings,log_events_per_1000_filings,attention_z,attention_z_5d
2018-11-07,1,13.0,0.0,3923.0,3.3137904664797353,1.4618169761985333,0.17021242807568102,-0.14054041934275688
2018-11-08,1,9.0,0.0,3803.0,2.36655272153563,1.2138892895179194,-0.3990750996945565,-0.0719515301108071
2018-11-09,1,16.0,3.0,4140.0,3.864734299516908,1.5820120994531932,0.4481971352115918,0.0913548580132326
2018-11-12,3,0.0,0.0,0.0,0.0,0.0,-3.1252143379453527,-0.6452884340217419
2018-11-13,1,13.0,0.0,6670.0,1.949025487256372,1.0814747724734355,-0.6766078915978322,-0.7164975531900937
2018-11-14,1,15.0,0.0,6441.0,2.328830926874709,1.202621169341198,-0.40117269864026434,-0.8307745785332827
2018-11-15,1,11.0,0.0,3417.0,3.219198127011999,1.439645092696612,0.13635671546290762,-0.72368821550179
2018-11-16,1,12.0,0.0,3468.0,3.4602076124567476,1.4951953148267552,0.26205797192509717,-0.7609160481590889
2018-11-19,3,5.0,1.0,4051.0,1.2342631449024932,0.8039114846244803,-1.3053908361278803,-0.39695134779559443
2018-11-20,1,13.0,2.0,3472.0,3.7442396313364052,1.5569311729273845,0.40690331575947386,-0.1802491063241332
2018-11-21,1,16.0,1.0,2987.0,5.356545028456646,1.8494849952273054,1.0686901462614873,0.11372346265621713
2018-11-23,2,2.0,0.0,941.0,2.1253985122210413,1.1395617989686153,-0.5475038013354382,-0.02304864070345204
2018-11-26,3,4.0,0.0,2335.0,1.7130620985010705,0.9980779226522417,-0.8670641599310599,-0.24887306707468343
2018-11-27,1,7.0,1.0,2532.0,2.764612954186414,1.325645054954566,-0.11878602017407502,-0.011552103883922405
2018-11-28,1,9.0,2.0,3142.0,2.864417568427753,1.3518109768748128,-0.058777287431733376,-0.10468822452216384
2018-11-29,1,4.0,0.0,3072.0,1.3020833333333333,0.8338145100499166,-1.239910029277687,-0.5664082596299986
2018-11-30,1,14.0,0.0,3428.0,4.084014002333722,1.6261011075196623,0.5733604926238024,-0.3422354008381506
2018-12-03,3,8.0,1.0,3445.0,2.3222060957910013,1.2006290489389082,-0.40169094772145514,-0.24916075839622964
2018-12-04,1,10.0,0.0,4222.0,2.3685457129322596,1.2144811120351973,-0.368957252435976,-0.2991950048486099
2018-12-06,2,18.0,2.0,4771.0,3.7727939635296583,1.5629318700125578,0.4322367663598887,-0.20099219409028546
2018-12-07,1,8.0,0.0,3257.0,2.4562480810561866,1.2401836310785705,-0.3114366180202035,-0.015297511838788747
2018-12-10,3,7.0,0.0,3761.0,1.8612071257644245,1.051243607730056,-0.7455921624517884,-0.27908804285390687
2018-12-11,1,13.0,0.0,3171.0,4.099653106275623,1.6291725190395965,0.5894974716316981,-0.08085035898327628
2018-12-12,1,6.0,0.0,2700.0,2.2222222222222223,1.1700712526502546,-0.4726595667302046,-0.10159082184212198
2018-12-13,1,9.0,0.0,3151.0,2.856236115518883,1.3496916081513373,-0.0558280440111251,-0.19920378391632476
2018-12-14,1,10.0,2.0,3049.0,3.279763857002296,1.4538978344739921,0.18603070557411305,-0.09971031919746146
2018-12-17,3,10.0,0.0,3155.0,3.1695721077654517,1.4278134184990796,0.1250045143621138,0.07440901616531899
2018-12-18,1,5.0,1.0,3786.0,1.3206550449022716,0.8418494927664567,-1.2362873663078549,-0.2907479514225916
2018-12-19,1,9.0,0.0,2952.0,3.048780487804878,1.3984157216522355,0.061303357977366135,-0.18395536648107744
2018-12-20,1,5.0,0.0,3398.0,1.4714537963507945,0.9048065590122613,-1.0871038067663248,-0.39021051903211734
2018-12-21,1,20.0,0.0,4316.0,4.633920296570898,1.7288055224905876,0.8344784332553393,-0.2605209734958721
2018-12-24,3,2.0,0.0,181.0,11.049723756906078,2.489041734935803,2.570594941654395,0.2285971119625842
2018-12-26,2,6.0,0.0,2963.0,2.0249746878164023,1.1069027237837965,-0.6204663203541556,0.35176132115332404
2018-12-27,1,11.0,1.0,2272.0,4.841549295774647,1.7649960520292383,0.8983668027915225,0.5191740101161553
2018-12-28,1,12.0,2.0,3162.0,3.795066413662239,1.5675875588468318,0.4405482061490236,0.824704412699225
2018-12-31,3,7.0,0.0,2622.0,2.6697177726926014,1.300114757935754,-0.17895963177560942,0.6220167996930352
2019-01-02,2,1.0,0.0,5175.0,0.1932367149758454,0.17666954336260812,-2.7401512205254575,-0.4401324327429353
2019-01-03,1,3.0,0.0,7999.0,0.3750468808601075,0.31848782570829476,-2.3930811405281838,-0.7946553967777409
2019-01-04,1,12.0,3.0,5928.0,2.0242914979757085,1.1066768485048402,-0.6145608827430707,-1.0972409338846596
2019-01-07,3,8.0,2.0,3198.0,2.5015634771732334,1.2532095765149391,-0.2824468640393416,-1.2418399479223325
2019-01-08,1,6.0,1.0,3299.0,1.8187329493785995,1.0362874752496158,-0.7772593115199901,-1.361499883871209
2019-01-09,1,5.0,0.0,2373.0,2.1070375052675936,1.133669701553887,-0.5512038919553508,-0.9237104181571875
2019-01-10,1,1.0,0.0,2620.0,0.38167938931297707,0.3232997080646742,-2.3809235632701538,-0.9212789027055814
2019-01-11,1,10.0,2.0,2526.0,3.95882818685669,1.6011694601749218,0.5285387040470653,-0.6926589853475542
2019-01-14,3,11.0,1.0,3188.0,3.450439146800502,1.4930027759834068,0.28479432103676794,-0.5792107483323323
2019-01-15,1,4.0,0.0,2502.0,1.5987210231814548,0.9550194098369942,-0.9356820988526966,-0.6108953057988736
2019-01-16,1,3.0,0.0,2635.0,1.1385199240986716,0.7601139654984139,-1.3706967828407042,-0.7747938839759443
2019-01-17,1,4.0,0.0,3037.0,1.3170892327955217,0.8403117569208001,-1.1782651829210937,-0.5342622079061323
2019-01-18,1,5.0,0.0,2629.0,1.901863826550019,1.065353229360348,-0.6596824084277692,-0.7719064304010993
2019-01-22,4,11.0,0.0,3091.0,3.558718861209964,1.5170416325629883,0.3713235787433627,-0.7546005788597803
2019-01-23,1,3.0,0.0,2699.0,1.1115227862171175,0.747409386816995,-1.373074591398902,-0.8420790773690214
2019-01-24,1,3.0,0.0,3604.0,0.832408435072142,0.60563118631179,-1.6794795075732132,-0.9038356223155232
2019-01-25,1,6.0,1.0,3244.0,1.8495684340320593,1.047167556158968,-0.6795013638619272,-0.8040828585036899
2019-01-28,3,3.0,0.0,4013.0,0.7475703962123099,0.5582264782699937,-1.7660739975364652,-1.0253611763254291
2019-01-29,1,9.0,1.0,3805.0,2.3653088042049935,1.2135197283378394,-0.29152849704249484,-1.1579315914826007
2019-01-30,1,8.0,0.0,3731.0,2.1441972661484856,1.1455586162845626,-0.4398370445088731,-0.9712840821045947
2019-01-31,1,5.0,1.0,5195.0,0.9624639076034649,0.6742007794752278,-1.4874229045716885,-0.9328727615042899
2019-02-01,1,16.0,3.0,5141.0,3.112234973740517,1.4139666699396274,0.1672457964847229,-0.7635233294349598
2019-02-04,3,8.0,2.0,6470.0,1.2364760432766615,0.8049014321305833,-1.1889757931678586,-0.6481036885612385
2019-02-05,1,6.0,2.0,4972.0,1.2067578439259854,0.791524399426892,-1.2140889514173268,-0.832615779436205
