Date,ARKK,IPO,IGV,SOXX,AIQ,QQQ,SPY
2018-01-02,36.0538444519043,27.840425491333008,31.006061553955078,53.6249885559082,,150.05723571777344,235.95428466796875
2018-01-03,36.203369140625,27.977622985839844,31.38300132751465,54.56269073486328,,151.5153045654297,237.44671630859375
2018-01-04,36.324851989746094,27.909029006958008,31.627017974853516,54.87015151977539,,151.7803955078125,238.44749450683594
2018-01-05,36.91360092163086,27.948225021362305,31.95039176940918,55.183746337890625,,153.30474853515625,240.0365447998047
2018-01-08,36.66128158569336,27.8502254486084,32.12894058227539,55.61725616455078,,153.90122985839844,240.4755096435547
2018-01-09,36.736045837402344,27.909029006958008,32.124969482421875,55.06999969482422,,153.9106903076172,241.01979064941406
2018-01-10,36.82949447631836,27.869827270507812,32.124969482421875,54.40898513793945,,153.55088806152344,240.6510772705078
2018-01-11,36.92294692993164,28.124614715576172,32.440406799316406,54.73486328125,,154.6018829345703,242.40682983398438
2018-01-12,37.10985565185547,28.085412979125977,32.78560256958008,55.0300178527832,,155.73802185058594,243.98716735839844
2018-01-16,36.27812576293945,27.75223159790039,32.36700439453125,55.21140670776367,,155.2930145263672,243.15310668945312
2018-01-17,37.12854766845703,27.997217178344727,32.8193244934082,56.81322479248047,,156.9688262939453,245.47079467773438
2018-01-18,37.25937271118164,28.07561683654785,32.90464782714844,57.06840515136719,,156.99722290039062,245.05816650390625
2018-01-19,37.324790954589844,28.17361068725586,33.12881088256836,57.12681198120117,,157.48960876464844,246.173095703125
2018-01-22,38.36211013793945,28.28141212463379,33.402587890625,57.55109405517578,,159.1748504638672,248.17469787597656
2018-01-23,38.84806823730469,28.59499168395996,33.54344940185547,58.01225662231445,,160.4909210205078,248.701416015625
2018-01-24,38.61442947387695,28.555789947509766,33.35100555419922,56.68409729003906,,159.4494171142578,248.60487365722656
2018-01-25,38.586395263671875,28.350004196166992,33.364898681640625,55.700252532958984,,159.3926239013672,248.7101287841797
2018-01-26,39.296630859375,28.25200653076172,33.93228530883789,57.48038101196289,,161.83534240722656,251.58978271484375
2018-01-29,39.55829620361328,28.134414672851562,33.53352737426758,57.39736557006836,,161.04954528808594,249.9217071533203
2018-01-30,38.876094818115234,27.7424373626709,33.21015167236328,56.256736755371094,,159.72401428222656,247.3583221435547
2018-01-31,38.5396728515625,27.762027740478516,33.7577018737793,56.7148323059082,,160.3867645263672,247.481201171875
2018-02-01,38.081756591796875,27.948225021362305,33.65057373046875,56.435054779052734,,159.02334594726562,247.20025634765625
2018-02-02,37.1939582824707,27.428848266601562,32.98399353027344,54.916263580322266,,155.8516387939453,241.8187713623047
2018-02-05,35.876285552978516,26.586091995239258,31.96229362487793,52.330631256103516,,149.7069549560547,231.7052001953125
2018-02-06,36.717350006103516,26.66448402404785,32.47612380981445,54.224517822265625,,153.67398071289062,236.27032470703125
2018-02-07,37.23134231567383,27.830625534057617,32.41659927368164,53.06235122680664,,151.68572998046875,234.98866271972656
2018-02-08,35.60527420043945,27.066267013549805,30.94257926940918,50.83334732055664,,145.2854461669922,226.1744842529297
2018-02-09,35.85758972167969,26.73308563232422,31.571468353271484,52.29680252075195,,147.79440307617188,229.5719451904297
2018-02-12,36.27812576293945,27.193662643432617,32.06148147583008,53.30216979980469,,150.4170379638672,232.94308471679688
2018-02-13,36.700531005859375,27.183862686157227,32.25987243652344,53.24068069458008,,151.19338989257812,233.52256774902344
2018-02-14,37.64252471923828,27.762027740478516,32.85702896118164,54.48891067504883,,154.02432250976562,236.6741485595703
2018-02-15,38.39949035644531,28.291210174560547,33.67438507080078,55.13762283325195,,156.8836212158203,239.6941680908203
2018-02-16,38.371456146240234,28.565589904785156,33.61089324951172,54.94087600708008,,156.1830291748047,239.76434326171875
2018-02-20,38.334075927734375,28.25200653076172,33.79143142700195,55.91239547729492,,156.4954376220703,238.26324462890625
2018-02-21,38.380802154541016,28.28141212463379,33.5593147277832,55.26982116699219,,156.05044555664062,237.07798767089844
2018-02-22,38.30603790283203,27.948225021362305,33.45417022705078,55.14684295654297,,156.03152465820312,237.38528442382812
2018-02-23,38.791988372802734,28.16381072998047,34.130680084228516,56.32745361328125,,159.22216796875,241.16905212402344
2018-02-26,39.58633804321289,28.25200653076172,34.44809341430664,57.5418701171875,,161.33352661132812,243.96957397460938
2018-02-27,38.960201263427734,27.899227142333984,34.154483795166016,57.35124206542969,,159.33578491210938,240.92323303222656
2018-02-28,38.23128128051758,27.830625534057617,34.04139709472656,56.84088134765625,,158.3132781982422,238.48265075683594
2018-03-01,38.10044860839844,27.644437789916992,33.75373077392578,55.94313430786133,,155.7285614013672,235.01498413085938
2018-03-02,38.9788932800293,28.085412979125977,34.43024444580078,56.89315414428711,,157.15821838378906,236.2263946533203
2018-03-05,39.77324295043945,28.457799911499023,34.75956726074219,57.40351104736328,,158.9003143310547,238.95668029785156
2018-03-06,40.14704513549805,28.82037925720215,34.884544372558594,58.26744079589844,,159.57247924804688,239.5625
2018-03-07,40.75448989868164,28.87917709350586,35.455902099609375,58.454986572265625,,159.94174194335938,239.47470092773438
2018-03-08,41.118953704833984,29.124164581298828,35.70587158203125,58.50724792480469,,160.82228088378906,240.63352966308594
2018-03-09,41.95067596435547,29.21236228942871,36.16217041015625,59.721675872802734,,163.94671630859375,244.82110595703125
2018-03-12,42.03478240966797,29.457347869873047,36.10462951660156,60.35501480102539,,164.8177490234375,244.51388549804688
2018-03-13,41.53013610839844,29.2613582611084,35.723724365234375,59.4234504699707,,162.57386779785156,242.9336700439453
2018-03-14,41.240440368652344,29.2613582611084,35.735633850097656,59.41728591918945,,162.54544067382812,241.68704223632812
2018-03-15,40.77317810058594,28.98697280883789,35.697940826416016,59.37118911743164,,162.4034423828125,241.423583984375
2018-03-16,40.576927185058594,28.996780395507812,35.596763610839844,59.34658432006836,,161.92051696777344,241.6854705810547
2018-03-19,39.81061935424805,28.633827209472656,35.188079833984375,58.215179443359375,,158.46575927734375,238.41529846191406
2018-03-20,39.885379791259766,28.673067092895508,35.19601821899414,58.64252471923828,,158.9873809814453,238.8208465576172
2018-03-21,39.87603759765625,28.977161407470703,35.06706619262695,58.75320816040039,,158.29505920410156,238.3624725341797
2018-03-22,38.74526596069336,28.535737991333008,34.231178283691406,57.20525360107422,,154.38796997070312,232.404052734375
2018-03-23,37.988304138183594,28.015830993652344,33.40183639526367,55.301490783691406,,150.3196258544922,227.45046997070312
2018-03-26,38.791988372802734,28.418020248413086,34.69148635864258,57.60879135131836,,155.90528869628906,233.67332458496094
2018-03-27,36.81080627441406,28.084501266479492,33.44945526123047,55.4893913269043,,150.8601837158203,229.6981201171875
2018-03-28,35.876285552978516,27.819643020629883,33.05462646484375,54.28799057006836,,149.12474060058594,229.0193634033203
2018-03-29,36.51176452636719,28.162975311279297,33.66968536376953,55.464752197265625,,151.85598754882812,231.94573974609375
