asset,alpha,date,return,var_HS250,loss_HS250,var_HS1000,loss_HS1000,var_VIXRegime1000,loss_VIXRegime1000,var_KOWCPI-lite,loss_KOWCPI-lite,kowcpi_ess,kowcpi_shrink_to_uniform
TLT,0.05,2015-01-02,0.011056734458753326,-0.009948672213304111,0.0010502703336028717,-0.01462842389808432,0.0012842579178418824,-0.013561638371661688,0.0012309186415207507,-0.014006957355027438,0.0012531845906890383,125.00000000015046,0.5231819501195787
TLT,0.05,2015-01-05,0.015586892261168828,-0.009948672213304111,0.001276778223723647,-0.01462842389808432,0.0015107658079626576,-0.013561638371661688,0.0014574265316415259,-0.014373686700573707,0.0014980289480871268,125.00000000004648,0.621958678268129
TLT,0.05,2015-01-06,0.017856193622550975,-0.009948672213304111,0.0013902432917927542,-0.01462842389808432,0.0016242308760317647,-0.013561638371661688,0.0015708915997106332,-0.014333506099863946,0.0016094849861207463,125.00000000038942,0.7334714044245629
TLT,0.05,2015-01-07,-0.0019765720501414563,-0.009948672213304111,0.00039860500815813276,-0.01462842389808432,0.0006325925923971432,-0.017976194194508112,0.0007999811072183328,-0.014041869906116666,0.0006032648927987605,125.00000000094181,0.8480397440425804
TLT,0.05,2015-01-08,-0.013331136981831193,-0.009948672213304111,0.003213341530100728,-0.01462842389808432,6.486434581265636e-05,-0.01356848466811531,1.1867384314205847e-05,-0.014373686700573707,5.2127485937125687e-05,125.00000000061296,0.867057685574764
TLT,0.05,2015-01-09,0.010892787712349694,-0.010285757320002718,0.0010589272516176207,-0.01462842389808432,0.0012760605805217009,-0.01356848466811531,0.0012230636190232503,-0.013984844170725985,0.001243881594153784,125.00000000053117,0.7944129658490056
TLT,0.05,2015-01-12,0.005705774373949701,-0.010285757320002718,0.000799576584697621,-0.01462842389808432,0.0010167099136017012,-0.01356848466811531,0.0009637129521032507,-0.014204254497979463,0.0009955014435964582,125.00000000038399,0.8353998203656374
TLT,0.05,2015-01-13,0.0,-0.010285757320002718,0.000514287866000136,-0.01462842389808432,0.000731421194904216,-0.013435329238867056,0.0006717664619433528,-0.015263004680030612,0.0007631502340015306,125.00000000027516,0.4695211401713095
TLT,0.05,2015-01-14,0.007557380988070683,-0.010285757320002718,0.0008921569154036701,-0.01462842389808432,0.0011092902443077502,-0.017925926201855444,0.0012741653594963065,-0.013922077036596647,0.0010739729012333667,125.00000000015113,0.5771137990677744
TLT,0.05,2015-01-15,0.015613285583076397,-0.010285757320002718,0.001294952145153956,-0.01462842389808432,0.001512085474058036,-0.017875658209202783,0.001674447189613959,-0.01512408772213103,0.0015368686652603714,125.00000000001003,0.4886913615919184
TLT,0.05,2015-01-16,-0.012831009802675375,-0.010285757320002718,0.002417989858539024,-0.01462842389808432,8.987070477044728e-05,-0.017825390216550118,0.00024971902069373717,-0.014224952635777832,6.969714165512286e-05,125.00000000048105,0.8099168161188572
TLT,0.05,2015-01-20,0.013201627559678464,-0.010605168297822853,0.001190339792875066,-0.014565427883751392,0.0013883527721714928,-0.017775122223897453,0.001548837489178796,-0.013848634014951955,0.001352513078731521,125.00000000047146,0.6682096958302282
TLT,0.05,2015-01-21,-0.01162678977986431,-0.010605168297822853,0.0009705404079393845,-0.014565427883751392,0.0001469319051943541,-0.013340870494905843,8.570403575207664e-05,-0.013984844170725985,0.00011790271954308374,125.00000000008343,0.8231294510751468
