Date,ret,M3_var,M4_var,M5_var,breach_M3,breach_M4,breach_M5,breach_count_lag,hawkes_intensity_lag
2010-05-04,-2.3795721099155287,,,,0,0,0,,
2010-05-05,-0.5974271701555622,,,,0,0,0,,
2010-05-06,-3.3777319429631802,,,,0,0,0,,
2010-05-07,-1.498694945971124,,,,0,0,0,,
2010-05-10,4.309858914050135,,,,0,0,0,,
2010-05-11,-0.2845054497123023,,,,0,0,0,,
2010-05-12,1.3889121834617768,,,,0,0,0,,
2010-05-13,-1.2508831190277903,,,,0,0,0,,
2010-05-14,-1.827073327948714,,,,0,0,0,,
2010-05-17,0.05266395208325392,,,,0,0,0,,
2010-05-18,-1.3695761543164764,,,,0,0,0,,
2010-05-19,-0.5710298887446896,,,,0,0,0,,
2010-05-20,-3.849079451101467,,,,0,0,0,,
2010-05-21,1.4493570476441064,,,,0,0,0,,
2010-05-24,-1.291408615435774,,,,0,0,0,,
2010-05-25,0.1020996187941492,,,,0,0,0,,
2010-05-26,-0.60471029704674,,,,0,0,0,,
2010-05-27,3.2949697524892407,,,,0,0,0,,
2010-05-28,-1.2629289332375393,,,,0,0,0,,
2010-06-01,-1.6966707650533763,,,,0,0,0,,
2010-06-02,2.570583902003243,,,,0,0,0,,
2010-06-03,0.34383326686100446,,,,0,0,0,,
2010-06-04,-3.5768929373446667,,,,0,0,0,,
2010-06-07,-1.2529390575924282,,,,0,0,0,,
2010-06-08,1.0655617514249371,,,,0,0,0,,
2010-06-09,-0.5360917997045078,,,,0,0,0,,
2010-06-10,2.8812661660324146,,,,0,0,0,,
2010-06-11,0.4843777756968315,,,,0,0,0,,
2010-06-14,-0.1551278141688428,,,,0,0,0,,
2010-06-15,2.248315498671527,,,,0,0,0,,
2010-06-16,-0.03574778750019547,,,,0,0,0,,
2010-06-17,0.1606830051682273,,,,0,0,0,,
2010-06-18,0.10836274365244591,,,,0,0,0,,
2010-06-21,-0.28678836071573954,,,,0,0,0,,
2010-06-22,-1.6654066359966357,,,,0,0,0,,
2010-06-23,-0.3107690270633512,,,,0,0,0,,
2010-06-24,-1.670953505820627,,,,0,0,0,,
2010-06-25,0.4180162353143224,,,,0,0,0,,
2010-06-28,-0.3156274784489099,,,,0,0,0,,
2010-06-29,-3.136194345332566,,,,0,0,0,,
2010-06-30,-0.9545722743451002,,,,0,0,0,,
2010-07-01,-0.4465956803462845,,,,0,0,0,,
2010-07-02,-0.5464541627600461,,,,0,0,0,,
2010-07-06,0.6534049512181284,,,,0,0,0,,
2010-07-07,3.1010735481315166,,,,0,0,0,,
2010-07-08,0.9846564748425379,,,,0,0,0,,
2010-07-09,0.7437460005490948,,,,0,0,0,,
2010-07-12,0.0648172286403792,,,,0,0,0,,
2010-07-13,1.4975950382850378,,,,0,0,0,,
2010-07-14,-0.009124693084849866,,,,0,0,0,,
2010-07-15,0.0273531523125925,,,,0,0,0,,
2010-07-16,-2.7920716957583913,,,,0,0,0,,
2010-07-19,0.5889000070957273,,,,0,0,0,,
2010-07-20,1.103074129031878,,,,0,0,0,,
2010-07-21,-1.308311577926613,,,,0,0,0,,
2010-07-22,2.207602300983158,,,,0,0,0,,
2010-07-23,0.8641746760741142,,,,0,0,0,,
2010-07-26,1.036173198462631,,,,0,0,0,,
2010-07-27,-0.00893304232381098,,,,0,0,0,,
2010-07-28,-0.6475832693540795,,,,0,0,0,,
2010-07-29,-0.4884086474088889,,,,0,0,0,,
2010-07-30,-0.018164293795752684,,,,0,0,0,,
2010-08-02,2.232968110300071,,,,0,0,0,,
2010-08-03,-0.4799840233118857,,,,0,0,0,,
2010-08-04,0.6661080574635214,,,,0,0,0,,
2010-08-05,-0.1062949769751853,,,,0,0,0,,
2010-08-06,-0.4084435536016784,,,,0,0,0,,
2010-08-09,0.5324150552320717,,,,0,0,0,,
2010-08-10,-0.5413270888349864,,,,0,0,0,,
2010-08-11,-2.7789607599661537,,,,0,0,0,,
2010-08-12,-0.6148938527053893,,,,0,0,0,,
2010-08-13,-0.2950033164562882,,,,0,0,0,,
2010-08-16,-0.04616335562817042,,,,0,0,0,,
2010-08-17,1.2210183393920104,,,,0,0,0,,
2010-08-18,0.18235278222595852,,,,0,0,0,,
2010-08-19,-1.7550269637584215,,,,0,0,0,,
2010-08-20,-0.324921476565887,,,,0,0,0,,
2010-08-23,-0.38204646841899503,,,,0,0,0,,
2010-08-24,-1.4954374117751357,,,,0,0,0,,
2010-08-25,0.38775336013969763,,,,0,0,0,,
2010-08-26,-0.6724171147260982,,,,0,0,0,,
2010-08-27,1.5370723233607109,,,,0,0,0,,
2010-08-30,-1.4610916783515115,,,,0,0,0,,
2010-08-31,0.0,,,,0,0,0,,
2010-09-01,2.9473165972999205,,,,0,0,0,,
2010-09-02,0.9269077920971647,,,,0,0,0,,
2010-09-03,1.2887982994308267,,,,0,0,0,,
2010-09-07,-1.1336475752682595,,,,0,0,0,,
2010-09-08,0.6998649538219937,,,,0,0,0,,
2010-09-09,0.4608846213642437,,,,0,0,0,,
2010-09-10,0.5035480376821333,,,,0,0,0,,
2010-09-13,1.1062000462835009,,,,0,0,0,,
2010-09-14,-0.06210154178036831,,,,0,0,0,,
2010-09-15,0.38093442045337156,,,,0,0,0,,
2010-09-16,-0.026503794376697698,,,,0,0,0,,
2010-09-17,0.037308890692688834,,,,0,0,0,,
2010-09-20,1.51744120168118,,,,0,0,0,,
2010-09-21,-0.2015521381177443,,,,0,0,0,,
2010-09-22,-0.4925327375747912,,,,0,0,0,,
2010-09-23,-0.8144289262514981,,,,0,0,0,,
2010-09-24,2.041241892119583,,,,0,0,0,,
2010-09-27,-0.48017546770600106,,,,0,0,0,,
2010-09-28,0.3494510034038889,,,,0,0,0,,
2010-09-29,-0.17458603000521933,,,,0,0,0,,
2010-09-30,-0.29748083395189084,,,,0,0,0,,
2010-10-01,0.41973270036663735,,,,0,0,0,,
2010-10-04,-0.7532338181692744,,,,0,0,0,,
2010-10-05,1.9932055465730514,,,,0,0,0,,
2010-10-06,-0.008629051631015017,,,,0,0,0,,
2010-10-07,-0.12071148061707504,,,,0,0,0,,
2010-10-08,0.5593202965637367,,,,0,0,0,,
2010-10-11,0.09431709424490009,,,,0,0,0,,
2010-10-12,0.30811924130631496,,,,0,0,0,,
2010-10-13,0.7747637912955518,,,,0,0,0,,
2010-10-14,-0.3908851072129238,,,,0,0,0,,
2010-10-15,0.20408536771734376,,,,0,0,0,,
2010-10-18,0.49155446719844065,,,,0,0,0,,
2010-10-19,-1.3190875969642413,,,,0,0,0,,
2010-10-20,0.9719109514930047,,,,0,0,0,,
2010-10-21,0.220287084093318,,,,0,0,0,,
2010-10-22,0.18607794811176248,,,,0,0,0,,
2010-10-25,0.29532442051118935,,,,0,0,0,,
2010-10-26,0.01682686703325942,,,,0,0,0,,
2010-10-27,-0.2868246721685175,,,,0,0,0,,
2010-10-28,0.016906319373699574,,,,0,0,0,,
2010-10-29,0.07599642332145606,,,,0,0,0,,
2010-11-01,0.0337614279914078,,,,0,0,0,,
2010-11-02,0.7899447574688523,,,,0,0,0,,
2010-11-03,0.40095881957800117,,,,0,0,0,,
2010-11-04,1.9074790639908024,,,,0,0,0,,
2010-11-05,0.3755511458881422,,,,0,0,0,,
2010-11-08,-0.18761158543556533,,,,0,0,0,,
2010-11-09,-0.7210054513389075,,,,0,0,0,,
2010-11-10,0.4021012996188844,,,,0,0,0,,
2010-11-11,-0.37742874296027296,,,,0,0,0,,
2010-11-12,-1.190885561439714,,,,0,0,0,,
2010-11-15,-0.14154368142191842,,,,0,0,0,,
2010-11-16,-1.570238001809443,,,,0,0,0,,
2010-11-17,0.05076226003097872,,,,0,0,0,,
2010-11-18,1.4611663163098143,,,,0,0,0,,
2010-11-19,0.2746951683098686,,,,0,0,0,,
2010-11-22,-0.08319754955596892,,,,0,0,0,,
2010-11-23,-1.4582740283377582,,,,0,0,0,,
2010-11-24,1.466629516474427,,,,0,0,0,,
2010-11-26,-1.17157945514057,,,,0,0,0,,
2010-11-29,0.3026020540023211,,,,0,0,0,,
2010-11-30,-0.5638877722233815,,,,0,0,0,,
2010-12-01,2.1044772948938473,,,,0,0,0,,
2010-12-02,1.2727363633205258,,,,0,0,0,,
2010-12-03,0.26890021647298923,,,,0,0,0,,
2010-12-06,-0.10584532822761616,,,,0,0,0,,
2010-12-07,0.05702896449779615,,,,0,0,0,,
2010-12-08,0.36566550086511995,,,,0,0,0,,
2010-12-09,0.38861562576411046,,,,0,0,0,,
2010-12-10,0.5800780975427244,,,,0,0,0,,
2010-12-13,0.06424769506949701,,,,0,0,0,,
2010-12-14,0.08827122020784728,,,,0,0,0,,
2010-12-15,-0.45828878807210316,,,,0,0,0,,
2010-12-16,0.5785258791268788,,,,0,0,0,,
2010-12-17,0.10705207182502008,,,,0,0,0,,
2010-12-20,0.24108502941171395,,,,0,0,0,,
2010-12-21,0.6320167717552394,,,,0,0,0,,
2010-12-22,0.3105574010739076,,,,0,0,0,,
2010-12-23,-0.14323823684598835,,,,0,0,0,,
2010-12-27,0.03981031048860828,,,,0,0,0,,
2010-12-28,0.14315742290680333,,,,0,0,0,,
2010-12-29,0.07149399022932101,,,,0,0,0,,
2010-12-30,-0.1589626813845335,,,,0,0,0,,
2010-12-31,0.023860517256579783,,,,0,0,0,,
2011-01-03,1.0285327770627184,,,,0,0,0,,
2011-01-04,-0.055144957283470575,-1.5819977209040916,,,0,0,0,,
2011-01-05,0.5184383182558427,-1.5736014131336773,,-1.5736014131336773,0,0,0,,0.0
2011-01-06,-0.19606990590137485,-1.5643196052320785,,-1.5643196052320785,0,0,0,,0.0
2011-01-07,-0.1964393641204154,-1.5857193447785194,,-1.5857193447785194,0,0,0,,0.0
2011-01-10,-0.1259290482340525,-1.6032914411256196,,-1.6032914411256196,0,0,0,,0.0
2011-01-11,0.3537641871178998,-1.6008608740454209,-1.6008608740454209,-1.6008608740454209,0,0,0,0.0,0.0
2011-01-12,0.8983998828566264,-1.5870060714770833,-1.5870060714770833,-1.5870060714770833,0,0,0,0.0,0.0
2011-01-13,-0.16344594122514877,-1.5754676523935618,-1.5754676523935618,-1.5754676523935618,0,0,0,0.0,0.0
2011-01-14,0.721857839345752,-1.586037923784626,-1.586037923784626,-1.586037923784626,0,0,0,0.0,0.0
2011-01-18,0.16998495000795089,-1.5746619734938994,-1.5746619734938994,-1.5746619734938994,0,0,0,0.0,0.0
2011-01-19,-0.985369464716257,-1.5652010626398118,-1.5652010626398118,-1.5652010626398118,0,0,0,0.0,0.0
2011-01-20,-0.13264603833249566,-2.176146469806598,-2.176146469806598,-2.176146469806598,0,0,0,0.0,0.0
2011-01-21,0.22617271369504977,-2.0870116540260946,-2.0870116540260946,-2.0870116540260946,0,0,0,0.0,0.0
2011-01-24,0.5670615450172889,-1.9999520902756596,-1.9999520902756596,-1.9999520902756596,0,0,0,0.0,0.0
2011-01-25,0.05420093158647887,-1.925057709785167,-1.925057709785167,-1.925057709785167,0,0,0,0.0,0.0
2011-01-26,0.38633718287677254,-1.8609093053274213,-1.8609093053274213,-1.8609093053274213,0,0,0,0.0,0.0
2011-01-27,0.24647694624251315,-1.8061935626554166,-1.8061935626554166,-1.8061935626554166,0,0,0,0.0,0.0
2011-01-28,-1.7616976574369225,-1.7597057598448307,-1.7597057598448307,-1.7597057598448307,1,1,1,0.0,0.0
2011-01-31,0.7488430858434647,-3.216257819871473,-2.230417701014356,-1.1096450265563313,0,0,0,1.0,1.0
2011-02-01,1.5881604633644741,-2.9912417764398405,-2.074373069523282,-1.6197809101343263,0,0,0,1.0,0.7
2011-02-02,-0.19139345024630217,-2.791690369588425,-1.9359877114360686,-1.8957126903442634,0,0,0,1.0,0.48999999999999994
2011-02-03,0.22201547059363946,-2.631975610229546,-1.8252283611792763,-2.0406729366454917,0,0,0,1.0,0.3429999999999999
2011-02-04,0.28246690908959593,-2.474766175884538,-1.7162064093434706,-2.0855775012532396,0,0,0,1.0,0.24009999999999992
2011-02-07,0.623320575077102,-2.3369189563854493,-2.3369189563854493,-2.0796616525830274,0,0,0,0.0,0.16806999999999994
2011-02-08,0.45361107826424885,-2.216575322337973,-2.216575322337973,-2.0457687427263527,0,0,0,0.0,0.11764899999999995
2011-02-09,-0.22654455531494477,-2.1119836061234567,-2.1119836061234567,-1.9980607970830286,0,0,0,0.0,0.08235429999999996
2011-02-10,0.037788045949316285,-2.051476605084162,-2.051476605084162,-1.9740153104992963,0,0,0,0.0,0.05764800999999997
2011-02-11,0.5952749051688855,-1.9693424642573636,-1.9693424642573636,-1.9172904586585735,0,0,0,0.0,0.04035360699999998
2011-02-14,0.24007730860073906,-1.8988069702153436,-1.8988069702153436,-1.8636756007420514,0,0,0,0.0,0.028247524899999984
2011-02-15,-0.31521136426384544,-1.8384919006855875,-1.8384919006855875,-1.8146810987057944,0,0,0,0.0,0.019773267429999988
2011-02-16,0.6294995094741296,-1.8520891246800617,-1.8520891246800617,-1.835298292386393,0,0,0,0.0,0.01384128720099999
2011-02-17,0.2984213913011402,-1.7986879879335427,-1.7986879879335427,-1.7872732954297617,0,0,0,0.0,0.009688901040699992
2011-02-18,0.20831878189842,-1.753342736544746,-1.753342736544746,-1.745553888324287,0,0,0,0.0,0.006782230728489994
2011-02-22,-2.0273797241327607,-1.7149753414333346,-1.7149753414333346,-1.7096424549129248,1,1,1,0.0,0.004747561509942996
2011-02-23,-0.6163287443482268,-3.551230953044846,-2.462715622212721,-1.2174844808178795,0,0,0,1.0,1.00332329305696
2011-02-24,-0.06871774115753126,-3.4240701408784116,-2.374531856415391,-1.8489435995992924,0,0,0,1.0,0.7023263051398719
2011-02-25,1.0635879706069495,-3.1778669816552894,-2.203794336250154,-2.1545585519036194,0,0,0,1.0,0.4916284135979103
2011-02-28,0.6177644265896731,-2.9571474566139853,-2.05072926398823,-2.2905834511070884,0,0,0,1.0,0.3441398895185372
2011-03-01,-1.6813523971966227,-2.761517949163983,-1.915063673511829,-2.3257906326414806,0,0,0,1.0,0.24089792266297602
2011-03-02,0.21362601931755876,-3.6644490209009946,-3.6644490209009946,-3.259711337690984,0,0,0,0.0,0.1686285458640832
2011-03-03,1.7077691470525735,-3.3904792269641453,-3.3904792269641453,-3.1283447861174243,0,0,0,0.0,0.11803998210485823
2011-03-04,-0.7520483043726323,-3.146185812375814,-3.146185812375814,-2.9759129622967895,0,0,0,0.0,0.08262798747340076
2011-03-07,-0.7881854150692646,-3.1503866801201847,-3.1503866801201847,-3.0310365382005666,0,0,0,0.0,0.05783959123138053
2011-03-08,0.8711838961828811,-3.174779808979566,-3.174779808979566,-3.09058782829053,0,0,0,0.0,0.04048771386196637
2011-03-09,-0.1434022503057797,-2.9544065977540415,-2.9544065977540415,-2.8995630650575386,0,0,0,0.0,0.028341399703376454
2011-03-10,-1.867948278886189,-2.7679461476185505,-2.7679461476185505,-2.7319785994770265,0,0,0,0.0,0.019838979792363518
2011-03-11,0.6902478343525864,-3.877293408044434,-3.877293408044434,-3.8420254834127197,0,0,0,0.0,0.013887285854654461
2011-03-14,-0.6056416921066621,-3.5807180845976396,-3.5807180845976396,-3.557918895170526,0,0,0,0.0,0.009721100098258122
2011-03-15,-1.152281050632098,-3.444840833420284,-3.444840833420284,-3.4294870122603136,0,0,0,0.0,0.006804770068780685
2011-03-16,-1.8686739283844567,-3.655782936550917,-3.655782936550917,-3.6443771363745934,0,0,0,0.0,0.004763339048146479
2011-03-17,1.31484543239333,-4.444291091290865,-4.444291091290865,-4.43458496598345,0,0,0,0.0,0.0033343373337025354
2011-03-18,0.36306774914081075,-4.088973613368205,-4.088973613368205,-4.082722523460191,0,0,0,0.0,0.0023340361335917746
2011-03-21,1.5378988558803819,-3.7702418849291632,-3.7702418849291632,-3.7662072086856138,0,0,0,0.0,0.0016338252935142422
2011-03-22,-0.347481560601004,-3.484991790481348,-3.484991790481348,-3.4823811968349405,0,0,0,0.0,0.0011436777054599694
2011-03-23,0.2858044573867069,-3.274545555942211,-3.274545555942211,-3.2728284915024632,0,0,0,0.0,0.0008005743938219785
2011-03-24,0.9517997124617317,-3.0430409336827786,-3.0430409336827786,-3.0419239639840336,0,0,0,0.0,0.0005604020756753849
2011-03-25,0.3051001506082507,-2.8375647406386486,-2.8375647406386486,-2.836835656892549,0,0,0,0.0,0.0003922814529727694
2011-03-28,-0.2440223305351097,-2.655839731594825,-2.655839731594825,-2.6553620576630292,0,0,0,0.0,0.00027459701708093857
2011-03-29,0.6696394487334167,-2.5239668977791636,-2.5239668977791636,-2.523649128892657,0,0,0,0.0,0.00019221791195665698
2011-03-30,0.6877311242575956,-2.379996018861584,-2.379996018861584,-2.3797862688526483,0,0,0,0.0,0.00013455253836965988
2011-03-31,-0.1356754303592389,-2.254124576599829,-2.254124576599829,-2.2539855167642506,0,0,0,0.0,9.418677685876191e-05
2011-04-01,0.421477486567845,-2.1547542852933175,-2.1547542852933175,-2.1546612346048977,0,0,0,0.0,6.593074380113333e-05
2011-04-04,0.08256894370042289,-2.058448147392827,-2.058448147392827,-2.0583859231230117,0,0,0,0.0,4.615152066079333e-05
2011-04-05,-0.014982328539758782,-1.9753434557965985,-1.9753434557965985,-1.975301657312129,0,0,0,0.0,3.230606446255533e-05
2011-04-06,0.3147097440336921,-1.9040901461091886,-1.9040901461091886,-1.9040619425795609,0,0,0,0.0,2.261424512378873e-05
2011-04-07,-0.2546445221566884,-1.8430006742357627,-1.8430006742357627,-1.842981565168391,0,0,0,0.0,1.582997158665211e-05
2011-04-08,-0.3456664089786621,-1.833527686483763,-1.833527686483763,-1.8335143788907682,0,0,0,0.0,1.1080980110656475e-05
2011-04-11,-0.30154236413215685,-1.8609311312765848,-1.8609311312765848,-1.860921676737126,0,0,0,0.0,7.756686077459533e-06
2011-04-12,-0.7502122578270765,-1.8651427267158274,-1.8651427267158274,-1.8651360935601737,0,0,0,0.0,5.429680254221673e-06
2011-04-13,-0.007581516357646478,-2.1481495890391553,-2.1481495890391553,-2.148144241294304,0,0,0,0.0,3.800776177955171e-06
2011-04-14,0.07600879626936674,-2.0527703553484824,-2.0527703553484824,-2.052766778137422,0,0,0,0.0,2.66054332456862e-06
2011-04-15,0.3641743993102686,-1.9704559448265186,-1.9704559448265186,-1.9704535411890407,0,0,0,0.0,1.8623803271980338e-06
2011-04-18,-1.1271492984726628,-1.8997611043558256,-1.8997611043558256,-1.899759482174979,0,0,0,0.0,1.3036662290386235e-06
2011-04-19,0.5727876019100187,-2.5310103448289762,-2.5310103448289762,-2.531008831991627,0,0,0,0.0,9.125663603270365e-07
2011-04-20,1.3539896054505896,-2.386167767115075,-2.386167767115075,-2.3861667687317185,0,0,0,0.0,6.387964522289254e-07
2011-04-21,0.5095852423127489,-2.2595088064437467,-2.2595088064437467,-2.2595081446716736,0,0,0,0.0,4.471575165602478e-07
2011-04-25,-0.10470911562885377,-2.1492427163503085,-2.1492427163503085,-2.149242275716414,0,0,0,0.0,3.1301026159217345e-07
2011-04-26,0.85679755168524,-2.0600238654489624,-2.0600238654489624,-2.060023569809278,0,0,0,0.0,2.191071831145214e-07
2011-04-27,0.6507656045397603,-1.9767000989111636,-1.9767000989111636,-1.9766999003340007,0,0,0,0.0,1.5337502818016497e-07
2011-04-28,0.3238015519829496,-1.9051127869366666,-1.9051127869366666,-1.9051126529667617,0,0,0,0.0,1.0736251972611547e-07
2011-04-29,0.23482129851091216,-1.8438735885540232,-1.8438735885540232,-1.8438734977895812,0,0,0,0.0,7.515376380828082e-08
2011-05-02,-0.15401071375524822,-1.7917009242228856,-1.7917009242228856,-1.7917008624855113,0,0,0,0.0,5.260763466579657e-08
2011-05-03,-0.36036658214468886,-1.763497422085762,-1.763497422085762,-1.7634973795498736,0,0,0,0.0,3.68253442660576e-08
2011-05-04,-0.6652750700271604,-1.8109792572786534,-1.8109792572786534,-1.810979226701842,0,0,0,0.0,2.5777740986240318e-08
2011-05-05,-0.9089775952692669,-2.040581811766511,-2.040581811766511,-2.0405817876490953,0,0,0,0.0,1.8044418690368222e-08
2011-05-06,0.44057224282729734,-2.40986445545976,-2.40986445545976,-2.409864435522411,0,0,0,0.0,1.2631093083257754e-08
2011-05-09,0.3867539445793433,-2.2801918875579306,-2.2801918875579306,-2.280191874352753,0,0,0,0.0,8.841765158280428e-09
2011-05-10,0.8499581262668698,-2.1672143574000406,-2.1672143574000406,-2.1672143486144138,0,0,0,0.0,6.189235610796299e-09
2011-05-11,-1.0580078431990714,-2.069226921525554,-2.069226921525554,-2.069226915653676,0,0,0,0.0,4.332464927557409e-09
2011-05-12,0.4749130264729118,-2.569476981622255,-2.569476981622255,-2.569476976518243,0,0,0,0.0,3.0327254492901863e-09
2011-05-13,-0.7728617384935355,-2.4198948801806117,-2.4198948801806117,-2.4198948768157944,0,0,0,0.0,2.1229078145031303e-09
2011-05-16,-0.6361853268058937,-2.580806175436715,-2.580806175436715,-2.580806172924722,0,0,0,0.0,1.4860354701521912e-09
2011-05-17,-0.015020109891850097,-2.6205195736042697,-2.6205195736042697,-2.6205195718188166,0,0,0,0.0,1.0402248291065336e-09
2011-05-18,0.8896339005945109,-2.464810562902754,-2.464810562902754,-2.4648105617272,0,0,0,0.0,7.281573803745735e-10
2011-05-19,0.23788351393090323,-2.3282099863434897,-2.3282099863434897,-2.3282099855662066,0,0,0,0.0,5.097101662622014e-10
2011-05-20,-0.7976397362814858,-2.2089906935229413,-2.2089906935229413,-2.2089906930067045,0,0,0,0.0,3.5679711638354097e-10
2011-05-23,-1.1668661963510907,-2.438564571019987,-2.438564571019987,-2.438564570621065,0,0,0,0.0,2.4975798146847867e-10
2011-05-24,-0.08334215399026235,-2.9247214987012105,-2.9247214987012105,-2.9247214983662944,0,0,0,0.0,1.7483058702793507e-10
2011-05-25,0.3329150646617762,-2.735861097913777,-2.735861097913777,-2.7358610976944746,0,0,0,0.0,1.2238141091955453e-10
2011-05-26,0.45967970654530177,-2.5661599376888806,-2.5661599376888806,-2.566159937544891,0,0,0,0.0,8.566698764368817e-11
2011-05-27,0.38273416436487295,-2.4169851486050495,-2.4169851486050495,-2.416985148510116,0,0,0,0.0,5.996689135058172e-11
2011-05-31,1.0357152053233953,-2.28641010039881,-2.28641010039881,-2.2864101003359467,0,0,0,0.0,4.19768239454072e-11
2011-06-01,-2.2716954685484403,-2.1726201363624407,-2.1726201363624407,-2.172620136320626,1,1,1,0.0,2.938377676178504e-11
2011-06-02,-0.10621141283149171,-4.071891368711955,-2.823784377381055,-1.4048481990081874,0,0,0,1.0,1.0000000000205687
2011-06-03,-0.9994541185703198,-3.758509266571249,-2.606459452906048,-2.0352622808360588,0,0,0,1.0,0.700000000014398
2011-06-06,-1.0637517160996701,-3.801185257837864,-2.6360544952379454,-2.581215742999852,0,0,0,1.0,0.49000000001007854
2011-06-07,-0.06201951239201975,-3.8770091141368592,-2.688636993507691,-3.0059957788172027,0,0,0,1.0,0.34300000000705494
2011-06-08,-0.41960786137034134,-3.5817416056542704,-2.483874218152732,-3.018466868029089,0,0,0,1.0,0.24010000000493845
2011-06-09,0.7602209297951745,-3.3792242147706184,-3.3792242147706184,-3.0072258157340364,0,0,0,0.0,0.1680700000034569
