state,label,event_date,event_trading_day,ticker,role,pre_rv,post5_rv,post22_rv,post5_rv_ratio,post22_rv_ratio,pre_volume,post5_volume,post22_volume,post5_volume_ratio,post22_volume_ratio
LA,Louisiana online launch,2022-01-28,2022-01-28,IWM,control,0.23247245051904922,0.2755054803848912,0.2756402410786301,1.1851102346525821,1.1856899192278427,37075768.0,42704300.0,36143631.81818182,1.1518116091351094,0.9748586143429806
LA,Louisiana online launch,2022-01-28,2022-01-28,QQQ,control,0.23631697285394776,0.3870559948246387,0.3288662617579803,1.6378679455404712,1.3916320008094858,60440888.0,85847920.0,79784818.18181819,1.4203616598088367,1.3200470876903427
KS,Kansas launch,2022-09-01,2022-09-01,DKNG,betting,0.8455348958990957,0.5331298571542544,0.6969318458472668,0.6305237781905538,0.8242496545410908,21680200.0,16344420.0,18830772.727272727,0.7538869567623915,0.868570065187255
KS,Kansas launch,2022-09-01,2022-09-01,PENN,betting,0.5028265300156497,0.3136519201223199,0.5857883934279053,0.6237775880929711,1.1649910226687394,2762400.0,3013420.0,5282027.2727272725,1.0908702577468867,1.9121152884185029
KS,Kansas launch,2022-09-01,2022-09-01,MGM,betting,0.35302368878944285,0.3019430631904682,0.5172340106830884,0.855305388218746,1.4651538327547957,4332692.0,4495840.0,6131568.181818182,1.0376551114180284,1.4151867203618862
KS,Kansas launch,2022-09-01,2022-09-01,CZR,betting,0.5844691476004606,0.4721743438181852,0.8359917954310602,0.8078687228516646,1.430343755291834,3030524.0,3055920.0,4524318.181818182,1.008380068925374,1.4929161365553223
KS,Kansas launch,2022-09-01,2022-09-01,RSI,betting,0.7628864533690872,0.44126859776311284,0.7478864758499495,0.5784197580313115,0.9803378635799676,640680.0,572940.0,614954.5454545454,0.894268589623525,0.9598466402174961
KS,Kansas launch,2022-09-01,2022-09-01,GENI,betting,0.9142827404757576,0.7903014735558124,0.787936262986262,0.8643950482370145,0.8618080907622189,1501968.0,984640.0,954150.0,0.6555665633355704,0.6352665303122303
KS,Kansas launch,2022-09-01,2022-09-01,SRAD,betting,0.7245316730691983,0.158637260684333,0.5312851498628812,0.21895145040702996,0.7332807793098914,235652.0,115980.0,303404.54545454547,0.49216641488296303,1.2875110139296313
KS,Kansas launch,2022-09-01,2022-09-01,BETZ,betting,0.3527857382104711,0.30586515795805674,0.44940153733495497,0.8669997815375925,1.273865376799453,74880.0,23360.0,35840.90909090909,0.31196581196581197,0.4786446192696192
KS,Kansas launch,2022-09-01,2022-09-01,SPY,control,0.17691065736156922,0.19099402607073382,0.27622433638623756,1.0796072374564811,1.5613775931073022,61972148.0,80952460.0,96069445.45454545,1.306271649644934,1.5502035762024169
KS,Kansas launch,2022-09-01,2022-09-01,IWM,control,0.20556191223441653,0.23410279713282897,0.31456562965280327,1.1388432545123695,1.5302719566749419,20635256.0,24913700.0,30724118.181818184,1.207336608763177,1.488913836679234
KS,Kansas launch,2022-09-01,2022-09-01,QQQ,control,0.25627724438532506,0.24063077789221435,0.317026231385646,0.9389471096794474,1.2370440151486175,47920104.0,56541520.0,65498286.36363637,1.1799122973522762,1.3668227089748464
MD,Maryland online launch,2022-11-23,2022-11-23,DKNG,betting,1.3222068546464638,0.5370523997600194,0.5718278639791092,0.4061788046800123,0.43247988162336864,23742364.0,11677020.0,12024940.909090908,0.491822128579951,0.5064761415118945
MD,Maryland online launch,2022-11-23,2022-11-23,PENN,betting,0.5553824647752231,0.40354639111542934,0.40700520479879254,0.7266098890586228,0.7328376940448011,3241744.0,1761660.0,2216286.3636363638,0.5434297094403506,0.6836710004356802
MD,Maryland online launch,2022-11-23,2022-11-23,MGM,betting,0.5544252798267421,0.3274789853898601,0.2944464678646459,0.5906638771814252,0.5310841308618908,5911976.0,4577160.0,4277195.454545454,0.7742182985857858,0.7234798406734828
MD,Maryland online launch,2022-11-23,2022-11-23,CZR,betting,0.729910998385665,0.3508509382486529,0.4529332153039089,0.4806763276956033,0.6205321146080216,4880200.0,2732100.0,2851081.8181818184,0.559833613376501,0.5842141342940491
MD,Maryland online launch,2022-11-23,2022-11-23,RSI,betting,0.7580940757519261,0.41279021505204727,0.5770597110809561,0.5445105406510604,0.7611980221697306,735980.0,798120.0,787327.2727272727,1.0844316421641893,1.0697672120536872
MD,Maryland online launch,2022-11-23,2022-11-23,GENI,betting,0.8569507807653638,0.691159668290052,0.6825105971002479,0.806533681750964,0.7964408369996243,927088.0,598660.0,789677.2727272727,0.645742367499094,0.8517824335200894
MD,Maryland online launch,2022-11-23,2022-11-23,SRAD,betting,0.7055397693828401,0.3751706199891719,0.4017428757245482,0.5317497840232969,0.5694120915054391,226244.0,316600.0,224609.0909090909,1.399374127048673,0.9927736908341919
MD,Maryland online launch,2022-11-23,2022-11-23,BETZ,betting,0.38176686275979543,0.24257510153772696,0.2588080396613401,0.6354011445208989,0.6779216975261155,35420.0,24980.0,88386.36363636363,0.7052512704686618,2.495380113957189
MD,Maryland online launch,2022-11-23,2022-11-23,SPY,control,0.291306298696086,0.24839459293296684,0.20002238571595127,0.8526921458437531,0.6866394122312838,96779156.0,74340380.0,82244213.63636364,0.7681445372389898,0.8498132969496411
MD,Maryland online launch,2022-11-23,2022-11-23,IWM,control,0.32990814803541807,0.24218589502697105,0.21724772480079577,0.7341009807401623,0.658509727918186,30301308.0,18981220.0,22747990.90909091,0.6264158629719879,0.7507263682838679
MD,Maryland online launch,2022-11-23,2022-11-23,QQQ,control,0.3747896098814743,0.34109296123714666,0.2634339269970514,0.9100918281726538,0.7028848187129876,66650968.0,43219460.0,49577127.27272727,0.6484445957334033,0.7438320666659676
OH,Ohio launch,2023-01-01,2023-01-03,DKNG,betting,0.5579543865958502,0.6340229266697756,0.6047505102862164,1.1363346931243414,1.0838708769293406,13549052.0,10438140.0,12299018.181818182,0.770396334739877,0.9077401268973048
OH,Ohio launch,2023-01-01,2023-01-03,PENN,betting,0.3840121667038134,0.5569786151423497,0.4038413540793975,1.4504191883377082,1.0516368727214787,2181472.0,2693660.0,2375440.909090909,1.2347900866937553,1.0889165247552612
OH,Ohio launch,2023-01-01,2023-01-03,MGM,betting,0.2937123756130796,0.6656334672572988,0.395536694152052,2.26627654305642,1.3466803818750561,4241984.0,4838920.0,3796700.0,1.140720945670705,0.8950293070412335
OH,Ohio launch,2023-01-01,2023-01-03,CZR,betting,0.42764403612895396,0.8031967521969074,0.5376245201390688,1.8781899999529221,1.2571776400897843,3133932.0,2686740.0,2993822.727272727,0.8573064125194804,0.9552928165871905
OH,Ohio launch,2023-01-01,2023-01-03,RSI,betting,0.5752230290093095,0.657078061518365,0.49151745386839757,1.1423013829088728,0.85448152991184,760052.0,909620.0,586331.8181818182,1.1967865356580865,0.7714364519556797
OH,Ohio launch,2023-01-01,2023-01-03,GENI,betting,0.7021575640731033,0.7914051488252584,0.7266039763392073,1.1271047829128895,1.0348161346070166,722672.0,1194380.0,1040777.2727272727,1.6527276551464565,1.4401793244061936
OH,Ohio launch,2023-01-01,2023-01-03,SRAD,betting,0.42007546583553346,0.46702848057926943,0.6145650823611568,1.1117728088460155,1.4629873257148736,241752.0,116700.0,161809.0909090909,0.482726099473841,0.6693185202566717
OH,Ohio launch,2023-01-01,2023-01-03,BETZ,betting,0.25751907995436696,0.41750747993713766,0.268843141127091,1.6212681406407674,1.043973678279414,78252.0,23760.0,23059.090909090908,0.30363441190001533,0.29467733615870406
OH,Ohio launch,2023-01-01,2023-01-03,SPY,control,0.1932694114225656,0.19495703299342892,0.17476869876470272,1.0087319641449806,0.9042750090576269,81809192.0,81286080.0,81747722.72727273,0.9936057063123176,0.9992486263312897
OH,Ohio launch,2023-01-01,2023-01-03,IWM,control,0.2089094326274966,0.22230788909817636,0.20725660170396887,1.0641352393817964,0.9920882896347009,23161060.0,19822120.0,22493568.181818184,0.8558382042963492,0.971180428780815
OH,Ohio launch,2023-01-01,2023-01-03,QQQ,control,0.25133368161487935,0.23817562140658807,0.264583303370235,0.9476470478459251,1.0527172548869044,50028472.0,45725560.0,52108890.90909091,0.9139907371146574,1.0415846981912802
MA,Massachusetts online launch,2023-03-10,2023-03-10,DKNG,betting,0.7311274646321695,0.3518809212649318,0.4721209776099252,0.48128532750710334,0.6457437320419217,17644548.0,10731020.0,9453918.181818182,0.6081776648514884,0.5357982636799867
MA,Massachusetts online launch,2023-03-10,2023-03-10,PENN,betting,0.38626190201825766,0.4947941531321331,0.3430499309308147,1.2809809886680084,0.8881277939614132,2172380.0,3577620.0,2383427.272727273,1.6468665703053793,1.0971502558149462
MA,Massachusetts online launch,2023-03-10,2023-03-10,MGM,betting,0.30980136862763896,0.3488752687908529,0.26461353952757327,1.1261256537900521,0.8541393496735048,4381600.0,5933500.0,4132513.6363636362,1.3541856855943035,0.9431517336962836
MA,Massachusetts online launch,2023-03-10,2023-03-10,CZR,betting,0.38872082322524426,0.45282409740150115,0.44339313171799927,1.1649082589514692,1.1406467192550556,3030304.0,4371020.0,3061350.0,1.4424361384204356,1.0102451767215435
MA,Massachusetts online launch,2023-03-10,2023-03-10,RSI,betting,0.6652523701080101,0.41150685691315264,0.5714551372838335,0.6185725529190382,0.8590050377288431,382868.0,390280.0,506290.9090909091,1.0193591525016454,1.3223641283442573
MA,Massachusetts online launch,2023-03-10,2023-03-10,GENI,betting,0.5992240079659106,0.7392794435260016,0.8811866943569867,1.233728011058026,1.4705463777197605,748952.0,1176940.0,1332281.8181818181,1.5714491716425085,1.778861419933211
MA,Massachusetts online launch,2023-03-10,2023-03-10,SRAD,betting,0.5178713143404491,0.8300230566471523,0.5754130438542187,1.602759283364157,1.1111120232389269,178956.0,341040.0,257900.0,1.9057198417488097,1.4411363687163325
MA,Massachusetts online launch,2023-03-10,2023-03-10,BETZ,betting,0.23708331008367317,0.32790841251490416,0.254490236614388,1.3830936154855284,1.0734211384368282,35264.0,46500.0,24881.81818181818,1.318625226860254,0.7055869493482924
MA,Massachusetts online launch,2023-03-10,2023-03-10,SPY,control,0.15364992968951252,0.19455768518788732,0.14715539992263363,1.2662399884011597,0.9577316450453138,83583068.0,152869380.0,98014781.81818181,1.8289515287952818,1.1726631261989786
MA,Massachusetts online launch,2023-03-10,2023-03-10,IWM,control,0.19086408370710542,0.30248640531578413,0.22632575086039722,1.5848262252418908,1.1857953914876425,21436348.0,60031140.0,39692613.63636363,2.800436902778402,1.8516499935699697
MA,Massachusetts online launch,2023-03-10,2023-03-10,QQQ,control,0.2449761869380417,0.25573320850513953,0.1821197206384658,1.0439104784083297,0.7434180559130292,56417072.0,88495880.0,62707977.27272727,1.5686010787656615,1.1115071209779777
KY,Kentucky online launch,2023-09-28,2023-09-28,DKNG,betting,0.3455135284684786,0.3932508371131832,0.5308415174167814,1.1381633560234377,1.5363841750850875,9842020.0,8757960.0,10049045.454545455,0.8898539121034097,1.0210348540792902
KY,Kentucky online launch,2023-09-28,2023-09-28,PENN,betting,0.4092496104706748,0.47761415258690987,0.5440575576364131,1.1670485209200554,1.3294027500983976,4595068.0,3760720.0,4246654.545454546,0.8184253203652264,0.9241766488449237
KY,Kentucky online launch,2023-09-28,2023-09-28,MGM,betting,0.231796771393886,0.25040703065786885,0.3752570433915627,1.080286964965353,1.6189053934400948,4912748.0,4467340.0,4780618.181818182,0.9093362818528449,0.9731047026670575
KY,Kentucky online launch,2023-09-28,2023-09-28,CZR,betting,0.31134928502203213,0.3325193992606756,0.46337034075315825,1.067994741780587,1.4882653118036504,2212252.0,2709760.0,3013218.1818181816,1.224887580619206,1.3620591966096909
KY,Kentucky online launch,2023-09-28,2023-09-28,RSI,betting,0.5785301718034496,0.572232125316357,0.7115263999898922,0.9891137112737618,1.2298864167651864,630816.0,655260.0,770818.1818181818,1.0387498097702024,1.2219382225850037
KY,Kentucky online launch,2023-09-28,2023-09-28,GENI,betting,0.4265406434939786,0.46756389743248156,0.5277115590268159,1.0961766588113708,1.2371893911541527,1637640.0,1704760.0,1657090.9090909092,1.0409858088468773,1.0118774022928783
KY,Kentucky online launch,2023-09-28,2023-09-28,SRAD,betting,0.3010783382498857,0.305663111234431,0.40307661509193954,1.0152278407380477,1.3387765371462839,253888.0,253020.0,227768.18181818182,0.9965811696496093,0.8971207060522034
KY,Kentucky online launch,2023-09-28,2023-09-28,BETZ,betting,0.14623128173128164,0.1783555663035882,0.28400541344063146,1.2196813444563728,1.9421659311071835,13280.0,24180.0,24150.0,1.8207831325301205,1.8185240963855422
KY,Kentucky online launch,2023-09-28,2023-09-28,SPY,control,0.11264400325125284,0.110087468302403,0.13631284605535643,0.9773042960560672,1.2101207531776916,74096828.0,92053240.0,92488204.54545455,1.2423371213677326,1.2482073395294944
KY,Kentucky online launch,2023-09-28,2023-09-28,IWM,control,0.1478496896312056,0.1654553434982368,0.1924114294542007,1.1190780576607668,1.3013989406007502,24453488.0,39483780.0,39089681.81818182,1.6146481843408187,1.5985319484149592
KY,Kentucky online launch,2023-09-28,2023-09-28,QQQ,control,0.16855818966638092,0.17015952627825445,0.18510808536627515,1.0095002005838043,1.0981850584219648,48246972.0,55523460.0,57084631.81818182,1.1508175062260901,1.1831754295001522
ME,Maine online launch,2023-11-03,2023-11-03,DKNG,betting,0.5264537678665907,0.4102465535771668,0.34016324907670253,0.7792641607251786,0.6461407816591099,10417428.0,18308200.0,13944622.727272727,1.7574587508548176,1.3385859472484694
ME,Maine online launch,2023-11-03,2023-11-03,PENN,betting,0.48744443241207625,0.4411553553588291,0.47316905068477877,0.9050372227574953,0.9707138275092055,3874296.0,6878020.0,5597022.7272727275,1.775295434318906,1.444655423145967
ME,Maine online launch,2023-11-03,2023-11-03,MGM,betting,0.34846504243510656,0.14694109611922326,0.29530843213685254,0.4216810245652908,0.8474549701548522,4889996.0,5740680.0,4653640.909090909,1.1739641504819227,0.9516655860436101
ME,Maine online launch,2023-11-03,2023-11-03,CZR,betting,0.44308547052616587,0.3950395789593724,0.45376660249224465,0.8915651837787893,1.0241062564145804,2845804.0,2554180.0,2786300.0,0.8975249173871426,0.9790906190306852
ME,Maine online launch,2023-11-03,2023-11-03,RSI,betting,0.7080479986323309,0.8661643322643509,0.659459217452484,1.2233130154134157,0.9313764303074068,759524.0,589240.0,521918.1818181818,0.7758016863193263,0.6871648319449837
ME,Maine online launch,2023-11-03,2023-11-03,GENI,betting,0.5088772012150692,0.3411679708376168,0.32289617714159546,0.6704328078031292,0.6345267116911538,1679380.0,1772380.0,1954086.3636363635,1.0553775798211245,1.1635760599961673
ME,Maine online launch,2023-11-03,2023-11-03,SRAD,betting,0.3853062369082175,0.3820906206994526,0.27935991768895774,0.991654388378014,0.725033469301207,207552.0,308960.0,359890.9090909091,1.48859081097749,1.7339794802792028
ME,Maine online launch,2023-11-03,2023-11-03,BETZ,betting,0.26712480812743833,0.2279579993064032,0.23803606915999476,0.8533763707848893,0.8911043149778658,23796.0,113480.0,45968.181818181816,4.768868717431501,1.931760876541512
ME,Maine online launch,2023-11-03,2023-11-03,SPY,control,0.13226743915750047,0.12599004451894685,0.09984911703617887,0.9525401362683172,0.7549032299421875,92225872.0,73294080.0,68517059.0909091,0.7947236324314721,0.7429266604376383
ME,Maine online launch,2023-11-03,2023-11-03,IWM,control,0.1857125350691083,0.18135295151716288,0.24977496409145114,0.9765250980483191,1.3449547926234684,36940876.0,37220120.0,38787586.36363637,1.0075592143510619,1.0499909737829813
ME,Maine online launch,2023-11-03,2023-11-03,QQQ,control,0.17873387449187997,0.18231706326306796,0.12990484113398054,1.0200476198559147,0.7268059370574559,55760856.0,47491740.0,44433136.36363637,0.8517039264963938,0.7968517621687222
VT,Vermont online launch,2024-01-11,2024-01-11,DKNG,betting,0.3702982631163027,0.593308802284107,0.38523295559815274,1.6022457067203728,1.0403315218282818,11237852.0,15504980.0,13111436.363636363,1.3797102862717894,1.1667208612140794
VT,Vermont online launch,2024-01-11,2024-01-11,PENN,betting,0.5076471814517691,0.46452125746011735,0.3889238114224666,0.9150474471889704,0.7661301502949796,4817688.0,6313440.0,4980000.0,1.3104709146794065,1.033690849220622
VT,Vermont online launch,2024-01-11,2024-01-11,MGM,betting,0.3561797937142978,0.2914052223616437,0.2557443032802567,0.8181408027749836,0.7180202464977468,4570392.0,5036900.0,4325845.454545454,1.1020717697737963,0.946493310539983
VT,Vermont online launch,2024-01-11,2024-01-11,CZR,betting,0.5108945831848138,0.4003522135055088,0.35073557115229803,0.7836297872054031,0.6865126049406968,3807904.0,4031200.0,3385986.3636363638,1.0586401337848854,0.8891995080853834
VT,Vermont online launch,2024-01-11,2024-01-11,RSI,betting,0.6091834483839232,1.205770974763278,0.6774492906687938,1.9793232694716452,1.1120612230453242,637044.0,1810080.0,1173500.0,2.8413735942886205,1.8421019584204545
VT,Vermont online launch,2024-01-11,2024-01-11,GENI,betting,0.47219477477575755,0.6703984693555435,0.4353721391594692,1.4197498684179886,0.9220181213699893,1880164.0,1784480.0,2120422.727272727,0.9491086947734346,1.127786048064279
VT,Vermont online launch,2024-01-11,2024-01-11,SRAD,betting,0.16992445083595864,0.21393039447508247,0.42964481402193916,1.2589735816277918,2.5284460941804596,296944.0,164260.0,284054.54545454547,0.5531682741527022,0.9565929786577452
VT,Vermont online launch,2024-01-11,2024-01-11,BETZ,betting,0.21067803566739643,0.3737868043481751,0.24813584037942948,1.774208702696864,1.1777964399248946,54620.0,19560.0,22013.636363636364,0.35811058220432074,0.40303252221963315
VT,Vermont online launch,2024-01-11,2024-01-11,SPY,control,0.09485804507671566,0.11814553026221515,0.11970700183780451,1.245498261814967,1.2619594019778972,83033904.0,82915180.0,77114840.9090909,0.9985701744193552,0.9287151054476603
VT,Vermont online launch,2024-01-11,2024-01-11,IWM,control,0.23742078769281216,0.1299050070883856,0.23784997679903339,0.5471509396913623,1.0018077149452327,44434556.0,45618220.0,44780536.36363637,1.0266383667702228,1.0077862905536035
VT,Vermont online launch,2024-01-11,2024-01-11,QQQ,control,0.12583818919749465,0.1762748382749626,0.1563163201164911,1.400805585324428,1.2422009654888078,43994608.0,53554320.0,45551831.81818182,1.2172928100643605,1.0353957880061535
NC,North Carolina online launch,2024-03-11,2024-03-11,DKNG,betting,0.38873366247582897,0.32033791006116624,0.4274764552272751,0.8240549789821315,1.0996641055078555,13251624.0,8763000.0,10950286.363636363,0.6612774404103225,0.8263354260305276
NC,North Carolina online launch,2024-03-11,2024-03-11,PENN,betting,0.676328695753835,0.4160227274263297,0.4106754016714521,0.6151191425681433,0.6072127417478773,6428228.0,4865060.0,5010940.909090909,0.7568275425202715,0.7795213407319885
NC,North Carolina online launch,2024-03-11,2024-03-11,MGM,betting,0.3021128914438697,0.2057193306260266,0.26187394994249125,0.6809352942300633,0.866808260617192,4675660.0,3700220.0,2934854.5454545454,0.7913791849706779,0.6276877586168681
NC,North Carolina online launch,2024-03-11,2024-03-11,CZR,betting,0.3254548839109607,0.3667248968770165,0.37491069863882703,1.1268071705365668,1.1519590492345988,3515972.0,3523240.0,2849945.4545454546,1.002067138191089,0.8105711463417384
NC,North Carolina online launch,2024-03-11,2024-03-11,RSI,betting,0.40821200172855376,0.24220427435724384,0.3929538317273928,0.5933296261051652,0.9626219465950266,713816.0,930740.0,1487495.4545454546,1.3038934403263587,2.083863985320383
NC,North Carolina online launch,2024-03-11,2024-03-11,GENI,betting,0.40363602006517657,0.29007123193388323,0.429278172874042,0.7186455556841641,1.063527910132314,2089344.0,2190120.0,2262290.909090909,1.0482333210806838,1.082775698540264
NC,North Carolina online launch,2024-03-11,2024-03-11,SRAD,betting,0.25987495773549935,0.13895417204819036,0.4188430816284118,0.5346962756973985,1.6117100519347083,240440.0,212160.0,404109.0909090909,0.8823822991182831,1.6807065833850061
NC,North Carolina online launch,2024-03-11,2024-03-11,BETZ,betting,0.1734072140473009,0.11327430203475534,0.17414239257710204,0.6532271604562953,1.0042396075263662,22088.0,12660.0,15504.545454545454,0.5731618978630931,0.701944288959863
NC,North Carolina online launch,2024-03-11,2024-03-11,SPY,control,0.12915172989042006,0.10126150046314361,0.10027135753048375,0.7840506708586856,0.77638416160248,71709836.0,86985980.0,74288554.54545455,1.2130271780289665,1.0359604579970667
NC,North Carolina online launch,2024-03-11,2024-03-11,IWM,control,0.24923588656254148,0.138292095777331,0.18486990010633259,0.554864300180259,0.7417467149536776,41307888.0,38646160.0,34041068.18181818,0.9355636870129986,0.8240815454379604
NC,North Carolina online launch,2024-03-11,2024-03-11,QQQ,control,0.17157693946717,0.15899717794414453,0.13150942063219276,0.9266815134825708,0.7664749181363975,43453520.0,53163680.0,44078259.09090909,1.223460838155344,1.0143771802815766
MO,Missouri online launch,2025-12-01,2025-12-01,DKNG,betting,0.5154809998051041,0.46839716288533023,0.3079971686721495,0.9086603833359996,0.597494706475309,18909896.0,14763260.0,9681440.909090908,0.7807160864343199,0.5119774804203528
MO,Missouri online launch,2025-12-01,2025-12-01,PENN,betting,0.5808676930387517,0.29086435295390156,0.272687185935924,0.5007411437056751,0.4694480157940753,3924520.0,3076940.0,3280640.909090909,0.7840296392934677,0.8359343076582383
MO,Missouri online launch,2025-12-01,2025-12-01,MGM,betting,0.2753767153971029,0.20836828933801493,0.22274777624563225,0.756666332654671,0.8088838445342851,5060976.0,3817680.0,3610568.1818181816,0.7543367129186149,0.7134134170599074
MO,Missouri online launch,2025-12-01,2025-12-01,CZR,betting,0.6616511611655406,0.2745552426044584,0.2774049578986652,0.41495467509013645,0.4192616505198884,9881168.0,5094540.0,5445136.363636363,0.5155807491583991,0.5510620165183269
MO,Missouri online launch,2025-12-01,2025-12-01,RSI,betting,0.6555923546924761,0.13923954764092816,0.3287501669244422,0.21238738774835525,0.5014551566554671,1566288.0,1012700.0,1323904.5454545454,0.6465605303750013,0.8452497532092089
MO,Missouri online launch,2025-12-01,2025-12-01,GENI,betting,0.4008179671099296,0.853243967104869,0.47812672338322854,2.128756785173893,1.192877472112162,6248572.0,8068580.0,4339572.7272727275,1.291267828873541,0.6944903135104673
MO,Missouri online launch,2025-12-01,2025-12-01,SRAD,betting,0.3900391257711164,0.33042381995863745,0.2714992683168021,0.8471555752397453,0.6960821373497896,2355332.0,1457300.0,1412709.0909090908,0.618723814731851,0.5997919150714595
MO,Missouri online launch,2025-12-01,2025-12-01,BETZ,betting,0.19711508443576903,0.10925705475302855,0.10843285785960968,0.5542805364986185,0.5500992385742203,16064.0,9480.0,20472.727272727272,0.5901394422310757,1.274447663889895
MO,Missouri online launch,2025-12-01,2025-12-01,SPY,control,0.13301135030404926,0.03794075988146292,0.08359459240094567,0.2852445283408862,0.6284771352960306,82644348.0,63327020.0,76562031.81818181,0.7662595390068296,0.9264037247675039
MO,Missouri online launch,2025-12-01,2025-12-01,IWM,control,0.19401731035207942,0.1458879474252811,0.14098124290171893,0.7519326350857102,0.7266426003220178,43996112.0,34213440.0,35277154.54545455,0.7776468975258541,0.8018243645132676
MO,Missouri online launch,2025-12-01,2025-12-01,QQQ,control,0.19369217575806805,0.06653682432221943,0.12654647882649978,0.3435183897429471,0.6533381037784569,62649668.0,49305560.0,49330927.27272727,0.7870043301745829,0.7874092369129119
