month,n_selected,basket_log_return,basket_rv_ann,basket_vov,spy_log_return,spy_rv_ann,spy_vov,iwm_log_return,iwm_rv_ann,iwm_vov,median_lag_price,median_lag_idio_vol_ann,median_lag_max_return_21d,vix_mean,vix_last,risk_off,basket_minus_iwm_rv,basket_minus_iwm_vov,basket_minus_spy_rv,basket_minus_spy_vov
2018-05-31,6,0.2926630381795834,0.8647555429333137,0.3186173699251302,0.02401863785133518,0.10355846977992453,0.025917383064491296,0.059810831527208425,0.09646189937181865,0.02629799279081469,6.230999946594238,0.9246993502330989,0.17362596013525078,14.124545487490566,15.43000030517578,False,0.7682936435614951,0.2923193771343155,0.7611970731533891,0.29269998686063886
2018-06-30,6,-0.18897936948140834,0.40359302224334376,0.19737858909876219,0.005733920217946898,0.08532413700714783,0.03419911855593576,0.006124699586889993,0.11372457494205397,0.04250372548257486,6.269999980926514,1.2937658393806488,0.18550957118200828,13.678095318022228,16.09000015258789,False,0.2898684473012898,0.15487486361618732,0.3182688852361959,0.16317947054282642
2018-07-31,6,-0.09700945511153389,0.3461618917203078,0.10284324700159853,0.036376870668091754,0.08410740085384023,0.0234362680187959,0.016356097393878163,0.12196581626646355,0.038354059703444916,5.825000047683716,0.7876125911640143,0.1357946803404484,13.147619065784273,12.829999923706056,False,0.22419607545384426,0.06448918729815362,0.2620544908664676,0.07940697898280263
2018-08-31,6,0.09118293973708344,0.36520294020262073,0.09097008435322297,0.031420838111343,0.06958157780460701,0.02402510764263546,0.04220291386202008,0.08591053600658344,0.04227195084228462,3.5649999380111694,1.1094810632820336,0.15727342062798455,12.546956518422002,12.859999656677246,False,0.2792924041960373,0.04869813351093835,0.29562136239801373,0.06694497671058751
2018-09-30,6,-0.18638596531409407,0.43372929779597713,0.18327313324050581,0.005928491930070728,0.055907964223713295,0.018480297499839538,-0.02352458522931264,0.07795400567720515,0.030860282106522263,3.78000009059906,1.0022033075032921,0.17156786036888527,12.910526325828151,12.119999885559082,False,0.355775292118772,0.15241285113398356,0.37782133357226383,0.16479283574066628
2018-10-31,6,-0.30270045089836145,0.8497164412072786,0.6075259957507824,-0.07160834587917791,0.22198628556042593,0.09062023038611589,-0.11639736916212381,0.24459859603767006,0.08497541272454459,2.8700000047683716,0.9845553456351102,0.06943407678686575,19.352173639380414,21.229999542236328,True,0.6051178451696085,0.5225505830262378,0.6277301556468526,0.5169057653646665
2018-11-30,6,-0.15717058510921295,0.5547251141716554,0.1969547804290006,0.018379335480469876,0.18765110048622902,0.033466332099315696,0.017115911636591874,0.21710173257432355,0.04100894367825153,4.620000004768372,1.1261216090817172,0.19024206303605617,19.389047622680664,18.06999969482422,False,0.33762338159733185,0.15594583675074908,0.36707401368542636,0.1634884483296849
2018-12-31,7,-0.19947666464355496,0.5907376964230631,0.15545305674479143,-0.09216851390276416,0.2980301191285735,0.14355727326032056,-0.12751709186696944,0.3071421031874958,0.13001505723137147,2.4800000190734863,1.0307317733508983,0.13247871477301687,24.953157726087067,25.420000076293945,True,0.28359559323556727,0.025437999513419962,0.29270757729448954,0.011895783484470873
2019-01-31,7,0.26632420571322635,0.38832199859994776,0.13347533793771277,0.07702180182977732,0.1816837529179721,0.07328872636630318,0.10725581422797979,0.19049033719606878,0.0615784056303023,1.909999966621399,1.2267671996786587,0.2124999761581421,19.57238079252697,16.56999969482422,False,0.19783166140387898,0.07189693230741047,0.20663824568197567,0.06018661157140959
2019-02-28,7,0.2869449579607125,0.7177667395061365,0.14727959845799501,0.03190154492704762,0.08100778731595389,0.02435766292196186,0.05049461851606877,0.10220330303951015,0.016257497509534025,2.2899999618530273,1.0028612424934282,0.17501923216836457,15.234736844112998,14.779999732971191,False,0.6155634364666263,0.13102210094846098,0.6367589521901825,0.12292193553603316
2019-03-31,7,-0.1512102168971557,0.4379956882213507,0.09085963593136759,0.017938765921541713,0.11787819051605178,0.05330662028772712,-0.021155305853505467,0.1908404947394085,0.09441781837301823,3.5699999332427983,1.1527857705847186,0.3481780911475183,14.485238075256348,13.710000038146973,False,0.2471551934819422,-0.0035581824416506397,0.32011749770529896,0.03755301564364047
2019-04-30,7,0.17089367483654427,0.7337652437194516,0.2626812546119753,0.04003990357368548,0.06158884501233294,0.01485645840656799,0.03340286480850147,0.11859982274424921,0.03286945057130531,3.2699999809265132,1.1617627542996716,0.13000003496805834,12.949047588166737,13.119999885559082,False,0.6151654209752024,0.22981180404066998,0.6721763987071186,0.2478247962054073
2019-05-31,7,-0.19159741392135032,0.3801579026602227,0.1482830558248154,-0.0658953659917598,0.14698639425028262,0.045451596149837514,-0.08178125215514975,0.19660144385768719,0.0460808261394538,3.130000114440918,1.1460839531023461,0.2116564598892554,16.721818056973543,18.709999084472656,True,0.18355645880253552,0.1022022296853616,0.23317150840994008,0.1028314596749779
2019-06-30,7,0.04636139090138724,0.6303067466486382,0.20270086623105066,0.06727210383384825,0.10580399897286831,0.024646353783971845,0.06751692588368174,0.15024785324727274,0.03996410690346708,3.52999997138977,1.1055042109758662,0.24064595341591932,15.835999870300293,15.079999923706056,False,0.4800588934013654,0.16273675932758358,0.5245027476757699,0.17805451244707882
2019-07-31,7,-0.31969732607976525,0.3981921994815316,0.09927463760783795,0.015006495989727118,0.08493815098523828,0.016811131525196282,0.0067938115898692475,0.12207482109758676,0.04417954175165098,2.890000104904175,1.20662897585508,0.14848485352031893,13.30590907010165,16.1200008392334,False,0.27611737838394484,0.055095095856186965,0.31325404849629335,0.08246350608264166
2019-08-31,7,-0.20175826373554076,0.5501901154976581,0.2790623007422374,-0.0168853735834656,0.23171929713152517,0.0619414271317584,-0.05056730103245794,0.25405364916340967,0.04878451307777251,2.200000047683716,1.039796716659459,0.1099291448711639,18.979090907356955,18.979999542236328,False,0.2961364663342484,0.2302777876644649,0.3184708183661329,0.21712087361047902
2019-09-30,8,-0.007666811515531922,0.25671362222363553,0.08629598774284328,0.01927110237357607,0.08621800555288701,0.026205503918443358,0.020165825502019848,0.16304705369342773,0.04975493889658123,1.7149999737739563,0.8847878753013281,0.16315794508433012,15.558999872207641,16.239999771118164,False,0.0936665685302078,0.036541048846262046,0.17049561667074853,0.06009048382439992
2019-10-31,8,-0.06056147169496888,0.3000639605006353,0.16893811145038518,0.021863656750616002,0.1290124196547173,0.062103577836092834,0.026795286503260022,0.1379931129490546,0.042191359840605,1.6699999570846558,0.7517161823386712,0.09719969676343831,15.466521760691768,13.220000267028809,False,0.16207084755158066,0.12674675160978016,0.17105154084591798,0.10683453361429235
