Date,GME,AMC,KOSS,BB,OPEN,KSS,PLTR,SOFI,HOOD,RIVN,LCID,F,CHWY,DKNG,AFRM,UPST,MARA,RIOT,COIN,CVNA,TLRY,RBLX,SNAP,PTON,BYND,NIO,XPEV,LI,BILI,U,AI,ROOT,LMND,FUBO,BLNK,QS,RUN,SPCE,SNDL,HUT,CLSK,WULF,BTBT,CIFR,IONQ,QBTS,RGTI,SOUN,BBAI,LUNR,JOBY,ACHR,ENVX,MVIS,W,GPRO,CCL,NCLH,AAL,JBLU,CGC,CRON,GRAB,NU,SE,ROKU,PINS,ETSY,DASH,UBER,LYFT,DNA,RKLB,ASTS,SPY,IWM,^VIX
2018-01-02,3.988463878631592,125.49153137207031,2.1700000762939453,12.020000457763672,,36.27040481567383,,,,,,8.07282829284668,,,,,17.280000686645508,27.899999618530273,,3.6619999408721924,,,14.949999809265137,,,,,,,,,,,,4.550000190734863,,5.920000076293945,201.39999389648438,,,24.399999618530273,6.615457057952881,,,,,,,,,,,,1.6399999856948853,81.0199966430664,7.440000057220459,60.785396575927734,54.959999084472656,51.64756393432617,22.3799991607666,258.79998779296875,,,,13.010000228881836,52.06999969482422,,20.829999923706055,,,,,,,236.5622100830078,138.88441467285156,9.770000457763672
2018-01-03,3.975358486175537,122.23201751708984,2.0899999141693115,13.529999732971191,,35.82627868652344,,,,,,8.136592864990234,,,,,16.760000228881836,24.360000610351562,,3.6740000247955322,,,15.3100004196167,,,,,,,,,,,,4.75,,6.050000190734863,201.1999969482422,,,24.399999618530273,6.606932163238525,,,,,,,,,,,,1.6399999856948853,78.44999694824219,7.489999771118164,60.9219970703125,55.369998931884766,51.01403045654297,21.59000015258789,286.5,,,,13.5,55.439998626708984,,20.40999984741211,,,,,,,238.05848693847656,139.02879333496094,9.149999618530273
2018-01-04,4.001569747924805,117.75016784667969,2.0799999237060547,13.369999885559082,,35.195499420166016,,,,,,8.276878356933594,,,,,16.280000686645508,24.270000457763672,,3.75,,,14.59000015258789,,,,,,,,,,,,5.099999904632568,,6.059999942779541,201.1999969482422,,,24.399999618530273,6.606932163238525,,,,,,,,,,,,1.6799999475479126,79.30000305175781,7.570000171661377,60.87645721435547,54.68000030517578,51.33565902709961,21.690000534057617,258.8999938964844,,,,13.0,51.2400016784668,,20.229999542236328,,,,,,,239.0618896484375,139.3988037109375,9.220000267028809
2018-01-05,4.080203533172607,114.89808654785156,2.0899999141693115,13.829999923706055,,34.989524841308594,,,,,,8.417162895202637,,,,,15.720000267028809,24.43000030517578,,3.941999912261963,,,14.5,,,,,,,,,,,,5.099999904632568,,6.010000228881836,201.39999389648438,,,24.399999618530273,6.598406791687012,,,,,,,,,,,,1.7799999713897705,80.75,7.519999980926514,60.3756103515625,54.869998931884766,51.3161735534668,21.3799991607666,273.8999938964844,,,,13.890000343322754,46.279998779296875,,20.25,,,,,,,240.6549835205078,139.68760681152344,9.220000267028809
2018-01-08,4.200337886810303,112.45344543457031,2.2200000286102295,14.119999885559082,,36.624420166015625,,,,,,8.385279655456543,,,,,15.5600004196167,23.420000076293945,,4.010000228881836,,,14.0600004196167,,,,,,,,,,,,4.900000095367432,,6.050000190734863,201.39999389648438,,,24.399999618530273,6.581356525421143,,,,,,,,,,,,1.6100000143051147,83.05000305175781,6.559999942779541,60.14794921875,54.65999984741211,50.809349060058594,21.280000686645508,321.1000061035156,,,,13.869999885559082,47.470001220703125,,20.31999969482422,,,,,,,241.09503173828125,139.90415954589844,9.520000457763672
2018-01-09,4.270234107971191,113.2683334350586,2.0999999046325684,14.399999618530273,,36.70166015625,,,,,,8.340643882751465,,,,,15.279999732971191,24.020000457763672,,4.033999919891357,,,14.100000381469727,,,,,,,,,,,,4.775000095367432,,6.010000228881836,201.0,,,24.399999618530273,6.581356525421143,,,,,,,,,,,,1.5499999523162842,81.25,6.170000076293945,61.586753845214844,54.939998626708984,50.76061248779297,21.469999313354492,338.70001220703125,,,,13.819999694824219,44.72999954223633,,20.899999618530273,,,,,,,241.64068603515625,139.71469116210938,10.079999923706055
2018-01-10,4.298628807067871,113.67575073242188,2.0899999141693115,13.670000076293945,,37.873130798339844,,,,,,8.308760643005371,,,,,15.920000076293945,22.940000534057617,,4.208000183105469,,,14.649999618530273,,,,,,,,,,,,5.25,,6.019999980926514,201.1999969482422,,,24.399999618530273,6.479055881500244,,,,,,,,,,,,1.4800000190734863,82.95999908447266,6.050000190734863,61.87816619873047,55.599998474121094,52.41754150390625,21.59000015258789,334.29998779296875,,,,13.59000015258789,44.709999084472656,,20.260000228881836,,,,,,,241.27105712890625,139.7327117919922,9.819999694824219
2018-01-11,4.359788417816162,114.89808654785156,2.140000104904175,13.449999809265137,,39.3406867980957,,,,,,8.391657829284668,,,,,15.359999656677246,20.850000381469727,,4.113999843597412,,,14.600000381469727,,,,,,,,,,,,5.0,,6.300000190734863,201.1999969482422,,,24.399999618530273,6.564306259155273,,,,,,,,,,,,1.4500000476837158,85.38999938964844,6.150000095367432,62.6522216796875,56.15999984741211,54.990657806396484,22.34000015258789,300.5,,,,14.229999542236328,43.869998931884766,,20.559999465942383,,,,,,,243.0314178466797,142.13311767578125,9.880000114440918
2018-01-12,3.8792507648468018,117.75016784667969,2.0799999237060547,13.649999618530273,,41.110755920410156,,,,,,8.43629264831543,,,,,16.68000030517578,21.8799991607666,,4.190000057220459,,,14.109999656677246,,,,,,,,,,,,5.5,,6.360000133514404,201.0,,,24.399999618530273,6.623981952667236,,,,,,,,,,,,1.4700000286102295,85.58000183105469,6.230000019073486,63.46269226074219,57.849998474121094,56.988731384277344,22.93000030517578,259.0799865722656,,,,12.970000267028809,43.380001068115234,,19.540000915527344,,,,,,,244.61573791503906,142.728759765625,10.15999984741211
2018-01-16,3.748195171356201,111.23112487792969,2.059999942779541,13.8100004196167,,40.808231353759766,,,,,,8.35339641571045,,,,,14.359999656677246,18.280000686645508,,4.1020002365112305,,,13.5,,,,,,,,,,,,7.5,,6.059999942779541,201.1999969482422,,,24.399999618530273,6.623981952667236,,,,,,,,,,,,1.4900000095367432,84.5,6.360000133514404,62.3972282409668,57.38999938964844,56.51115036010742,22.299999237060547,292.5899963378906,,,,12.779999732971191,39.189998626708984,,19.350000381469727,,,,,,,243.7794647216797,140.90585327148438,11.65999984741211
