asset,origin_date,target_date,actual,HAR_log,EWMA_094,CONST_rollmean,COMBO_equal_HAR_EWMA,COMBO_biascorr_HAR_EWMA,loss_HAR_log,loss_EWMA_094,loss_CONST_rollmean,loss_COMBO_equal_HAR_EWMA,loss_COMBO_biascorr_HAR_EWMA
0050.TW,2019-01-30,2019-02-11,0.00011454287887477134,2.7772634036454233e-05,9.778375942548343e-05,8.512384377480773e-05,6.277819673096884e-05,6.277819673096884e-05,1.7074092646293217,0.01319886368334866,0.04876069788037718,0.22322324173406427,0.22322324173406427
0050.TW,2019-02-11,2019-02-12,4.3974062337097625e-05,2.825888921180278e-05,9.87893065924407e-05,8.499423474262308e-05,6.352409790212174e-05,6.352409790212174e-05,0.1139224286215732,0.2545191785413996,0.17636046162106833,0.06006157723540828,0.06006157723540828
0050.TW,2019-02-12,2019-02-13,3.939852113484062e-06,2.8442421848602535e-05,9.550039193712012e-05,8.502209737217758e-05,6.197140689286133e-05,6.197140689286133e-05,1.115258845383368,2.2292419902158844,2.1181071584194813,1.8191052330081257,1.8191052330081257
0050.TW,2019-02-13,2019-02-14,1.0999298544626438e-05,2.425416298529215e-05,9.000675954770195e-05,8.488208762054842e-05,5.713046126649705e-05,5.713046126649705e-05,0.24425823911081634,1.224258521416452,1.1730148576540143,0.8400354341259342,0.8400354341259342
0050.TW,2019-02-14,2019-02-15,7.084298418462823e-06,2.4138464776432315e-05,8.52663118875174e-05,8.464913885391778e-05,5.470238833197486e-05,5.470238833197486e-05,0.5194116456871583,1.5709829721052904,1.5643242323914759,1.173532725653856,1.173532725653856
0050.TW,2019-02-15,2019-02-18,6.341031900312448e-05,2.183991334815688e-05,8.057539107937413e-05,8.441097008711894e-05,5.1207652213765505e-05,5.1207652213765505e-05,0.8375269790663242,0.026535474978329088,0.037280218980086266,0.024560090072888174,0.024560090072888174
0050.TW,2019-02-18,2019-02-19,3.939852113484062e-06,2.1950560816857666e-05,7.954548675479916e-05,8.429770511395389e-05,5.074802378582841e-05,5.074802378582841e-05,0.8971370387417426,2.054715379891229,2.1099488129125,1.6333650661299823,1.6333650661299823
0050.TW,2019-02-19,2019-02-20,0.0001253407291691736,2.0836206234921463e-05,7.500914867632025e-05,8.380020687404305e-05,4.792267745562086e-05,4.792267745562086e-05,3.221181759046699,0.15758011516756465,0.0931086800185732,0.6540313928871855,0.6540313928871855
0050.TW,2019-02-20,2019-02-21,9.555283257630015e-05,2.0757195307512328e-05,7.802904350589146e-05,8.396389769455028e-05,4.939311940670189e-05,4.939311940670189e-05,2.07657315070706,0.02198213417137862,0.008730433136060922,0.27466913060787057,0.27466913060787057
0050.TW,2019-02-21,2019-02-22,3.793151274122485e-06,2.1231084920311486e-05,7.908047085011599e-05,8.408787131960033e-05,5.015577788521373e-05,5.015577788521373e-05,0.9009294989759344,2.0852345223576134,2.1437745693055468,1.6575639794223145,1.6575639794223145
0050.TW,2019-02-22,2019-02-25,5.072760769289975e-05,1.8941474225024898e-05,7.456323167555637e-05,8.394672366834899e-05,4.675235295029063e-05,4.675235295029063e-05,0.6930071520508101,0.06550727739564044,0.10799541624818154,0.0034221996411174516,0.0034221996411174516
0050.TW,2019-02-25,2019-02-26,6.64183651751468e-06,1.9844692985016456e-05,7.313309423659697e-05,8.382002729650123e-05,4.648889361080671e-05,4.648889361080671e-05,0.4292389237254497,1.4897109614697026,1.6145227139494427,1.0886942456206286,1.0886942456206286
0050.TW,2019-02-26,2019-02-27,4.140984301735247e-07,1.821311844387147e-05,6.914361877345203e-05,8.348200933316374e-05,4.367836860866175e-05,4.367836860866175e-05,2.806529980266763,4.12382631320504,4.311243062303605,3.667985190915151,3.667985190915151
0050.TW,2019-02-27,2019-03-04,8.20111883684626e-05,1.8134194509240135e-05,6.501984755285531e-05,8.328181475120729e-05,4.1577021031047724e-05,4.1577021031047724e-05,2.0134047254154366,0.02916233716319483,0.0001175847661101237,0.2932043259651096,0.2932043259651096
0050.TW,2019-03-04,2019-03-05,6.771470908783848e-06,1.9980865666594406e-05,6.603932800179175e-05,8.337666470445615e-05,4.301009683419308e-05,4.301009683419308e-05,0.42095454154965806,1.3800690558774589,1.5918655593274145,1.0061556656051467,1.0061556656051467
0050.TW,2019-03-05,2019-03-06,6.771470908783139e-06,1.842425037523428e-05,6.248325657621128e-05,8.320541085598082e-05,4.045375347572278e-05,4.045375347572278e-05,0.3684797548684584,1.3305528610789956,1.5899766268996811,0.9548290512979054,0.9548290512979054
0050.TW,2019-03-06,2019-03-07,1.5256393871427169e-05,1.9034137674978793e-05,5.9140549436165584e-05,8.31384956234794e-05,3.908734355557219e-05,3.908734355557219e-05,0.02276337865083322,0.6128865355748121,0.8790149263124221,0.3311154793470352,0.3311154793470352
0050.TW,2019-03-07,2019-03-08,7.252726793627994e-05,1.8869478719850977e-05,5.6507500102281275e-05,8.315789374492565e-05,3.7688489411066126e-05,3.7688489411066126e-05,1.497211726238373,0.03390885477478833,0.008941893315433491,0.2697798924144421,0.2697798924144421
0050.TW,2019-03-08,2019-03-11,3.887988070995773e-06,1.8625239335836538e-05,5.74686861723212e-05,8.295358167094193e-05,3.804696275407887e-05,3.804696275407887e-05,0.7753741508964884,1.7610024201555121,2.107258817776887,1.3831186240216873,1.3831186240216873
0050.TW,2019-03-11,2019-03-12,0.0002056853509989801,1.7138125211754943e-05,5.425384428624167e-05,8.278143846121318e-05,3.5695984748998304e-05,3.5695984748998304e-05,8.516582889463807,1.4584926638071547,0.5745358794476962,3.010833137218185,3.010833137218185
0050.TW,2019-03-12,2019-03-13,3.7779451621868195e-06,1.8802436833055084e-05,6.333973468900599e-05,8.302332653897465e-05,4.1071085761030534e-05,4.1071085761030534e-05,0.8057347120780189,1.8789783355689078,2.13544597986704,1.478109630072642,1.478109630072642
0050.TW,2019-03-13,2019-03-14,4.20649960104927e-07,1.697938507017781e-05,5.9766027317396836e-05,8.302474576876477e-05,3.8372706193787324e-05,3.8372706193787324e-05,2.7227283626131857,3.9634299130414057,4.290159506235161,3.5242628882237677,3.5242628882237677
0050.TW,2019-03-14,2019-03-15,5.05929985320056e-05,1.6395303997165475e-05,5.6205304675959315e-05,8.301717105665526e-05,3.6300304336562395e-05,3.6300304336562395e-05,0.9590042887555055,0.005344270377030558,0.10466238938256134,0.06174775843779767,0.06174775843779767
0050.TW,2019-03-15,2019-03-18,4.12497953417312e-05,1.7104921264095525e-05,5.5868566307322096e-05,8.30810274175136e-05,3.648674378570881e-05,3.648674378570881e-05,0.5312947625523134,0.04169213662086069,0.19667099930460852,0.007844833241036131,0.007844833241036131
0050.TW,2019-03-18,2019-03-19,1.4698982474014325e-05,1.6535808687846454e-05,5.499144004938664e-05,8.310382916552088e-05,3.5763624368616545e-05,3.5763624368616545e-05,0.006668252285159326,0.586695093231066,0.9091874199152767,0.30015674073161347,0.30015674073161347
0050.TW,2019-03-19,2019-03-20,1.6250527600394915e-06,1.7482704010589713e-05,5.25738925948643e-05,8.306684097521223e-05,3.5028298302727006e-05,3.5028298302727006e-05,1.4686237931053316,2.5075892559832176,2.953668508111465,2.117008544176523,2.117008544176523
0050.TW,2019-03-20,2019-03-21,6.799471867613413e-05,1.6571293304112312e-05,4.9516962204774806e-05,8.30610817744415e-05,3.304412775444356e-05,3.304412775444356e-05,1.691404911805269,0.05604538448540497,0.018757268197744148,0.3361082990765003,0.3361082990765003
0050.TW,2019-03-21,2019-03-22,6.368447435276667e-06,1.67948563615754e-05,5.0625627593056365e-05,8.307971332946857e-05,3.3710241977315885e-05,3.3710241977315885e-05,0.34890730983705454,1.1988971461801117,1.645099502409562,0.8553632845868822,0.8553632845868822
0050.TW,2019-03-22,2019-03-25,0.00023219879322409204,1.608301548010393e-05,4.797019678358958e-05,8.301510250663677e-05,3.2026606131846756e-05,3.2026606131846756e-05,10.767685897813127,2.2634663603348177,0.7684955505762419,4.269157310222166,4.269157310222166
0050.TW,2019-03-25,2019-03-26,4.067152820348897e-05,1.7723132628952074e-05,5.902391257001974e-05,8.331020259969313e-05,3.837352259948591e-05,3.837352259948591e-05,0.4641696972898748,0.061483022327637915,0.20523657277719365,0.0017245989335423761,0.0017245989335423761
0050.TW,2019-03-26,2019-03-27,3.643601870218484e-06,1.6830151641045942e-05,5.7922769508027894e-05,8.2833726438061e-05,3.737646057453692e-05,3.737646057453692e-05,0.746691816957344,1.8290423288556208,2.167849521975742,1.4255522585810505,1.4255522585810505
0050.TW,2019-03-27,2019-03-29,6.799471867613413e-05,1.5134573025127399e-05,5.466601944975933e-05,8.274378755740933e-05,3.490029623744336e-05,3.490029623744336e-05,1.9902267489024865,0.025632819567926513,0.018069036943453076,0.28132148600810014,0.28132148600810014
0050.TW,2019-03-29,2019-04-01,7.753492484553401e-05,1.648997101802123e-05,5.546574140334182e-05,8.269537911355932e-05,3.597785621068152e-05,3.597785621068152e-05,2.1539681773632884,0.0629256305017285,0.0020320715136505907,0.38724867534886,0.38724867534886
0050.TW,2019-04-01,2019-04-02,1.4062488801148119e-05,1.605711801773726e-05,5.6789892409873356e-05,8.231749132586733e-05,3.642350521380531e-05,3.642350521380531e-05,0.008420484953056917,0.6434705686100504,0.9379050622905896,0.33778622813706516,0.33778622813706516
0050.TW,2019-04-02,2019-04-08,8.674713190840598e-05,1.6857896689414508e-05,5.4226248193349836e-05,8.2332194886519e-05,3.554207244138217e-05,3.554207244138217e-05,2.507608022508994,0.12989358558018482,0.001388322201267611,0.5484084020155457,0.5484084020155457
0050.TW,2019-04-08,2019-04-09,3.796239364826758e-05,1.8943619002630354e-05,5.617750121625321e-05,8.211543638359759e-05,3.756056010944178e-05,3.756056010944178e-05,0.3088384507607982,0.06767827414749616,0.23383519416702958,5.682173602683527e-05,5.682173602683527e-05
0050.TW,2019-04-09,2019-04-10,1.5075484341287322e-06,1.8043714598093362e-05,5.508459476217407e-05,8.216500963174427e-05,3.6564154680133716e-05,3.6564154680133716e-05,1.565862407264785,2.62575318965999,3.01659257544096,2.2298138302995474,2.2298138302995474
0050.TW,2019-04-10,2019-04-11,1.8521340898423196e-05,1.7412591426598913e-05,5.186997198249135e-05,8.199255888901822e-05,3.464128170454513e-05,3.464128170454513e-05,0.0019451161942607431,0.38688892521264884,0.7135953780195206,0.16078341343559144,0.16078341343559144
0050.TW,2019-04-11,2019-04-12,3.801991875122296e-07,1.893241127047226e-05,4.986905411744726e-05,8.193393117263901e-05,3.440073269395976e-05,3.440073269395976e-05,2.928017242302993,3.8840845885921773,4.377613505263173,3.516189915888523,3.516189915888523
0050.TW,2019-04-12,2019-04-15,8.474236303968383e-05,1.7370045969667083e-05,4.689972282165115e-05,8.186854677914291e-05,3.213488439565912e-05,3.213488439565912e-05,2.2937809208593727,0.21528022589442752,0.0006020549728555924,0.6674097279409845,0.6674097279409845
0050.TW,2019-04-15,2019-04-16,9.300486832446071e-06,1.8893541731765956e-05,4.917028123473312e-05,8.1972358731143e-05,3.403191148324954e-05,3.403191148324954e-05,0.2010108683602616,0.8543711931692164,1.2897741722347034,0.5705191414450534,0.5705191414450534
0050.TW,2019-04-16,2019-04-17,6.218938446037651e-05,1.8962782272335877e-05,4.677809357059589e-05,8.122547644643811e-05,3.2870437921465884e-05,1.3683851501792866e-05,1.0918434837349862,0.044685990733444036,0.03268353022908865,0.25434424348124507,2.0307601995076787
0050.TW,2019-04-17,2019-04-18,3.653589871819405e-07,1.808453418453363e-05,4.770277102398273e-05,8.130412103465492e-05,3.289365260425818e-05,1.450392441263942e-05,2.9221348323073038,3.8795234437864696,4.409565319419434,3.5112618707307712,2.7064844979563114
0050.TW,2019-04-18,2019-04-19,1.460553251679387e-06,1.6733413799410905e-05,4.486252630177468e-05,8.106692634455668e-05,3.0797970050592794e-05,1.1891676624516082e-05,1.525875882442386,2.4573437364683564,3.034476396594659,2.0960571626055917,1.2198448826550048
0050.TW,2019-04-19,2019-04-22,1.4605532516794479e-06,1.7013396920804927e-05,4.225840791876896e-05,8.065918311207547e-05,2.9635902419786944e-05,1.0459591475137014e-05,1.541033029301027,2.3995504642222647,3.0295250703221432,2.0594544811313864,1.1083417942247902
0050.TW,2019-04-22,2019-04-23,1.783405890045205e-05,1.662462179371841e-05,3.981053663874359e-05,8.053817188810791e-05,2.8217579216231e-05,9.059373183887495e-06,0.002524538268195764,0.25099490236753486,0.7290573092541195,0.09085455991235092,0.2912652503721467
0050.TW,2019-04-23,2019-04-24,3.2566634920138124e-06,1.6905949528970183e-05,3.8491947974446095e-05,8.053641257748303e-05,2.769894875170814e-05,9.154278313608853e-06,0.8395965667815488,1.5543522303314554,2.248443365900318,1.2582647998930572,0.3892713086421469
0050.TW,2019-04-24,2019-04-25,5.764781892577344e-06,1.639694522453306e-05,3.637783090550015e-05,8.05043317356062e-05,2.6387388065016607e-05,8.230836597807146e-06,0.3969043087628801,1.0006618715058542,1.7081520175335703,0.7395861689551875,0.05650867096306289
0050.TW,2019-04-25,2019-04-26,0.00013124379833927621,1.6386805098509448e-05,3.454104796472478e-05,7.968644867167212e-05,2.5463926531617115e-05,7.743018850274796e-06,4.928534295205557,1.46473902565367,0.14804562042353409,2.514313012045863,13.119687057831142
0050.TW,2019-04-26,2019-04-29,1.7944070397338786e-05,1.662608253286217e-05,4.0343212987197875e-05,7.974664599331387e-05,2.8484647760030023e-05,1.0071200730351146e-05,0.0029852825372840286,0.25494881380636225,0.7166084446947254,0.09206139336159302,0.2041412732989698
0050.TW,2019-04-29,2019-05-02,5.820545508834961e-06,1.58211996676123e-05,3.899926443180633e-05,7.975548033392796e-05,2.7410232049709316e-05,9.892099517149317e-06,0.36785213669583094,1.051396369391421,1.6905513523971232,0.761871758820934,0.11874587513171209
0050.TW,2019-05-02,2019-05-03,8.092193190432791e-05,1.4623751518609544e-05,3.7008541296428045e-05,7.970226729536407e-05,2.5816146407518794e-05,9.08988428041174e-06,2.822758068301886,0.4042383246026593,0.00011590625916202413,0.9920625352550791,5.7160933627304775
0050.TW,2019-05-03,2019-05-06,0.0003050380961548949,1.4805864084097893e-05,3.964334473290204e-05,7.980920460789045e-05,2.7224604408499966e-05,1.0518108239943257e-05,16.577105653394625,4.654046447402301,1.4812938399571038,7.788185053932548,24.633893586005826
0050.TW,2019-05-06,2019-05-07,0.00010557425323549673,1.6115559483315126e-05,5.556702981822163e-05,7.962988062391574e-05,3.5841294650768375e-05,1.4887770091831442e-05,3.6714465984812064,0.25811965899214195,0.04378690408161323,0.8652899695114962,4.1324664675889675
0050.TW,2019-05-07,2019-05-08,5.2443645958637416e-05,1.6095214074355567e-05,5.8567463223258136e-05,7.973742467821753e-05,3.733133864880685e-05,1.5948666619562472e-05,1.0771206783155831,0.005880068000463146,0.07670414809170545,0.06490954409186211,1.097913818733185
0050.TW,2019-05-08,2019-05-09,0.00014854774783878806,1.5669614468784044e-05,5.820003418738089e-05,7.947776082505702e-05,3.693482432808247e-05,1.6151544092146183e-05,6.230804419233374,0.6153448033832705,0.2436187775295462,1.6301369849427436,5.978232844180143
0050.TW,2019-05-09,2019-05-10,3.7591051779365193e-07,1.6504823698882922e-05,6.362089700646533e-05,7.967492498578511e-05,4.0062860352674124e-05,1.778034168385444e-05,2.8048326292998205,4.137254735517166,4.361077120293529,3.678236895359582,2.8776395132667085
0050.TW,2019-05-10,2019-05-13,0.00027899019717898805,1.3263730422931867e-05,5.982619781714502e-05,7.967452521730306e-05,3.6544964120038445e-05,1.5674927333415955e-05,16.987923839158608,2.1236119551301056,1.2483968476069531,4.601529319713036,13.919385998669652
0050.TW,2019-05-13,2019-05-14,3.9162445814843506e-05,1.5851585654200806e-05,7.297603777885562e-05,8.004561116436927e-05,4.441381171652821e-05,1.887542106136004e-05,0.5661208756345291,0.15906087995471885,0.20412997005989664,0.007594996896260753,0.3449276123680156
0050.TW,2019-05-14,2019-05-15,1.5744785652663306e-06,1.6874919385373078e-05,7.094722226101489e-05,7.998790354359563e-05,4.391107082319398e-05,1.8903961034672163e-05,1.465207191014677,2.830204355410164,2.9476352281389655,2.3640983963577384,1.5687356196262563
0050.TW,2019-05-15,2019-05-16,7.772616190435319e-05,1.604582149557282e-05,6.678485763926998e-05,7.975839366251004e-05,4.14153395674214e-05,1.756927111774872e-05,2.2662691930598524,0.012113585188062714,0.00033023292918321623,0.24720757815853456,1.93694280564103
0050.TW,2019-05-16,2019-05-17,0.00010346347174608438,1.870692573250519e-05,6.744133589517498e-05,7.9854011654342e-05,4.307413081384008e-05,1.8416945582442104e-05,2.820432799090489,0.1061649808937788,0.036639276387145925,0.525690275153214,2.891893562816315
0050.TW,2019-05-17,2019-05-20,4.0883464142292693e-07,1.7849079214222633e-05,6.960266404622955e-05,7.986526456252297e-05,4.372587163022609e-05,1.90190756617e-05,2.799301509678345,4.1431211836340145,4.279904580741328,3.6817344078163625,2.861382993172085
0050.TW,2019-05-20,2019-05-21,6.525454502762936e-06,1.6849362960812248e-05,6.545103428194114e-05,7.977936855471775e-05,4.1150198621376694e-05,1.7381112093698024e-05,0.3358842145338554,1.4052914804589958,1.5853480849626846,1.0000946482528716,0.35510715692665884
0050.TW,2019-05-21,2019-05-23,0.0003485101738114865,1.6862276628193082e-05,6.191549949519045e-05,7.966577661632537e-05,3.9388888061691766e-05,1.6638137625141385e-05,16.639449533687355,2.900906516952913,1.8988262347117515,5.667747580495034,16.904495468175856
0050.TW,2019-05-23,2019-05-24,2.6884596301591094e-05,1.90350523713812e-05,7.911117995416823e-05,8.012290422454218e-05,4.907311616277472e-05,2.010811237351324e-05,0.06710176645988408,0.4191337943740967,0.4275502238901574,0.14960560865999017,0.04657232936563327
0050.TW,2019-05-24,2019-05-27,6.7037356890485105e-06,1.9943532090352182e-05,7.59775849350136e-05,8.015791250317918e-05,4.796055851268289e-05,1.9869530057284834e-05,0.42637577706074126,1.5160064967410412,1.5649652739677724,1.107490052743171,0.4239102012311098
0050.TW,2019-05-27,2019-05-28,4.20263143634006e-07,2.1099731065956096e-05,7.182115398025569e-05,8.01660129676661e-05,4.646044252310589e-05,1.920347845853605e-05,2.9360524645441055,4.146904810902452,4.256216288471279,3.714521095703991,2.843850404317617
0050.TW,2019-05-28,2019-05-29,2.0700738501365382e-05,1.9296833835436048e-05,6.753710053005839e-05,8.015905599216752e-05,4.3416967182747214e-05,1.756575055101365e-05,0.002524765992825806,0.4890168468525016,0.612089271711596,0.21747007889800773,0.014253258295015225
0050.TW,2019-05-29,2019-05-30,7.112057382609231e-05,2.0009851525957657e-05,6.47269188083368e-05,8.015680377044686e-05,4.236838516714723e-05,1.7315020060120597e-05,1.2861260072181753,0.004579429347440822,0.006876189385452314,0.16064945281654008,1.6946473695607387
0050.TW,2019-05-30,2019-05-31,0.00018156218684489047,2.1363090379159735e-05,6.511053810940214e-05,8.01852464570208e-05,4.323681424428093e-05,1.7840279255589642e-05,5.358939219787475,0.7630104797669122,0.4470255190280015,1.7643439674547947,6.8569538784338135
0050.TW,2019-05-31,2019-06-03,1.6235957164943108e-06,2.1128664096995733e-05,7.209763703353145e-05,8.012912455568081e-05,4.661315056526359e-05,1.9230276380224032e-05,1.6428306125016747,2.8158974052137333,2.91925836477094,2.3920707149639306,1.5562718051683126
0050.TW,2019-06-03,2019-06-04,4.077547823565981e-05,2.0307138884031758e-05,6.786919455450922e-05,8.003070716830852e-05,4.4088166719270485e-05,1.805482506707795e-05,0.3108297344459763,0.11029644702285579,0.18382743601180263,0.0029727267017112258,0.44375763889232744
0050.TW,2019-06-04,2019-06-05,1.022548048068653e-05,2.015800787496046e-05,6.624357157537825e-05,7.992530872206995e-05,4.320078972516935e-05,1.798102504422362e-05,0.18598535057784193,1.0228175890796374,1.184147820109227,0.6776726942362448,0.13311607892003297
0050.TW,2019-06-05,2019-06-06,5.917388921062458e-05,1.953547276848564e-05,6.288248610969674e-05,7.988766723174726e-05,4.120897943909119e-05,1.7334704026699935e-05,0.9207997753016215,0.0018106742065586712,0.04085479973341055,0.07412228203656523,1.185838402079658
0050.TW,2019-06-06,2019-06-10,0.0002967186741514647,1.8848516545988725e-05,6.265997029575241e-05,7.996337666085148e-05,4.075424342087057e-05,1.7457200502264533e-05,11.9859323531224,2.1803168147659884,1.3994664198209774,4.2954571995209125,13.163889670568626
0050.TW,2019-06-10,2019-06-11,1.951519465625425e-05,1.9096863088835767e-05,7.670349252709516e-05,8.034618107461885e-05,4.7900177807965467e-05,1.990211392408622e-05,0.0002364841211603963,0.6231776749659546,0.6580400761381011,0.3053396661383445,0.00019146403755931907
0050.TW,2019-06-11,2019-06-12,1.4223829994991658e-05,1.8899740031474166e-05,7.32721946548447e-05,8.037139647536009e-05,4.6085967343159436e-05,1.943536779732017e-05,0.0368233898151582,0.833385634374709,0.9087158913359328,0.48422667876612735,0.04402864696729125
0050.TW,2019-06-12,2019-06-13,6.706053788877422e-05,1.8173852581472337e-05,6.972929277525351e-05,8.036124774468947e-05,4.395157267836293e-05,1.8821384825205662e-05,1.3843343066130176,0.0007516556070834568,0.015424814707295509,0.10327508678124353,1.292394963799512
0050.TW,2019-06-13,2019-06-14,3.6081465164678434e-06,1.973644244502192e-05,6.956916748206475e-05,8.044984989358371e-05,4.465280496354334e-05,1.925330711673973e-05,0.8820890457612611,2.0109914242830103,2.1492894338525916,1.5965273925401755,0.8618926210898588
0050.TW,2019-06-14,2019-06-17,6.440782837457833e-06,1.868350409226293e-05,6.561150622412893e-05,8.038848370816799e-05,4.214750515819593e-05,1.8276019653682194e-05,0.4097218977729151,1.419266435996784,1.6043415526844829,1.0313406825921865,0.39535686199734
0050.TW,2019-06-17,2019-06-18,6.440782837458308e-06,1.8332659147098472e-05,6.206126282092866e-05,8.004012189634355e-05,4.019696098401357e-05,1.7558552535762e-05,0.3973623779276205,1.3692529629211516,1.6003473694595889,0.9913718955764776,0.369708477997168
0050.TW,2019-06-18,2019-06-19,0.0005371695931857015,1.8974137029267715e-05,5.872403402192044e-05,8.00479126996e-05,3.884908552559408e-05,1.6998340589065152e-05,23.967383505187755,5.933890339029518,3.8069123807785177,10.200455302804754,27.1480979087114
0050.TW,2019-06-19,2019-06-20,1.5310356905407284e-06,1.9289226056614082e-05,8.743076757174734e-05,8.058259449918939e-05,5.335999681418071e-05,2.129329999850503e-05,1.6129748590201807,3.0624142303677715,2.982337831707709,2.5798094882092735,1.704350267876023
0050.TW,2019-06-20,2019-06-24,1.865976310945576e-05,1.8293258248734876e-05,8.227678365887494e-05,7.983230127591682e-05,5.028502095380491e-05,1.9987851320778016e-05,0.00019805895685687247,0.7105120422762705,0.6872957065490806,0.36241768931539675,0.0023103834135747014
