asset,origin,train_start,train_end,block_start,block_end,n_block,gamma,gamma_se,gamma_t,chosen_model,block_mean_loss_garch,block_mean_loss_gjr,block_mean_loss_rule,block_rule_minus_garch,block_rule_minus_gjr
EEM,2026-03-11,2024-03-06,2026-03-10,2026-03-11,2026-04-09,21,0.3980127189423606,0.22707135313980084,1.7528090331029844,GJR,2.5506664282304192,2.822077234198573,2.822077234198573,0.27141080596815387,0.0
EEM,2026-04-10,2024-04-05,2026-04-09,2026-04-10,2026-05-08,21,0.24483181983865587,0.19520394557280127,1.2542360202824174,GARCH,1.4274112269806718,1.521050680523307,1.4274112269806718,0.0,-0.093639453542635
EEM,2026-05-11,2024-05-06,2026-05-08,2026-05-11,2026-06-09,21,0.2000699255657384,0.13947214911576317,1.4344794056315755,GARCH,3.2901766615832186,3.455078687844937,3.2901766615832186,0.0,-0.16490202626171843
EEM,2026-06-10,2024-06-05,2026-06-09,2026-06-10,2026-06-26,12,0.17090656105977753,0.1436997846196215,1.1893306695773647,GARCH,1.8829975655595244,1.9883917148306696,1.8829975655595244,0.0,-0.10539414927114532
GLD,2023-01-03,2020-12-31,2022-12-30,2023-01-03,2023-02-01,21,-0.024624485097262595,0.04695309247655608,-0.524448631569001,GARCH,1.0728684015779977,1.090252250929971,1.0728684015779977,0.0,-0.017383849351973464
GLD,2023-02-02,2021-02-02,2023-02-01,2023-02-02,2023-03-03,21,-0.014292118957184208,0.09414159540175437,-0.15181513438551592,GARCH,1.7599858814901899,1.7621295916280053,1.7599858814901899,0.0,-0.0021437101378157745
GLD,2023-03-06,2021-03-04,2023-03-03,2023-03-06,2023-04-03,21,-0.02753506881866068,0.11024439721391101,-0.24976388383015452,GARCH,1.5181377538327392,1.4988948151829125,1.5181377538327392,0.0,0.019242938649826957
GLD,2023-04-04,2021-04-05,2023-04-03,2023-04-04,2023-05-03,21,-0.09169031993866684,0.06242249741517268,-1.4688665743190883,GARCH,1.5339418226823336,1.5117376826346,1.5339418226823336,0.0,0.022204140047733405
GLD,2023-05-04,2021-05-04,2023-05-03,2023-05-04,2023-06-02,21,-0.10304946959237178,0.05790627426234617,-1.7795907421966566,GARCH,1.0661110799458562,1.0414712307453386,1.0661110799458562,0.0,0.02463984920051742
GLD,2023-06-05,2021-06-03,2023-06-02,2023-06-05,2023-07-05,21,-0.1033729720433353,0.10211034341831043,-1.0123653352124409,GARCH,1.550191057436069,1.5360151393399188,1.550191057436069,0.0,0.014175918096150233
GLD,2023-07-06,2021-07-02,2023-07-05,2023-07-06,2023-08-03,21,-0.10612382793815722,0.5065490263796201,-0.20950356710117427,GARCH,1.6459870243883163,1.647133543111134,1.6459870243883163,0.0,-0.0011465187228178596
GLD,2023-08-04,2021-08-03,2023-08-03,2023-08-04,2023-09-01,21,-0.09861983095813576,0.16026015040215472,-0.6153733832812489,GARCH,3.6283390874323285,3.593263112488095,3.6283390874323285,0.0,0.035075974944233326
GLD,2023-09-05,2021-09-01,2023-09-01,2023-09-05,2023-10-03,21,-0.13426259070832672,0.12964026571726509,-1.0356550101582063,GARCH,1.3337998365884605,1.328270011870521,1.3337998365884605,0.0,0.005529824717939856
GLD,2023-10-04,2021-10-01,2023-10-03,2023-10-04,2023-11-01,21,-0.12571041348664944,0.10180874761698269,-1.2347702572630381,GARCH,2.340180737142524,2.257621797154203,2.340180737142524,0.0,0.08255893998832178
GLD,2023-11-02,2021-11-01,2023-11-01,2023-11-02,2023-12-01,21,-0.14207241007080776,0.0740654665501354,-1.918200433863979,GARCH,1.064402350588568,1.070187197435458,1.064402350588568,0.0,-0.005784846846890179
GLD,2023-12-04,2021-12-01,2023-12-01,2023-12-04,2024-01-03,21,-0.13825725537572744,0.08187272030528617,-1.6886852526726264,GARCH,1.1360386608070079,1.1391520674051128,1.1360386608070079,0.0,-0.0031134065981047996
GLD,2024-01-04,2021-12-31,2024-01-03,2024-01-04,2024-02-02,21,-0.14504317374143105,0.0747366106488761,-1.9407245322224447,GARCH,1.5841074487916595,1.5730246134023962,1.5841074487916595,0.0,0.011082835389263346
GLD,2024-02-05,2022-02-01,2024-02-02,2024-02-05,2024-03-05,21,-0.1608083105073099,0.0826700191518371,-1.9451829352060386,GARCH,2.0711543636360803,2.0440065620406793,2.0711543636360803,0.0,0.027147801595400926
GLD,2024-03-06,2022-03-03,2024-03-05,2024-03-06,2024-04-04,21,-0.1403058959722383,0.09779403022007885,-1.4347081887973057,GARCH,0.8228891697421574,0.8462755510140731,0.8228891697421574,0.0,-0.02338638127191565
GLD,2024-04-05,2022-04-01,2024-04-04,2024-04-05,2024-05-03,21,-0.11525138449813722,0.09461222070103048,-1.2181447982531284,GARCH,1.5227217292284472,1.4989699254744036,1.5227217292284472,0.0,0.02375180375404339
GLD,2024-05-06,2022-05-03,2024-05-03,2024-05-06,2024-06-04,21,-0.11154565041181858,0.10565913249391938,-1.0557123438263887,GARCH,0.9037046914778346,0.9159950699181613,0.9037046914778346,0.0,-0.01229037844032665
GLD,2024-06-05,2022-06-02,2024-06-04,2024-06-05,2024-07-05,21,-0.10016965212653561,0.1365944793238131,-0.7333360222346307,GARCH,1.8908195408065724,1.8853241724940393,1.8908195408065724,0.0,0.005495368312533262
GLD,2024-07-08,2022-07-05,2024-07-05,2024-07-08,2024-08-05,21,-0.12170270826541864,0.22149787275023186,-0.5494531697044989,GARCH,1.5283435838773152,1.560065541997466,1.5283435838773152,0.0,-0.031721958120151064
GLD,2024-08-06,2022-08-03,2024-08-05,2024-08-06,2024-09-04,21,-0.08731808356573975,0.30634723616464554,-0.2850297742487576,GARCH,1.4686729097371747,1.4989852795865788,1.4686729097371747,0.0,-0.030312369849404067
GLD,2024-09-05,2022-09-01,2024-09-04,2024-09-05,2024-10-03,21,-0.04578628824324793,0.08261485115924307,-0.5542137715045111,GARCH,1.5434426585100196,1.563072692631565,1.5434426585100196,0.0,-0.019630034121545202
GLD,2024-10-04,2022-10-03,2024-10-03,2024-10-04,2024-11-01,21,-0.06819487123650522,0.17627264270529425,-0.38687155414421565,GARCH,1.3558639366341825,1.361215144607073,1.3558639366341825,0.0,-0.00535120797289056
GLD,2024-11-04,2022-11-01,2024-11-01,2024-11-04,2024-12-03,21,-0.1159001920975218,0.12655635886239566,-0.9157990411492457,GARCH,1.8193569756842844,1.9733957006029526,1.8193569756842844,0.0,-0.15403872491866732
GLD,2024-12-04,2022-12-01,2024-12-03,2024-12-04,2025-01-03,21,-0.0932674296896141,0.09812821034997402,-0.9504650024389117,GARCH,1.006207463910601,0.9671986364826647,1.006207463910601,0.0,0.03900882742793588
GLD,2025-01-06,2023-01-03,2025-01-03,2025-01-06,2025-02-05,21,-0.10779113961227323,0.09724536617734995,-1.1084449969131749,GARCH,0.6506457552854371,0.6738797327027215,0.6506457552854371,0.0,-0.023233977417284363
GLD,2025-02-06,2023-02-02,2025-02-05,2025-02-06,2025-03-07,21,-0.108995361402291,0.08685870518052022,-1.2548582341374273,GARCH,1.7565695010579898,1.7817453481718981,1.7565695010579898,0.0,-0.02517584711390832
GLD,2025-03-10,2023-03-06,2025-03-07,2025-03-10,2025-04-07,21,-0.04145505179567031,0.03991337060543323,-1.0386256827436973,GARCH,1.4324413694948075,1.436754532350909,1.4324413694948075,0.0,-0.004313162856101674
GLD,2025-04-08,2023-04-04,2025-04-07,2025-04-08,2025-05-07,21,-0.039977921588366466,0.030654443727093094,-1.3041476773898548,GARCH,1.3980209945578583,1.3859230116314425,1.3980209945578583,0.0,0.012097982926415935
GLD,2025-05-08,2023-05-04,2025-05-07,2025-05-08,2025-06-06,21,-0.0385921235787119,0.03807584747199309,-1.013559149460785,GARCH,0.6800887908698796,0.6797160966100315,0.6800887908698796,0.0,0.0003726942598482634
GLD,2025-06-09,2023-06-05,2025-06-06,2025-06-09,2025-07-09,21,-0.028109189041973365,0.04024716833419278,-0.6984140799314978,GARCH,1.677965186899497,1.676252380385574,1.677965186899497,0.0,0.001712806513923201
GLD,2025-07-10,2023-07-06,2025-07-09,2025-07-10,2025-08-07,21,-0.02536939371339687,0.045249927116840095,-0.5606504878536138,GARCH,1.0236929048239685,1.0290560438698684,1.0236929048239685,0.0,-0.005363139045900155
GLD,2025-08-08,2023-08-04,2025-08-07,2025-08-08,2025-09-08,21,-0.012983885673255256,0.043065576007818185,-0.301491048695091,GARCH,1.4508099193136752,1.4436273165337643,1.4508099193136752,0.0,0.007182602779910727
GLD,2025-09-09,2023-09-05,2025-09-08,2025-09-09,2025-10-07,21,-0.020926857931430426,0.04684602860001587,-0.44671573144672794,GARCH,1.0438699328976226,1.055433563839109,1.0438699328976226,0.0,-0.01156363094148619
GLD,2025-10-08,2023-10-04,2025-10-07,2025-10-08,2025-11-05,21,-0.01182367148473024,0.04794781985312971,-0.2465945588547645,GARCH,2.3305724273765533,2.2637485596102294,2.3305724273765533,0.0,0.06682386776632353
GLD,2025-11-06,2023-11-02,2025-11-05,2025-11-06,2025-12-05,21,-0.09415277226414791,0.045387745945870916,-2.0744095196186607,GARCH,1.951467800002368,1.9882624466792933,1.951467800002368,0.0,-0.0367946466769255
GLD,2025-12-08,2023-12-04,2025-12-05,2025-12-08,2026-01-07,21,-0.08371286947641035,0.048104225498824156,-1.7402394198916393,GARCH,2.260006181174403,2.132981009796021,2.260006181174403,0.0,0.1270251713783821
GLD,2026-01-08,2024-01-04,2026-01-07,2026-01-08,2026-02-06,21,-0.11376551496103317,0.04841177934978693,-2.3499552482681856,GARCH,2.8947672434988236,2.4571450760732225,2.8947672434988236,0.0,0.4376221674256013
GLD,2026-02-09,2024-02-05,2026-02-06,2026-02-09,2026-03-10,21,-0.15577266147097174,0.06056577286214523,-2.5719586180387477,GARCH,1.0597914321984214,0.9487020856129718,1.0597914321984214,0.0,0.11108934658544985
GLD,2026-03-11,2024-03-06,2026-03-10,2026-03-11,2026-04-09,21,-0.163891944735632,0.061205013038856865,-2.6777536119726486,GARCH,1.912309707014134,2.472598675244948,1.912309707014134,0.0,-0.560288968230814
GLD,2026-04-10,2024-04-05,2026-04-09,2026-04-10,2026-05-08,21,-0.11650981353978297,0.05874135161582059,-1.9834377373843712,GARCH,1.343348952236267,1.3637880200251762,1.343348952236267,0.0,-0.02043906778890925
GLD,2026-05-11,2024-05-06,2026-05-08,2026-05-11,2026-06-09,21,-0.10945490253141991,0.05992570457574526,-1.8265100645261574,GARCH,1.6235537519043102,1.6357282474052002,1.6235537519043102,0.0,-0.01217449550088976
GLD,2026-06-10,2024-06-05,2026-06-09,2026-06-10,2026-06-26,12,-0.10488882895755045,0.059965806764161175,-1.7491439641605506,GARCH,1.6178377936082873,1.9068465258604925,1.6178377936082873,0.0,-0.28900873225220497
TLT,2023-01-03,2020-12-31,2022-12-30,2023-01-03,2023-02-01,21,0.013799671892349204,0.015843200859847265,0.8710153973571625,GARCH,0.7597575038551231,0.7452747172251657,0.7597575038551231,0.0,0.014482786629957193
TLT,2023-02-02,2021-02-02,2023-02-01,2023-02-02,2023-03-03,21,0.02531985699380197,0.014290254928225424,1.7718268233123964,GJR,0.7161750530722986,0.6805742586769261,0.6805742586769261,-0.03560079439537227,0.0
TLT,2023-03-06,2021-03-04,2023-03-03,2023-03-06,2023-04-03,21,0.017736232894493904,0.02088941415682243,0.8490536288544643,GARCH,2.9949483753361577,2.980086192476242,2.9949483753361577,0.0,0.014862182859915321
TLT,2023-04-04,2021-04-05,2023-04-03,2023-04-04,2023-05-03,21,0.007908989815654032,0.013149793389212839,0.6014535423911685,GARCH,1.122861877493386,1.0987088890463883,1.122861877493386,0.0,0.024152988446997863
TLT,2023-05-04,2021-05-04,2023-05-03,2023-05-04,2023-06-02,21,0.00746589181118012,0.011277078840171862,0.6620412889714568,GARCH,0.9439755702600201,0.8690844320907557,0.9439755702600201,0.0,0.07489113816926458
TLT,2023-06-05,2021-06-03,2023-06-02,2023-06-05,2023-07-05,21,0.016637250150365605,0.011465020518782815,1.4511313017808625,GARCH,1.0239796776325516,0.9990214079383799,1.0239796776325516,0.0,0.02495826969417197
TLT,2023-07-06,2021-07-02,2023-07-05,2023-07-06,2023-08-03,21,0.021068546734409326,0.019931050720013624,1.0570715528435985,GARCH,1.507990642147553,1.5051527930049902,1.507990642147553,0.0,0.002837849142563237
TLT,2023-08-04,2021-08-03,2023-08-03,2023-08-04,2023-09-01,21,0.018415170677524767,0.04682659868160627,0.39326304271504436,GARCH,1.0922838177546124,1.0950343244596288,1.0922838177546124,0.0,-0.0027505067050166104
TLT,2023-09-05,2021-09-01,2023-09-01,2023-09-05,2023-10-03,21,0.01947988324060219,0.02999836959004069,0.6493647323776361,GARCH,1.7054719228279371,1.6981808286325968,1.7054719228279371,0.0,0.007291094195340469
TLT,2023-10-04,2021-10-01,2023-10-03,2023-10-04,2023-11-01,21,0.020596535870670434,0.018802979685895723,1.0953868064921686,GARCH,0.8276352437025186,0.7931722988014046,0.8276352437025186,0.0,0.0344629449011143
TLT,2023-11-02,2021-11-01,2023-11-01,2023-11-02,2023-12-01,21,0.02575457101816509,0.012413811035952722,2.074670779470948,GJR,0.9512309786230627,0.9489771769653161,0.9489771769653161,-0.002253801657746563,0.0
TLT,2023-12-04,2021-12-01,2023-12-01,2023-12-04,2024-01-03,21,0.02678331215922689,0.01770937363972441,1.512380545133932,GARCH,1.1050999752654682,1.0622475084109724,1.1050999752654682,0.0,0.0428524668544959
TLT,2024-01-04,2021-12-31,2024-01-03,2024-01-04,2024-02-02,21,0.027873291375458537,0.01171399113364598,2.3794871498065557,GJR,0.8314089450402284,0.8295010425926027,0.8295010425926027,-0.0019079024476258634,0.0
TLT,2024-02-05,2022-02-01,2024-02-02,2024-02-05,2024-03-05,21,0.027289943423242747,0.011022838583830089,2.4757636806253904,GJR,1.046271702753323,1.0081330562918691,1.0081330562918691,-0.03813864646145395,0.0
TLT,2024-03-06,2022-03-03,2024-03-05,2024-03-06,2024-04-04,21,0.02990932510613781,0.011333805362693372,2.6389481863336095,GJR,2.188400073359047,2.1277722778442607,2.1277722778442607,-0.06062779551478652,0.0
TLT,2024-04-05,2022-04-01,2024-04-04,2024-04-05,2024-05-03,21,0.03485909423996443,0.01053992702983219,3.3073373412642533,GJR,1.2091421631366566,1.2195269628591,1.2195269628591,0.010384799722443465,0.0
TLT,2024-05-06,2022-05-03,2024-05-03,2024-05-06,2024-06-04,21,0.032595206069780905,0.01115863597262482,2.92107441713717,GJR,0.8080361897115167,0.8095124392327653,0.8095124392327653,0.0014762495212483416,0.0
TLT,2024-06-05,2022-06-02,2024-06-04,2024-06-05,2024-07-05,21,0.03488715326890549,0.01133484967324609,3.077866427399602,GJR,2.3306847489924083,2.367080927376379,2.367080927376379,0.03639617838397009,0.0
TLT,2024-07-08,2022-07-05,2024-07-05,2024-07-08,2024-08-05,21,0.03645617390669809,0.011939740965324342,3.0533471381477133,GJR,1.284483582515091,1.3000858670375415,1.3000858670375415,0.015602284522450181,0.0
TLT,2024-08-06,2022-08-03,2024-08-05,2024-08-06,2024-09-04,21,0.031708033356519144,0.011818717326884545,2.6828658711035853,GJR,1.0499922743796835,1.0334795357572273,1.0334795357572273,-0.01651273862245616,0.0
TLT,2024-09-05,2022-09-01,2024-09-04,2024-09-05,2024-10-03,21,0.027326445419212596,0.012425413789249544,2.199238261413508,GJR,1.4388160741003002,1.3416790653940833,1.3416790653940833,-0.09713700870621719,0.0
TLT,2024-10-04,2022-10-03,2024-10-03,2024-10-04,2024-11-01,21,0.030841221451688775,0.013755134549459605,2.242160652139926,GJR,1.4381610825252606,1.4354802040027115,1.4354802040027115,-0.002680878522549094,0.0
TLT,2024-11-04,2022-11-01,2024-11-01,2024-11-04,2024-12-03,21,0.02692987170395329,0.011065368877804715,2.4337075429966117,GJR,1.5437157058973472,1.5841570302882537,1.5841570302882537,0.040441324390906384,0.0
TLT,2024-12-04,2022-12-01,2024-12-03,2024-12-04,2025-01-03,21,0.03459165295464399,0.09419896634953642,0.3672190289889972,GARCH,0.9209940655406497,0.9145623444353435,0.9209940655406497,0.0,0.006431721105306167
TLT,2025-01-06,2023-01-03,2025-01-03,2025-01-06,2025-02-05,21,0.03136157468944855,0.014308634185037713,2.1917937298475905,GJR,1.337638267436816,1.3203528694535245,1.3203528694535245,-0.0172853979832915,0.0
TLT,2025-02-06,2023-02-02,2025-02-05,2025-02-06,2025-03-07,21,-0.06418361281792609,0.12287538322768082,-0.5223472035810268,GARCH,0.9524395991869067,0.9870762968647426,0.9524395991869067,0.0,-0.03463669767783573
TLT,2025-03-10,2023-03-06,2025-03-07,2025-03-10,2025-04-07,21,0.03217633714519693,0.015862803287256175,2.0284143075169245,GJR,1.5626992446381263,1.6656684916444018,1.6656684916444018,0.10296924700627541,0.0
TLT,2025-04-08,2023-04-04,2025-04-07,2025-04-08,2025-05-07,21,-0.13465978276742727,0.1466433155117823,-0.9182810842585443,GARCH,0.5970862993266316,0.6233873362652613,0.5970862993266316,0.0,-0.026301036938629545
TLT,2025-05-08,2023-05-04,2025-05-07,2025-05-08,2025-06-06,21,-0.05768272252745824,0.15188803107099252,-0.3797713494653,GARCH,1.0985200176485437,1.1089314619280624,1.0985200176485437,0.0,-0.010411444279518995
TLT,2025-06-09,2023-06-05,2025-06-06,2025-06-09,2025-07-09,21,-0.04345267946940415,0.11696805685244395,-0.37149184690842574,GARCH,0.9600295167472901,0.9721588815458314,0.9600295167472901,0.0,-0.012129364798541558
TLT,2025-07-10,2023-07-06,2025-07-09,2025-07-10,2025-08-07,21,-0.04154578617334373,0.12857563392711285,-0.32312332363762847,GARCH,1.6138829578719185,1.6323456799146465,1.6138829578719185,0.0,-0.01846272204272787
TLT,2025-08-08,2023-08-04,2025-08-07,2025-08-08,2025-09-08,21,-0.03696346638340521,0.1402896644284724,-0.26347961222939037,GARCH,0.8426718029842759,0.8406906231055431,0.8426718029842759,0.0,0.00198117987873284
TLT,2025-09-09,2023-09-05,2025-09-08,2025-09-09,2025-10-07,21,-0.058850309330036155,0.13624625382511094,-0.4319407519679614,GARCH,2.582971215045751,2.644486940542588,2.582971215045751,0.0,-0.06151572549683686
TLT,2025-10-08,2023-10-04,2025-10-07,2025-10-08,2025-11-05,21,0.0004439475180488358,0.02955909701847919,0.0150189810524759,GARCH,1.6562075152747642,1.655952525490453,1.6562075152747642,0.0,0.0002549897843108482
TLT,2025-11-06,2023-11-02,2025-11-05,2025-11-06,2025-12-05,21,-0.04683317394176366,0.13204294707525746,-0.35468137434914443,GARCH,1.3546475814157322,1.3963743456171638,1.3546475814157322,0.0,-0.04172676420143154
TLT,2025-12-08,2023-12-04,2025-12-05,2025-12-08,2026-01-07,21,-0.048016782982463806,0.11583962022854608,-0.41451088054094937,GARCH,0.9763946067541492,1.2133767228823795,0.9763946067541492,0.0,-0.23698211612823003
TLT,2026-01-08,2024-01-04,2026-01-07,2026-01-08,2026-02-06,21,-0.003392751058351629,0.027485551396205142,-0.1234376203498707,GARCH,1.2127896734444452,1.2149686832055184,1.2127896734444452,0.0,-0.002179009761072717
TLT,2026-02-09,2024-02-05,2026-02-06,2026-02-09,2026-03-10,21,0.005294452855678434,0.02620309857551454,0.20205445704905414,GARCH,1.4259329179363116,1.4268469124029897,1.4259329179363116,0.0,-0.000913994466678397
TLT,2026-03-11,2024-03-06,2026-03-10,2026-03-11,2026-04-09,21,0.011750109772443429,0.028392550967958927,0.4138448068897881,GARCH,1.4295751112740003,1.430745937619948,1.4295751112740003,0.0,-0.0011708263459475408
TLT,2026-04-10,2024-04-05,2026-04-09,2026-04-10,2026-05-08,21,0.007421914724345261,0.029356680549180055,0.2528185947969025,GARCH,0.6563992677183291,0.6574443550840966,0.6563992677183291,0.0,-0.001045087365767641
TLT,2026-05-11,2024-05-06,2026-05-08,2026-05-11,2026-06-09,21,0.0072968799912221435,0.028880876112473988,0.2526543849571979,GARCH,0.9721879595910933,0.9725447608104526,0.9721879595910933,0.0,-0.0003568012193595165
TLT,2026-06-10,2024-06-05,2026-06-09,2026-06-10,2026-06-26,12,7.087381428030046e-08,0.018736013147714437,3.7827585688338502e-06,GARCH,2.176132187779632,2.1761303614637826,2.176132187779632,0.0,1.826315849255226e-06
IWM,2023-01-03,2020-12-31,2022-12-30,2023-01-03,2023-02-01,21,0.13489861745129367,0.06846077779552585,1.9704511370612818,GJR,0.8855226409003135,0.83270311044641,0.83270311044641,-0.052819530453903654,0.0
IWM,2023-02-02,2021-02-02,2023-02-01,2023-02-02,2023-03-03,21,0.12736379245888618,0.08852465316097627,1.438738113181686,GARCH,1.7480974293015017,1.8095506353846953,1.7480974293015017,0.0,-0.06145320608319374
IWM,2023-03-06,2021-03-04,2023-03-03,2023-03-06,2023-04-03,21,0.09684421172554059,0.04458386219484178,2.1721808510511944,GJR,1.3715993864708491,1.336609144325284,1.336609144325284,-0.03499024214556463,0.0
IWM,2023-04-04,2021-04-05,2023-04-03,2023-04-04,2023-05-03,21,0.08048569961908537,0.03419999333696281,2.353383488297283,GJR,1.4325088839931543,1.469131863774126,1.469131863774126,0.0366229797809719,0.0
IWM,2023-05-04,2021-05-04,2023-05-03,2023-05-04,2023-06-02,21,0.08702186666131488,0.04833664772384294,1.8003289586503481,GJR,0.9865331518826307,0.9844652936361845,0.9844652936361845,-0.002067858246446069,0.0
IWM,2023-06-05,2021-06-03,2023-06-02,2023-06-05,2023-07-05,21,0.07617406054454168,0.03361368374048116,2.266162231210761,GJR,0.9723837402617425,0.8698149143968741,0.8698149143968741,-0.10256882586486811,0.0
IWM,2023-07-06,2021-07-02,2023-07-05,2023-07-06,2023-08-03,21,0.08111608707428605,0.035258645300317575,2.300601352756892,GJR,0.8928695056089124,0.8334889541989574,0.8334889541989574,-0.0593805514099551,0.0
IWM,2023-08-04,2021-08-03,2023-08-03,2023-08-04,2023-09-01,21,0.07620924333081122,0.03316925660822672,2.2975867150399027,GJR,1.2560702523862148,1.2454666878520593,1.2454666878520593,-0.010603564534155785,0.0
IWM,2023-09-05,2021-09-01,2023-09-01,2023-09-05,2023-10-03,21,0.07104151553483465,0.031046417777832548,2.2882355073363407,GJR,0.8892201899955545,0.9181892363083071,0.9181892363083071,0.028969046312752638,0.0
IWM,2023-10-04,2021-10-01,2023-10-03,2023-10-04,2023-11-01,21,0.07267389104267133,0.025190948811199463,2.884920754170314,GJR,1.0182971537356,1.0653068154970278,1.0653068154970278,0.04700966176142784,0.0
IWM,2023-11-02,2021-11-01,2023-11-01,2023-11-02,2023-12-01,21,0.052283372774598894,0.16287680650285846,0.3209994958593526,GARCH,2.0168810881235033,1.996707009137999,2.0168810881235033,0.0,0.020174078985503933
IWM,2023-12-04,2021-12-01,2023-12-01,2023-12-04,2024-01-03,21,0.06406978867339583,0.03213406532026496,1.993827672746747,GJR,1.4278636599133039,1.6511971834431785,1.6511971834431785,0.22333352352987473,0.0
IWM,2024-01-04,2021-12-31,2024-01-03,2024-01-04,2024-02-02,21,0.05123276432918177,0.020156058624821054,2.5418046892407578,GJR,1.5853769844936358,1.53873572311249,1.53873572311249,-0.046641261381145716,0.0
IWM,2024-02-05,2022-02-01,2024-02-02,2024-02-05,2024-03-05,21,0.05209129905308667,0.020261617000699506,2.5709349382770528,GJR,1.0978516409222212,1.1617113085623016,1.1617113085623016,0.06385966764008107,0.0
IWM,2024-03-06,2022-03-03,2024-03-05,2024-03-06,2024-04-04,21,0.04652893513680772,0.02080433254064585,2.236502182701761,GJR,1.284578242854792,1.2803562754806734,1.2803562754806734,-0.004221967374118449,0.0
IWM,2024-04-05,2022-04-01,2024-04-04,2024-04-05,2024-05-03,21,0.04223101269562882,0.019824535865026898,2.130239667811336,GJR,1.0937111732384739,1.1121068564672076,1.1121068564672076,0.018395683228733632,0.0
IWM,2024-05-06,2022-05-03,2024-05-03,2024-05-06,2024-06-04,21,0.029045974548086897,0.020473000692387448,1.4187453507431946,GARCH,1.075397100670619,1.0818202158372352,1.075397100670619,0.0,-0.006423115166616523
IWM,2024-06-05,2022-06-02,2024-06-04,2024-06-05,2024-07-05,21,0.031235941085019633,0.020821629932665724,1.5001679112553798,GARCH,1.181070534021753,1.1968617794318688,1.181070534021753,0.0,-0.015791245410115333
IWM,2024-07-08,2022-07-05,2024-07-05,2024-07-08,2024-08-05,21,0.03239790211507805,0.021360952500424052,1.5166880837563257,GARCH,1.417694615632166,1.5850829106053037,1.417694615632166,0.0,-0.16738829497313765
IWM,2024-08-06,2022-08-03,2024-08-05,2024-08-06,2024-09-04,21,0.015929326659338345,0.028060864719411122,0.5676705553667141,GARCH,1.3088354450863424,1.3090097420765425,1.3088354450863424,0.0,-0.0001742969901997473
IWM,2024-09-05,2022-09-01,2024-09-04,2024-09-05,2024-10-03,21,0.009600244813602018,0.02499119854103526,0.3841450340142161,GARCH,1.6754080324770253,1.6765102042548643,1.6754080324770253,0.0,-0.0011021717778388208
IWM,2024-10-04,2022-10-03,2024-10-03,2024-10-04,2024-11-01,21,0.0034464750610265194,0.02474913573855905,0.13925638040187907,GARCH,1.4510563571859358,1.450298072773953,1.4510563571859358,0.0,0.0007582844119827104
IWM,2024-11-04,2022-11-01,2024-11-01,2024-11-04,2024-12-03,21,0.007953584651257227,0.02813600144440787,0.2826835457402221,GARCH,2.01961672293612,2.0147436609902987,2.01961672293612,0.0,0.004873061945822006
IWM,2024-12-04,2022-12-01,2024-12-03,2024-12-04,2025-01-03,21,-0.08776663378617967,0.1645434998250247,-0.5333947185972742,GARCH,1.4600261712971092,1.4508495484590358,1.4600261712971092,0.0,0.009176622838073115
IWM,2025-01-06,2023-01-03,2025-01-03,2025-01-06,2025-02-05,21,-0.10679657973375875,0.15666121126671284,-0.6817040342675478,GARCH,1.2849515213776843,1.2945366948493908,1.2849515213776843,0.0,-0.009585173471706352
IWM,2025-02-06,2023-02-02,2025-02-05,2025-02-06,2025-03-07,21,-0.11765165628177825,0.17456577411495458,-0.6739674880615635,GARCH,1.1584189984513868,1.1431602247630435,1.1584189984513868,0.0,0.015258773688343122
IWM,2025-03-10,2023-03-06,2025-03-07,2025-03-10,2025-04-07,21,-0.13117480968588432,0.1770122989488813,-0.7410491274607184,GARCH,2.771813345610625,2.5908921454921354,2.771813345610625,0.0,0.18092120011848895
IWM,2025-04-08,2023-04-04,2025-04-07,2025-04-08,2025-05-07,21,-0.2170431754623631,0.23884469250468268,-0.9087209482710521,GARCH,2.117802878959589,2.4111158557300354,2.117802878959589,0.0,-0.29331297677044627
IWM,2025-05-08,2023-05-04,2025-05-07,2025-05-08,2025-06-06,21,0.058631707210633974,0.06562542836884806,0.893429706562739,GARCH,2.294254603445218,2.2642021095881257,2.294254603445218,0.0,0.030052493857091463
IWM,2025-06-09,2023-06-05,2025-06-06,2025-06-09,2025-07-09,21,0.05555312780663491,0.057756350611116586,0.9618531506722724,GARCH,0.906123075157628,0.899336388736161,0.906123075157628,0.0,0.006786686421467096
IWM,2025-07-10,2023-07-06,2025-07-09,2025-07-10,2025-08-07,21,0.05131323414699309,0.05634363529652546,0.9107192653960229,GARCH,0.9456958256566997,0.9371178676766418,0.9456958256566997,0.0,0.008577957980057793
IWM,2025-08-08,2023-08-04,2025-08-07,2025-08-08,2025-09-08,21,0.05017486302346229,0.050182877572634746,0.9998402931525627,GARCH,2.013687478963211,1.9594859519858783,2.013687478963211,0.0,0.05420152697733234
IWM,2025-09-09,2023-09-05,2025-09-08,2025-09-09,2025-10-07,21,0.07648823297195592,0.05088664432651467,1.5031101772238782,GARCH,1.3727953828091837,1.3594131610211904,1.3727953828091837,0.0,0.013382221787993531
IWM,2025-10-08,2023-10-04,2025-10-07,2025-10-08,2025-11-05,21,0.09024054852662096,0.04998136111234181,1.805484014806832,GJR,0.6923487019040009,0.6744048794314359,0.6744048794314359,-0.017943822472565155,0.0
