Date,AMZN,CAT,CMG,COST,DAL,DE,DG,DHI,FDX,HCA,HD,HLT,LEN,LOW,LUV,MAR,MCD,PHM,SBUX,TGT,THC,UAL,UPS,WMT,AIQ,IYT,SPY,XHB,XLI,XLV,XLY,XRT
2021-01-04,159.3314971923828,164.9293670654297,26.382400512695312,358.67730712890625,37.47654342651367,249.35731506347656,193.0458984375,63.698604583740234,183.8867950439453,156.1651153564453,230.37684631347656,106.03002166748047,66.24748992919922,144.9305877685547,41.54330062866211,119.8596420288086,185.23939514160156,40.029293060302734,90.99713134765625,151.6167755126953,38.97999954223633,41.630001068115234,129.23814392089844,45.454315185546875,26.611787796020508,50.7408447265625,342.4368896484375,54.319515228271484,79.626708984375,103.3953857421875,76.25997924804688,58.59236526489258
2021-01-05,160.92550659179688,166.27850341796875,27.10219955444336,354.5164489746094,38.2700080871582,255.54383850097656,190.30270385742188,62.818885803222656,183.8794708251953,157.47247314453125,232.23611450195312,106.51348876953125,65.74798583984375,145.4185333251953,42.09672164916992,121.12770080566406,186.34967041015625,38.948184967041016,91.2972183227539,153.95550537109375,41.40999984741211,43.400001525878906,127.43917846679688,45.21235275268555,27.006916046142578,51.24346160888672,344.7954406738281,54.539581298828125,80.40999603271484,104.1460189819336,76.8292465209961,59.90179443359375
2021-01-06,156.91900634765625,175.53228759765625,26.868200302124023,349.1195373535156,39.073150634765625,270.5252990722656,198.20089721679688,62.289180755615234,184.15550231933594,162.76902770996094,233.56292724609375,109.29598236083984,65.37336730957031,147.36148071289062,43.120548248291016,124.29782104492188,185.9266815185547,38.73955154418945,91.95916748046875,161.25338745117188,44.38999938964844,43.540000915527344,127.06047058105469,45.494632720947266,26.542640686035156,52.61509704589844,346.8568115234375,55.7547607421875,82.32669830322266,105.57408142089844,77.61376953125,62.363895416259766
2021-01-07,158.10800170898438,175.86727905273438,27.36280059814453,347.13812255859375,38.92799758911133,279.25518798828125,200.41941833496094,64.97562408447266,178.68663024902344,165.6701202392578,232.41941833496094,111.7824478149414,67.51412200927734,147.93980407714844,43.655521392822266,125.22007751464844,186.79022216796875,40.29481887817383,91.21775817871094,163.1141815185547,44.7400016784668,43.619998931884766,125.45087432861328,45.49153137207031,27.105697631835938,53.091880798339844,352.0101318359375,57.07518768310547,82.77824401855469,106.94715881347656,79.11103057861328,62.80652618408203
2021-01-08,159.13499450683594,175.89443969726562,28.048799514770508,349.0440979003906,38.724796295166016,273.832763671875,198.66119384765625,63.33916091918945,177.9094696044922,164.41041564941406,234.88978576660156,112.640869140625,65.46256256103516,149.15074157714844,43.33268356323242,124.58602905273438,190.21798706054688,39.384422302246094,93.26541137695312,165.24803161621094,46.0,43.290000915527344,124.9696273803711,45.48532485961914,27.560089111328125,53.37605667114258,354.01580810546875,56.11835861206055,82.57550811767578,107.45979309082031,80.74223327636719,62.852622985839844
2021-01-11,155.7104949951172,175.53228759765625,28.052400588989258,343.4490661621094,38.13454055786133,274.7737731933594,198.15489196777344,64.37965393066406,178.1636505126953,163.54200744628906,236.75775146484375,111.67391204833984,67.68358612060547,150.29837036132812,43.756980895996094,123.5965576171875,188.77285766601562,39.90601348876953,92.32103729248047,166.68197631835938,45.439998626708984,42.70000076293945,127.70746612548828,45.690059661865234,27.313135147094727,53.35728073120117,351.62945556640625,56.88383102416992,82.5478744506836,107.96327209472656,79.23539733886719,64.1897201538086
2021-01-12,156.04150390625,178.86436462402344,28.032800674438477,343.6282958984375,38.9957389831543,281.4539489746094,201.02696228027344,64.72966766357422,180.8726806640625,164.3722686767578,241.20953369140625,110.835205078125,68.31688690185547,152.71119689941406,44.393409729003906,122.37654113769531,186.4553680419922,40.4560432434082,90.74999237060547,169.9425506591797,45.16999816894531,44.08000183105469,129.32492065429688,46.21120834350586,27.352645874023438,54.106502532958984,351.70379638671875,57.81194305419922,83.36801147460938,106.79156494140625,80.44566345214844,66.21839141845703
2021-01-13,158.29449462890625,177.37034606933594,27.899999618530273,346.22296142578125,39.1408805847168,280.6434020996094,200.8796844482422,65.00397491455078,183.18226623535156,162.68310546875,239.21929931640625,110.38134765625,68.09388732910156,153.4702911376953,44.264278411865234,121.53117370605469,186.88714599609375,40.36121368408203,90.81178283691406,167.9964599609375,44.88999938964844,44.43000030517578,128.6937255859375,45.73969650268555,27.382282257080078,53.77064514160156,352.65087890625,57.70671081542969,82.64922332763672,107.0844955444336,80.44085693359375,65.94178009033203
2021-01-14,156.37350463867188,178.73757934570312,28.236000061035156,341.8827209472656,40.127872467041016,282.1620788574219,196.29542541503906,65.2972412109375,186.12367248535156,160.5835723876953,234.235107421875,110.6181411743164,66.90755462646484,153.97633361816406,45.02983856201172,123.85592651367188,183.7237548828125,40.22844314575195,89.86737060546875,169.01217651367188,46.77000045776367,46.290000915527344,128.9777374267578,45.59080505371094,27.481067657470703,54.36250686645508,351.4159240722656,57.98418045043945,82.93488311767578,106.74579620361328,79.92899322509766,67.97967529296875
2021-01-15,155.21249389648438,176.22044372558594,28.11479949951172,341.70355224609375,38.686092376708984,275.2210388183594,194.6384735107422,65.60938262939453,183.4291534423828,161.06076049804688,240.5636444091797,106.96736907958984,68.31688690185547,154.83482360839844,43.03752899169922,121.80976104736328,184.96620178222656,40.49397277832031,90.3175048828125,166.2722930908203,47.380001068115234,43.88999938964844,125.37199401855469,44.868019104003906,27.105697631835938,53.662601470947266,348.8531494140625,57.87892532348633,81.85674285888672,107.07532501220703,79.31192779541016,66.37520599365234
