ticker,cik,form,filing_date,report_date,accession,primary_document,document_url,word_count,core_labor_shortage_hits,wage_pressure_hits,automation_hits,labor_shortage_score_per_10k,labor_shortage_score_log,automation_score_log,download_error
COST,909832,10-Q,2024-03-13,2024-02-18,0000909832-24-000017,cost-20240218.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983224000017/cost-20240218.htm,10792.0,0.0,1.0,0.0,0.4633061527057079,0.380698363785671,0.0,
COST,909832,10-Q,2024-06-06,2024-05-12,0000909832-24-000029,cost-20240512.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983224000029/cost-20240512.htm,11178.0,0.0,1.0,0.0,0.44730721059223477,0.36970473374825447,0.0,
COST,909832,10-K,2024-10-09,2024-09-01,0000909832-24-000049,cost-20240901.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983224000049/cost-20240901.htm,30291.0,1.0,4.0,2.0,0.9903931860948797,0.6883322001720562,0.5069754959648026,
COST,909832,10-Q,2024-12-19,2024-11-24,0000909832-24-000079,cost-20241124.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983224000079/cost-20241124.htm,9445.0,0.0,2.0,0.0,1.0587612493382743,0.7221044666542378,0.0,
COST,909832,10-Q,2025-03-13,2025-02-16,0000909832-25-000015,cost-20250216.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983225000015/cost-20250216.htm,10426.0,0.0,1.0,0.0,0.479570305006714,0.39175171116589325,0.0,
COST,909832,10-Q,2025-06-05,2025-05-11,0000909832-25-000033,cost-20250511.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983225000033/cost-20250511.htm,10289.0,0.0,1.0,0.0,0.4859558752065313,0.3960582521848035,0.0,
COST,909832,10-K,2025-10-08,2025-08-31,0000909832-25-000101,cost-20250831.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983225000101/cost-20250831.htm,29628.0,1.0,4.0,3.0,1.012555690562981,0.699405402257141,0.699405402257141,
COST,909832,10-Q,2025-12-17,2025-11-23,0000909832-25-000169,cost-20251123.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983225000169/cost-20251123.htm,9399.0,0.0,2.0,0.0,1.0639429726566656,0.7246182177108046,0.0,
COST,909832,10-Q,2026-03-11,2026-02-15,0000909832-26-000029,cost-20260215.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983226000029/cost-20260215.htm,10504.0,0.0,2.0,0.0,0.952018278750952,0.668863852061275,0.0,
COST,909832,10-Q,2026-06-03,2026-05-10,0000909832-26-000051,cost-20260510.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983226000051/cost-20260510.htm,10891.0,0.0,2.0,0.0,0.918189330639978,0.651381684123363,0.0,
DAL,27904,10-Q,2023-07-13,2023-06-30,0000027904-23-000009,dal-20230630.htm,https://www.sec.gov/Archives/edgar/data/27904/000002790423000009/dal-20230630.htm,13219.0,0.0,0.0,0.0,0.0,0.0,0.0,
DAL,27904,10-Q,2023-10-12,2023-09-30,0000027904-23-000013,dal-20230930.htm,https://www.sec.gov/Archives/edgar/data/27904/000002790423000013/dal-20230930.htm,14516.0,0.0,0.0,0.0,0.0,0.0,0.0,
DAL,27904,10-K,2024-02-12,2023-12-31,0000027904-24-000003,dal-20231231.htm,https://www.sec.gov/Archives/edgar/data/27904/000002790424000003/dal-20231231.htm,56026.0,1.0,0.0,0.0,0.1784885588833756,0.16423273514444237,0.0,
DAL,27904,10-Q,2024-04-10,2024-03-31,0000027904-24-000006,dal-20240331.htm,https://www.sec.gov/Archives/edgar/data/27904/000002790424000006/dal-20240331.htm,10196.0,0.0,0.0,0.0,0.0,0.0,0.0,
DAL,27904,10-Q,2024-07-11,2024-06-30,0000027904-24-000009,dal-20240630.htm,https://www.sec.gov/Archives/edgar/data/27904/000002790424000009/dal-20240630.htm,11538.0,0.0,0.0,0.0,0.0,0.0,0.0,
DAL,27904,10-Q,2024-10-10,2024-09-30,0000027904-24-000012,dal-20240930.htm,https://www.sec.gov/Archives/edgar/data/27904/000002790424000012/dal-20240930.htm,12736.0,0.0,0.0,0.0,0.0,0.0,0.0,
DAL,27904,10-K,2025-02-11,2024-12-31,0000027904-25-000004,dal-20241231.htm,https://www.sec.gov/Archives/edgar/data/27904/000002790425000004/dal-20241231.htm,53086.0,0.0,0.0,0.0,0.0,0.0,0.0,
DAL,27904,10-Q,2025-04-09,2025-03-31,0000027904-25-000007,dal-20250331.htm,https://www.sec.gov/Archives/edgar/data/27904/000002790425000007/dal-20250331.htm,9539.0,0.0,0.0,0.0,0.0,0.0,0.0,
DAL,27904,10-Q,2025-07-10,2025-06-30,0000027904-25-000012,dal-20250630.htm,https://www.sec.gov/Archives/edgar/data/27904/000002790425000012/dal-20250630.htm,11086.0,0.0,0.0,0.0,0.0,0.0,0.0,
DAL,27904,10-Q,2025-10-09,2025-09-30,0000027904-25-000020,dal-20250930.htm,https://www.sec.gov/Archives/edgar/data/27904/000002790425000020/dal-20250930.htm,12041.0,0.0,0.0,0.0,0.0,0.0,0.0,
DAL,27904,10-K,2026-02-11,2025-12-31,0000027904-26-000013,dal-20251231.htm,https://www.sec.gov/Archives/edgar/data/27904/000002790426000013/dal-20251231.htm,51757.0,1.0,0.0,2.0,0.19321058021137238,0.17664764070879568,0.32672572215819623,
DAL,27904,10-Q,2026-04-08,2026-03-31,0000027904-26-000022,dal-20260331.htm,https://www.sec.gov/Archives/edgar/data/27904/000002790426000022/dal-20260331.htm,10429.0,0.0,0.0,0.0,0.0,0.0,0.0,
DE,315189,10-Q,2023-08-31,2023-07-30,0001558370-23-015380,de-20230730x10q.htm,https://www.sec.gov/Archives/edgar/data/315189/000155837023015380/de-20230730x10q.htm,16948.0,1.0,0.0,3.0,0.5900401227283455,0.4637592503341006,1.0188907734735646,
DE,315189,10-K,2023-12-15,2023-10-29,0001558370-23-019812,de-20231029x10k.htm,https://www.sec.gov/Archives/edgar/data/315189/000155837023019812/de-20231029x10k.htm,52364.0,1.0,1.0,24.0,0.2864563440531663,0.25189141827595524,1.7197802689629549,
DE,315189,10-Q,2024-02-29,2024-01-28,0001558370-24-002149,de-20240128x10q.htm,https://www.sec.gov/Archives/edgar/data/315189/000155837024002149/de-20240128x10q.htm,14148.0,0.0,0.0,4.0,0.0,0.0,1.3421477669803055,
DE,315189,10-Q,2024-05-30,2024-04-28,0001558370-24-008770,de-20240428x10q.htm,https://www.sec.gov/Archives/edgar/data/315189/000155837024008770/de-20240428x10q.htm,16630.0,0.0,0.0,4.0,0.0,0.0,1.2253305869208773,
DE,315189,10-Q,2024-08-29,2024-07-28,0001558370-24-012529,de-20240728x10q.htm,https://www.sec.gov/Archives/edgar/data/315189/000155837024012529/de-20240728x10q.htm,17710.0,0.0,0.0,4.0,0.0,0.0,1.1813010169281328,
DE,315189,10-K,2024-12-12,2024-10-27,0001558370-24-016169,de-20241027x10k.htm,https://www.sec.gov/Archives/edgar/data/315189/000155837024016169/de-20241027x10k.htm,54098.0,2.0,1.0,27.0,0.46212429294983176,0.3798903734115165,1.7902487226011934,
DE,315189,10-Q,2025-02-27,2025-01-26,0001558370-25-001714,de-20250126x10q.htm,https://www.sec.gov/Archives/edgar/data/315189/000155837025001714/de-20250126x10q.htm,15592.0,0.0,0.0,3.0,0.0,0.0,1.0729743003274388,
DE,315189,10-Q,2025-05-29,2025-04-27,0001558370-25-008218,de-20250427x10q.htm,https://www.sec.gov/Archives/edgar/data/315189/000155837025008218/de-20250427x10q.htm,18538.0,0.0,0.0,3.0,0.0,0.0,0.962524316864504,
DE,315189,10-Q,2025-08-28,2025-07-27,0001558370-25-011789,de-20250727x10q.htm,https://www.sec.gov/Archives/edgar/data/315189/000155837025011789/de-20250727x10q.htm,19771.0,0.0,0.0,3.0,0.0,0.0,0.923216267501025,
DE,315189,10-K,2025-12-18,2025-11-02,0001104659-25-122321,de-20251102x10k.htm,https://www.sec.gov/Archives/edgar/data/315189/000110465925122321/de-20251102x10k.htm,55528.0,1.0,1.0,31.0,0.2701339864572828,0.23912239605311203,1.8844554856054956,
DE,315189,10-Q,2026-02-26,2026-02-01,0001104659-26-020158,de-20260201x10q.htm,https://www.sec.gov/Archives/edgar/data/315189/000110465926020158/de-20260201x10q.htm,16999.0,0.0,0.0,5.0,0.0,0.0,1.3715231751098145,
DE,315189,10-Q,2026-05-28,2026-05-03,0001104659-26-067311,de-20260503x10q.htm,https://www.sec.gov/Archives/edgar/data/315189/000110465926067311/de-20260503x10q.htm,20256.0,0.0,0.0,5.0,0.0,0.0,1.243694667857596,
DG,29534,10-Q,2023-08-31,2023-08-04,0001558370-23-015376,dg-20230804x10q.htm,https://www.sec.gov/Archives/edgar/data/29534/000155837023015376/dg-20230804x10q.htm,14930.0,1.0,0.0,0.0,0.6697923643670463,0.5126992859843675,0.0,
DG,29534,10-Q,2023-12-07,2023-11-03,0001558370-23-019576,dg-20231103x10q.htm,https://www.sec.gov/Archives/edgar/data/29534/000155837023019576/dg-20231103x10q.htm,15229.0,1.0,0.0,0.0,0.6566419331538512,0.5047926216431747,0.0,
DG,29534,10-K,2024-03-25,2024-02-02,0001558370-24-003813,dg-20240202x10k.htm,https://www.sec.gov/Archives/edgar/data/29534/000155837024003813/dg-20240202x10k.htm,42441.0,4.0,5.0,0.0,1.5315378996724864,0.928826983547237,0.0,
DG,29534,10-Q,2024-05-30,2024-05-03,0001558370-24-008742,dg-20240503x10q.htm,https://www.sec.gov/Archives/edgar/data/29534/000155837024008742/dg-20240503x10q.htm,13105.0,1.0,1.0,0.0,1.1446012972148034,0.7629536596786686,0.0,
DG,29534,10-Q,2024-08-29,2024-08-02,0001558370-24-012525,dg-20240802x10q.htm,https://www.sec.gov/Archives/edgar/data/29534/000155837024012525/dg-20240802x10q.htm,13300.0,1.0,1.0,0.0,1.1278195488721805,0.7550977694214839,0.0,
DG,29534,10-Q,2024-12-05,2024-11-01,0001558370-24-016024,dg-20241101x10q.htm,https://www.sec.gov/Archives/edgar/data/29534/000155837024016024/dg-20241101x10q.htm,13544.0,1.0,1.0,0.0,1.1075014766686355,0.7455031115667646,0.0,
DG,29534,10-K,2025-03-21,2025-01-31,0001558370-25-003413,dg-20250131x10k.htm,https://www.sec.gov/Archives/edgar/data/29534/000155837025003413/dg-20250131x10k.htm,44025.0,4.0,3.0,5.0,1.249290176036343,0.8106146891257106,0.7588030499741303,
DG,29534,10-Q,2025-06-03,2025-05-02,0001558370-25-008354,dg-20250502x10q.htm,https://www.sec.gov/Archives/edgar/data/29534/000155837025008354/dg-20250502x10q.htm,12858.0,1.0,1.0,1.0,1.1665888940737283,0.7731539925463446,0.5753349797559112,
DG,29534,10-Q,2025-08-28,2025-08-01,0001558370-25-011786,dg-20250801x10q.htm,https://www.sec.gov/Archives/edgar/data/29534/000155837025011786/dg-20250801x10q.htm,13501.0,1.0,1.0,1.0,1.111028812680542,0.7471754176032344,0.5542792166611322,
DG,29534,10-Q,2025-12-04,2025-10-31,0001104659-25-118289,dg-20251031x10q.htm,https://www.sec.gov/Archives/edgar/data/29534/000110465925118289/dg-20251031x10q.htm,13754.0,1.0,1.0,1.0,1.0905918278319033,0.7374471971027563,0.5464212464544042,
DG,29534,10-K,2026-03-20,2026-01-30,0001104659-26-032325,dg-20260130x10k.htm,https://www.sec.gov/Archives/edgar/data/29534/000110465926032325/dg-20260130x10k.htm,43799.0,4.0,3.0,8.0,1.255736432338638,0.8134764971735703,1.039048296601906,
DG,29534,10-Q,2026-06-02,2026-05-01,0001104659-26-069205,dg-20260501x10q.htm,https://www.sec.gov/Archives/edgar/data/29534/000110465926069205/dg-20260501x10q.htm,12996.0,1.0,1.0,2.0,1.154201292705448,0.7674200250204394,0.9317447241916313,
DHI,882184,10-Q,2023-07-24,2023-06-30,0000882184-23-000093,dhi-20230630.htm,https://www.sec.gov/Archives/edgar/data/882184/000088218423000093/dhi-20230630.htm,23827.0,0.0,0.0,0.0,0.0,0.0,0.0,
DHI,882184,10-K,2023-11-17,2023-09-30,0000882184-23-000115,dhi-20230930.htm,https://www.sec.gov/Archives/edgar/data/882184/000088218423000115/dhi-20230930.htm,54008.0,3.0,0.0,1.0,0.5554732632202637,0.4417798486641229,0.1698758918082535,
DHI,882184,10-Q,2024-01-24,2023-12-31,0000882184-24-000014,dhi-20231231.htm,https://www.sec.gov/Archives/edgar/data/882184/000088218424000014/dhi-20231231.htm,21180.0,0.0,0.0,0.0,0.0,0.0,0.0,
DHI,882184,10-Q,2024-04-23,2024-03-31,0000882184-24-000027,dhi-20240331.htm,https://www.sec.gov/Archives/edgar/data/882184/000088218424000027/dhi-20240331.htm,23328.0,0.0,0.0,0.0,0.0,0.0,0.0,
DHI,882184,10-Q,2024-07-23,2024-06-30,0000882184-24-000039,dhi-20240630.htm,https://www.sec.gov/Archives/edgar/data/882184/000088218424000039/dhi-20240630.htm,23556.0,0.0,0.0,0.0,0.0,0.0,0.0,
DHI,882184,10-K,2024-11-19,2024-09-30,0000882184-24-000057,dhi-20240930.htm,https://www.sec.gov/Archives/edgar/data/882184/000088218424000057/dhi-20240930.htm,55424.0,3.0,0.0,2.0,0.5412817551963048,0.43261437881786047,0.30811281381375066,
DHI,882184,10-Q,2025-01-23,2024-12-31,0000882184-25-000014,dhi-20241231.htm,https://www.sec.gov/Archives/edgar/data/882184/000088218425000014/dhi-20241231.htm,21737.0,0.0,1.0,0.0,0.23002254220913648,0.20703249621568667,0.0,
DHI,882184,10-Q,2025-04-23,2025-03-31,0000882184-25-000024,dhi-20250331.htm,https://www.sec.gov/Archives/edgar/data/882184/000088218425000024/dhi-20250331.htm,24152.0,0.0,2.0,0.0,0.41404438555813183,0.34645395705112325,0.0,
DHI,882184,10-Q,2025-07-23,2025-06-30,0000882184-25-000040,dhi-20250630.htm,https://www.sec.gov/Archives/edgar/data/882184/000088218425000040/dhi-20250630.htm,25050.0,0.0,2.0,0.0,0.3992015968063872,0.3359017859497253,0.0,
DHI,882184,10-K,2025-11-19,2025-09-30,0000882184-25-000081,dhi-20250930.htm,https://www.sec.gov/Archives/edgar/data/882184/000088218425000081/dhi-20250930.htm,57380.0,3.0,3.0,5.0,0.7842453816660857,0.5789955704762184,0.6266781344412047,
DHI,882184,10-Q,2026-01-22,2025-12-31,0000882184-26-000014,dhi-20251231.htm,https://www.sec.gov/Archives/edgar/data/882184/000088218426000014/dhi-20251231.htm,22389.0,0.0,0.0,0.0,0.0,0.0,0.0,
DHI,882184,10-Q,2026-04-23,2026-03-31,0000882184-26-000081,dhi-20260331.htm,https://www.sec.gov/Archives/edgar/data/882184/000088218426000081/dhi-20260331.htm,24979.0,0.0,0.0,0.0,0.0,0.0,0.0,
FDX,1048911,10-K,2023-07-17,2023-05-31,0000950170-23-033201,fdx-20230531.htm,https://www.sec.gov/Archives/edgar/data/1048911/000095017023033201/fdx-20230531.htm,76998.0,2.0,3.0,15.0,0.45455726122756435,0.37470156650241776,1.081161759379523,
FDX,1048911,10-Q,2023-09-20,2023-08-31,0000950170-23-048994,fdx-20230831.htm,https://www.sec.gov/Archives/edgar/data/1048911/000095017023048994/fdx-20230831.htm,18082.0,0.0,4.0,1.0,1.1060723371308483,0.7448247612372133,0.44021183337727576,
FDX,1048911,10-Q,2023-12-19,2023-11-30,0000950170-23-071495,fdx-20231130.htm,https://www.sec.gov/Archives/edgar/data/1048911/000095017023071495/fdx-20231130.htm,20051.0,0.0,3.0,1.0,0.7480923644706,0.5585251159235112,0.40461691047716997,
FDX,1048911,10-Q,2024-03-21,2024-02-29,0000950170-24-034709,fdx-20240229.htm,https://www.sec.gov/Archives/edgar/data/1048911/000095017024034709/fdx-20240229.htm,21453.0,0.0,2.0,1.0,0.46613527245606673,0.3826298723699454,0.3826298723699454,
FDX,1048911,10-K,2024-07-15,2024-05-31,0000950170-24-083577,fdx-20240531.htm,https://www.sec.gov/Archives/edgar/data/1048911/000095017024083577/fdx-20240531.htm,77507.0,1.0,5.0,33.0,0.45157211606693587,0.37264718706986705,1.6596898555863815,
FDX,1048911,10-Q,2024-09-19,2024-08-31,0000950170-24-108107,fdx-20240831.htm,https://www.sec.gov/Archives/edgar/data/1048911/000095017024108107/fdx-20240831.htm,17397.0,0.0,1.0,3.0,0.28740587457607636,0.25262924375792045,1.0022611579964085,
FDX,1048911,10-Q,2024-12-19,2024-11-30,0000950170-24-138460,fdx-20241130.htm,https://www.sec.gov/Archives/edgar/data/1048911/000095017024138460/fdx-20241130.htm,22039.0,0.0,1.0,6.0,0.22687054766550208,0.20446665703782801,1.314381132749325,
FDX,1048911,10-Q,2025-03-20,2025-02-28,0000950170-25-042672,fdx-20250228.htm,https://www.sec.gov/Archives/edgar/data/1048911/000095017025042672/fdx-20250228.htm,23452.0,0.0,1.0,6.0,0.21320143271362785,0.1932626777693001,1.269315837165659,
FDX,1048911,10-K,2025-07-21,2025-05-31,0001048911-25-000011,fdx-20250531.htm,https://www.sec.gov/Archives/edgar/data/1048911/000104891125000011/fdx-20250531.htm,77401.0,1.0,2.0,30.0,0.25839459438508544,0.22983677712737535,1.5843085822306102,
FDX,1048911,10-Q,2025-09-18,2025-08-31,0001048911-25-000044,fdx-20250831.htm,https://www.sec.gov/Archives/edgar/data/1048911/000104891125000044/fdx-20250831.htm,18480.0,0.0,3.0,3.0,0.8116883116883117,0.5942591794077364,0.964462275547521,
FDX,1048911,10-Q,2025-12-18,2025-11-30,0001048911-25-000078,fdx-20251130.htm,https://www.sec.gov/Archives/edgar/data/1048911/000104891125000078/fdx-20251130.htm,20151.0,0.0,1.0,3.0,0.24812664383901542,0.22164374223385783,0.9117845394357662,
