ticker,cik,form,filing_date,report_date,accession,primary_document,document_url
AMZN,1018724,10-Q,2023-08-04,2023-06-30,0001018724-23-000012,amzn-20230630.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000012/amzn-20230630.htm
AMZN,1018724,10-Q,2023-10-27,2023-09-30,0001018724-23-000018,amzn-20230930.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000018/amzn-20230930.htm
AMZN,1018724,10-K,2024-02-02,2023-12-31,0001018724-24-000008,amzn-20231231.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000008/amzn-20231231.htm
AMZN,1018724,10-Q,2024-05-01,2024-03-31,0001018724-24-000083,amzn-20240331.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000083/amzn-20240331.htm
AMZN,1018724,10-Q,2024-08-02,2024-06-30,0001018724-24-000130,amzn-20240630.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000130/amzn-20240630.htm
AMZN,1018724,10-Q,2024-11-01,2024-09-30,0001018724-24-000161,amzn-20240930.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000161/amzn-20240930.htm
AMZN,1018724,10-K,2025-02-07,2024-12-31,0001018724-25-000004,amzn-20241231.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000004/amzn-20241231.htm
AMZN,1018724,10-Q,2025-05-02,2025-03-31,0001018724-25-000036,amzn-20250331.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000036/amzn-20250331.htm
AMZN,1018724,10-Q,2025-08-01,2025-06-30,0001018724-25-000086,amzn-20250630.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000086/amzn-20250630.htm
AMZN,1018724,10-Q,2025-10-31,2025-09-30,0001018724-25-000123,amzn-20250930.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000123/amzn-20250930.htm
AMZN,1018724,10-K,2026-02-06,2025-12-31,0001018724-26-000004,amzn-20251231.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/amzn-20251231.htm
AMZN,1018724,10-Q,2026-04-30,2026-03-31,0001018724-26-000014,amzn-20260331.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000014/amzn-20260331.htm
CAT,18230,10-Q,2023-08-02,2023-06-30,0000018230-23-000047,cat-20230630.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823023000047/cat-20230630.htm
CAT,18230,10-Q,2023-11-01,2023-09-30,0000018230-23-000056,cat-20230930.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823023000056/cat-20230930.htm
CAT,18230,10-K,2024-02-16,2023-12-31,0000018230-24-000009,cat-20231231.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823024000009/cat-20231231.htm
CAT,18230,10-Q,2024-05-01,2024-03-31,0000018230-24-000020,cat-20240331.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823024000020/cat-20240331.htm
CAT,18230,10-Q,2024-08-07,2024-06-30,0000018230-24-000045,cat-20240630.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823024000045/cat-20240630.htm
CAT,18230,10-Q,2024-11-06,2024-09-30,0000018230-24-000053,cat-20240930.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823024000053/cat-20240930.htm
CAT,18230,10-K,2025-02-14,2024-12-31,0000018230-25-000008,cat-20241231.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823025000008/cat-20241231.htm
CAT,18230,10-Q,2025-05-07,2025-03-31,0000018230-25-000016,cat-20250331.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823025000016/cat-20250331.htm
CAT,18230,10-Q,2025-08-06,2025-06-30,0000018230-25-000040,cat-20250630.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823025000040/cat-20250630.htm
CAT,18230,10-Q,2025-11-03,2025-09-30,0000018230-25-000048,cat-20250930.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823025000048/cat-20250930.htm
CAT,18230,10-K,2026-02-13,2025-12-31,0000018230-26-000008,cat-20251231.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823026000008/cat-20251231.htm
CAT,18230,10-Q,2026-05-06,2026-03-31,0000018230-26-000021,cat-20260331.htm,https://www.sec.gov/Archives/edgar/data/18230/000001823026000021/cat-20260331.htm
CMG,1058090,10-Q,2023-07-28,2023-06-30,0001058090-23-000030,cmg-20230630x10q.htm,https://www.sec.gov/Archives/edgar/data/1058090/000105809023000030/cmg-20230630x10q.htm
CMG,1058090,10-Q,2023-10-27,2023-09-30,0001058090-23-000041,cmg-20230930x10q.htm,https://www.sec.gov/Archives/edgar/data/1058090/000105809023000041/cmg-20230930x10q.htm
CMG,1058090,10-K,2024-02-08,2023-12-31,0001562762-24-000023,cmg-20231231x10k.htm,https://www.sec.gov/Archives/edgar/data/1058090/000156276224000023/cmg-20231231x10k.htm
CMG,1058090,10-Q,2024-04-25,2024-03-31,0001058090-24-000015,cmg-20240331.htm,https://www.sec.gov/Archives/edgar/data/1058090/000105809024000015/cmg-20240331.htm
CMG,1058090,10-Q,2024-07-25,2024-06-30,0001058090-24-000032,cmg-20240630.htm,https://www.sec.gov/Archives/edgar/data/1058090/000105809024000032/cmg-20240630.htm
CMG,1058090,10-Q,2024-10-30,2024-09-30,0001058090-24-000050,cmg-20240930.htm,https://www.sec.gov/Archives/edgar/data/1058090/000105809024000050/cmg-20240930.htm
CMG,1058090,10-K,2025-02-05,2024-12-31,0001058090-25-000014,cmg-20241231.htm,https://www.sec.gov/Archives/edgar/data/1058090/000105809025000014/cmg-20241231.htm
CMG,1058090,10-Q,2025-04-24,2025-03-31,0001058090-25-000031,cmg-20250331.htm,https://www.sec.gov/Archives/edgar/data/1058090/000105809025000031/cmg-20250331.htm
CMG,1058090,10-Q,2025-07-24,2025-06-30,0001058090-25-000056,cmg-20250630.htm,https://www.sec.gov/Archives/edgar/data/1058090/000105809025000056/cmg-20250630.htm
CMG,1058090,10-Q,2025-10-30,2025-09-30,0001058090-25-000088,cmg-20250930.htm,https://www.sec.gov/Archives/edgar/data/1058090/000105809025000088/cmg-20250930.htm
CMG,1058090,10-K,2026-02-04,2025-12-31,0001058090-26-000009,cmg-20251231.htm,https://www.sec.gov/Archives/edgar/data/1058090/000105809026000009/cmg-20251231.htm
CMG,1058090,10-Q,2026-04-30,2026-03-31,0001058090-26-000028,cmg-20260331.htm,https://www.sec.gov/Archives/edgar/data/1058090/000105809026000028/cmg-20260331.htm
COST,909832,10-K,2023-10-11,2023-09-03,0000909832-23-000042,cost-20230903.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983223000042/cost-20230903.htm
COST,909832,10-Q,2023-12-20,2023-11-26,0000909832-23-000065,cost-20231126.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983223000065/cost-20231126.htm
COST,909832,10-Q,2024-03-13,2024-02-18,0000909832-24-000017,cost-20240218.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983224000017/cost-20240218.htm
COST,909832,10-Q,2024-06-06,2024-05-12,0000909832-24-000029,cost-20240512.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983224000029/cost-20240512.htm
COST,909832,10-K,2024-10-09,2024-09-01,0000909832-24-000049,cost-20240901.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983224000049/cost-20240901.htm
COST,909832,10-Q,2024-12-19,2024-11-24,0000909832-24-000079,cost-20241124.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983224000079/cost-20241124.htm
COST,909832,10-Q,2025-03-13,2025-02-16,0000909832-25-000015,cost-20250216.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983225000015/cost-20250216.htm
COST,909832,10-Q,2025-06-05,2025-05-11,0000909832-25-000033,cost-20250511.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983225000033/cost-20250511.htm
COST,909832,10-K,2025-10-08,2025-08-31,0000909832-25-000101,cost-20250831.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983225000101/cost-20250831.htm
COST,909832,10-Q,2025-12-17,2025-11-23,0000909832-25-000169,cost-20251123.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983225000169/cost-20251123.htm
COST,909832,10-Q,2026-03-11,2026-02-15,0000909832-26-000029,cost-20260215.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983226000029/cost-20260215.htm
COST,909832,10-Q,2026-06-03,2026-05-10,0000909832-26-000051,cost-20260510.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983226000051/cost-20260510.htm
DAL,27904,10-Q,2023-07-13,2023-06-30,0000027904-23-000009,dal-20230630.htm,https://www.sec.gov/Archives/edgar/data/27904/000002790423000009/dal-20230630.htm
DAL,27904,10-Q,2023-10-12,2023-09-30,0000027904-23-000013,dal-20230930.htm,https://www.sec.gov/Archives/edgar/data/27904/000002790423000013/dal-20230930.htm
DAL,27904,10-K,2024-02-12,2023-12-31,0000027904-24-000003,dal-20231231.htm,https://www.sec.gov/Archives/edgar/data/27904/000002790424000003/dal-20231231.htm
DAL,27904,10-Q,2024-04-10,2024-03-31,0000027904-24-000006,dal-20240331.htm,https://www.sec.gov/Archives/edgar/data/27904/000002790424000006/dal-20240331.htm
DAL,27904,10-Q,2024-07-11,2024-06-30,0000027904-24-000009,dal-20240630.htm,https://www.sec.gov/Archives/edgar/data/27904/000002790424000009/dal-20240630.htm
DAL,27904,10-Q,2024-10-10,2024-09-30,0000027904-24-000012,dal-20240930.htm,https://www.sec.gov/Archives/edgar/data/27904/000002790424000012/dal-20240930.htm
DAL,27904,10-K,2025-02-11,2024-12-31,0000027904-25-000004,dal-20241231.htm,https://www.sec.gov/Archives/edgar/data/27904/000002790425000004/dal-20241231.htm
DAL,27904,10-Q,2025-04-09,2025-03-31,0000027904-25-000007,dal-20250331.htm,https://www.sec.gov/Archives/edgar/data/27904/000002790425000007/dal-20250331.htm
DAL,27904,10-Q,2025-07-10,2025-06-30,0000027904-25-000012,dal-20250630.htm,https://www.sec.gov/Archives/edgar/data/27904/000002790425000012/dal-20250630.htm
DAL,27904,10-Q,2025-10-09,2025-09-30,0000027904-25-000020,dal-20250930.htm,https://www.sec.gov/Archives/edgar/data/27904/000002790425000020/dal-20250930.htm
DAL,27904,10-K,2026-02-11,2025-12-31,0000027904-26-000013,dal-20251231.htm,https://www.sec.gov/Archives/edgar/data/27904/000002790426000013/dal-20251231.htm
DAL,27904,10-Q,2026-04-08,2026-03-31,0000027904-26-000022,dal-20260331.htm,https://www.sec.gov/Archives/edgar/data/27904/000002790426000022/dal-20260331.htm
DE,315189,10-Q,2023-08-31,2023-07-30,0001558370-23-015380,de-20230730x10q.htm,https://www.sec.gov/Archives/edgar/data/315189/000155837023015380/de-20230730x10q.htm
DE,315189,10-K,2023-12-15,2023-10-29,0001558370-23-019812,de-20231029x10k.htm,https://www.sec.gov/Archives/edgar/data/315189/000155837023019812/de-20231029x10k.htm
DE,315189,10-Q,2024-02-29,2024-01-28,0001558370-24-002149,de-20240128x10q.htm,https://www.sec.gov/Archives/edgar/data/315189/000155837024002149/de-20240128x10q.htm
DE,315189,10-Q,2024-05-30,2024-04-28,0001558370-24-008770,de-20240428x10q.htm,https://www.sec.gov/Archives/edgar/data/315189/000155837024008770/de-20240428x10q.htm
DE,315189,10-Q,2024-08-29,2024-07-28,0001558370-24-012529,de-20240728x10q.htm,https://www.sec.gov/Archives/edgar/data/315189/000155837024012529/de-20240728x10q.htm
DE,315189,10-K,2024-12-12,2024-10-27,0001558370-24-016169,de-20241027x10k.htm,https://www.sec.gov/Archives/edgar/data/315189/000155837024016169/de-20241027x10k.htm
DE,315189,10-Q,2025-02-27,2025-01-26,0001558370-25-001714,de-20250126x10q.htm,https://www.sec.gov/Archives/edgar/data/315189/000155837025001714/de-20250126x10q.htm
DE,315189,10-Q,2025-05-29,2025-04-27,0001558370-25-008218,de-20250427x10q.htm,https://www.sec.gov/Archives/edgar/data/315189/000155837025008218/de-20250427x10q.htm
