ticker,cik,form,filing_date,report_date,accession,primary_document,document_url
DE,315189,10-Q,2025-08-28,2025-07-27,0001558370-25-011789,de-20250727x10q.htm,https://www.sec.gov/Archives/edgar/data/315189/000155837025011789/de-20250727x10q.htm
DE,315189,10-K,2025-12-18,2025-11-02,0001104659-25-122321,de-20251102x10k.htm,https://www.sec.gov/Archives/edgar/data/315189/000110465925122321/de-20251102x10k.htm
DE,315189,10-Q,2026-02-26,2026-02-01,0001104659-26-020158,de-20260201x10q.htm,https://www.sec.gov/Archives/edgar/data/315189/000110465926020158/de-20260201x10q.htm
DE,315189,10-Q,2026-05-28,2026-05-03,0001104659-26-067311,de-20260503x10q.htm,https://www.sec.gov/Archives/edgar/data/315189/000110465926067311/de-20260503x10q.htm
DG,29534,10-Q,2023-08-31,2023-08-04,0001558370-23-015376,dg-20230804x10q.htm,https://www.sec.gov/Archives/edgar/data/29534/000155837023015376/dg-20230804x10q.htm
DG,29534,10-Q,2023-12-07,2023-11-03,0001558370-23-019576,dg-20231103x10q.htm,https://www.sec.gov/Archives/edgar/data/29534/000155837023019576/dg-20231103x10q.htm
DG,29534,10-K,2024-03-25,2024-02-02,0001558370-24-003813,dg-20240202x10k.htm,https://www.sec.gov/Archives/edgar/data/29534/000155837024003813/dg-20240202x10k.htm
DG,29534,10-Q,2024-05-30,2024-05-03,0001558370-24-008742,dg-20240503x10q.htm,https://www.sec.gov/Archives/edgar/data/29534/000155837024008742/dg-20240503x10q.htm
DG,29534,10-Q,2024-08-29,2024-08-02,0001558370-24-012525,dg-20240802x10q.htm,https://www.sec.gov/Archives/edgar/data/29534/000155837024012525/dg-20240802x10q.htm
DG,29534,10-Q,2024-12-05,2024-11-01,0001558370-24-016024,dg-20241101x10q.htm,https://www.sec.gov/Archives/edgar/data/29534/000155837024016024/dg-20241101x10q.htm
DG,29534,10-K,2025-03-21,2025-01-31,0001558370-25-003413,dg-20250131x10k.htm,https://www.sec.gov/Archives/edgar/data/29534/000155837025003413/dg-20250131x10k.htm
DG,29534,10-Q,2025-06-03,2025-05-02,0001558370-25-008354,dg-20250502x10q.htm,https://www.sec.gov/Archives/edgar/data/29534/000155837025008354/dg-20250502x10q.htm
DG,29534,10-Q,2025-08-28,2025-08-01,0001558370-25-011786,dg-20250801x10q.htm,https://www.sec.gov/Archives/edgar/data/29534/000155837025011786/dg-20250801x10q.htm
DG,29534,10-Q,2025-12-04,2025-10-31,0001104659-25-118289,dg-20251031x10q.htm,https://www.sec.gov/Archives/edgar/data/29534/000110465925118289/dg-20251031x10q.htm
DG,29534,10-K,2026-03-20,2026-01-30,0001104659-26-032325,dg-20260130x10k.htm,https://www.sec.gov/Archives/edgar/data/29534/000110465926032325/dg-20260130x10k.htm
DG,29534,10-Q,2026-06-02,2026-05-01,0001104659-26-069205,dg-20260501x10q.htm,https://www.sec.gov/Archives/edgar/data/29534/000110465926069205/dg-20260501x10q.htm
DHI,882184,10-Q,2023-07-24,2023-06-30,0000882184-23-000093,dhi-20230630.htm,https://www.sec.gov/Archives/edgar/data/882184/000088218423000093/dhi-20230630.htm
DHI,882184,10-K,2023-11-17,2023-09-30,0000882184-23-000115,dhi-20230930.htm,https://www.sec.gov/Archives/edgar/data/882184/000088218423000115/dhi-20230930.htm
DHI,882184,10-Q,2024-01-24,2023-12-31,0000882184-24-000014,dhi-20231231.htm,https://www.sec.gov/Archives/edgar/data/882184/000088218424000014/dhi-20231231.htm
DHI,882184,10-Q,2024-04-23,2024-03-31,0000882184-24-000027,dhi-20240331.htm,https://www.sec.gov/Archives/edgar/data/882184/000088218424000027/dhi-20240331.htm
DHI,882184,10-Q,2024-07-23,2024-06-30,0000882184-24-000039,dhi-20240630.htm,https://www.sec.gov/Archives/edgar/data/882184/000088218424000039/dhi-20240630.htm
DHI,882184,10-K,2024-11-19,2024-09-30,0000882184-24-000057,dhi-20240930.htm,https://www.sec.gov/Archives/edgar/data/882184/000088218424000057/dhi-20240930.htm
DHI,882184,10-Q,2025-01-23,2024-12-31,0000882184-25-000014,dhi-20241231.htm,https://www.sec.gov/Archives/edgar/data/882184/000088218425000014/dhi-20241231.htm
DHI,882184,10-Q,2025-04-23,2025-03-31,0000882184-25-000024,dhi-20250331.htm,https://www.sec.gov/Archives/edgar/data/882184/000088218425000024/dhi-20250331.htm
DHI,882184,10-Q,2025-07-23,2025-06-30,0000882184-25-000040,dhi-20250630.htm,https://www.sec.gov/Archives/edgar/data/882184/000088218425000040/dhi-20250630.htm
DHI,882184,10-K,2025-11-19,2025-09-30,0000882184-25-000081,dhi-20250930.htm,https://www.sec.gov/Archives/edgar/data/882184/000088218425000081/dhi-20250930.htm
DHI,882184,10-Q,2026-01-22,2025-12-31,0000882184-26-000014,dhi-20251231.htm,https://www.sec.gov/Archives/edgar/data/882184/000088218426000014/dhi-20251231.htm
DHI,882184,10-Q,2026-04-23,2026-03-31,0000882184-26-000081,dhi-20260331.htm,https://www.sec.gov/Archives/edgar/data/882184/000088218426000081/dhi-20260331.htm
FDX,1048911,10-K,2023-07-17,2023-05-31,0000950170-23-033201,fdx-20230531.htm,https://www.sec.gov/Archives/edgar/data/1048911/000095017023033201/fdx-20230531.htm
FDX,1048911,10-Q,2023-09-20,2023-08-31,0000950170-23-048994,fdx-20230831.htm,https://www.sec.gov/Archives/edgar/data/1048911/000095017023048994/fdx-20230831.htm
FDX,1048911,10-Q,2023-12-19,2023-11-30,0000950170-23-071495,fdx-20231130.htm,https://www.sec.gov/Archives/edgar/data/1048911/000095017023071495/fdx-20231130.htm
FDX,1048911,10-Q,2024-03-21,2024-02-29,0000950170-24-034709,fdx-20240229.htm,https://www.sec.gov/Archives/edgar/data/1048911/000095017024034709/fdx-20240229.htm
FDX,1048911,10-K,2024-07-15,2024-05-31,0000950170-24-083577,fdx-20240531.htm,https://www.sec.gov/Archives/edgar/data/1048911/000095017024083577/fdx-20240531.htm
FDX,1048911,10-Q,2024-09-19,2024-08-31,0000950170-24-108107,fdx-20240831.htm,https://www.sec.gov/Archives/edgar/data/1048911/000095017024108107/fdx-20240831.htm
FDX,1048911,10-Q,2024-12-19,2024-11-30,0000950170-24-138460,fdx-20241130.htm,https://www.sec.gov/Archives/edgar/data/1048911/000095017024138460/fdx-20241130.htm
FDX,1048911,10-Q,2025-03-20,2025-02-28,0000950170-25-042672,fdx-20250228.htm,https://www.sec.gov/Archives/edgar/data/1048911/000095017025042672/fdx-20250228.htm
FDX,1048911,10-K,2025-07-21,2025-05-31,0001048911-25-000011,fdx-20250531.htm,https://www.sec.gov/Archives/edgar/data/1048911/000104891125000011/fdx-20250531.htm
FDX,1048911,10-Q,2025-09-18,2025-08-31,0001048911-25-000044,fdx-20250831.htm,https://www.sec.gov/Archives/edgar/data/1048911/000104891125000044/fdx-20250831.htm
FDX,1048911,10-Q,2025-12-18,2025-11-30,0001048911-25-000078,fdx-20251130.htm,https://www.sec.gov/Archives/edgar/data/1048911/000104891125000078/fdx-20251130.htm
FDX,1048911,10-Q,2026-03-19,2026-02-28,0001048911-26-000011,fdx-20260228.htm,https://www.sec.gov/Archives/edgar/data/1048911/000104891126000011/fdx-20260228.htm
HCA,860730,10-Q,2023-08-02,2023-06-30,0000950170-23-037237,hca-20230630.htm,https://www.sec.gov/Archives/edgar/data/860730/000095017023037237/hca-20230630.htm
HCA,860730,10-Q,2023-10-26,2023-09-30,0000950170-23-055641,hca-20230930.htm,https://www.sec.gov/Archives/edgar/data/860730/000095017023055641/hca-20230930.htm
HCA,860730,10-K,2024-02-16,2023-12-31,0000950170-24-016524,hca-20231231.htm,https://www.sec.gov/Archives/edgar/data/860730/000095017024016524/hca-20231231.htm
HCA,860730,10-Q,2024-05-02,2024-03-31,0000950170-24-052195,hca-20240331.htm,https://www.sec.gov/Archives/edgar/data/860730/000095017024052195/hca-20240331.htm
HCA,860730,10-Q,2024-07-29,2024-06-30,0000950170-24-087322,hca-20240630.htm,https://www.sec.gov/Archives/edgar/data/860730/000095017024087322/hca-20240630.htm
HCA,860730,10-Q,2024-10-31,2024-09-30,0000950170-24-119581,hca-20240930.htm,https://www.sec.gov/Archives/edgar/data/860730/000095017024119581/hca-20240930.htm
HCA,860730,10-K,2025-02-14,2024-12-31,0000950170-25-020134,hca-20241231.htm,https://www.sec.gov/Archives/edgar/data/860730/000095017025020134/hca-20241231.htm
HCA,860730,10-Q,2025-05-01,2025-03-31,0000950170-25-061895,hca-20250331.htm,https://www.sec.gov/Archives/edgar/data/860730/000095017025061895/hca-20250331.htm
HCA,860730,10-Q,2025-08-04,2025-06-30,0000950170-25-102056,hca-20250630.htm,https://www.sec.gov/Archives/edgar/data/860730/000095017025102056/hca-20250630.htm
HCA,860730,10-Q,2025-10-30,2025-09-30,0001193125-25-258667,hca-20250930.htm,https://www.sec.gov/Archives/edgar/data/860730/000119312525258667/hca-20250930.htm
HCA,860730,10-K,2026-02-10,2025-12-31,0001193125-26-044769,hca-20251231.htm,https://www.sec.gov/Archives/edgar/data/860730/000119312526044769/hca-20251231.htm
HCA,860730,10-Q,2026-04-29,2026-03-31,0001193125-26-191444,hca-20260331.htm,https://www.sec.gov/Archives/edgar/data/860730/000119312526191444/hca-20260331.htm
HD,354950,10-Q,2023-08-22,2023-07-30,0000354950-23-000185,hd-20230730.htm,https://www.sec.gov/Archives/edgar/data/354950/000035495023000185/hd-20230730.htm
HD,354950,10-Q,2023-11-21,2023-10-29,0000354950-23-000240,hd-20231029.htm,https://www.sec.gov/Archives/edgar/data/354950/000035495023000240/hd-20231029.htm
HD,354950,10-K,2024-03-13,2024-01-28,0000354950-24-000062,hd-20240128.htm,https://www.sec.gov/Archives/edgar/data/354950/000035495024000062/hd-20240128.htm
HD,354950,10-Q,2024-05-21,2024-04-28,0000354950-24-000152,hd-20240428.htm,https://www.sec.gov/Archives/edgar/data/354950/000035495024000152/hd-20240428.htm
HD,354950,10-Q,2024-08-20,2024-07-28,0000354950-24-000201,hd-20240728.htm,https://www.sec.gov/Archives/edgar/data/354950/000035495024000201/hd-20240728.htm
HD,354950,10-Q,2024-11-19,2024-10-27,0000354950-24-000240,hd-20241027.htm,https://www.sec.gov/Archives/edgar/data/354950/000035495024000240/hd-20241027.htm
HD,354950,10-K,2025-03-21,2025-02-02,0000354950-25-000085,hd-20250202.htm,https://www.sec.gov/Archives/edgar/data/354950/000035495025000085/hd-20250202.htm
HD,354950,10-Q,2025-05-28,2025-05-04,0000354950-25-000165,hd-20250504.htm,https://www.sec.gov/Archives/edgar/data/354950/000035495025000165/hd-20250504.htm
HD,354950,10-Q,2025-08-26,2025-08-03,0000354950-25-000217,hd-20250803.htm,https://www.sec.gov/Archives/edgar/data/354950/000035495025000217/hd-20250803.htm
HD,354950,10-Q,2025-11-25,2025-11-02,0001628280-25-053868,hd-20251102.htm,https://www.sec.gov/Archives/edgar/data/354950/000162828025053868/hd-20251102.htm
HD,354950,10-K,2026-03-18,2026-02-01,0001628280-26-019436,hd-20260201.htm,https://www.sec.gov/Archives/edgar/data/354950/000162828026019436/hd-20260201.htm
HD,354950,10-Q,2026-05-27,2026-05-03,0001628280-26-038247,hd-20260503.htm,https://www.sec.gov/Archives/edgar/data/354950/000162828026038247/hd-20260503.htm
HLT,1585689,10-Q,2023-07-26,2023-06-30,0001585689-23-000156,hlt-20230630.htm,https://www.sec.gov/Archives/edgar/data/1585689/000158568923000156/hlt-20230630.htm
HLT,1585689,10-Q,2023-10-25,2023-09-30,0001585689-23-000193,hlt-20230930.htm,https://www.sec.gov/Archives/edgar/data/1585689/000158568923000193/hlt-20230930.htm
HLT,1585689,10-K,2024-02-07,2023-12-31,0001585689-24-000027,hlt-20231231.htm,https://www.sec.gov/Archives/edgar/data/1585689/000158568924000027/hlt-20231231.htm
HLT,1585689,10-Q,2024-04-24,2024-03-31,0001585689-24-000101,hlt-20240331.htm,https://www.sec.gov/Archives/edgar/data/1585689/000158568924000101/hlt-20240331.htm
HLT,1585689,10-Q,2024-08-07,2024-06-30,0001585689-24-000162,hlt-20240630.htm,https://www.sec.gov/Archives/edgar/data/1585689/000158568924000162/hlt-20240630.htm
HLT,1585689,10-Q,2024-10-23,2024-09-30,0001585689-24-000191,hlt-20240930.htm,https://www.sec.gov/Archives/edgar/data/1585689/000158568924000191/hlt-20240930.htm
HLT,1585689,10-K,2025-02-06,2024-12-31,0001585689-25-000008,hlt-20241231.htm,https://www.sec.gov/Archives/edgar/data/1585689/000158568925000008/hlt-20241231.htm
HLT,1585689,10-Q,2025-04-29,2025-03-31,0001585689-25-000089,hlt-20250331.htm,https://www.sec.gov/Archives/edgar/data/1585689/000158568925000089/hlt-20250331.htm
HLT,1585689,10-Q,2025-07-23,2025-06-30,0001585689-25-000145,hlt-20250630.htm,https://www.sec.gov/Archives/edgar/data/1585689/000158568925000145/hlt-20250630.htm
HLT,1585689,10-Q,2025-10-22,2025-09-30,0001585689-25-000160,hlt-20250930.htm,https://www.sec.gov/Archives/edgar/data/1585689/000158568925000160/hlt-20250930.htm
HLT,1585689,10-K,2026-02-11,2025-12-31,0001585689-26-000007,hlt-20251231.htm,https://www.sec.gov/Archives/edgar/data/1585689/000158568926000007/hlt-20251231.htm
HLT,1585689,10-Q,2026-04-28,2026-03-31,0001585689-26-000032,hlt-20260331.htm,https://www.sec.gov/Archives/edgar/data/1585689/000158568926000032/hlt-20260331.htm
LEN,920760,10-Q,2023-09-29,2023-08-31,0001628280-23-033300,len-20230831.htm,https://www.sec.gov/Archives/edgar/data/920760/000162828023033300/len-20230831.htm
LEN,920760,10-K,2024-01-26,2023-11-30,0001628280-24-002371,len-20231130.htm,https://www.sec.gov/Archives/edgar/data/920760/000162828024002371/len-20231130.htm
LEN,920760,10-Q,2024-03-29,2024-02-29,0001628280-24-013820,len-20240229.htm,https://www.sec.gov/Archives/edgar/data/920760/000162828024013820/len-20240229.htm
LEN,920760,10-Q,2024-06-28,2024-05-31,0001628280-24-030508,len-20240531.htm,https://www.sec.gov/Archives/edgar/data/920760/000162828024030508/len-20240531.htm
LEN,920760,10-Q,2024-10-02,2024-08-31,0001628280-24-041915,len-20240831.htm,https://www.sec.gov/Archives/edgar/data/920760/000162828024041915/len-20240831.htm
LEN,920760,10-K,2025-01-23,2024-11-30,0001628280-25-002404,len-20241130.htm,https://www.sec.gov/Archives/edgar/data/920760/000162828025002404/len-20241130.htm
LEN,920760,10-Q,2025-04-04,2025-02-28,0001628280-25-016792,len-20250228.htm,https://www.sec.gov/Archives/edgar/data/920760/000162828025016792/len-20250228.htm
LEN,920760,10-Q,2025-07-01,2025-05-31,0001628280-25-033777,len-20250531.htm,https://www.sec.gov/Archives/edgar/data/920760/000162828025033777/len-20250531.htm
LEN,920760,10-Q,2025-10-03,2025-08-31,0001628280-25-044086,len-20250831.htm,https://www.sec.gov/Archives/edgar/data/920760/000162828025044086/len-20250831.htm
LEN,920760,10-K,2026-01-28,2025-11-30,0001628280-26-003870,len-20251130.htm,https://www.sec.gov/Archives/edgar/data/920760/000162828026003870/len-20251130.htm
LEN,920760,10-Q,2026-04-09,2026-02-28,0001628280-26-024352,len-20260228.htm,https://www.sec.gov/Archives/edgar/data/920760/000162828026024352/len-20260228.htm
LEN,920760,10-Q,2026-06-29,2026-05-31,0001628280-26-046019,len-20260531.htm,https://www.sec.gov/Archives/edgar/data/920760/000162828026046019/len-20260531.htm
LOW,60667,10-Q,2023-08-30,2023-08-04,0000060667-23-000139,low-20230804.htm,https://www.sec.gov/Archives/edgar/data/60667/000006066723000139/low-20230804.htm
LOW,60667,10-Q,2023-11-29,2023-11-03,0000060667-23-000164,low-20231103.htm,https://www.sec.gov/Archives/edgar/data/60667/000006066723000164/low-20231103.htm
LOW,60667,10-K,2024-03-25,2024-02-02,0000060667-24-000033,low-20240202.htm,https://www.sec.gov/Archives/edgar/data/60667/000006066724000033/low-20240202.htm
