date,rel_log_fwd_rv21_vs_spy,log_fwd_rv21,post_ai_signal_shift1,log_vix_lag1,power_yoy_z_lagged,ticker
2017-05-02,-0.0530658111488882,-2.5530069889550537,0.0,2.31352499907365,1.1445396730019939,XLU
2017-05-03,-0.07258062745436566,-2.564079097327595,0.0,2.359910174021992,1.140600661959926,XLU
2017-05-04,-0.07433136890521119,-2.5665603290738765,0.0,2.3683728621065594,1.1367020813124182,XLU
2017-05-05,-0.09535785438407096,-2.592153584409069,0.0,2.347558462283715,1.1328432439095595,XLU
2017-05-08,-0.08678425777104293,-2.58058912917519,0.0,2.358019771010265,1.1290234788425484,XLU
2017-05-09,-0.07062124015688553,-2.564955467763423,0.0,2.2793165129086996,1.1252421309534553,XLU
2017-05-10,-0.07140067499893243,-2.566538360247829,0.0,2.298577075426524,1.1214985603629541,XLU
2017-05-11,-0.06608498314552946,-2.5648860944261807,0.0,2.3233676359128106,1.117792142015245,XLU
2017-05-12,-0.10255824079089804,-2.5830471334472827,0.0,2.360854037105731,1.1141222652394336,XLU
2017-05-15,-0.06589324527649865,-2.5716173029646807,0.0,2.3418057694675447,1.1104883333266722,XLU
2017-05-16,-0.09065232067739126,-2.5937976270630516,0.0,2.3437270436470965,1.1068897631223895,XLU
2017-05-17,0.3518632083495725,-2.5783627501176496,0.0,2.3655598563366795,1.1033259846329895,XLU
2017-05-18,0.2508736637565607,-2.5793825230690426,0.0,2.7466296928572342,1.0997964406464011,XLU
2017-05-19,0.22906667391451752,-2.594745946169659,0.0,2.6851226860500543,1.0963005863659208,XLU
2017-05-22,0.23120764046711173,-2.638165614028578,0.0,2.4882344367123217,1.092837889056789,XLU
2017-05-23,0.25702590402187653,-2.621149916974061,0.0,2.391511330109378,1.0894078277049903,XLU
2017-05-24,0.24043730938214836,-2.6453930049935845,0.0,2.3721111805520594,1.086009892687772,XLU
2017-05-25,0.26107166154865746,-2.6696773037701123,0.0,2.304583141341715,1.0826435854554153,XLU
2017-05-26,0.27713564048955286,-2.5319111460554278,0.0,2.3015845697493673,1.0793084182238049,XLU
2017-05-30,0.2352118414154618,-2.45834019035881,0.0,2.283402316351654,1.0760039136773645,XLU
2017-05-31,0.17352036063031573,-2.4271114082631358,0.0,2.3398808887628793,1.0727296046819528,XLU
2017-06-01,0.20499830069767544,-2.4647428882730575,0.0,2.342766867969059,1.0694850340073236,XLU
2017-06-02,0.23181649391336778,-2.448245631994444,0.0,2.291524180348751,0.17539588131217146,XLU
2017-06-05,0.23657261640642302,-2.4374131646356245,0.0,2.277267285009756,0.17514318016900143,XLU
2017-06-06,0.14709313237907562,-2.441181987538778,0.0,2.3095606764250305,0.17489156823088778,XLU
2017-06-07,0.0995460426086141,-2.4495418986594664,0.0,2.34660196015868,0.17464103769492814,XLU
2017-06-08,0.039794695718639694,-2.508400600047029,0.0,2.3408438381547114,0.17439158083626216,XLU
2017-06-09,0.0410415814232401,-2.5088778420384483,0.0,2.3184584271318425,0.17414319000707063,XLU
2017-06-12,0.047787528576895166,-2.449849156867101,0.0,2.3702437236421723,0.1738958576355901,XLU
2017-06-13,0.07171175665127505,-2.4448688263667715,0.0,2.4388627146152997,0.17364957622514363,XLU
2017-06-14,0.04754630289298012,-2.450919580448755,0.0,2.3437270436470965,0.1734043383531856,XLU
2017-06-15,0.04145537123206333,-2.460301278196063,0.0,2.3646205161806737,0.17316013667036204,XLU
2017-06-16,0.030706116812036832,-2.4708430000485233,0.0,2.3887627542378747,0.172916963899585,XLU
2017-06-19,0.07280821989195907,-2.465403847438029,0.0,2.3398808887628793,0.17267481283512168,XLU
2017-06-20,0.15984410170839602,-2.424230832724578,0.0,2.3389170112056674,0.17243367634169698,XLU
2017-06-21,0.17104762649297411,-2.4122567948469658,0.0,2.3850862828922756,0.17219354735361064,XLU
2017-06-22,0.21893424926641591,-2.3645238258668857,0.0,2.3749057545736716,0.1719544188738667,XLU
2017-06-23,0.228365284850073,-2.3504104857001455,0.0,2.3494686352131553,0.1717162839733172,XLU
2017-06-26,0.25731077441997163,-2.321914464984048,0.0,2.304583141341715,0.17147913578981866,XLU
2017-06-27,0.24795972039541203,-2.40361554009821,0.0,2.292534718608248,0.17124296752740123,XLU
2017-06-28,0.28015615674858996,-2.475634290875433,0.0,2.4033350340342152,0.17100777245545007,XLU
2017-06-29,0.36396088570217167,-2.5228561721399227,0.0,2.305580575350832,0.17077354390789987,XLU
2017-06-30,0.3876281770581742,-2.4963279356637837,0.0,2.43711594927187,0.1705402752824408,XLU
2017-07-03,0.39001429373156915,-2.4990253141316576,0.0,2.414126495023534,0.17030796003973678,XLU
2017-07-05,0.3944974516270179,-2.497582641934301,0.0,2.417697923893909,0.45612436713407023,XLU
2017-07-06,0.6017597304729967,-2.4804444248085833,0.0,2.404238719152724,0.4553985082836032,XLU
2017-07-07,0.7331446721187422,-2.4724960065746044,0.0,2.5289235321627515,0.45467610546604414,XLU
2017-07-10,0.7287727015609615,-2.4592207387870983,0.0,2.415020484824575,0.4539571313320491,XLU
2017-07-11,0.7520233888052852,-2.4379146477286926,0.0,2.4078455727494,0.45324155883441275,XLU
2017-07-12,0.34519484027107605,-2.4898168645823637,0.0,2.3878449684712924,0.45252936122378945,XLU
2017-07-13,0.36611630018680774,-2.4700114740768675,0.0,2.332143913753538,0.45182051204448825,XLU
2017-07-14,0.2586661778313126,-2.460360716532323,0.0,2.292534718608248,0.4511149851303401,XLU
2017-07-17,0.26631533926514983,-2.452711526829938,0.0,2.252343900624789,0.4504127546006354,XLU
2017-07-18,0.26901894474812105,-2.446216352388887,0.0,2.2844210912894107,0.4497137948561319,XLU
2017-07-19,0.06145864799428402,-2.4198733708432063,0.0,2.291524180348751,0.44901808057513015,XLU
2017-07-20,0.04624682642661826,-2.4331601775591962,0.0,2.2813614526458945,0.44832558670961564,XLU
2017-07-21,0.01605641073927977,-2.463504785811319,0.0,2.259677584018892,0.4476362884814662,XLU
2017-07-24,-0.14370069461427137,-2.5384336112240735,0.0,2.236445253809719,0.44695016137872406,XLU
2017-07-25,-0.1700810343402055,-2.5597850057203515,0.0,2.2438961290075903,0.44626718115192987,XLU
2017-07-26,-0.2727780936700621,-2.6586095515830896,0.0,2.2438961290075903,0.44558732381051863,XLU
2017-07-27,-0.27031436101232353,-2.6529107795464886,0.0,2.26176313821022,0.4449105656192758,XLU
2017-07-28,-0.2681234439348934,-2.6516898368971127,0.0,2.31352499907365,0.44423688309485293,XLU
2017-07-31,-0.27702678141610493,-2.6598971586341595,0.0,2.3311725461387693,0.443566253002341,XLU
2017-08-01,-0.31834130323628074,-2.689113218998443,0.0,2.3282528620507943,0.4428986523518996,XLU
2017-08-02,-0.36678479007886766,-2.713563865690629,0.0,2.3115448494882025,-0.442807108897711,XLU
2017-08-03,-0.3872511794891884,-2.7351934637056776,0.0,2.330200234051454,-0.4421443602296579,XLU
2017-08-04,-0.4375769938092242,-2.754542483323808,0.0,2.3456445422613212,-0.4414845798300582,XLU
2017-08-07,-0.4267845581092602,-2.7387335347731816,0.0,2.305580575350832,-0.44082774560006965,XLU
2017-08-08,-0.3697216641218928,-2.685386286980758,0.0,2.2955605087897877,-0.4401738356705697,XLU
2017-08-09,-0.376673250612213,-2.6914887730703603,0.0,2.394252285000433,-0.43952282839909484,XLU
2017-08-10,-0.24380042976865202,-2.6169383302796763,0.0,2.4078455727494,-0.4388747023668271,XLU
2017-08-11,-0.029131723581281577,-2.3959910975224785,0.0,2.7750856595161313,-0.43822943637563117,XLU
2017-08-14,0.03553223394429805,-2.4023774078855857,0.0,2.7414849919454967,-0.4375870094451395,XLU
2017-08-15,0.06371222551860933,-2.374128740455615,0.0,2.512035310988585,-0.4369474008098832,XLU
2017-08-16,0.054654371031932936,-2.3841538397836373,0.0,2.4882344367123217,-0.43631058991646987,XLU
2017-08-17,0.3322042450763747,-2.3472282047478115,0.0,2.4630017949040526,-0.4356765564208057,XLU
2017-08-18,0.31359996254101397,-2.367678498678267,0.0,2.7440606508911505,-0.4350452801853635,XLU
2017-08-21,0.34193489332940263,-2.3399617581443946,0.0,2.6574584310367695,-0.4344167412764923,XLU
2017-08-22,0.4886096356524656,-2.34305422455749,0.0,2.5794589349159778,-0.4337909199617714,XLU
2017-08-23,0.5471366969118456,-2.3072687180573146,0.0,2.4292177775370787,-0.4331677967074044,XLU
2017-08-24,0.5975502455433981,-2.259129599901396,0.0,2.505525936990736,-0.4325473521756568,XLU
2017-08-25,0.6028856591585074,-2.263115661379827,0.0,2.503891912269508,-0.4319295672223313,XLU
2017-08-28,0.6664262812468329,-2.172362034651328,0.0,2.423031222397146,-0.4313144228942846,XLU
2017-08-29,0.6699448341517269,-2.168617715651081,0.0,2.426571045816045,-0.43070190042698236,XLU
2017-08-30,0.6842063812972761,-2.172247783750557,0.0,2.4595888255015854,-0.43009198124209197,XLU
2017-08-31,0.7178404290583145,-2.170936135336643,0.0,2.417697923893909,-0.42948464694511346,XLU
2017-09-01,0.7121385121792851,-2.1716761153419935,0.0,2.359910174021992,-0.42887987932304716,XLU
2017-09-05,0.8609628067591348,-2.1306726398740454,0.0,2.31550132955782,-0.3163294948549617,XLU
2017-09-06,0.799850589991284,-2.1392231198423817,0.0,2.503891912269508,-0.3159178238354668,XLU
2017-09-07,0.7726178253888607,-2.163713241655477,0.0,2.453587976370721,-0.31550775629915734,XLU
2017-09-08,0.7603700235666828,-2.1730929289348317,0.0,2.4466854534816433,-0.3150992818611876,XLU
2017-09-11,1.0672315874433216,-2.1629705464985354,0.0,2.4948569711988484,-0.31469239023064677,XLU
2017-09-12,0.9653813667903637,-2.300011292492351,0.0,2.373043513980568,-0.3142870712094697,XLU
2017-09-13,0.9585529146910203,-2.298704243043733,0.0,2.3589654192190057,-0.31388331469136194,XLU
2017-09-14,0.9400921255573294,-2.311616889389961,0.0,2.3513752571634776,-0.31348111066074097,XLU
2017-09-15,0.9420183561761175,-2.3098230182595283,0.0,2.3456445422613212,-0.3130804491916912,XLU
2017-09-18,0.9132880844822657,-2.3549103234908597,0.0,2.3194422175623313,-0.31268132044693536,XLU
2017-09-19,0.9129812436822862,-2.3554015419957772,0.0,2.3174736679045713,-0.31228371467681776,XLU
2017-09-20,0.9480568108175356,-2.320552937952712,0.0,2.320425041100351,-0.31188762221830474,XLU
2017-09-21,0.8742167834580026,-2.320243707167862,0.0,2.2803394567431665,-0.31149303349399643,XLU
2017-09-22,0.7790551528070306,-2.364043228025289,0.0,2.2690283173549592,-0.31109993901115374,XLU
2017-09-25,0.7227917263895063,-2.4238914632456705,0.0,2.260720904806493,-0.31070832936073833,XLU
2017-09-26,0.6615273914720712,-2.4120296228664286,0.0,2.3233676359128106,-0.31031819521646614,XLU
2017-09-27,0.5413459876005962,-2.5713910192423852,0.0,2.3194422175623313,-0.30992952733387347,XLU
2017-09-28,0.4009928490535959,-2.5458386946886438,0.0,2.2894998418505654,-0.3095423165493967,XLU
2017-09-29,0.3969635034195278,-2.546361633860595,0.0,2.256541174464876,-0.3091565537794634,XLU
2017-10-02,0.4318942746517105,-2.548013166746394,0.0,2.252343900624789,-0.3087722300195974,XLU
2017-10-03,0.4613219684347709,-2.5251964571383034,0.0,2.2460147213220676,-1.5964896276432488,XLU
2017-10-04,0.37671445292147787,-2.6127697484324397,0.0,2.252343900624789,-1.590098295783167,XLU
2017-10-05,0.4500759220661643,-2.5992335622800447,0.0,2.264883237693826,-1.5837831610954445,XLU
2017-10-06,0.4620996012672389,-2.5842964474381933,0.0,2.218115890707453,-1.5775427213554258,XLU
2017-10-09,0.5978741961304079,-2.4545257355784944,0.0,2.266957875820352,-1.5713755154766043,XLU
2017-10-10,0.5268708004028073,-2.5365485021142447,0.0,2.33505227574588,-1.5652801220734536,XLU
2017-10-11,0.48215305468175584,-2.5525857228453264,0.0,2.310553255074379,-1.5592551580851477,XLU
2017-10-12,0.48306380984591346,-2.557224122371341,0.0,2.287471493911888,-1.5532992774571497,XLU
2017-10-13,0.5679972052031483,-2.473908536688508,0.0,2.2935443329445313,-1.5474111698778115,XLU
2017-10-16,0.6704896544419308,-2.3619480040027243,0.0,2.2628041872566276,-1.5415895595672946,XLU
2017-10-17,0.636820899100619,-2.33562040278462,0.0,2.2935443329445313,-1.535833204116269,XLU
2017-10-18,0.5008829669300878,-2.3312591842631356,0.0,2.3331143387288384,-1.5301408933719924,XLU
2017-10-19,0.4460679303750519,-2.371431537789964,0.0,2.3095606764250305,-1.5245114483694988,XLU
2017-10-20,0.4933678033219171,-2.3654251070487375,0.0,2.307572653483678,-1.5189437203057534,XLU
2017-10-23,0.4505037481182095,-2.3607178759364817,0.0,2.299580610756977,-1.5134365895547546,XLU
2017-10-24,0.4537730858350377,-2.3612773708648365,0.0,2.404238719152724,-1.5079889647216536,XLU
2017-10-25,0.4758272632688372,-2.3725853531714765,0.0,2.412335943280415,-1.502599781734086,XLU
2017-10-26,0.49086372295263336,-2.360091446791551,0.0,2.41858872798778,-1.4972680029689978,XLU
2017-10-27,0.4191404462699073,-2.371676819628158,0.0,2.4248027425974863,-1.4919926164133341,XLU
2017-10-30,0.4413915424879682,-2.3715045685292497,0.0,2.282382405139267,-1.4867726348570525,XLU
2017-10-31,0.3387795261737323,-2.3645842553370064,0.0,2.3513752571634776,-1.4816070951169995,XLU
2017-11-01,0.32123155997997355,-2.3787068184566147,0.0,2.320425041100351,-1.476495057290266,XLU
2017-11-02,0.3326582879339046,-2.365537517246424,0.0,2.3223877015907286,-0.9574106305717222,XLU
2017-11-03,0.4225681931306129,-2.2731525830710386,0.0,2.2955605087897877,-0.955435302805954,XLU
2017-11-06,0.4255693955704336,-2.27326396488747,0.0,2.2126604230287223,-0.9534721599760958,XLU
2017-11-07,0.3276184767595498,-2.358876048346971,0.0,2.240709648694071,-0.9515210772845922,XLU
2017-11-08,0.3008527234054248,-2.3522747926411647,0.0,2.291524180348751,-0.9495819317162405,XLU
2017-11-09,0.32872337585333344,-2.3294556887038618,0.0,2.2803394567431665,-0.947654602005591,XLU
2017-11-10,0.4744014340870284,-2.1801088498683763,0.0,2.3513752571634776,-0.9457389686050783,XLU
2017-11-13,0.40906066775371475,-2.246483734760339,0.0,2.423917374782742,-0.9438349136538552,XLU
2017-11-14,0.30658512340025323,-2.335340945870021,0.0,2.4423470353692043,-0.9419423209473181,XLU
2017-11-15,0.21647798955939113,-2.3763710834183187,0.0,2.4501426705171383,-0.9400610759072994,XLU
2017-11-16,0.3253004748755508,-2.302744789587495,0.0,2.5748996970306925,-0.9381910655529168,XLU
2017-11-17,0.4670517864892707,-2.1539720691529847,0.0,2.4647039619332216,-0.9363321784720552,XLU
2017-11-20,0.4931278722341159,-2.130890405076765,0.0,2.436241504506262,-0.9344843047934702,XLU
2017-11-21,0.5935358915929658,-2.076219054541266,0.0,2.3655598563366795,-0.9326473361594956,XLU
2017-11-22,0.5953193094656606,-2.075330744506637,0.0,2.2752138491512865,-0.9308211656993388,XLU
2017-11-24,0.6124590588748218,-2.0630864589011297,0.0,2.290512523342865,-0.9290056880029487,XLU
2017-11-27,0.6122391825050775,-2.0633220052937227,0.0,2.2690283173549592,-0.9272007990954466,XLU
2017-11-28,0.7575242077374056,-2.05993540416643,0.0,2.2894998418505654,-0.9254063964120975,XLU
2017-11-29,0.7347140369595069,-2.059920035569011,0.0,2.305580575350832,-0.9236223787738161,XLU
2017-11-30,0.8040586448703948,-2.0326034834818127,0.0,2.3702437236421723,-0.9218486463631879,XLU
2017-12-01,0.7632099001123103,-2.01511312986354,0.0,2.423031222397146,-0.9200851007009988,XLU
2017-12-04,0.751008009793567,-2.0027210278267837,0.0,2.436241504506262,0.6817540116155864,XLU
2017-12-05,0.6504794204253668,-2.0591954762400415,0.0,2.457878003528144,0.6807254877683417,XLU
2017-12-06,0.6720060518000497,-2.0332167083344195,0.0,2.427454068306116,0.6797016076990099,XLU
2017-12-07,0.7105677627122424,-2.0011384289157172,0.0,2.399711845264121,0.6786823365552944,XLU
2017-12-08,0.7839303968918627,-1.966247978338442,0.0,2.3184584271318425,0.6776676398500843,XLU
2017-12-11,0.7164132194798731,-1.9732582447616127,0.0,2.259677584018892,0.6766574834565492,XLU
2017-12-12,0.5785408467320656,-2.0626620783934575,0.0,2.2343062685777846,0.6756518336033145,XLU
2017-12-13,0.563950790753029,-2.0636093507853315,0.0,2.294552928987703,0.6746506568697141,XLU
2017-12-14,0.49952277112674937,-2.050256445254635,0.0,2.320425041100351,0.6736539201811211,XLU
2017-12-15,0.5787151818916279,-2.0405445558656665,0.0,2.3504224005891556,0.6726615908043536,XLU
2017-12-18,0.5583447541106086,-2.083287303548881,0.0,2.242835096687416,0.671673636343157,XLU
2017-12-19,0.3514848662535659,-2.2334668966854996,0.0,2.254444689646298,0.6706900247337564,XLU
2017-12-20,0.3618566485822474,-2.21866010116949,0.0,2.305580575350832,0.6697107242404813,XLU
2017-12-21,0.3097493465991552,-2.275055531815322,0.0,2.274185645944447,0.6687357034514619,XLU
2017-12-22,0.4279703892537019,-2.1567174983550865,0.0,2.2638442527814697,0.6677649312743931,XLU
2017-12-26,0.2900492091616731,-2.172561902917046,0.0,2.292534718608248,0.6667983769323653,XLU
2017-12-27,0.31851613685377433,-2.108988134363323,0.0,2.327277705584417,0.6658360099597632,XLU
2017-12-28,0.23423814453651026,-2.1202441550913433,0.0,2.3485140503866293,0.6648778001982282,XLU
2017-12-29,0.2918404873532716,-2.0720642024652487,0.0,2.320425041100351,0.6639237177926854,XLU
2018-01-02,0.38455225548689054,-2.014159111129614,0.0,2.4015250373936077,0.6629737331874331,XLU
2018-01-03,0.13160060193985013,-2.0177087723891036,0.0,2.2793165129086996,1.1525677111287116,XLU
2018-01-04,-0.2802362699348051,-1.9524905725775499,0.0,2.2137538375967485,1.1499138110483156,XLU
2018-01-05,-0.27164021877520406,-1.8897001334405354,0.0,2.221375066530412,1.147278171295101,XLU
2018-01-08,-0.2927025400622918,-1.9067723007375412,0.0,2.221375066530412,1.1446605833804429,XLU
2018-01-09,-0.4673881760504057,-1.898787638225929,0.0,2.2533948968876922,1.142060842133342,XLU
2018-01-10,-0.4126634676044345,-1.821470896812139,0.0,2.310553255074379,1.1394787456328577,XLU
2018-01-11,-0.4185631583042613,-1.81158950832443,0.0,2.2844210912894107,1.136914095142211,XLU
2018-01-12,-0.41796769377064735,-1.8145140263042285,0.0,2.290512523342865,1.1343666950445164,XLU
2018-01-16,-0.4073544949248702,-1.7877044104648439,0.0,2.3184584271318425,1.1318363527800912,XLU
2018-01-17,-0.3267402701882336,-1.7004203879575142,0.0,2.4561641678359063,1.1293228787852976,XLU
2018-01-18,-0.3198201026965948,-1.6937572600645605,0.0,2.477378370555463,1.1268260864328725,XLU
2018-01-19,-0.29371276048711503,-1.66588819517524,0.0,2.5030739755952336,1.1243457919737054,XLU
2018-01-22,-0.2616639364069435,-1.6376537760690586,0.0,2.4221443686695787,1.1218818144800187,XLU
2018-01-23,-0.27181948684898716,-1.6480743912846325,0.0,2.40061880905609,1.119433975789915,XLU
2018-01-24,-0.20253885895239465,-1.5558146667331698,0.0,2.40694514268493,1.1170021004532502,XLU
2018-01-25,-0.2461453580675499,-1.5876002247488354,0.0,2.4397349544219074,1.114586015678794,XLU
