date,rel_log_fwd_rv21_vs_spy,log_fwd_rv21,post_ai_signal_shift1,log_vix_lag1,power_yoy_z_lagged,ticker
2017-01-03,0.7115165414529661,-2.121674145343715,0.0,2.641910395880644,0.399063222610707,XLU
2017-01-04,0.685979833583509,-2.126815200372578,0.0,2.5533438410275884,0.44376781499877876,XLU
2017-01-05,0.6830417463334011,-2.125493875922437,0.0,2.472327899772678,0.4427245815466171,XLU
2017-01-06,0.703101405722049,-2.126941351911482,0.0,2.4570214528360776,0.4416886763333189,XLU
2017-01-09,0.6848398629071175,-2.1613418797901023,0.0,2.426571045816045,0.44066001391426496,XLU
2017-01-10,0.6539573742930638,-2.1335454526805164,0.0,2.4475508995432533,0.43963851023374884,XLU
2017-01-11,0.612444827041315,-2.163250428230957,0.0,2.441477071940574,0.4386240825960726,XLU
2017-01-12,0.5881927545408083,-2.152952736477699,0.0,2.421256643038528,0.43761664963737507,XLU
2017-01-13,0.5953182754495709,-2.1307084827775467,0.0,2.4458192577743234,0.43661613129817056,XLU
2017-01-17,0.5250948614532884,-2.180838241004693,0.0,2.41858872798778,0.4356224487965758,XLU
2017-01-18,0.5744954834664711,-2.137045183102976,0.0,2.474014198980387,0.4346355246022068,XLU
2017-01-19,0.5555788985598165,-2.171554080350683,0.0,2.5241273262614996,0.43365528241072365,XLU
2017-01-20,0.5723650608045547,-2.1250879218410734,0.0,2.5478814280551156,0.43268164711900625,XLU
2017-01-23,0.5765331194088592,-2.128912915679292,0.0,2.4458192577743234,0.43171454480094185,XLU
2017-01-24,0.6768802074101887,-2.0859844440823005,0.0,2.4655539601645953,0.4307539026838057,XLU
2017-01-25,0.8814679993479295,-2.004943494243463,0.0,2.404238719152724,0.4297996491252195,XLU
2017-01-26,0.8892251996119629,-1.9945962696046087,0.0,2.380471670468572,0.4288517135906699,XLU
2017-01-27,0.9062681819791945,-1.9683567974156289,0.0,2.3636802031197,0.42791002663157085,XLU
2017-01-30,0.7005899620053455,-1.9446438965234951,0.0,2.3589654192190057,0.4269745198638553,XLU
2017-01-31,0.59793410163137,-2.0019187775236524,0.0,2.4748563235675727,0.42604512594708005,XLU
2017-02-01,0.4900895676779582,-2.109503063489107,0.0,2.4840729499500287,0.4251217785640304,XLU
2017-02-02,0.4355791721080706,-2.1549026620183818,0.0,2.468946665739897,2.0335009070339236,XLU
2017-02-03,0.47762369296075136,-2.155423630779692,0.0,2.479056261690359,2.014599950354009,XLU
2017-02-06,0.5619235677726553,-2.0708312162284552,0.0,2.3951642986288713,1.9962168124514874,XLU
2017-02-07,0.5595703522113524,-2.0713241038292862,0.0,2.4309782976972802,1.9783282724692433,XLU
2017-02-08,0.5372897446378495,-2.081576398164648,0.0,2.423917374782742,1.9609125416650088,XLU
2017-02-09,0.5527221269135354,-2.1069967001953542,0.0,2.4379897133421817,1.9439491518194378,XLU
2017-02-10,0.537700533364073,-2.123014513553019,0.0,2.3869262519462633,1.9274188540909798,XLU
2017-02-13,0.5737299153240571,-2.034814378028272,0.0,2.384165115144968,1.9113035271810737,XLU
2017-02-14,0.6108216205813557,-2.0112061215828265,0.0,2.404238719152724,1.8955860938135145,XLU
2017-02-15,0.6488993814529156,-2.001204484564651,0.0,2.3739750677695604,1.8802504446528094,XLU
2017-02-16,0.6301098266109757,-2.0194188709325753,0.0,2.482403541878053,1.8652813688909626,XLU
2017-02-17,0.5265771677740536,-1.9564596697751686,0.0,2.4647039619332216,1.8506644908227765,XLU
2017-02-21,0.5264717848286202,-1.9828314633903217,0.0,2.441477071940574,1.836386211808503,XLU
2017-02-22,0.5236297823532559,-1.9853553298625182,0.0,2.448415514829113,1.8224336570912718,XLU
2017-02-23,0.49329777524349927,-2.015623541883435,0.0,2.4630017949040526,1.8087946269965365,XLU
2017-02-24,0.41677141562526065,-2.0926519465231697,0.0,2.4604431808672667,1.7954575520931437,XLU
2017-02-27,0.36079447281642274,-2.1050963770213698,0.0,2.4397349544219074,1.7824114519414604,XLU
2017-02-28,0.3345516828492805,-2.1367182940422227,0.0,2.4923786772477015,1.769645897094294,XLU
2017-03-01,0.5103704943900813,-2.144915818987896,0.0,2.55877650425956,1.7571509740517681,XLU
2017-03-02,0.5379312669731893,-2.1610952259694014,0.0,2.5289235321627515,-0.19521135728756306,XLU
2017-03-03,0.5301019135740899,-2.165444000334902,0.0,2.468946665739897,-0.1948663749263388,XLU
2017-03-06,0.5440988329038148,-2.162750248020955,0.0,2.394252285000433,-0.19452321537672895,XLU
2017-03-07,0.5581897479601308,-2.148776367770008,0.0,2.4194788241023923,-0.1941818626405871,XLU
2017-03-08,0.45302451822698364,-2.248012938647487,0.0,2.4379897133421817,-0.1938423009156795,XLU
2017-03-09,0.4609967746800345,-2.240795997046743,0.0,2.4731713646216233,-0.19350451459261067,XLU
2017-03-10,0.4411432968843969,-2.2767496143638786,0.0,2.509599277885271,-0.19316848825180793,XLU
2017-03-13,0.4346852596607742,-2.281610205592639,0.0,2.4561641678359063,-0.19283420666056345,XLU
2017-03-14,0.45811164358014356,-2.251931422305531,0.0,2.4292177775370787,-0.19250165477013223,XLU
2017-03-15,0.3501932750354535,-2.4048847191346727,0.0,2.509599277885271,-0.19217081771288527,XLU
2017-03-16,0.1693928690048483,-2.4865398721744945,0.0,2.453587976370721,-0.1918416807995161,XLU
2017-03-17,0.13490271596107384,-2.5139734059502543,0.0,2.41680624048701,-0.19151422951630004,XLU
2017-03-20,0.13581796079165054,-2.510446596725629,0.0,2.423031222397146,-0.19118844952240455,XLU
2017-03-21,0.0727094113998965,-2.7118795320654967,0.0,2.428336311755328,-0.19086432664725006,XLU
2017-03-22,0.06818254428573223,-2.7091198748392844,0.0,2.523325781105642,-0.19054184688791967,XLU
2017-03-23,-0.06509994793043816,-2.68591841623711,0.0,2.5502261486656055,-0.19022099640661672,XLU
2017-03-24,-0.11658741694635344,-2.701185143014443,0.0,2.574137774793312,-0.18990176152816982,XLU
2017-03-27,-0.12312729332470695,-2.7084197592717207,0.0,2.5618676938675677,-0.1895841287375834,XLU
2017-03-28,-0.049888295635510005,-2.6931898593741104,0.0,2.5257286443082556,-0.18926808467763312,XLU
2017-03-29,-0.034059047863598035,-2.672771860440274,0.0,2.444952311121487,-0.1889536161465056,XLU
2017-03-30,-0.06156213240273134,-2.7047263281350906,0.0,2.4353662109085947,-0.1886407100954812,XLU
2017-03-31,-0.07423841034648904,-2.7237125564817513,0.0,2.4458192577743234,-0.1883293536266584,XLU
2017-04-03,-0.055597516706949346,-2.7069398253865455,0.0,2.5152741771529077,-0.18801953399071983,XLU
2017-04-04,-0.05329585462040809,-2.703468611666976,0.0,2.516082276500466,-1.3402885772033055,XLU
2017-04-05,-0.06399090883497527,-2.7063189746978322,0.0,2.467251711313743,-1.3343734864896395,XLU
2017-04-06,-0.0629918727183818,-2.7147027144660543,0.0,2.5564518435859096,-1.3285361006132625,XLU
2017-04-07,-0.015579341178538986,-2.66752690562287,0.0,2.516889723350716,-1.3227747326558654,XLU
2017-04-10,-0.019817231267336144,-2.668318978949843,0.0,2.554899012715967,-1.3170877465297464,XLU
2017-04-11,-0.02100206679677008,-2.66620175411601,0.0,2.64262240935519,-1.3114735550253944,XLU
2017-04-12,-0.0405399350868616,-2.7057645737053093,0.0,2.7127059923878547,-1.3059306179499548,XLU
2017-04-13,-0.01567794714139259,-2.6961505904477825,0.0,2.7581094300024462,-1.3004574403516183,XLU
2017-04-17,0.13695569676574593,-2.65301452192029,0.0,2.770085594411824,-1.295052570825285,XLU
2017-04-18,-0.20616532119163544,-2.651797508750751,0.0,2.6851226860500543,-1.2897145998951414,XLU
2017-04-19,-0.2618644118404365,-2.6973943028044927,0.0,2.6686161371476453,-1.2844421584700645,XLU
2017-04-20,-0.24327972662462516,-2.697700696358708,0.0,2.7033726319915394,-1.279233916367998,XLU
2017-04-21,-0.19519843259765368,-2.6372058154154123,0.0,2.649714597130255,-1.2740885809057028,XLU
2017-04-24,-0.1187830166492625,-2.661230065737194,0.0,2.6830742228543785,-1.2690048955504767,XLU
2017-04-25,-0.054548561173787924,-2.6251381033978634,0.0,2.383243010087874,-1.2639816386306533,XLU
2017-04-26,-0.01683580113676042,-2.56502757496635,0.0,2.3758355760051844,-1.2590176221018816,XLU
2017-04-27,-0.02855486119021089,-2.5773954246260424,0.0,2.384165115144968,-1.2541116903663434,XLU
2017-04-28,-0.03848638982773611,-2.5912747503628877,0.0,2.3379522036920743,-1.249262719142262,XLU
2017-05-01,-0.04401927405072037,-2.603055264864131,0.0,2.3813962452135495,-1.244469614381175,XLU
