Date,CL=F,USO,SPY,XLE,XOP
2010-01-04,81.51000213623047,322.1600036621094,84.7963638305664,17.268264770507812,133.62109375
2010-01-05,81.7699966430664,323.2799987792969,85.02083587646484,17.409208297729492,134.7362060546875
2010-01-06,83.18000030517578,327.760009765625,85.08068084716797,17.61768913269043,136.25384521484375
2010-01-07,82.66000366210938,325.760009765625,85.43985748291016,17.59124755859375,135.4485321044922
2010-01-08,82.75,327.44000244140625,85.72417449951172,17.705764770507812,136.5016632080078
2010-01-11,82.5199966430664,324.32000732421875,85.8438949584961,17.682281494140625,134.98394775390625
2010-01-12,80.79000091552734,317.0400085449219,85.04329681396484,17.426828384399414,131.79364013671875
2010-01-13,79.6500015258789,313.67999267578125,85.76160430908203,17.491422653198242,133.12548828125
2010-01-14,79.38999938964844,312.4800109863281,85.9935302734375,17.541339874267578,134.36448669433594
2010-01-15,78.0,307.20001220703125,85.0283203125,17.400388717651367,133.1874237060547
2010-01-19,79.0199966430664,311.44000244140625,86.09081268310547,17.558958053588867,134.17864990234375
2010-01-20,77.62000274658203,303.1199951171875,85.21537780761719,17.285888671875,132.90867614746094
2010-01-21,76.08000183105469,297.9200134277344,83.5767593383789,16.93353271484375,131.01927185058594
2010-01-22,74.54000091552734,290.7200012207031,81.71368408203125,16.531251907348633,128.26266479492188
2010-01-25,75.26000213623047,294.4800109863281,82.13267517089844,16.639902114868164,129.4086456298828
2010-01-26,74.70999908447266,292.0,81.78852844238281,16.534196853637695,127.5192642211914
2010-01-27,73.66999816894531,288.6400146484375,82.1775894165039,16.46959686279297,126.52806854248048
2010-01-28,73.63999938964844,289.2799987792969,81.23482513427734,16.296356201171875,125.25813293457033
2010-01-29,72.88999938964844,285.1199951171875,80.35188293457031,16.002729415893555,122.22272491455078
2010-02-01,74.43000030517578,293.760009765625,81.6014175415039,16.531251907348633,127.45729064941406
2010-02-02,77.2300033569336,300.239990234375,82.58910369873047,16.7485408782959,129.96615600585938
2010-02-03,76.9800033569336,301.20001220703125,82.1775894165039,16.604665756225586,127.82898712158205
2010-02-04,73.13999938964844,286.3999938964844,79.6411361694336,15.92344570159912,122.12981414794922
2010-02-05,71.19000244140625,281.67999267578125,79.80574035644531,15.926387786865234,122.28463745117188
2010-02-08,71.88999938964844,280.7200012207031,79.22957611083984,15.779571533203123,121.47933959960938
2010-02-09,73.75,289.67999267578125,80.22472381591797,16.111370086669922,123.98822021484376
2010-02-10,74.5199966430664,292.0799865722656,80.06757354736328,16.043834686279297,123.678466796875
2010-02-11,75.27999877929688,294.239990234375,80.90558624267578,16.316917419433594,125.90860748291016
2010-02-12,74.12999725341797,290.4800109863281,80.8382797241211,16.322786331176758,126.37320709228516
2010-02-16,77.01000213623047,302.32000732421875,82.11023712158203,16.70743751525879,130.24493408203125
2010-02-17,77.33000183105469,303.760009765625,82.49933624267578,16.683948516845703,129.65646362304688
2010-02-18,79.05999755859375,309.8399963378906,82.98568725585938,16.77790641784668,130.27593994140625
2010-02-19,79.80999755859375,312.7200012207031,83.15776824951172,16.84250831604004,130.98834228515625
2010-02-22,80.16000366210938,312.239990234375,83.1727523803711,16.610538482666016,128.20066833496094
2010-02-23,78.86000061035156,306.6400146484375,82.16261291503906,16.334531784057617,125.0414047241211
2010-02-24,80.0,311.9200134277344,82.91832733154297,16.437297821044922,126.28034210205078
2010-02-25,78.16999816894531,304.8800048828125,82.80611419677734,16.446107864379883,126.52806854248048
2010-02-26,79.66000366210938,310.55999755859375,82.85847473144531,16.484275817871094,127.08563995361328
2010-03-01,78.69999694824219,306.79998779296875,83.71892547607422,16.636962890625,128.9440460205078
2010-03-02,79.68000030517578,310.3999938964844,83.95088195800781,16.774967193603516,130.05908203125
2010-03-03,80.87000274658203,315.20001220703125,84.0257339477539,16.848379135131836,131.081298828125
2010-03-04,80.20999908447266,313.20001220703125,84.28009796142578,16.76029396057129,129.99722290039062
2010-03-05,81.5,318.79998779296875,85.4847412109375,17.074474334716797,132.5370635986328
2010-03-08,81.87000274658203,318.32000732421875,85.49969482421875,17.04804229736328,131.9175262451172
2010-03-09,81.48999786376953,316.3999938964844,85.64188385009766,17.04804229736328,132.66085815429688
2010-03-10,82.08999633789062,319.20001220703125,86.02345275878906,17.197792053222656,134.79811096191406
2010-03-11,82.11000061035156,320.3999938964844,86.38261413574219,17.168432235717773,135.0149383544922
2010-03-12,81.23999786376953,316.0799865722656,86.39009857177734,17.17723846435547,135.32469177246094
2010-03-15,79.80000305175781,310.6400146484375,86.41251373291016,17.001068115234375,133.8069305419922
2010-03-16,81.69999694824219,318.32000732421875,87.10087585449219,17.15375328063965,134.79811096191406
2010-03-17,82.93000030517578,321.8399963378906,87.61717987060547,17.3416748046875,135.32469177246094
2010-03-18,82.19999694824219,319.3599853515625,87.57229614257812,17.083282470703125,131.48391723632812
2010-03-19,80.68000030517578,313.6000061035156,87.1290054321289,16.877912521362305,129.76992797851562
2010-03-22,81.25,316.4800109863281,87.59481811523438,16.833698272705078,129.0880584716797
2010-03-23,81.91000366210938,317.6000061035156,88.21092224121094,16.89852523803711,131.0717315673828
2010-03-24,80.61000061035156,311.5199890136719,87.78264617919922,16.801294326782227,130.854736328125
2010-03-25,80.52999877929688,311.20001220703125,87.63988494873047,16.518421173095703,126.98055267333984
2010-03-26,80.0,310.6400146484375,87.58731079101562,16.524324417114258,126.05075073242188
2010-03-29,82.16999816894531,319.67999267578125,88.14328002929688,16.845491409301758,129.39804077148438
2010-03-30,82.37000274658203,319.6000061035156,88.20339965820312,16.872011184692383,129.5530548095703
2010-03-31,83.76000213623047,322.32000732421875,87.90287017822266,16.94862174987793,130.57579040527344
2010-04-01,84.87000274658203,329.9200134277344,88.50390625,17.24917221069336,134.29505920410156
2010-04-05,86.62000274658203,336.55999755859375,89.22518157958984,17.55562400817871,137.3013153076172
2010-04-06,86.83999633789062,336.1600036621094,89.43555450439453,17.55562400817871,136.92947387695312
2010-04-07,85.87999725341797,332.1600036621094,88.92462921142578,17.381765365600586,135.689697265625
2010-04-08,85.38999938964844,331.5199890136719,89.23267364501953,17.443641662597656,135.689697265625
2010-04-09,84.91999816894531,329.3599853515625,89.81864929199219,17.629281997680664,138.07620239257812
2010-04-12,84.33999633789062,327.44000244140625,89.96141815185547,17.670530319213867,137.6732635498047
2010-04-13,84.05000305175781,327.1199951171875,90.02904510498047,17.60865592956543,137.27047729492188
2010-04-14,85.83999633789062,334.0799865722656,91.05085754394533,17.776611328125,138.51014709472656
2010-04-15,85.51000213623047,333.67999267578125,91.12593841552734,17.77365493774414,138.51014709472656
2010-04-16,83.23999786376953,324.79998779296875,89.67596435546875,17.473108291625977,135.4727783203125
2010-04-19,81.44999694824219,320.8800048828125,90.0140380859375,17.49668312072754,134.57391357421875
2010-04-20,83.44999694824219,322.3999938964844,90.81794738769533,17.838481903076172,137.3944091796875
2010-04-21,83.68000030517578,322.1600036621094,90.65267944335938,17.8208065032959,136.8984375
2010-04-22,83.69999694824219,322.3999938964844,90.9231185913086,17.86500358581543,138.04530334472656
2010-04-23,85.12000274658203,327.6000061035156,91.5166473388672,18.29519844055176,142.04339599609375
2010-04-26,84.19999694824219,322.79998779296875,91.17101287841795,18.233325958251953,141.4855194091797
2010-04-27,82.44000244140625,314.9599914550781,89.01480102539062,17.67347526550293,136.8054962158203
2010-04-28,83.22000122070312,319.760009765625,89.69096374511719,17.85321807861328,137.82826232910156
2010-04-29,85.16999816894531,328.32000732421875,90.80289459228516,17.873844146728516,138.6340789794922
2010-04-30,86.1500015258789,330.6400146484375,89.2627182006836,17.652854919433594,138.47911071777344
2010-05-03,86.19000244140625,331.67999267578125,90.41974639892578,17.85321807861328,141.42344665527344
2010-05-04,82.73999786376953,317.6000061035156,88.29352569580078,17.375877380371094,137.70433044433594
2010-05-05,79.97000122070312,306.4800109863281,87.76763153076172,17.101858139038086,134.6979217529297
2010-05-06,77.11000061035156,295.67999267578125,84.85255432128906,16.518421173095703,129.9869384765625
2010-05-07,75.11000061035156,290.4800109863281,83.59037017822266,16.203144073486328,125.58584594726562
2010-05-10,76.80000305175781,297.8399963378906,87.27177429199219,16.895586013793945,132.12550354003906
2010-05-11,76.37000274658203,294.0799865722656,87.02384185791016,16.783618927001953,131.2266387939453
2010-05-12,75.6500015258789,294.1600036621094,88.24095153808594,17.016399383544922,135.255859375
2010-05-13,74.4000015258789,289.0400085449219,87.14405059814453,16.90736961364746,134.60494995117188
2010-05-14,71.61000061035156,278.4800109863281,85.56632995605469,16.57145881652832,131.7225341796875
2010-05-17,70.08000183105469,271.0400085449219,85.61136627197266,16.40056800842285,129.02613830566406
2010-05-18,69.41000366210938,267.760009765625,84.44684600830078,16.273862838745117,128.3751983642578
2010-05-19,69.87000274658203,268.0799865722656,83.96601104736328,16.08822250366211,126.63957977294922
2010-05-20,68.01000213623047,257.6000061035156,80.79549407958984,15.369261741638184,119.94497680664062
2010-05-21,70.04000091552734,258.1600036621094,81.97505187988281,15.637405395507812,122.36245727539062
