date,n_bars,n_returns,n_gaps,max_gap_min,zero_volume_bars,intraday_rv,bpv,jump_variation,rs_pos,rs_neg,intraday_return,intraday_return_sq,overnight_return,overnight_sq,full_return,full_return_sq,total_rv,open_price,close_price
2026-03-18,53,52,0,0.0,1,5.0909868185804244e-05,3.0548695282926854e-05,2.036117290287739e-05,2.5250267507294514e-05,2.5659600678509733e-05,0.0006429193506803704,4.1334529147926913e-07,0.01359688247437135,0.00018487521302186678,0.014239801825051752,0.0002027719560167472,0.00023578508120767103,77.75,77.80000305175781
2026-03-19,53,52,0,0.0,1,4.013916787821912e-05,3.5574641516459646e-05,4.5645263617594755e-06,1.621025178683354e-05,2.392891609138558e-05,-0.0072059979928463976,5.192640707290631e-05,-0.015544413583568712,0.0002416287936570355,-0.022750411576415077,0.0005175812268962812,0.0002817679615352546,76.5999984741211,76.05000305175781
2026-03-20,53,52,0,0.0,1,0.00010658230613034147,0.00011636088569057976,0.0,4.7687152662861654e-05,5.889515346747981e-05,-0.003944718137894239,1.5560801187431794e-05,0.0019703638096758534,3.882333542480343e-06,-0.001974354328218426,3.898075013354833e-06,0.00011046463967282181,76.19999694824219,75.9000015258789
2026-03-23,53,52,0,0.0,1,8.70550549325153e-05,6.871515071559756e-05,1.8339904216917733e-05,4.7887273682088044e-05,3.916778125042724e-05,0.010152371464017908,0.00010307064634340512,-0.03213129828659941,0.0010324203295824265,-0.021978926822581464,0.00048307322427239096,0.0011194753845149418,73.5,74.25
2026-03-24,53,52,0,0.0,1,0.00017674154028434537,0.0001722291978384366,4.512342445908761e-06,7.517680235757856e-05,0.00010156473792676684,-0.01266257410851399,0.00016034078305360888,0.016694878572170054,0.00027871897053950283,0.00403230446365617,1.6259479287621474e-05,0.0004554605108238482,75.5,74.55000305175781
2026-03-25,53,52,0,0.0,1,6.948420248178865e-05,4.984915972050993e-05,1.9635042761278714e-05,2.9588664209589926e-05,3.9895538272198715e-05,-0.0019665890360401543,3.867472436673343e-06,0.02385792953285975,0.0005692008015949014,0.02189134049681958,0.00047923078874769295,0.0006386850040766901,76.3499984741211,76.19999694824219
2026-03-26,53,52,0,0.0,1,8.596507634763596e-05,8.111124567626185e-05,4.853830671374109e-06,4.1632341490142205e-05,4.433273485749375e-05,-0.00657464537825411,4.3225961849798126e-05,0.001311555643951702,1.7201782071815635e-06,-0.0052630897343023,2.7700113551318253e-05,8.768525455481752e-05,76.30000305175781,75.80000305175781
2026-03-27,53,52,0,0.0,1,5.850120540247018e-05,3.8915420694591924e-05,1.9585784707878256e-05,3.775134522291423e-05,2.074986017955596e-05,0.008026880603151125,6.443081221724376e-05,-0.01797061476966778,0.00032294299519980174,-0.00994373416651669,9.887784917435138e-05,0.0003814442006022719,74.44999694824219,75.05000305175781
2026-03-30,53,52,0,0.0,1,5.031522384579139e-05,3.9906480533993836e-05,1.0408743311797556e-05,3.3229213137689074e-05,1.7086010708102318e-05,0.008152198075635043,6.645833346438769e-05,-0.023593948216056974,0.0005566743924219781,-0.01544175014042204,0.00023844764739922408,0.0006069896162677695,73.30000305175781,73.9000015258789
2026-03-31,53,52,0,0.0,1,0.00012094449481756314,9.47596766513465e-05,2.618481816621664e-05,4.610705388692791e-05,7.483744093063525e-05,-0.012345857141849327,0.00015242018856695205,-0.007470364815764887,5.580635048061796e-05,-0.019816221957614212,0.0003926826526734316,0.0001767508452981811,73.3499984741211,72.44999694824219
2026-04-01,53,52,0,0.0,1,4.9035673158127826e-05,3.817962487978703e-05,1.0856048278340797e-05,3.141162067522407e-05,1.7624052482903768e-05,0.006644542718668511,4.414994794021072e-05,0.03459148689188094,0.001196570965391171,0.041236029610549535,0.001700410138042118,0.0012456066385492987,75.0,75.5
2026-04-02,53,52,0,0.0,1,0.0001221189120131843,0.00010146507488995462,2.065383712322967e-05,2.0463636400198175e-05,0.00010165527561298612,-0.02602755661643665,0.0006774337034218151,0.0052840482504115235,2.7921165912677083e-05,-0.020743508366025214,0.0004302931393313581,0.00015004007792586137,75.9000015258789,73.94999694824219
2026-04-07,53,52,0,0.0,1,7.265266197861996e-05,7.37698819462129e-05,0.0,2.4817302225746785e-05,4.783535975287317e-05,0.0006650538704810982,4.4229665064188936e-07,0.016096988614472552,0.000259113042454459,0.016762042484953745,0.00028096606826739435,0.00033176570443307896,75.1500015258789,75.19999694824219
2026-04-08,54,53,0,0.0,1,4.825553800776432e-05,3.4078711844429886e-05,1.4176826163334435e-05,3.824843859215103e-05,1.0007099415613289e-05,0.01398622297994582,0.00019561443324476454,0.037838846934230584,0.0014317783373121312,0.05182506991417625,0.0026858378716092565,0.0014800338753198955,78.0999984741211,79.19999694824219
2026-04-09,53,52,0,0.0,1,4.199530253964762e-05,2.889891247902434e-05,1.3096390060623278e-05,1.6400925081840214e-05,2.55943774578074e-05,-0.0031575648636143895,9.970215867932158e-06,0.0012619068364227819,1.5924088638105536e-06,-0.0018956580271916115,3.5935193560559926e-06,4.358771140345817e-05,79.30000305175781,79.05000305175781
2026-04-10,53,52,0,0.0,1,3.322837437905318e-05,2.9735782623116886e-05,3.4925917559362917e-06,1.970025030237638e-05,1.35281240766768e-05,0.009331327428884222,8.707367158504703e-05,0.011946032412989352,0.00014270769041219218,0.0212773598418737,0.00045272604184057953,0.00017593606479124536,80.0,80.75
2026-04-13,53,52,0,0.0,1,5.5264251567702926e-05,4.880983962015914e-05,6.454411947543788e-06,3.30141477226627e-05,2.2250103845040215e-05,0.0,0.0,-0.0018593315216835305,3.457113707525993e-06,-0.0018593315216835305,3.457113707525993e-06,5.872136527522892e-05,80.5999984741211,80.5999984741211
2026-04-14,53,52,0,0.0,1,6.677305852421503e-05,5.474640699067341e-05,1.2026651533541626e-05,4.4027986305878465e-05,2.274507221833657e-05,0.01637887372207915,0.00026826750440381487,0.014167179196280376,0.00020070896637951947,0.030546052918359577,0.0009330613488912236,0.0002674820249037345,81.75,83.0999984741211
2026-04-15,54,53,0,0.0,1,7.810373711104861e-05,7.202885705694054e-05,6.074880054108075e-06,4.2411422985056924e-05,3.5692314125991674e-05,0.0005943899343831185,3.5329939409596787e-07,0.011961865335834649,0.00014308622231264258,0.01255625527021796,0.00015765954641087628,0.0002211899594236912,84.0999984741211,84.1500015258789
2026-04-16,53,52,0,0.0,1,7.102362859225979e-05,5.9607715116794916e-05,1.1415913475464871e-05,3.8346322593376953e-05,3.267730599888285e-05,0.0029455102297567446,8.676030513601631e-06,0.007104807490899835,5.047828948274641e-05,0.010050317720656675,0.00010100888628614557,0.0001215019180750062,84.75,85.0
2026-04-17,53,52,0,0.0,1,3.170573923187129e-05,2.3249223693675603e-05,8.456515538195685e-06,1.3742122972208495e-05,1.7963616259662794e-05,0.0,0.0,-0.009456371486190614,8.942296168483887e-05,-0.009456371486190614,8.942296168483887e-05,0.00012112870091671017,84.19999694824219,84.19999694824219
2026-04-21,53,52,0,0.0,1,6.967309962057832e-05,6.863854151675468e-05,1.0345581038236307e-06,3.552558068900137e-05,3.414751893157696e-05,0.0064121821797701655,4.111608030656207e-05,0.015321490938588611,0.00023474808458125293,0.02173367311835874,0.00047235254721566936,0.00030442118420183123,85.5,86.05000305175781
2026-04-22,53,52,0,0.0,1,3.120165062158392e-05,2.793407978879738e-05,3.267570832786541e-06,2.0146309328671787e-05,1.1055341292912134e-05,0.006972700875776503,4.8618557503054404e-05,-0.0034924720764353545,1.2197361204680676e-05,0.003480228799341063,1.2111992495762938e-05,4.33990118262646e-05,85.75,86.3499984741211
2026-04-23,53,52,0,0.0,1,0.00038972070308005693,0.00045188107472936853,0.0,0.00010639575098802231,0.00028332495209203466,-0.013785451947559126,0.00019003868539846169,0.014942841854189957,0.00022328852267933114,0.0011573899066307796,1.3395513959708046e-06,0.000613009225759388,87.6500015258789,86.44999694824219
2026-04-24,53,52,0,0.0,1,0.0002784865584633591,0.00024078538779028128,3.770117067307781e-05,0.0001836704913690091,9.481606709434993e-05,0.02647294594563633,0.000700816867040583,0.013214803695179885,0.00017463103670213993,0.03968774964081637,0.0015751174715521196,0.00045311759516549903,87.5999984741211,89.94999694824219
2026-04-27,53,52,0,0.0,1,0.00020624525813351454,0.0002451602697476729,0.0,0.00012589315982426013,8.035209830925443e-05,0.004842673777463767,2.3451489314935185e-05,0.030114513181740004,0.0009068839041731924,0.03495718695920369,0.0012220049201007205,0.001113129162306707,92.6999969482422,93.1500015258789
2026-04-28,53,52,0,0.0,1,9.466587285920053e-05,8.035697824242783e-05,1.4308894616772697e-05,5.190264371121309e-05,4.276322914798741e-05,-0.0059604949446179405,3.552749998481603e-05,-0.006462041434818326,4.1757979505308894e-05,-0.012422536379436284,0.00015431941009841794,0.00013642385236450942,92.5500030517578,92.0
2026-04-29,53,52,0,0.0,1,0.00010732851436163609,0.00010482335593014206,2.5051584314940293e-06,5.149442720235448e-05,5.5834087159281604e-05,0.0,0.0,-0.014231253574673147,0.00020252857830664722,-0.014231253574673147,0.00020252857830664722,0.0003098570926682833,90.6999969482422,90.6999969482422
2026-04-30,53,52,0,0.0,1,0.00011866213897121442,7.530825437351734e-05,4.335388459769707e-05,3.653138340467406e-05,8.213075556654038e-05,-0.006045668988233818,3.655011351529212e-05,0.006045668988233772,3.655011351529156e-05,0.0,0.0,0.000155212252486506,91.25,90.6999969482422
2026-05-04,53,52,0,0.0,1,9.133702480557556e-05,8.621987097942161e-05,5.117153826153948e-06,7.294419721666792e-05,1.8392827588907647e-05,0.022448815409654824,0.0005039493132967559,0.019651321044012467,0.00038617441877484724,0.04210013645366725,0.0017724214894174024,0.0004775114435804228,92.5,94.5999984741211
2026-05-05,53,52,0,0.0,1,3.312866511110606e-05,2.7780577632929585e-05,5.348087478176477e-06,1.263082455427114e-05,2.049784055683492e-05,0.0026448044611827367,6.994990637892106e-06,-0.002116370612607951,4.479024569910555e-06,0.0005284338485747328,2.792423323195036e-07,3.7607689681016616e-05,94.4000015258789,94.6500015258789
2026-05-06,53,52,0,0.0,1,0.00020630588038390163,0.00024454191529937967,0.0,6.868892777407931e-05,0.00013761695260982226,-0.003128292926405259,9.786216633397179e-06,0.01468302721055159,0.0002155912880657984,0.01155473428414615,0.00013351188437722244,0.0004218971684497,96.0500030517578,95.75
2026-05-07,53,52,0,0.0,1,6.0663208518182964e-05,4.987589270322442e-05,1.0787315814958546e-05,3.854816193680484e-05,2.211504658137813e-05,-0.0010214349862437632,1.0433294311227967e-06,0.022716485173512196,0.0005160386986383994,0.021695050187268403,0.00047067520262809474,0.0005767019071565824,97.9499969482422,97.8499984741211
2026-05-08,53,52,0,0.0,1,0.00010237139505336151,0.0001227195601931644,0.0,4.093851619515585e-05,6.143287885820566e-05,-0.00308637508382388,9.525711158048861e-06,-0.005122962103969299,2.624474071870555e-05,-0.008209337187793288,6.739321706288582e-05,0.00012861613577206705,97.3499984741211,97.0500030517578
2026-05-11,53,52,0,0.0,1,2.6617838929886212e-05,2.3415128252828983e-05,3.2027106770572293e-06,1.4645497795989933e-05,1.1972341133896281e-05,0.0036147570613668583,1.3066468612701565e-05,-0.004130119618214507,1.7057888060760345e-05,-0.0005153625568477279,2.655985650006275e-07,4.367572699064656e-05,96.6500015258789,97.0
2026-05-12,53,52,0,0.0,1,0.00011872981138066933,0.00012671203947458022,0.0,5.237577092273577e-05,6.635404045793356e-05,0.0,0.0,-0.0015476044054519745,2.3950793957743593e-06,-0.0015476044054519745,2.3950793957743593e-06,0.00012112489077644368,96.8499984741211,96.8499984741211
2026-05-13,54,53,0,0.0,1,7.561342169250853e-05,8.104252165616464e-05,0.0,4.8545437528460284e-05,2.706798416404826e-05,0.008921586276372915,7.959470168676553e-05,-0.02086669380419202,0.00043541891031790566,-0.011945107527819049,0.0001426855938511593,0.0005110323320104142,94.8499984741211,95.6999969482422
2026-05-14,53,52,0,0.0,1,8.10717001202362e-05,7.106428393444439e-05,1.0007416185791804e-05,2.3263620731074686e-05,5.780807938916153e-05,-0.00985234399566561,9.70686822089282e-05,0.012461268073552847,0.00015528320200094747,0.002608924077887461,6.806484844180939e-06,0.00023635490212118367,96.9000015258789,95.9499969482422
2026-05-15,53,52,0,0.0,1,0.00011520459468055964,0.00011418431453498945,1.0202801455701943e-06,3.203356605503864e-05,8.3171028625521e-05,-0.0248846589418775,0.0006192462506535638,0.01756248230068874,0.0003084407845620052,-0.007322176641188895,5.361427076477229e-05,0.0004236453792425648,97.6500015258789,95.25
2026-05-18,53,52,0,0.0,1,0.00010849957774285148,7.365575047413626e-05,3.484382726871522e-05,7.011651952998489e-05,3.838305821286661e-05,0.01005562284760796,0.0001011155508533352,-0.013210231736806462,0.0001745102225401287,-0.0031546088891984255,9.951557243809725e-06,0.00028300980028298016,94.0,94.9499969482422
2026-05-19,53,52,0,0.0,1,6.318559983975831e-05,5.2505131994227966e-05,1.0680467845530342e-05,1.980970403413513e-05,4.3375895805623165e-05,-0.012263566694659096,0.00015039506807435182,-0.006339149475590262,4.0184816073876295e-05,-0.018602716170249372,0.00034606104891085745,0.0001033704159136346,94.3499984741211,93.1999969482422
2026-05-20,54,53,0,0.0,1,8.202143663667542e-05,6.641077875319653e-05,1.561065788347889e-05,3.362689942921829e-05,4.839453720745713e-05,-0.003770523952606065,1.4216850877176062e-05,-0.0021481957941066375,4.614745169817447e-06,-0.0059187197467127,3.5031243440126846e-05,8.663618180649286e-05,93.0,92.6500015258789
2026-05-21,53,52,0,0.0,1,5.584899911427493e-05,4.382305813731179e-05,1.2025940976963138e-05,3.836460110253511e-05,1.748439801173982e-05,0.01153655634802488,0.00013309213237115315,0.02294047225186371,0.0005262652671385289,0.034477028599888576,0.001188665501077535,0.0005821142662528038,94.8000030517578,95.9000015258789
2026-05-22,53,52,0,0.0,1,5.9671675683690793e-05,5.7865394215498565e-05,1.8062814681922283e-06,3.866442628999251e-05,2.1007249393698283e-05,0.009816632004364263,9.636626390910872e-05,0.004162352693653113,1.7325179946361324e-05,0.013978984698017286,0.00019541201318740143,7.699685563005211e-05,96.3000030517578,97.25
2026-05-25,53,52,0,0.0,1,4.335258668886859e-05,3.50104273652476e-05,8.34215932362099e-06,3.17220619115408e-05,1.1630524777327793e-05,0.01198213966105975,0.00014357167085714105,0.023375078667177075,0.0005463943026967167,0.0353572183282366,0.0012501328879105903,0.0005897468893855853,99.5500030517578,100.75
2026-05-26,53,52,0,0.0,1,8.932377774426238e-05,5.0623241348213895e-05,3.870053639604849e-05,2.1907436942477343e-05,6.741634080178502e-05,-0.010388373556578174,0.00010791830515101265,0.00840131929909596,7.058216596536224e-05,-0.001987054257482373,3.948384622178824e-06,0.00015990594370962461,101.5999984741211,100.5500030517578
2026-05-27,53,52,0,0.0,1,0.0001245388009578437,0.0001416971071402445,0.0,5.751781694689895e-05,6.702098401094475e-05,0.003412125869775494,1.1642602951191172e-05,0.018231580937258424,0.0003323905434718048,0.02164370680703398,0.00046845004434884906,0.00045692934442964845,102.4000015258789,102.75
2026-05-28,53,52,0,0.0,1,0.00047991523502345217,0.0005693711873036247,0.0,0.0001516844825003458,0.00032823075252310627,-0.03373575257206271,0.0011381010016034358,0.012092045765028772,0.00014621757078355025,-0.021643706807033987,0.00046845004434884933,0.0006261328058070025,104.0,100.5500030517578
2026-05-29,53,52,0,0.0,1,0.00010307186749723357,6.844318579040844e-05,3.4628681706825126e-05,7.343663780617852e-05,2.9635229691055052e-05,0.011081795424342632,0.0001228061898269813,0.026013676906855472,0.0006767113862142657,0.037095472331198025,0.0013760740674746783,0.0007797832537114993,103.1999969482422,104.3499984741211
2026-06-01,53,52,0,0.0,1,0.00010893690573691676,7.837492078137837e-05,3.056198495553839e-05,6.43549190188791e-05,4.458198671803765e-05,0.0028463306447497412,8.101598139241478e-06,0.008587853661982635,7.375123051962855e-05,0.011434184306732553,0.00013074057076032899,0.0001826881362565453,105.25,105.5500030517578
2026-06-02,53,52,0,0.0,1,0.00013608036435960264,0.0001547968727536842,0.0,6.68397112518345e-05,6.924065310776812e-05,-0.00566045005250733,3.2040694796930233e-05,0.007080510849577564,5.013363389098559e-05,0.0014200607970700566,2.0165726673752444e-06,0.00018621399825058822,106.3000030517578,105.6999969482422
2026-06-03,53,52,0,0.0,1,5.535829719588452e-05,5.572340045049901e-05,0.0,2.3787411915163506e-05,3.1570885280721015e-05,0.004185050905846035,1.751465108452272e-05,0.015023814073700495,0.00022571498932112108,0.019208864979546474,0.000368980493802447,0.0002810732865170056,107.3000030517578,107.75
2026-06-04,53,52,0,0.0,1,5.023306029351782e-05,4.427389955444014e-05,5.959160739077676e-06,1.8939683711049788e-05,3.1293376582468036e-05,-0.006107620870313173,3.7303032695485044e-05,-0.00932407687512329,8.69384095732089e-05,-0.01543169774543642,0.0002381372953065075,0.00013717146986672672,106.75,106.0999984741211
2026-06-05,53,52,0,0.0,1,0.00020433119205559818,0.00018954651703708482,1.4784675018513361e-05,7.485852568842722e-05,0.00012947266636717094,-0.007648250125760071,5.849572998618894e-05,-0.010421681080897437,0.00010861143655193556,-0.018069931206657584,0.00032652241381333764,0.00031294262860753373,105.0,104.1999969482422
2026-06-08,53,52,0,0.0,1,0.00027764381926350995,0.00022165388901253854,5.598993025097141e-05,0.00015226480370495116,0.00012537901555855876,0.029642933074398827,0.0008787034812532879,-0.06083451626490266,0.0037008383691847064,-0.031191583190503858,0.0009729148619301228,0.003978482188448216,98.0500030517578,101.0
