date,r_day,r_day_sq,r_night_sq,h_null,h_full,qlike_null,qlike_full,ll_null,ll_full,cum_lrt_chi2
2020-01-02,0.004804117580642314,2.307954572863656e-05,5.435386624274478e-06,3.5545934192962035e-05,3.805433616330149e-05,0.0811669435012694,0.1065575266032377,3.8787598945377746,3.86606460298679,-0.025390583101969177
2020-01-03,-0.007747504342384142,6.002382353526114e-05,3.6185367711601924e-05,2.067925401883313e-05,2.2634180466051947e-05,0.8370001124076243,0.67663025062412,3.0229459184056093,3.103130849297361,0.13497927868153425
2020-01-06,-0.005591035551643017,3.125967853973614e-05,1.6487649196255618e-05,3.2940974691240214e-05,3.190634201430743e-05,0.001348612610033939,0.00020820485563111113,3.766977918721092,3.7675481225982925,0.13611968643593553
2020-01-07,-0.010391445220260991,0.000107982133765685,1.0100048652534943e-05,3.685562162407074e-05,2.8572999483475747e-05,0.8549111179685369,1.449663308499746,2.720378294121209,2.4230021988556043,-0.4586325040952737
2020-01-08,0.005102919731152583,2.6039789782586348e-05,1.1895631837721048e-05,4.1802030769347415e-05,3.961068293706844e-05,0.09625039109281164,0.07686621194394228,3.810878678009841,3.8205707675842753,-0.439248324946405
2020-01-09,0.004102655731549953,1.683178405161968e-05,5.76544220853626e-05,5.1761268883203186e-05,5.533853637125676e-05,0.4485542133388014,0.49436078720118415,3.852905135687995,3.8300018487568037,-0.48505489880878727
2020-01-10,0.00041640641867564404,1.7339430551427575e-07,8.437195672072647e-07,2.7697263434294977e-05,2.607661693568278e-05,4.0797810113720505,4.019875482480002,4.325019767764622,4.354972532210647,-0.4251493699167366
2020-01-13,0.0026444110939392064,6.99291003374875e-06,2.7713076340713003e-08,2.9553508310832993e-05,2.7623013422586108e-05,0.6779242871243589,0.6269076812669532,4.177406210489196,4.202914513417899,-0.3741327640593308
2020-01-14,0.00041055959849190524,1.6855918391383444e-07,1.6943501760111626e-05,3.283547650496999e-05,2.613820424432376e-05,4.277111329827188,4.050315126042355,4.24049525637151,4.353893358263927,-0.14733656027449626
2020-01-15,-0.007926719731034513,6.283288569437186e-05,6.746798387348955e-09,2.456756086055929e-05,2.3257869607523175e-05,0.6185032159638348,0.7077402427188146,3.10932584081201,3.06470732743452,-0.2365735870294765
2020-01-17,-0.0025646342909189795,6.577349046157497e-06,6.58388365478354e-06,2.9108291869709895e-05,2.7318821294180513e-05,0.7133526480200822,0.6647066545486724,4.190324529949479,4.214647526685185,-0.187927593558066
2020-01-20,-0.00066033844743691,4.360468651633888e-07,5.752227469863945e-06,2.967869422671851e-05,2.785609431503297e-05,3.2351272271330727,3.1727108749194404,4.286255908462311,4.317464084569127,-0.1255112413444346
2020-01-30,-0.03457561350974067,0.0011954730495749616,1.9714648125164647e-06,3.953961829359734e-05,3.9540816610589754e-05,25.825821054576647,25.824935069900814,-10.967242403220686,-10.96679941088277,-0.12462525666860191
2020-01-31,0.0006978367345298013,4.869761080592164e-07,5.4208493194698595e-05,0.000303459971344878,0.0002352208464311943,5.436394673977576,5.182135354566232,3.1303895170535068,3.2575191767591787,0.12963406274274192
2020-02-03,0.003538261099598604,1.2519291608932724e-05,0.0003556433023289096,9.048823782985674e-05,0.00011728674499617592,1.1163017856484156,1.3440918556099666,3.667030461295742,3.5531354263149666,-0.09815600721880902
2020-02-04,0.01405706999091331,0.00019760121672943553,1.5078910563783693e-05,7.705680987631192e-05,4.919627795437639e-05,0.6226496065610887,1.6261557796415662,2.5343664710807006,2.0326133845404613,-1.1016621802992876
2020-02-05,-0.005271129076633715,2.7784801742533403e-05,4.891521371392535e-05,8.046116788180935e-05,6.965705314393321e-05,0.4086049042970139,0.31797473742808946,3.6222697079825386,3.667584791417001,-1.0110320134303628
2020-02-06,0.007694976410270619,5.92126619546213e-05,4.761204420898668e-05,0.00011071076312643366,9.857429317095733e-05,0.16062671993845212,0.11036581387127375,3.367935684113957,3.3930661371475463,-0.9607711073631844
2020-02-07,-0.005848975903965033,3.421051912516358e-05,1.749031504614297e-05,4.793646215107212e-05,3.935035017606402e-05,0.051007084266942115,0.009354538624009034,3.697046616876146,3.7178728896976128,-0.9191185617202509
2020-02-10,0.009470508248640841,8.969052648757422e-05,0.00010607164072944668,5.074993376213382e-05,4.780272382005338e-05,0.19784848372940456,0.24698140195434126,3.1417099288158687,3.1171434697034,-0.968251479945188
2020-02-11,0.003520676858025896,1.2395165538639095e-05,6.711597080456482e-06,6.250666179138676e-05,4.2638727618212325e-05,0.8162681309763216,0.5261584688901182,3.8220294199525964,3.967084250995698,-0.6781418178589851
2020-02-12,0.009217441721430679,8.496123188797096e-05,2.123690774566959e-06,4.0037252035577714e-05,3.2533067740945206e-05,0.3696697905320705,0.6515965790368086,3.0828843220056688,2.9419209277532996,-0.9600686063637234
2020-02-13,-0.0020363149748138833,4.146578676651266e-06,2.4123009507271478e-05,8.406884640991032e-05,7.662821734136527e-05,2.0586760905432366,1.9707947497250418,3.7483369110254974,3.7922775814345946,-0.872187265545529
2020-02-14,0.004667155996072226,2.178234509167293e-05,7.212985389015872e-09,3.1764697855082494e-05,2.7055146913048178e-05,0.06299642620961654,0.021886581810893535,3.916768640921354,3.9373235631207146,-0.8310774211468077
2020-02-17,0.005110743662559331,2.6119700784390368e-05,1.6586349094924212e-05,3.634934939031891e-05,3.226594039774514e-05,0.0490605498355392,0.020835427917065497,3.8329415463991374,3.847054107358374,-0.8028522992283342
2020-02-18,-0.006422629656467247,4.125017170413259e-05,4.6198415631109614e-07,4.0645592207810644e-05,2.9786791808932402e-05,0.00010953925777879014,0.059257545020306335,3.6289343385003483,3.599360335619085,-0.8620003049908611
2020-02-19,0.006997212609134894,4.896098429743635e-05,1.0640918402888994e-06,3.424436513406107e-05,3.071391904296523e-05,0.07225130243087108,0.12778978782380768,3.507179223503884,3.4794099808074153,-0.9175387903837988
2020-02-21,-8.573020709090987e-05,7.349668407850293e-09,2.4599800706575845e-05,3.058824687081082e-05,2.945560895497199e-05,7.333956204871365,7.296233946961477,4.27838868401842,4.297249812973364,-0.8798165324739111
2020-02-24,-8.689229705250973e-05,7.55027128706159e-09,2.9321607325439287e-05,3.0440178850710507e-05,2.953122377351516e-05,7.302183229162123,7.27187559169578,4.280811023349206,4.295964842082378,-0.8495088950075678
2020-02-25,0.012379200888324875,0.00015324461463350338,0.00023493680692752156,3.337577001730294e-05,3.751941003711496e-05,2.0672877618633665,1.6772319296836846,1.9391551482732572,2.1341830643630977,-0.4594530628278868
2020-02-26,0.0033327517253904527,1.1107234063093039e-05,0.0003271107585306101,3.921552821452835e-05,5.581408770412813e-05,0.5447117930399696,0.8134338236521004,4.01266254253823,3.8783015272321646,-0.7281750934400177
2020-02-27,-0.010764176635253284,0.00011586749863493272,1.7314543172966124e-06,5.7446899332490435e-05,5.675906285943452e-05,0.31536331143592244,0.32776008795347167,2.9549114475140534,2.948713059255279,-0.7405718699575665
2020-03-02,0.014694877905502987,0.00021593943665763985,0.0001643115294802166,4.059397853933708e-05,4.6126147008030334e-05,2.6481160416192453,2.1378793731980417,1.4772597337056195,1.7323780679162208,-0.23033520153636378
2020-03-03,0.0009718603053233485,9.445124530631921e-07,0.00012779362652045315,6.338529021116951e-05,5.7601509913970314e-05,3.2212193562892812,3.127032544255937,3.906750271286198,3.95384367730287,-0.13614838950302044
2020-03-04,0.0014089470453365724,1.9851317765626572e-06,4.5290989234971656e-05,3.4539719870475515e-05,3.408431841386639e-05,1.913898546059536,1.9013939016379369,4.189024823691021,4.19527714590182,-0.12364374508142184
2020-03-05,0.00366141111679453,1.3405931366186568e-05,3.549315928221623e-05,6.17251507405689e-05,6.0766603300421855e-05,0.7441817321447495,0.731956574448464,3.81887725556076,3.8249898344089033,-0.11141858738513566
